StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31
AK,227986.2173493976,226806.04955116697,226118.45435041716,226200.15294818344,226353.92980368828,224516.86981132076,223858.05720984764,223457.4473961381,223121.232672112,222571.55783343044,223208.4461538462,223490.9277486911,226249.78931648482,232921.57847738985,241161.96807297604,246682.71379703534,250733.24206935763,252684.85279187816,256007.71216216218,257811.08359550562,260315.44396843296,262447.1511035654,263853.92696438666,265586.96981345396,265888.1797297298,265792.13848739496,266070.6090452261,267088.07933147636,267851.09449081804,266958.9184283343,266758.8437086093,266594.3920748487,267825.60000000003,268684.99581036385,270038.8251655629,271144.76421866374,270104.0188699945,269436.1951965066,268436.43190450355,269613.92199891363,270319.9024390244,270970.93923367513,273232.9704142012,274753.8222461043,277532.52917115175,279432.8258481422,282611.91442463535,284392.4382495949,282434.3420289855,282752.385882353,282104.66758914315,283617.2178343949,284067.4659608258,283465.0404624277,284189.6385542169,285989.6259414226,289935.8161256545,293173.3960209424,296477.85283018864,298986.52039853175,299790.0037539103,265178.67711468606,303639.0083462133,304813.34074074076,308229.4402056555,308640.4250639386,309066.84109867754,311326.35083798884,314452.5642639594,315380.7671370968,318083.6783879093,321208.21089258697,321087.62069999997,322285.8837905237,322614.3836065574,323418.7463559743,324300.96854599414,323711.10397643596,323988.72515876894,325431.7477328133,327406.9469268293,329717.33982387476,331136.09075794625,332650.47041015624,333034.0070951242,332792.5591161181,332499.20761245675,332585.0836046629,332664.3682683747,329554.9357461939,328130.5862196265,327459.88261376234,326491.76971047826,325885.34710324113,326416.62075019575,328307.68869735894,328395.6555662351,328128.1028606837,326431.4948994585,324499.80343431525,322233.26775064995,318054.79675692046,315448.40499066527,316238.6470330553,317770.9426905731,319175.69395950926,320446.62752290186,320900.0101817441,319603.8894932881,319432.21116124874,319368.9610532999,319570.93853338616,319116.83662793646,316630.4291721504,315841.3090308825,315553.98173780116,316016.48969969334,316208.77513711154,317091.6217193061,317439.08130454755,317284.4432094477,317547.7804494975,317599.95398638106,318213.89642165357,318621.026849584,317782.65645037784,317650.41782601486,318235.87779293564,319112.36452110327,319977.02498843137,319852.0604179215,318880.37318059424,317478.98034040944,316266.78462112043,315159.17209827894,314395.50594077125,313240.46959960455,311630.489494564,310686.7601144259,310479.52708769834,310480.25011335814,310924.04882391955,311085.1037191604,310781.10321399866,310491.72654604743,310530.2581891035,310648.72204689216,310619.8083741576,310570.0972649581,309422.25392399053,309521.75598703185,309663.03729565174,310164.8807285363,311327.10220465966,312033.28451303317,312141.76081988285,311889.4255972241,311688.2841575636,312384.11641398136,312602.45537334174,311799.1072561879,309837.2789694302,309032.73052098753,308820.7205859191,309141.9168036083,309782.5932510663,309965.793590692,309561.7095398704,308165.7739212008,307530.2420475953,306867.4193854325,308070.30648843927,307252.18110885785,305899.6129870796,305741.0402814799,306468.27962535864,307227.6080536913,308417.2083400872,309180.6314576532,309647.85773338226,308944.7009363654,308857.0218120806,308718.68403578154,309545.7560489406,310883.68403077894,311000.13740317227,311627.6770186335,311799.7342226011,311582.0256956992,312250.1147475929,313041.46236289566,313585.0234224304,313445.78328286693,313549.3134452213,313387.9406174297,312702.12308201334,311221.4722561992,309285.98591779923,308889.53073455923,308427.20179898315,308075.76251284906,308434.2298508917,308874.3800934743,308537.60068072693,307466.3086528301,306990.7784296301,307108.077420495,306954.54812154826,306557.22313640284,305907.34430451185,306476.4307777822,306357.34291312867,306696.6888815103,307355.2298666667,307987.37057473627,307453.34231519233,306238.1302455887,304976.64045238215,304120.71134374465,303716.3615066409,303145.8100012796,302921.1497816088,302521.46813336015,301625.8969386342,301146.0099022471,300670.99704919546,300900.4418116273,300723.25,300792.29996086325,301572.0753975764,302309.3035928892,303783.55820060626,304186.24384472024,304581.7543598962,304505.0009540187,305865.0877125396,308983.78030196455,309769.2840468009,309509.6986045371,307330.52601149736,307043.3959677863,305643.7674533391,303973.2685529934,301931.1829332596,300993.78921043425,300038.2354179054,299449.46851354255,300052.1066375159,300641.24210905994,301966.11988158897,303034.10861344705,304991.24942110415,306309.023016784,306644.46638956136,306697.11519304744,306727.87556921353,306932.65633076103,307115.35609812674,307428.49111499323,308169.52748084976,308506.7581879021,308691.95276218676
AL,164036.9134595525,163335.14111310593,162933.4616720586,159427.07045860632,159783.89750148723,158902.9503537736,158534.1432590856,161995.28145114103,162019.48004667446,162204.04472917883,158177.6307692308,158611.31057591623,157425.1894773119,157573.74951345165,157545.8410946408,158013.42814139108,158105.71279135876,157441.31817258883,157713.54202702706,157693.02431460674,158544.45294250283,159629.7245500849,159844.9097569248,157350.96936122104,156748.4391891892,156174.81277310927,155818.3718592965,155846.67142061284,151058.78363939901,150740.98306585502,150857.27086092715,150746.12856356634,151242.84,151627.221168688,152188.1105960265,152698.1247929321,152011.1384530993,151694.84672489084,147155.63958428983,147875.943843229,147998.19196998124,147726.5004940014,147589.50641784252,147711.7745463564,148270.23999337584,148590.86297999255,149434.74958234635,149827.06655030546,149252.21850613155,149054.75837104075,148791.38025954884,148900.82146006858,149161.77168220872,148719.85131169407,149068.61432082846,149463.30473125202,150256.421876762,150901.98002416434,151911.12714078373,152900.9239804768,152757.2366407315,152833.05346692746,152342.5418142908,152758.052991453,153051.11359303936,152949.53795789886,152798.45155332968,153406.38384185647,154047.48220226474,153911.16681141438,154948.75219531098,156325.29733504014,156095.9532,156806.77493957413,157345.5313997478,158364.36437969567,159295.37037206118,159280.5672595446,159537.93117132015,158038.3317684753,159062.23894076655,160580.03701425777,160999.9509325882,161368.92547433035,160684.0545785182,160526.08763107326,160887.86233316854,161702.4084472598,161924.40146233985,160526.63657824832,159853.2323553315,160275.05110016608,160751.48164533166,161162.25671177913,161415.08843117784,161413.4497955004,160471.39642513872,159845.51304937963,158781.9954781795,158080.37893141343,157029.87512105613,155324.47415978243,154340.40172513612,154776.00869862246,155443.511243459,155755.20900898412,156253.11497826458,156156.06431953222,152902.89319958695,152339.65742701906,151820.06834304013,147642.5921354421,146964.7085785658,145390.27158585968,144513.49831487722,144068.69024501095,143949.69600972475,143786.3391224863,143706.11189112547,141718.9008079116,141109.79998774084,140754.15304893555,139054.45938626907,138487.1628096646,137737.3407846061,136588.7259777284,135869.51740404282,135584.0869036207,135614.74335417032,135734.31726052755,134061.1084259785,133252.36101607667,132217.965794901,131138.37013838202,130310.90555558378,129611.57966715448,129091.82974737883,128167.55864966786,127595.05043770032,127203.71650467085,126938.29303193597,126852.53896718375,126567.22099836558,126125.48323755214,125568.01458777033,125227.16018645049,124941.38748787207,124857.48399200563,124734.08880107384,124868.5889056763,124701.5696501818,124407.21512389416,124213.9077717384,124210.08173154292,124126.96558749679,123945.80817026137,123671.39191245163,123488.60507050253,123758.46516842977,123844.49215438127,123589.34752485722,123041.05186172544,122981.36215155842,123108.85714285716,123279.19011573023,123753.15083945666,124091.97163480688,124102.38138510741,123697.07410881801,123411.9949936121,122943.85982549319,123258.2983050555,123009.1810229265,122725.18869231362,122664.92284465295,122819.67914192293,122903.46109300095,123157.45775783376,123241.25369694643,123127.43800765372,123070.8318746417,123264.02516778524,123457.18510372829,123462.37455496102,123452.33673026247,123007.29915160457,122936.43726708074,122914.16824210816,122804.17038109584,123025.50750015664,123282.9632340959,123445.66161476991,123249.75731208199,123263.36847084209,123321.96136405987,123586.66862980273,123376.83665072834,122988.02583920091,122861.74685632165,122799.70937622213,122611.435039634,122785.36024753921,123004.25930783569,123052.32708928463,122628.38704213081,122483.65842223144,122558.91124517025,122675.81464767507,122638.91265936033,122375.2459851607,122612.41543653472,122285.72622935523,122595.62836271973,122927.07596190477,123249.32698129317,123352.67120824575,123479.38634494752,123720.31810215807,124063.12339111036,124341.29172890782,124411.49211592886,124524.6367195481,124797.05407972778,125036.94100884572,125533.46270334974,125874.58896214672,126335.80434714648,126421.19047619047,126511.94155820976,126609.62470067145,126700.91354271752,126826.43652336214,126905.85558081904,126949.33179808954,126998.59068144883,126997.13038574222,127009.94710650943,127064.88646341304,127277.91608498918,127505.09943153348,127737.60374020829,127961.96282588525,128170.32339579765,128398.41654386211,128746.75950059036,128958.11138749302,129197.00712879654,129501.62378129686,130197.05133107773,130916.15212649819,131803.0303278323,132568.63492816998,134046.43419099186,135224.35535474378,136747.64260483443,137840.97587663794,139066.7225499637,140432.49719296882,141928.0262556981,143470.669923168,144910.39845856032,142713.47180702485
AR,108942.33542168676,108426.25350089767,108214.84290822408,108554.6851697439,108777.9490779298,107979.14433962264,107474.55474794844,107426.5046225863,107367.94515752625,107465.67431566688,108053.84615384617,108552.33089005236,108046.39747271684,108105.26479679452,107969.85906499429,108084.5952109464,108172.10142126208,107643.89306260574,107829.23175675677,107815.97595505619,108444.91995490418,109025.14974533109,109027.55274166196,109043.55839457322,108663.55945945946,108240.6211764706,108115.38492462313,108100.0652924791,108331.23939899834,108058.93281682346,108188.02317880795,108132.92526141994,108580.96,108902.80154355016,109369.17549668875,109703.61104362231,108962.44476138234,107207.23196966216,106647.89687294741,107143.62752508647,107346.60231065468,107249.28051807878,107285.68645281844,107473.07398964904,108077.19451589145,108604.36534308309,109414.93174102194,109790.67064744521,109445.35835240273,109576.3385758514,109658.38642054844,110055.07743881998,110174.26138029032,109771.70599330695,109796.99660886108,110129.8433604933,110800.36351612014,111307.6712703224,111955.61648460774,112492.78330803412,112440.74116678555,112623.15278179882,112632.06403644351,113338.08187134503,114131.74990123123,114338.54427783012,114449.70772608022,114935.59423698911,115580.54221747261,115442.1351443124,116168.71623491979,116983.52066247312,116626.81035789472,116912.34144113402,117081.5171699741,117478.46586123217,117752.61927221615,117361.0598248198,117234.27018743735,117365.12013138649,117831.62292169449,118488.22494592647,118815.44659889332,118958.76432976972,118542.90586432013,118207.41891944419,117948.75505372426,117935.24367163445,117699.37377838716,116641.55105612206,116154.73372335928,116389.61286626168,116630.16352443007,116903.93927638544,116872.025403612,116779.2723606174,116010.17809690733,115781.06959022052,115186.97177855011,115023.7876220637,114406.68095643054,113079.15238286364,112057.47597535342,112051.67272681861,112420.34070711923,112560.01272553875,112836.59310657054,112752.23497321933,112038.84057577194,111430.63540793229,110760.44942187925,110333.68930094919,110047.96416887146,109292.2645521775,108828.64600113669,108407.06637063262,108096.81149248907,108001.6684306745,108262.7187909721,108362.03370161739,108117.67033143819,108069.7587185889,107921.84569040773,108047.37325013013,107984.99499590487,107546.41689703414,107256.51575824524,107183.01996049042,107089.1023895877,107150.15239533356,106990.38012860999,106503.79046133901,105892.77680333926,105352.2560727301,104961.32345912531,104640.4226545179,104110.87181621876,103547.06818423176,103276.47860968318,103271.22796515384,103333.02397464598,103546.15568894344,103607.44891564865,103428.70860419818,103183.83989683681,103153.70827970808,103198.57377396275,103374.49541519646,103567.73190618311,103363.76410492857,103334.79689389876,103255.52504410886,103264.66199934698,103497.26920336943,103595.32783095738,103731.46824889677,103914.43657589189,104130.6097857719,104382.64412554812,100776.8867274964,100352.83594245822,99812.50251679323,99688.66240465203,99643.47141282093,99540.5816754659,99736.59065869103,99667.20355090195,99452.66855984482,98865.05909943716,98696.01269786277,98452.62689681337,98745.01824428438,98417.96793043001,97980.94683916647,97791.72162490671,97854.26210401117,97933.79436241611,98199.63689567214,98417.8817745343,98386.57278251756,98167.9081215364,98034.80536912751,98057.72651257218,98142.98312758419,98230.69726573206,97911.18258945039,97985.92298136646,98195.6184840659,98272.31317207105,98500.55152363249,98646.59575054843,98711.64783686966,98538.70111136991,98557.38499263533,98673.37071867817,98853.34783076224,98740.03647281218,98451.66287866383,98491.88169970931,98558.54595228784,98569.27134365591,98831.49931780527,99146.8057871207,99285.13540387774,99114.13537036887,99102.84028903107,99276.65827502831,99375.38534911869,99432.53386906094,99303.01682238534,99660.11582165404,99734.94082299151,99912.1599468741,100130.07488,100391.0747974737,100457.34458429358,100347.1772170276,100334.90744702068,100444.97185515704,100652.82601403283,100668.19416301226,100683.25485678946,100772.00789916227,100843.75328992936,101167.2667259109,101360.24782147634,101669.99624529222,101747.6,101889.53447882729,102020.11062444655,102118.26092680598,102253.4400061799,102348.61625264562,102423.65272315523,102400.07458247259,102383.96401147117,102401.36484056349,102489.62416281339,102348.01821909093,102162.52033713034,101953.82422946545,102069.64544695485,102164.92264841597,102283.27650139293,102177.65863690033,102059.88730186637,101930.41579140394,101995.30116394631,102143.83527173282,102378.39772941088,102934.04447605192,103280.33170073325,104121.76050574647,104927.57734437592,106249.67043348585,107261.90767606309,108440.05578316737,109484.38530284555,110654.58236444872,111770.3346871922,112941.99504411337,113893.3169226809
AZ,177440.1730120482,176513.32280071813,176098.17926102504,176684.61798689695,177307.94384295063,176579.98018867927,176363.35849941385,176905.9365710942,177291.06371061841,177876.17332556786,178803.30769230772,179219.54066317627,177657.41252153937,177790.2937607327,177950.1331812999,178874.4793614595,179238.37998862992,178705.41184433163,179285.70000000004,179838.3573033708,181345.469222097,182975.1728353141,183676.27631430188,184570.458790277,184623.27162162162,184423.36000000002,184605.05862646567,183183.21987743734,183867.26904841402,183801.02224681794,184231.97165562917,184720.81888827743,185817.168,186862.02628445424,187966.30410596027,189011.33791275538,188659.19631376854,188695.7854585153,188595.98623982636,189941.71189570887,190741.5196097561,191176.02456556936,191912.89420118343,193347.83626007527,195349.71991388587,197157.76749596125,199052.3972771475,200311.3306969206,200189.83536231885,201004.84800000003,201886.06454497072,203520.78229299362,205418.85979883536,206597.86959537573,208977.2403143007,212087.0786610879,215787.16309947646,219345.35371727747,223041.03509433963,226567.18665967492,228676.23703858186,230786.44085106385,232968.0363523957,237518.83222222226,243654.30453470437,249653.61207161128,255875.5611393693,263610.43039106147,271136.45604060916,276019.8720967742,281199.2648463476,286268.2801815431,287863.2108,291175.37524189526,294297.33245901635,297633.58036688156,300656.0318100891,301379.7716642121,302439.99534929165,304210.5518088738,305712.28202926833,307390.4316634051,307006.3642444988,306254.5780078125,303685.18307070376,302114.4834416948,300775.770934256,300231.56781640067,298927.79446821957,295502.8478274286,293355.4040684191,292028.4289571668,290184.1538804448,288442.6967503714,286029.7449144701,283737.2919742288,279433.3240232939,263732.8100795208,258649.62512069184,254756.86723439905,250757.6247515164,245157.61641912264,240085.81467146304,236492.59933925932,233982.05147948524,231314.14692041234,228872.00025869996,225634.5038945171,222075.62730491225,219951.10525831106,217687.19754892492,214830.2279782246,211521.17398177637,207342.66619587204,204396.9021253181,201123.10374746934,198353.29987383622,196219.63436928706,196155.86076512458,196077.7951309141,195076.7249739493,193906.08642472932,192716.96921161172,192111.95024977063,190828.61585046834,188693.93241011543,186768.6653522269,185411.2458520758,184078.4066629117,182398.0764460898,180359.34948802297,177736.43475122837,174910.3199701023,172360.312806374,170245.13056539296,168621.95070238318,166708.88779041028,164162.2037503473,162270.23784225585,161231.619275666,161041.49632719692,161628.83064259693,161912.22290413652,162103.9226496755,161620.51185435112,161626.17582546797,161503.0343090114,162098.26508241537,162933.97173504648,163588.11823304987,165060.90598076268,166543.58079383458,168528.32242821605,170758.4047061348,172650.50801111638,173643.29202971005,174387.5553182971,175292.5937297566,176888.23672792863,178665.34634888888,180065.3342500529,181322.67499166916,182798.87412752767,184040.51661679006,185150.80311877208,186826.39843756842,188093.1789589799,189089.91349632142,189400.60037523453,190369.35328381803,190851.69195751144,192106.41299327978,192232.79826762452,192046.77708705654,192020.62377652203,192361.99155053266,192473.0600191755,193025.24514362254,193300.93182254658,193520.90582890846,193402.2732658131,193408.69127516777,193929.47473935757,195003.95562068952,196236.21174238433,196234.82478790113,196633.34161490685,197339.32151543265,197872.83107518853,198687.67150525283,199484.02582262616,200094.13061449435,200374.24749609025,200579.19614961726,201125.59339089383,201713.74266925847,201850.1590125653,201455.2896675946,201810.41839500933,202351.3345717638,202776.83537360793,203713.65363999608,204658.66464179708,205195.9214732876,205458.23265118457,205941.1779181561,206874.5556635526,207482.29502152183,207854.92379461287,207829.48833401556,208426.4330011514,208622.13977792292,209290.37662460867,210264.80640000003,211459.93640812553,211934.66973940792,212354.58629741383,213132.9041542667,213990.31405526,214701.38078912243,214830.5412416104,215322.66955278112,216023.11060369966,216762.23022579306,217818.9666116542,218502.48052007935,219422.0351437577,219817.9090909091,220406.3389905243,220988.8493766317,221326.91312748718,221459.51230967772,221644.01607653702,222065.0165688497,222682.32519099166,223166.00949144925,223425.0439863934,223467.3258915644,223489.4421441311,223995.03028936675,224763.7925534391,225805.257502544,226655.91491256683,227642.64970990646,228209.51583067302,228687.298242423,229554.07283884313,231149.5645311352,233789.71944893443,236817.77612250551,240566.77534455564,244417.78134844938,264741.6026515377,253287.83126616292,257921.89517594816,262297.4521987607,267601.023837493,274345.38712210295,281340.18186485494,288240.81302560965,293607.2138477128,298762.52416412777
CA,348663.3718554217,347895.1854937164,348241.5622169249,351987.55290053604,355819.63973825105,357533.77648584906,360604.7957796015,365754.81528379174,370569.59621936985,375615.1907979034,381693.5861538462,386792.882513089,346389.64734679455,349484.96224736917,352911.1344092623,358323.73472502414,362193.1611842393,363301.9661069894,366263.2454781705,369056.0196715644,373827.8137021941,378411.642157503,380743.39959125104,383109.8685219812,383400.2226611227,383485.5143115708,384467.5421724005,386702.70062995504,389596.623552074,391167.1681920736,394317.8573611819,397676.48438254104,402566.56615384616,407177.9219913493,412334.45532348444,417283.1707938666,407437.1679805658,409441.8701341236,411336.34392682737,416761.00138123694,420875.3540069686,423718.64143088425,426787.09196956886,431300.978767176,437617.18703675224,443527.7088852989,450182.3126186618,454921.46714517253,450405.9010494753,454629.4305882354,458924.1492796975,465069.4928618493,472105.82612219563,477767.51971297583,486005.48456855916,494363.1847496754,504075.1089077451,513186.8479942228,522948.7112556928,532173.7243332189,537063.4116141095,542753.7961097293,547793.454522198,557056.3693486591,567063.7170321781,574073.9323749889,580110.1433753113,587427.1628587941,594630.4156415194,597576.5911151279,603370.0706192999,609231.7643278209,608017.7650344828,610416.2700696535,611795.823629169,614126.1616125007,615594.7070091068,612079.5649179829,608841.2525512525,605826.6269843138,603497.9570866275,601742.9517376341,598016.491681983,593822.0480334051,565264.0698259659,552530.9788007357,548741.8559688581,545380.8069036785,540790.9583321367,532124.6698417747,525698.7257437786,521370.27978711313,516522.8248879615,511110.8473500364,504362.74490497995,495965.80652387254,485195.23159665294,474983.8752194568,462311.87639057974,451275.71638978086,439491.6123400786,426425.9391303151,413571.57698875276,404830.35091581946,397160.7841202838,390098.54538993386,383023.3278167111,376848.06368680956,368480.19925966224,363185.1228128741,357211.13993623893,352410.2875979846,348054.88189665903,343064.10129040544,340747.2685879359,338434.1328554312,336519.29223954544,335615.2410877514,337591.9301531918,339479.42811208084,340397.418548107,341070.13958191447,342430.0644144374,344272.6261596493,344887.44607164524,343027.4269644522,340985.93861136195,339588.9877451884,338195.2918832698,336826.2259949098,334741.78793494875,332069.36170434253,328969.30478594074,325984.56039795827,322959.80294616165,320355.09231256397,316563.6706005932,312805.4327656648,309906.46587658365,307309.99363962887,304802.1821891721,302909.5563464736,302075.0816251381,301025.00734582846,296516.75822558365,296071.71913511853,295933.2403256174,296595.4291282107,297863.6247077321,298339.25694123766,300414.6479428254,302342.2001886464,304467.9889772712,307759.7689845692,311236.17646796,315788.39987144695,319597.87855331646,323903.09252735355,329159.7601520987,334624.9941146797,339452.5417812567,343583.7045091815,348679.58313993714,353918.56355331553,359130.1930002448,365689.4446536639,370949.1158201611,375445.1342991455,378265.3033145716,381929.4248283926,383371.96889226104,385802.54151038686,385113.0966211804,384390.3501586189,384059.48745068774,383657.45330838003,383790.18983700866,385498.7382376277,388575.8217783753,390383.72508075583,391085.99120963115,391959.42953020136,393658.9547232855,395279.53779294447,397401.57369031303,397019.18111398007,397131.2960662526,398102.6733194594,399778.7479292805,403958.47599156207,407098.35813224694,409996.97988426563,411439.5594449805,413437.57160342723,414764.77694266726,416491.2434757435,416160.99929574854,415453.6377926969,414606.6129927818,414967.28881501756,415228.7510106571,418191.91306890163,421280.60681119584,423163.4225977026,423766.4769986529,424876.2347150905,426400.09125304245,427573.50657678524,428486.3105089945,429007.0451339075,429587.66125382145,429886.2129327237,431857.8920406034,435766.1752888889,439385.1153935784,441999.5234887431,444324.4087468659,447016.79492243263,449553.8458898233,451603.8743973009,453164.87943328416,454515.79235437367,455515.8973726029,455350.1426790414,455666.52278786345,455909.82710129564,456147.8562461368,454753.24242424243,453007.8030147338,451605.0875278838,449979.5492405833,449353.01764857984,448545.77502207994,447467.4407507941,445451.35454366216,443723.2651381127,443023.54575347283,442831.6201686516,442306.38088119833,442024.79590479314,442265.1778143607,443203.0837195502,444319.65814337274,444794.37270750536,443581.7312940044,441641.6934040821,442603.1697494007,446401.6052177146,451744.93528546015,456840.3746316504,461434.69662290154,465541.3354740066,464145.3933841809,468010.2017533394,472826.843832304,478977.546914596,482878.4952017783,499016.8047386193,511047.23478185135,520620.6264354835,527183.2546365217,530376.3103470752
