StateName,Fips,Year,Month,total_number_hpa,datetime,total_number_hpa_seasonality
Iowa,19,2008,3,630,2008-03-01,617.264632936508
Kansas,20,2008,3,592,2008-03-01,557.6981646825396
Minnesota,27,2008,3,772,2008-03-01,932.7274305555555
Missouri,29,2008,3,941,2008-03-01,779.4908234126984
Nebraska,31,2008,3,385,2008-03-01,415.5233134920635
North Dakota,38,2008,3,220,2008-03-01,336.8794642857143
South Dakota,46,2008,3,275,2008-03-01,266.09250992063494
Delaware,10,2008,3,434,2008-03-01,424.1049107142857
District of Columbia,11,2008,3,27,2008-03-01,47.623263888888886
Florida,12,2008,3,5328,2008-03-01,4706.875
Georgia,13,2008,3,3018,2008-03-01,2511.922867063492
Maryland,24,2008,3,1311,2008-03-01,1164.8053075396824
North Carolina,37,2008,3,5348,2008-03-01,5002.456845238095
South Carolina,45,2008,3,2487,2008-03-01,2271.9464285714284
Virginia,51,2008,3,2900,2008-03-01,2588.2269345238096
West Virginia,54,2008,3,231,2008-03-01,209.56423611111111
Alabama,1,2008,3,1452,2008-03-01,1370.5091765873017
Kentucky,21,2008,3,807,2008-03-01,737.1966765873016
Mississippi,28,2008,3,1196,2008-03-01,1070.2755456349207
Tennessee,47,2008,3,2439,2008-03-01,2023.4027777777778
Arkansas,5,2008,3,540,2008-03-01,482.859623015873
Louisiana,22,2008,3,1494,2008-03-01,1399.8511904761904
Oklahoma,40,2008,3,1177,2008-03-01,1061.982638888889
Texas,48,2008,3,13041,2008-03-01,12092.380456349207
Arizona,4,2008,3,2417,2008-03-01,2134.433531746032
Colorado,8,2008,3,1537,2008-03-01,1281.1498015873015
Idaho,16,2008,3,708,2008-03-01,664.1934523809524
Montana,30,2008,3,224,2008-03-01,234.05977182539684
Nevada,32,2008,3,699,2008-03-01,545.1512896825396
New Mexico,35,2008,3,552,2008-03-01,482.68030753968253
Utah,49,2008,3,931,2008-03-01,909.7673611111111
Wyoming,56,2008,3,193,2008-03-01,191.3814484126984
Alaska,2,2008,3,75,2008-03-01,93.0828373015873
California,6,2008,3,4656,2008-03-01,4033.9464285714284
Hawaii,15,2008,3,305,2008-03-01,338.1329365079365
Oregon,41,2008,3,1170,2008-03-01,1124.1914682539682
Washington,53,2008,3,2479,2008-03-01,2346.1696428571427
Connecticut,9,2008,4,381,2008-04-01,400.94444444444446
Maine,23,2008,4,328,2008-04-01,299.9670138888889
Massachusetts,25,2008,4,969,2008-04-01,1046.9151785714284
New Hampshire,33,2008,4,348,2008-04-01,348.9419642857143
Rhode Island,44,2008,4,125,2008-04-01,133.94146825396825
Vermont,50,2008,4,133,2008-04-01,127.99652777777777
New Jersey,34,2008,4,1559,2008-04-01,1627.7150297619048
New York,36,2008,4,3464,2008-04-01,3490.719246031746
Pennsylvania,42,2008,4,2383,2008-04-01,2163.720734126984
Illinois,17,2008,4,3111,2008-04-01,2852.109126984127
Indiana,18,2008,4,1705,2008-04-01,1499.544890873016
Michigan,26,2008,4,1201,2008-04-01,1075.2229662698412
Ohio,39,2008,4,2331,2008-04-01,2140.6686507936506
Wisconsin,55,2008,4,1757,2008-04-01,1518.295386904762
Iowa,19,2008,4,848,2008-04-01,668.2051091269841
Kansas,20,2008,4,608,2008-04-01,466.9243551587302
Minnesota,27,2008,4,970,2008-04-01,1018.4268353174604
Missouri,29,2008,4,1466,2008-04-01,1355.8152281746031
Nebraska,31,2008,4,689,2008-04-01,554.5977182539682
North Dakota,38,2008,4,402,2008-04-01,345.3883928571429
South Dakota,46,2008,4,612,2008-04-01,471.88417658730157
Delaware,10,2008,4,313,2008-04-01,287.9114583333333
District of Columbia,11,2008,4,166,2008-04-01,324.43874007936506
Florida,12,2008,4,6294,2008-04-01,5646.520833333333
Georgia,13,2008,4,3197,2008-04-01,3034.878224206349
Maryland,24,2008,4,1110,2008-04-01,1086.6981646825398
North Carolina,37,2008,4,5067,2008-04-01,4954.066964285715
South Carolina,45,2008,4,2993,2008-04-01,2805.3303571428573
Virginia,51,2008,4,2375,2008-04-01,2169.497767857143
West Virginia,54,2008,4,329,2008-04-01,302.7576884920635
Alabama,1,2008,4,1715,2008-04-01,1628.7264384920636
Kentucky,21,2008,4,1253,2008-04-01,1167.1192956349207
Mississippi,28,2008,4,905,2008-04-01,822.3142361111111
Tennessee,47,2008,4,1946,2008-04-01,1920.813492063492
Arkansas,5,2008,4,853,2008-04-01,834.4578373015873
Louisiana,22,2008,4,2094,2008-04-01,2008.1190476190477
Oklahoma,40,2008,4,871,2008-04-01,820.562996031746
Texas,48,2008,4,12875,2008-04-01,11891.148313492064
Arizona,4,2008,4,2913,2008-04-01,2621.2996031746034
Colorado,8,2008,4,1958,2008-04-01,1809.7628968253969
Idaho,16,2008,4,798,2008-04-01,703.5892857142858
Montana,30,2008,4,289,2008-04-01,267.63715277777777
Nevada,32,2008,4,1021,2008-04-01,1007.9965277777778
New Mexico,35,2008,4,558,2008-04-01,534.608878968254
Utah,49,2008,4,1297,2008-04-01,1245.1750992063492
Wyoming,56,2008,4,274,2008-04-01,249.18799603174602
Alaska,2,2008,4,91,2008-04-01,58.1780753968254
California,6,2008,4,6189,2008-04-01,5826.7202380952385
Hawaii,15,2008,4,460,2008-04-01,497.4871031746032
Oregon,41,2008,4,1049,2008-04-01,1008.6587301587301
Washington,53,2008,4,2881,2008-04-01,2706.1309523809523
Connecticut,9,2008,5,529,2008-05-01,499.3640873015873
Maine,23,2008,5,422,2008-05-01,340.21999007936506
Massachusetts,25,2008,5,1019,2008-05-01,814.8229166666667
New Hampshire,33,2008,5,269,2008-05-01,223.21875
Rhode Island,44,2008,5,119,2008-05-01,107.45932539682539
Vermont,50,2008,5,131,2008-05-01,99.8000992063492
New Jersey,34,2008,5,1902,2008-05-01,1602.1316964285716
New York,36,2008,5,5775,2008-05-01,4902.689484126984
Pennsylvania,42,2008,5,2423,2008-05-01,2186.128472222222
Illinois,17,2008,5,2230,2008-05-01,1928.064484126984
Indiana,18,2008,5,1638,2008-05-01,1363.6639384920634
Michigan,26,2008,5,1321,2008-05-01,898.1009424603175
Ohio,39,2008,5,2040,2008-05-01,1728.469246031746
Wisconsin,55,2008,5,1855,2008-05-01,1458.5721726190477
Iowa,19,2008,5,839,2008-05-01,687.624751984127
Kansas,20,2008,5,546,2008-05-01,549.7070932539683
Minnesota,27,2008,5,1405,2008-05-01,1002.3315972222223
Missouri,29,2008,5,1032,2008-05-01,869.8003472222222
Nebraska,31,2008,5,583,2008-05-01,476.0917658730159
North Dakota,38,2008,5,289,2008-05-01,94.75744047619042
South Dakota,46,2008,5,466,2008-05-01,347.6460813492063
Delaware,10,2008,5,299,2008-05-01,236.70014880952382
District of Columbia,11,2008,5,15,2008-05-01,-3.5672123015873005
Florida,12,2008,5,5454,2008-05-01,5174.541666666667
Georgia,13,2008,5,3647,2008-05-01,3061.8187003968255
Maryland,24,2008,5,1145,2008-05-01,831.2576884920636
North Carolina,37,2008,5,4962,2008-05-01,4315.319940476191
South Carolina,45,2008,5,2471,2008-05-01,2097.4523809523807
Virginia,51,2008,5,2270,2008-05-01,2107.4114583333335
West Virginia,54,2008,5,210,2008-05-01,180.20709325396825
Alabama,1,2008,5,1338,2008-05-01,1269.592509920635
Kentucky,21,2008,5,962,2008-05-01,828.3246527777778
Mississippi,28,2008,5,979,2008-05-01,851.8380456349206
Tennessee,47,2008,5,1797,2008-05-01,1500.1200396825398
Arkansas,5,2008,5,918,2008-05-01,832.4459325396825
Louisiana,22,2008,5,1560,2008-05-01,1434.5059523809525
Oklahoma,40,2008,5,826,2008-05-01,643.4737103174604
Texas,48,2008,5,12707,2008-05-01,11587.40128968254
Arizona,4,2008,5,2683,2008-05-01,2267.1180555555557
Colorado,8,2008,5,2425,2008-05-01,2301.8968253968255
Idaho,16,2008,5,797,2008-05-01,564.2678571428571
Montana,30,2008,5,274,2008-05-01,232.57762896825398
Nevada,32,2008,5,1302,2008-05-01,1062.1750992063492
New Mexico,35,2008,5,601,2008-05-01,528.141617063492
Utah,49,2008,5,1246,2008-05-01,1051.6304563492063
Wyoming,56,2008,5,274,2008-05-01,223.93204365079367
Alaska,2,2008,5,112,2008-05-01,42.773313492063494
California,6,2008,5,7331,2008-05-01,6284.797619047619
Hawaii,15,2008,5,515,2008-05-01,500.26686507936506
Oregon,41,2008,5,1354,2008-05-01,1161.0545634920634
Washington,53,2008,5,2948,2008-05-01,2546.589285714286
Connecticut,9,2008,6,767,2008-06-01,614.6498015873016
Maine,23,2008,6,547,2008-06-01,427.32415674603175
Massachusetts,25,2008,6,2075,2008-06-01,1752.171130952381
New Hampshire,33,2008,6,391,2008-06-01,311.16815476190476
Rhode Island,44,2008,6,140,2008-06-01,131.38789682539684
Vermont,50,2008,6,199,2008-06-01,160.37748015873018
New Jersey,34,2008,6,3180,2008-06-01,2639.619791666667
New York,36,2008,6,20015,2008-06-01,17161.98115079365
Pennsylvania,42,2008,6,2357,2008-06-01,1926.8189484126983
Illinois,17,2008,6,1960,2008-06-01,1729.8978174603176
Indiana,18,2008,6,2142,2008-06-01,1808.7442956349207
Michigan,26,2008,6,1313,2008-06-01,987.4074900793651
Ohio,39,2008,6,2366,2008-06-01,2107.9930555555557
Wisconsin,55,2008,6,1488,2008-06-01,1225.9501488095239
Iowa,19,2008,6,729,2008-06-01,535.5592757936508
Kansas,20,2008,6,503,2008-06-01,459.4481646825397
Minnesota,27,2008,6,1271,2008-06-01,993.3881448412699
Missouri,29,2008,6,1182,2008-06-01,998.8539186507936
Nebraska,31,2008,6,703,2008-06-01,603.2911706349206
North Dakota,38,2008,6,185,2008-06-01,42.44791666666666
South Dakota,46,2008,6,522,2008-06-01,461.80084325396825
Delaware,10,2008,6,307,2008-06-01,277.6078869047619
District of Columbia,11,2008,6,8,2008-06-01,-17.186259920634917
Florida,12,2008,6,6562,2008-06-01,6016.997023809524
Georgia,13,2008,6,3369,2008-06-01,2958.2085813492063
Maryland,24,2008,6,1654,2008-06-01,1384.171378968254
North Carolina,37,2008,6,5530,2008-06-01,5186.739583333333
South Carolina,45,2008,6,2602,2008-06-01,2435.25
Virginia,51,2008,6,2699,2008-06-01,2361.3757440476193
West Virginia,54,2008,6,300,2008-06-01,267.27554563492066
Alabama,1,2008,6,1390,2008-06-01,1225.9407242063492
Kentucky,21,2008,6,933,2008-06-01,729.1788194444445
Mississippi,28,2008,6,841,2008-06-01,709.6505456349206
Tennessee,47,2008,6,1804,2008-06-01,1635.0188492063492
Arkansas,5,2008,6,862,2008-06-01,760.1750992063492
Louisiana,22,2008,6,1209,2008-06-01,1102.7410714285716
Oklahoma,40,2008,6,829,2008-06-01,771.4856150793651
Texas,48,2008,6,10680,2008-06-01,9212.389384920636
Arizona,4,2008,6,2969,2008-06-01,2458.1031746031745
Colorado,8,2008,6,1916,2008-06-01,1499.8700396825398
Idaho,16,2008,6,1002,2008-06-01,849.1547619047619
Montana,30,2008,6,252,2008-06-01,164.82167658730157
Nevada,32,2008,6,2594,2008-06-01,2231.246527777778
New Mexico,35,2008,6,669,2008-06-01,585.2785218253969
Utah,49,2008,6,1052,2008-06-01,739.5858134920635
Wyoming,56,2008,6,330,2008-06-01,276.6344246031746
Alaska,2,2008,6,109,2008-06-01,70.29712301587301
California,6,2008,6,6712,2008-06-01,5128.2172619047615
Hawaii,15,2008,6,516,2008-06-01,424.93353174603175
Oregon,41,2008,6,1289,2008-06-01,1243.1021825396826
Washington,53,2008,6,3069,2008-06-01,2709.282738095238
Connecticut,9,2008,7,445,2008-07-01,395.3670634920635
Maine,23,2008,7,344,2008-07-01,282.03546626984127
Massachusetts,25,2008,7,805,2008-07-01,705.578869047619
New Hampshire,33,2008,7,325,2008-07-01,278.2425595238095
Rhode Island,44,2008,7,107,2008-07-01,112.56944444444446
Vermont,50,2008,7,155,2008-07-01,132.5887896825397
New Jersey,34,2008,7,1280,2008-07-01,1252.658482142857
New York,36,2008,7,4389,2008-07-01,4314.409722222223
Pennsylvania,42,2008,7,2040,2008-07-01,1866.5243055555557
Illinois,17,2008,7,2142,2008-07-01,2034.9573412698412
Indiana,18,2008,7,1547,2008-07-01,1393.8365575396826
Michigan,26,2008,7,1143,2008-07-01,858.3330853174605
Ohio,39,2008,7,2050,2008-07-01,1737.3561507936508
Wisconsin,55,2008,7,5327,2008-07-01,4899.286458333333
Iowa,19,2008,7,629,2008-07-01,570.9699900793651
Kansas,20,2008,7,940,2008-07-01,903.3618551587301
Minnesota,27,2008,7,1186,2008-07-01,858.4476686507935
Missouri,29,2008,7,1081,2008-07-01,1112.9461805555557
Nebraska,31,2008,7,648,2008-07-01,586.6423611111111
North Dakota,38,2008,7,289,2008-07-01,151.36160714285714
South Dakota,46,2008,7,554,2008-07-01,531.7532242063492
Delaware,10,2008,7,341,2008-07-01,313.4561011904762
District of Columbia,11,2008,7,140,2008-07-01,156.031001984127
Florida,12,2008,7,4887,2008-07-01,4832.860119047619
Georgia,13,2008,7,2676,2008-07-01,2764.8157242063494
Maryland,24,2008,7,1632,2008-07-01,1625.8082837301588
North Carolina,37,2008,7,6701,2008-07-01,6325.834821428572
South Carolina,45,2008,7,2972,2008-07-01,2899.7648809523807
Virginia,51,2008,7,2431,2008-07-01,2084.7805059523807
West Virginia,54,2008,7,291,2008-07-01,254.34102182539684
Alabama,1,2008,7,1179,2008-07-01,1144.107390873016
Kentucky,21,2008,7,1389,2008-07-01,1322.4258432539682
Mississippi,28,2008,7,998,2008-07-01,964.9481646825396
Tennessee,47,2008,7,1969,2008-07-01,2014.1378968253969
Arkansas,5,2008,7,789,2008-07-01,783.4935515873016
Louisiana,22,2008,7,1259,2008-07-01,1318.0625
Oklahoma,40,2008,7,766,2008-07-01,813.6284722222222
Texas,48,2008,7,11695,2008-07-01,11030.704861111111
Arizona,4,2008,7,2350,2008-07-01,2236.1448412698414
Colorado,8,2008,7,1630,2008-07-01,1558.8253968253969
Idaho,16,2008,7,610,2008-07-01,510.30059523809524
Montana,30,2008,7,260,2008-07-01,211.74131944444446
Nevada,32,2008,7,1293,2008-07-01,1369.532242063492
New Mexico,35,2008,7,460,2008-07-01,449.81125992063494
Utah,49,2008,7,1114,2008-07-01,1027.5024801587301
Wyoming,56,2008,7,293,2008-07-01,272.77728174603175
Alaska,2,2008,7,96,2008-07-01,85.1750992063492
California,6,2008,7,4961,2008-07-01,5205.392857142857
Hawaii,15,2008,7,347,2008-07-01,434.7013888888889
Oregon,41,2008,7,1446,2008-07-01,1293.373015873016
Washington,53,2008,7,2356,2008-07-01,2248.651785714286
Connecticut,9,2008,8,333,2008-08-01,301.0515873015873
Maine,23,2008,8,300,2008-08-01,245.2557043650794
Massachusetts,25,2008,8,636,2008-08-01,700.9151785714286
New Hampshire,33,2008,8,210,2008-08-01,162.39434523809524
Rhode Island,44,2008,8,69,2008-08-01,56.58432539682539
Vermont,50,2008,8,167,2008-08-01,137.97271825396825
New Jersey,34,2008,8,1115,2008-08-01,982.5453869047619
New York,36,2008,8,2387,2008-08-01,2543.0198412698414
Pennsylvania,42,2008,8,1966,2008-08-01,1881.6612103174602
Illinois,17,2008,8,2127,2008-08-01,1888.9037698412699
Indiana,18,2008,8,1681,2008-08-01,1432.7770337301588
Michigan,26,2008,8,996,2008-08-01,658.6336805555555
Ohio,39,2008,8,1961,2008-08-01,1569.263888888889
Wisconsin,55,2008,8,1410,2008-08-01,1205.8340773809525
Iowa,19,2008,8,663,2008-08-01,476.48784722222223
Kansas,20,2008,8,560,2008-08-01,499.14459325396825
Minnesota,27,2008,8,898,2008-08-01,549.9357638888889
Missouri,29,2008,8,1258,2008-08-01,1033.642609126984
Nebraska,31,2008,8,492,2008-08-01,429.48164682539687
North Dakota,38,2008,8,486,2008-08-01,365.1502976190476
South Dakota,46,2008,8,372,2008-08-01,305.46453373015873
Delaware,10,2008,8,256,2008-08-01,216.07217261904762
District of Columbia,11,2008,8,10,2008-08-01,-6.224950396825388
Florida,12,2008,8,5825,2008-08-01,5338.9375
Georgia,13,2008,8,2654,2008-08-01,2311.253224206349
Maryland,24,2008,8,1124,2008-08-01,916.3380456349207
North Carolina,37,2008,8,4179,2008-08-01,3674.370535714286
South Carolina,45,2008,8,1922,2008-08-01,1810.375
Virginia,51,2008,8,2166,2008-08-01,2073.343005952381
West Virginia,54,2008,8,374,2008-08-01,328.6267361111111
Alabama,1,2008,8,976,2008-08-01,822.8573908730159
Kentucky,21,2008,8,879,2008-08-01,754.6639384920635
Mississippi,28,2008,8,690,2008-08-01,660.7606646825396
Tennessee,47,2008,8,1632,2008-08-01,1303.2539682539682
Arkansas,5,2008,8,682,2008-08-01,576.8000992063493
Louisiana,22,2008,8,1343,2008-08-01,1241.7738095238096
Oklahoma,40,2008,8,1097,2008-08-01,1003.3308531746031
Texas,48,2008,8,12221,2008-08-01,11042.832837301587
Arizona,4,2008,8,1806,2008-08-01,1695.7787698412696
Colorado,8,2008,8,1739,2008-08-01,1525.5753968253969
Idaho,16,2008,8,605,2008-08-01,437.1934523809524
Montana,30,2008,8,266,2008-08-01,195.3514384920635
Nevada,32,2008,8,2021,2008-08-01,1844.282242063492
New Mexico,35,2008,8,497,2008-08-01,443.95709325396825
Utah,49,2008,8,852,2008-08-01,589.3685515873017
Wyoming,56,2008,8,191,2008-08-01,156.08978174603175
Alaska,2,2008,8,82,2008-08-01,55.19890873015872
California,6,2008,8,3632,2008-08-01,3692.0476190476193
Hawaii,15,2008,8,355,2008-08-01,344.421626984127
Oregon,41,2008,8,1181,2008-08-01,1006.8611111111111
Washington,53,2008,8,2556,2008-08-01,2013.1875
Connecticut,9,2008,9,440,2008-09-01,394.5992063492064
Maine,23,2008,9,343,2008-09-01,281.88368055555554
Massachusetts,25,2008,9,700,2008-09-01,658.9806547619047
New Hampshire,33,2008,9,350,2008-09-01,307.6383928571429
Rhode Island,44,2008,9,89,2008-09-01,86.12003968253968
Vermont,50,2008,9,159,2008-09-01,122.13640873015872
New Jersey,34,2008,9,1175,2008-09-01,1179.982886904762
New York,36,2008,9,3109,2008-09-01,3326.481150793651
Pennsylvania,42,2008,9,1820,2008-09-01,1659.9796626984128
Illinois,17,2008,9,1623,2008-09-01,1426.876984126984
Indiana,18,2008,9,1201,2008-09-01,1139.1817956349207
Michigan,26,2008,9,973,2008-09-01,727.0920138888889
Ohio,39,2008,9,2014,2008-09-01,1832.9484126984128
Wisconsin,55,2008,9,1493,2008-09-01,1236.500744047619
Iowa,19,2008,9,729,2008-09-01,572.2765376984127
Kansas,20,2008,9,722,2008-09-01,612.0969742063492
Minnesota,27,2008,9,1418,2008-09-01,1046.548859126984
Missouri,29,2008,9,912,2008-09-01,926.5711805555555
Nebraska,31,2008,9,915,2008-09-01,856.3090277777778
North Dakota,38,2008,9,361,2008-09-01,217.44196428571428
South Dakota,46,2008,9,471,2008-09-01,358.42584325396825
Delaware,10,2008,9,289,2008-09-01,287.3311011904762
District of Columbia,11,2008,9,2,2008-09-01,-22.915426587301585
Florida,12,2008,9,5245,2008-09-01,5409.839285714285
Georgia,13,2008,9,2749,2008-09-01,3040.8960813492063
Maryland,24,2008,9,1063,2008-09-01,1002.7011408730159
North Carolina,37,2008,9,3692,2008-09-01,4008.7306547619046
South Carolina,45,2008,9,1812,2008-09-01,1825.592261904762
Virginia,51,2008,9,1711,2008-09-01,1829.6525297619048
West Virginia,54,2008,9,208,2008-09-01,214.05233134920636
Alabama,1,2008,9,925,2008-09-01,1060.657986111111
Kentucky,21,2008,9,689,2008-09-01,692.4823908730159
Mississippi,28,2008,9,672,2008-09-01,723.7695932539683
Tennessee,47,2008,9,2082,2008-09-01,2111.6378968253966
Arkansas,5,2008,9,559,2008-09-01,572.1899801587301
Louisiana,22,2008,9,1483,2008-09-01,1410.0416666666667
Oklahoma,40,2008,9,681,2008-09-01,702.202876984127
Texas,48,2008,9,9198,2008-09-01,10133.139384920634
Arizona,4,2008,9,1784,2008-09-01,1920.8055555555557
Colorado,8,2008,9,1452,2008-09-01,1393.4652777777778
Idaho,16,2008,9,647,2008-09-01,601.3779761904761
Montana,30,2008,9,229,2008-09-01,184.72048611111111
Nevada,32,2008,9,1138,2008-09-01,1192.841765873016
New Mexico,35,2008,9,389,2008-09-01,428.40352182539687
Utah,49,2008,9,876,2008-09-01,861.0739087301588
Wyoming,56,2008,9,228,2008-09-01,221.8308531746032
Alaska,2,2008,9,96,2008-09-01,81.0530753968254
California,6,2008,9,4332,2008-09-01,4689.422619047619
Hawaii,15,2008,9,344,2008-09-01,253.1121031746032
Oregon,41,2008,9,924,2008-09-01,931.968253968254
Washington,53,2008,9,2274,2008-09-01,2117.8928571428573
Connecticut,9,2008,10,481,2008-10-01,418.0843253968254
Maine,23,2008,10,276,2008-10-01,250.39856150793653
Massachusetts,25,2008,10,476,2008-10-01,535.46875
New Hampshire,33,2008,10,244,2008-10-01,187.71875
Rhode Island,44,2008,10,105,2008-10-01,98.95337301587301
Vermont,50,2008,10,70,2008-10-01,62.454861111111114
New Jersey,34,2008,10,1172,2008-10-01,1173.905505952381
New York,36,2008,10,2087,2008-10-01,2559.2579365079364
Pennsylvania,42,2008,10,1883,2008-10-01,1718.9766865079366
Illinois,17,2008,10,1635,2008-10-01,1339.0406746031747
Indiana,18,2008,10,1244,2008-10-01,1070.547867063492
Michigan,26,2008,10,1206,2008-10-01,844.5235615079364
Ohio,39,2008,10,2115,2008-10-01,1863.7430555555557
Wisconsin,55,2008,10,1375,2008-10-01,1022.813244047619
Iowa,19,2008,10,1056,2008-10-01,761.2051091269841
Kansas,20,2008,10,672,2008-10-01,579.0344742063492
Minnesota,27,2008,10,927,2008-10-01,584.7363591269841
Missouri,29,2008,10,835,2008-10-01,586.3628472222223
Nebraska,31,2008,10,538,2008-10-01,403.0530753968254
North Dakota,38,2008,10,302,2008-10-01,81.15327380952377
South Dakota,46,2008,10,281,2008-10-01,250.61929563492063
Delaware,10,2008,10,223,2008-10-01,245.6376488095238
District of Columbia,11,2008,10,30,2008-10-01,-161.9779265873016
Florida,12,2008,10,3634,2008-10-01,3940.0297619047615
Georgia,13,2008,10,2158,2008-10-01,2045.3395337301588
Maryland,24,2008,10,682,2008-10-01,900.4809027777778
North Carolina,37,2008,10,3551,2008-10-01,3621.8229166666665
South Carolina,45,2008,10,1600,2008-10-01,1726.0982142857142
Virginia,51,2008,10,2240,2008-10-01,2354.3400297619046
West Virginia,54,2008,10,214,2008-10-01,226.18625992063494
Alabama,1,2008,10,1318,2008-10-01,1358.4437003968255
Kentucky,21,2008,10,796,2008-10-01,778.4645337301587
Mississippi,28,2008,10,543,2008-10-01,622.608878968254
Tennessee,47,2008,10,1193,2008-10-01,1163.093253968254
Arkansas,5,2008,10,765,2008-10-01,808.4429563492064
Louisiana,22,2008,10,934,2008-10-01,984.1041666666666
Oklahoma,40,2008,10,566,2008-10-01,608.342757936508
Texas,48,2008,10,8552,2008-10-01,9041.109623015873
Arizona,4,2008,10,1271,2008-10-01,1603.0257936507937
Colorado,8,2008,10,1900,2008-10-01,1955.2926587301588
Idaho,16,2008,10,384,2008-10-01,408.57738095238096
Montana,30,2008,10,182,2008-10-01,110.84846230158732
Nevada,32,2008,10,1017,2008-10-01,956.8893849206349
New Mexico,35,2008,10,392,2008-10-01,403.1594742063492
Utah,49,2008,10,1015,2008-10-01,942.2614087301588
Wyoming,56,2008,10,234,2008-10-01,222.5808531746032
Alaska,2,2008,10,46,2008-10-01,54.96676587301587
California,6,2008,10,3776,2008-10-01,4254.672619047619
Hawaii,15,2008,10,179,2008-10-01,140.49900793650795
Oregon,41,2008,10,763,2008-10-01,664.0545634920635
Washington,53,2008,10,2609,2008-10-01,2540.5
Connecticut,9,2008,11,578,2008-11-01,591.1081349206349
Maine,23,2008,11,213,2008-11-01,244.8360615079365
Massachusetts,25,2008,11,429,2008-11-01,502.9122023809524
New Hampshire,33,2008,11,123,2008-11-01,180.80208333333331
Rhode Island,44,2008,11,58,2008-11-01,55.43551587301587
Vermont,50,2008,11,38,2008-11-01,71.17807539682539
New Jersey,34,2008,11,826,2008-11-01,880.2239583333333
New York,36,2008,11,1493,2008-11-01,2115.0109126984125
Pennsylvania,42,2008,11,1160,2008-11-01,1415.4737103174605
Illinois,17,2008,11,906,2008-11-01,972.6180555555557
Indiana,18,2008,11,907,2008-11-01,989.6490575396825
Michigan,26,2008,11,532,2008-11-01,665.0979662698413
Ohio,39,2008,11,1204,2008-11-01,1363.6597222222222
Wisconsin,55,2008,11,794,2008-11-01,965.0424107142858
Iowa,19,2008,11,538,2008-11-01,506.1307043650794
Kansas,20,2008,11,482,2008-11-01,457.87078373015873
Minnesota,27,2008,11,443,2008-11-01,623.1470734126984
Missouri,29,2008,11,718,2008-11-01,819.999751984127
Nebraska,31,2008,11,268,2008-11-01,293.9012896825397
North Dakota,38,2008,11,150,2008-11-01,251.34375
South Dakota,46,2008,11,216,2008-11-01,303.7085813492064
Delaware,10,2008,11,143,2008-11-01,187.5751488095238
District of Columbia,11,2008,11,1,2008-11-01,-30.63566468253968
Florida,12,2008,11,3052,2008-11-01,4259.2797619047615
Georgia,13,2008,11,864,2008-11-01,1534.6669146825395
Maryland,24,2008,11,506,2008-11-01,737.6803075396825
North Carolina,37,2008,11,2247,2008-11-01,2819.123511904762
South Carolina,45,2008,11,959,2008-11-01,1344.3690476190477
Virginia,51,2008,11,1014,2008-11-01,1416.7894345238094
West Virginia,54,2008,11,129,2008-11-01,165.82316468253967
Alabama,1,2008,11,989,2008-11-01,1146.5835813492063
Kentucky,21,2008,11,530,2008-11-01,666.5359623015872
Mississippi,28,2008,11,563,2008-11-01,632.7011408730159
Tennessee,47,2008,11,822,2008-11-01,1155.1974206349207
Arkansas,5,2008,11,268,2008-11-01,423.36557539682536
Louisiana,22,2008,11,578,2008-11-01,762.1875
Oklahoma,40,2008,11,445,2008-11-01,565.8308531746031
Texas,48,2008,11,5402,2008-11-01,7267.928075396825
Arizona,4,2008,11,999,2008-11-01,1626.141865079365
Colorado,8,2008,11,751,2008-11-01,1037.4771825396824
Idaho,16,2008,11,257,2008-11-01,383.125
Montana,30,2008,11,99,2008-11-01,146.95560515873018
Nevada,32,2008,11,346,2008-11-01,574.7614087301587
New Mexico,35,2008,11,236,2008-11-01,297.76959325396825
Utah,49,2008,11,745,2008-11-01,741.9161706349207
Wyoming,56,2008,11,107,2008-11-01,119.66121031746032
Alaska,2,2008,11,40,2008-11-01,80.86557539682539
California,6,2008,11,4054,2008-11-01,4900.7202380952385
Hawaii,15,2008,11,419,2008-11-01,510.93055555555554
Oregon,41,2008,11,515,2008-11-01,733.7093253968254
Washington,53,2008,11,1086,2008-11-01,1438.9583333333333
Connecticut,9,2008,12,171,2008-12-01,215.28075396825398
Maine,23,2008,12,129,2008-12-01,226.66641865079364
Massachusetts,25,2008,12,548,2008-12-01,401.7693452380952
New Hampshire,33,2008,12,206,2008-12-01,264.84375
Rhode Island,44,2008,12,109,2008-12-01,78.97420634920634
Vermont,50,2008,12,91,2008-12-01,132.9608134920635
New Jersey,34,2008,12,936,2008-12-01,883.7061011904761
New York,36,2008,12,1429,2008-12-01,1160.6746031746031
Pennsylvania,42,2008,12,992,2008-12-01,1175.7921626984128
Illinois,17,2008,12,1049,2008-12-01,1475.9007936507937
Indiana,18,2008,12,733,2008-12-01,1167.4317956349207
Michigan,26,2008,12,368,2008-12-01,938.3926091269841
Ohio,39,2008,12,937,2008-12-01,1464.296626984127
Wisconsin,55,2008,12,413,2008-12-01,939.688244047619
Iowa,19,2008,12,254,2008-12-01,572.5324900793651
Kansas,20,2008,12,235,2008-12-01,386.483878968254
Minnesota,27,2008,12,535,2008-12-01,879.828621031746
Missouri,29,2008,12,351,2008-12-01,581.5562996031746
Nebraska,31,2008,12,292,2008-12-01,450.5411706349206
North Dakota,38,2008,12,49,2008-12-01,246.02232142857142
