StateName,Fips,Year,Month,total_number_hpa,datetime,total_number_hpa_seasonality
Illinois,17,2012,4,955,2012-04-01,696.109126984127
Indiana,18,2012,4,1339,2012-04-01,1133.544890873016
Michigan,26,2012,4,996,2012-04-01,870.2229662698412
Ohio,39,2012,4,1451,2012-04-01,1260.6686507936508
Wisconsin,55,2012,4,1080,2012-04-01,841.2953869047619
Iowa,19,2012,4,815,2012-04-01,635.2051091269841
Kansas,20,2012,4,651,2012-04-01,509.9243551587302
Minnesota,27,2012,4,1073,2012-04-01,1121.4268353174602
Missouri,29,2012,4,727,2012-04-01,616.8152281746031
Nebraska,31,2012,4,446,2012-04-01,311.59771825396825
North Dakota,38,2012,4,634,2012-04-01,577.3883928571429
South Dakota,46,2012,4,425,2012-04-01,284.88417658730157
Delaware,10,2012,4,352,2012-04-01,326.9114583333333
District of Columbia,11,2012,4,35,2012-04-01,193.4387400793651
Florida,12,2012,4,4544,2012-04-01,3896.5208333333335
Georgia,13,2012,4,2218,2012-04-01,2055.878224206349
Maryland,24,2012,4,925,2012-04-01,901.6981646825398
North Carolina,37,2012,4,3085,2012-04-01,2972.066964285714
South Carolina,45,2012,4,1449,2012-04-01,1261.330357142857
Virginia,51,2012,4,2018,2012-04-01,1812.497767857143
West Virginia,54,2012,4,208,2012-04-01,181.7576884920635
Alabama,1,2012,4,776,2012-04-01,689.7264384920635
Kentucky,21,2012,4,518,2012-04-01,432.1192956349206
Mississippi,28,2012,4,455,2012-04-01,372.31423611111114
Tennessee,47,2012,4,1378,2012-04-01,1352.813492063492
Arkansas,5,2012,4,438,2012-04-01,419.4578373015873
Louisiana,22,2012,4,1084,2012-04-01,998.1190476190476
Oklahoma,40,2012,4,872,2012-04-01,821.562996031746
Texas,48,2012,4,10178,2012-04-01,9194.148313492064
Arizona,4,2012,4,1705,2012-04-01,1413.2996031746031
Colorado,8,2012,4,1978,2012-04-01,1829.7628968253969
Idaho,16,2012,4,654,2012-04-01,559.5892857142858
Montana,30,2012,4,323,2012-04-01,301.63715277777777
Nevada,32,2012,4,767,2012-04-01,753.9965277777778
New Mexico,35,2012,4,353,2012-04-01,329.608878968254
Utah,49,2012,4,953,2012-04-01,901.1750992063492
Wyoming,56,2012,4,156,2012-04-01,131.18799603174602
Alaska,2,2012,4,101,2012-04-01,68.17807539682539
California,6,2012,4,3314,2012-04-01,2951.720238095238
Hawaii,15,2012,4,390,2012-04-01,427.4871031746032
Oregon,41,2012,4,937,2012-04-01,896.6587301587301
Washington,53,2012,4,2059,2012-04-01,1884.1309523809523
Connecticut,9,2012,5,358,2012-05-01,328.3640873015873
Maine,23,2012,5,287,2012-05-01,205.21999007936506
Massachusetts,25,2012,5,1072,2012-05-01,867.8229166666667
New Hampshire,33,2012,5,289,2012-05-01,243.21875
Rhode Island,44,2012,5,62,2012-05-01,50.4593253968254
Vermont,50,2012,5,153,2012-05-01,121.8000992063492
New Jersey,34,2012,5,1279,2012-05-01,979.1316964285714
New York,36,2012,5,2235,2012-05-01,1362.6894841269843
Pennsylvania,42,2012,5,1539,2012-05-01,1302.1284722222224
Illinois,17,2012,5,1166,2012-05-01,864.0644841269841
Indiana,18,2012,5,1370,2012-05-01,1095.6639384920634
Michigan,26,2012,5,1376,2012-05-01,953.1009424603175
Ohio,39,2012,5,1643,2012-05-01,1331.469246031746
Wisconsin,55,2012,5,1425,2012-05-01,1028.5721726190477
Iowa,19,2012,5,1153,2012-05-01,1001.624751984127
Kansas,20,2012,5,496,2012-05-01,499.70709325396825
Minnesota,27,2012,5,1056,2012-05-01,653.3315972222223
Missouri,29,2012,5,1023,2012-05-01,860.8003472222222
Nebraska,31,2012,5,677,2012-05-01,570.0917658730159
North Dakota,38,2012,5,592,2012-05-01,397.7574404761904
South Dakota,46,2012,5,338,2012-05-01,219.64608134920633
Delaware,10,2012,5,302,2012-05-01,239.70014880952382
District of Columbia,11,2012,5,612,2012-05-01,593.4327876984127
Florida,12,2012,5,5276,2012-05-01,4996.541666666667
Georgia,13,2012,5,1720,2012-05-01,1134.8187003968255
Maryland,24,2012,5,1147,2012-05-01,833.2576884920636
North Carolina,37,2012,5,5141,2012-05-01,4494.319940476191
South Carolina,45,2012,5,2332,2012-05-01,1958.452380952381
Virginia,51,2012,5,2543,2012-05-01,2380.4114583333335
West Virginia,54,2012,5,208,2012-05-01,178.20709325396825
Alabama,1,2012,5,1158,2012-05-01,1089.592509920635
Kentucky,21,2012,5,673,2012-05-01,539.3246527777778
Mississippi,28,2012,5,643,2012-05-01,515.8380456349206
Tennessee,47,2012,5,1722,2012-05-01,1425.1200396825398
Arkansas,5,2012,5,594,2012-05-01,508.44593253968253
Louisiana,22,2012,5,1094,2012-05-01,968.5059523809524
Oklahoma,40,2012,5,1488,2012-05-01,1305.4737103174602
Texas,48,2012,5,11942,2012-05-01,10822.40128968254
Arizona,4,2012,5,1945,2012-05-01,1529.1180555555557
Colorado,8,2012,5,1913,2012-05-01,1789.8968253968253
Idaho,16,2012,5,741,2012-05-01,508.2678571428571
Montana,30,2012,5,197,2012-05-01,155.57762896825398
Nevada,32,2012,5,792,2012-05-01,552.1750992063492
New Mexico,35,2012,5,431,2012-05-01,358.14161706349205
Utah,49,2012,5,1201,2012-05-01,1006.6304563492064
Wyoming,56,2012,5,184,2012-05-01,133.93204365079367
Alaska,2,2012,5,106,2012-05-01,36.773313492063494
California,6,2012,5,5705,2012-05-01,4658.797619047619
Hawaii,15,2012,5,176,2012-05-01,161.2668650793651
Oregon,41,2012,5,1223,2012-05-01,1030.0545634920634
Washington,53,2012,5,2609,2012-05-01,2207.589285714286
Connecticut,9,2012,6,792,2012-06-01,639.6498015873016
Maine,23,2012,6,313,2012-06-01,193.32415674603175
Massachusetts,25,2012,6,675,2012-06-01,352.17113095238096
New Hampshire,33,2012,6,231,2012-06-01,151.16815476190476
Rhode Island,44,2012,6,62,2012-06-01,53.38789682539682
Vermont,50,2012,6,148,2012-06-01,109.37748015873017
New Jersey,34,2012,6,2098,2012-06-01,1557.6197916666667
New York,36,2012,6,2218,2012-06-01,-635.0188492063498
Pennsylvania,42,2012,6,2288,2012-06-01,1857.8189484126983
Illinois,17,2012,6,1089,2012-06-01,858.8978174603175
Indiana,18,2012,6,1464,2012-06-01,1130.7442956349207
Michigan,26,2012,6,1050,2012-06-01,724.4074900793651
Ohio,39,2012,6,1377,2012-06-01,1118.9930555555557
Wisconsin,55,2012,6,937,2012-06-01,674.9501488095239
Iowa,19,2012,6,857,2012-06-01,663.5592757936508
Kansas,20,2012,6,760,2012-06-01,716.4481646825396
Minnesota,27,2012,6,1109,2012-06-01,831.3881448412699
Missouri,29,2012,6,961,2012-06-01,777.8539186507936
Nebraska,31,2012,6,703,2012-06-01,603.2911706349206
North Dakota,38,2012,6,586,2012-06-01,443.44791666666663
South Dakota,46,2012,6,551,2012-06-01,490.80084325396825
Delaware,10,2012,6,424,2012-06-01,394.6078869047619
District of Columbia,11,2012,6,349,2012-06-01,323.81374007936506
Florida,12,2012,6,5267,2012-06-01,4721.997023809524
Georgia,13,2012,6,2287,2012-06-01,1876.2085813492063
Maryland,24,2012,6,1249,2012-06-01,979.171378968254
North Carolina,37,2012,6,3883,2012-06-01,3539.7395833333335
South Carolina,45,2012,6,1704,2012-06-01,1537.25
Virginia,51,2012,6,2296,2012-06-01,1958.375744047619
West Virginia,54,2012,6,168,2012-06-01,135.27554563492063
Alabama,1,2012,6,1064,2012-06-01,899.9407242063492
Kentucky,21,2012,6,902,2012-06-01,698.1788194444445
Mississippi,28,2012,6,426,2012-06-01,294.6505456349206
Tennessee,47,2012,6,1848,2012-06-01,1679.0188492063492
Arkansas,5,2012,6,575,2012-06-01,473.17509920634916
Louisiana,22,2012,6,1059,2012-06-01,952.7410714285714
Oklahoma,40,2012,6,736,2012-06-01,678.4856150793651
Texas,48,2012,6,11176,2012-06-01,9708.389384920636
Arizona,4,2012,6,1684,2012-06-01,1173.1031746031745
Colorado,8,2012,6,2274,2012-06-01,1857.8700396825398
Idaho,16,2012,6,619,2012-06-01,466.15476190476187
Montana,30,2012,6,213,2012-06-01,125.82167658730157
Nevada,32,2012,6,1155,2012-06-01,792.2465277777778
New Mexico,35,2012,6,383,2012-06-01,299.2785218253968
Utah,49,2012,6,1170,2012-06-01,857.5858134920635
Wyoming,56,2012,6,159,2012-06-01,105.63442460317461
Alaska,2,2012,6,163,2012-06-01,124.29712301587301
California,6,2012,6,6035,2012-06-01,4451.2172619047615
Hawaii,15,2012,6,496,2012-06-01,404.93353174603175
Oregon,41,2012,6,797,2012-06-01,751.1021825396825
Washington,53,2012,6,3004,2012-06-01,2644.282738095238
Connecticut,9,2012,7,402,2012-07-01,352.3670634920635
Maine,23,2012,7,265,2012-07-01,203.03546626984127
Massachusetts,25,2012,7,715,2012-07-01,615.578869047619
New Hampshire,33,2012,7,235,2012-07-01,188.24255952380952
Rhode Island,44,2012,7,76,2012-07-01,81.56944444444446
Vermont,50,2012,7,88,2012-07-01,65.58878968253968
New Jersey,34,2012,7,1909,2012-07-01,1881.658482142857
New York,36,2012,7,2394,2012-07-01,2319.409722222222
Pennsylvania,42,2012,7,1983,2012-07-01,1809.5243055555557
Illinois,17,2012,7,1113,2012-07-01,1005.9573412698413
Indiana,18,2012,7,1045,2012-07-01,891.8365575396826
Michigan,26,2012,7,1159,2012-07-01,874.3330853174605
Ohio,39,2012,7,1630,2012-07-01,1317.3561507936508
Wisconsin,55,2012,7,966,2012-07-01,538.2864583333333
Iowa,19,2012,7,836,2012-07-01,777.9699900793651
Kansas,20,2012,7,538,2012-07-01,501.3618551587302
Minnesota,27,2012,7,1472,2012-07-01,1144.4476686507935
Missouri,29,2012,7,666,2012-07-01,697.9461805555555
Nebraska,31,2012,7,480,2012-07-01,418.64236111111114
North Dakota,38,2012,7,555,2012-07-01,417.3616071428571
South Dakota,46,2012,7,391,2012-07-01,368.7532242063492
Delaware,10,2012,7,307,2012-07-01,279.4561011904762
District of Columbia,11,2012,7,399,2012-07-01,415.031001984127
Florida,12,2012,7,5154,2012-07-01,5099.860119047619
Georgia,13,2012,7,2006,2012-07-01,2094.8157242063494
Maryland,24,2012,7,1202,2012-07-01,1195.8082837301588
North Carolina,37,2012,7,4578,2012-07-01,4202.834821428572
South Carolina,45,2012,7,1468,2012-07-01,1395.764880952381
Virginia,51,2012,7,2497,2012-07-01,2150.7805059523807
West Virginia,54,2012,7,215,2012-07-01,178.34102182539684
Alabama,1,2012,7,1212,2012-07-01,1177.107390873016
Kentucky,21,2012,7,653,2012-07-01,586.4258432539683
Mississippi,28,2012,7,640,2012-07-01,606.9481646825396
Tennessee,47,2012,7,1204,2012-07-01,1249.1378968253969
Arkansas,5,2012,7,574,2012-07-01,568.4935515873016
Louisiana,22,2012,7,1049,2012-07-01,1108.0625
Oklahoma,40,2012,7,729,2012-07-01,776.6284722222222
Texas,48,2012,7,12003,2012-07-01,11338.704861111111
Arizona,4,2012,7,1996,2012-07-01,1882.1448412698412
Colorado,8,2012,7,2149,2012-07-01,2077.8253968253966
Idaho,16,2012,7,721,2012-07-01,621.3005952380952
Montana,30,2012,7,208,2012-07-01,159.74131944444446
Nevada,32,2012,7,751,2012-07-01,827.532242063492
New Mexico,35,2012,7,449,2012-07-01,438.81125992063494
Utah,49,2012,7,1141,2012-07-01,1054.5024801587301
Wyoming,56,2012,7,133,2012-07-01,112.77728174603175
Alaska,2,2012,7,114,2012-07-01,103.1750992063492
California,6,2012,7,5547,2012-07-01,5791.392857142857
Hawaii,15,2012,7,270,2012-07-01,357.7013888888889
Oregon,41,2012,7,1160,2012-07-01,1007.3730158730159
Washington,53,2012,7,2609,2012-07-01,2501.651785714286
Connecticut,9,2012,8,611,2012-08-01,579.0515873015873
Maine,23,2012,8,258,2012-08-01,203.2557043650794
Massachusetts,25,2012,8,1076,2012-08-01,1140.9151785714287
New Hampshire,33,2012,8,383,2012-08-01,335.39434523809524
Rhode Island,44,2012,8,95,2012-08-01,82.58432539682539
Vermont,50,2012,8,78,2012-08-01,48.97271825396825
New Jersey,34,2012,8,1332,2012-08-01,1199.545386904762
New York,36,2012,8,2373,2012-08-01,2529.0198412698414
Pennsylvania,42,2012,8,1538,2012-08-01,1453.6612103174602
Illinois,17,2012,8,1481,2012-08-01,1242.9037698412699
Indiana,18,2012,8,1320,2012-08-01,1071.7770337301588
Michigan,26,2012,8,1199,2012-08-01,861.6336805555555
Ohio,39,2012,8,1565,2012-08-01,1173.263888888889
Wisconsin,55,2012,8,1365,2012-08-01,1160.8340773809525
Iowa,19,2012,8,1156,2012-08-01,969.4878472222222
Kansas,20,2012,8,567,2012-08-01,506.14459325396825
Minnesota,27,2012,8,1201,2012-08-01,852.9357638888889
Missouri,29,2012,8,1166,2012-08-01,941.6426091269841
Nebraska,31,2012,8,528,2012-08-01,465.48164682539687
North Dakota,38,2012,8,685,2012-08-01,564.1502976190476
South Dakota,46,2012,8,346,2012-08-01,279.46453373015873
Delaware,10,2012,8,329,2012-08-01,289.0721726190476
District of Columbia,11,2012,8,512,2012-08-01,495.77504960317464
Florida,12,2012,8,6135,2012-08-01,5648.9375
Georgia,13,2012,8,1946,2012-08-01,1603.2532242063492
Maryland,24,2012,8,1296,2012-08-01,1088.3380456349207
North Carolina,37,2012,8,3874,2012-08-01,3369.370535714286
South Carolina,45,2012,8,1561,2012-08-01,1449.375
Virginia,51,2012,8,2241,2012-08-01,2148.343005952381
West Virginia,54,2012,8,142,2012-08-01,96.62673611111111
Alabama,1,2012,8,1173,2012-08-01,1019.8573908730159
Kentucky,21,2012,8,857,2012-08-01,732.6639384920635
Mississippi,28,2012,8,516,2012-08-01,486.7606646825397
Tennessee,47,2012,8,1767,2012-08-01,1438.2539682539682
Arkansas,5,2012,8,912,2012-08-01,806.8000992063493
Louisiana,22,2012,8,1147,2012-08-01,1045.7738095238096
Oklahoma,40,2012,8,960,2012-08-01,866.3308531746031
Texas,48,2012,8,13682,2012-08-01,12503.832837301587
Arizona,4,2012,8,2199,2012-08-01,2088.77876984127
Colorado,8,2012,8,2703,2012-08-01,2489.5753968253966
Idaho,16,2012,8,765,2012-08-01,597.1934523809524
Montana,30,2012,8,559,2012-08-01,488.3514384920635
Nevada,32,2012,8,701,2012-08-01,524.282242063492
New Mexico,35,2012,8,432,2012-08-01,378.95709325396825
Utah,49,2012,8,1235,2012-08-01,972.3685515873017
Wyoming,56,2012,8,332,2012-08-01,297.08978174603175
Alaska,2,2012,8,84,2012-08-01,57.19890873015872
California,6,2012,8,5067,2012-08-01,5127.047619047619
Hawaii,15,2012,8,179,2012-08-01,168.421626984127
Oregon,41,2012,8,1152,2012-08-01,977.8611111111111
Washington,53,2012,8,2964,2012-08-01,2421.1875
Connecticut,9,2012,9,456,2012-09-01,410.5992063492064
Maine,23,2012,9,290,2012-09-01,228.88368055555557
Massachusetts,25,2012,9,670,2012-09-01,628.9806547619047
New Hampshire,33,2012,9,190,2012-09-01,147.63839285714286
Rhode Island,44,2012,9,73,2012-09-01,70.12003968253968
Vermont,50,2012,9,157,2012-09-01,120.13640873015872
New Jersey,34,2012,9,1596,2012-09-01,1600.982886904762
New York,36,2012,9,2181,2012-09-01,2398.481150793651
Pennsylvania,42,2012,9,1674,2012-09-01,1513.9796626984128
Illinois,17,2012,9,1478,2012-09-01,1281.876984126984
Indiana,18,2012,9,1175,2012-09-01,1113.1817956349207
Michigan,26,2012,9,1117,2012-09-01,871.0920138888889
Ohio,39,2012,9,1416,2012-09-01,1234.9484126984128
Wisconsin,55,2012,9,1273,2012-09-01,1016.500744047619
Iowa,19,2012,9,1037,2012-09-01,880.2765376984127
Kansas,20,2012,9,617,2012-09-01,507.0969742063492
Minnesota,27,2012,9,1942,2012-09-01,1570.548859126984
Missouri,29,2012,9,1011,2012-09-01,1025.5711805555557
Nebraska,31,2012,9,692,2012-09-01,633.3090277777778
North Dakota,38,2012,9,600,2012-09-01,456.4419642857143
South Dakota,46,2012,9,559,2012-09-01,446.42584325396825
Delaware,10,2012,9,340,2012-09-01,338.3311011904762
District of Columbia,11,2012,9,391,2012-09-01,366.08457341269843
Florida,12,2012,9,8063,2012-09-01,8227.839285714286
Georgia,13,2012,9,2089,2012-09-01,2380.8960813492063
Maryland,24,2012,9,1226,2012-09-01,1165.701140873016
North Carolina,37,2012,9,2990,2012-09-01,3306.7306547619046
South Carolina,45,2012,9,1582,2012-09-01,1595.592261904762
Virginia,51,2012,9,1915,2012-09-01,2033.6525297619048
West Virginia,54,2012,9,93,2012-09-01,99.05233134920636
Alabama,1,2012,9,767,2012-09-01,902.6579861111111
Kentucky,21,2012,9,1014,2012-09-01,1017.4823908730159
Mississippi,28,2012,9,332,2012-09-01,383.76959325396825
Tennessee,47,2012,9,1437,2012-09-01,1466.6378968253969
Arkansas,5,2012,9,964,2012-09-01,977.1899801587301
Louisiana,22,2012,9,1123,2012-09-01,1050.0416666666667
Oklahoma,40,2012,9,1253,2012-09-01,1274.202876984127
Texas,48,2012,9,9627,2012-09-01,10562.139384920634
Arizona,4,2012,9,1626,2012-09-01,1762.8055555555557
Colorado,8,2012,9,1516,2012-09-01,1457.4652777777778
Idaho,16,2012,9,542,2012-09-01,496.3779761904762
Montana,30,2012,9,291,2012-09-01,246.72048611111111
Nevada,32,2012,9,854,2012-09-01,908.8417658730159
New Mexico,35,2012,9,574,2012-09-01,613.4035218253969
Utah,49,2012,9,965,2012-09-01,950.0739087301588
Wyoming,56,2012,9,190,2012-09-01,183.8308531746032
Alaska,2,2012,9,130,2012-09-01,115.0530753968254
California,6,2012,9,5340,2012-09-01,5697.422619047619
Hawaii,15,2012,9,228,2012-09-01,137.1121031746032
Oregon,41,2012,9,1135,2012-09-01,1142.968253968254
Washington,53,2012,9,2582,2012-09-01,2425.8928571428573
Connecticut,9,2012,10,592,2012-10-01,529.0843253968254
Maine,23,2012,10,204,2012-10-01,178.39856150793653
Massachusetts,25,2012,10,770,2012-10-01,829.46875
New Hampshire,33,2012,10,226,2012-10-01,169.71875
Rhode Island,44,2012,10,64,2012-10-01,57.95337301587301
Vermont,50,2012,10,166,2012-10-01,158.45486111111111
New Jersey,34,2012,10,1643,2012-10-01,1644.905505952381
New York,36,2012,10,2395,2012-10-01,2867.2579365079364
Pennsylvania,42,2012,10,1556,2012-10-01,1391.9766865079366
Illinois,17,2012,10,1503,2012-10-01,1207.0406746031747
Indiana,18,2012,10,1408,2012-10-01,1234.547867063492
Michigan,26,2012,10,1344,2012-10-01,982.5235615079364
Ohio,39,2012,10,1672,2012-10-01,1420.7430555555557
Wisconsin,55,2012,10,1495,2012-10-01,1142.813244047619
Iowa,19,2012,10,1163,2012-10-01,868.2051091269841
Kansas,20,2012,10,842,2012-10-01,749.0344742063492
Minnesota,27,2012,10,2035,2012-10-01,1692.736359126984
Missouri,29,2012,10,2023,2012-10-01,1774.3628472222222
Nebraska,31,2012,10,602,2012-10-01,467.0530753968254
North Dakota,38,2012,10,979,2012-10-01,758.1532738095237
South Dakota,46,2012,10,539,2012-10-01,508.61929563492066
Delaware,10,2012,10,324,2012-10-01,346.6376488095238
District of Columbia,11,2012,10,404,2012-10-01,212.0220734126984
Florida,12,2012,10,5327,2012-10-01,5633.0297619047615
Georgia,13,2012,10,2419,2012-10-01,2306.3395337301586
Maryland,24,2012,10,1086,2012-10-01,1304.4809027777778
North Carolina,37,2012,10,4930,2012-10-01,5000.822916666667
South Carolina,45,2012,10,1638,2012-10-01,1764.0982142857142
Virginia,51,2012,10,2031,2012-10-01,2145.3400297619046
West Virginia,54,2012,10,212,2012-10-01,224.18625992063494
Alabama,1,2012,10,813,2012-10-01,853.4437003968254
Kentucky,21,2012,10,684,2012-10-01,666.4645337301587
Mississippi,28,2012,10,417,2012-10-01,496.608878968254
Tennessee,47,2012,10,1655,2012-10-01,1625.093253968254
Arkansas,5,2012,10,532,2012-10-01,575.4429563492064
Louisiana,22,2012,10,1279,2012-10-01,1329.1041666666667
Oklahoma,40,2012,10,971,2012-10-01,1013.342757936508
Texas,48,2012,10,11773,2012-10-01,12262.109623015873
Arizona,4,2012,10,1758,2012-10-01,2090.0257936507937
Colorado,8,2012,10,1641,2012-10-01,1696.2926587301588
Idaho,16,2012,10,505,2012-10-01,529.577380952381
Montana,30,2012,10,293,2012-10-01,221.84846230158732
Nevada,32,2012,10,698,2012-10-01,637.8893849206349
New Mexico,35,2012,10,386,2012-10-01,397.1594742063492
Utah,49,2012,10,1167,2012-10-01,1094.2614087301588
Wyoming,56,2012,10,150,2012-10-01,138.5808531746032
Alaska,2,2012,10,99,2012-10-01,107.96676587301587
California,6,2012,10,4785,2012-10-01,5263.672619047619
Hawaii,15,2012,10,437,2012-10-01,398.49900793650795
Oregon,41,2012,10,1149,2012-10-01,1050.0545634920636
Washington,53,2012,10,2511,2012-10-01,2442.5
Connecticut,9,2012,11,369,2012-11-01,382.10813492063494
Maine,23,2012,11,246,2012-11-01,277.8360615079365
Massachusetts,25,2012,11,967,2012-11-01,1040.9122023809523
New Hampshire,33,2012,11,200,2012-11-01,257.8020833333333
Rhode Island,44,2012,11,75,2012-11-01,72.43551587301587
Vermont,50,2012,11,71,2012-11-01,104.17807539682539
New Jersey,34,2012,11,1160,2012-11-01,1214.2239583333333
New York,36,2012,11,1696,2012-11-01,2318.0109126984125
Pennsylvania,42,2012,11,1279,2012-11-01,1534.4737103174605
Illinois,17,2012,11,1511,2012-11-01,1577.6180555555557
Indiana,18,2012,11,1440,2012-11-01,1522.6490575396824
Michigan,26,2012,11,1122,2012-11-01,1255.0979662698414
Ohio,39,2012,11,1869,2012-11-01,2028.6597222222222
Wisconsin,55,2012,11,1154,2012-11-01,1325.0424107142858
Iowa,19,2012,11,945,2012-11-01,913.1307043650794
Kansas,20,2012,11,566,2012-11-01,541.8707837301587
Minnesota,27,2012,11,1313,2012-11-01,1493.1470734126983
Missouri,29,2012,11,1078,2012-11-01,1179.999751984127
Nebraska,31,2012,11,794,2012-11-01,819.9012896825396
North Dakota,38,2012,11,365,2012-11-01,466.34375
South Dakota,46,2012,11,386,2012-11-01,473.7085813492064
Delaware,10,2012,11,313,2012-11-01,357.5751488095238
District of Columbia,11,2012,11,626,2012-11-01,594.3643353174604
Florida,12,2012,11,5499,2012-11-01,6706.2797619047615
Georgia,13,2012,11,1400,2012-11-01,2070.6669146825398
Maryland,24,2012,11,1409,2012-11-01,1640.6803075396826
North Carolina,37,2012,11,4415,2012-11-01,4987.1235119047615
South Carolina,45,2012,11,1548,2012-11-01,1933.3690476190477
Virginia,51,2012,11,2571,2012-11-01,2973.789434523809
West Virginia,54,2012,11,137,2012-11-01,173.82316468253967
Alabama,1,2012,11,928,2012-11-01,1085.5835813492063
Kentucky,21,2012,11,523,2012-11-01,659.5359623015872
Mississippi,28,2012,11,333,2012-11-01,402.7011408730159
Tennessee,47,2012,11,1469,2012-11-01,1802.1974206349207
Arkansas,5,2012,11,417,2012-11-01,572.3655753968253
Louisiana,22,2012,11,1180,2012-11-01,1364.1875
Oklahoma,40,2012,11,957,2012-11-01,1077.8308531746031
Texas,48,2012,11,10121,2012-11-01,11986.928075396825
Arizona,4,2012,11,1479,2012-11-01,2106.141865079365
Colorado,8,2012,11,2059,2012-11-01,2345.4771825396824
Idaho,16,2012,11,548,2012-11-01,674.125
Montana,30,2012,11,247,2012-11-01,294.9556051587302
Nevada,32,2012,11,726,2012-11-01,954.7614087301587
New Mexico,35,2012,11,329,2012-11-01,390.76959325396825
Utah,49,2012,11,1456,2012-11-01,1452.9161706349207
Wyoming,56,2012,11,115,2012-11-01,127.66121031746032
Alaska,2,2012,11,68,2012-11-01,108.86557539682539
California,6,2012,11,4017,2012-11-01,4863.7202380952385
Hawaii,15,2012,11,159,2012-11-01,250.93055555555554
Oregon,41,2012,11,721,2012-11-01,939.7093253968254
Washington,53,2012,11,2169,2012-11-01,2521.958333333333
Connecticut,9,2012,12,569,2012-12-01,613.280753968254
Maine,23,2012,12,124,2012-12-01,221.66641865079364
Massachusetts,25,2012,12,1028,2012-12-01,881.7693452380952
New Hampshire,33,2012,12,198,2012-12-01,256.84375
Rhode Island,44,2012,12,82,2012-12-01,51.97420634920634
Vermont,50,2012,12,53,2012-12-01,94.9608134920635
New Jersey,34,2012,12,1664,2012-12-01,1611.7061011904761
New York,36,2012,12,2023,2012-12-01,1754.6746031746031
Pennsylvania,42,2012,12,2024,2012-12-01,2207.7921626984125
Illinois,17,2012,12,738,2012-12-01,1164.9007936507937
Indiana,18,2012,12,718,2012-12-01,1152.4317956349207
Michigan,26,2012,12,646,2012-12-01,1216.392609126984
Ohio,39,2012,12,1285,2012-12-01,1812.296626984127
Wisconsin,55,2012,12,695,2012-12-01,1221.688244047619
Iowa,19,2012,12,472,2012-12-01,790.5324900793651
Kansas,20,2012,12,365,2012-12-01,516.483878968254
Minnesota,27,2012,12,1699,2012-12-01,2043.828621031746
Missouri,29,2012,12,777,2012-12-01,1007.5562996031746
Nebraska,31,2012,12,463,2012-12-01,621.5411706349206
North Dakota,38,2012,12,667,2012-12-01,864.0223214285714
South Dakota,46,2012,12,175,2012-12-01,343.5062003968254
Delaware,10,2012,12,319,2012-12-01,342.9114583333333
District of Columbia,11,2012,12,532,2012-12-01,570.718501984127
Florida,12,2012,12,4854,2012-12-01,5552.678571428572
Georgia,13,2012,12,2143,2012-12-01,2820.547867063492
Maryland,24,2012,12,1391,2012-12-01,1464.626736111111
North Carolina,37,2012,12,3522,2012-12-01,4163.3764880952385
South Carolina,45,2012,12,1385,2012-12-01,1725.0148809523807
Virginia,51,2012,12,2245,2012-12-01,2650.9947916666665
West Virginia,54,2012,12,137,2012-12-01,185.4779265873016
Alabama,1,2012,12,641,2012-12-01,747.1639384920635
Kentucky,21,2012,12,368,2012-12-01,597.7800099206349
Mississippi,28,2012,12,385,2012-12-01,572.2755456349206
Tennessee,47,2012,12,1812,2012-12-01,2140.8640873015875
Arkansas,5,2012,12,474,2012-12-01,543.8953373015873
Louisiana,22,2012,12,983,2012-12-01,1025.607142857143
Oklahoma,40,2012,12,643,2012-12-01,784.592757936508
Texas,48,2012,12,10825,2012-12-01,11976.559027777777
Arizona,4,2012,12,2365,2012-12-01,2519.308531746032
Colorado,8,2012,12,1798,2012-12-01,1988.5694444444443
Idaho,16,2012,12,394,2012-12-01,650.6755952380952
Montana,30,2012,12,104,2012-12-01,196.36631944444443
Nevada,32,2012,12,634,2012-12-01,841.0649801587301
New Mexico,35,2012,12,305,2012-12-01,409.156498015873
Utah,49,2012,12,988,2012-12-01,1342.2375992063492
Wyoming,56,2012,12,168,2012-12-01,235.63740079365078
Alaska,2,2012,12,26,2012-12-01,69.67509920634922
California,6,2012,12,6017,2012-12-01,5537.428571428572
Hawaii,15,2012,12,404,2012-12-01,404.7132936507937
Oregon,41,2012,12,839,2012-12-01,1073.3015873015872
Washington,53,2012,12,1959,2012-12-01,2475.5446428571427
Connecticut,9,2013,1,263,2013-01-01,404.7450396825397
Maine,23,2013,1,139,2013-01-01,274.1783234126984
Massachusetts,25,2013,1,762,2013-01-01,956.3229166666667
New Hampshire,33,2013,1,153,2013-01-01,224.73660714285717
Rhode Island,44,2013,1,58,2013-01-01,84.15277777777779
Vermont,50,2013,1,32,2013-01-01,108.99057539682539
New Jersey,34,2013,1,1752,2013-01-01,2151.548363095238
New York,36,2013,1,2188,2013-01-01,3035.496031746032
Pennsylvania,42,2013,1,1277,2013-01-01,1764.3814484126983
Illinois,17,2013,1,568,2013-01-01,1165.138888888889
Indiana,18,2013,1,732,2013-01-01,1287.6788194444443
Michigan,26,2013,1,734,2013-01-01,1361.1693948412699
Ohio,39,2013,1,1677,2013-01-01,2237.4454365079364
Wisconsin,55,2013,1,496,2013-01-01,1172.563244047619
