region,sub_region,StateName,Fips,Year,Month,total_number_hpa
South,South Atlantic,Delaware,10,2013,6,403
South,South Atlantic,District of Columbia,11,2013,6,142
South,South Atlantic,Florida,12,2013,6,6403
South,South Atlantic,Georgia,13,2013,6,3588
South,South Atlantic,Maryland,24,2013,6,1930
South,South Atlantic,North Carolina,37,2013,6,4311
South,South Atlantic,South Carolina,45,2013,6,2063
South,South Atlantic,Virginia,51,2013,6,2688
South,South Atlantic,West Virginia,54,2013,6,164
South,East South Central,Alabama,1,2013,6,903
South,East South Central,Kentucky,21,2013,6,928
South,East South Central,Mississippi,28,2013,6,474
South,East South Central,Tennessee,47,2013,6,1872
South,West South Central,Arkansas,5,2013,6,749
South,West South Central,Louisiana,22,2013,6,1193
South,West South Central,Oklahoma,40,2013,6,926
South,West South Central,Texas,48,2013,6,11311
West,Mountain,Arizona,4,2013,6,2083
West,Mountain,Colorado,8,2013,6,2305
West,Mountain,Idaho,16,2013,6,831
West,Mountain,Montana,30,2013,6,265
West,Mountain,Nevada,32,2013,6,1550
West,Mountain,New Mexico,35,2013,6,502
West,Mountain,Utah,49,2013,6,1403
West,Mountain,Wyoming,56,2013,6,259
West,Pacific,Alaska,2,2013,6,130
West,Pacific,California,6,2013,6,6371
West,Pacific,Hawaii,15,2013,6,208
West,Pacific,Oregon,41,2013,6,1187
West,Pacific,Washington,53,2013,6,2432
North East,New England,Connecticut,9,2013,7,456
North East,New England,Maine,23,2013,7,271
North East,New England,Massachusetts,25,2013,7,1880
North East,New England,New Hampshire,33,2013,7,316
North East,New England,Rhode Island,44,2013,7,76
North East,New England,Vermont,50,2013,7,141
North East,mid atlantic,New Jersey,34,2013,7,2261
North East,mid atlantic,New York,36,2013,7,2847
North East,mid atlantic,Pennsylvania,42,2013,7,2596
Midwest,East North Central,Illinois,17,2013,7,1336
Midwest,East North Central,Indiana,18,2013,7,1688
Midwest,East North Central,Michigan,26,2013,7,1445
Midwest,East North Central,Ohio,39,2013,7,2288
Midwest,East North Central,Wisconsin,55,2013,7,1507
Midwest,West North Central,Iowa,19,2013,7,1136
Midwest,West North Central,Kansas,20,2013,7,513
Midwest,West North Central,Minnesota,27,2013,7,2071
Midwest,West North Central,Missouri,29,2013,7,916
Midwest,West North Central,Nebraska,31,2013,7,735
Midwest,West North Central,North Dakota,38,2013,7,1002
Midwest,West North Central,South Dakota,46,2013,7,402
South,South Atlantic,Delaware,10,2013,7,435
South,South Atlantic,District of Columbia,11,2013,7,556
South,South Atlantic,Florida,12,2013,7,7248
South,South Atlantic,Georgia,13,2013,7,2808
South,South Atlantic,Maryland,24,2013,7,1254
South,South Atlantic,North Carolina,37,2013,7,3828
South,South Atlantic,South Carolina,45,2013,7,2018
South,South Atlantic,Virginia,51,2013,7,2904
South,South Atlantic,West Virginia,54,2013,7,183
South,East South Central,Alabama,1,2013,7,949
South,East South Central,Kentucky,21,2013,7,783
South,East South Central,Mississippi,28,2013,7,440
South,East South Central,Tennessee,47,2013,7,2017
South,West South Central,Arkansas,5,2013,7,624
South,West South Central,Louisiana,22,2013,7,1185
South,West South Central,Oklahoma,40,2013,7,1200
South,West South Central,Texas,48,2013,7,12780
West,Mountain,Arizona,4,2013,7,2290
West,Mountain,Colorado,8,2013,7,2265
West,Mountain,Idaho,16,2013,7,836
West,Mountain,Montana,30,2013,7,541
West,Mountain,Nevada,32,2013,7,700
West,Mountain,New Mexico,35,2013,7,350
West,Mountain,Utah,49,2013,7,1433
West,Mountain,Wyoming,56,2013,7,193
West,Pacific,Alaska,2,2013,7,113
West,Pacific,California,6,2013,7,7682
West,Pacific,Hawaii,15,2013,7,219
West,Pacific,Oregon,41,2013,7,1633
West,Pacific,Washington,53,2013,7,2795
North East,New England,Connecticut,9,2013,8,902
North East,New England,Maine,23,2013,8,279
North East,New England,Massachusetts,25,2013,8,1060
North East,New England,New Hampshire,33,2013,8,208
North East,New England,Rhode Island,44,2013,8,82
North East,New England,Vermont,50,2013,8,103
North East,mid atlantic,New Jersey,34,2013,8,2688
North East,mid atlantic,New York,36,2013,8,4003
North East,mid atlantic,Pennsylvania,42,2013,8,1706
Midwest,East North Central,Illinois,17,2013,8,1276
Midwest,East North Central,Indiana,18,2013,8,1671
Midwest,East North Central,Michigan,26,2013,8,1530
Midwest,East North Central,Ohio,39,2013,8,2428
Midwest,East North Central,Wisconsin,55,2013,8,1317
Midwest,West North Central,Iowa,19,2013,8,1235
Midwest,West North Central,Kansas,20,2013,8,607
Midwest,West North Central,Minnesota,27,2013,8,1846
Midwest,West North Central,Missouri,29,2013,8,1058
Midwest,West North Central,Nebraska,31,2013,8,772
Midwest,West North Central,North Dakota,38,2013,8,988
Midwest,West North Central,South Dakota,46,2013,8,705
South,South Atlantic,Delaware,10,2013,8,397
South,South Atlantic,District of Columbia,11,2013,8,48
South,South Atlantic,Florida,12,2013,8,6645
South,South Atlantic,Georgia,13,2013,8,2563
South,South Atlantic,Maryland,24,2013,8,1416
South,South Atlantic,North Carolina,37,2013,8,4298
South,South Atlantic,South Carolina,45,2013,8,1814
South,South Atlantic,Virginia,51,2013,8,2488
South,South Atlantic,West Virginia,54,2013,8,260
South,East South Central,Alabama,1,2013,8,838
South,East South Central,Kentucky,21,2013,8,763
South,East South Central,Mississippi,28,2013,8,858
South,East South Central,Tennessee,47,2013,8,1820
South,West South Central,Arkansas,5,2013,8,499
South,West South Central,Louisiana,22,2013,8,1371
South,West South Central,Oklahoma,40,2013,8,1226
South,West South Central,Texas,48,2013,8,10699
West,Mountain,Arizona,4,2013,8,1783
West,Mountain,Colorado,8,2013,8,2903
West,Mountain,Idaho,16,2013,8,734
West,Mountain,Montana,30,2013,8,713
West,Mountain,Nevada,32,2013,8,1315
West,Mountain,New Mexico,35,2013,8,554
West,Mountain,Utah,49,2013,8,1679
West,Mountain,Wyoming,56,2013,8,167
West,Pacific,Alaska,2,2013,8,85
West,Pacific,California,6,2013,8,6595
West,Pacific,Hawaii,15,2013,8,231
West,Pacific,Oregon,41,2013,8,1274
West,Pacific,Washington,53,2013,8,2735
North East,New England,Connecticut,9,2013,9,328
North East,New England,Maine,23,2013,9,297
North East,New England,Massachusetts,25,2013,9,1248
North East,New England,New Hampshire,33,2013,9,243
North East,New England,Rhode Island,44,2013,9,58
North East,New England,Vermont,50,2013,9,165
North East,mid atlantic,New Jersey,34,2013,9,1736
North East,mid atlantic,New York,36,2013,9,2681
North East,mid atlantic,Pennsylvania,42,2013,9,1862
Midwest,East North Central,Illinois,17,2013,9,2446
Midwest,East North Central,Indiana,18,2013,9,1637
Midwest,East North Central,Michigan,26,2013,9,1908
Midwest,East North Central,Ohio,39,2013,9,2130
Midwest,East North Central,Wisconsin,55,2013,9,1491
Midwest,West North Central,Iowa,19,2013,9,898
Midwest,West North Central,Kansas,20,2013,9,593
Midwest,West North Central,Minnesota,27,2013,9,2012
Midwest,West North Central,Missouri,29,2013,9,1263
Midwest,West North Central,Nebraska,31,2013,9,607
Midwest,West North Central,North Dakota,38,2013,9,789
Midwest,West North Central,South Dakota,46,2013,9,769
South,South Atlantic,Delaware,10,2013,9,443
South,South Atlantic,District of Columbia,11,2013,9,478
South,South Atlantic,Florida,12,2013,9,6369
South,South Atlantic,Georgia,13,2013,9,2909
South,South Atlantic,Maryland,24,2013,9,2321
South,South Atlantic,North Carolina,37,2013,9,3896
South,South Atlantic,South Carolina,45,2013,9,2418
South,South Atlantic,Virginia,51,2013,9,2675
South,South Atlantic,West Virginia,54,2013,9,174
South,East South Central,Alabama,1,2013,9,944
South,East South Central,Kentucky,21,2013,9,811
South,East South Central,Mississippi,28,2013,9,412
South,East South Central,Tennessee,47,2013,9,1862
South,West South Central,Arkansas,5,2013,9,538
South,West South Central,Louisiana,22,2013,9,1126
South,West South Central,Oklahoma,40,2013,9,1098
South,West South Central,Texas,48,2013,9,12323
West,Mountain,Arizona,4,2013,9,1421
West,Mountain,Colorado,8,2013,9,2069
West,Mountain,Idaho,16,2013,9,801
West,Mountain,Montana,30,2013,9,183
West,Mountain,Nevada,32,2013,9,815
West,Mountain,New Mexico,35,2013,9,390
West,Mountain,Utah,49,2013,9,1124
West,Mountain,Wyoming,56,2013,9,162
West,Pacific,Alaska,2,2013,9,126
West,Pacific,California,6,2013,9,3909
West,Pacific,Hawaii,15,2013,9,859
West,Pacific,Oregon,41,2013,9,877
West,Pacific,Washington,53,2013,9,2642
North East,New England,Connecticut,9,2013,10,544
North East,New England,Maine,23,2013,10,291
North East,New England,Massachusetts,25,2013,10,985
North East,New England,New Hampshire,33,2013,10,267
North East,New England,Rhode Island,44,2013,10,93
North East,New England,Vermont,50,2013,10,144
North East,mid atlantic,New Jersey,34,2013,10,1993
North East,mid atlantic,New York,36,2013,10,2854
North East,mid atlantic,Pennsylvania,42,2013,10,1999
Midwest,East North Central,Illinois,17,2013,10,1892
Midwest,East North Central,Indiana,18,2013,10,1752
Midwest,East North Central,Michigan,26,2013,10,1558
Midwest,East North Central,Ohio,39,2013,10,2146
Midwest,East North Central,Wisconsin,55,2013,10,1582
Midwest,West North Central,Iowa,19,2013,10,1747
Midwest,West North Central,Kansas,20,2013,10,661
Midwest,West North Central,Minnesota,27,2013,10,1561
Midwest,West North Central,Missouri,29,2013,10,1607
Midwest,West North Central,Nebraska,31,2013,10,745
Midwest,West North Central,North Dakota,38,2013,10,1459
Midwest,West North Central,South Dakota,46,2013,10,366
South,South Atlantic,Delaware,10,2013,10,365
South,South Atlantic,District of Columbia,11,2013,10,907
South,South Atlantic,Florida,12,2013,10,7668
South,South Atlantic,Georgia,13,2013,10,3193
South,South Atlantic,Maryland,24,2013,10,1680
South,South Atlantic,North Carolina,37,2013,10,4599
South,South Atlantic,South Carolina,45,2013,10,2197
South,South Atlantic,Virginia,51,2013,10,1852
South,South Atlantic,West Virginia,54,2013,10,166
South,East South Central,Alabama,1,2013,10,958
South,East South Central,Kentucky,21,2013,10,736
South,East South Central,Mississippi,28,2013,10,393
South,East South Central,Tennessee,47,2013,10,2434
South,West South Central,Arkansas,5,2013,10,498
South,West South Central,Louisiana,22,2013,10,1097
South,West South Central,Oklahoma,40,2013,10,976
South,West South Central,Texas,48,2013,10,15256
West,Mountain,Arizona,4,2013,10,1671
West,Mountain,Colorado,8,2013,10,2166
West,Mountain,Idaho,16,2013,10,867
West,Mountain,Montana,30,2013,10,249
West,Mountain,Nevada,32,2013,10,794
West,Mountain,New Mexico,35,2013,10,616
West,Mountain,Utah,49,2013,10,1499
West,Mountain,Wyoming,56,2013,10,175
West,Pacific,Alaska,2,2013,10,87
West,Pacific,California,6,2013,10,6405
West,Pacific,Hawaii,15,2013,10,367
West,Pacific,Oregon,41,2013,10,1320
West,Pacific,Washington,53,2013,10,2904
North East,New England,Connecticut,9,2013,11,290
North East,New England,Maine,23,2013,11,287
North East,New England,Massachusetts,25,2013,11,881
North East,New England,New Hampshire,33,2013,11,180
North East,New England,Rhode Island,44,2013,11,73
North East,New England,Vermont,50,2013,11,92
North East,mid atlantic,New Jersey,34,2013,11,1728
North East,mid atlantic,New York,36,2013,11,2618
North East,mid atlantic,Pennsylvania,42,2013,11,1814
Midwest,East North Central,Illinois,17,2013,11,1730
Midwest,East North Central,Indiana,18,2013,11,1701
Midwest,East North Central,Michigan,26,2013,11,1073
Midwest,East North Central,Ohio,39,2013,11,1266
Midwest,East North Central,Wisconsin,55,2013,11,1216
Midwest,West North Central,Iowa,19,2013,11,1036
Midwest,West North Central,Kansas,20,2013,11,612
Midwest,West North Central,Minnesota,27,2013,11,1260
Midwest,West North Central,Missouri,29,2013,11,1004
Midwest,West North Central,Nebraska,31,2013,11,438
Midwest,West North Central,North Dakota,38,2013,11,637
Midwest,West North Central,South Dakota,46,2013,11,218
South,South Atlantic,Delaware,10,2013,11,381
South,South Atlantic,District of Columbia,11,2013,11,22
South,South Atlantic,Florida,12,2013,11,6879
South,South Atlantic,Georgia,13,2013,11,2667
South,South Atlantic,Maryland,24,2013,11,1455
South,South Atlantic,North Carolina,37,2013,11,3645
South,South Atlantic,South Carolina,45,2013,11,1770
South,South Atlantic,Virginia,51,2013,11,1990
South,South Atlantic,West Virginia,54,2013,11,152
South,East South Central,Alabama,1,2013,11,694
South,East South Central,Kentucky,21,2013,11,672
South,East South Central,Mississippi,28,2013,11,374
South,East South Central,Tennessee,47,2013,11,1431
South,West South Central,Arkansas,5,2013,11,568
South,West South Central,Louisiana,22,2013,11,988
South,West South Central,Oklahoma,40,2013,11,1041
South,West South Central,Texas,48,2013,11,10349
West,Mountain,Arizona,4,2013,11,1174
West,Mountain,Colorado,8,2013,11,2160
West,Mountain,Idaho,16,2013,11,600
West,Mountain,Montana,30,2013,11,563
West,Mountain,Nevada,32,2013,11,658
West,Mountain,New Mexico,35,2013,11,269
West,Mountain,Utah,49,2013,11,1084
West,Mountain,Wyoming,56,2013,11,144
West,Pacific,Alaska,2,2013,11,58
West,Pacific,California,6,2013,11,6474
West,Pacific,Hawaii,15,2013,11,218
West,Pacific,Oregon,41,2013,11,823
West,Pacific,Washington,53,2013,11,2264
North East,New England,Connecticut,9,2013,12,331
North East,New England,Maine,23,2013,12,214
North East,New England,Massachusetts,25,2013,12,1489
North East,New England,New Hampshire,33,2013,12,144
North East,New England,Rhode Island,44,2013,12,73
North East,New England,Vermont,50,2013,12,126
North East,mid atlantic,New Jersey,34,2013,12,2047
North East,mid atlantic,New York,36,2013,12,3919
North East,mid atlantic,Pennsylvania,42,2013,12,1472
Midwest,East North Central,Illinois,17,2013,12,900
Midwest,East North Central,Indiana,18,2013,12,1310
Midwest,East North Central,Michigan,26,2013,12,947
Midwest,East North Central,Ohio,39,2013,12,1306
Midwest,East North Central,Wisconsin,55,2013,12,958
Midwest,West North Central,Iowa,19,2013,12,370
Midwest,West North Central,Kansas,20,2013,12,447
Midwest,West North Central,Minnesota,27,2013,12,1277
Midwest,West North Central,Missouri,29,2013,12,692
Midwest,West North Central,Nebraska,31,2013,12,469
Midwest,West North Central,North Dakota,38,2013,12,251
Midwest,West North Central,South Dakota,46,2013,12,195
South,South Atlantic,Delaware,10,2013,12,358
South,South Atlantic,District of Columbia,11,2013,12,34
South,South Atlantic,Florida,12,2013,12,5660
South,South Atlantic,Georgia,13,2013,12,2208
South,South Atlantic,Maryland,24,2013,12,1173
South,South Atlantic,North Carolina,37,2013,12,4086
South,South Atlantic,South Carolina,45,2013,12,1686
South,South Atlantic,Virginia,51,2013,12,1871
South,South Atlantic,West Virginia,54,2013,12,107
South,East South Central,Alabama,1,2013,12,874
South,East South Central,Kentucky,21,2013,12,793
South,East South Central,Mississippi,28,2013,12,287
South,East South Central,Tennessee,47,2013,12,1608
South,West South Central,Arkansas,5,2013,12,367
South,West South Central,Louisiana,22,2013,12,1236
South,West South Central,Oklahoma,40,2013,12,850
South,West South Central,Texas,48,2013,12,12733
West,Mountain,Arizona,4,2013,12,2804
West,Mountain,Colorado,8,2013,12,2410
West,Mountain,Idaho,16,2013,12,642
West,Mountain,Montana,30,2013,12,83
West,Mountain,Nevada,32,2013,12,591
West,Mountain,New Mexico,35,2013,12,281
West,Mountain,Utah,49,2013,12,1376
West,Mountain,Wyoming,56,2013,12,92
West,Pacific,Alaska,2,2013,12,35
West,Pacific,California,6,2013,12,8796
West,Pacific,Hawaii,15,2013,12,315
West,Pacific,Oregon,41,2013,12,1029
West,Pacific,Washington,53,2013,12,2163
North East,New England,Connecticut,9,2014,1,533
North East,New England,Maine,23,2014,1,178
North East,New England,Massachusetts,25,2014,1,1076
North East,New England,New Hampshire,33,2014,1,109
North East,New England,Rhode Island,44,2014,1,49
North East,New England,Vermont,50,2014,1,54
North East,mid atlantic,New Jersey,34,2014,1,1387
North East,mid atlantic,New York,36,2014,1,1222
North East,mid atlantic,Pennsylvania,42,2014,1,1482
Midwest,East North Central,Illinois,17,2014,1,660
Midwest,East North Central,Indiana,18,2014,1,960
Midwest,East North Central,Michigan,26,2014,1,869
Midwest,East North Central,Ohio,39,2014,1,920
Midwest,East North Central,Wisconsin,55,2014,1,555
Midwest,West North Central,Iowa,19,2014,1,309
Midwest,West North Central,Kansas,20,2014,1,701
Midwest,West North Central,Minnesota,27,2014,1,638
Midwest,West North Central,Missouri,29,2014,1,933
Midwest,West North Central,Nebraska,31,2014,1,308
Midwest,West North Central,North Dakota,38,2014,1,105
Midwest,West North Central,South Dakota,46,2014,1,264
South,South Atlantic,Delaware,10,2014,1,309
South,South Atlantic,District of Columbia,11,2014,1,300
South,South Atlantic,Florida,12,2014,1,7585
South,South Atlantic,Georgia,13,2014,1,1723
South,South Atlantic,Maryland,24,2014,1,1233
South,South Atlantic,North Carolina,37,2014,1,3389
South,South Atlantic,South Carolina,45,2014,1,2210
South,South Atlantic,Virginia,51,2014,1,1637
South,South Atlantic,West Virginia,54,2014,1,141
South,East South Central,Alabama,1,2014,1,835
South,East South Central,Kentucky,21,2014,1,939
South,East South Central,Mississippi,28,2014,1,329
South,East South Central,Tennessee,47,2014,1,2422
South,West South Central,Arkansas,5,2014,1,347
South,West South Central,Louisiana,22,2014,1,1003
South,West South Central,Oklahoma,40,2014,1,1159
South,West South Central,Texas,48,2014,1,12373
West,Mountain,Arizona,4,2014,1,1735
West,Mountain,Colorado,8,2014,1,1539
West,Mountain,Idaho,16,2014,1,446
West,Mountain,Montana,30,2014,1,120
West,Mountain,Nevada,32,2014,1,676
West,Mountain,New Mexico,35,2014,1,448
West,Mountain,Utah,49,2014,1,1241
West,Mountain,Wyoming,56,2014,1,69
West,Pacific,Alaska,2,2014,1,79
West,Pacific,California,6,2014,1,4221
West,Pacific,Hawaii,15,2014,1,140
West,Pacific,Oregon,41,2014,1,1236
West,Pacific,Washington,53,2014,1,1769
North East,New England,Connecticut,9,2014,2,180
North East,New England,Maine,23,2014,2,155
North East,New England,Massachusetts,25,2014,2,900
North East,New England,New Hampshire,33,2014,2,128
North East,New England,Rhode Island,44,2014,2,26
North East,New England,Vermont,50,2014,2,44
North East,mid atlantic,New Jersey,34,2014,2,1552
North East,mid atlantic,New York,36,2014,2,2001
North East,mid atlantic,Pennsylvania,42,2014,2,877
Midwest,East North Central,Illinois,17,2014,2,843
Midwest,East North Central,Indiana,18,2014,2,762
Midwest,East North Central,Michigan,26,2014,2,583
Midwest,East North Central,Ohio,39,2014,2,903
Midwest,East North Central,Wisconsin,55,2014,2,573
Midwest,West North Central,Iowa,19,2014,2,296
Midwest,West North Central,Kansas,20,2014,2,211
Midwest,West North Central,Minnesota,27,2014,2,561
Midwest,West North Central,Missouri,29,2014,2,725
Midwest,West North Central,Nebraska,31,2014,2,420
Midwest,West North Central,North Dakota,38,2014,2,471
Midwest,West North Central,South Dakota,46,2014,2,116
South,South Atlantic,Delaware,10,2014,2,361
South,South Atlantic,District of Columbia,11,2014,2,849
South,South Atlantic,Florida,12,2014,2,7796
South,South Atlantic,Georgia,13,2014,2,2910
South,South Atlantic,Maryland,24,2014,2,1312
South,South Atlantic,North Carolina,37,2014,2,3469
South,South Atlantic,South Carolina,45,2014,2,2486
South,South Atlantic,Virginia,51,2014,2,2641
South,South Atlantic,West Virginia,54,2014,2,73
South,East South Central,Alabama,1,2014,2,1271
South,East South Central,Kentucky,21,2014,2,633
South,East South Central,Mississippi,28,2014,2,362
South,East South Central,Tennessee,47,2014,2,1959
South,West South Central,Arkansas,5,2014,2,366
South,West South Central,Louisiana,22,2014,2,1348
South,West South Central,Oklahoma,40,2014,2,803
South,West South Central,Texas,48,2014,2,12156
West,Mountain,Arizona,4,2014,2,2497
West,Mountain,Colorado,8,2014,2,2099
West,Mountain,Idaho,16,2014,2,651
West,Mountain,Montana,30,2014,2,78
West,Mountain,Nevada,32,2014,2,918
West,Mountain,New Mexico,35,2014,2,284
West,Mountain,Utah,49,2014,2,1522
West,Mountain,Wyoming,56,2014,2,122
West,Pacific,Alaska,2,2014,2,57
West,Pacific,California,6,2014,2,6069
West,Pacific,Hawaii,15,2014,2,163
West,Pacific,Oregon,41,2014,2,749
West,Pacific,Washington,53,2014,2,2175
North East,New England,Connecticut,9,2014,3,249
North East,New England,Maine,23,2014,3,174
North East,New England,Massachusetts,25,2014,3,774
North East,New England,New Hampshire,33,2014,3,157
North East,New England,Rhode Island,44,2014,3,94
North East,New England,Vermont,50,2014,3,145
North East,mid atlantic,New Jersey,34,2014,3,2330
North East,mid atlantic,New York,36,2014,3,4492
North East,mid atlantic,Pennsylvania,42,2014,3,1834
Midwest,East North Central,Illinois,17,2014,3,1772
Midwest,East North Central,Indiana,18,2014,3,1225
Midwest,East North Central,Michigan,26,2014,3,855
Midwest,East North Central,Ohio,39,2014,3,1785
Midwest,East North Central,Wisconsin,55,2014,3,1287
Midwest,West North Central,Iowa,19,2014,3,792
Midwest,West North Central,Kansas,20,2014,3,687
Midwest,West North Central,Minnesota,27,2014,3,1202
Midwest,West North Central,Missouri,29,2014,3,1185
Midwest,West North Central,Nebraska,31,2014,3,629
Midwest,West North Central,North Dakota,38,2014,3,737
Midwest,West North Central,South Dakota,46,2014,3,564
South,South Atlantic,Delaware,10,2014,3,364
South,South Atlantic,District of Columbia,11,2014,3,68
South,South Atlantic,Florida,12,2014,3,6019
South,South Atlantic,Georgia,13,2014,3,3885
South,South Atlantic,Maryland,24,2014,3,1059
South,South Atlantic,North Carolina,37,2014,3,4164
South,South Atlantic,South Carolina,45,2014,3,2241
South,South Atlantic,Virginia,51,2014,3,2008
South,South Atlantic,West Virginia,54,2014,3,163
South,East South Central,Alabama,1,2014,3,1312
South,East South Central,Kentucky,21,2014,3,871
South,East South Central,Mississippi,28,2014,3,672
South,East South Central,Tennessee,47,2014,3,2030
South,West South Central,Arkansas,5,2014,3,722
South,West South Central,Louisiana,22,2014,3,1177
South,West South Central,Oklahoma,40,2014,3,1341
South,West South Central,Texas,48,2014,3,11650
West,Mountain,Arizona,4,2014,3,3129
West,Mountain,Colorado,8,2014,3,3117
West,Mountain,Idaho,16,2014,3,860
West,Mountain,Montana,30,2014,3,184
West,Mountain,Nevada,32,2014,3,1100
West,Mountain,New Mexico,35,2014,3,454
West,Mountain,Utah,49,2014,3,1335
West,Mountain,Wyoming,56,2014,3,110
West,Pacific,Alaska,2,2014,3,95
West,Pacific,California,6,2014,3,6894
West,Pacific,Hawaii,15,2014,3,148
West,Pacific,Oregon,41,2014,3,1098
West,Pacific,Washington,53,2014,3,2480
North East,New England,Connecticut,9,2014,4,336
North East,New England,Maine,23,2014,4,250
North East,New England,Massachusetts,25,2014,4,1033
North East,New England,New Hampshire,33,2014,4,274
North East,New England,Rhode Island,44,2014,4,76
North East,New England,Vermont,50,2014,4,116
North East,mid atlantic,New Jersey,34,2014,4,1960
North East,mid atlantic,New York,36,2014,4,3226
North East,mid atlantic,Pennsylvania,42,2014,4,2388
Midwest,East North Central,Illinois,17,2014,4,2417
Midwest,East North Central,Indiana,18,2014,4,1547
Midwest,East North Central,Michigan,26,2014,4,1243
Midwest,East North Central,Ohio,39,2014,4,1653
Midwest,East North Central,Wisconsin,55,2014,4,1226
Midwest,West North Central,Iowa,19,2014,4,1496
Midwest,West North Central,Kansas,20,2014,4,544
Midwest,West North Central,Minnesota,27,2014,4,1082
Midwest,West North Central,Missouri,29,2014,4,1621
Midwest,West North Central,Nebraska,31,2014,4,837
Midwest,West North Central,North Dakota,38,2014,4,1107
Midwest,West North Central,South Dakota,46,2014,4,745
South,South Atlantic,Delaware,10,2014,4,382
South,South Atlantic,District of Columbia,11,2014,4,95
South,South Atlantic,Florida,12,2014,4,7217
South,South Atlantic,Georgia,13,2014,4,2751
South,South Atlantic,Maryland,24,2014,4,1290
South,South Atlantic,North Carolina,37,2014,4,4433
South,South Atlantic,South Carolina,45,2014,4,2376
South,South Atlantic,Virginia,51,2014,4,2268
South,South Atlantic,West Virginia,54,2014,4,191
South,East South Central,Alabama,1,2014,4,943
South,East South Central,Kentucky,21,2014,4,803
South,East South Central,Mississippi,28,2014,4,451
South,East South Central,Tennessee,47,2014,4,2445
South,West South Central,Arkansas,5,2014,4,567
South,West South Central,Louisiana,22,2014,4,1241
South,West South Central,Oklahoma,40,2014,4,1173
South,West South Central,Texas,48,2014,4,17725
West,Mountain,Arizona,4,2014,4,2687
West,Mountain,Colorado,8,2014,4,2480
West,Mountain,Idaho,16,2014,4,806
West,Mountain,Montana,30,2014,4,268
West,Mountain,Nevada,32,2014,4,1194
West,Mountain,New Mexico,35,2014,4,336
West,Mountain,Utah,49,2014,4,1267
West,Mountain,Wyoming,56,2014,4,263
West,Pacific,Alaska,2,2014,4,132
West,Pacific,California,6,2014,4,8623
West,Pacific,Hawaii,15,2014,4,256
West,Pacific,Oregon,41,2014,4,1529
West,Pacific,Washington,53,2014,4,3320
North East,New England,Connecticut,9,2014,5,433
North East,New England,Maine,23,2014,5,360
North East,New England,Massachusetts,25,2014,5,1238
North East,New England,New Hampshire,33,2014,5,241
North East,New England,Rhode Island,44,2014,5,89
North East,New England,Vermont,50,2014,5,114
North East,mid atlantic,New Jersey,34,2014,5,2564
North East,mid atlantic,New York,36,2014,5,3195
North East,mid atlantic,Pennsylvania,42,2014,5,2134
Midwest,East North Central,Illinois,17,2014,5,1913
Midwest,East North Central,Indiana,18,2014,5,1723
Midwest,East North Central,Michigan,26,2014,5,1921
Midwest,East North Central,Ohio,39,2014,5,1914
Midwest,East North Central,Wisconsin,55,2014,5,1722
Midwest,West North Central,Iowa,19,2014,5,873
Midwest,West North Central,Kansas,20,2014,5,518
Midwest,West North Central,Minnesota,27,2014,5,2034
Midwest,West North Central,Missouri,29,2014,5,1542
Midwest,West North Central,Nebraska,31,2014,5,665
Midwest,West North Central,North Dakota,38,2014,5,1057
Midwest,West North Central,South Dakota,46,2014,5,539
South,South Atlantic,Delaware,10,2014,5,417
South,South Atlantic,District of Columbia,11,2014,5,41
South,South Atlantic,Florida,12,2014,5,6807
South,South Atlantic,Georgia,13,2014,5,3600
South,South Atlantic,Maryland,24,2014,5,1207
South,South Atlantic,North Carolina,37,2014,5,4196
South,South Atlantic,South Carolina,45,2014,5,2188
South,South Atlantic,Virginia,51,2014,5,2383
South,South Atlantic,West Virginia,54,2014,5,147
South,East South Central,Alabama,1,2014,5,906
South,East South Central,Kentucky,21,2014,5,760
South,East South Central,Mississippi,28,2014,5,481
South,East South Central,Tennessee,47,2014,5,2045
South,West South Central,Arkansas,5,2014,5,1003
South,West South Central,Louisiana,22,2014,5,1227
South,West South Central,Oklahoma,40,2014,5,1397
South,West South Central,Texas,48,2014,5,15440
West,Mountain,Arizona,4,2014,5,2474
West,Mountain,Colorado,8,2014,5,2133
West,Mountain,Idaho,16,2014,5,1048
West,Mountain,Montana,30,2014,5,316
West,Mountain,Nevada,32,2014,5,1145
West,Mountain,New Mexico,35,2014,5,354
West,Mountain,Utah,49,2014,5,1459
West,Mountain,Wyoming,56,2014,5,197
West,Pacific,Alaska,2,2014,5,145
West,Pacific,California,6,2014,5,6369
West,Pacific,Hawaii,15,2014,5,197
West,Pacific,Oregon,41,2014,5,2109
West,Pacific,Washington,53,2014,5,3246
North East,New England,Connecticut,9,2014,6,1317
North East,New England,Maine,23,2014,6,384
North East,New England,Massachusetts,25,2014,6,1291
North East,New England,New Hampshire,33,2014,6,411
North East,New England,Rhode Island,44,2014,6,89
North East,New England,Vermont,50,2014,6,158
North East,mid atlantic,New Jersey,34,2014,6,2263
North East,mid atlantic,New York,36,2014,6,2780
North East,mid atlantic,Pennsylvania,42,2014,6,2231
Midwest,East North Central,Illinois,17,2014,6,2177
Midwest,East North Central,Indiana,18,2014,6,2089
Midwest,East North Central,Michigan,26,2014,6,1666
Midwest,East North Central,Ohio,39,2014,6,1873
Midwest,East North Central,Wisconsin,55,2014,6,1505
Midwest,West North Central,Iowa,19,2014,6,1084
