region,sub_region,StateName,Fips,Year,Month,total_number_hpa
Midwest,West North Central,Minnesota,27,2007,7,2560
Midwest,West North Central,Missouri,29,2007,7,1768
Midwest,West North Central,Nebraska,31,2007,7,715
Midwest,West North Central,North Dakota,38,2007,7,280
Midwest,West North Central,South Dakota,46,2007,7,407
South,South Atlantic,Delaware,10,2007,7,429
South,South Atlantic,District of Columbia,11,2007,7,190
South,South Atlantic,Florida,12,2007,7,8591
South,South Atlantic,Georgia,13,2007,7,5090
South,South Atlantic,Maryland,24,2007,7,1734
South,South Atlantic,North Carolina,37,2007,7,6921
South,South Atlantic,South Carolina,45,2007,7,2996
South,South Atlantic,Virginia,51,2007,7,3421
South,South Atlantic,West Virginia,54,2007,7,399
South,East South Central,Alabama,1,2007,7,1928
South,East South Central,Kentucky,21,2007,7,1417
South,East South Central,Mississippi,28,2007,7,1031
South,East South Central,Tennessee,47,2007,7,3302
South,West South Central,Arkansas,5,2007,7,750
South,West South Central,Louisiana,22,2007,7,2027
South,West South Central,Oklahoma,40,2007,7,1097
South,West South Central,Texas,48,2007,7,16459
West,Mountain,Arizona,4,2007,7,3726
West,Mountain,Colorado,8,2007,7,2573
West,Mountain,Idaho,16,2007,7,1453
West,Mountain,Montana,30,2007,7,398
West,Mountain,Nevada,32,2007,7,1257
West,Mountain,New Mexico,35,2007,7,821
West,Mountain,Utah,49,2007,7,2123
West,Mountain,Wyoming,56,2007,7,238
West,Pacific,Alaska,2,2007,7,170
West,Pacific,California,6,2007,7,8601
West,Pacific,Hawaii,15,2007,7,334
West,Pacific,Oregon,41,2007,7,1997
West,Pacific,Washington,53,2007,7,3922
North East,New England,Connecticut,9,2007,8,682
North East,New England,Maine,23,2007,8,612
North East,New England,Massachusetts,25,2007,8,1091
North East,New England,New Hampshire,33,2007,8,369
North East,New England,Rhode Island,44,2007,8,154
North East,New England,Vermont,50,2007,8,205
North East,mid atlantic,New Jersey,34,2007,8,2753
North East,mid atlantic,New York,36,2007,8,4242
North East,mid atlantic,Pennsylvania,42,2007,8,3989
Midwest,East North Central,Illinois,17,2007,8,3620
Midwest,East North Central,Indiana,18,2007,8,2143
Midwest,East North Central,Michigan,26,2007,8,2343
Midwest,East North Central,Ohio,39,2007,8,2903
Midwest,East North Central,Wisconsin,55,2007,8,2061
Midwest,West North Central,Iowa,19,2007,8,855
Midwest,West North Central,Kansas,20,2007,8,717
Midwest,West North Central,Minnesota,27,2007,8,1529
Midwest,West North Central,Missouri,29,2007,8,1669
Midwest,West North Central,Nebraska,31,2007,8,637
Midwest,West North Central,North Dakota,38,2007,8,287
Midwest,West North Central,South Dakota,46,2007,8,519
South,South Atlantic,Delaware,10,2007,8,346
South,South Atlantic,District of Columbia,11,2007,8,199
South,South Atlantic,Florida,12,2007,8,8832
South,South Atlantic,Georgia,13,2007,8,5747
South,South Atlantic,Maryland,24,2007,8,1998
South,South Atlantic,North Carolina,37,2007,8,6766
South,South Atlantic,South Carolina,45,2007,8,2911
South,South Atlantic,Virginia,51,2007,8,3012
South,South Atlantic,West Virginia,54,2007,8,319
South,East South Central,Alabama,1,2007,8,2350
South,East South Central,Kentucky,21,2007,8,987
South,East South Central,Mississippi,28,2007,8,1197
South,East South Central,Tennessee,47,2007,8,3322
South,West South Central,Arkansas,5,2007,8,1012
South,West South Central,Louisiana,22,2007,8,1659
South,West South Central,Oklahoma,40,2007,8,1164
South,West South Central,Texas,48,2007,8,15249
West,Mountain,Arizona,4,2007,8,3591
West,Mountain,Colorado,8,2007,8,2575
West,Mountain,Idaho,16,2007,8,1062
West,Mountain,Montana,30,2007,8,337
West,Mountain,Nevada,32,2007,8,2749
West,Mountain,New Mexico,35,2007,8,902
West,Mountain,Utah,49,2007,8,2209
West,Mountain,Wyoming,56,2007,8,324
West,Pacific,Alaska,2,2007,8,196
West,Pacific,California,6,2007,8,10420
West,Pacific,Hawaii,15,2007,8,628
West,Pacific,Oregon,41,2007,8,1931
West,Pacific,Washington,53,2007,8,4916
North East,New England,Connecticut,9,2007,9,553
North East,New England,Maine,23,2007,9,497
North East,New England,Massachusetts,25,2007,9,1005
North East,New England,New Hampshire,33,2007,9,388
North East,New England,Rhode Island,44,2007,9,130
North East,New England,Vermont,50,2007,9,173
North East,mid atlantic,New Jersey,34,2007,9,1753
North East,mid atlantic,New York,36,2007,9,4126
North East,mid atlantic,Pennsylvania,42,2007,9,2689
Midwest,East North Central,Illinois,17,2007,9,3427
Midwest,East North Central,Indiana,18,2007,9,1677
Midwest,East North Central,Michigan,26,2007,9,1830
Midwest,East North Central,Ohio,39,2007,9,2454
Midwest,East North Central,Wisconsin,55,2007,9,1980
Midwest,West North Central,Iowa,19,2007,9,1060
Midwest,West North Central,Kansas,20,2007,9,767
Midwest,West North Central,Minnesota,27,2007,9,1430
Midwest,West North Central,Missouri,29,2007,9,1351
Midwest,West North Central,Nebraska,31,2007,9,741
Midwest,West North Central,North Dakota,38,2007,9,338
Midwest,West North Central,South Dakota,46,2007,9,395
South,South Atlantic,Delaware,10,2007,9,391
South,South Atlantic,District of Columbia,11,2007,9,138
South,South Atlantic,Florida,12,2007,9,6358
South,South Atlantic,Georgia,13,2007,9,4646
South,South Atlantic,Maryland,24,2007,9,948
South,South Atlantic,North Carolina,37,2007,9,6185
South,South Atlantic,South Carolina,45,2007,9,2523
South,South Atlantic,Virginia,51,2007,9,1919
South,South Atlantic,West Virginia,54,2007,9,261
South,East South Central,Alabama,1,2007,9,1689
South,East South Central,Kentucky,21,2007,9,793
South,East South Central,Mississippi,28,2007,9,933
South,East South Central,Tennessee,47,2007,9,2481
South,West South Central,Arkansas,5,2007,9,946
South,West South Central,Louisiana,22,2007,9,2295
South,West South Central,Oklahoma,40,2007,9,1476
South,West South Central,Texas,48,2007,9,11531
West,Mountain,Arizona,4,2007,9,3349
West,Mountain,Colorado,8,2007,9,1983
West,Mountain,Idaho,16,2007,9,883
West,Mountain,Montana,30,2007,9,322
West,Mountain,Nevada,32,2007,9,3114
West,Mountain,New Mexico,35,2007,9,459
West,Mountain,Utah,49,2007,9,1208
West,Mountain,Wyoming,56,2007,9,199
West,Pacific,Alaska,2,2007,9,128
West,Pacific,California,6,2007,9,6691
West,Pacific,Hawaii,15,2007,9,412
West,Pacific,Oregon,41,2007,9,1628
West,Pacific,Washington,53,2007,9,3069
North East,New England,Connecticut,9,2007,10,582
North East,New England,Maine,23,2007,10,526
North East,New England,Massachusetts,25,2007,10,1091
North East,New England,New Hampshire,33,2007,10,415
North East,New England,Rhode Island,44,2007,10,118
North East,New England,Vermont,50,2007,10,133
North East,mid atlantic,New Jersey,34,2007,10,2091
North East,mid atlantic,New York,36,2007,10,5538
North East,mid atlantic,Pennsylvania,42,2007,10,2728
Midwest,East North Central,Illinois,17,2007,10,3217
Midwest,East North Central,Indiana,18,2007,10,1924
Midwest,East North Central,Michigan,26,2007,10,1638
Midwest,East North Central,Ohio,39,2007,10,2542
Midwest,East North Central,Wisconsin,55,2007,10,2174
Midwest,West North Central,Iowa,19,2007,10,926
Midwest,West North Central,Kansas,20,2007,10,771
Midwest,West North Central,Minnesota,27,2007,10,1477
Midwest,West North Central,Missouri,29,2007,10,1782
Midwest,West North Central,Nebraska,31,2007,10,1227
Midwest,West North Central,North Dakota,38,2007,10,320
Midwest,West North Central,South Dakota,46,2007,10,372
South,South Atlantic,Delaware,10,2007,10,268
South,South Atlantic,District of Columbia,11,2007,10,13
South,South Atlantic,Florida,12,2007,10,6594
South,South Atlantic,Georgia,13,2007,10,4006
South,South Atlantic,Maryland,24,2007,10,1429
South,South Atlantic,North Carolina,37,2007,10,5588
South,South Atlantic,South Carolina,45,2007,10,2223
South,South Atlantic,Virginia,51,2007,10,2625
South,South Atlantic,West Virginia,54,2007,10,279
South,East South Central,Alabama,1,2007,10,1540
South,East South Central,Kentucky,21,2007,10,1097
South,East South Central,Mississippi,28,2007,10,664
South,East South Central,Tennessee,47,2007,10,2199
South,West South Central,Arkansas,5,2007,10,555
South,West South Central,Louisiana,22,2007,10,1325
South,West South Central,Oklahoma,40,2007,10,1153
South,West South Central,Texas,48,2007,10,12599
West,Mountain,Arizona,4,2007,10,2286
West,Mountain,Colorado,8,2007,10,2610
West,Mountain,Idaho,16,2007,10,767
West,Mountain,Montana,30,2007,10,386
West,Mountain,Nevada,32,2007,10,5059
West,Mountain,New Mexico,35,2007,10,623
West,Mountain,Utah,49,2007,10,1263
West,Mountain,Wyoming,56,2007,10,263
West,Pacific,Alaska,2,2007,10,122
West,Pacific,California,6,2007,10,7477
West,Pacific,Hawaii,15,2007,10,447
West,Pacific,Oregon,41,2007,10,1342
West,Pacific,Washington,53,2007,10,3793
North East,New England,Connecticut,9,2007,11,638
North East,New England,Maine,23,2007,11,286
North East,New England,Massachusetts,25,2007,11,899
North East,New England,New Hampshire,33,2007,11,240
North East,New England,Rhode Island,44,2007,11,157
North East,New England,Vermont,50,2007,11,109
North East,mid atlantic,New Jersey,34,2007,11,2052
North East,mid atlantic,New York,36,2007,11,3748
North East,mid atlantic,Pennsylvania,42,2007,11,1903
Midwest,East North Central,Illinois,17,2007,11,2518
Midwest,East North Central,Indiana,18,2007,11,1759
Midwest,East North Central,Michigan,26,2007,11,1153
Midwest,East North Central,Ohio,39,2007,11,2367
Midwest,East North Central,Wisconsin,55,2007,11,1307
Midwest,West North Central,Iowa,19,2007,11,753
Midwest,West North Central,Kansas,20,2007,11,953
Midwest,West North Central,Minnesota,27,2007,11,1057
Midwest,West North Central,Missouri,29,2007,11,1146
Midwest,West North Central,Nebraska,31,2007,11,476
Midwest,West North Central,North Dakota,38,2007,11,335
Midwest,West North Central,South Dakota,46,2007,11,473
South,South Atlantic,Delaware,10,2007,11,294
South,South Atlantic,District of Columbia,11,2007,11,7
South,South Atlantic,Florida,12,2007,11,5753
South,South Atlantic,Georgia,13,2007,11,3479
South,South Atlantic,Maryland,24,2007,11,954
South,South Atlantic,North Carolina,37,2007,11,5920
South,South Atlantic,South Carolina,45,2007,11,2535
South,South Atlantic,Virginia,51,2007,11,1977
South,South Atlantic,West Virginia,54,2007,11,472
South,East South Central,Alabama,1,2007,11,1960
South,East South Central,Kentucky,21,2007,11,713
South,East South Central,Mississippi,28,2007,11,1620
South,East South Central,Tennessee,47,2007,11,2925
South,West South Central,Arkansas,5,2007,11,726
South,West South Central,Louisiana,22,2007,11,1166
South,West South Central,Oklahoma,40,2007,11,915
South,West South Central,Texas,48,2007,11,12006
West,Mountain,Arizona,4,2007,11,3230
West,Mountain,Colorado,8,2007,11,1571
West,Mountain,Idaho,16,2007,11,690
West,Mountain,Montana,30,2007,11,286
West,Mountain,Nevada,32,2007,11,1654
West,Mountain,New Mexico,35,2007,11,536
West,Mountain,Utah,49,2007,11,1006
West,Mountain,Wyoming,56,2007,11,194
West,Pacific,Alaska,2,2007,11,146
West,Pacific,California,6,2007,11,5239
West,Pacific,Hawaii,15,2007,11,326
West,Pacific,Oregon,41,2007,11,995
West,Pacific,Washington,53,2007,11,2486
North East,New England,Connecticut,9,2007,12,396
North East,New England,Maine,23,2007,12,227
North East,New England,Massachusetts,25,2007,12,982
North East,New England,New Hampshire,33,2007,12,215
North East,New England,Rhode Island,44,2007,12,139
North East,New England,Vermont,50,2007,12,64
North East,mid atlantic,New Jersey,34,2007,12,1904
North East,mid atlantic,New York,36,2007,12,4366
North East,mid atlantic,Pennsylvania,42,2007,12,1599
Midwest,East North Central,Illinois,17,2007,12,2449
Midwest,East North Central,Indiana,18,2007,12,875
Midwest,East North Central,Michigan,26,2007,12,659
Midwest,East North Central,Ohio,39,2007,12,1701
Midwest,East North Central,Wisconsin,55,2007,12,908
Midwest,West North Central,Iowa,19,2007,12,376
Midwest,West North Central,Kansas,20,2007,12,841
Midwest,West North Central,Minnesota,27,2007,12,714
Midwest,West North Central,Missouri,29,2007,12,797
Midwest,West North Central,Nebraska,31,2007,12,372
Midwest,West North Central,North Dakota,38,2007,12,52
Midwest,West North Central,South Dakota,46,2007,12,154
South,South Atlantic,Delaware,10,2007,12,330
South,South Atlantic,District of Columbia,11,2007,12,146
South,South Atlantic,Florida,12,2007,12,5825
South,South Atlantic,Georgia,13,2007,12,2815
South,South Atlantic,Maryland,24,2007,12,1111
South,South Atlantic,North Carolina,37,2007,12,4419
South,South Atlantic,South Carolina,45,2007,12,2592
South,South Atlantic,Virginia,51,2007,12,2956
South,South Atlantic,West Virginia,54,2007,12,498
South,East South Central,Alabama,1,2007,12,1441
South,East South Central,Kentucky,21,2007,12,634
South,East South Central,Mississippi,28,2007,12,605
South,East South Central,Tennessee,47,2007,12,1669
South,West South Central,Arkansas,5,2007,12,618
South,West South Central,Louisiana,22,2007,12,1405
South,West South Central,Oklahoma,40,2007,12,661
South,West South Central,Texas,48,2007,12,10707
West,Mountain,Arizona,4,2007,12,1728
West,Mountain,Colorado,8,2007,12,2171
West,Mountain,Idaho,16,2007,12,655
West,Mountain,Montana,30,2007,12,175
West,Mountain,Nevada,32,2007,12,902
West,Mountain,New Mexico,35,2007,12,333
West,Mountain,Utah,49,2007,12,531
West,Mountain,Wyoming,56,2007,12,91
West,Pacific,Alaska,2,2007,12,41
West,Pacific,California,6,2007,12,6063
West,Pacific,Hawaii,15,2007,12,367
West,Pacific,Oregon,41,2007,12,1093
West,Pacific,Washington,53,2007,12,2085
North East,New England,Connecticut,9,2008,1,517
North East,New England,Maine,23,2008,1,206
North East,New England,Massachusetts,25,2008,1,538
North East,New England,New Hampshire,33,2008,1,346
North East,New England,Rhode Island,44,2008,1,82
North East,New England,Vermont,50,2008,1,62
North East,mid atlantic,New Jersey,34,2008,1,1488
North East,mid atlantic,New York,36,2008,1,3022
North East,mid atlantic,Pennsylvania,42,2008,1,1746
Midwest,East North Central,Illinois,17,2008,1,2336
Midwest,East North Central,Indiana,18,2008,1,892
Midwest,East North Central,Michigan,26,2008,1,686
Midwest,East North Central,Ohio,39,2008,1,1452
Midwest,East North Central,Wisconsin,55,2008,1,807
Midwest,West North Central,Iowa,19,2008,1,504
Midwest,West North Central,Kansas,20,2008,1,923
Midwest,West North Central,Minnesota,27,2008,1,485
Midwest,West North Central,Missouri,29,2008,1,1180
Midwest,West North Central,Nebraska,31,2008,1,678
Midwest,West North Central,North Dakota,38,2008,1,70
Midwest,West North Central,South Dakota,46,2008,1,112
South,South Atlantic,Delaware,10,2008,1,295
South,South Atlantic,District of Columbia,11,2008,1,66
South,South Atlantic,Florida,12,2008,1,7314
South,South Atlantic,Georgia,13,2008,1,3465
South,South Atlantic,Maryland,24,2008,1,1113
South,South Atlantic,North Carolina,37,2008,1,5375
South,South Atlantic,South Carolina,45,2008,1,2492
South,South Atlantic,Virginia,51,2008,1,2920
South,South Atlantic,West Virginia,54,2008,1,343
South,East South Central,Alabama,1,2008,1,1558
South,East South Central,Kentucky,21,2008,1,647
South,East South Central,Mississippi,28,2008,1,861
South,East South Central,Tennessee,47,2008,1,1749
South,West South Central,Arkansas,5,2008,1,655
South,West South Central,Louisiana,22,2008,1,1561
South,West South Central,Oklahoma,40,2008,1,887
South,West South Central,Texas,48,2008,1,11666
West,Mountain,Arizona,4,2008,1,2670
West,Mountain,Colorado,8,2008,1,1650
West,Mountain,Idaho,16,2008,1,456
West,Mountain,Montana,30,2008,1,133
West,Mountain,Nevada,32,2008,1,467
West,Mountain,New Mexico,35,2008,1,466
West,Mountain,Utah,49,2008,1,763
West,Mountain,Wyoming,56,2008,1,123
West,Pacific,Alaska,2,2008,1,78
West,Pacific,California,6,2008,1,5043
West,Pacific,Hawaii,15,2008,1,325
West,Pacific,Oregon,41,2008,1,656
West,Pacific,Washington,53,2008,1,2004
North East,New England,Connecticut,9,2008,2,260
North East,New England,Maine,23,2008,2,167
North East,New England,Massachusetts,25,2008,2,451
North East,New England,New Hampshire,33,2008,2,180
North East,New England,Rhode Island,44,2008,2,57
North East,New England,Vermont,50,2008,2,58
North East,mid atlantic,New Jersey,34,2008,2,1230
North East,mid atlantic,New York,36,2008,2,2259
North East,mid atlantic,Pennsylvania,42,2008,2,1695
Midwest,East North Central,Illinois,17,2008,2,1443
Midwest,East North Central,Indiana,18,2008,2,1127
Midwest,East North Central,Michigan,26,2008,2,649
Midwest,East North Central,Ohio,39,2008,2,1146
Midwest,East North Central,Wisconsin,55,2008,2,888
Midwest,West North Central,Iowa,19,2008,2,277
Midwest,West North Central,Kansas,20,2008,2,688
Midwest,West North Central,Minnesota,27,2008,2,383
Midwest,West North Central,Missouri,29,2008,2,836
Midwest,West North Central,Nebraska,31,2008,2,240
Midwest,West North Central,North Dakota,38,2008,2,56
Midwest,West North Central,South Dakota,46,2008,2,144
South,South Atlantic,Delaware,10,2008,2,250
South,South Atlantic,District of Columbia,11,2008,2,60
South,South Atlantic,Florida,12,2008,2,5870
South,South Atlantic,Georgia,13,2008,2,3245
South,South Atlantic,Maryland,24,2008,2,1238
South,South Atlantic,North Carolina,37,2008,2,5396
South,South Atlantic,South Carolina,45,2008,2,2081
South,South Atlantic,Virginia,51,2008,2,2427
South,South Atlantic,West Virginia,54,2008,2,275
South,East South Central,Alabama,1,2008,2,1515
South,East South Central,Kentucky,21,2008,2,768
South,East South Central,Mississippi,28,2008,2,1127
South,East South Central,Tennessee,47,2008,2,1671
South,West South Central,Arkansas,5,2008,2,1085
South,West South Central,Louisiana,22,2008,2,1311
South,West South Central,Oklahoma,40,2008,2,808
South,West South Central,Texas,48,2008,2,11216
West,Mountain,Arizona,4,2008,2,2151
West,Mountain,Colorado,8,2008,2,1996
West,Mountain,Idaho,16,2008,2,484
West,Mountain,Montana,30,2008,2,231
West,Mountain,Nevada,32,2008,2,1750
West,Mountain,New Mexico,35,2008,2,711
West,Mountain,Utah,49,2008,2,698
West,Mountain,Wyoming,56,2008,2,118
West,Pacific,Alaska,2,2008,2,62
West,Pacific,California,6,2008,2,6227
West,Pacific,Hawaii,15,2008,2,384
West,Pacific,Oregon,41,2008,2,1459
West,Pacific,Washington,53,2008,2,2538
North East,New England,Connecticut,9,2008,3,467
North East,New England,Maine,23,2008,3,297
North East,New England,Massachusetts,25,2008,3,987
North East,New England,New Hampshire,33,2008,3,225
North East,New England,Rhode Island,44,2008,3,98
North East,New England,Vermont,50,2008,3,138
North East,mid atlantic,New Jersey,34,2008,3,2002
North East,mid atlantic,New York,36,2008,3,2038
North East,mid atlantic,Pennsylvania,42,2008,3,2099
Midwest,East North Central,Illinois,17,2008,3,1662
Midwest,East North Central,Indiana,18,2008,3,1229
Midwest,East North Central,Michigan,26,2008,3,613
Midwest,East North Central,Ohio,39,2008,3,1525
Midwest,East North Central,Wisconsin,55,2008,3,1014
Midwest,West North Central,Iowa,19,2008,3,630
Midwest,West North Central,Kansas,20,2008,3,592
Midwest,West North Central,Minnesota,27,2008,3,772
Midwest,West North Central,Missouri,29,2008,3,941
Midwest,West North Central,Nebraska,31,2008,3,385
Midwest,West North Central,North Dakota,38,2008,3,220
Midwest,West North Central,South Dakota,46,2008,3,275
South,South Atlantic,Delaware,10,2008,3,434
South,South Atlantic,District of Columbia,11,2008,3,27
South,South Atlantic,Florida,12,2008,3,5328
South,South Atlantic,Georgia,13,2008,3,3018
South,South Atlantic,Maryland,24,2008,3,1311
South,South Atlantic,North Carolina,37,2008,3,5348
South,South Atlantic,South Carolina,45,2008,3,2487
South,South Atlantic,Virginia,51,2008,3,2900
South,South Atlantic,West Virginia,54,2008,3,231
South,East South Central,Alabama,1,2008,3,1452
South,East South Central,Kentucky,21,2008,3,807
South,East South Central,Mississippi,28,2008,3,1196
South,East South Central,Tennessee,47,2008,3,2439
South,West South Central,Arkansas,5,2008,3,540
South,West South Central,Louisiana,22,2008,3,1494
South,West South Central,Oklahoma,40,2008,3,1177
South,West South Central,Texas,48,2008,3,13041
West,Mountain,Arizona,4,2008,3,2417
West,Mountain,Colorado,8,2008,3,1537
West,Mountain,Idaho,16,2008,3,708
West,Mountain,Montana,30,2008,3,224
West,Mountain,Nevada,32,2008,3,699
West,Mountain,New Mexico,35,2008,3,552
West,Mountain,Utah,49,2008,3,931
West,Mountain,Wyoming,56,2008,3,193
West,Pacific,Alaska,2,2008,3,75
West,Pacific,California,6,2008,3,4656
West,Pacific,Hawaii,15,2008,3,305
West,Pacific,Oregon,41,2008,3,1170
West,Pacific,Washington,53,2008,3,2479
North East,New England,Connecticut,9,2008,4,381
North East,New England,Maine,23,2008,4,328
North East,New England,Massachusetts,25,2008,4,969
North East,New England,New Hampshire,33,2008,4,348
North East,New England,Rhode Island,44,2008,4,125
North East,New England,Vermont,50,2008,4,133
North East,mid atlantic,New Jersey,34,2008,4,1559
North East,mid atlantic,New York,36,2008,4,3464
North East,mid atlantic,Pennsylvania,42,2008,4,2383
Midwest,East North Central,Illinois,17,2008,4,3111
Midwest,East North Central,Indiana,18,2008,4,1705
Midwest,East North Central,Michigan,26,2008,4,1201
Midwest,East North Central,Ohio,39,2008,4,2331
Midwest,East North Central,Wisconsin,55,2008,4,1757
Midwest,West North Central,Iowa,19,2008,4,848
Midwest,West North Central,Kansas,20,2008,4,608
Midwest,West North Central,Minnesota,27,2008,4,970
Midwest,West North Central,Missouri,29,2008,4,1466
Midwest,West North Central,Nebraska,31,2008,4,689
Midwest,West North Central,North Dakota,38,2008,4,402
Midwest,West North Central,South Dakota,46,2008,4,612
South,South Atlantic,Delaware,10,2008,4,313
South,South Atlantic,District of Columbia,11,2008,4,166
South,South Atlantic,Florida,12,2008,4,6294
South,South Atlantic,Georgia,13,2008,4,3197
South,South Atlantic,Maryland,24,2008,4,1110
South,South Atlantic,North Carolina,37,2008,4,5067
South,South Atlantic,South Carolina,45,2008,4,2993
South,South Atlantic,Virginia,51,2008,4,2375
South,South Atlantic,West Virginia,54,2008,4,329
South,East South Central,Alabama,1,2008,4,1715
South,East South Central,Kentucky,21,2008,4,1253
South,East South Central,Mississippi,28,2008,4,905
South,East South Central,Tennessee,47,2008,4,1946
South,West South Central,Arkansas,5,2008,4,853
South,West South Central,Louisiana,22,2008,4,2094
South,West South Central,Oklahoma,40,2008,4,871
South,West South Central,Texas,48,2008,4,12875
West,Mountain,Arizona,4,2008,4,2913
West,Mountain,Colorado,8,2008,4,1958
West,Mountain,Idaho,16,2008,4,798
West,Mountain,Montana,30,2008,4,289
West,Mountain,Nevada,32,2008,4,1021
West,Mountain,New Mexico,35,2008,4,558
West,Mountain,Utah,49,2008,4,1297
West,Mountain,Wyoming,56,2008,4,274
West,Pacific,Alaska,2,2008,4,91
West,Pacific,California,6,2008,4,6189
West,Pacific,Hawaii,15,2008,4,460
West,Pacific,Oregon,41,2008,4,1049
West,Pacific,Washington,53,2008,4,2881
North East,New England,Connecticut,9,2008,5,529
North East,New England,Maine,23,2008,5,422
North East,New England,Massachusetts,25,2008,5,1019
North East,New England,New Hampshire,33,2008,5,269
North East,New England,Rhode Island,44,2008,5,119
North East,New England,Vermont,50,2008,5,131
North East,mid atlantic,New Jersey,34,2008,5,1902
North East,mid atlantic,New York,36,2008,5,5775
North East,mid atlantic,Pennsylvania,42,2008,5,2423
Midwest,East North Central,Illinois,17,2008,5,2230
Midwest,East North Central,Indiana,18,2008,5,1638
Midwest,East North Central,Michigan,26,2008,5,1321
Midwest,East North Central,Ohio,39,2008,5,2040
Midwest,East North Central,Wisconsin,55,2008,5,1855
Midwest,West North Central,Iowa,19,2008,5,839
Midwest,West North Central,Kansas,20,2008,5,546
Midwest,West North Central,Minnesota,27,2008,5,1405
Midwest,West North Central,Missouri,29,2008,5,1032
Midwest,West North Central,Nebraska,31,2008,5,583
Midwest,West North Central,North Dakota,38,2008,5,289
Midwest,West North Central,South Dakota,46,2008,5,466
South,South Atlantic,Delaware,10,2008,5,299
South,South Atlantic,District of Columbia,11,2008,5,15
South,South Atlantic,Florida,12,2008,5,5454
South,South Atlantic,Georgia,13,2008,5,3647
South,South Atlantic,Maryland,24,2008,5,1145
South,South Atlantic,North Carolina,37,2008,5,4962
South,South Atlantic,South Carolina,45,2008,5,2471
South,South Atlantic,Virginia,51,2008,5,2270
South,South Atlantic,West Virginia,54,2008,5,210
South,East South Central,Alabama,1,2008,5,1338
South,East South Central,Kentucky,21,2008,5,962
South,East South Central,Mississippi,28,2008,5,979
South,East South Central,Tennessee,47,2008,5,1797
South,West South Central,Arkansas,5,2008,5,918
South,West South Central,Louisiana,22,2008,5,1560
South,West South Central,Oklahoma,40,2008,5,826
South,West South Central,Texas,48,2008,5,12707
West,Mountain,Arizona,4,2008,5,2683
West,Mountain,Colorado,8,2008,5,2425
West,Mountain,Idaho,16,2008,5,797
West,Mountain,Montana,30,2008,5,274
West,Mountain,Nevada,32,2008,5,1302
West,Mountain,New Mexico,35,2008,5,601
West,Mountain,Utah,49,2008,5,1246
West,Mountain,Wyoming,56,2008,5,274
West,Pacific,Alaska,2,2008,5,112
West,Pacific,California,6,2008,5,7331
West,Pacific,Hawaii,15,2008,5,515
West,Pacific,Oregon,41,2008,5,1354
West,Pacific,Washington,53,2008,5,2948
North East,New England,Connecticut,9,2008,6,767
North East,New England,Maine,23,2008,6,547
North East,New England,Massachusetts,25,2008,6,2075
North East,New England,New Hampshire,33,2008,6,391
North East,New England,Rhode Island,44,2008,6,140
North East,New England,Vermont,50,2008,6,199
North East,mid atlantic,New Jersey,34,2008,6,3180
North East,mid atlantic,New York,36,2008,6,20015
North East,mid atlantic,Pennsylvania,42,2008,6,2357
Midwest,East North Central,Illinois,17,2008,6,1960
Midwest,East North Central,Indiana,18,2008,6,2142
Midwest,East North Central,Michigan,26,2008,6,1313
Midwest,East North Central,Ohio,39,2008,6,2366
Midwest,East North Central,Wisconsin,55,2008,6,1488
Midwest,West North Central,Iowa,19,2008,6,729
Midwest,West North Central,Kansas,20,2008,6,503
Midwest,West North Central,Minnesota,27,2008,6,1271
Midwest,West North Central,Missouri,29,2008,6,1182
Midwest,West North Central,Nebraska,31,2008,6,703
Midwest,West North Central,North Dakota,38,2008,6,185
Midwest,West North Central,South Dakota,46,2008,6,522
South,South Atlantic,Delaware,10,2008,6,307
South,South Atlantic,District of Columbia,11,2008,6,8
South,South Atlantic,Florida,12,2008,6,6562
South,South Atlantic,Georgia,13,2008,6,3369
South,South Atlantic,Maryland,24,2008,6,1654
South,South Atlantic,North Carolina,37,2008,6,5530
South,South Atlantic,South Carolina,45,2008,6,2602
South,South Atlantic,Virginia,51,2008,6,2699
South,South Atlantic,West Virginia,54,2008,6,300
South,East South Central,Alabama,1,2008,6,1390
South,East South Central,Kentucky,21,2008,6,933
South,East South Central,Mississippi,28,2008,6,841
South,East South Central,Tennessee,47,2008,6,1804
South,West South Central,Arkansas,5,2008,6,862
South,West South Central,Louisiana,22,2008,6,1209
South,West South Central,Oklahoma,40,2008,6,829
South,West South Central,Texas,48,2008,6,10680
West,Mountain,Arizona,4,2008,6,2969
West,Mountain,Colorado,8,2008,6,1916
West,Mountain,Idaho,16,2008,6,1002
West,Mountain,Montana,30,2008,6,252
West,Mountain,Nevada,32,2008,6,2594
West,Mountain,New Mexico,35,2008,6,669
West,Mountain,Utah,49,2008,6,1052
West,Mountain,Wyoming,56,2008,6,330
West,Pacific,Alaska,2,2008,6,109
West,Pacific,California,6,2008,6,6712
West,Pacific,Hawaii,15,2008,6,516
West,Pacific,Oregon,41,2008,6,1289
West,Pacific,Washington,53,2008,6,3069
North East,New England,Connecticut,9,2008,7,445
North East,New England,Maine,23,2008,7,344
North East,New England,Massachusetts,25,2008,7,805
North East,New England,New Hampshire,33,2008,7,325
North East,New England,Rhode Island,44,2008,7,107
North East,New England,Vermont,50,2008,7,155
North East,mid atlantic,New Jersey,34,2008,7,1280
North East,mid atlantic,New York,36,2008,7,4389
North East,mid atlantic,Pennsylvania,42,2008,7,2040
Midwest,East North Central,Illinois,17,2008,7,2142
