Fips,Month,Unemployment Rate,Year
19,1,3.6,2021
19,2,3.7,2021
19,3,3.7,2021
19,4,3.8,2021
19,5,3.9,2021
19,6,4.0,2021
19,7,4.1,2021
19,8,4.1,2021
19,9,4.0,2021
19,10,3.9,2021
20,1,3.6,2000
20,2,3.6,2000
20,3,3.7,2000
20,4,3.7,2000
20,5,3.7,2000
20,6,3.8,2000
20,7,3.8,2000
20,8,3.8,2000
20,9,3.8,2000
20,10,3.9,2000
20,11,3.9,2000
20,12,4.0,2000
20,1,4.0,2001
20,2,4.1,2001
20,3,4.1,2001
20,4,4.1,2001
20,5,4.1,2001
20,6,4.1,2001
20,7,4.1,2001
20,8,4.2,2001
20,9,4.4,2001
20,10,4.5,2001
20,11,4.7,2001
20,12,4.8,2001
20,1,5.0,2002
20,2,5.0,2002
20,3,5.1,2002
20,4,5.1,2002
20,5,5.1,2002
20,6,5.1,2002
20,7,5.1,2002
20,8,5.1,2002
20,9,5.1,2002
20,10,5.1,2002
20,11,5.1,2002
20,12,5.1,2002
20,1,5.1,2003
20,2,5.2,2003
20,3,5.3,2003
20,4,5.4,2003
20,5,5.6,2003
20,6,5.7,2003
20,7,5.8,2003
20,8,5.8,2003
20,9,5.7,2003
20,10,5.7,2003
20,11,5.7,2003
20,12,5.6,2003
20,1,5.6,2004
20,2,5.6,2004
20,3,5.6,2004
20,4,5.6,2004
20,5,5.6,2004
20,6,5.5,2004
20,7,5.5,2004
20,8,5.5,2004
20,9,5.4,2004
20,10,5.4,2004
20,11,5.4,2004
20,12,5.4,2004
20,1,5.4,2005
20,2,5.3,2005
20,3,5.3,2005
20,4,5.2,2005
20,5,5.1,2005
20,6,5.0,2005
20,7,5.0,2005
20,8,5.0,2005
20,9,4.9,2005
20,10,4.9,2005
20,11,4.9,2005
20,12,4.8,2005
20,1,4.7,2006
20,2,4.6,2006
20,3,4.5,2006
20,4,4.5,2006
20,5,4.4,2006
20,6,4.4,2006
20,7,4.4,2006
20,8,4.4,2006
20,9,4.3,2006
20,10,4.3,2006
20,11,4.3,2006
20,12,4.3,2006
20,1,4.2,2007
20,2,4.2,2007
20,3,4.2,2007
20,4,4.2,2007
20,5,4.2,2007
20,6,4.2,2007
20,7,4.2,2007
20,8,4.2,2007
20,9,4.3,2007
20,10,4.3,2007
20,11,4.3,2007
20,12,4.3,2007
20,1,4.3,2008
20,2,4.2,2008
20,3,4.2,2008
20,4,4.2,2008
20,5,4.3,2008
20,6,4.4,2008
20,7,4.5,2008
20,8,4.7,2008
20,9,4.8,2008
20,10,5.0,2008
20,11,5.2,2008
20,12,5.5,2008
20,1,5.8,2009
20,2,6.1,2009
20,3,6.5,2009
20,4,6.8,2009
20,5,7.0,2009
20,6,7.2,2009
20,7,7.2,2009
20,8,7.3,2009
20,9,7.2,2009
20,10,7.2,2009
20,11,7.2,2009
20,12,7.2,2009
20,1,7.2,2010
20,2,7.2,2010
20,3,7.1,2010
20,4,7.0,2010
20,5,6.9,2010
20,6,6.8,2010
20,7,6.8,2010
20,8,6.8,2010
20,9,6.8,2010
20,10,6.9,2010
20,11,6.9,2010
20,12,6.8,2010
20,1,6.8,2011
20,2,6.7,2011
20,3,6.6,2011
20,4,6.5,2011
20,5,6.4,2011
20,6,6.4,2011
20,7,6.3,2011
20,8,6.3,2011
20,9,6.3,2011
20,10,6.2,2011
20,11,6.1,2011
20,12,6.0,2011
20,1,5.9,2012
20,2,5.9,2012
20,3,5.8,2012
20,4,5.8,2012
20,5,5.8,2012
20,6,5.7,2012
20,7,5.7,2012
20,8,5.6,2012
20,9,5.6,2012
20,10,5.6,2012
20,11,5.6,2012
20,12,5.6,2012
20,1,5.6,2013
20,2,5.5,2013
20,3,5.5,2013
20,4,5.4,2013
20,5,5.4,2013
20,6,5.4,2013
20,7,5.3,2013
20,8,5.3,2013
20,9,5.2,2013
20,10,5.1,2013
20,11,5.0,2013
20,12,4.9,2013
20,1,4.8,2014
20,2,4.7,2014
20,3,4.7,2014
20,4,4.6,2014
20,5,4.6,2014
20,6,4.5,2014
20,7,4.5,2014
20,8,4.4,2014
20,9,4.4,2014
20,10,4.3,2014
20,11,4.3,2014
20,12,4.3,2014
20,1,4.3,2015
20,2,4.4,2015
20,3,4.4,2015
20,4,4.4,2015
20,5,4.3,2015
20,6,4.2,2015
20,7,4.1,2015
20,8,4.0,2015
20,9,4.0,2015
20,10,3.9,2015
20,11,3.9,2015
20,12,3.9,2015
20,1,3.9,2016
20,2,3.9,2016
20,3,3.9,2016
20,4,4.0,2016
20,5,4.0,2016
20,6,4.0,2016
20,7,4.1,2016
20,8,4.1,2016
20,9,4.1,2016
20,10,4.1,2016
20,11,4.1,2016
20,12,4.0,2016
20,1,3.9,2017
20,2,3.8,2017
20,3,3.7,2017
20,4,3.7,2017
20,5,3.6,2017
20,6,3.6,2017
20,7,3.6,2017
20,8,3.6,2017
20,9,3.6,2017
20,10,3.5,2017
20,11,3.5,2017
20,12,3.5,2017
20,1,3.4,2018
20,2,3.4,2018
20,3,3.3,2018
20,4,3.3,2018
20,5,3.2,2018
20,6,3.2,2018
20,7,3.2,2018
20,8,3.2,2018
20,9,3.3,2018
20,10,3.3,2018
20,11,3.3,2018
20,12,3.3,2018
20,1,3.3,2019
20,2,3.3,2019
20,3,3.2,2019
20,4,3.1,2019
20,5,3.1,2019
20,6,3.1,2019
20,7,3.1,2019
20,8,3.1,2019
20,9,3.1,2019
20,10,3.1,2019
20,11,3.1,2019
20,12,3.1,2019
20,1,3.1,2020
20,2,3.2,2020
20,3,3.2,2020
20,4,12.6,2020
20,5,9.0,2020
20,6,7.0,2020
20,7,6.6,2020
20,8,6.2,2020
20,9,6.1,2020
20,10,4.7,2020
20,11,4.7,2020
20,12,4.7,2020
20,1,3.4,2021
20,2,3.8,2021
20,3,3.7,2021
20,4,3.5,2021
20,5,3.5,2021
20,6,3.7,2021
20,7,3.8,2021
20,8,3.8,2021
20,9,3.9,2021
20,10,3.9,2021
21,1,4.1,2000
21,2,4.0,2000
21,3,4.0,2000
21,4,4.0,2000
21,5,4.0,2000
21,6,4.1,2000
21,7,4.1,2000
21,8,4.2,2000
21,9,4.2,2000
21,10,4.3,2000
21,11,4.3,2000
21,12,4.4,2000
21,1,4.5,2001
21,2,4.6,2001
21,3,4.8,2001
21,4,4.9,2001
21,5,4.9,2001
21,6,5.1,2001
21,7,5.2,2001
21,8,5.4,2001
21,9,5.6,2001
21,10,5.7,2001
21,11,5.9,2001
21,12,5.9,2001
21,1,5.9,2002
21,2,5.9,2002
21,3,5.8,2002
21,4,5.8,2002
21,5,5.7,2002
21,6,5.7,2002
21,7,5.7,2002
21,8,5.7,2002
21,9,5.7,2002
21,10,5.8,2002
21,11,5.9,2002
21,12,5.9,2002
21,1,6.0,2003
21,2,6.1,2003
21,3,6.2,2003
21,4,6.3,2003
21,5,6.4,2003
21,6,6.4,2003
21,7,6.4,2003
21,8,6.3,2003
21,9,6.2,2003
21,10,6.1,2003
21,11,6.0,2003
21,12,5.9,2003
21,1,5.8,2004
21,2,5.7,2004
21,3,5.7,2004
21,4,5.7,2004
21,5,5.6,2004
21,6,5.5,2004
21,7,5.4,2004
21,8,5.3,2004
21,9,5.3,2004
21,10,5.3,2004
21,11,5.3,2004
21,12,5.4,2004
21,1,5.5,2005
21,2,5.6,2005
21,3,5.7,2005
21,4,5.7,2005
21,5,5.8,2005
21,6,5.8,2005
21,7,5.9,2005
21,8,6.0,2005
21,9,6.1,2005
21,10,6.1,2005
21,11,6.2,2005
21,12,6.1,2005
21,1,6.0,2006
21,2,5.9,2006
21,3,5.8,2006
21,4,5.7,2006
21,5,5.7,2006
21,6,5.7,2006
21,7,5.7,2006
21,8,5.7,2006
21,9,5.7,2006
21,10,5.7,2006
21,11,5.6,2006
21,12,5.5,2006
21,1,5.5,2007
21,2,5.4,2007
21,3,5.3,2007
21,4,5.3,2007
21,5,5.3,2007
21,6,5.3,2007
21,7,5.3,2007
21,8,5.4,2007
21,9,5.4,2007
21,10,5.4,2007
21,11,5.4,2007
21,12,5.4,2007
21,1,5.3,2008
21,2,5.4,2008
21,3,5.5,2008
21,4,5.6,2008
21,5,5.9,2008
21,6,6.1,2008
21,7,6.4,2008
21,8,6.7,2008
21,9,7.1,2008
21,10,7.5,2008
21,11,8.1,2008
21,12,8.7,2008
21,1,9.4,2009
21,2,10.0,2009
21,3,10.6,2009
21,4,10.9,2009
21,5,11.1,2009
21,6,11.2,2009
21,7,11.2,2009
21,8,11.1,2009
21,9,11.0,2009
21,10,10.9,2009
21,11,10.9,2009
21,12,10.9,2009
21,1,10.9,2010
21,2,10.8,2010
21,3,10.7,2010
21,4,10.5,2010
21,5,10.3,2010
21,6,10.1,2010
21,7,10.0,2010
21,8,10.0,2010
21,9,10.0,2010
21,10,10.0,2010
21,11,10.0,2010
21,12,9.9,2010
21,1,9.8,2011
21,2,9.6,2011
21,3,9.5,2011
21,4,9.5,2011
21,5,9.5,2011
21,6,9.5,2011
21,7,9.5,2011
21,8,9.4,2011
21,9,9.3,2011
21,10,9.2,2011
21,11,9.0,2011
21,12,8.7,2011
21,1,8.5,2012
21,2,8.4,2012
21,3,8.2,2012
21,4,8.2,2012
21,5,8.2,2012
21,6,8.2,2012
21,7,8.2,2012
21,8,8.2,2012
21,9,8.1,2012
21,10,8.1,2012
21,11,8.1,2012
21,12,8.0,2012
21,1,8.0,2013
21,2,8.0,2013
21,3,8.0,2013
21,4,8.0,2013
21,5,8.0,2013
21,6,8.0,2013
21,7,8.0,2013
21,8,8.0,2013
21,9,7.9,2013
21,10,7.8,2013
21,11,7.7,2013
21,12,7.6,2013
21,1,7.5,2014
21,2,7.3,2014
21,3,7.2,2014
21,4,7.0,2014
21,5,6.7,2014
21,6,6.5,2014
21,7,6.3,2014
21,8,6.0,2014
21,9,5.9,2014
21,10,5.7,2014
21,11,5.5,2014
21,12,5.4,2014
21,1,5.3,2015
21,2,5.3,2015
21,3,5.3,2015
21,4,5.3,2015
21,5,5.2,2015
21,6,5.2,2015
21,7,5.2,2015
21,8,5.2,2015
21,9,5.2,2015
21,10,5.2,2015
21,11,5.2,2015
21,12,5.2,2015
21,1,5.2,2016
21,2,5.1,2016
21,3,5.1,2016
21,4,5.0,2016
21,5,4.9,2016
21,6,4.9,2016
21,7,4.9,2016
21,8,5.0,2016
21,9,5.0,2016
21,10,5.1,2016
21,11,5.1,2016
21,12,5.1,2016
21,1,5.1,2017
21,2,5.0,2017
21,3,5.0,2017
21,4,5.0,2017
21,5,4.9,2017
21,6,4.9,2017
21,7,4.8,2017
21,8,4.7,2017
21,9,4.6,2017
21,10,4.5,2017
21,11,4.4,2017
21,12,4.3,2017
21,1,4.2,2018
21,2,4.2,2018
21,3,4.2,2018
21,4,4.2,2018
21,5,4.2,2018
21,6,4.2,2018
21,7,4.2,2018
21,8,4.2,2018
21,9,4.2,2018
21,10,4.2,2018
21,11,4.2,2018
21,12,4.2,2018
21,1,4.2,2019
21,2,4.2,2019
21,3,4.1,2019
21,4,4.1,2019
21,5,4.1,2019
21,6,4.1,2019
21,7,4.1,2019
21,8,4.1,2019
21,9,4.1,2019
21,10,4.1,2019
21,11,4.1,2019
21,12,4.1,2019
21,1,4.1,2020
21,2,4.2,2020
21,3,4.2,2020
21,4,16.9,2020
21,5,10.9,2020
21,6,5.7,2020
21,7,5.6,2020
21,8,5.5,2020
21,9,5.5,2020
21,10,5.5,2020
21,11,5.6,2020
21,12,5.6,2020
21,1,5.3,2021
21,2,5.2,2021
21,3,5.0,2021
21,4,4.7,2021
21,5,4.5,2021
21,6,4.4,2021
21,7,4.4,2021
21,8,4.3,2021
21,9,4.3,2021
21,10,4.2,2021
22,1,         4.9,2000
22,2,         4.9,2000
22,3,         4.9,2000
22,4,         5.0,2000
22,5,         5.0,2000
22,6,         5.1,2000
22,7,         5.2,2000
22,8,         5.2,2000
22,9,         5.3,2000
22,10,         5.4,2000
22,11,         5.4,2000
22,12,         5.5,2000
22,1,         5.5,2001
22,2,         5.5,2001
22,3,         5.5,2001
22,4,         5.4,2001
22,5,         5.3,2001
22,6,         5.3,2001
22,7,         5.4,2001
22,8,         5.5,2001
22,9,         5.7,2001
22,10,         5.9,2001
22,11,         6.1,2001
22,12,         6.1,2001
22,1,         6.2,2002
22,2,         6.1,2002
22,3,         6.1,2002
22,4,         6.0,2002
22,5,         6.0,2002
22,6,         5.9,2002
22,7,         5.9,2002
22,8,         5.9,2002
22,9,         5.9,2002
22,10,         5.9,2002
22,11,         6.0,2002
22,12,         6.0,2002
22,1,         6.1,2003
22,2,         6.2,2003
22,3,         6.4,2003
22,4,         6.5,2003
22,5,         6.6,2003
22,6,         6.7,2003
22,7,         6.6,2003
22,8,         6.4,2003
22,9,         6.2,2003
22,10,         6.0,2003
22,11,         5.9,2003
22,12,         5.8,2003
22,1,         5.8,2004
22,2,         5.8,2004
22,3,         5.9,2004
22,4,         5.9,2004
22,5,         5.8,2004
22,6,         5.8,2004
22,7,         5.7,2004
22,8,         5.6,2004
22,9,         5.5,2004
22,10,         5.5,2004
22,11,         5.5,2004
22,12,         5.6,2004
22,1,         5.6,2005
22,2,         5.6,2005
22,3,         5.5,2005
22,4,         5.5,2005
22,5,         5.5,2005
22,6,         5.4,2005
22,7,         5.5,2005
22,8,         5.6,2005
22,9,        11.4,2005
22,10,        11.4,2005
22,11,        11.3,2005
22,12,         6.4,2005
22,1,         4.9,2006
22,2,         4.6,2006
22,3,         4.3,2006
22,4,         4.0,2006
22,5,         3.9,2006
22,6,         3.9,2006
22,7,         3.9,2006
22,8,         3.9,2006
22,9,         4.0,2006
22,10,         4.0,2006
22,11,         4.1,2006
22,12,         4.1,2006
22,1,         4.1,2007
22,2,         4.2,2007
22,3,         4.2,2007
22,4,         4.3,2007
22,5,         4.3,2007
22,6,         4.2,2007
22,7,         4.1,2007
22,8,         4.0,2007
22,9,         3.9,2007
22,10,         3.9,2007
22,11,         3.9,2007
22,12,         4.0,2007
22,1,         4.1,2008
22,2,         4.1,2008
22,3,         4.1,2008
22,4,         4.2,2008
22,5,         4.3,2008
22,6,         4.4,2008
22,7,         4.6,2008
22,8,         4.8,2008
22,9,         5.0,2008
22,10,         5.2,2008
22,11,         5.5,2008
22,12,         5.7,2008
22,1,         6.0,2009
22,2,         6.2,2009
22,3,         6.5,2009
22,4,         6.8,2009
22,5,         6.9,2009
22,6,         7.0,2009
22,7,         7.0,2009
22,8,         7.0,2009
22,9,         7.0,2009
22,10,         7.0,2009
22,11,         7.0,2009
22,12,         7.1,2009
22,1,         7.1,2010
22,2,         7.2,2010
22,3,         7.3,2010
22,4,         7.3,2010
22,5,         7.4,2010
22,6,         7.4,2010
22,7,         7.6,2010
22,8,         7.7,2010
22,9,         7.8,2010
22,10,         7.8,2010
22,11,         7.8,2010
22,12,         7.8,2010
22,1,         7.8,2011
22,2,         7.7,2011
22,3,         7.6,2011
22,4,         7.5,2011
22,5,         7.4,2011
22,6,         7.4,2011
22,7,         7.4,2011
22,8,         7.3,2011
22,9,         7.3,2011
22,10,         7.3,2011
22,11,         7.3,2011
22,12,         7.2,2011
22,1,         7.1,2012
22,2,         7.1,2012
22,3,         7.0,2012
22,4,         7.0,2012
22,5,         6.9,2012
22,6,         6.8,2012
22,7,         6.7,2012
22,8,         6.6,2012
22,9,         6.5,2012
22,10,         6.4,2012
22,11,         6.5,2012
22,12,         6.6,2012
22,1,         6.7,2013
22,2,         6.8,2013
22,3,         6.8,2013
22,4,         6.7,2013
22,5,         6.7,2013
22,6,         6.6,2013
22,7,         6.5,2013
22,8,         6.4,2013
22,9,         6.2,2013
22,10,         6.0,2013
22,11,         5.9,2013
22,12,         5.7,2013
22,1,         5.6,2014
22,2,         5.6,2014
22,3,         5.7,2014
22,4,         5.8,2014
22,5,         6.0,2014
22,6,         6.2,2014
22,7,         6.4,2014
22,8,         6.6,2014
22,9,         6.7,2014
22,10,         6.8,2014
22,11,         6.8,2014
22,12,         6.8,2014
22,1,         6.8,2015
22,2,         6.7,2015
22,3,         6.6,2015
22,4,         6.5,2015
22,5,         6.4,2015
22,6,         6.3,2015
22,7,         6.1,2015
22,8,         6.1,2015
22,9,         6.0,2015
22,10,         6.0,2015
22,11,         6.0,2015
22,12,         6.0,2015
22,1,         6.0,2016
22,2,         6.1,2016
22,3,         6.1,2016
22,4,         6.1,2016
22,5,         6.1,2016
22,6,         6.1,2016
22,7,         6.1,2016
22,8,         6.1,2016
22,9,         6.1,2016
22,10,         6.1,2016
22,11,         6.0,2016
22,12,         5.9,2016
22,1,         5.8,2017
22,2,         5.7,2017
22,3,         5.5,2017
22,4,         5.4,2017
22,5,         5.2,2017
22,6,         5.1,2017
22,7,         5.0,2017
22,8,         4.9,2017
22,9,         4.8,2017
22,10,         4.7,2017
22,11,         4.7,2017
22,12,         4.7,2017
22,1,         4.7,2018
22,2,         4.7,2018
22,3,         4.8,2018
22,4,         4.9,2018
22,5,         4.9,2018
22,6,         4.9,2018
22,7,         4.9,2018
22,8,         4.9,2018
22,9,         4.8,2018
22,10,         4.8,2018
22,11,         4.8,2018
22,12,         4.8,2018
22,1,         4.7,2019
22,2,         4.6,2019
22,3,         4.4,2019
22,4,         4.4,2019
22,5,         4.3,2019
22,6,         4.4,2019
22,7,         4.5,2019
22,8,         4.7,2019
22,9,         4.8,2019
22,10,         4.9,2019
22,11,         4.9,2019
22,12,         5.0,2019
22,1,         5.1,2020
22,2,         5.2,2020
22,3,         5.3,2020
22,4,        13.1,2020
22,5,        13.1,2020
22,6,         9.4,2020
22,7,         9.1,2020
22,8,         8.2,2020
22,9,         8.0,2020
22,10,         7.9,2020
22,11,         7.9,2020
22,12,         7.9,2020
22,1,         7.6,2021
22,2,         7.6,2021
22,3,         7.4,2021
22,4,         7.2,2021
22,5,         7.1,2021
22,6,         6.9,2021
22,7,         6.6,2021
22,8,         6.2,2021
22,9,         5.8,2021
22,10,         5.4,2021
23,1,3.7,2000
23,2,3.6,2000
23,3,3.5,2000
23,4,3.4,2000
23,5,3.3,2000
23,6,3.3,2000
23,7,3.2,2000
23,8,3.2,2000
23,9,3.2,2000
23,10,3.2,2000
23,11,3.2,2000
23,12,3.2,2000
23,1,3.2,2001
23,2,3.3,2001
23,3,3.4,2001
23,4,3.6,2001
23,5,3.7,2001
23,6,3.7,2001
23,7,3.8,2001
23,8,3.9,2001
23,9,4.0,2001
23,10,4.1,2001
23,11,4.1,2001
23,12,4.2,2001
23,1,4.2,2002
23,2,4.3,2002
23,3,4.3,2002
23,4,4.3,2002
23,5,4.4,2002
23,6,4.4,2002
23,7,4.4,2002
23,8,4.5,2002
23,9,4.5,2002
23,10,4.6,2002
23,11,4.7,2002
23,12,4.9,2002
23,1,5.0,2003
23,2,5.1,2003
23,3,5.2,2003
23,4,5.2,2003
23,5,5.3,2003
23,6,5.3,2003
23,7,5.3,2003
23,8,5.2,2003
23,9,5.2,2003
23,10,5.1,2003
23,11,5.0,2003
23,12,4.9,2003
23,1,4.8,2004
23,2,4.8,2004
23,3,4.7,2004
23,4,4.6,2004
23,5,4.6,2004
23,6,4.6,2004
23,7,4.6,2004
23,8,4.6,2004
23,9,4.6,2004
23,10,4.6,2004
23,11,4.7,2004
23,12,4.7,2004
23,1,4.8,2005
23,2,4.9,2005
23,3,4.9,2005
23,4,4.9,2005
23,5,4.9,2005
23,6,4.9,2005
23,7,4.9,2005
23,8,4.9,2005
23,9,5.0,2005
23,10,4.9,2005
23,11,4.9,2005
23,12,4.8,2005
23,1,4.7,2006
23,2,4.6,2006
23,3,4.6,2006
23,4,4.6,2006
23,5,4.6,2006
23,6,4.7,2006
23,7,4.8,2006
23,8,4.8,2006
23,9,4.9,2006
23,10,4.8,2006
23,11,4.8,2006
23,12,4.7,2006
23,1,4.6,2007
23,2,4.6,2007
23,3,4.6,2007
23,4,4.6,2007
23,5,4.6,2007
23,6,4.7,2007
23,7,4.7,2007
23,8,4.8,2007
23,9,4.8,2007
23,10,4.8,2007
23,11,4.8,2007
23,12,4.7,2007
23,1,4.6,2008
23,2,4.6,2008
23,3,4.7,2008
23,4,4.8,2008
23,5,4.9,2008
23,6,5.1,2008
23,7,5.3,2008
23,8,5.5,2008
23,9,5.7,2008
23,10,6.1,2008
23,11,6.5,2008
23,12,7.0,2008
23,1,7.5,2009
23,2,7.9,2009
23,3,8.3,2009
23,4,8.5,2009
23,5,8.5,2009
23,6,8.6,2009
23,7,8.5,2009
23,8,8.5,2009
23,9,8.5,2009
23,10,8.6,2009
23,11,8.6,2009
23,12,8.7,2009
23,1,8.7,2010
23,2,8.7,2010
23,3,8.7,2010
23,4,8.6,2010
23,5,8.5,2010
23,6,8.3,2010
23,7,8.3,2010
23,8,8.3,2010
23,9,8.3,2010
23,10,8.3,2010
23,11,8.2,2010
23,12,8.1,2010
23,1,8.1,2011
23,2,8.0,2011
23,3,7.9,2011
23,4,7.8,2011
23,5,7.8,2011
23,6,7.8,2011
23,7,7.8,2011
23,8,7.7,2011
23,9,7.6,2011
23,10,7.5,2011
23,11,7.4,2011
23,12,7.3,2011
23,1,7.2,2012
23,2,7.2,2012
23,3,7.2,2012
23,4,7.2,2012
23,5,7.3,2012
23,6,7.3,2012
23,7,7.2,2012
23,8,7.2,2012
23,9,7.2,2012
23,10,7.1,2012
23,11,7.1,2012
23,12,7.1,2012
23,1,7.1,2013
23,2,7.0,2013
23,3,7.0,2013
23,4,6.9,2013
23,5,6.8,2013
23,6,6.7,2013
23,7,6.7,2013
23,8,6.6,2013
23,9,6.5,2013
23,10,6.4,2013
23,11,6.3,2013
23,12,6.2,2013
23,1,6.1,2014
23,2,6.0,2014
23,3,5.9,2014
23,4,5.8,2014
23,5,5.7,2014
23,6,5.6,2014
23,7,5.5,2014
23,8,5.4,2014
23,9,5.3,2014
23,10,5.2,2014
23,11,5.2,2014
23,12,5.0,2014
23,1,4.9,2015
23,2,4.8,2015
23,3,4.7,2015
23,4,4.6,2015
23,5,4.5,2015
23,6,4.4,2015
23,7,4.3,2015
23,8,4.2,2015
23,9,4.1,2015
23,10,4.1,2015
23,11,4.0,2015
23,12,4.0,2015
23,1,4.0,2016
23,2,3.9,2016
23,3,3.9,2016
23,4,3.9,2016
23,5,3.8,2016
23,6,3.8,2016
23,7,3.8,2016
23,8,3.7,2016
23,9,3.7,2016
23,10,3.7,2016
23,11,3.6,2016
23,12,3.5,2016
23,1,3.5,2017
23,2,3.4,2017
23,3,3.4,2017
23,4,3.4,2017
23,5,3.4,2017
23,6,3.4,2017
23,7,3.4,2017
23,8,3.4,2017
23,9,3.4,2017
23,10,3.3,2017
23,11,3.2,2017
23,12,3.1,2017
23,1,3.0,2018
23,2,2.9,2018
23,3,2.9,2018
23,4,3.0,2018
23,5,3.1,2018
23,6,3.2,2018
23,7,3.2,2018
23,8,3.3,2018
23,9,3.3,2018
23,10,3.2,2018
23,11,3.2,2018
23,12,3.1,2018
23,1,3.0,2019
23,2,2.8,2019
23,3,2.7,2019
23,4,2.6,2019
23,5,2.6,2019
23,6,2.6,2019
23,7,2.7,2019
23,8,2.7,2019
23,9,2.7,2019
23,10,2.7,2019
23,11,2.7,2019
23,12,2.8,2019
23,1,3.0,2020
23,2,3.1,2020
23,3,3.1,2020
23,4,9.1,2020
23,5,8.3,2020
23,6,5.3,2020
23,7,8.8,2020
23,8,5.2,2020
23,9,4.9,2020
23,10,4.8,2020
23,11,4.9,2020
23,12,5.0,2020
23,1,5.2,2021
23,2,4.8,2021
23,3,4.8,2021
23,4,4.8,2021
23,5,4.8,2021
23,6,4.8,2021
23,7,4.9,2021
23,8,4.9,2021
23,9,4.8,2021
23,10,4.9,2021
24,1,3.3,2000
24,2,3.3,2000
24,3,3.4,2000
24,4,3.5,2000
24,5,3.5,2000
24,6,3.6,2000
24,7,3.6,2000
24,8,3.6,2000
24,9,3.6,2000
24,10,3.6,2000
24,11,3.6,2000
24,12,3.6,2000
24,1,3.6,2001
24,2,3.7,2001
24,3,3.7,2001
24,4,3.8,2001
24,5,3.9,2001
24,6,4.0,2001
24,7,4.2,2001
24,8,4.4,2001
24,9,4.6,2001
24,10,4.7,2001
24,11,4.9,2001
24,12,5.0,2001
24,1,5.0,2002
24,2,5.0,2002
24,3,5.0,2002
24,4,4.9,2002
24,5,4.9,2002
24,6,4.8,2002
24,7,4.7,2002
24,8,4.6,2002
24,9,4.6,2002
24,10,4.6,2002
24,11,4.6,2002
24,12,4.6,2002
24,1,4.7,2003
24,2,4.8,2003
24,3,4.8,2003
24,4,4.9,2003
24,5,4.9,2003
24,6,4.9,2003
24,7,4.9,2003
24,8,4.8,2003
24,9,4.8,2003
24,10,4.7,2003
24,11,4.7,2003
24,12,4.7,2003
24,1,4.6,2004
24,2,4.6,2004
24,3,4.6,2004
24,4,4.6,2004
24,5,4.6,2004
24,6,4.6,2004
24,7,4.6,2004
24,8,4.6,2004
24,9,4.6,2004
24,10,4.6,2004
24,11,4.7,2004
24,12,4.7,2004
24,1,4.7,2005
24,2,4.7,2005
24,3,4.7,2005
24,4,4.7,2005
24,5,4.6,2005
24,6,4.5,2005
24,7,4.4,2005
24,8,4.4,2005
24,9,4.4,2005
24,10,4.3,2005
24,11,4.2,2005
24,12,4.1,2005
24,1,4.1,2006
24,2,4.0,2006
24,3,4.0,2006
24,4,4.1,2006
24,5,4.2,2006
24,6,4.3,2006
24,7,4.3,2006
24,8,4.3,2006
24,9,4.3,2006
24,10,4.2,2006
24,11,4.2,2006
24,12,4.1,2006
24,1,4.0,2007
24,2,3.9,2007
24,3,3.8,2007
24,4,3.7,2007
24,5,3.7,2007
24,6,3.7,2007
24,7,3.7,2007
24,8,3.7,2007
24,9,3.7,2007
24,10,3.7,2007
24,11,3.6,2007
24,12,3.6,2007
24,1,3.6,2008
24,2,3.6,2008
24,3,3.7,2008
24,4,3.8,2008
24,5,4.0,2008
24,6,4.2,2008
24,7,4.5,2008
24,8,4.7,2008
24,9,5.0,2008
24,10,5.3,2008
24,11,5.7,2008
24,12,6.2,2008
24,1,6.6,2009
24,2,7.0,2009
24,3,7.3,2009
24,4,7.5,2009
24,5,7.6,2009
24,6,7.7,2009
24,7,7.7,2009
24,8,7.7,2009
24,9,7.8,2009
24,10,7.8,2009
24,11,7.9,2009
24,12,8.0,2009
24,1,8.1,2010
24,2,8.1,2010
24,3,8.0,2010
24,4,7.9,2010
24,5,7.9,2010
24,6,7.8,2010
24,7,7.7,2010
24,8,7.7,2010
24,9,7.7,2010
24,10,7.7,2010
24,11,7.7,2010
24,12,7.6,2010
24,1,7.5,2011
24,2,7.4,2011
24,3,7.4,2011
24,4,7.3,2011
24,5,7.4,2011
24,6,7.4,2011
24,7,7.4,2011
24,8,7.4,2011
24,9,7.3,2011
24,10,7.2,2011
24,11,7.1,2011
24,12,7.0,2011
24,1,6.9,2012
24,2,6.9,2012
24,3,6.9,2012
24,4,6.9,2012
24,5,6.9,2012
24,6,6.9,2012
24,7,6.9,2012
24,8,6.9,2012
24,9,6.8,2012
24,10,6.8,2012
24,11,6.8,2012
24,12,6.8,2012
24,1,6.8,2013
24,2,6.8,2013
24,3,6.7,2013
24,4,6.7,2013
24,5,6.6,2013
24,6,6.6,2013
24,7,6.5,2013
24,8,6.5,2013
24,9,6.4,2013
24,10,6.3,2013
24,11,6.2,2013
24,12,6.1,2013
24,1,6.1,2014
24,2,6.0,2014
24,3,5.9,2014
24,4,5.9,2014
24,5,5.8,2014
24,6,5.8,2014
24,7,5.7,2014
24,8,5.6,2014
24,9,5.6,2014
24,10,5.5,2014
24,11,5.5,2014
24,12,5.4,2014
24,1,5.4,2015
24,2,5.3,2015
24,3,5.3,2015
24,4,5.2,2015
24,5,5.1,2015
24,6,5.0,2015
24,7,4.9,2015
24,8,4.9,2015
24,9,4.8,2015
