Fips,Month,Unemployment Rate,Year
33,12,2.9,2016
33,1,2.9,2017
33,2,2.9,2017
33,3,2.9,2017
33,4,2.8,2017
33,5,2.8,2017
33,6,2.8,2017
33,7,2.8,2017
33,8,2.8,2017
33,9,2.8,2017
33,10,2.8,2017
33,11,2.8,2017
33,12,2.8,2017
33,1,2.8,2018
33,2,2.8,2018
33,3,2.7,2018
33,4,2.7,2018
33,5,2.7,2018
33,6,2.6,2018
33,7,2.6,2018
33,8,2.6,2018
33,9,2.5,2018
33,10,2.6,2018
33,11,2.6,2018
33,12,2.6,2018
33,1,2.6,2019
33,2,2.6,2019
33,3,2.6,2019
33,4,2.6,2019
33,5,2.6,2019
33,6,2.6,2019
33,7,2.6,2019
33,8,2.6,2019
33,9,2.6,2019
33,10,2.6,2019
33,11,2.6,2019
33,12,2.6,2019
33,1,2.6,2020
33,2,2.6,2020
33,3,2.7,2020
33,4,16.0,2020
33,5,13.4,2020
33,6,10.3,2020
33,7,8.1,2020
33,8,6.6,2020
33,9,5.5,2020
33,10,4.7,2020
33,11,4.2,2020
33,12,3.8,2020
33,1,3.6,2021
33,2,3.3,2021
33,3,3.0,2021
33,4,2.8,2021
33,5,2.9,2021
33,6,2.9,2021
33,7,2.9,2021
33,8,3.0,2021
33,9,2.9,2021
33,10,2.9,2021
34,1,3.8,2000
34,2,3.7,2000
34,3,3.6,2000
34,4,3.6,2000
34,5,3.5,2000
34,6,3.6,2000
34,7,3.6,2000
34,8,3.6,2000
34,9,3.7,2000
34,10,3.7,2000
34,11,3.7,2000
34,12,3.7,2000
34,1,3.7,2001
34,2,3.7,2001
34,3,3.7,2001
34,4,3.8,2001
34,5,3.9,2001
34,6,4.0,2001
34,7,4.1,2001
34,8,4.3,2001
34,9,4.6,2001
34,10,4.8,2001
34,11,5.0,2001
34,12,5.2,2001
34,1,5.4,2002
34,2,5.6,2002
34,3,5.7,2002
34,4,5.8,2002
34,5,5.8,2002
34,6,5.8,2002
34,7,5.8,2002
34,8,5.8,2002
34,9,5.8,2002
34,10,5.9,2002
34,11,5.9,2002
34,12,5.9,2002
34,1,5.9,2003
34,2,5.9,2003
34,3,5.9,2003
34,4,5.9,2003
34,5,6.0,2003
34,6,6.0,2003
34,7,6.0,2003
34,8,5.9,2003
34,9,5.8,2003
34,10,5.7,2003
34,11,5.6,2003
34,12,5.5,2003
34,1,5.4,2004
34,2,5.3,2004
34,3,5.2,2004
34,4,5.2,2004
34,5,5.1,2004
34,6,5.0,2004
34,7,4.9,2004
34,8,4.8,2004
34,9,4.7,2004
34,10,4.6,2004
34,11,4.5,2004
34,12,4.4,2004
34,1,4.4,2005
34,2,4.4,2005
34,3,4.4,2005
34,4,4.3,2005
34,5,4.3,2005
34,6,4.3,2005
34,7,4.3,2005
34,8,4.4,2005
34,9,4.5,2005
34,10,4.6,2005
34,11,4.7,2005
34,12,4.7,2005
34,1,4.7,2006
34,2,4.8,2006
34,3,4.8,2006
34,4,4.8,2006
34,5,4.8,2006
34,6,4.8,2006
34,7,4.7,2006
34,8,4.6,2006
34,9,4.5,2006
34,10,4.4,2006
34,11,4.3,2006
34,12,4.2,2006
34,1,4.1,2007
34,2,4.1,2007
34,3,4.1,2007
34,4,4.1,2007
34,5,4.1,2007
34,6,4.1,2007
34,7,4.2,2007
34,8,4.2,2007
34,9,4.3,2007
34,10,4.3,2007
34,11,4.4,2007
34,12,4.5,2007
34,1,4.6,2008
34,2,4.6,2008
34,3,4.7,2008
34,4,4.8,2008
34,5,5.0,2008
34,6,5.2,2008
34,7,5.4,2008
34,8,5.6,2008
34,9,5.9,2008
34,10,6.2,2008
34,11,6.5,2008
34,12,6.9,2008
34,1,7.3,2009
34,2,7.8,2009
34,3,8.1,2009
34,4,8.5,2009
34,5,8.7,2009
34,6,9.0,2009
34,7,9.2,2009
34,8,9.4,2009
34,9,9.6,2009
34,10,9.8,2009
34,11,9.9,2009
34,12,9.9,2009
34,1,10.0,2010
34,2,9.9,2010
34,3,9.9,2010
34,4,9.8,2010
34,5,9.7,2010
34,6,9.6,2010
34,7,9.5,2010
34,8,9.5,2010
34,9,9.5,2010
34,10,9.5,2010
34,11,9.5,2010
34,12,9.5,2010
34,1,9.5,2011
34,2,9.4,2011
34,3,9.4,2011
34,4,9.4,2011
34,5,9.4,2011
34,6,9.4,2011
34,7,9.4,2011
34,8,9.4,2011
34,9,9.3,2011
34,10,9.3,2011
34,11,9.3,2011
34,12,9.3,2011
34,1,9.3,2012
34,2,9.3,2012
34,3,9.4,2012
34,4,9.5,2012
34,5,9.5,2012
34,6,9.5,2012
34,7,9.5,2012
34,8,9.4,2012
34,9,9.4,2012
34,10,9.3,2012
34,11,9.3,2012
34,12,9.2,2012
34,1,9.1,2013
34,2,9.0,2013
34,3,8.9,2013
34,4,8.8,2013
34,5,8.7,2013
34,6,8.5,2013
34,7,8.4,2013
34,8,8.2,2013
34,9,8.0,2013
34,10,7.8,2013
34,11,7.6,2013
34,12,7.5,2013
34,1,7.3,2014
34,2,7.1,2014
34,3,7.0,2014
34,4,6.8,2014
34,5,6.7,2014
34,6,6.7,2014
34,7,6.6,2014
34,8,6.6,2014
34,9,6.6,2014
34,10,6.5,2014
34,11,6.5,2014
34,12,6.4,2014
34,1,6.3,2015
34,2,6.3,2015
34,3,6.2,2015
34,4,6.1,2015
34,5,6.0,2015
34,6,5.8,2015
34,7,5.6,2015
34,8,5.5,2015
34,9,5.3,2015
34,10,5.2,2015
34,11,5.1,2015
34,12,5.0,2015
34,1,5.0,2016
34,2,5.0,2016
34,3,5.0,2016
34,4,5.0,2016
34,5,5.0,2016
34,6,5.0,2016
34,7,5.0,2016
34,8,5.0,2016
34,9,4.9,2016
34,10,4.9,2016
34,11,4.8,2016
34,12,4.7,2016
34,1,4.6,2017
34,2,4.5,2017
34,3,4.5,2017
34,4,4.4,2017
34,5,4.4,2017
34,6,4.5,2017
34,7,4.5,2017
34,8,4.5,2017
34,9,4.6,2017
34,10,4.6,2017
34,11,4.5,2017
34,12,4.5,2017
34,1,4.4,2018
34,2,4.4,2018
34,3,4.3,2018
34,4,4.2,2018
34,5,4.1,2018
34,6,4.0,2018
34,7,3.9,2018
34,8,3.8,2018
34,9,3.8,2018
34,10,3.7,2018
34,11,3.7,2018
34,12,3.6,2018
34,1,3.6,2019
34,2,3.5,2019
34,3,3.4,2019
34,4,3.3,2019
34,5,3.2,2019
34,6,3.2,2019
34,7,3.3,2019
34,8,3.4,2019
34,9,3.5,2019
34,10,3.5,2019
34,11,3.6,2019
34,12,3.6,2019
34,1,3.7,2020
34,2,3.7,2020
34,3,3.8,2020
34,4,16.6,2020
34,5,16.5,2020
34,6,16.3,2020
34,7,13.1,2020
34,8,11.0,2020
34,9,7.8,2020
34,10,7.7,2020
34,11,10.2,2020
34,12,7.7,2020
34,1,7.8,2021
34,2,7.8,2021
34,3,7.6,2021
34,4,7.5,2021
34,5,7.2,2021
34,6,7.2,2021
34,7,7.3,2021
34,8,7.2,2021
34,9,7.1,2021
34,10,7.0,2021
35,1,5.2,2000
35,2,5.1,2000
35,3,5.0,2000
35,4,5.0,2000
35,5,5.0,2000
35,6,5.0,2000
35,7,5.0,2000
35,8,5.0,2000
35,9,5.0,2000
35,10,5.0,2000
35,11,5.0,2000
35,12,5.0,2000
35,1,5.0,2001
35,2,5.0,2001
35,3,4.9,2001
35,4,4.9,2001
35,5,4.8,2001
35,6,4.8,2001
35,7,4.8,2001
35,8,4.8,2001
35,9,4.9,2001
35,10,5.1,2001
35,11,5.2,2001
35,12,5.3,2001
35,1,5.4,2002
35,2,5.4,2002
35,3,5.5,2002
35,4,5.5,2002
35,5,5.5,2002
35,6,5.5,2002
35,7,5.5,2002
35,8,5.5,2002
35,9,5.5,2002
35,10,5.5,2002
35,11,5.5,2002
35,12,5.5,2002
35,1,5.6,2003
35,2,5.7,2003
35,3,5.7,2003
35,4,5.8,2003
35,5,5.9,2003
35,6,6.0,2003
35,7,6.1,2003
35,8,6.1,2003
35,9,6.1,2003
35,10,6.0,2003
35,11,5.9,2003
35,12,5.9,2003
35,1,5.8,2004
35,2,5.8,2004
35,3,5.7,2004
35,4,5.6,2004
35,5,5.6,2004
35,6,5.5,2004
35,7,5.5,2004
35,8,5.4,2004
35,9,5.4,2004
35,10,5.4,2004
35,11,5.5,2004
35,12,5.5,2004
35,1,5.6,2005
35,2,5.6,2005
35,3,5.5,2005
35,4,5.4,2005
35,5,5.3,2005
35,6,5.2,2005
35,7,5.1,2005
35,8,5.1,2005
35,9,5.0,2005
35,10,4.9,2005
35,11,4.8,2005
35,12,4.7,2005
35,1,4.5,2006
35,2,4.4,2006
35,3,4.3,2006
35,4,4.3,2006
35,5,4.3,2006
35,6,4.3,2006
35,7,4.3,2006
35,8,4.3,2006
35,9,4.2,2006
35,10,4.1,2006
35,11,4.0,2006
35,12,3.8,2006
35,1,3.7,2007
35,2,3.7,2007
35,3,3.6,2007
35,4,3.6,2007
35,5,3.5,2007
35,6,3.5,2007
35,7,3.5,2007
35,8,3.5,2007
35,9,3.5,2007
35,10,3.6,2007
35,11,3.7,2007
35,12,3.7,2007
35,1,3.8,2008
35,2,3.8,2008
35,3,3.8,2008
35,4,3.9,2008
35,5,4.0,2008
35,6,4.1,2008
35,7,4.2,2008
35,8,4.4,2008
35,9,4.5,2008
35,10,4.7,2008
35,11,5.0,2008
35,12,5.4,2008
35,1,5.8,2009
35,2,6.2,2009
35,3,6.6,2009
35,4,6.9,2009
35,5,7.1,2009
35,6,7.3,2009
35,7,7.3,2009
35,8,7.4,2009
35,9,7.4,2009
35,10,7.5,2009
35,11,7.5,2009
35,12,7.6,2009
35,1,7.8,2010
35,2,7.8,2010
35,3,7.9,2010
35,4,7.9,2010
35,5,7.9,2010
35,6,7.8,2010
35,7,7.8,2010
35,8,7.8,2010
35,9,7.8,2010
35,10,7.7,2010
35,11,7.6,2010
35,12,7.5,2010
35,1,7.4,2011
35,2,7.2,2011
35,3,7.1,2011
35,4,7.1,2011
35,5,7.1,2011
35,6,7.1,2011
35,7,7.2,2011
35,8,7.3,2011
35,9,7.3,2011
35,10,7.3,2011
35,11,7.3,2011
35,12,7.2,2011
35,1,7.1,2012
35,2,7.0,2012
35,3,7.0,2012
35,4,7.0,2012
35,5,7.0,2012
35,6,6.9,2012
35,7,6.9,2012
35,8,6.9,2012
35,9,6.9,2012
35,10,6.9,2012
35,11,7.0,2012
35,12,7.0,2012
35,1,7.0,2013
35,2,7.0,2013
35,3,6.9,2013
35,4,6.9,2013
35,5,6.9,2013
35,6,6.9,2013
35,7,6.9,2013
35,8,6.9,2013
35,9,6.9,2013
35,10,6.9,2013
35,11,6.9,2013
35,12,6.8,2013
35,1,6.8,2014
35,2,6.7,2014
35,3,6.7,2014
35,4,6.7,2014
35,5,6.7,2014
35,6,6.6,2014
35,7,6.6,2014
35,8,6.6,2014
35,9,6.5,2014
35,10,6.4,2014
35,11,6.4,2014
35,12,6.4,2014
35,1,6.5,2015
35,2,6.6,2015
35,3,6.7,2015
35,4,6.7,2015
35,5,6.7,2015
35,6,6.7,2015
35,7,6.6,2015
35,8,6.6,2015
35,9,6.6,2015
35,10,6.5,2015
35,11,6.5,2015
35,12,6.5,2015
35,1,6.5,2016
35,2,6.5,2016
35,3,6.6,2016
35,4,6.6,2016
35,5,6.7,2016
35,6,6.8,2016
35,7,6.9,2016
35,8,6.9,2016
35,9,6.9,2016
35,10,6.9,2016
35,11,6.9,2016
35,12,6.8,2016
35,1,6.7,2017
35,2,6.6,2017
35,3,6.5,2017
35,4,6.4,2017
35,5,6.2,2017
35,6,6.1,2017
35,7,6.0,2017
35,8,5.9,2017
35,9,5.8,2017
35,10,5.7,2017
35,11,5.6,2017
35,12,5.4,2017
35,1,5.2,2018
35,2,5.1,2018
35,3,4.9,2018
35,4,4.8,2018
35,5,4.8,2018
35,6,4.7,2018
35,7,4.8,2018
35,8,4.8,2018
35,9,4.9,2018
35,10,5.0,2018
35,11,5.1,2018
35,12,5.2,2018
35,1,5.2,2019
35,2,5.1,2019
35,3,5.1,2019
35,4,5.1,2019
35,5,5.0,2019
35,6,5.0,2019
35,7,5.0,2019
35,8,5.0,2019
35,9,5.0,2019
35,10,4.9,2019
35,11,4.9,2019
35,12,5.0,2019
35,1,5.1,2020
35,2,5.3,2020
35,3,5.4,2020
35,4,10.0,2020
35,5,10.0,2020
35,6,9.8,2020
35,7,12.5,2020
35,8,9.3,2020
35,9,8.6,2020
35,10,8.5,2020
35,11,8.5,2020
35,12,8.6,2020
35,1,8.7,2021
35,2,8.3,2021
35,3,8.3,2021
35,4,8.1,2021
35,5,7.9,2021
35,6,7.9,2021
35,7,7.6,2021
35,8,7.2,2021
35,9,6.9,2021
35,10,6.5,2021
36,1,4.7,2000
36,2,4.6,2000
36,3,4.6,2000
36,4,4.6,2000
36,5,4.6,2000
36,6,4.5,2000
36,7,4.5,2000
36,8,4.5,2000
36,9,4.5,2000
36,10,4.4,2000
36,11,4.3,2000
36,12,4.3,2000
36,1,4.2,2001
36,2,4.2,2001
36,3,4.3,2001
36,4,4.3,2001
36,5,4.4,2001
36,6,4.6,2001
36,7,4.8,2001
36,8,5.0,2001
36,9,5.3,2001
36,10,5.6,2001
36,11,5.8,2001
36,12,6.0,2001
36,1,6.2,2002
36,2,6.3,2002
36,3,6.3,2002
36,4,6.3,2002
36,5,6.3,2002
36,6,6.2,2002
36,7,6.1,2002
36,8,6.1,2002
36,9,6.1,2002
36,10,6.1,2002
36,11,6.2,2002
36,12,6.2,2002
36,1,6.3,2003
36,2,6.3,2003
36,3,6.3,2003
36,4,6.4,2003
36,5,6.4,2003
36,6,6.5,2003
36,7,6.5,2003
36,8,6.5,2003
36,9,6.5,2003
36,10,6.4,2003
36,11,6.4,2003
36,12,6.3,2003
36,1,6.3,2004
36,2,6.3,2004
36,3,6.2,2004
36,4,6.1,2004
36,5,6.0,2004
36,6,5.9,2004
36,7,5.7,2004
36,8,5.6,2004
36,9,5.5,2004
36,10,5.4,2004
36,11,5.3,2004
36,12,5.2,2004
36,1,5.1,2005
36,2,5.1,2005
36,3,5.0,2005
36,4,4.9,2005
36,5,4.9,2005
36,6,4.9,2005
36,7,4.9,2005
36,8,5.0,2005
36,9,5.0,2005
36,10,4.9,2005
36,11,4.9,2005
36,12,4.9,2005
36,1,4.8,2006
36,2,4.7,2006
36,3,4.7,2006
36,4,4.7,2006
36,5,4.7,2006
36,6,4.6,2006
36,7,4.5,2006
36,8,4.5,2006
36,9,4.4,2006
36,10,4.3,2006
36,11,4.3,2006
36,12,4.2,2006
36,1,4.2,2007
36,2,4.2,2007
36,3,4.2,2007
36,4,4.3,2007
36,5,4.3,2007
36,6,4.4,2007
36,7,4.5,2007
36,8,4.5,2007
36,9,4.6,2007
36,10,4.6,2007
36,11,4.7,2007
36,12,4.7,2007
36,1,4.7,2008
36,2,4.8,2008
36,3,4.8,2008
36,4,4.9,2008
36,5,5.0,2008
36,6,5.2,2008
36,7,5.3,2008
36,8,5.5,2008
36,9,5.7,2008
36,10,6.0,2008
36,11,6.3,2008
36,12,6.7,2008
36,1,7.1,2009
36,2,7.5,2009
36,3,7.9,2009
36,4,8.1,2009
36,5,8.3,2009
36,6,8.5,2009
36,7,8.6,2009
36,8,8.7,2009
36,9,8.8,2009
36,10,8.9,2009
36,11,9.0,2009
36,12,9.0,2009
36,1,9.0,2010
36,2,9.0,2010
36,3,8.9,2010
36,4,8.8,2010
36,5,8.8,2010
36,6,8.7,2010
36,7,8.6,2010
36,8,8.6,2010
36,9,8.6,2010
36,10,8.6,2010
36,11,8.5,2010
36,12,8.5,2010
36,1,8.4,2011
36,2,8.3,2011
36,3,8.2,2011
36,4,8.2,2011
36,5,8.2,2011
36,6,8.3,2011
36,7,8.3,2011
36,8,8.4,2011
36,9,8.4,2011
36,10,8.5,2011
36,11,8.5,2011
36,12,8.6,2011
36,1,8.6,2012
36,2,8.6,2012
36,3,8.7,2012
36,4,8.8,2012
36,5,8.8,2012
36,6,8.8,2012
36,7,8.7,2012
36,8,8.6,2012
36,9,8.6,2012
36,10,8.5,2012
36,11,8.4,2012
36,12,8.4,2012
36,1,8.3,2013
36,2,8.2,2013
36,3,8.1,2013
36,4,8.0,2013
36,5,7.9,2013
36,6,7.9,2013
36,7,7.8,2013
36,8,7.8,2013
36,9,7.6,2013
36,10,7.5,2013
36,11,7.3,2013
36,12,7.1,2013
36,1,7.0,2014
36,2,6.8,2014
36,3,6.7,2014
36,4,6.5,2014
36,5,6.4,2014
36,6,6.3,2014
36,7,6.2,2014
36,8,6.1,2014
36,9,6.0,2014
36,10,5.9,2014
36,11,5.8,2014
36,12,5.8,2014
36,1,5.7,2015
36,2,5.6,2015
36,3,5.6,2015
36,4,5.5,2015
36,5,5.4,2015
36,6,5.3,2015
36,7,5.2,2015
36,8,5.0,2015
36,9,4.9,2015
36,10,4.9,2015
36,11,4.9,2015
36,12,4.8,2015
36,1,4.8,2016
36,2,4.8,2016
36,3,4.8,2016
36,4,4.8,2016
36,5,4.8,2016
36,6,4.9,2016
36,7,4.9,2016
36,8,5.0,2016
36,9,5.0,2016
36,10,5.0,2016
36,11,4.9,2016
36,12,4.8,2016
36,1,4.7,2017
36,2,4.7,2017
36,3,4.6,2017
36,4,4.6,2017
36,5,4.6,2017
36,6,4.7,2017
36,7,4.7,2017
36,8,4.7,2017
36,9,4.7,2017
36,10,4.6,2017
36,11,4.6,2017
36,12,4.6,2017
36,1,4.5,2018
36,2,4.4,2018
36,3,4.3,2018
36,4,4.2,2018
36,5,4.1,2018
36,6,4.0,2018
36,7,3.9,2018
36,8,3.9,2018
36,9,3.9,2018
36,10,3.9,2018
36,11,4.0,2018
36,12,4.0,2018
36,1,4.0,2019
36,2,3.9,2019
36,3,3.9,2019
36,4,3.8,2019
36,5,3.8,2019
36,6,3.8,2019
36,7,3.8,2019
36,8,3.8,2019
36,9,3.8,2019
36,10,3.8,2019
36,11,3.7,2019
36,12,3.7,2019
36,1,3.8,2020
36,2,3.9,2020
36,3,3.9,2020
36,4,16.2,2020
36,5,15.7,2020
36,6,15.0,2020
36,7,14.7,2020
36,8,11.7,2020
36,9,10.0,2020
36,10,8.7,2020
36,11,8.7,2020
36,12,8.7,2020
36,1,8.8,2021
36,2,8.9,2021
36,3,8.4,2021
36,4,8.2,2021
36,5,7.8,2021
36,6,7.7,2021
36,7,7.6,2021
36,8,7.4,2021
36,9,7.1,2021
36,10,6.9,2021
37,1,3.4,2000
37,2,3.4,2000
37,3,3.4,2000
37,4,3.5,2000
37,5,3.6,2000
37,6,3.7,2000
37,7,3.8,2000
37,8,3.9,2000
37,9,4.0,2000
37,10,4.1,2000
37,11,4.1,2000
37,12,4.2,2000
37,1,4.4,2001
37,2,4.6,2001
37,3,4.8,2001
37,4,5.0,2001
37,5,5.2,2001
37,6,5.4,2001
37,7,5.6,2001
37,8,5.9,2001
37,9,6.2,2001
37,10,6.5,2001
37,11,6.8,2001
37,12,7.1,2001
37,1,7.2,2002
37,2,7.2,2002
37,3,7.2,2002
37,4,7.1,2002
37,5,7.0,2002
37,6,6.9,2002
37,7,6.8,2002
37,8,6.7,2002
37,9,6.7,2002
37,10,6.7,2002
37,11,6.8,2002
37,12,6.8,2002
37,1,6.8,2003
37,2,6.8,2003
37,3,6.8,2003
37,4,6.8,2003
37,5,6.9,2003
37,6,6.9,2003
37,7,6.9,2003
37,8,6.8,2003
37,9,6.7,2003
37,10,6.5,2003
37,11,6.4,2003
37,12,6.3,2003
37,1,6.2,2004
37,2,6.1,2004
37,3,6.1,2004
37,4,6.0,2004
37,5,5.9,2004
37,6,5.8,2004
37,7,5.7,2004
37,8,5.7,2004
37,9,5.7,2004
37,10,5.7,2004
37,11,5.7,2004
37,12,5.7,2004
37,1,5.8,2005
37,2,5.7,2005
37,3,5.7,2005
37,4,5.7,2005
37,5,5.7,2005
37,6,5.6,2005
37,7,5.6,2005
37,8,5.6,2005
37,9,5.6,2005
37,10,5.5,2005
37,11,5.4,2005
37,12,5.3,2005
37,1,5.2,2006
37,2,5.0,2006
37,3,5.0,2006
37,4,5.0,2006
37,5,5.0,2006
37,6,5.1,2006
37,7,5.2,2006
37,8,5.2,2006
37,9,5.3,2006
37,10,5.3,2006
37,11,5.2,2006
37,12,5.1,2006
37,1,5.0,2007
37,2,4.9,2007
37,3,4.9,2007
37,4,4.9,2007
37,5,4.9,2007
37,6,5.0,2007
37,7,5.1,2007
37,8,5.2,2007
37,9,5.3,2007
37,10,5.3,2007
37,11,5.3,2007
37,12,5.3,2007
37,1,5.2,2008
37,2,5.2,2008
37,3,5.2,2008
37,4,5.3,2008
37,5,5.5,2008
37,6,5.7,2008
37,7,5.8,2008
37,8,6.0,2008
37,9,6.1,2008
37,10,6.3,2008
37,11,8.6,2008
37,12,9.6,2008
37,1,10.2,2009
37,2,10.8,2009
37,3,11.2,2009
37,4,11.4,2009
37,5,11.4,2009
37,6,11.3,2009
37,7,11.2,2009
37,8,11.0,2009
37,9,10.9,2009
37,10,10.9,2009
37,11,11.0,2009
37,12,11.1,2009
37,1,11.2,2010
37,2,11.2,2010
37,3,11.2,2010
37,4,11.0,2010
37,5,10.8,2010
37,6,10.6,2010
37,7,10.4,2010
37,8,10.4,2010
37,9,10.4,2010
37,10,10.4,2010
37,11,10.5,2010
37,12,10.5,2010
37,1,10.4,2011
37,2,10.3,2011
37,3,10.2,2011
37,4,10.2,2011
37,5,10.2,2011
37,6,10.3,2011
37,7,10.3,2011
37,8,10.4,2011
37,9,10.3,2011
37,10,10.2,2011
37,11,10.1,2011
37,12,9.9,2011
37,1,9.7,2012
37,2,9.6,2012
37,3,9.5,2012
37,4,9.5,2012
37,5,9.5,2012
37,6,9.5,2012
37,7,9.5,2012
37,8,9.5,2012
37,9,9.5,2012
37,10,9.5,2012
37,11,9.5,2012
37,12,9.4,2012
37,1,9.4,2013
37,2,9.1,2013
37,3,8.8,2013
37,4,8.5,2013
37,5,8.2,2013
37,6,7.8,2013
37,7,7.5,2013
37,8,7.3,2013
37,9,6.7,2013
37,10,6.6,2013
37,11,6.5,2013
37,12,6.4,2013
37,1,6.4,2014
37,2,6.3,2014
37,3,6.3,2014
37,4,6.3,2014
37,5,6.2,2014
37,6,6.2,2014
37,7,6.1,2014
37,8,6.1,2014
37,9,6.0,2014
37,10,5.9,2014
37,11,5.8,2014
37,12,5.7,2014
37,1,5.7,2015
37,2,5.7,2015
37,3,5.8,2015
37,4,5.8,2015
37,5,5.8,2015
37,6,5.8,2015
37,7,5.7,2015
37,8,5.7,2015
37,9,5.6,2015
37,10,5.5,2015
37,11,5.4,2015
37,12,5.4,2015
37,1,5.3,2016
37,2,5.2,2016
37,3,5.2,2016
37,4,5.1,2016
37,5,5.1,2016
37,6,5.0,2016
37,7,5.0,2016
37,8,5.1,2016
37,9,5.1,2016
37,10,5.1,2016
37,11,5.0,2016
37,12,5.0,2016
37,1,4.9,2017
37,2,4.8,2017
37,3,4.7,2017
37,4,4.6,2017
37,5,4.5,2017
37,6,4.5,2017
37,7,4.5,2017
37,8,4.4,2017
37,9,4.4,2017
37,10,4.4,2017
37,11,4.4,2017
37,12,4.3,2017
37,1,4.3,2018
37,2,4.2,2018
37,3,4.1,2018
37,4,4.1,2018
37,5,4.0,2018
37,6,4.0,2018
37,7,3.9,2018
37,8,3.9,2018
37,9,3.9,2018
37,10,3.9,2018
37,11,4.0,2018
37,12,4.0,2018
37,1,4.0,2019
37,2,4.0,2019
37,3,4.0,2019
37,4,3.9,2019
37,5,3.9,2019
37,6,3.8,2019
37,7,3.8,2019
37,8,3.7,2019
37,9,3.7,2019
37,10,3.6,2019
37,11,3.5,2019
37,12,3.5,2019
37,1,3.5,2020
37,2,3.6,2020
37,3,3.9,2020
37,4,13.5,2020
37,5,13.5,2020
37,6,8.8,2020
37,7,8.8,2020
37,8,6.8,2020
37,9,7.3,2020
37,10,6.8,2020
37,11,6.4,2020
37,12,6.1,2020
37,1,5.9,2021
37,2,5.7,2021
37,3,5.2,2021
37,4,5.0,2021
37,5,4.8,2021
37,6,4.6,2021
37,7,4.4,2021
37,8,4.3,2021
37,9,4.3,2021
37,10,4.1,2021
38,1,3.0,2000
38,2,3.0,2000
38,3,3.0,2000
38,4,3.0,2000
38,5,2.9,2000
38,6,2.9,2000
38,7,2.9,2000
38,8,2.9,2000
38,9,2.9,2000
38,10,2.9,2000
38,11,2.9,2000
38,12,2.8,2000
38,1,2.8,2001
38,2,2.8,2001
38,3,2.7,2001
38,4,2.7,2001
38,5,2.7,2001
38,6,2.7,2001
38,7,2.8,2001
38,8,2.8,2001
38,9,2.9,2001
38,10,3.0,2001
38,11,3.0,2001
38,12,3.1,2001
38,1,3.2,2002
38,2,3.3,2002
38,3,3.4,2002
38,4,3.4,2002
38,5,3.4,2002
38,6,3.4,2002
38,7,3.4,2002
38,8,3.4,2002
38,9,3.4,2002
38,10,3.4,2002
38,11,3.4,2002
38,12,3.4,2002
38,1,3.5,2003
38,2,3.5,2003
38,3,3.5,2003
38,4,3.5,2003
38,5,3.5,2003
38,6,3.5,2003
38,7,3.5,2003
38,8,3.5,2003
38,9,3.5,2003
38,10,3.4,2003
38,11,3.4,2003
38,12,3.4,2003
38,1,3.4,2004
38,2,3.4,2004
38,3,3.3,2004
38,4,3.3,2004
38,5,3.4,2004
38,6,3.4,2004
38,7,3.4,2004
38,8,3.4,2004
38,9,3.4,2004
38,10,3.4,2004
38,11,3.4,2004
38,12,3.4,2004
38,1,3.4,2005
38,2,3.4,2005
38,3,3.4,2005
38,4,3.4,2005
38,5,3.4,2005
38,6,3.3,2005
38,7,3.3,2005
38,8,3.3,2005
38,9,3.2,2005
38,10,3.2,2005
38,11,3.2,2005
38,12,3.2,2005
38,1,3.1,2006
38,2,3.1,2006
38,3,3.1,2006
38,4,3.1,2006
38,5,3.1,2006
38,6,3.1,2006
38,7,3.1,2006
38,8,3.1,2006
38,9,3.1,2006
38,10,3.1,2006
38,11,3.1,2006
38,12,3.1,2006
38,1,3.0,2007
38,2,3.0,2007
38,3,3.0,2007
38,4,3.0,2007
38,5,3.0,2007
38,6,3.0,2007
38,7,3.0,2007
38,8,3.1,2007
38,9,3.1,2007
38,10,3.0,2007
38,11,3.0,2007
38,12,3.0,2007
38,1,2.9,2008
38,2,2.8,2008
38,3,2.8,2008
38,4,2.9,2008
38,5,3.0,2008
38,6,3.1,2008
38,7,3.1,2008
38,8,3.2,2008
38,9,3.2,2008
38,10,3.3,2008
38,11,3.4,2008
38,12,3.6,2008
38,1,3.8,2009
38,2,3.9,2009
38,3,4.0,2009
38,4,4.0,2009
38,5,4.0,2009
38,6,3.9,2009
38,7,3.9,2009
38,8,3.9,2009
38,9,3.9,2009
38,10,3.9,2009
38,11,3.9,2009
38,12,3.9,2009
38,1,3.9,2010
38,2,3.9,2010
38,3,3.9,2010
38,4,3.8,2010
38,5,3.7,2010
38,6,3.7,2010
38,7,3.6,2010
38,8,3.6,2010
38,9,3.6,2010
38,10,3.6,2010
38,11,3.5,2010
38,12,3.5,2010
38,1,3.5,2011
38,2,3.4,2011
38,3,3.4,2011
38,4,3.4,2011
38,5,3.4,2011
38,6,3.4,2011
38,7,3.4,2011
38,8,3.4,2011
38,9,3.4,2011
38,10,3.3,2011
38,11,3.2,2011
38,12,3.1,2011
38,1,3.0,2012
38,2,2.9,2012
38,3,2.9,2012
38,4,2.9,2012
38,5,2.9,2012
38,6,2.9,2012
38,7,2.9,2012
38,8,2.9,2012
38,9,2.9,2012
38,10,3.0,2012
38,11,3.0,2012
38,12,3.0,2012
38,1,3.0,2013
38,2,3.0,2013
38,3,3.0,2013
38,4,2.9,2013
38,5,2.9,2013
38,6,2.9,2013
38,7,2.9,2013
38,8,2.9,2013
