HPI,Fips,Year,Month
392.28,33,2010,10
383.41,33,2011,1
376.73,33,2011,4
378.97,33,2011,7
380.58,33,2011,10
375.22,33,2012,1
372.16,33,2012,4
374.09,33,2012,7
375.39,33,2012,10
374.25,33,2013,1
375.06,33,2013,4
379.3,33,2013,7
379.88,33,2013,10
383.49,33,2014,1
386.13,33,2014,4
392.3,33,2014,7
394.07,33,2014,10
397.39,33,2015,1
403.68,33,2015,4
408.98,33,2015,7
408.83,33,2015,10
412.64,33,2016,1
418.08,33,2016,4
425.51,33,2016,7
427.73,33,2016,10
430.83,33,2017,1
440.44,33,2017,4
448.19,33,2017,7
451.99,33,2017,10
458.55,33,2018,1
468.05,33,2018,4
474.67,33,2018,7
476.79,33,2018,10
481.31,33,2019,1
490.76,33,2019,4
497.68,33,2019,7
503.71,33,2019,10
509.8,33,2020,1
517.91,33,2020,4
529.66,33,2020,7
545.74,33,2020,10
560.29,33,2021,1
593.31,33,2021,4
279.5,34,2000,1
286.2,34,2000,4
294.64,34,2000,7
299.07,34,2000,10
305.86,34,2001,1
314.56,34,2001,4
323.68,34,2001,7
330.08,34,2001,10
339.63,34,2002,1
352.28,34,2002,4
364.02,34,2002,7
372.45,34,2002,10
379.31,34,2003,1
385.97,34,2003,4
397.71,34,2003,7
417.9,34,2003,10
426.52,34,2004,1
439.97,34,2004,4
469.56,34,2004,7
481.46,34,2004,10
495.84,34,2005,1
517.42,34,2005,4
537.19,34,2005,7
553.54,34,2005,10
564.14,34,2006,1
570.64,34,2006,4
574.08,34,2006,7
576.96,34,2006,10
577.73,34,2007,1
574.13,34,2007,4
567.16,34,2007,7
564.68,34,2007,10
560.99,34,2008,1
544.94,34,2008,4
529.33,34,2008,7
523.84,34,2008,10
522.37,34,2009,1
505.49,34,2009,4
492.66,34,2009,7
488.99,34,2009,10
486.23,34,2010,1
482.59,34,2010,4
485.83,34,2010,7
484.83,34,2010,10
473.37,34,2011,1
463.88,34,2011,4
462.45,34,2011,7
462.59,34,2011,10
456.29,34,2012,1
450.22,34,2012,4
452.65,34,2012,7
453.61,34,2012,10
453.53,34,2013,1
454.39,34,2013,4
454.99,34,2013,7
456.26,34,2013,10
458.77,34,2014,1
463.75,34,2014,4
468.08,34,2014,7
470.12,34,2014,10
473.99,34,2015,1
477.73,34,2015,4
478.86,34,2015,7
479.57,34,2015,10
482.77,34,2016,1
488.28,34,2016,4
492.93,34,2016,7
494.84,34,2016,10
490.56,34,2017,1
498.64,34,2017,4
504.92,34,2017,7
506.44,34,2017,10
510.1,34,2018,1
514.24,34,2018,4
518.08,34,2018,7
518.58,34,2018,10
523.08,34,2019,1
530.74,34,2019,4
538.7,34,2019,7
542.44,34,2019,10
546.98,34,2020,1
552.31,34,2020,4
561.92,34,2020,7
573.69,34,2020,10
586.93,34,2021,1
613.74,34,2021,4
198.73,35,2000,1
199.43,35,2000,4
200.66,35,2000,7
201.81,35,2000,10
206.63,35,2001,1
208.23,35,2001,4
209.52,35,2001,7
210.96,35,2001,10
212.13,35,2002,1
215.07,35,2002,4
218.31,35,2002,7
220.28,35,2002,10
222.98,35,2003,1
225.52,35,2003,4
228.22,35,2003,7
233.19,35,2003,10
235.72,35,2004,1
241.04,35,2004,4
247.08,35,2004,7
252.09,35,2004,10
257.31,35,2005,1
268.64,35,2005,4
278.93,35,2005,7
287.19,35,2005,10
295.65,35,2006,1
306.46,35,2006,4
313.99,35,2006,7
321.25,35,2006,10
326.26,35,2007,1
328.68,35,2007,4
329.52,35,2007,7
330.84,35,2007,10
331.98,35,2008,1
327.7,35,2008,4
319.93,35,2008,7
319.26,35,2008,10
321.91,35,2009,1
313.22,35,2009,4
307.07,35,2009,7
304.35,35,2009,10
303.76,35,2010,1
298.44,35,2010,4
300.28,35,2010,7
297.33,35,2010,10
289.61,35,2011,1
284.18,35,2011,4
285.19,35,2011,7
286.56,35,2011,10
281.53,35,2012,1
279.68,35,2012,4
281.52,35,2012,7
282.17,35,2012,10
283.42,35,2013,1
283.32,35,2013,4
283.01,35,2013,7
284.47,35,2013,10
282.96,35,2014,1
285.1,35,2014,4
287.54,35,2014,7
288.4,35,2014,10
289.74,35,2015,1
290.87,35,2015,4
293.89,35,2015,7
292.83,35,2015,10
294.96,35,2016,1
299.63,35,2016,4
301.56,35,2016,7
305.76,35,2016,10
304.48,35,2017,1
307.45,35,2017,4
313.42,35,2017,7
314.35,35,2017,10
315.78,35,2018,1
320.55,35,2018,4
324.01,35,2018,7
326.47,35,2018,10
328.48,35,2019,1
336.24,35,2019,4
342.32,35,2019,7
345.14,35,2019,10
350.18,35,2020,1
354.61,35,2020,4
361.76,35,2020,7
369.24,35,2020,10
379.31,35,2021,1
393.91,35,2021,4
335.7,36,2000,1
345.83,36,2000,4
355.9,36,2000,7
361.37,36,2000,10
369.53,36,2001,1
377.7,36,2001,4
388.09,36,2001,7
394.93,36,2001,10
404.59,36,2002,1
417.43,36,2002,4
430.09,36,2002,7
439.34,36,2002,10
449.17,36,2003,1
460.08,36,2003,4
467.14,36,2003,7
489.12,36,2003,10
499.35,36,2004,1
514.16,36,2004,4
539.17,36,2004,7
552.86,36,2004,10
567.44,36,2005,1
586.42,36,2005,4
605.6,36,2005,7
619.26,36,2005,10
630.29,36,2006,1
632.1,36,2006,4
631.51,36,2006,7
639.6,36,2006,10
642.77,36,2007,1
640.65,36,2007,4
631.45,36,2007,7
633.34,36,2007,10
636.78,36,2008,1
624.71,36,2008,4
608.44,36,2008,7
602.79,36,2008,10
609.96,36,2009,1
596.82,36,2009,4
582.55,36,2009,7
577.43,36,2009,10
573.62,36,2010,1
570.09,36,2010,4
578.16,36,2010,7
577.91,36,2010,10
569.2,36,2011,1
561.11,36,2011,4
558.69,36,2011,7
563.02,36,2011,10
558.68,36,2012,1
553.07,36,2012,4
554.94,36,2012,7
556.86,36,2012,10
557.49,36,2013,1
559.05,36,2013,4
561.88,36,2013,7
561.27,36,2013,10
561.64,36,2014,1
567.43,36,2014,4
575.91,36,2014,7
579.3,36,2014,10
584.57,36,2015,1
589.38,36,2015,4
594.68,36,2015,7
595.66,36,2015,10
598.47,36,2016,1
608.48,36,2016,4
616.71,36,2016,7
622.41,36,2016,10
624.27,36,2017,1
634.76,36,2017,4
647.56,36,2017,7
653.72,36,2017,10
660.69,36,2018,1
668.92,36,2018,4
679.91,36,2018,7
680.85,36,2018,10
686.14,36,2019,1
697.59,36,2019,4
707.48,36,2019,7
715.36,36,2019,10
722.27,36,2020,1
728.03,36,2020,4
740.15,36,2020,7
756.54,36,2020,10
773.63,36,2021,1
799.97,36,2021,4
232.88,37,2000,1
235.84,37,2000,4
238.86,37,2000,7
241.47,37,2000,10
246.72,37,2001,1
248.9,37,2001,4
250.86,37,2001,7
253.16,37,2001,10
254.69,37,2002,1
255.8,37,2002,4
259.32,37,2002,7
261.07,37,2002,10
263.22,37,2003,1
264.97,37,2003,4
266.3,37,2003,7
268.7,37,2003,10
271.72,37,2004,1
274.27,37,2004,4
277.11,37,2004,7
281.88,37,2004,10
286.33,37,2005,1
290.15,37,2005,4
296.74,37,2005,7
303.05,37,2005,10
308.0,37,2006,1
312.23,37,2006,4
317.49,37,2006,7
323.31,37,2006,10
328.43,37,2007,1
331.58,37,2007,4
332.9,37,2007,7
335.41,37,2007,10
338.22,37,2008,1
337.62,37,2008,4
333.6,37,2008,7
333.37,37,2008,10
337.16,37,2009,1
331.43,37,2009,4
323.68,37,2009,7
319.92,37,2009,10
314.5,37,2010,1
312.0,37,2010,4
314.06,37,2010,7
312.28,37,2010,10
305.31,37,2011,1
299.16,37,2011,4
300.65,37,2011,7
301.82,37,2011,10
297.61,37,2012,1
294.06,37,2012,4
297.07,37,2012,7
298.33,37,2012,10
297.73,37,2013,1
299.27,37,2013,4
300.0,37,2013,7
299.31,37,2013,10
300.94,37,2014,1
305.06,37,2014,4
308.05,37,2014,7
309.25,37,2014,10
314.21,37,2015,1
317.94,37,2015,4
320.69,37,2015,7
323.74,37,2015,10
327.5,37,2016,1
332.52,37,2016,4
339.08,37,2016,7
340.89,37,2016,10
342.77,37,2017,1
353.08,37,2017,4
357.72,37,2017,7
359.38,37,2017,10
365.88,37,2018,1
374.63,37,2018,4
379.41,37,2018,7
381.84,37,2018,10
387.82,37,2019,1
394.72,37,2019,4
399.19,37,2019,7
404.74,37,2019,10
410.44,37,2020,1
413.85,37,2020,4
421.71,37,2020,7
432.04,37,2020,10
441.19,37,2021,1
465.63,37,2021,4
159.13,38,2000,1
160.32,38,2000,4
161.89,38,2000,7
163.24,38,2000,10
167.43,38,2001,1
168.55,38,2001,4
169.9,38,2001,7
171.27,38,2001,10
173.26,38,2002,1
174.79,38,2002,4
178.72,38,2002,7
180.56,38,2002,10
181.75,38,2003,1
184.55,38,2003,4
187.18,38,2003,7
190.71,38,2003,10
192.96,38,2004,1
195.87,38,2004,4
202.03,38,2004,7
206.13,38,2004,10
207.29,38,2005,1
213.74,38,2005,4
218.64,38,2005,7
221.48,38,2005,10
222.41,38,2006,1
228.94,38,2006,4
231.73,38,2006,7
231.95,38,2006,10
236.98,38,2007,1
239.75,38,2007,4
241.49,38,2007,7
242.12,38,2007,10
246.34,38,2008,1
247.36,38,2008,4
247.44,38,2008,7
249.52,38,2008,10
251.19,38,2009,1
250.96,38,2009,4
250.68,38,2009,7
252.69,38,2009,10
252.77,38,2010,1
252.58,38,2010,4
254.81,38,2010,7
257.62,38,2010,10
259.0,38,2011,1
262.51,38,2011,4
265.59,38,2011,7
267.89,38,2011,10
270.14,38,2012,1
277.6,38,2012,4
282.15,38,2012,7
289.66,38,2012,10
294.34,38,2013,1
301.19,38,2013,4
312.13,38,2013,7
316.5,38,2013,10
319.6,38,2014,1
323.98,38,2014,4
331.92,38,2014,7
336.76,38,2014,10
340.14,38,2015,1
343.22,38,2015,4
349.89,38,2015,7
350.48,38,2015,10
350.63,38,2016,1
353.11,38,2016,4
357.26,38,2016,7
356.43,38,2016,10
358.82,38,2017,1
357.39,38,2017,4
361.49,38,2017,7
360.3,38,2017,10
361.84,38,2018,1
363.26,38,2018,4
362.7,38,2018,7
365.01,38,2018,10
367.5,38,2019,1
372.61,38,2019,4
375.15,38,2019,7
377.21,38,2019,10
378.07,38,2020,1
377.68,38,2020,4
383.38,38,2020,7
388.49,38,2020,10
388.46,38,2021,1
398.59,38,2021,4
216.12,39,2000,1
218.75,39,2000,4
221.39,39,2000,7
224.28,39,2000,10
228.53,39,2001,1
230.9,39,2001,4
233.07,39,2001,7
234.99,39,2001,10
236.96,39,2002,1
238.59,39,2002,4
240.96,39,2002,7
242.53,39,2002,10
244.31,39,2003,1
246.07,39,2003,4
248.1,39,2003,7
251.49,39,2003,10
253.05,39,2004,1
254.58,39,2004,4
257.51,39,2004,7
260.18,39,2004,10
262.51,39,2005,1
264.61,39,2005,4
267.14,39,2005,7
267.47,39,2005,10
267.52,39,2006,1
266.44,39,2006,4
265.83,39,2006,7
266.87,39,2006,10
266.99,39,2007,1
265.4,39,2007,4
262.47,39,2007,7
262.42,39,2007,10
263.63,39,2008,1
259.63,39,2008,4
253.19,39,2008,7
253.72,39,2008,10
258.31,39,2009,1
252.46,39,2009,4
247.42,39,2009,7
247.02,39,2009,10
244.24,39,2010,1
242.4,39,2010,4
245.67,39,2010,7
244.62,39,2010,10
237.18,39,2011,1
233.62,39,2011,4
236.56,39,2011,7
237.27,39,2011,10
234.44,39,2012,1
233.28,39,2012,4
235.51,39,2012,7
234.97,39,2012,10
233.92,39,2013,1
234.65,39,2013,4
235.84,39,2013,7
235.64,39,2013,10
236.08,39,2014,1
241.25,39,2014,4
243.91,39,2014,7
245.0,39,2014,10
246.43,39,2015,1
250.53,39,2015,4
253.12,39,2015,7
253.86,39,2015,10
255.06,39,2016,1
259.54,39,2016,4
264.9,39,2016,7
264.51,39,2016,10
265.99,39,2017,1
273.63,39,2017,4
277.29,39,2017,7
278.3,39,2017,10
282.09,39,2018,1
288.31,39,2018,4
292.64,39,2018,7
293.27,39,2018,10
296.54,39,2019,1
302.87,39,2019,4
307.34,39,2019,7
310.15,39,2019,10
314.72,39,2020,1
317.39,39,2020,4
325.25,39,2020,7
332.85,39,2020,10
338.47,39,2021,1
355.49,39,2021,4
143.61,40,2000,1
145.32,40,2000,4
147.67,40,2000,7
148.58,40,2000,10
152.06,40,2001,1
153.58,40,2001,4
155.23,40,2001,7
156.95,40,2001,10
157.77,40,2002,1
159.34,40,2002,4
161.53,40,2002,7
163.45,40,2002,10
164.45,40,2003,1
166.56,40,2003,4
167.71,40,2003,7
169.32,40,2003,10
171.32,40,2004,1
172.86,40,2004,4
174.14,40,2004,7
177.03,40,2004,10
178.28,40,2005,1
181.24,40,2005,4
184.66,40,2005,7
186.84,40,2005,10
188.18,40,2006,1
190.53,40,2006,4
191.96,40,2006,7
194.74,40,2006,10
197.21,40,2007,1
198.05,40,2007,4
200.71,40,2007,7
202.45,40,2007,10
203.52,40,2008,1
204.63,40,2008,4
202.98,40,2008,7
203.13,40,2008,10
206.46,40,2009,1
204.69,40,2009,4
203.44,40,2009,7
204.02,40,2009,10
202.47,40,2010,1
202.29,40,2010,4
204.28,40,2010,7
203.63,40,2010,10
199.44,40,2011,1
199.47,40,2011,4
199.01,40,2011,7
201.9,40,2011,10
202.02,40,2012,1
201.78,40,2012,4
203.35,40,2012,7
204.48,40,2012,10
204.54,40,2013,1
206.4,40,2013,4
207.51,40,2013,7
206.89,40,2013,10
209.36,40,2014,1
211.07,40,2014,4
214.02,40,2014,7
215.0,40,2014,10
216.88,40,2015,1
219.83,40,2015,4
222.31,40,2015,7
223.78,40,2015,10
223.67,40,2016,1
225.79,40,2016,4
228.43,40,2016,7
228.3,40,2016,10
231.14,40,2017,1
234.35,40,2017,4
235.41,40,2017,7
236.7,40,2017,10
237.52,40,2018,1
241.09,40,2018,4
242.28,40,2018,7
243.04,40,2018,10
246.47,40,2019,1
248.34,40,2019,4
252.84,40,2019,7
254.85,40,2019,10
258.12,40,2020,1
260.17,40,2020,4
264.21,40,2020,7
268.78,40,2020,10
273.91,40,2021,1
284.73,40,2021,4
247.71,41,2000,1
249.42,41,2000,4
251.77,41,2000,7
254.46,41,2000,10
261.39,41,2001,1
263.86,41,2001,4
266.24,41,2001,7
268.52,41,2001,10
271.96,41,2002,1
273.84,41,2002,4
278.54,41,2002,7
280.78,41,2002,10
283.71,41,2003,1
286.34,41,2003,4
290.37,41,2003,7
297.74,41,2003,10
301.52,41,2004,1
310.52,41,2004,4
324.31,41,2004,7
331.84,41,2004,10
341.85,41,2005,1
360.1,41,2005,4
380.13,41,2005,7
396.69,41,2005,10
411.0,41,2006,1
427.73,41,2006,4
438.89,41,2006,7
447.16,41,2006,10
452.28,41,2007,1
457.44,41,2007,4
455.14,41,2007,7
456.68,41,2007,10
454.12,41,2008,1
445.97,41,2008,4
431.44,41,2008,7
425.14,41,2008,10
422.6,41,2009,1
406.38,41,2009,4
392.23,41,2009,7
385.1,41,2009,10
378.25,41,2010,1
372.71,41,2010,4
372.92,41,2010,7
367.28,41,2010,10
351.99,41,2011,1
341.72,41,2011,4
344.83,41,2011,7
348.16,41,2011,10
342.08,41,2012,1
338.62,41,2012,4
345.81,41,2012,7
351.47,41,2012,10
354.25,41,2013,1
364.04,41,2013,4
374.34,41,2013,7
378.98,41,2013,10
384.56,41,2014,1
397.18,41,2014,4
403.99,41,2014,7
408.17,41,2014,10
414.69,41,2015,1
428.87,41,2015,4
442.43,41,2015,7
449.64,41,2015,10
459.26,41,2016,1
475.93,41,2016,4
490.28,41,2016,7
497.9,41,2016,10
503.69,41,2017,1
519.8,41,2017,4
528.88,41,2017,7
532.29,41,2017,10
540.05,41,2018,1
553.44,41,2018,4
559.49,41,2018,7
560.6,41,2018,10
567.19,41,2019,1
576.55,41,2019,4
583.28,41,2019,7
588.77,41,2019,10
594.5,41,2020,1
602.34,41,2020,4
612.6,41,2020,7
629.19,41,2020,10
649.3,41,2021,1
691.8,41,2021,4
234.51,42,2000,1
237.96,42,2000,4
240.45,42,2000,7
243.29,42,2000,10
249.56,42,2001,1
253.57,42,2001,4
256.97,42,2001,7
260.21,42,2001,10
264.23,42,2002,1
268.87,42,2002,4
274.39,42,2002,7
279.16,42,2002,10
282.35,42,2003,1
286.02,42,2003,4
291.95,42,2003,7
300.61,42,2003,10
305.85,42,2004,1
313.88,42,2004,4
326.9,42,2004,7
334.16,42,2004,10
341.2,42,2005,1
352.83,42,2005,4
364.41,42,2005,7
371.93,42,2005,10
378.68,42,2006,1
382.83,42,2006,4
387.19,42,2006,7
391.78,42,2006,10
395.24,42,2007,1
396.9,42,2007,4
395.09,42,2007,7
396.78,42,2007,10
399.58,42,2008,1
394.59,42,2008,4
387.83,42,2008,7
387.31,42,2008,10
391.2,42,2009,1
385.37,42,2009,4
378.04,42,2009,7
376.76,42,2009,10
374.25,42,2010,1
372.29,42,2010,4
376.73,42,2010,7
375.8,42,2010,10
369.98,42,2011,1
364.91,42,2011,4
365.4,42,2011,7
366.89,42,2011,10
363.79,42,2012,1
362.11,42,2012,4
364.03,42,2012,7
365.07,42,2012,10
365.3,42,2013,1
366.52,42,2013,4
368.2,42,2013,7
367.44,42,2013,10
367.53,42,2014,1
372.37,42,2014,4
374.95,42,2014,7
375.71,42,2014,10
379.7,42,2015,1
382.4,42,2015,4
383.94,42,2015,7
384.56,42,2015,10
386.43,42,2016,1
392.45,42,2016,4
396.56,42,2016,7
397.46,42,2016,10
398.47,42,2017,1
405.91,42,2017,4
411.06,42,2017,7
412.1,42,2017,10
416.99,42,2018,1
422.8,42,2018,4
426.81,42,2018,7
427.22,42,2018,10
431.87,42,2019,1
439.91,42,2019,4
445.73,42,2019,7
448.7,42,2019,10
454.37,42,2020,1
458.02,42,2020,4
468.23,42,2020,7
476.38,42,2020,10
486.86,42,2021,1
507.3,42,2021,4
279.1,44,2000,1
287.6,44,2000,4
296.68,44,2000,7
302.21,44,2000,10
308.27,44,2001,1
318.77,44,2001,4
331.1,44,2001,7
338.13,44,2001,10
351.14,44,2002,1
368.48,44,2002,4
382.44,44,2002,7
394.5,44,2002,10
406.12,44,2003,1
415.8,44,2003,4
433.12,44,2003,7
461.36,44,2003,10
472.35,44,2004,1
493.86,44,2004,4
528.62,44,2004,7
542.07,44,2004,10
553.17,44,2005,1
575.93,44,2005,4
588.76,44,2005,7
597.67,44,2005,10
603.29,44,2006,1
603.34,44,2006,4
601.65,44,2006,7
601.22,44,2006,10
601.25,44,2007,1
589.97,44,2007,4
578.86,44,2007,7
576.26,44,2007,10
570.02,44,2008,1
547.39,44,2008,4
522.31,44,2008,7
516.28,44,2008,10
519.44,44,2009,1
496.1,44,2009,4
483.59,44,2009,7
483.79,44,2009,10
476.0,44,2010,1
469.12,44,2010,4
476.49,44,2010,7
475.59,44,2010,10
463.77,44,2011,1
448.34,44,2011,4
449.31,44,2011,7
452.23,44,2011,10
445.4,44,2012,1
437.05,44,2012,4
439.15,44,2012,7
441.36,44,2012,10
439.15,44,2013,1
439.84,44,2013,4
440.57,44,2013,7
437.66,44,2013,10
440.16,44,2014,1
447.65,44,2014,4
455.59,44,2014,7
458.39,44,2014,10
462.6,44,2015,1
472.34,44,2015,4
474.19,44,2015,7
477.59,44,2015,10
478.45,44,2016,1
488.75,44,2016,4
497.49,44,2016,7
505.01,44,2016,10
508.23,44,2017,1
518.17,44,2017,4
528.32,44,2017,7
534.67,44,2017,10
545.07,44,2018,1
551.99,44,2018,4
559.76,44,2018,7
561.84,44,2018,10
566.62,44,2019,1
577.32,44,2019,4
584.12,44,2019,7
591.38,44,2019,10
596.47,44,2020,1
603.78,44,2020,4
617.08,44,2020,7
634.92,44,2020,10
650.7,44,2021,1
689.26,44,2021,4
231.89,45,2000,1
234.72,45,2000,4
237.52,45,2000,7
240.75,45,2000,10
247.03,45,2001,1
249.8,45,2001,4
251.68,45,2001,7
254.57,45,2001,10
256.08,45,2002,1
257.54,45,2002,4
261.58,45,2002,7
263.83,45,2002,10
265.29,45,2003,1
267.98,45,2003,4
269.58,45,2003,7
272.11,45,2003,10
275.27,45,2004,1
277.63,45,2004,4
282.97,45,2004,7
288.11,45,2004,10
293.16,45,2005,1
298.25,45,2005,4
305.79,45,2005,7
312.51,45,2005,10
316.91,45,2006,1
322.15,45,2006,4
326.92,45,2006,7
335.11,45,2006,10
337.1,45,2007,1
339.57,45,2007,4
339.18,45,2007,7
343.74,45,2007,10
346.1,45,2008,1
344.23,45,2008,4
338.12,45,2008,7
339.11,45,2008,10
343.23,45,2009,1
338.89,45,2009,4
328.8,45,2009,7
324.98,45,2009,10
320.8,45,2010,1
315.71,45,2010,4
320.3,45,2010,7
317.68,45,2010,10
309.31,45,2011,1
301.86,45,2011,4
304.37,45,2011,7
307.5,45,2011,10
302.48,45,2012,1
300.98,45,2012,4
303.34,45,2012,7
303.35,45,2012,10
303.12,45,2013,1
304.02,45,2013,4
304.56,45,2013,7
303.86,45,2013,10
304.97,45,2014,1
310.25,45,2014,4
313.7,45,2014,7
316.14,45,2014,10
321.91,45,2015,1
325.47,45,2015,4
328.69,45,2015,7
332.4,45,2015,10
335.39,45,2016,1
341.38,45,2016,4
348.92,45,2016,7
349.84,45,2016,10
353.82,45,2017,1
360.17,45,2017,4
367.36,45,2017,7
369.67,45,2017,10
377.77,45,2018,1
382.11,45,2018,4
387.52,45,2018,7
389.66,45,2018,10
394.61,45,2019,1
402.61,45,2019,4
407.8,45,2019,7
412.2,45,2019,10
417.91,45,2020,1
421.06,45,2020,4
428.2,45,2020,7
436.8,45,2020,10
446.2,45,2021,1
469.37,45,2021,4
197.43,46,2000,1
201.26,46,2000,4
204.73,46,2000,7
204.95,46,2000,10
209.31,46,2001,1
212.41,46,2001,4
214.28,46,2001,7
215.19,46,2001,10
218.19,46,2002,1
221.13,46,2002,4
223.76,46,2002,7
225.13,46,2002,10
227.11,46,2003,1
228.33,46,2003,4
232.47,46,2003,7
237.41,46,2003,10
238.01,46,2004,1
242.32,46,2004,4
247.22,46,2004,7
250.54,46,2004,10
254.11,46,2005,1
260.15,46,2005,4
264.11,46,2005,7
268.33,46,2005,10
268.29,46,2006,1
272.54,46,2006,4
277.2,46,2006,7
278.09,46,2006,10
281.04,46,2007,1
283.87,46,2007,4
285.91,46,2007,7
288.14,46,2007,10
291.32,46,2008,1
291.75,46,2008,4
291.42,46,2008,7
293.5,46,2008,10
296.07,46,2009,1
294.91,46,2009,4
291.51,46,2009,7
290.35,46,2009,10
288.55,46,2010,1
288.21,46,2010,4
292.69,46,2010,7
292.91,46,2010,10
291.18,46,2011,1
288.77,46,2011,4
291.56,46,2011,7
293.31,46,2011,10
293.24,46,2012,1
294.94,46,2012,4
296.23,46,2012,7
300.2,46,2012,10
303.25,46,2013,1
304.49,46,2013,4
308.57,46,2013,7
309.84,46,2013,10
309.28,46,2014,1
314.54,46,2014,4
317.4,46,2014,7
320.43,46,2014,10
323.0,46,2015,1
327.14,46,2015,4
331.03,46,2015,7
334.58,46,2015,10
337.29,46,2016,1
340.13,46,2016,4
346.74,46,2016,7
349.11,46,2016,10
351.65,46,2017,1
359.39,46,2017,4
364.75,46,2017,7
365.85,46,2017,10
370.85,46,2018,1
374.4,46,2018,4
379.72,46,2018,7
383.83,46,2018,10
385.86,46,2019,1
391.65,46,2019,4
396.51,46,2019,7
401.18,46,2019,10
406.16,46,2020,1
408.67,46,2020,4
414.28,46,2020,7
423.83,46,2020,10
428.94,46,2021,1
456.56,46,2021,4
214.73,47,2000,1
215.93,47,2000,4
218.1,47,2000,7
220.06,47,2000,10
225.53,47,2001,1
226.7,47,2001,4
228.09,47,2001,7
230.81,47,2001,10
231.88,47,2002,1
232.28,47,2002,4
235.69,47,2002,7
237.77,47,2002,10
239.36,47,2003,1
241.4,47,2003,4
242.97,47,2003,7
245.57,47,2003,10
247.62,47,2004,1
250.38,47,2004,4
253.96,47,2004,7
257.03,47,2004,10
260.66,47,2005,1
266.31,47,2005,4
271.67,47,2005,7
276.05,47,2005,10
280.58,47,2006,1
285.98,47,2006,4
289.61,47,2006,7
294.96,47,2006,10
297.8,47,2007,1
301.45,47,2007,4
301.75,47,2007,7
303.86,47,2007,10
305.1,47,2008,1
303.98,47,2008,4
299.4,47,2008,7
300.7,47,2008,10
303.31,47,2009,1
300.24,47,2009,4
293.28,47,2009,7
290.46,47,2009,10
287.64,47,2010,1
286.35,47,2010,4
290.4,47,2010,7
288.32,47,2010,10
281.47,47,2011,1
277.86,47,2011,4
281.05,47,2011,7
281.83,47,2011,10
279.36,47,2012,1
278.23,47,2012,4
281.33,47,2012,7
281.82,47,2012,10
282.01,47,2013,1
284.67,47,2013,4
285.35,47,2013,7
287.13,47,2013,10
288.83,47,2014,1
294.52,47,2014,4
296.97,47,2014,7
301.18,47,2014,10
303.83,47,2015,1
307.39,47,2015,4
312.84,47,2015,7
315.66,47,2015,10
319.87,47,2016,1
325.81,47,2016,4
331.63,47,2016,7
336.22,47,2016,10
340.23,47,2017,1
348.61,47,2017,4
355.78,47,2017,7
360.23,47,2017,10
365.88,47,2018,1
374.26,47,2018,4
379.47,47,2018,7
383.41,47,2018,10
387.2,47,2019,1
394.73,47,2019,4
400.61,47,2019,7
405.65,47,2019,10
411.91,47,2020,1
416.02,47,2020,4
425.72,47,2020,7
434.86,47,2020,10
446.21,47,2021,1
471.84,47,2021,4
158.81,48,2000,1
161.49,48,2000,4
163.87,48,2000,7
165.78,48,2000,10
170.47,48,2001,1
172.71,48,2001,4
174.01,48,2001,7
175.96,48,2001,10
176.47,48,2002,1
177.97,48,2002,4
180.72,48,2002,7
182.62,48,2002,10
183.49,48,2003,1
184.67,48,2003,4
185.27,48,2003,7
186.39,48,2003,10
187.3,48,2004,1
189.19,48,2004,4
190.75,48,2004,7
192.94,48,2004,10
193.91,48,2005,1
197.03,48,2005,4
200.21,48,2005,7
202.55,48,2005,10
204.94,48,2006,1
208.17,48,2006,4
211.25,48,2006,7
214.15,48,2006,10
216.95,48,2007,1
220.59,48,2007,4
221.3,48,2007,7
222.95,48,2007,10
224.27,48,2008,1
224.9,48,2008,4
224.14,48,2008,7
224.54,48,2008,10
227.17,48,2009,1
225.64,48,2009,4
223.44,48,2009,7
222.85,48,2009,10
221.46,48,2010,1
221.6,48,2010,4
222.99,48,2010,7
222.03,48,2010,10
218.78,48,2011,1
217.7,48,2011,4
219.53,48,2011,7
219.75,48,2011,10
219.64,48,2012,1
221.15,48,2012,4
223.07,48,2012,7
224.73,48,2012,10
226.39,48,2013,1
230.43,48,2013,4
234.44,48,2013,7
237.15,48,2013,10
241.09,48,2014,1
247.39,48,2014,4
251.79,48,2014,7
254.76,48,2014,10
258.63,48,2015,1
265.03,48,2015,4
270.77,48,2015,7
273.19,48,2015,10
277.12,48,2016,1
284.31,48,2016,4
289.97,48,2016,7
293.26,48,2016,10
297.14,48,2017,1
306.06,48,2017,4
310.7,48,2017,7
313.66,48,2017,10
317.79,48,2018,1
324.72,48,2018,4
328.7,48,2018,7
329.84,48,2018,10
333.77,48,2019,1
339.85,48,2019,4
343.96,48,2019,7
346.5,48,2019,10
350.22,48,2020,1
352.81,48,2020,4
358.33,48,2020,7
366.06,48,2020,10
374.15,48,2021,1
395.16,48,2021,4
236.41,49,2000,1
236.36,49,2000,4
238.88,49,2000,7
242.25,49,2000,10
247.65,49,2001,1
248.2,49,2001,4
248.41,49,2001,7
251.02,49,2001,10
250.59,49,2002,1
250.09,49,2002,4
253.25,49,2002,7
254.57,49,2002,10
255.24,49,2003,1
256.16,49,2003,4
256.89,49,2003,7
257.07,49,2003,10
259.58,49,2004,1
262.0,49,2004,4
265.34,49,2004,7
270.49,49,2004,10
275.51,49,2005,1
284.22,49,2005,4
294.74,49,2005,7
304.5,49,2005,10
