HPI,Fips,Year,Month
257.91,18,2015,7
259.74,18,2015,10
259.9,18,2016,1
264.81,18,2016,4
268.73,18,2016,7
270.29,18,2016,10
270.86,18,2017,1
276.15,18,2017,4
280.91,18,2017,7
283.3,18,2017,10
287.82,18,2018,1
294.9,18,2018,4
298.32,18,2018,7
300.6,18,2018,10
304.72,18,2019,1
310.25,18,2019,4
314.89,18,2019,7
318.23,18,2019,10
321.69,18,2020,1
325.39,18,2020,4
332.64,18,2020,7
340.52,18,2020,10
346.75,18,2021,1
366.39,18,2021,4
186.04,19,2000,1
188.53,19,2000,4
191.02,19,2000,7
192.44,19,2000,10
196.53,19,2001,1
198.64,19,2001,4
200.0,19,2001,7
202.46,19,2001,10
204.23,19,2002,1
205.22,19,2002,4
207.8,19,2002,7
209.56,19,2002,10
210.89,19,2003,1
212.49,19,2003,4
215.12,19,2003,7
218.51,19,2003,10
220.12,19,2004,1
222.47,19,2004,4
225.62,19,2004,7
228.12,19,2004,10
230.69,19,2005,1
233.46,19,2005,4
237.2,19,2005,7
238.99,19,2005,10
239.01,19,2006,1
240.47,19,2006,4
241.89,19,2006,7
243.82,19,2006,10
244.7,19,2007,1
246.81,19,2007,4
246.71,19,2007,7
248.07,19,2007,10
249.46,19,2008,1
248.15,19,2008,4
246.15,19,2008,7
247.3,19,2008,10
249.67,19,2009,1
248.1,19,2009,4
246.66,19,2009,7
246.03,19,2009,10
244.15,19,2010,1
244.98,19,2010,4
247.28,19,2010,7
247.24,19,2010,10
244.95,19,2011,1
243.44,19,2011,4
245.79,19,2011,7
246.83,19,2011,10
246.78,19,2012,1
246.76,19,2012,4
248.64,19,2012,7
249.72,19,2012,10
250.12,19,2013,1
251.85,19,2013,4
252.78,19,2013,7
253.07,19,2013,10
252.81,19,2014,1
256.28,19,2014,4
258.93,19,2014,7
260.11,19,2014,10
261.18,19,2015,1
264.59,19,2015,4
267.16,19,2015,7
268.75,19,2015,10
270.36,19,2016,1
273.07,19,2016,4
277.12,19,2016,7
278.37,19,2016,10
280.37,19,2017,1
284.0,19,2017,4
287.64,19,2017,7
288.67,19,2017,10
290.0,19,2018,1
295.44,19,2018,4
297.82,19,2018,7
298.26,19,2018,10
300.1,19,2019,1
303.8,19,2019,4
306.78,19,2019,7
308.86,19,2019,10
310.86,19,2020,1
312.6,19,2020,4
315.57,19,2020,7
320.52,19,2020,10
323.02,19,2021,1
338.55,19,2021,4
179.07,20,2000,1
180.4,20,2000,4
182.99,20,2000,7
184.82,20,2000,10
188.46,20,2001,1
190.69,20,2001,4
192.84,20,2001,7
194.55,20,2001,10
197.14,20,2002,1
199.04,20,2002,4
201.01,20,2002,7
202.59,20,2002,10
204.16,20,2003,1
205.58,20,2003,4
207.09,20,2003,7
210.36,20,2003,10
212.37,20,2004,1
214.58,20,2004,4
216.78,20,2004,7
219.44,20,2004,10
221.6,20,2005,1
224.71,20,2005,4
227.39,20,2005,7
228.54,20,2005,10
229.62,20,2006,1
231.63,20,2006,4
233.59,20,2006,7
235.84,20,2006,10
237.22,20,2007,1
239.79,20,2007,4
239.13,20,2007,7
239.25,20,2007,10
240.94,20,2008,1
239.45,20,2008,4
236.53,20,2008,7
236.97,20,2008,10
239.78,20,2009,1
238.08,20,2009,4
236.36,20,2009,7
235.86,20,2009,10
234.11,20,2010,1
233.64,20,2010,4
236.26,20,2010,7
236.15,20,2010,10
232.34,20,2011,1
228.74,20,2011,4
231.44,20,2011,7
233.42,20,2011,10
231.65,20,2012,1
230.65,20,2012,4
232.83,20,2012,7
233.14,20,2012,10
234.01,20,2013,1
232.73,20,2013,4
235.34,20,2013,7
234.61,20,2013,10
235.46,20,2014,1
238.8,20,2014,4
242.45,20,2014,7
242.36,20,2014,10
244.32,20,2015,1
247.23,20,2015,4
250.29,20,2015,7
250.45,20,2015,10
252.42,20,2016,1
257.5,20,2016,4
261.44,20,2016,7
263.27,20,2016,10
262.95,20,2017,1
270.31,20,2017,4
272.86,20,2017,7
273.64,20,2017,10
277.84,20,2018,1
283.16,20,2018,4
284.19,20,2018,7
287.09,20,2018,10
288.71,20,2019,1
294.13,20,2019,4
297.96,20,2019,7
299.84,20,2019,10
303.55,20,2020,1
306.84,20,2020,4
313.12,20,2020,7
319.57,20,2020,10
324.87,20,2021,1
343.42,20,2021,4
218.76,21,2000,1
220.73,21,2000,4
222.58,21,2000,7
225.44,21,2000,10
229.79,21,2001,1
231.89,21,2001,4
233.78,21,2001,7
235.65,21,2001,10
237.49,21,2002,1
239.12,21,2002,4
241.67,21,2002,7
243.93,21,2002,10
245.95,21,2003,1
247.88,21,2003,4
249.99,21,2003,7
253.59,21,2003,10
256.67,21,2004,1
258.92,21,2004,4
262.05,21,2004,7
266.99,21,2004,10
268.8,21,2005,1
272.56,21,2005,4
277.04,21,2005,7
278.46,21,2005,10
281.13,21,2006,1
282.01,21,2006,4
283.18,21,2006,7
286.24,21,2006,10
288.78,21,2007,1
289.55,21,2007,4
289.07,21,2007,7
292.15,21,2007,10
293.5,21,2008,1
293.37,21,2008,4
288.89,21,2008,7
290.69,21,2008,10
293.19,21,2009,1
290.34,21,2009,4
286.95,21,2009,7
286.87,21,2009,10
284.96,21,2010,1
283.72,21,2010,4
287.76,21,2010,7
287.36,21,2010,10
283.22,21,2011,1
280.43,21,2011,4
282.7,21,2011,7
283.72,21,2011,10
283.46,21,2012,1
282.41,21,2012,4
284.63,21,2012,7
285.75,21,2012,10
285.68,21,2013,1
286.49,21,2013,4
285.99,21,2013,7
284.87,21,2013,10
285.09,21,2014,1
289.51,21,2014,4
290.85,21,2014,7
293.02,21,2014,10
295.68,21,2015,1
299.32,21,2015,4
301.15,21,2015,7
303.36,21,2015,10
305.34,21,2016,1
310.53,21,2016,4
314.01,21,2016,7
315.88,21,2016,10
318.71,21,2017,1
325.2,21,2017,4
329.93,21,2017,7
330.47,21,2017,10
335.39,21,2018,1
339.42,21,2018,4
342.44,21,2018,7
344.01,21,2018,10
347.46,21,2019,1
352.95,21,2019,4
358.29,21,2019,7
360.75,21,2019,10
364.21,21,2020,1
368.41,21,2020,4
375.46,21,2020,7
382.75,21,2020,10
389.25,21,2021,1
407.47,21,2021,4
160.08,22,2000,1
160.69,22,2000,4
162.59,22,2000,7
163.97,22,2000,10
168.23,22,2001,1
169.94,22,2001,4
171.52,22,2001,7
173.15,22,2001,10
174.12,22,2002,1
175.52,22,2002,4
178.57,22,2002,7
181.22,22,2002,10
183.19,22,2003,1
185.06,22,2003,4
186.76,22,2003,7
189.9,22,2003,10
192.02,22,2004,1
194.98,22,2004,4
198.24,22,2004,7
200.95,22,2004,10
203.14,22,2005,1
207.37,22,2005,4
211.35,22,2005,7
218.45,22,2005,10
225.02,22,2006,1
230.95,22,2006,4
235.75,22,2006,7
239.55,22,2006,10
242.15,22,2007,1
244.57,22,2007,4
245.74,22,2007,7
246.71,22,2007,10
247.31,22,2008,1
246.95,22,2008,4
243.87,22,2008,7
244.61,22,2008,10
247.88,22,2009,1
246.07,22,2009,4
242.64,22,2009,7
242.99,22,2009,10
240.87,22,2010,1
239.58,22,2010,4
242.59,22,2010,7
242.05,22,2010,10
238.47,22,2011,1
237.46,22,2011,4
237.72,22,2011,7
240.69,22,2011,10
239.46,22,2012,1
240.0,22,2012,4
243.64,22,2012,7
243.65,22,2012,10
243.24,22,2013,1
244.7,22,2013,4
246.44,22,2013,7
245.93,22,2013,10
246.87,22,2014,1
249.35,22,2014,4
253.06,22,2014,7
253.82,22,2014,10
257.25,22,2015,1
259.38,22,2015,4
262.35,22,2015,7
262.62,22,2015,10
265.35,22,2016,1
268.99,22,2016,4
271.29,22,2016,7
272.87,22,2016,10
271.31,22,2017,1
275.31,22,2017,4
278.78,22,2017,7
279.87,22,2017,10
280.05,22,2018,1
280.55,22,2018,4
282.39,22,2018,7
282.66,22,2018,10
285.86,22,2019,1
288.51,22,2019,4
290.74,22,2019,7
293.04,22,2019,10
296.01,22,2020,1
298.52,22,2020,4
301.31,22,2020,7
305.03,22,2020,10
308.28,22,2021,1
316.3,22,2021,4
277.18,23,2000,1
284.93,23,2000,4
291.29,23,2000,7
297.16,23,2000,10
305.61,23,2001,1
311.43,23,2001,4
320.72,23,2001,7
325.7,23,2001,10
332.91,23,2002,1
343.36,23,2002,4
353.1,23,2002,7
359.55,23,2002,10
366.24,23,2003,1
371.49,23,2003,4
382.27,23,2003,7
396.6,23,2003,10
405.49,23,2004,1
417.29,23,2004,4
437.17,23,2004,7
446.29,23,2004,10
459.38,23,2005,1
469.56,23,2005,4
481.69,23,2005,7
489.4,23,2005,10
493.83,23,2006,1
491.0,23,2006,4
494.28,23,2006,7
501.7,23,2006,10
505.06,23,2007,1
501.72,23,2007,4
498.63,23,2007,7
504.55,23,2007,10
506.87,23,2008,1
498.92,23,2008,4
487.28,23,2008,7
484.05,23,2008,10
488.4,23,2009,1
477.49,23,2009,4
466.61,23,2009,7
461.49,23,2009,10
458.4,23,2010,1
452.81,23,2010,4
458.31,23,2010,7
459.13,23,2010,10
451.47,23,2011,1
444.09,23,2011,4
447.73,23,2011,7
450.67,23,2011,10
445.48,23,2012,1
441.25,23,2012,4
442.17,23,2012,7
442.84,23,2012,10
445.85,23,2013,1
447.93,23,2013,4
444.76,23,2013,7
442.76,23,2013,10
444.82,23,2014,1
448.94,23,2014,4
456.77,23,2014,7
454.75,23,2014,10
460.74,23,2015,1
463.8,23,2015,4
466.52,23,2015,7
469.13,23,2015,10
473.49,23,2016,1
477.77,23,2016,4
488.19,23,2016,7
492.0,23,2016,10
495.56,23,2017,1
500.74,23,2017,4
510.45,23,2017,7
516.09,23,2017,10
521.62,23,2018,1
531.28,23,2018,4
537.95,23,2018,7
541.07,23,2018,10
544.85,23,2019,1
558.22,23,2019,4
565.32,23,2019,7
573.1,23,2019,10
579.63,23,2020,1
587.38,23,2020,4
600.89,23,2020,7
622.07,23,2020,10
640.17,23,2021,1
677.1,23,2021,4
238.25,24,2000,1
240.81,24,2000,4
245.25,24,2000,7
249.06,24,2000,10
254.79,24,2001,1
259.78,24,2001,4
266.65,24,2001,7
270.96,24,2001,10
277.73,24,2002,1
286.86,24,2002,4
295.78,24,2002,7
301.82,24,2002,10
307.6,24,2003,1
314.25,24,2003,4
323.81,24,2003,7
341.35,24,2003,10
350.84,24,2004,1
367.3,24,2004,4
394.3,24,2004,7
407.82,24,2004,10
425.99,24,2005,1
451.78,24,2005,4
475.21,24,2005,7
494.35,24,2005,10
507.94,24,2006,1
518.36,24,2006,4
525.35,24,2006,7
532.19,24,2006,10
533.88,24,2007,1
534.91,24,2007,4
527.15,24,2007,7
524.24,24,2007,10
516.21,24,2008,1
498.4,24,2008,4
478.17,24,2008,7
470.95,24,2008,10
466.36,24,2009,1
448.21,24,2009,4
437.05,24,2009,7
429.43,24,2009,10
426.17,24,2010,1
420.89,24,2010,4
426.33,24,2010,7
422.21,24,2010,10
409.53,24,2011,1
401.46,24,2011,4
407.51,24,2011,7
409.32,24,2011,10
403.46,24,2012,1
399.52,24,2012,4
404.95,24,2012,7
406.43,24,2012,10
406.49,24,2013,1
410.21,24,2013,4
412.02,24,2013,7
412.52,24,2013,10
413.77,24,2014,1
420.52,24,2014,4
423.17,24,2014,7
426.99,24,2014,10
429.32,24,2015,1
432.24,24,2015,4
432.37,24,2015,7
433.48,24,2015,10
437.3,24,2016,1
442.21,24,2016,4
447.73,24,2016,7
449.3,24,2016,10
447.31,24,2017,1
455.7,24,2017,4
459.39,24,2017,7
462.27,24,2017,10
464.89,24,2018,1
469.17,24,2018,4
470.02,24,2018,7
468.08,24,2018,10
473.21,24,2019,1
480.78,24,2019,4
485.97,24,2019,7
487.68,24,2019,10
492.66,24,2020,1
497.43,24,2020,4
503.74,24,2020,7
513.14,24,2020,10
523.75,24,2021,1
547.71,24,2021,4
403.87,25,2000,1
416.77,25,2000,4
432.05,25,2000,7
442.49,25,2000,10
454.39,25,2001,1
468.18,25,2001,4
483.83,25,2001,7
493.69,25,2001,10
508.07,25,2002,1
526.72,25,2002,4
542.17,25,2002,7
554.43,25,2002,10
565.39,25,2003,1
574.53,25,2003,4
585.34,25,2003,7
610.39,25,2003,10
620.66,25,2004,1
635.26,25,2004,4
665.88,25,2004,7
677.02,25,2004,10
691.57,25,2005,1
707.97,25,2005,4
719.17,25,2005,7
724.21,25,2005,10
724.79,25,2006,1
715.92,25,2006,4
710.57,25,2006,7
712.52,25,2006,10
707.11,25,2007,1
696.92,25,2007,4
683.37,25,2007,7
683.43,25,2007,10
679.98,25,2008,1
658.37,25,2008,4
642.06,25,2008,7
642.86,25,2008,10
643.18,25,2009,1
627.32,25,2009,4
616.53,25,2009,7
617.64,25,2009,10
613.93,25,2010,1
612.16,25,2010,4
615.76,25,2010,7
615.49,25,2010,10
606.57,25,2011,1
599.71,25,2011,4
602.87,25,2011,7
603.61,25,2011,10
599.84,25,2012,1
598.13,25,2012,4
602.13,25,2012,7
605.04,25,2012,10
606.92,25,2013,1
611.98,25,2013,4
619.44,25,2013,7
622.6,25,2013,10
626.7,25,2014,1
640.52,25,2014,4
647.89,25,2014,7
652.22,25,2014,10
657.93,25,2015,1
665.83,25,2015,4
676.82,25,2015,7
680.74,25,2015,10
688.28,25,2016,1
697.81,25,2016,4
710.12,25,2016,7
716.61,25,2016,10
720.8,25,2017,1
739.9,25,2017,4
750.43,25,2017,7
756.98,25,2017,10
765.37,25,2018,1
780.06,25,2018,4
789.45,25,2018,7
790.59,25,2018,10
800.08,25,2019,1
811.85,25,2019,4
821.26,25,2019,7
828.81,25,2019,10
837.22,25,2020,1
845.93,25,2020,4
860.81,25,2020,7
877.92,25,2020,10
895.47,25,2021,1
941.73,25,2021,4
253.1,26,2000,1
256.65,26,2000,4
261.2,26,2000,7
264.95,26,2000,10
269.1,26,2001,1
272.6,26,2001,4
276.21,26,2001,7
278.49,26,2001,10
281.94,26,2002,1
285.07,26,2002,4
287.69,26,2002,7
289.53,26,2002,10
291.73,26,2003,1
293.99,26,2003,4
296.6,26,2003,7
300.93,26,2003,10
302.94,26,2004,1
305.04,26,2004,4
309.22,26,2004,7
312.66,26,2004,10
315.27,26,2005,1
317.05,26,2005,4
319.65,26,2005,7
318.88,26,2005,10
317.55,26,2006,1
312.35,26,2006,4
309.96,26,2006,7
311.55,26,2006,10
309.06,26,2007,1
303.4,26,2007,4
293.79,26,2007,7
292.64,26,2007,10
291.83,26,2008,1
279.9,26,2008,4
268.59,26,2008,7
265.8,26,2008,10
271.33,26,2009,1
260.78,26,2009,4
248.94,26,2009,7
244.67,26,2009,10
239.86,26,2010,1
236.06,26,2010,4
240.16,26,2010,7
239.56,26,2010,10
229.79,26,2011,1
226.0,26,2011,4
230.59,26,2011,7
232.44,26,2011,10
227.88,26,2012,1
226.74,26,2012,4
231.31,26,2012,7
234.43,26,2012,10
237.07,26,2013,1
242.09,26,2013,4
247.78,26,2013,7
249.79,26,2013,10
252.21,26,2014,1
259.87,26,2014,4
265.67,26,2014,7
267.9,26,2014,10
269.08,26,2015,1
274.81,26,2015,4
279.74,26,2015,7
281.12,26,2015,10
283.2,26,2016,1
289.51,26,2016,4
294.96,26,2016,7
297.17,26,2016,10
301.07,26,2017,1
309.44,26,2017,4
315.65,26,2017,7
317.37,26,2017,10
321.42,26,2018,1
329.5,26,2018,4
334.57,26,2018,7
335.52,26,2018,10
339.89,26,2019,1
346.77,26,2019,4
350.86,26,2019,7
353.19,26,2019,10
356.56,26,2020,1
360.37,26,2020,4
368.32,26,2020,7
375.6,26,2020,10
382.9,26,2021,1
404.13,26,2021,4
225.31,27,2000,1
231.99,27,2000,4
237.75,27,2000,7
242.38,27,2000,10
248.76,27,2001,1
255.47,27,2001,4
263.21,27,2001,7
266.72,27,2001,10
272.27,27,2002,1
279.54,27,2002,4
285.61,27,2002,7
290.0,27,2002,10
294.0,27,2003,1
297.43,27,2003,4
304.37,27,2003,7
315.35,27,2003,10
319.13,27,2004,1
325.41,27,2004,4
336.4,27,2004,7
341.27,27,2004,10
347.93,27,2005,1
355.05,27,2005,4
361.53,27,2005,7
365.58,27,2005,10
367.39,27,2006,1
365.41,27,2006,4
365.7,27,2006,7
369.73,27,2006,10
371.64,27,2007,1
367.68,27,2007,4
359.91,27,2007,7
358.59,27,2007,10
360.16,27,2008,1
349.18,27,2008,4
338.69,27,2008,7
337.6,27,2008,10
343.57,27,2009,1
333.6,27,2009,4
320.16,27,2009,7
315.85,27,2009,10
311.07,27,2010,1
308.27,27,2010,4
315.19,27,2010,7
311.08,27,2010,10
298.18,27,2011,1
291.37,27,2011,4
295.18,27,2011,7
298.11,27,2011,10
292.6,27,2012,1
290.7,27,2012,4
295.31,27,2012,7
298.53,27,2012,10
299.78,27,2013,1
305.38,27,2013,4
311.84,27,2013,7
312.24,27,2013,10
314.09,27,2014,1
322.08,27,2014,4
325.2,27,2014,7
326.37,27,2014,10
327.14,27,2015,1
334.12,27,2015,4
339.22,27,2015,7
339.96,27,2015,10
341.95,27,2016,1
349.71,27,2016,4
354.99,27,2016,7
357.05,27,2016,10
360.65,27,2017,1
371.36,27,2017,4
376.52,27,2017,7
377.96,27,2017,10
383.32,27,2018,1
392.22,27,2018,4
396.98,27,2018,7
396.42,27,2018,10
400.84,27,2019,1
408.48,27,2019,4
413.23,27,2019,7
415.47,27,2019,10
419.33,27,2020,1
422.85,27,2020,4
431.88,27,2020,7
439.63,27,2020,10
445.86,27,2021,1
469.65,27,2021,4
180.87,28,2000,1
182.19,28,2000,4
184.95,28,2000,7
186.27,28,2000,10
191.01,28,2001,1
192.22,28,2001,4
194.07,28,2001,7
195.75,28,2001,10
196.42,28,2002,1
195.79,28,2002,4
199.37,28,2002,7
201.31,28,2002,10
202.57,28,2003,1
204.18,28,2003,4
205.26,28,2003,7
206.79,28,2003,10
208.88,28,2004,1
211.06,28,2004,4
213.91,28,2004,7
216.83,28,2004,10
218.11,28,2005,1
222.44,28,2005,4
227.03,28,2005,7
232.1,28,2005,10
235.96,28,2006,1
242.84,28,2006,4
247.57,28,2006,7
252.05,28,2006,10
255.87,28,2007,1
255.89,28,2007,4
255.9,28,2007,7
259.25,28,2007,10
259.61,28,2008,1
257.52,28,2008,4
252.82,28,2008,7
255.27,28,2008,10
256.18,28,2009,1
253.63,28,2009,4
248.87,28,2009,7
247.34,28,2009,10
244.74,28,2010,1
241.41,28,2010,4
244.28,28,2010,7
242.53,28,2010,10
237.43,28,2011,1
237.35,28,2011,4
239.71,28,2011,7
240.94,28,2011,10
238.62,28,2012,1
237.22,28,2012,4
239.61,28,2012,7
237.97,28,2012,10
238.21,28,2013,1
237.75,28,2013,4
238.4,28,2013,7
236.83,28,2013,10
239.0,28,2014,1
239.26,28,2014,4
241.67,28,2014,7
244.51,28,2014,10
246.44,28,2015,1
246.48,28,2015,4
249.62,28,2015,7
250.87,28,2015,10
252.16,28,2016,1
253.58,28,2016,4
254.57,28,2016,7
259.09,28,2016,10
258.78,28,2017,1
259.08,28,2017,4
261.96,28,2017,7
263.5,28,2017,10
265.86,28,2018,1
265.72,28,2018,4
267.22,28,2018,7
269.17,28,2018,10
272.35,28,2019,1
275.67,28,2019,4
279.35,28,2019,7
280.45,28,2019,10
285.28,28,2020,1
285.17,28,2020,4
289.54,28,2020,7
294.82,28,2020,10
298.27,28,2021,1
308.12,28,2021,4
207.93,29,2000,1
210.43,29,2000,4
213.84,29,2000,7
216.47,29,2000,10
220.1,29,2001,1
223.4,29,2001,4
226.67,29,2001,7
228.93,29,2001,10
232.64,29,2002,1
235.73,29,2002,4
238.65,29,2002,7
241.55,29,2002,10
243.65,29,2003,1
245.37,29,2003,4
248.42,29,2003,7
254.08,29,2003,10
257.11,29,2004,1
260.41,29,2004,4
266.49,29,2004,7
270.09,29,2004,10
274.63,29,2005,1
278.71,29,2005,4
283.66,29,2005,7
286.86,29,2005,10
289.59,29,2006,1
290.0,29,2006,4
292.72,29,2006,7
296.15,29,2006,10
297.59,29,2007,1
298.0,29,2007,4
296.35,29,2007,7
297.62,29,2007,10
298.0,29,2008,1
293.96,29,2008,4
289.11,29,2008,7
289.79,29,2008,10
292.13,29,2009,1
287.41,29,2009,4
280.69,29,2009,7
279.43,29,2009,10
277.32,29,2010,1
275.44,29,2010,4
278.36,29,2010,7
276.59,29,2010,10
269.57,29,2011,1
265.39,29,2011,4
269.16,29,2011,7
270.42,29,2011,10
268.07,29,2012,1
265.56,29,2012,4
268.47,29,2012,7
268.84,29,2012,10
267.7,29,2013,1
268.6,29,2013,4
269.02,29,2013,7
268.54,29,2013,10
269.08,29,2014,1
273.71,29,2014,4
276.1,29,2014,7
278.56,29,2014,10
280.77,29,2015,1
282.89,29,2015,4
285.72,29,2015,7
288.89,29,2015,10
291.46,29,2016,1
295.22,29,2016,4
299.82,29,2016,7
301.33,29,2016,10
302.65,29,2017,1
309.05,29,2017,4
312.86,29,2017,7
315.06,29,2017,10
319.78,29,2018,1
324.97,29,2018,4
328.19,29,2018,7
330.99,29,2018,10
333.61,29,2019,1
339.86,29,2019,4
343.76,29,2019,7
348.37,29,2019,10
352.03,29,2020,1
354.81,29,2020,4
361.14,29,2020,7
368.48,29,2020,10
374.89,29,2021,1
397.33,29,2021,4
210.33,30,2000,1
212.01,30,2000,4
215.33,30,2000,7
218.31,30,2000,10
222.59,30,2001,1
225.27,30,2001,4
227.42,30,2001,7
228.98,30,2001,10
233.96,30,2002,1
236.04,30,2002,4
240.54,30,2002,7
242.94,30,2002,10
245.45,30,2003,1
250.51,30,2003,4
256.17,30,2003,7
262.94,30,2003,10
267.37,30,2004,1
273.92,30,2004,4
283.51,30,2004,7
290.1,30,2004,10
297.33,30,2005,1
309.37,30,2005,4
318.35,30,2005,7
328.86,30,2005,10
335.6,30,2006,1
346.06,30,2006,4
354.81,30,2006,7
361.45,30,2006,10
368.16,30,2007,1
373.32,30,2007,4
376.84,30,2007,7
379.44,30,2007,10
383.13,30,2008,1
381.04,30,2008,4
375.04,30,2008,7
378.6,30,2008,10
380.27,30,2009,1
375.35,30,2009,4
366.32,30,2009,7
363.78,30,2009,10
357.03,30,2010,1
353.08,30,2010,4
357.86,30,2010,7
356.66,30,2010,10
345.74,30,2011,1
344.62,30,2011,4
346.03,30,2011,7
347.58,30,2011,10
349.4,30,2012,1
348.6,30,2012,4
352.23,30,2012,7
357.0,30,2012,10
360.04,30,2013,1
362.85,30,2013,4
367.66,30,2013,7
368.02,30,2013,10
372.48,30,2014,1
374.88,30,2014,4
383.15,30,2014,7
385.17,30,2014,10
387.98,30,2015,1
393.93,30,2015,4
397.41,30,2015,7
401.7,30,2015,10
404.98,30,2016,1
407.26,30,2016,4
414.4,30,2016,7
416.07,30,2016,10
422.6,30,2017,1
427.97,30,2017,4
436.58,30,2017,7
438.02,30,2017,10
444.81,30,2018,1
453.92,30,2018,4
458.2,30,2018,7
463.91,30,2018,10
466.07,30,2019,1
475.68,30,2019,4
483.04,30,2019,7
489.24,30,2019,10
496.58,30,2020,1
498.31,30,2020,4
511.42,30,2020,7
527.3,30,2020,10
544.03,30,2021,1
583.18,30,2021,4
198.46,31,2000,1
201.32,31,2000,4
203.12,31,2000,7
204.61,31,2000,10
207.26,31,2001,1
209.53,31,2001,4
211.32,31,2001,7
213.04,31,2001,10
214.73,31,2002,1
216.1,31,2002,4
218.14,31,2002,7
219.58,31,2002,10
220.75,31,2003,1
222.0,31,2003,4
224.4,31,2003,7
228.03,31,2003,10
229.18,31,2004,1
232.45,31,2004,4
237.12,31,2004,7
239.03,31,2004,10
240.71,31,2005,1
244.14,31,2005,4
247.67,31,2005,7
246.9,31,2005,10
246.91,31,2006,1
249.49,31,2006,4
250.51,31,2006,7
250.73,31,2006,10
251.68,31,2007,1
253.5,31,2007,4
252.43,31,2007,7
251.98,31,2007,10
253.92,31,2008,1
251.94,31,2008,4
249.69,31,2008,7
250.98,31,2008,10
252.99,31,2009,1
251.84,31,2009,4
249.42,31,2009,7
249.15,31,2009,10
246.92,31,2010,1
248.66,31,2010,4
250.93,31,2010,7
249.6,31,2010,10
247.4,31,2011,1
246.53,31,2011,4
249.0,31,2011,7
250.71,31,2011,10
250.33,31,2012,1
250.73,31,2012,4
251.8,31,2012,7
253.1,31,2012,10
254.54,31,2013,1
257.29,31,2013,4
258.74,31,2013,7
260.59,31,2013,10
260.36,31,2014,1
266.34,31,2014,4
268.88,31,2014,7
270.37,31,2014,10
272.23,31,2015,1
277.07,31,2015,4
281.73,31,2015,7
282.85,31,2015,10
282.82,31,2016,1
288.68,31,2016,4
293.84,31,2016,7
294.71,31,2016,10
298.43,31,2017,1
306.89,31,2017,4
310.56,31,2017,7
312.23,31,2017,10
315.57,31,2018,1
322.15,31,2018,4
327.03,31,2018,7
328.09,31,2018,10
332.13,31,2019,1
339.5,31,2019,4
342.27,31,2019,7
344.3,31,2019,10
348.37,31,2020,1
350.93,31,2020,4
356.01,31,2020,7
363.28,31,2020,10
368.9,31,2021,1
389.56,31,2021,4
191.77,32,2000,1
194.2,32,2000,4
195.97,32,2000,7
198.84,32,2000,10
203.25,32,2001,1
205.84,32,2001,4
209.68,32,2001,7
212.34,32,2001,10
215.4,32,2002,1
218.92,32,2002,4
223.68,32,2002,7
226.2,32,2002,10
230.27,32,2003,1
234.82,32,2003,4
241.56,32,2003,7
256.03,32,2003,10
269.54,32,2004,1
294.0,32,2004,4
331.59,32,2004,7
344.16,32,2004,10
358.03,32,2005,1
376.88,32,2005,4
390.22,32,2005,7
404.7,32,2005,10
413.88,32,2006,1
414.52,32,2006,4
415.88,32,2006,7
414.8,32,2006,10
412.16,32,2007,1
403.32,32,2007,4
389.88,32,2007,7
379.65,32,2007,10
358.72,32,2008,1
330.11,32,2008,4
296.93,32,2008,7
281.31,32,2008,10
279.49,32,2009,1
259.56,32,2009,4
241.68,32,2009,7
234.24,32,2009,10
225.4,32,2010,1
217.5,32,2010,4
218.88,32,2010,7
212.8,32,2010,10
201.34,32,2011,1
187.82,32,2011,4
186.71,32,2011,7
186.84,32,2011,10
184.99,32,2012,1
184.29,32,2012,4
188.88,32,2012,7
193.85,32,2012,10
200.21,32,2013,1
212.71,32,2013,4
226.3,32,2013,7
236.12,32,2013,10
241.94,32,2014,1
249.69,32,2014,4
258.94,32,2014,7
262.93,32,2014,10
267.97,32,2015,1
277.13,32,2015,4
284.98,32,2015,7
292.01,32,2015,10
295.11,32,2016,1
302.58,32,2016,4
311.67,32,2016,7
315.97,32,2016,10
319.91,32,2017,1
330.77,32,2017,4
341.2,32,2017,7
350.14,32,2017,10
361.0,32,2018,1
376.25,32,2018,4
387.23,32,2018,7
393.1,32,2018,10
395.83,32,2019,1
401.68,32,2019,4
405.22,32,2019,7
408.08,32,2019,10
412.73,32,2020,1
417.39,32,2020,4
424.15,32,2020,7
433.09,32,2020,10
447.58,32,2021,1
475.85,32,2021,4
252.34,33,2000,1
261.06,33,2000,4
270.72,33,2000,7
278.17,33,2000,10
284.44,33,2001,1
294.13,33,2001,4
304.48,33,2001,7
309.85,33,2001,10
318.36,33,2002,1
329.62,33,2002,4
339.85,33,2002,7
347.5,33,2002,10
352.9,33,2003,1
358.38,33,2003,4
367.69,33,2003,7
382.15,33,2003,10
387.83,33,2004,1
398.18,33,2004,4
415.84,33,2004,7
423.97,33,2004,10
435.18,33,2005,1
445.51,33,2005,4
456.2,33,2005,7
461.5,33,2005,10
464.93,33,2006,1
462.31,33,2006,4
460.42,33,2006,7
463.5,33,2006,10
462.12,33,2007,1
459.01,33,2007,4
451.62,33,2007,7
451.09,33,2007,10
451.37,33,2008,1
439.76,33,2008,4
424.53,33,2008,7
422.9,33,2008,10
424.31,33,2009,1
412.13,33,2009,4
398.94,33,2009,7
396.6,33,2009,10
392.83,33,2010,1
390.21,33,2010,4
394.54,33,2010,7
