HPI,Fips,datetime,HPI_inf
274.4,1,2013-07-01,314.0339268042772
273.25,1,2013-10-01,312.7342552613832
275.29,1,2014-01-01,312.4773921200751
276.01,1,2014-04-01,311.3569206997311
279.05,1,2014-07-01,311.04598784518606
280.33,1,2014-10-01,312.5274013155089
283.36,1,2015-01-01,314.49548633670935
284.41,1,2015-04-01,313.93842138383377
285.9,1,2015-07-01,312.5366459627329
288.06,1,2015-10-01,314.49011717036694
288.62,1,2016-01-01,313.75288323961007
292.52,1,2016-04-01,316.195984945614
297.43,1,2016-07-01,317.3739458470784
296.56,1,2016-10-01,314.73914823116655
298.2,1,2017-01-01,314.3378370747997
301.83,1,2017-04-01,316.15976979247654
304.79,1,2017-07-01,316.27392861396754
306.8,1,2017-10-01,316.78122666666667
310.4,1,2018-01-01,318.3202501795124
315.08,1,2018-04-01,320.46398125843973
317.94,1,2018-07-01,320.50541678880546
318.77,1,2018-10-01,320.1074553921343
324.76,1,2019-01-01,324.73027684803685
329.29,1,2019-04-01,326.56987046896876
333.92,1,2019-07-01,328.4484461393696
337.94,1,2019-10-01,329.6719213144287
173.01,2,2000-01-01,272.3969493975904
175.2,2,2000-04-01,272.72347826086957
176.35,2,2000-07-01,270.1690269636577
176.8,2,2000-10-01,269.12316831683177
179.96,2,2001-01-01,270.1570683515222
183.7,2,2001-04-01,273.7276624857468
186.35,2,2001-07-01,274.2366891891892
186.62,2,2001-10-01,276.03284210526317
189.59,2,2002-01-01,279.0047432432433
194.99,2,2002-04-01,283.914130362117
196.3,2,2002-07-01,283.14000000000004
195.84,2,2002-10-01,282.1650628445425
197.14,2,2003-01-01,282.63582227098186
200.24,2,2003-04-01,284.2733644758284
204.77,2,2003-07-01,287.88965680473376
212.82,2,2003-10-01,299.5295379644588
214.17,2,2004-01-01,300.4587826086956
219.33,2,2004-04-01,304.2679872611465
230.61,2,2004-07-01,315.7267134625459
233.02,2,2004-10-01,318.85920000000004
238.91,2,2005-01-01,325.55535766423355
247.86,2,2005-04-01,333.23400000000004
256.71,2,2005-07-01,341.27022177009155
264.46,2,2005-10-01,348.3833951612903
268.78,2,2006-01-01,351.24170399999997
275.31,2,2006-04-01,356.74279424888454
280.54,2,2006-07-01,358.19215632633126
282.2,2,2006-10-01,360.840469667319
286.12,2,2007-01-01,362.91086058711915
288.95,2,2007-04-01,362.1348895421045
287.93,2,2007-07-01,356.16834432948707
287.27,2,2007-10-01,356.3385422945311
287.16,2,2008-01-01,353.61252897608415
287.58,2,2008-04-01,349.7692251849784
283.98,2,2008-07-01,337.96736396338963
286.68,2,2008-10-01,344.6759167000179
287.25,2,2009-01-01,346.08561365983184
284.48,2,2009-04-01,342.4356954026694
283.26,2,2009-07-01,339.46779283306967
284.79,2,2009-10-01,343.6223034734918
280.46,2,2010-01-01,339.47447308093086
282.95,2,2010-04-01,342.6899785910898
284.44,2,2010-07-01,342.46640992094933
285.27,2,2010-10-01,345.01696992133276
285.12,2,2011-01-01,343.8188936924135
284.71,2,2011-04-01,341.4936397721901
285.29,2,2011-07-01,338.5705598692277
287.51,2,2011-10-01,341.3477618584706
285.34,2,2012-01-01,337.7480691107538
284.71,2,2012-04-01,335.6691368717352
287.67,2,2012-07-01,336.677314657257
289.84,2,2012-10-01,338.6225901621757
293.15,2,2013-01-01,340.8411584145202
293.88,2,2013-04-01,339.88157142477854
297.1,2,2013-07-01,340.01268095317334
298.19,2,2013-10-01,341.27805151470034
295.48,2,2014-01-01,335.39474671669797
301.53,2,2014-04-01,340.14511176620385
305.21,2,2014-07-01,340.2055042115364
304.57,2,2014-10-01,339.55149509030264
307.36,2,2015-01-01,341.1325969806994
310.38,2,2015-04-01,342.60471582966255
313.97,2,2015-07-01,343.2218633540373
315.0,2,2015-10-01,343.90191942187596
315.89,2,2016-01-01,343.3975410108808
317.88,2,2016-04-01,343.6085727284007
319.88,2,2016-07-01,341.32931377992617
317.99,2,2016-10-01,337.4828086931098
319.44,2,2017-01-01,336.7272926732865
319.95,2,2017-04-01,335.1400402382231
323.34,2,2017-07-01,335.5228586175408
324.51,2,2017-10-01,335.067392
322.32,2,2018-01-01,330.5444041168185
326.57,2,2018-04-01,332.15031852091107
326.27,2,2018-07-01,328.90263048274375
326.35,2,2018-10-01,327.71925861035555
328.56,2,2019-01-01,328.5299290589697
333.38,2,2019-04-01,330.6260846577327
335.87,2,2019-07-01,330.36649378542785
335.41,2,2019-10-01,327.2038205837502
200.71,4,2000-01-01,316.00943132530125
202.98,4,2000-04-01,315.96696128648006
205.67,4,2000-07-01,315.08740445486524
208.79,4,2000-10-01,317.81802213162496
213.46,4,2001-01-01,320.4474761631247
216.74,4,2001-04-01,322.9598996579247
219.88,4,2001-07-01,323.5801621621622
222.02,4,2001-10-01,328.3935891341257
225.03,4,2002-01-01,331.1590135135135
228.01,4,2002-04-01,331.992722005571
231.91,4,2002-07-01,334.50329801324506
234.57,4,2002-10-01,337.96700771775085
237.38,4,2003-01-01,340.327135490949
239.83,4,2003-04-01,340.47783161325367
243.54,4,2003-07-01,342.39706508875736
251.77,4,2003-10-01,354.34898869143785
256.14,4,2004-01-01,359.33843478260866
265.25,4,2004-04-01,367.97101910828025
280.85,4,2004-07-01,384.50998428496604
292.34,4,2004-10-01,400.0313214659686
310.01,4,2005-01-01,422.4411553701772
341.95,4,2005-04-01,459.7327777777778
371.02,4,2005-07-01,493.2339125127162
396.8,4,2005-10-01,522.72
411.6,4,2006-01-01,537.87888
420.36,4,2006-04-01,544.6965275161131
423.96,4,2006-07-01,541.3101397166586
427.65,4,2006-10-01,546.822915851272
425.9,4,2007-01-01,540.2059818399764
422.13,4,2007-04-01,529.0465510379255
412.84,4,2007-07-01,510.6815520195375
405.79,4,2007-10-01,503.3543950906736
392.43,4,2008-01-01,483.2433651834681
369.73,4,2008-04-01,449.6841770208014
342.74,4,2008-07-01,407.898212285415
330.66,4,2008-10-01,397.5531554905397
329.58,4,2009-01-01,397.08580174066975
305.95,4,2009-04-01,368.2796717113565
290.21,4,2009-07-01,347.7968938716555
281.63,4,2009-10-01,339.8095063985375
273.63,4,2010-01-01,331.20730253560265
264.18,4,2010-04-01,319.9570190641248
263.67,4,2010-07-01,317.4592824632848
257.08,4,2010-10-01,310.92285423415086
242.66,4,2011-01-01,292.61746893729327
230.8,4,2011-04-01,276.8316253711548
232.75,4,2011-07-01,276.2182263996731
238.02,4,2011-10-01,282.59049868718716
236.87,4,2012-01-01,280.37564004438303
239.75,4,2012-04-01,282.6619211302677
249.49,4,2012-07-01,291.9929893066328
257.01,4,2012-10-01,300.2670159314821
263.37,4,2013-01-01,306.2163939677032
275.31,4,2013-04-01,318.40477551706743
283.68,4,2013-07-01,324.65431616558806
291.57,4,2013-10-01,333.70147047232024
297.18,4,2014-01-01,337.3243902439025
302.5,4,2014-04-01,341.239333762069
305.55,4,2014-07-01,340.58448875146604
310.58,4,2014-10-01,346.25177576631376
313.03,4,2015-01-01,347.42561437034203
319.83,4,2015-04-01,353.0358472317835
326.55,4,2015-07-01,356.97391304347826
330.93,4,2015-10-01,361.29353077549655
334.87,4,2016-01-01,364.03030978604465
341.91,4,2016-04-01,369.58351296579684
347.59,4,2016-07-01,370.89738707254133
353.22,4,2016-10-01,374.8724100964818
358.4,4,2017-01-01,377.79571028708324
367.91,4,2017-04-01,385.37700329440435
375.72,4,2017-07-01,389.8764410211618
379.8,4,2017-10-01,392.15616000000006
387.99,4,2018-01-01,397.8900575616915
395.94,4,2018-04-01,402.7056897913756
405.21,4,2018-07-01,408.4795871453477
409.71,4,2018-10-01,411.4290100972844
415.0,4,2019-01-01,414.96201777292555
423.07,4,2019-04-01,419.5751923815075
429.47,4,2019-07-01,422.4327807962238
436.69,4,2019-10-01,426.00589252174314
179.88,5,2000-01-01,283.2134746987952
181.6,5,2000-04-01,282.6859797498511
182.7,5,2000-07-01,279.89725674091443
185.13,5,2000-10-01,281.80300990099016
189.74,5,2001-01-01,284.8388650201034
190.84,5,2001-04-01,284.3668323831243
192.87,5,2001-07-01,283.8316621621622
194.79,5,2001-10-01,288.1172292020374
195.53,5,2002-01-01,287.7461756756757
196.38,5,2002-04-01,285.93803231197774
199.61,5,2002-07-01,287.9142913907285
202.05,5,2002-10-01,291.1123925027564
203.58,5,2003-01-01,291.8687262753703
204.89,5,2003-04-01,290.8747984790874
207.41,5,2003-07-01,291.60127810650886
210.46,5,2003-10-01,296.208
213.09,5,2004-01-01,298.94365217391305
216.65,5,2004-04-01,300.55012738853503
220.3,5,2004-07-01,301.61135673127296
224.12,5,2004-10-01,306.68064502617807
227.35,5,2005-01-01,309.8028988529718
232.55,5,2005-04-01,312.65055555555557
237.68,5,2005-07-01,315.97174364191255
240.88,5,2005-10-01,317.3205483870968
244.52,5,2006-01-01,319.53873600000003
247.83,5,2006-04-01,321.1345999008429
250.53,5,2006-07-01,319.87552906692724
252.69,5,2006-10-01,323.106939334638
255.04,5,2007-01-01,323.48939565265925
256.49,5,2007-04-01,321.453461909169
256.15,5,2007-07-01,316.8566019518567
257.38,5,2007-10-01,319.262067099824
257.15,5,2008-01-01,316.6578277831175
256.33,5,2008-04-01,311.7614072316069
253.36,5,2008-07-01,301.52620372478486
254.64,5,2008-10-01,306.15416292902387
256.86,5,2009-01-01,309.471020799528
253.64,5,2009-04-01,305.3128156001584
249.56,5,2009-07-01,299.08064103445906
248.45,5,2009-10-01,299.7751371115174
245.17,5,2010-01-01,296.75874122959357
245.87,5,2010-04-01,297.7811805484759
246.77,5,2010-07-01,297.1116438482375
245.58,5,2010-10-01,297.01429338269327
241.57,5,2011-01-01,291.3030658995382
240.13,5,2011-04-01,288.02243587684313
242.15,5,2011-07-01,287.3737637923989
243.35,5,2011-10-01,288.91856926109983
242.82,5,2012-01-01,287.4184696904508
240.33,5,2012-04-01,283.3457330771105
243.7,5,2012-07-01,285.2166078561321
245.24,5,2012-10-01,286.51602267241225
246.07,5,2013-01-01,286.10194047777924
246.36,5,2013-04-01,284.92317931199284
247.02,5,2013-07-01,282.69920043437526
246.72,5,2013-10-01,282.37070615951865
247.94,5,2014-01-01,281.43283302063793
248.07,5,2014-04-01,279.83881496316184
250.03,5,2014-07-01,278.6985427017806
253.09,5,2014-10-01,282.15874147947824
253.07,5,2015-01-01,280.87723294477354
253.87,5,2015-04-01,280.22765386840786
257.76,5,2015-07-01,281.77490683229814
259.59,5,2015-10-01,283.40793416738023
258.11,5,2016-01-01,280.5860879113566
262.08,5,2016-04-01,283.2922321022375
264.79,5,2016-07-01,282.5452950974949
266.25,5,2016-10-01,282.57114316343433
269.01,5,2017-01-01,283.56814738930876
270.58,5,2017-04-01,283.4261356076212
274.11,5,2017-07-01,284.43796244094176
275.88,5,2017-10-01,284.855296
278.96,5,2018-01-01,286.0780186535979
281.04,5,2018-04-01,285.84231716666216
283.64,5,2018-07-01,285.92865451964764
285.93,5,2018-10-01,287.12966941767723
288.0,5,2019-01-01,287.97364124964474
291.57,5,2019-04-01,289.16145990657844
294.85,5,2019-07-01,290.018640225782
298.09,5,2019-10-01,290.7968959715276
261.18,6,2000-01-01,411.2168963855422
268.19,6,2000-04-01,417.475511614056
277.19,6,2000-07-01,424.65637983587345
285.76,6,2000-10-01,434.98097612114157
296.79,6,2001-01-01,445.54298908673184
305.88,6,2001-04-01,455.7856145952109
312.31,6,2001-07-01,459.60214864864867
316.7,6,2001-10-01,468.4364006791172
325.16,6,2002-01-01,478.5124864864866
336.2,6,2002-04-01,489.5221838440112
348.85,6,2002-07-01,503.17569536423844
359.05,6,2002-10-01,517.3170231532525
367.34,6,2003-01-01,526.6482852441031
374.23,6,2003-04-01,531.2805692558393
386.91,6,2003-07-01,543.9634082840237
411.67,6,2003-10-01,579.3972600969306
424.93,6,2004-01-01,596.1336811594202
451.52,6,2004-04-01,626.376152866242
497.43,6,2004-07-01,681.0283122053431
516.53,6,2004-10-01,706.8077528795811
539.06,6,2005-01-01,734.5605922836287
570.63,6,2005-04-01,767.1803333333334
599.06,6,2005-07-01,796.3902421159714
625.78,6,2005-10-01,824.3642177419355
638.73,6,2006-01-01,834.692364
644.57,6,2006-04-01,835.224666336143
646.73,6,2006-07-01,825.7418309721545
642.94,6,2006-10-01,822.107624266145
634.19,6,2007-01-01,804.398289793601
623.52,6,2007-04-01,781.4443548271084
600.23,6,2007-07-01,742.4822884620846
575.84,6,2007-10-01,714.2896445674203
543.62,6,2008-01-01,669.420681856731
498.78,6,2008-04-01,606.6412620410443
461.03,6,2008-07-01,548.6762934292609
445.14,6,2008-10-01,535.1926802003836
441.1,6,2009-01-01,531.4477430299455
420.96,6,2009-04-01,506.72008695411876
411.7,6,2009-07-01,493.3943737533531
413.03,6,2009-10-01,498.3542961608775
409.99,6,2010-01-01,496.26021257381035
408.81,6,2010-04-01,495.12313181771844
411.01,6,2010-07-01,494.8569791225193
406.49,6,2010-10-01,491.6252956964369
392.03,6,2011-01-01,472.73892008360286
385.75,6,2011-04-01,462.68543971803706
387.31,6,2011-07-01,459.6437433592154
386.1,6,2011-10-01,458.39925864684886
381.79,6,2012-01-01,451.9129295079369
382.46,6,2012-04-01,450.91502963704767
391.3,6,2012-07-01,457.96166866682194
399.57,6,2012-10-01,466.82110250862735
408.07,6,2013-01-01,474.4569384759109
426.93,6,2013-04-01,493.75813014965536
448.37,6,2013-07-01,513.1318941735925
463.29,6,2013-10-01,530.2347781154483
472.96,6,2014-01-01,536.8495309568481
485.68,6,2014-04-01,547.8780813935923
495.85,6,2014-07-01,552.7043650709031
501.44,6,2014-10-01,559.0330685822023
506.56,6,2015-01-01,562.220615325817
518.06,6,2015-04-01,571.846765521989
531.36,6,2015-07-01,580.8655900621118
538.62,6,2015-10-01,588.0395296476535
545.65,6,2016-01-01,593.1649252986391
555.19,6,2016-04-01,600.1259704702429
567.25,6,2016-07-01,605.2865238266322
574.12,6,2016-10-01,609.3135951661632
580.62,6,2017-01-01,612.0417000750175
592.74,6,2017-04-01,620.8810984553973
604.41,6,2017-07-01,627.18306110295
613.22,6,2017-10-01,633.1700906666667
623.75,6,2018-01-01,639.6657733552541
635.74,6,2018-04-01,646.6033116835105
643.76,6,2018-07-01,648.9544162796798
643.63,6,2018-10-01,646.3304624464015
647.55,6,2019-01-01,647.490733997248
654.05,6,2019-04-01,648.647161408573
660.81,6,2019-07-01,649.9820846111547
664.95,6,2019-10-01,648.6812572587719
259.63,8,2000-01-01,408.776486746988
265.96,8,2000-04-01,414.004202501489
272.98,8,2000-07-01,418.20664009378675
279.07,8,2000-10-01,424.79752591729766
286.92,8,2001-01-01,430.72608385985075
292.75,8,2001-04-01,436.2208665906499
298.15,8,2001-07-01,438.7639864864865
300.58,8,2001-10-01,444.5930322580645
304.1,8,2002-01-01,447.5201351351352
307.44,8,2002-04-01,447.64634206128136
311.81,8,2002-07-01,449.7497880794702
313.73,8,2002-10-01,452.0202469680265
314.62,8,2003-01-01,451.0646363137685
315.98,8,2003-04-01,448.5851863117871
317.38,8,2003-07-01,446.20998816568044
321.08,8,2003-10-01,451.89805492730216
323.44,8,2004-01-01,453.7535072463768
325.93,8,2004-04-01,452.150025477707
330.51,8,2004-07-01,452.4991807228916
333.72,8,2004-10-01,456.6547602094242
337.2,8,2005-01-01,459.49213764337844
342.21,8,2005-04-01,460.08233333333334
347.53,8,2005-07-01,462.00631129196336
350.89,8,2005-10-01,462.2409798387097
351.92,8,2006-01-01,459.88905600000004
353.84,8,2006-04-01,458.5008547347546
355.4,8,2006-07-01,453.7730532486566
358.71,8,2006-10-01,458.67145596868886
359.66,8,2007-01-01,456.18803340823183
360.58,8,2007-04-01,451.90724509808626
358.29,8,2007-07-01,443.20340391696567
359.14,8,2007-10-01,445.48830048267456
361.04,8,2008-01-01,444.58931418556006
358.87,8,2008-04-01,436.47570012564574
351.92,8,2008-07-01,418.8234196985565
352.86,8,2008-10-01,424.2442582906667
359.33,8,2009-01-01,432.92930741997344
353.51,8,2009-04-01,425.5288339489513
345.11,8,2009-07-01,413.5907999174634
344.17,8,2009-10-01,415.26910420475326
340.36,8,2010-01-01,411.9786481417159
336.41,8,2010-04-01,407.4371291670915
340.65,8,2010-07-01,410.1433783559675
339.12,8,2010-10-01,410.1453179083758
330.67,8,2011-01-01,398.7464701784174
324.83,8,2011-04-01,389.6153243904341
328.13,8,2011-07-01,389.4113281569269
330.99,8,2011-10-01,392.96962087417893
329.26,8,2012-01-01,389.7348049183669
330.13,8,2012-04-01,389.21868622621594
335.59,8,2012-07-01,392.7609414462018
338.55,8,2012-10-01,395.5309063600766
342.7,8,2013-01-01,398.4522087281463
349.79,8,2013-04-01,404.5432655120229
358.44,8,2013-07-01,410.21253908063096
361.63,8,2013-10-01,413.885045673098
366.77,8,2014-01-01,416.3149155722327
379.32,8,2014-04-01,427.8972035789356
387.72,8,2014-07-01,432.1761347691652
393.59,8,2014-10-01,438.79591868073743
400.9,8,2015-01-01,444.95073571565064
417.63,8,2015-04-01,460.98977856801974
432.75,8,2015-07-01,473.06832298136646
438.78,8,2015-10-01,479.038997472796
446.56,8,2016-01-01,485.44621834758595
462.33,8,2016-04-01,499.7500674138716
474.83,8,2016-07-01,506.66936995786654
481.66,8,2016-10-01,511.1857908585908
490.17,8,2017-01-01,516.6967726323091
507.63,8,2017-04-01,531.73039108026
515.35,8,2017-07-01,534.7674435224521
523.02,8,2017-10-01,540.035584
536.72,8,2018-01-01,550.4150923851415
550.47,8,2018-04-01,559.8762465511404
558.69,8,2018-07-01,563.1979974389436
560.46,8,2018-10-01,562.8115081377658
568.32,8,2019-01-01,568.2679853992989
577.06,8,2019-04-01,572.293144197586
582.26,8,2019-07-01,572.7191909712186
587.02,8,2019-10-01,572.657901550559
261.69,9,2000-01-01,412.01986987951807
268.73,9,2000-04-01,418.31609767718885
274.56,9,2000-07-01,420.6272075029309
278.36,9,2000-10-01,423.71677111240547
285.2,9,2001-01-01,428.14400919012064
291.28,9,2001-04-01,434.0304492588369
298.47,9,2001-07-01,439.23490540540547
303.68,9,2001-10-01,449.1782954159593
310.2,9,2002-01-01,456.49702702702706
319.08,9,2002-04-01,464.5947008356546
327.75,9,2002-07-01,472.74139072847686
334.63,9,2002-10-01,482.13283792723263
338.87,9,2003-01-01,485.8313944048272
344.46,9,2003-04-01,489.0171950027159
352.65,9,2003-07-01,495.7966863905325
365.54,9,2003-10-01,514.4724523424879
371.93,9,2004-01-01,521.7800579710145
384.02,9,2004-04-01,532.7360254777069
403.53,9,2004-07-01,552.4704075432163
411.28,9,2004-10-01,562.786077486911
421.74,9,2005-01-01,574.692212721585
435.98,9,2005-04-01,586.150888888889
447.97,9,2005-07-01,595.5312268565616
457.05,9,2005-10-01,602.0896572580646
463.01,9,2006-01-01,605.061468
465.28,9,2006-04-01,602.90322657412
465.84,9,2006-07-01,594.782327308256
468.4,9,2006-10-01,598.9286888454012
471.48,9,2007-01-01,598.019056862907
467.85,9,2007-04-01,586.346454654001
464.03,9,2007-07-01,574.0033925579546
463.31,9,2007-10-01,574.7039719792504
462.8,9,2008-01-01,569.8978911064625
451.94,9,2008-04-01,549.6721038670948
437.99,9,2008-07-01,521.2561650198078
434.32,9,2008-10-01,522.1837733401416
437.82,9,2009-01-01,527.4959212273197
423.5,9,2009-04-01,509.77754852021405
412.86,9,2009-07-01,494.78455464612426
411.48,9,2009-10-01,496.4840950639854
406.64,9,2010-01-01,492.2053046196596
402.14,9,2010-04-01,487.0448771536344
406.71,9,2010-07-01,489.67976929738893
407.37,9,2010-10-01,492.6896029615919
396.83,9,2011-01-01,478.5271169471115
389.63,9,2011-04-01,467.33928160035975
390.74,9,2011-07-01,463.71432774826326
393.79,9,2011-10-01,467.529251651237
387.28,9,2012-01-01,458.41127148388847
383.32,9,2012-04-01,451.9289576961594
384.38,9,2012-07-01,449.8627809919576
385.61,9,2012-10-01,450.51151322259375
383.82,9,2013-01-01,446.2618230348325
382.17,9,2013-04-01,441.9917658616021
381.66,9,2013-07-01,436.7864012540833
378.65,9,2013-10-01,433.3644126430842
377.6,9,2014-01-01,428.6078799249532
380.45,9,2014-04-01,429.1719158009228
383.13,9,2014-07-01,427.05984348011515
382.92,9,2014-10-01,426.90041205627176
387.52,9,2015-01-01,430.1005465316262
388.82,9,2015-04-01,429.18862558441066
386.71,9,2015-07-01,422.7388819875776
386.33,9,2015-10-01,421.77659850874073
386.29,9,2016-01-01,419.9279373107511
388.45,9,2016-04-01,419.89036767442826
391.61,9,2016-07-01,417.8691151974393
392.36,9,2016-10-01,416.41169476659195
386.74,9,2017-01-01,407.66940010163665
392.3,9,2017-04-01,410.92495010300024
394.76,9,2017-07-01,409.63383332671617
394.61,9,2017-10-01,407.4479786666667
393.03,9,2018-01-01,403.05865956202894
396.37,9,2018-04-01,403.14303748701207
399.78,9,2018-07-01,403.00577317679006
398.2,9,2018-10-01,399.8707178754208
400.05,9,2019-01-01,400.0133860483346
406.49,9,2019-04-01,403.13215295615146
411.07,9,2019-07-01,404.33427993085365
413.49,9,2019-10-01,403.3735063748095
234.58,11,2000-01-01,369.3363180722892
242.89,11,2000-04-01,378.09249791542584
250.69,11,2000-07-01,384.05825556858156
255.54,11,2000-10-01,388.98039836924875
266.13,11,2001-01-01,399.5160068925905
278.39,11,2001-04-01,414.8233204104903
289.8,11,2001-07-01,426.475945945946
298.73,11,2001-10-01,441.85666553480485
308.2,11,2002-01-01,453.5537837837838
319.34,11,2002-04-01,464.9732724233983
334.16,11,2002-07-01,481.98707284768216
344.1,11,2002-10-01,495.7771554575524
351.81,11,2003-01-01,504.3832232583654
358.63,11,2003-04-01,509.13382292232484
370.01,11,2003-07-01,520.2034082840237
389.35,11,2003-10-01,547.9833925686593
404.85,11,2004-01-01,567.9634782608696
424.81,11,2004-04-01,589.3224076433121
454.39,11,2004-07-01,622.1025165007858
478.73,11,2004-10-01,655.0831036649215
500.43,11,2005-01-01,681.9206715328467
529.87,11,2005-04-01,712.3807777777778
561.22,11,2005-07-01,746.0857538148525
589.46,11,2005-10-01,776.5184758064516
598.52,11,2006-01-01,782.145936
606.53,11,2006-04-01,785.9329737233516
612.45,11,2006-07-01,781.9732877381535
622.55,11,2006-10-01,796.0355577299413
628.27,11,2007-01-01,796.8894393298942
627.56,11,2007-04-01,786.5076009034195
629.15,11,2007-07-01,778.256221424988
621.85,11,2007-10-01,771.3618634937662
609.53,11,2008-01-01,750.5831062362187
593.78,11,2008-04-01,722.1850286192937
579.8,11,2008-07-01,690.0256272483037
573.42,11,2008-10-01,689.4239715157119
575.72,11,2009-01-01,693.6411122584453
558.42,11,2009-04-01,672.1841290310695
553.31,11,2009-07-01,663.1043015338056
560.71,11,2009-10-01,676.5422303473492
554.98,11,2010-01-01,671.7590496700243
557.04,11,2010-04-01,674.6493220511775
565.89,11,2010-07-01,681.3328530100057
565.21,11,2010-10-01,683.5876242480334
557.62,11,2011-01-01,672.4196531311854
565.78,11,2011-04-01,678.6213041702424
567.87,11,2011-07-01,673.9250020433185
574.6,11,2011-10-01,682.196876504738
578.42,11,2012-01-01,684.6577351056361
582.06,11,2012-04-01,686.2406582401818
591.44,11,2012-07-01,692.1974171129701
603.0,11,2012-10-01,704.4901389311067
612.93,11,2013-01-01,712.6446229814493
631.16,11,2013-04-01,729.9566238616552
652.39,11,2013-07-01,746.6202387312042
654.64,11,2013-10-01,749.2345941969329
669.74,11,2014-01-01,760.2114446529081
685.1,11,2014-04-01,772.8365869765074
692.93,11,2014-07-01,772.3816389807015
708.17,11,2014-10-01,789.5071158620337
714.67,11,2015-01-01,793.1976609975158
726.2,11,2015-04-01,801.5965739915619
743.67,11,2015-07-01,812.9560248447204
758.82,11,2015-10-01,828.443347605422
763.87,11,2016-01-01,830.3874122383789
781.46,11,2016-04-01,844.7098126473387
786.08,11,2016-07-01,838.7900055524709
800.32,11,2016-10-01,849.3796705974077
798.79,11,2017-01-01,842.0185140073081
817.21,11,2017-04-01,856.0081021505807
829.55,11,2017-07-01,860.8059236907928
834.49,11,2017-10-01,861.6387413333334
847.01,11,2018-01-01,868.622535774964
858.54,11,2018-04-01,873.210443283042
862.93,11,2018-07-01,869.8928706975023
875.38,11,2018-10-01,879.0528101802759
880.12,11,2019-01-01,880.0394483911018
887.19,11,2019-04-01,879.861287562223
900.92,11,2019-07-01,886.1576847624606
907.38,11,2019-10-01,885.1799371553717
261.52,10,2000-01-01,411.75221204819275
266.1,10,2000-04-01,414.2221322215605
271.27,10,2000-07-01,415.5869120750294
274.76,10,2000-10-01,418.23688759464187
280.68,10,2001-01-01,421.35855715106266
285.39,10,2001-04-01,425.2538791334093
291.0,10,2001-07-01,428.24189189189195
295.05,10,2001-10-01,436.41351443123943
300.08,10,2002-01-01,441.60421621621623
307.9,10,2002-04-01,448.3161225626741
315.7,10,2002-07-01,455.36066225165564
320.82,10,2002-10-01,462.2354751929438
325.49,10,2003-01-01,466.648746023039
332.42,10,2003-04-01,471.92444975556765
340.05,10,2003-07-01,478.0821301775148
352.96,10,2003-10-01,496.7669660743135
364.11,10,2004-01-01,510.80939130434786
372.11,10,2004-04-01,516.2137452229299
394.42,10,2004-07-01,539.9979633315872
406.54,10,2004-10-01,556.2999706806283
418.01,10,2005-01-01,569.609455683003
435.65,10,2005-04-01,585.7072222222222
455.07,10,2005-07-01,604.9699654120041
464.73,10,2005-10-01,612.2068185483871
474.14,10,2006-01-01,619.606152
483.19,10,2006-04-01,626.1107506197324
487.81,10,2006-07-01,622.8335202735711
496.78,10,2006-10-01,635.2173228962819
497.09,10,2007-01-01,630.5024454398541
500.74,10,2007-04-01,627.5667921415934
495.7,10,2007-07-01,613.1790653427108
496.32,10,2007-10-01,615.6505911220166
493.02,10,2008-01-01,607.1111890088765
486.21,10,2008-04-01,591.3529973474801
475.08,10,2008-07-01,565.3973352761714
469.56,10,2008-10-01,564.5528932805233
472.09,10,2009-01-01,568.7852301224369
457.97,10,2009-04-01,551.2699501671841
446.97,10,2009-07-01,535.6630634844213
443.19,10,2009-10-01,534.74478976234
440.07,10,2010-01-01,532.6696547412296
435.48,10,2010-04-01,527.4240391477215
435.29,10,2010-07-01,524.0901546002323
431.78,10,2010-10-01,522.2120351689033
421.03,10,2011-01-01,507.7092761339676
409.19,10,2011-04-01,490.8004020174299
405.27,10,2011-07-01,480.95794033510424
410.18,10,2011-10-01,486.9883654798354
407.11,10,2012-01-01,481.88342474128757
398.56,10,2012-04-01,469.8967060925109
401.63,10,2012-07-01,470.05148220458904
404.38,10,2012-10-01,472.44066729844263
404.43,10,2013-01-01,470.22476444681706
404.74,10,2013-04-01,468.0946890515342
406.49,10,2013-07-01,465.2028094266423
409.81,10,2013-10-01,469.02699048002734
408.19,10,2014-01-01,463.3301125703565
411.88,10,2014-04-01,464.62696459478013
417.1,10,2014-07-01,464.92485766073145
415.88,10,2014-10-01,463.6460445157273
422.28,10,2015-01-01,468.67996178100515
421.58,10,2015-04-01,465.3498811117634
425.23,10,2015-07-01,464.8477018633541
426.32,10,2015-10-01,465.43576599344175
428.24,10,2016-01-01,465.5309220377334
431.5,10,2016-04-01,466.4247487489144
436.94,10,2016-07-01,466.2386843910246
439.43,10,2016-10-01,466.3670889776825
439.17,10,2017-01-01,462.9367803760557
440.91,10,2017-04-01,461.84277275022646
442.2,10,2017-07-01,458.86128558383297
445.81,10,2017-10-01,460.31368533333335
452.97,10,2018-01-01,464.52810478032785
456.07,10,2018-04-01,463.86317104397807
457.89,10,2018-07-01,461.58465526019415
461.42,10,2018-10-01,463.3559684632764
465.27,10,2019-01-01,465.2274168896604
471.91,10,2019-04-01,468.0117451881656
477.52,10,2019-07-01,469.695442023454
481.0,10,2019-10-01,469.231798994615
200.84,12,2000-01-01,316.21411084337353
204.42,12,2000-04-01,318.2085241215009
208.71,12,2000-07-01,319.74469871043385
