Unemployment Rate,total_number_hpa,total_number_hpa_seasonality,Population,Apartment_seasonality,Construction_seasonality,Home_seasonality,Investment_seasonality,Mortgage_seasonality,Realtor_seasonality,Real Estate_seasonality,Real Estate Agent_seasonality,Real Estate Listings_seasonality,Rent_seasonality,zillow_seasonality,Fips,datetime,HPI,HPI_inf,IntRate,CCI
17.3,24154,24038.575148809527,26386305.61643836,186.65565476190477,70.34766865079365,115.05515873015872,64.44429563492064,56.85436507936508,77.88705357142857,161.096875,62.10019841269842,45.39930555555556,204.3330853174603,-5.423561507936506,13,2005-04-01,300.29,403.72322222222226,3.75,100.4529
8.9,2116,2143.934523809524,3830313.2465753425,198.29756944444443,35.821378968253974,110.19484126984128,-16.543849206349208,-5.6651785714285765,68.14196428571428,164.0749503968254,103.9889880952381,-27.73551587301587,106.29925595238095,-0.9107142857142847,15,2005-04-01,448.58,603.0908888888889,3.75,100.4529
12.7,4360,4745.738095238095,4193675.416438356,123.39335317460319,35.827083333333334,137.6060515873016,93.69970238095237,100.19568452380952,52.985912698412704,219.02589285714285,-7.171527777777782,61.255456349206355,140.59598214285714,1.4328373015873042,16,2005-04-01,272.03,365.7292222222222,3.75,100.4529
17.9,12794,13928.630952380952,37779411.57534246,190.24791666666667,69.89002976190476,86.75709325396825,20.923660714285713,53.91557539682539,100.05758928571429,141.2796626984127,9.17544642857143,56.75262896825397,122.16344246031746,-7.695089285714285,17,2005-04-01,342.99,461.13100000000003,3.75,100.4529
16.7,7322,8254.622767857143,18721887.97808219,101.23988095238096,6.2377480158730165,92.35248015873016,5.417063492063493,43.071130952380955,73.52182539682539,80.73735119047619,-1.0013392857142855,8.49920634920635,74.66428571428571,-0.3532242063492057,18,2005-04-01,245.88,330.572,3.75,100.4529
13.6,3179,4113.008184523809,8866329.320547946,95.0172123015873,34.62911706349206,127.58998015873016,57.13234126984127,87.6171130952381,31.598363095238096,56.173164682539685,3.077281746031746,-10.141865079365079,47.22073412698413,-0.2606646825396828,19,2005-04-01,233.46,313.874,3.75,100.4529
16.0,2898,3251.9278273809523,8208596.967123287,102.42777777777778,21.55079365079365,124.68918650793651,24.060367063492063,21.00912698412699,32.291220238095235,135.7549107142857,-3.3445932539682537,20.76622023809524,160.42499999999998,-2.1831349206349193,20,2005-04-01,224.71,302.1101111111111,3.75,100.4529
16.8,5022,5284.024553571428,12456673.693150684,138.3640873015873,55.69434523809523,127.49112103174603,19.59905753968254,31.49761904761905,63.43179563492063,96.31939484126984,27.179613095238096,33.39657738095238,111.56607142857143,0.45466269841269824,21,2005-04-01,272.56,366.4417777777778,3.75,100.4529
16.7,5594,5749.857142857143,13668942.410958905,143.10124007936508,61.24588293650794,96.70967261904761,25.353025793650797,65.79246031746032,93.52782738095239,150.0078373015873,7.62559523809524,46.165327380952384,160.90570436507937,-0.31130952380952315,22,2005-04-01,207.37,278.79744444444447,3.75,100.4529
14.600000000000001,1475,1778.4129464285713,3943620.484931507,35.96855158730159,109.0,85.90515873015872,87.5092757936508,75.31825396825397,159.8203373015873,122.15411706349207,69.32926587301588,28.005357142857147,66.99236111111111,2.170337301587301,23,2005-04-01,469.56,631.2973333333333,3.75,100.4529
14.100000000000001,7745,8102.237351190476,16663589.252054796,173.50739087301588,6.50749007936508,117.47455357142857,27.171279761904763,47.870734126984125,95.85530753968254,169.76924603174604,17.762251984126983,57.417162698412696,127.17276785714284,-0.4984623015873024,24,2005-04-01,451.78,607.3931111111111,3.75,100.4529
14.600000000000001,4684,5221.465773809524,19232335.183561645,156.85228174603174,39.32534722222222,60.190376984126985,40.743452380952384,76.09623015873017,77.41775793650794,172.6798611111111,35.487500000000004,49.421031746031744,105.05064484126984,-8.762996031746034,25,2005-04-01,707.97,951.8263333333334,3.75,100.4529
