geoName,Real Estate,year
Illinois,31,2017-01-31
Indiana,20,2017-01-31
Iowa,22,2017-01-31
Kansas,47,2017-01-31
Kentucky,27,2017-01-31
Louisiana,34,2017-01-31
Maine,34,2017-01-31
Maryland,30,2017-01-31
Massachusetts,41,2017-01-31
Michigan,27,2017-01-31
Minnesota,32,2017-01-31
Mississippi,31,2017-01-31
Missouri,37,2017-01-31
Montana,79,2017-01-31
Nebraska,35,2017-01-31
Nevada,35,2017-01-31
New Hampshire,37,2017-01-31
New Jersey,32,2017-01-31
New Mexico,30,2017-01-31
New York,40,2017-01-31
North Carolina,35,2017-01-31
North Dakota,48,2017-01-31
Ohio,24,2017-01-31
Oklahoma,36,2017-01-31
Oregon,59,2017-01-31
Pennsylvania,38,2017-01-31
Rhode Island,23,2017-01-31
South Carolina,33,2017-01-31
South Dakota,35,2017-01-31
Tennessee,34,2017-01-31
Texas,25,2017-01-31
Utah,61,2017-01-31
Vermont,90,2017-01-31
Virginia,39,2017-01-31
Washington,45,2017-01-31
West Virginia,18,2017-01-31
Wisconsin,22,2017-01-31
Wyoming,100,2017-01-31
Alabama,27,2017-02-28
Alaska,32,2017-02-28
Arizona,31,2017-02-28
Arkansas,36,2017-02-28
California,25,2017-02-28
Colorado,37,2017-02-28
Connecticut,33,2017-02-28
Delaware,19,2017-02-28
District of Columbia,27,2017-02-28
Florida,27,2017-02-28
Georgia,22,2017-02-28
Hawaii,35,2017-02-28
Idaho,63,2017-02-28
Illinois,23,2017-02-28
Indiana,16,2017-02-28
Iowa,22,2017-02-28
Kansas,41,2017-02-28
Kentucky,20,2017-02-28
Louisiana,24,2017-02-28
Maine,28,2017-02-28
Maryland,27,2017-02-28
Massachusetts,33,2017-02-28
Michigan,23,2017-02-28
Minnesota,31,2017-02-28
Mississippi,16,2017-02-28
Missouri,27,2017-02-28
Montana,74,2017-02-28
Nebraska,37,2017-02-28
Nevada,31,2017-02-28
New Hampshire,24,2017-02-28
New Jersey,22,2017-02-28
New Mexico,25,2017-02-28
New York,34,2017-02-28
North Carolina,26,2017-02-28
North Dakota,62,2017-02-28
Ohio,22,2017-02-28
Oklahoma,27,2017-02-28
Oregon,51,2017-02-28
Pennsylvania,31,2017-02-28
Rhode Island,29,2017-02-28
South Carolina,28,2017-02-28
South Dakota,22,2017-02-28
Tennessee,26,2017-02-28
Texas,21,2017-02-28
Utah,47,2017-02-28
Vermont,59,2017-02-28
Virginia,33,2017-02-28
Washington,41,2017-02-28
West Virginia,14,2017-02-28
Wisconsin,21,2017-02-28
Wyoming,100,2017-02-28
Alabama,26,2017-03-31
Alaska,38,2017-03-31
Arizona,32,2017-03-31
Arkansas,38,2017-03-31
California,29,2017-03-31
Colorado,36,2017-03-31
Connecticut,40,2017-03-31
Delaware,23,2017-03-31
District of Columbia,27,2017-03-31
Florida,26,2017-03-31
Georgia,22,2017-03-31
Hawaii,41,2017-03-31
Idaho,67,2017-03-31
Illinois,27,2017-03-31
Indiana,21,2017-03-31
Iowa,25,2017-03-31
Kansas,39,2017-03-31
Kentucky,23,2017-03-31
Louisiana,31,2017-03-31
Maine,36,2017-03-31
Maryland,28,2017-03-31
Massachusetts,35,2017-03-31
Michigan,26,2017-03-31
Minnesota,31,2017-03-31
Mississippi,22,2017-03-31
Missouri,37,2017-03-31
Montana,100,2017-03-31
Nebraska,40,2017-03-31
Nevada,34,2017-03-31
New Hampshire,29,2017-03-31
New Jersey,30,2017-03-31
New Mexico,21,2017-03-31
New York,37,2017-03-31
North Carolina,30,2017-03-31
North Dakota,37,2017-03-31
Ohio,22,2017-03-31
Oklahoma,29,2017-03-31
Oregon,56,2017-03-31
Pennsylvania,29,2017-03-31
Rhode Island,26,2017-03-31
South Carolina,34,2017-03-31
South Dakota,35,2017-03-31
Tennessee,28,2017-03-31
Texas,23,2017-03-31
Utah,62,2017-03-31
Vermont,84,2017-03-31
Virginia,38,2017-03-31
Washington,45,2017-03-31
West Virginia,24,2017-03-31
Wisconsin,23,2017-03-31
Wyoming,96,2017-03-31
Alabama,28,2017-04-30
Alaska,23,2017-04-30
Arizona,30,2017-04-30
Arkansas,47,2017-04-30
California,30,2017-04-30
Colorado,40,2017-04-30
Connecticut,40,2017-04-30
Delaware,20,2017-04-30
District of Columbia,32,2017-04-30
Florida,28,2017-04-30
Georgia,27,2017-04-30
Hawaii,45,2017-04-30
Idaho,66,2017-04-30
Illinois,30,2017-04-30
Indiana,21,2017-04-30
Iowa,25,2017-04-30
Kansas,45,2017-04-30
Kentucky,27,2017-04-30
Louisiana,31,2017-04-30
Maine,41,2017-04-30
Maryland,29,2017-04-30
Massachusetts,36,2017-04-30
Michigan,31,2017-04-30
Minnesota,30,2017-04-30
Mississippi,28,2017-04-30
Missouri,38,2017-04-30
Montana,93,2017-04-30
Nebraska,33,2017-04-30
Nevada,32,2017-04-30
New Hampshire,33,2017-04-30
New Jersey,26,2017-04-30
New Mexico,30,2017-04-30
New York,42,2017-04-30
North Carolina,32,2017-04-30
North Dakota,45,2017-04-30
Ohio,24,2017-04-30
Oklahoma,24,2017-04-30
Oregon,60,2017-04-30
Pennsylvania,31,2017-04-30
Rhode Island,28,2017-04-30
South Carolina,34,2017-04-30
South Dakota,40,2017-04-30
Tennessee,29,2017-04-30
Texas,23,2017-04-30
Utah,62,2017-04-30
Vermont,100,2017-04-30
Virginia,35,2017-04-30
Washington,44,2017-04-30
West Virginia,19,2017-04-30
Wisconsin,24,2017-04-30
Wyoming,88,2017-04-30
Alabama,23,2017-05-31
Alaska,47,2017-05-31
Arizona,30,2017-05-31
Arkansas,45,2017-05-31
California,24,2017-05-31
Colorado,32,2017-05-31
Connecticut,35,2017-05-31
Delaware,31,2017-05-31
District of Columbia,25,2017-05-31
Florida,24,2017-05-31
Georgia,23,2017-05-31
Hawaii,32,2017-05-31
Idaho,53,2017-05-31
Illinois,23,2017-05-31
Indiana,20,2017-05-31
Iowa,24,2017-05-31
Kansas,54,2017-05-31
Kentucky,19,2017-05-31
Louisiana,24,2017-05-31
Maine,25,2017-05-31
Maryland,24,2017-05-31
Massachusetts,26,2017-05-31
Michigan,21,2017-05-31
Minnesota,25,2017-05-31
Mississippi,22,2017-05-31
Missouri,27,2017-05-31
Montana,71,2017-05-31
Nebraska,31,2017-05-31
Nevada,24,2017-05-31
New Hampshire,27,2017-05-31
New Jersey,22,2017-05-31
New Mexico,31,2017-05-31
New York,31,2017-05-31
North Carolina,29,2017-05-31
North Dakota,53,2017-05-31
Ohio,18,2017-05-31
Oklahoma,22,2017-05-31
Oregon,46,2017-05-31
Pennsylvania,27,2017-05-31
Rhode Island,18,2017-05-31
South Carolina,27,2017-05-31
South Dakota,30,2017-05-31
Tennessee,24,2017-05-31
Texas,21,2017-05-31
Utah,46,2017-05-31
Vermont,87,2017-05-31
Virginia,32,2017-05-31
Washington,33,2017-05-31
West Virginia,14,2017-05-31
Wisconsin,19,2017-05-31
Wyoming,100,2017-05-31
Alabama,28,2017-06-30
Alaska,28,2017-06-30
Arizona,27,2017-06-30
Arkansas,45,2017-06-30
California,28,2017-06-30
Colorado,34,2017-06-30
Connecticut,39,2017-06-30
Delaware,28,2017-06-30
District of Columbia,24,2017-06-30
Florida,25,2017-06-30
Georgia,24,2017-06-30
Hawaii,34,2017-06-30
Idaho,57,2017-06-30
Illinois,26,2017-06-30
Indiana,21,2017-06-30
Iowa,28,2017-06-30
Kansas,41,2017-06-30
Kentucky,21,2017-06-30
Louisiana,30,2017-06-30
Maine,30,2017-06-30
Maryland,23,2017-06-30
Massachusetts,30,2017-06-30
Michigan,33,2017-06-30
Minnesota,31,2017-06-30
Mississippi,24,2017-06-30
Missouri,29,2017-06-30
Montana,87,2017-06-30
Nebraska,43,2017-06-30
Nevada,24,2017-06-30
New Hampshire,24,2017-06-30
New Jersey,29,2017-06-30
New Mexico,24,2017-06-30
New York,35,2017-06-30
North Carolina,29,2017-06-30
North Dakota,48,2017-06-30
Ohio,23,2017-06-30
Oklahoma,23,2017-06-30
Oregon,54,2017-06-30
Pennsylvania,31,2017-06-30
Rhode Island,23,2017-06-30
South Carolina,32,2017-06-30
South Dakota,24,2017-06-30
Tennessee,26,2017-06-30
Texas,23,2017-06-30
Utah,54,2017-06-30
Vermont,78,2017-06-30
Virginia,34,2017-06-30
Washington,36,2017-06-30
West Virginia,26,2017-06-30
Wisconsin,25,2017-06-30
Wyoming,100,2017-06-30
Alabama,24,2017-07-31
Alaska,31,2017-07-31
Arizona,26,2017-07-31
Arkansas,33,2017-07-31
California,25,2017-07-31
Colorado,33,2017-07-31
Connecticut,32,2017-07-31
Delaware,29,2017-07-31
District of Columbia,24,2017-07-31
Florida,23,2017-07-31
Georgia,22,2017-07-31
Hawaii,32,2017-07-31
Idaho,55,2017-07-31
Illinois,27,2017-07-31
Indiana,16,2017-07-31
Iowa,21,2017-07-31
Kansas,21,2017-07-31
Kentucky,21,2017-07-31
Louisiana,20,2017-07-31
Maine,29,2017-07-31
Maryland,26,2017-07-31
Massachusetts,26,2017-07-31
Michigan,24,2017-07-31
Minnesota,24,2017-07-31
Mississippi,21,2017-07-31
Missouri,31,2017-07-31
Montana,72,2017-07-31
Nebraska,32,2017-07-31
Nevada,28,2017-07-31
New Hampshire,31,2017-07-31
New Jersey,28,2017-07-31
New Mexico,23,2017-07-31
New York,33,2017-07-31
North Carolina,25,2017-07-31
North Dakota,30,2017-07-31
Ohio,20,2017-07-31
Oklahoma,20,2017-07-31
Oregon,49,2017-07-31
Pennsylvania,27,2017-07-31
Rhode Island,30,2017-07-31
South Carolina,26,2017-07-31
South Dakota,21,2017-07-31
Tennessee,25,2017-07-31
Texas,18,2017-07-31
Utah,45,2017-07-31
Vermont,100,2017-07-31
Virginia,27,2017-07-31
Washington,40,2017-07-31
West Virginia,14,2017-07-31
Wisconsin,20,2017-07-31
Wyoming,75,2017-07-31
Alabama,25,2017-08-31
Alaska,31,2017-08-31
Arizona,29,2017-08-31
Arkansas,36,2017-08-31
California,27,2017-08-31
Colorado,33,2017-08-31
Connecticut,39,2017-08-31
Delaware,38,2017-08-31
District of Columbia,25,2017-08-31
Florida,24,2017-08-31
Georgia,22,2017-08-31
Hawaii,39,2017-08-31
Idaho,63,2017-08-31
Illinois,25,2017-08-31
Indiana,24,2017-08-31
Iowa,19,2017-08-31
Kansas,33,2017-08-31
Kentucky,21,2017-08-31
Louisiana,30,2017-08-31
Maine,28,2017-08-31
Maryland,27,2017-08-31
Massachusetts,35,2017-08-31
Michigan,25,2017-08-31
Minnesota,27,2017-08-31
Mississippi,19,2017-08-31
Missouri,36,2017-08-31
Montana,82,2017-08-31
Nebraska,38,2017-08-31
Nevada,25,2017-08-31
New Hampshire,38,2017-08-31
New Jersey,26,2017-08-31
New Mexico,25,2017-08-31
New York,38,2017-08-31
North Carolina,29,2017-08-31
North Dakota,55,2017-08-31
Ohio,18,2017-08-31
Oklahoma,24,2017-08-31
Oregon,49,2017-08-31
Pennsylvania,26,2017-08-31
Rhode Island,36,2017-08-31
South Carolina,24,2017-08-31
South Dakota,36,2017-08-31
Tennessee,25,2017-08-31
Texas,24,2017-08-31
Utah,55,2017-08-31
Vermont,74,2017-08-31
Virginia,34,2017-08-31
Washington,39,2017-08-31
West Virginia,19,2017-08-31
Wisconsin,22,2017-08-31
Wyoming,100,2017-08-31
Alabama,35,2017-09-30
Alaska,20,2017-09-30
Arizona,39,2017-09-30
Arkansas,56,2017-09-30
California,39,2017-09-30
Colorado,49,2017-09-30
Connecticut,50,2017-09-30
Delaware,35,2017-09-30
District of Columbia,40,2017-09-30
Florida,37,2017-09-30
Georgia,30,2017-09-30
Hawaii,42,2017-09-30
Idaho,72,2017-09-30
Illinois,33,2017-09-30
Indiana,29,2017-09-30
Iowa,25,2017-09-30
Kansas,45,2017-09-30
Kentucky,28,2017-09-30
Louisiana,30,2017-09-30
Maine,49,2017-09-30
Maryland,38,2017-09-30
Massachusetts,39,2017-09-30
Michigan,32,2017-09-30
Minnesota,31,2017-09-30
Mississippi,28,2017-09-30
Missouri,34,2017-09-30
Montana,73,2017-09-30
Nebraska,38,2017-09-30
Nevada,41,2017-09-30
New Hampshire,45,2017-09-30
New Jersey,37,2017-09-30
New Mexico,32,2017-09-30
New York,54,2017-09-30
North Carolina,35,2017-09-30
North Dakota,52,2017-09-30
Ohio,28,2017-09-30
Oklahoma,33,2017-09-30
Oregon,78,2017-09-30
Pennsylvania,41,2017-09-30
Rhode Island,35,2017-09-30
South Carolina,39,2017-09-30
South Dakota,30,2017-09-30
Tennessee,40,2017-09-30
Texas,34,2017-09-30
Utah,75,2017-09-30
Vermont,100,2017-09-30
Virginia,43,2017-09-30
Washington,47,2017-09-30
West Virginia,17,2017-09-30
Wisconsin,27,2017-09-30
Wyoming,87,2017-09-30
Alabama,34,2017-10-31
Alaska,23,2017-10-31
Arizona,35,2017-10-31
Arkansas,44,2017-10-31
California,34,2017-10-31
Colorado,38,2017-10-31
Connecticut,41,2017-10-31
Delaware,25,2017-10-31
District of Columbia,27,2017-10-31
Florida,35,2017-10-31
Georgia,26,2017-10-31
Hawaii,48,2017-10-31
Idaho,58,2017-10-31
Illinois,30,2017-10-31
Indiana,20,2017-10-31
Iowa,29,2017-10-31
Kansas,46,2017-10-31
Kentucky,27,2017-10-31
Louisiana,26,2017-10-31
Maine,26,2017-10-31
Maryland,28,2017-10-31
Massachusetts,32,2017-10-31
Michigan,25,2017-10-31
Minnesota,34,2017-10-31
Mississippi,16,2017-10-31
Missouri,38,2017-10-31
Montana,76,2017-10-31
Nebraska,34,2017-10-31
Nevada,32,2017-10-31
New Hampshire,27,2017-10-31
New Jersey,27,2017-10-31
New Mexico,28,2017-10-31
New York,42,2017-10-31
North Carolina,33,2017-10-31
North Dakota,50,2017-10-31
Ohio,25,2017-10-31
Oklahoma,28,2017-10-31
Oregon,61,2017-10-31
Pennsylvania,31,2017-10-31
Rhode Island,26,2017-10-31
South Carolina,35,2017-10-31
South Dakota,34,2017-10-31
Tennessee,30,2017-10-31
Texas,25,2017-10-31
Utah,56,2017-10-31
Vermont,79,2017-10-31
Virginia,39,2017-10-31
Washington,43,2017-10-31
West Virginia,15,2017-10-31
Wisconsin,25,2017-10-31
Wyoming,100,2017-10-31
Alabama,32,2017-11-30
Alaska,65,2017-11-30
Arizona,40,2017-11-30
Arkansas,52,2017-11-30
California,36,2017-11-30
Colorado,49,2017-11-30
Connecticut,47,2017-11-30
Delaware,38,2017-11-30
District of Columbia,40,2017-11-30
Florida,38,2017-11-30
Georgia,29,2017-11-30
Hawaii,46,2017-11-30
Idaho,88,2017-11-30
Illinois,34,2017-11-30
Indiana,20,2017-11-30
Iowa,30,2017-11-30
Kansas,45,2017-11-30
Kentucky,26,2017-11-30
Louisiana,33,2017-11-30
Maine,47,2017-11-30
Maryland,36,2017-11-30
Massachusetts,37,2017-11-30
Michigan,29,2017-11-30
Minnesota,35,2017-11-30
Mississippi,26,2017-11-30
Missouri,39,2017-11-30
Montana,100,2017-11-30
Nebraska,39,2017-11-30
Nevada,38,2017-11-30
New Hampshire,35,2017-11-30
New Jersey,29,2017-11-30
New Mexico,32,2017-11-30
New York,49,2017-11-30
North Carolina,35,2017-11-30
North Dakota,65,2017-11-30
Ohio,25,2017-11-30
Oklahoma,35,2017-11-30
Oregon,90,2017-11-30
Pennsylvania,36,2017-11-30
Rhode Island,29,2017-11-30
South Carolina,38,2017-11-30
South Dakota,36,2017-11-30
Tennessee,35,2017-11-30
Texas,27,2017-11-30
Utah,63,2017-11-30
Vermont,90,2017-11-30
Virginia,54,2017-11-30
Washington,46,2017-11-30
West Virginia,17,2017-11-30
Wisconsin,28,2017-11-30
Wyoming,69,2017-11-30
Alabama,33,2017-12-31
Alaska,29,2017-12-31
Arizona,42,2017-12-31
Arkansas,47,2017-12-31
California,31,2017-12-31
Colorado,39,2017-12-31
Connecticut,42,2017-12-31
Delaware,31,2017-12-31
District of Columbia,29,2017-12-31
Florida,33,2017-12-31
Georgia,27,2017-12-31
Hawaii,54,2017-12-31
Idaho,55,2017-12-31
Illinois,30,2017-12-31
Indiana,19,2017-12-31
Iowa,29,2017-12-31
Kansas,37,2017-12-31
Kentucky,25,2017-12-31
Louisiana,28,2017-12-31
Maine,43,2017-12-31
Maryland,29,2017-12-31
Massachusetts,36,2017-12-31
Michigan,27,2017-12-31
Minnesota,31,2017-12-31
Mississippi,25,2017-12-31
Missouri,41,2017-12-31
Montana,98,2017-12-31
Nebraska,28,2017-12-31
Nevada,36,2017-12-31
New Hampshire,36,2017-12-31
New Jersey,27,2017-12-31
New Mexico,34,2017-12-31
New York,40,2017-12-31
North Carolina,33,2017-12-31
North Dakota,43,2017-12-31
Ohio,24,2017-12-31
Oklahoma,30,2017-12-31
Oregon,67,2017-12-31
Pennsylvania,33,2017-12-31
Rhode Island,27,2017-12-31
South Carolina,34,2017-12-31
South Dakota,31,2017-12-31
Tennessee,32,2017-12-31
Texas,25,2017-12-31
Utah,70,2017-12-31
Vermont,88,2017-12-31
Virginia,43,2017-12-31
Washington,48,2017-12-31
West Virginia,22,2017-12-31
Wisconsin,25,2017-12-31
Wyoming,100,2017-12-31
Alabama,42,2018-01-31
Alaska,43,2018-01-31
Arizona,39,2018-01-31
Arkansas,48,2018-01-31
California,35,2018-01-31
Colorado,36,2018-01-31
Connecticut,41,2018-01-31
Delaware,28,2018-01-31
District of Columbia,37,2018-01-31
Florida,36,2018-01-31
Georgia,31,2018-01-31
Hawaii,45,2018-01-31
Idaho,66,2018-01-31
Illinois,33,2018-01-31
Indiana,21,2018-01-31
Iowa,25,2018-01-31
Kansas,42,2018-01-31
Kentucky,22,2018-01-31
Louisiana,26,2018-01-31
Maine,30,2018-01-31
Maryland,36,2018-01-31
Massachusetts,38,2018-01-31
Michigan,29,2018-01-31
Minnesota,31,2018-01-31
Mississippi,33,2018-01-31
Missouri,35,2018-01-31
Montana,81,2018-01-31
Nebraska,34,2018-01-31
Nevada,40,2018-01-31
New Hampshire,35,2018-01-31
New Jersey,33,2018-01-31
New Mexico,32,2018-01-31
New York,46,2018-01-31
North Carolina,40,2018-01-31
North Dakota,35,2018-01-31
Ohio,28,2018-01-31
Oklahoma,26,2018-01-31
Oregon,66,2018-01-31
Pennsylvania,38,2018-01-31
Rhode Island,29,2018-01-31
South Carolina,40,2018-01-31
South Dakota,29,2018-01-31
Tennessee,32,2018-01-31
Texas,29,2018-01-31
Utah,65,2018-01-31
Vermont,97,2018-01-31
Virginia,43,2018-01-31
Washington,50,2018-01-31
West Virginia,22,2018-01-31
Wisconsin,28,2018-01-31
Wyoming,100,2018-01-31
Alabama,28,2018-02-28
Alaska,37,2018-02-28
Arizona,33,2018-02-28
Arkansas,37,2018-02-28
California,28,2018-02-28
Colorado,41,2018-02-28
Connecticut,36,2018-02-28
Delaware,30,2018-02-28
District of Columbia,28,2018-02-28
Florida,29,2018-02-28
Georgia,24,2018-02-28
Hawaii,37,2018-02-28
Idaho,42,2018-02-28
Illinois,26,2018-02-28
Indiana,21,2018-02-28
Iowa,19,2018-02-28
Kansas,39,2018-02-28
Kentucky,20,2018-02-28
Louisiana,21,2018-02-28
Maine,39,2018-02-28
Maryland,27,2018-02-28
Massachusetts,34,2018-02-28
Michigan,23,2018-02-28
Minnesota,27,2018-02-28
Mississippi,27,2018-02-28
Missouri,34,2018-02-28
Montana,82,2018-02-28
Nebraska,30,2018-02-28
Nevada,23,2018-02-28
New Hampshire,31,2018-02-28
New Jersey,25,2018-02-28
New Mexico,21,2018-02-28
New York,36,2018-02-28
North Carolina,27,2018-02-28
North Dakota,39,2018-02-28
Ohio,22,2018-02-28
Oklahoma,24,2018-02-28
Oregon,54,2018-02-28
Pennsylvania,30,2018-02-28
Rhode Island,19,2018-02-28
South Carolina,32,2018-02-28
South Dakota,31,2018-02-28
Tennessee,28,2018-02-28
Texas,22,2018-02-28
Utah,58,2018-02-28
Vermont,100,2018-02-28
Virginia,36,2018-02-28
Washington,44,2018-02-28
West Virginia,20,2018-02-28
Wisconsin,25,2018-02-28
Wyoming,83,2018-02-28
Alabama,28,2018-03-31
Alaska,27,2018-03-31
Arizona,31,2018-03-31
Arkansas,37,2018-03-31
California,30,2018-03-31
Colorado,40,2018-03-31
Connecticut,39,2018-03-31
Delaware,33,2018-03-31
District of Columbia,23,2018-03-31
Florida,31,2018-03-31
Georgia,26,2018-03-31
Hawaii,40,2018-03-31
Idaho,59,2018-03-31
Illinois,30,2018-03-31
Indiana,20,2018-03-31
Iowa,24,2018-03-31
Kansas,35,2018-03-31
Kentucky,20,2018-03-31
Louisiana,29,2018-03-31
Maine,38,2018-03-31
Maryland,25,2018-03-31
Massachusetts,37,2018-03-31
Michigan,30,2018-03-31
Minnesota,35,2018-03-31
Mississippi,25,2018-03-31
Missouri,35,2018-03-31
Montana,89,2018-03-31
Nebraska,38,2018-03-31
Nevada,31,2018-03-31
New Hampshire,29,2018-03-31
New Jersey,29,2018-03-31
New Mexico,26,2018-03-31
New York,41,2018-03-31
North Carolina,32,2018-03-31
North Dakota,41,2018-03-31
Ohio,24,2018-03-31
Oklahoma,25,2018-03-31
Oregon,68,2018-03-31
Pennsylvania,32,2018-03-31
Rhode Island,25,2018-03-31
South Carolina,32,2018-03-31
South Dakota,27,2018-03-31
Tennessee,29,2018-03-31
Texas,25,2018-03-31
Utah,53,2018-03-31
Vermont,81,2018-03-31
Virginia,37,2018-03-31
Washington,46,2018-03-31
West Virginia,17,2018-03-31
Wisconsin,26,2018-03-31
Wyoming,100,2018-03-31
Alabama,29,2018-04-30
Alaska,26,2018-04-30
Arizona,34,2018-04-30
Arkansas,47,2018-04-30
California,31,2018-04-30
Colorado,37,2018-04-30
Connecticut,38,2018-04-30
Delaware,18,2018-04-30
District of Columbia,28,2018-04-30
Florida,30,2018-04-30
Georgia,28,2018-04-30
Hawaii,37,2018-04-30
Idaho,58,2018-04-30
Illinois,29,2018-04-30
Indiana,22,2018-04-30
Iowa,28,2018-04-30
Kansas,40,2018-04-30
Kentucky,21,2018-04-30
Louisiana,25,2018-04-30
Maine,39,2018-04-30
Maryland,26,2018-04-30
Massachusetts,37,2018-04-30
Michigan,29,2018-04-30
Minnesota,32,2018-04-30
Mississippi,27,2018-04-30
Missouri,34,2018-04-30
Montana,100,2018-04-30
Nebraska,39,2018-04-30
Nevada,32,2018-04-30
New Hampshire,38,2018-04-30
New Jersey,26,2018-04-30
New Mexico,34,2018-04-30
New York,41,2018-04-30
North Carolina,32,2018-04-30
North Dakota,27,2018-04-30
Ohio,22,2018-04-30
Oklahoma,31,2018-04-30
Oregon,60,2018-04-30
Pennsylvania,31,2018-04-30
Rhode Island,28,2018-04-30
South Carolina,35,2018-04-30
South Dakota,32,2018-04-30
Tennessee,28,2018-04-30
Texas,27,2018-04-30
Utah,54,2018-04-30
Vermont,97,2018-04-30
Virginia,37,2018-04-30
Washington,47,2018-04-30
West Virginia,22,2018-04-30
Wisconsin,24,2018-04-30
Wyoming,87,2018-04-30
Alabama,34,2018-05-31
Alaska,33,2018-05-31
Arizona,37,2018-05-31
Arkansas,39,2018-05-31
California,31,2018-05-31
Colorado,36,2018-05-31
Connecticut,38,2018-05-31
Delaware,33,2018-05-31
District of Columbia,27,2018-05-31
Florida,29,2018-05-31
Georgia,27,2018-05-31
Hawaii,44,2018-05-31
Idaho,57,2018-05-31
Illinois,28,2018-05-31
Indiana,19,2018-05-31
Iowa,28,2018-05-31
Kansas,33,2018-05-31
Kentucky,21,2018-05-31
Louisiana,29,2018-05-31
Maine,49,2018-05-31
Maryland,30,2018-05-31
Massachusetts,34,2018-05-31
Michigan,25,2018-05-31
Minnesota,35,2018-05-31
Mississippi,30,2018-05-31
Missouri,39,2018-05-31
Montana,89,2018-05-31
Nebraska,41,2018-05-31
Nevada,37,2018-05-31
New Hampshire,47,2018-05-31
New Jersey,26,2018-05-31
New Mexico,23,2018-05-31
New York,39,2018-05-31
North Carolina,34,2018-05-31
North Dakota,36,2018-05-31
Ohio,26,2018-05-31
Oklahoma,24,2018-05-31
Oregon,57,2018-05-31
Pennsylvania,34,2018-05-31
Rhode Island,27,2018-05-31
South Carolina,32,2018-05-31
South Dakota,33,2018-05-31
Tennessee,31,2018-05-31
Texas,26,2018-05-31
Utah,67,2018-05-31
Vermont,100,2018-05-31
Virginia,37,2018-05-31
Washington,43,2018-05-31
West Virginia,26,2018-05-31
Wisconsin,25,2018-05-31
Wyoming,91,2018-05-31
Alabama,37,2018-06-30
Alaska,28,2018-06-30
Arizona,41,2018-06-30
Arkansas,58,2018-06-30
California,37,2018-06-30
Colorado,44,2018-06-30
Connecticut,50,2018-06-30
Delaware,48,2018-06-30
District of Columbia,29,2018-06-30
Florida,33,2018-06-30
Georgia,33,2018-06-30
Hawaii,41,2018-06-30
Idaho,71,2018-06-30
Illinois,33,2018-06-30
Indiana,23,2018-06-30
Iowa,32,2018-06-30
Kansas,43,2018-06-30
Kentucky,23,2018-06-30
Louisiana,39,2018-06-30
Maine,44,2018-06-30
Maryland,35,2018-06-30
Massachusetts,39,2018-06-30
Michigan,34,2018-06-30
Minnesota,36,2018-06-30
Mississippi,33,2018-06-30
Missouri,44,2018-06-30
Montana,95,2018-06-30
Nebraska,39,2018-06-30
Nevada,40,2018-06-30
New Hampshire,50,2018-06-30
New Jersey,32,2018-06-30
New Mexico,33,2018-06-30
New York,47,2018-06-30
North Carolina,38,2018-06-30
North Dakota,65,2018-06-30
Ohio,31,2018-06-30
Oklahoma,36,2018-06-30
Oregon,64,2018-06-30
Pennsylvania,39,2018-06-30
Rhode Island,28,2018-06-30
South Carolina,38,2018-06-30
South Dakota,34,2018-06-30
Tennessee,35,2018-06-30
Texas,27,2018-06-30
Utah,63,2018-06-30
Vermont,100,2018-06-30
Virginia,43,2018-06-30
Washington,48,2018-06-30
West Virginia,21,2018-06-30
Wisconsin,33,2018-06-30
Wyoming,84,2018-06-30
Alabama,29,2018-07-31
Alaska,26,2018-07-31
Arizona,40,2018-07-31
Arkansas,45,2018-07-31
California,34,2018-07-31
Colorado,33,2018-07-31
Connecticut,40,2018-07-31
Delaware,39,2018-07-31
District of Columbia,32,2018-07-31
Florida,28,2018-07-31
Georgia,27,2018-07-31
Hawaii,37,2018-07-31
Idaho,67,2018-07-31
Illinois,30,2018-07-31
Indiana,23,2018-07-31
Iowa,27,2018-07-31
Kansas,44,2018-07-31
Kentucky,23,2018-07-31
Louisiana,26,2018-07-31
Maine,40,2018-07-31
Maryland,27,2018-07-31
Massachusetts,37,2018-07-31
Michigan,28,2018-07-31
Minnesota,30,2018-07-31
Mississippi,26,2018-07-31
Missouri,37,2018-07-31
Montana,98,2018-07-31
Nebraska,40,2018-07-31
Nevada,31,2018-07-31
New Hampshire,33,2018-07-31
New Jersey,30,2018-07-31
New Mexico,29,2018-07-31
New York,43,2018-07-31
North Carolina,35,2018-07-31
North Dakota,61,2018-07-31
Ohio,27,2018-07-31
Oklahoma,33,2018-07-31
Oregon,53,2018-07-31
Pennsylvania,31,2018-07-31
Rhode Island,33,2018-07-31
South Carolina,35,2018-07-31
South Dakota,34,2018-07-31
Tennessee,32,2018-07-31
Texas,25,2018-07-31
Utah,57,2018-07-31
Vermont,100,2018-07-31
Virginia,39,2018-07-31
Washington,43,2018-07-31
West Virginia,24,2018-07-31
Wisconsin,25,2018-07-31
Wyoming,65,2018-07-31
Alabama,41,2018-08-31
Alaska,42,2018-08-31
Arizona,43,2018-08-31
Arkansas,50,2018-08-31
California,41,2018-08-31
Colorado,47,2018-08-31
Connecticut,49,2018-08-31
Delaware,28,2018-08-31
District of Columbia,37,2018-08-31
Florida,35,2018-08-31
Georgia,34,2018-08-31
Hawaii,43,2018-08-31
Idaho,76,2018-08-31
Illinois,35,2018-08-31
