geoName,Real Estate,year
Illinois,33,2008-12-31
Indiana,18,2008-12-31
Iowa,25,2008-12-31
Kansas,49,2008-12-31
Kentucky,32,2008-12-31
Louisiana,39,2008-12-31
Maine,41,2008-12-31
Maryland,39,2008-12-31
Massachusetts,36,2008-12-31
Michigan,31,2008-12-31
Minnesota,36,2008-12-31
Mississippi,34,2008-12-31
Missouri,36,2008-12-31
Montana,47,2008-12-31
Nebraska,47,2008-12-31
Nevada,34,2008-12-31
New Hampshire,37,2008-12-31
New Jersey,38,2008-12-31
New Mexico,30,2008-12-31
New York,48,2008-12-31
North Carolina,38,2008-12-31
North Dakota,25,2008-12-31
Ohio,32,2008-12-31
Oklahoma,32,2008-12-31
Oregon,56,2008-12-31
Pennsylvania,43,2008-12-31
Rhode Island,29,2008-12-31
South Carolina,56,2008-12-31
South Dakota,46,2008-12-31
Tennessee,37,2008-12-31
Texas,31,2008-12-31
Utah,45,2008-12-31
Vermont,100,2008-12-31
Virginia,25,2008-12-31
Washington,43,2008-12-31
West Virginia,10,2008-12-31
Wisconsin,28,2008-12-31
Wyoming,86,2008-12-31
Alabama,30,2009-01-31
Alaska,55,2009-01-31
Arizona,35,2009-01-31
Arkansas,43,2009-01-31
California,26,2009-01-31
Colorado,39,2009-01-31
Connecticut,42,2009-01-31
Delaware,29,2009-01-31
District of Columbia,39,2009-01-31
Florida,31,2009-01-31
Georgia,30,2009-01-31
Hawaii,50,2009-01-31
Idaho,47,2009-01-31
Illinois,29,2009-01-31
Indiana,23,2009-01-31
Iowa,19,2009-01-31
Kansas,39,2009-01-31
Kentucky,23,2009-01-31
Louisiana,39,2009-01-31
Maine,38,2009-01-31
Maryland,27,2009-01-31
Massachusetts,37,2009-01-31
Michigan,32,2009-01-31
Minnesota,25,2009-01-31
Mississippi,30,2009-01-31
Missouri,34,2009-01-31
Montana,100,2009-01-31
Nebraska,30,2009-01-31
Nevada,38,2009-01-31
New Hampshire,36,2009-01-31
New Jersey,35,2009-01-31
New Mexico,23,2009-01-31
New York,37,2009-01-31
North Carolina,31,2009-01-31
North Dakota,40,2009-01-31
Ohio,28,2009-01-31
Oklahoma,30,2009-01-31
Oregon,49,2009-01-31
Pennsylvania,35,2009-01-31
Rhode Island,26,2009-01-31
South Carolina,36,2009-01-31
South Dakota,41,2009-01-31
Tennessee,31,2009-01-31
Texas,27,2009-01-31
Utah,51,2009-01-31
Vermont,52,2009-01-31
Virginia,20,2009-01-31
Washington,36,2009-01-31
West Virginia,8,2009-01-31
Wisconsin,22,2009-01-31
Wyoming,60,2009-01-31
Alabama,34,2009-02-28
Alaska,37,2009-02-28
Arizona,37,2009-02-28
Arkansas,42,2009-02-28
California,24,2009-02-28
Colorado,35,2009-02-28
Connecticut,40,2009-02-28
Delaware,22,2009-02-28
District of Columbia,33,2009-02-28
Florida,30,2009-02-28
Georgia,32,2009-02-28
Hawaii,38,2009-02-28
Idaho,58,2009-02-28
Illinois,27,2009-02-28
Indiana,22,2009-02-28
Iowa,16,2009-02-28
Kansas,35,2009-02-28
Kentucky,26,2009-02-28
Louisiana,37,2009-02-28
Maine,50,2009-02-28
Maryland,34,2009-02-28
Massachusetts,28,2009-02-28
Michigan,29,2009-02-28
Minnesota,30,2009-02-28
Mississippi,32,2009-02-28
Missouri,37,2009-02-28
Montana,100,2009-02-28
Nebraska,26,2009-02-28
Nevada,33,2009-02-28
New Hampshire,36,2009-02-28
New Jersey,31,2009-02-28
New Mexico,35,2009-02-28
New York,36,2009-02-28
North Carolina,32,2009-02-28
North Dakota,38,2009-02-28
Ohio,26,2009-02-28
Oklahoma,33,2009-02-28
Oregon,37,2009-02-28
Pennsylvania,38,2009-02-28
Rhode Island,28,2009-02-28
South Carolina,35,2009-02-28
South Dakota,28,2009-02-28
Tennessee,28,2009-02-28
Texas,24,2009-02-28
Utah,48,2009-02-28
Vermont,56,2009-02-28
Virginia,20,2009-02-28
Washington,36,2009-02-28
West Virginia,12,2009-02-28
Wisconsin,23,2009-02-28
Wyoming,68,2009-02-28
Alabama,55,2009-03-31
Alaska,49,2009-03-31
Arizona,50,2009-03-31
Arkansas,39,2009-03-31
California,32,2009-03-31
Colorado,47,2009-03-31
Connecticut,56,2009-03-31
Delaware,45,2009-03-31
District of Columbia,39,2009-03-31
Florida,38,2009-03-31
Georgia,37,2009-03-31
Hawaii,41,2009-03-31
Idaho,67,2009-03-31
Illinois,37,2009-03-31
Indiana,20,2009-03-31
Iowa,30,2009-03-31
Kansas,55,2009-03-31
Kentucky,46,2009-03-31
Louisiana,54,2009-03-31
Maine,47,2009-03-31
Maryland,41,2009-03-31
Massachusetts,43,2009-03-31
Michigan,36,2009-03-31
Minnesota,36,2009-03-31
Mississippi,38,2009-03-31
Missouri,49,2009-03-31
Montana,100,2009-03-31
Nebraska,57,2009-03-31
Nevada,43,2009-03-31
New Hampshire,45,2009-03-31
New Jersey,43,2009-03-31
New Mexico,62,2009-03-31
New York,52,2009-03-31
North Carolina,47,2009-03-31
North Dakota,40,2009-03-31
Ohio,38,2009-03-31
Oklahoma,42,2009-03-31
Oregon,50,2009-03-31
Pennsylvania,44,2009-03-31
Rhode Island,43,2009-03-31
South Carolina,38,2009-03-31
South Dakota,29,2009-03-31
Tennessee,45,2009-03-31
Texas,35,2009-03-31
Utah,73,2009-03-31
Vermont,76,2009-03-31
Virginia,25,2009-03-31
Washington,61,2009-03-31
West Virginia,30,2009-03-31
Wisconsin,40,2009-03-31
Wyoming,84,2009-03-31
Alabama,32,2009-04-30
Alaska,34,2009-04-30
Arizona,39,2009-04-30
Arkansas,39,2009-04-30
California,24,2009-04-30
Colorado,35,2009-04-30
Connecticut,38,2009-04-30
Delaware,42,2009-04-30
District of Columbia,35,2009-04-30
Florida,33,2009-04-30
Georgia,32,2009-04-30
Hawaii,45,2009-04-30
Idaho,45,2009-04-30
Illinois,27,2009-04-30
Indiana,15,2009-04-30
Iowa,27,2009-04-30
Kansas,49,2009-04-30
Kentucky,24,2009-04-30
Louisiana,37,2009-04-30
Maine,32,2009-04-30
Maryland,31,2009-04-30
Massachusetts,32,2009-04-30
Michigan,26,2009-04-30
Minnesota,31,2009-04-30
Mississippi,29,2009-04-30
Missouri,42,2009-04-30
Montana,100,2009-04-30
Nebraska,41,2009-04-30
Nevada,28,2009-04-30
New Hampshire,43,2009-04-30
New Jersey,35,2009-04-30
New Mexico,44,2009-04-30
New York,40,2009-04-30
North Carolina,36,2009-04-30
North Dakota,42,2009-04-30
Ohio,32,2009-04-30
Oklahoma,40,2009-04-30
Oregon,28,2009-04-30
Pennsylvania,34,2009-04-30
Rhode Island,29,2009-04-30
South Carolina,35,2009-04-30
South Dakota,37,2009-04-30
Tennessee,36,2009-04-30
Texas,28,2009-04-30
Utah,39,2009-04-30
Vermont,80,2009-04-30
Virginia,19,2009-04-30
Washington,40,2009-04-30
West Virginia,25,2009-04-30
Wisconsin,34,2009-04-30
Wyoming,93,2009-04-30
Alabama,68,2009-05-31
Alaska,45,2009-05-31
Arizona,54,2009-05-31
Arkansas,62,2009-05-31
California,32,2009-05-31
Colorado,47,2009-05-31
Connecticut,60,2009-05-31
Delaware,76,2009-05-31
District of Columbia,46,2009-05-31
Florida,44,2009-05-31
Georgia,46,2009-05-31
Hawaii,61,2009-05-31
Idaho,100,2009-05-31
Illinois,38,2009-05-31
Indiana,29,2009-05-31
Iowa,33,2009-05-31
Kansas,62,2009-05-31
Kentucky,39,2009-05-31
Louisiana,58,2009-05-31
Maine,61,2009-05-31
Maryland,43,2009-05-31
Massachusetts,46,2009-05-31
Michigan,43,2009-05-31
Minnesota,42,2009-05-31
Mississippi,48,2009-05-31
Missouri,51,2009-05-31
Montana,79,2009-05-31
Nebraska,59,2009-05-31
Nevada,43,2009-05-31
New Hampshire,48,2009-05-31
New Jersey,47,2009-05-31
New Mexico,47,2009-05-31
New York,55,2009-05-31
North Carolina,57,2009-05-31
North Dakota,54,2009-05-31
Ohio,45,2009-05-31
Oklahoma,56,2009-05-31
Oregon,55,2009-05-31
Pennsylvania,52,2009-05-31
Rhode Island,40,2009-05-31
South Carolina,48,2009-05-31
South Dakota,40,2009-05-31
Tennessee,48,2009-05-31
Texas,39,2009-05-31
Utah,70,2009-05-31
Vermont,96,2009-05-31
Virginia,26,2009-05-31
Washington,53,2009-05-31
West Virginia,53,2009-05-31
Wisconsin,39,2009-05-31
Wyoming,98,2009-05-31
Alabama,42,2009-06-30
Alaska,20,2009-06-30
Arizona,39,2009-06-30
Arkansas,55,2009-06-30
California,23,2009-06-30
Colorado,39,2009-06-30
Connecticut,44,2009-06-30
Delaware,54,2009-06-30
District of Columbia,37,2009-06-30
Florida,30,2009-06-30
Georgia,32,2009-06-30
Hawaii,58,2009-06-30
Idaho,63,2009-06-30
Illinois,29,2009-06-30
Indiana,27,2009-06-30
Iowa,22,2009-06-30
Kansas,50,2009-06-30
Kentucky,32,2009-06-30
Louisiana,40,2009-06-30
Maine,48,2009-06-30
Maryland,30,2009-06-30
Massachusetts,34,2009-06-30
Michigan,35,2009-06-30
Minnesota,33,2009-06-30
Mississippi,25,2009-06-30
Missouri,39,2009-06-30
Montana,88,2009-06-30
Nebraska,36,2009-06-30
Nevada,31,2009-06-30
New Hampshire,34,2009-06-30
New Jersey,34,2009-06-30
New Mexico,38,2009-06-30
New York,36,2009-06-30
North Carolina,36,2009-06-30
North Dakota,29,2009-06-30
Ohio,29,2009-06-30
Oklahoma,33,2009-06-30
Oregon,48,2009-06-30
Pennsylvania,39,2009-06-30
Rhode Island,20,2009-06-30
South Carolina,43,2009-06-30
South Dakota,32,2009-06-30
Tennessee,37,2009-06-30
Texas,29,2009-06-30
Utah,40,2009-06-30
Vermont,100,2009-06-30
Virginia,20,2009-06-30
Washington,37,2009-06-30
West Virginia,28,2009-06-30
Wisconsin,26,2009-06-30
Wyoming,32,2009-06-30
Alabama,43,2009-07-31
Alaska,39,2009-07-31
Arizona,50,2009-07-31
Arkansas,59,2009-07-31
California,27,2009-07-31
Colorado,47,2009-07-31
Connecticut,66,2009-07-31
Delaware,50,2009-07-31
District of Columbia,36,2009-07-31
Florida,36,2009-07-31
Georgia,36,2009-07-31
Hawaii,31,2009-07-31
Idaho,55,2009-07-31
Illinois,33,2009-07-31
Indiana,29,2009-07-31
Iowa,30,2009-07-31
Kansas,63,2009-07-31
Kentucky,28,2009-07-31
Louisiana,61,2009-07-31
Maine,37,2009-07-31
Maryland,46,2009-07-31
Massachusetts,43,2009-07-31
Michigan,37,2009-07-31
Minnesota,37,2009-07-31
Mississippi,52,2009-07-31
Missouri,43,2009-07-31
Montana,100,2009-07-31
Nebraska,31,2009-07-31
Nevada,32,2009-07-31
New Hampshire,39,2009-07-31
New Jersey,45,2009-07-31
New Mexico,30,2009-07-31
New York,46,2009-07-31
North Carolina,39,2009-07-31
North Dakota,34,2009-07-31
Ohio,34,2009-07-31
Oklahoma,36,2009-07-31
Oregon,50,2009-07-31
Pennsylvania,47,2009-07-31
Rhode Island,40,2009-07-31
South Carolina,53,2009-07-31
South Dakota,47,2009-07-31
Tennessee,40,2009-07-31
Texas,35,2009-07-31
Utah,45,2009-07-31
Vermont,87,2009-07-31
Virginia,22,2009-07-31
Washington,51,2009-07-31
West Virginia,29,2009-07-31
Wisconsin,26,2009-07-31
Wyoming,72,2009-07-31
Alabama,36,2009-08-31
Alaska,30,2009-08-31
Arizona,42,2009-08-31
Arkansas,47,2009-08-31
California,23,2009-08-31
Colorado,31,2009-08-31
Connecticut,46,2009-08-31
Delaware,40,2009-08-31
District of Columbia,36,2009-08-31
Florida,30,2009-08-31
Georgia,29,2009-08-31
Hawaii,34,2009-08-31
Idaho,52,2009-08-31
Illinois,30,2009-08-31
Indiana,19,2009-08-31
Iowa,20,2009-08-31
Kansas,39,2009-08-31
Kentucky,27,2009-08-31
Louisiana,38,2009-08-31
Maine,42,2009-08-31
Maryland,30,2009-08-31
Massachusetts,36,2009-08-31
Michigan,28,2009-08-31
Minnesota,33,2009-08-31
Mississippi,39,2009-08-31
Missouri,33,2009-08-31
Montana,100,2009-08-31
Nebraska,28,2009-08-31
Nevada,29,2009-08-31
New Hampshire,35,2009-08-31
New Jersey,35,2009-08-31
New Mexico,24,2009-08-31
New York,34,2009-08-31
North Carolina,33,2009-08-31
North Dakota,26,2009-08-31
Ohio,23,2009-08-31
Oklahoma,30,2009-08-31
Oregon,32,2009-08-31
Pennsylvania,35,2009-08-31
Rhode Island,16,2009-08-31
South Carolina,38,2009-08-31
South Dakota,33,2009-08-31
Tennessee,27,2009-08-31
Texas,26,2009-08-31
Utah,37,2009-08-31
Vermont,75,2009-08-31
Virginia,17,2009-08-31
Washington,40,2009-08-31
West Virginia,13,2009-08-31
Wisconsin,29,2009-08-31
Wyoming,84,2009-08-31
Alabama,51,2009-09-30
Alaska,63,2009-09-30
Arizona,67,2009-09-30
Arkansas,54,2009-09-30
California,34,2009-09-30
Colorado,50,2009-09-30
Connecticut,68,2009-09-30
Delaware,33,2009-09-30
District of Columbia,56,2009-09-30
Florida,43,2009-09-30
Georgia,53,2009-09-30
Hawaii,61,2009-09-30
Idaho,72,2009-09-30
Illinois,50,2009-09-30
Indiana,28,2009-09-30
Iowa,33,2009-09-30
Kansas,53,2009-09-30
Kentucky,33,2009-09-30
Louisiana,54,2009-09-30
Maine,44,2009-09-30
Maryland,54,2009-09-30
Massachusetts,57,2009-09-30
Michigan,41,2009-09-30
Minnesota,46,2009-09-30
Mississippi,43,2009-09-30
Missouri,59,2009-09-30
Montana,82,2009-09-30
Nebraska,50,2009-09-30
Nevada,51,2009-09-30
New Hampshire,54,2009-09-30
New Jersey,49,2009-09-30
New Mexico,42,2009-09-30
New York,61,2009-09-30
North Carolina,50,2009-09-30
North Dakota,51,2009-09-30
Ohio,38,2009-09-30
Oklahoma,37,2009-09-30
Oregon,68,2009-09-30
Pennsylvania,52,2009-09-30
Rhode Island,34,2009-09-30
South Carolina,52,2009-09-30
South Dakota,74,2009-09-30
Tennessee,48,2009-09-30
Texas,43,2009-09-30
Utah,64,2009-09-30
Vermont,100,2009-09-30
Virginia,28,2009-09-30
Washington,56,2009-09-30
West Virginia,23,2009-09-30
Wisconsin,37,2009-09-30
Wyoming,88,2009-09-30
Alabama,35,2009-10-31
Alaska,56,2009-10-31
Arizona,48,2009-10-31
Arkansas,77,2009-10-31
California,30,2009-10-31
Colorado,64,2009-10-31
Connecticut,72,2009-10-31
Delaware,11,2009-10-31
District of Columbia,44,2009-10-31
Florida,41,2009-10-31
Georgia,38,2009-10-31
Hawaii,62,2009-10-31
Idaho,87,2009-10-31
Illinois,39,2009-10-31
Indiana,28,2009-10-31
Iowa,21,2009-10-31
Kansas,57,2009-10-31
Kentucky,34,2009-10-31
Louisiana,48,2009-10-31
Maine,58,2009-10-31
Maryland,49,2009-10-31
Massachusetts,46,2009-10-31
Michigan,41,2009-10-31
Minnesota,40,2009-10-31
Mississippi,48,2009-10-31
Missouri,50,2009-10-31
Montana,100,2009-10-31
Nebraska,33,2009-10-31
Nevada,51,2009-10-31
New Hampshire,48,2009-10-31
New Jersey,51,2009-10-31
New Mexico,57,2009-10-31
New York,54,2009-10-31
North Carolina,48,2009-10-31
North Dakota,54,2009-10-31
Ohio,36,2009-10-31
Oklahoma,46,2009-10-31
Oregon,56,2009-10-31
Pennsylvania,51,2009-10-31
Rhode Island,46,2009-10-31
South Carolina,51,2009-10-31
South Dakota,23,2009-10-31
Tennessee,38,2009-10-31
Texas,39,2009-10-31
Utah,69,2009-10-31
Vermont,42,2009-10-31
Virginia,26,2009-10-31
Washington,58,2009-10-31
West Virginia,57,2009-10-31
Wisconsin,36,2009-10-31
Wyoming,95,2009-10-31
Alabama,58,2009-11-30
Alaska,94,2009-11-30
Arizona,86,2009-11-30
Arkansas,89,2009-11-30
California,44,2009-11-30
Colorado,72,2009-11-30
Connecticut,69,2009-11-30
Delaware,62,2009-11-30
District of Columbia,66,2009-11-30
Florida,65,2009-11-30
Georgia,68,2009-11-30
Hawaii,96,2009-11-30
Idaho,73,2009-11-30
Illinois,63,2009-11-30
Indiana,52,2009-11-30
Iowa,59,2009-11-30
Kansas,67,2009-11-30
Kentucky,56,2009-11-30
Louisiana,74,2009-11-30
Maine,58,2009-11-30
Maryland,73,2009-11-30
Massachusetts,56,2009-11-30
Michigan,63,2009-11-30
Minnesota,67,2009-11-30
Mississippi,54,2009-11-30
Missouri,58,2009-11-30
Montana,95,2009-11-30
Nebraska,52,2009-11-30
Nevada,80,2009-11-30
New Hampshire,95,2009-11-30
New Jersey,70,2009-11-30
New Mexico,61,2009-11-30
New York,71,2009-11-30
North Carolina,72,2009-11-30
North Dakota,73,2009-11-30
Ohio,54,2009-11-30
Oklahoma,55,2009-11-30
Oregon,61,2009-11-30
Pennsylvania,76,2009-11-30
Rhode Island,73,2009-11-30
South Carolina,80,2009-11-30
South Dakota,73,2009-11-30
Tennessee,64,2009-11-30
Texas,57,2009-11-30
Utah,87,2009-11-30
Vermont,72,2009-11-30
Virginia,36,2009-11-30
Washington,77,2009-11-30
West Virginia,97,2009-11-30
Wisconsin,57,2009-11-30
Wyoming,100,2009-11-30
Alabama,56,2009-12-31
Alaska,91,2009-12-31
Arizona,53,2009-12-31
Arkansas,67,2009-12-31
California,30,2009-12-31
Colorado,56,2009-12-31
Connecticut,62,2009-12-31
Delaware,27,2009-12-31
District of Columbia,53,2009-12-31
Florida,44,2009-12-31
Georgia,39,2009-12-31
Hawaii,63,2009-12-31
Idaho,82,2009-12-31
Illinois,39,2009-12-31
Indiana,27,2009-12-31
Iowa,31,2009-12-31
Kansas,63,2009-12-31
Kentucky,46,2009-12-31
Louisiana,46,2009-12-31
Maine,43,2009-12-31
Maryland,43,2009-12-31
Massachusetts,39,2009-12-31
Michigan,42,2009-12-31
Minnesota,40,2009-12-31
Mississippi,50,2009-12-31
Missouri,60,2009-12-31
Montana,94,2009-12-31
Nebraska,44,2009-12-31
Nevada,52,2009-12-31
New Hampshire,38,2009-12-31
New Jersey,46,2009-12-31
New Mexico,62,2009-12-31
New York,52,2009-12-31
North Carolina,50,2009-12-31
North Dakota,55,2009-12-31
Ohio,36,2009-12-31
Oklahoma,46,2009-12-31
Oregon,63,2009-12-31
Pennsylvania,51,2009-12-31
Rhode Island,52,2009-12-31
South Carolina,61,2009-12-31
South Dakota,49,2009-12-31
Tennessee,51,2009-12-31
Texas,42,2009-12-31
Utah,46,2009-12-31
Vermont,33,2009-12-31
Virginia,24,2009-12-31
Washington,53,2009-12-31
West Virginia,40,2009-12-31
Wisconsin,37,2009-12-31
Wyoming,100,2009-12-31
Alabama,40,2010-01-31
Alaska,36,2010-01-31
Arizona,36,2010-01-31
Arkansas,51,2010-01-31
California,22,2010-01-31
Colorado,33,2010-01-31
Connecticut,54,2010-01-31
Delaware,41,2010-01-31
District of Columbia,43,2010-01-31
Florida,32,2010-01-31
Georgia,31,2010-01-31
Hawaii,36,2010-01-31
Idaho,52,2010-01-31
Illinois,28,2010-01-31
Indiana,25,2010-01-31
Iowa,28,2010-01-31
Kansas,43,2010-01-31
Kentucky,30,2010-01-31
Louisiana,40,2010-01-31
Maine,36,2010-01-31
Maryland,39,2010-01-31
Massachusetts,31,2010-01-31
Michigan,29,2010-01-31
Minnesota,33,2010-01-31
Mississippi,20,2010-01-31
Missouri,39,2010-01-31
Montana,73,2010-01-31
Nebraska,42,2010-01-31
Nevada,41,2010-01-31
New Hampshire,44,2010-01-31
New Jersey,38,2010-01-31
New Mexico,43,2010-01-31
New York,40,2010-01-31
North Carolina,34,2010-01-31
North Dakota,36,2010-01-31
Ohio,31,2010-01-31
Oklahoma,38,2010-01-31
Oregon,48,2010-01-31
Pennsylvania,31,2010-01-31
Rhode Island,25,2010-01-31
South Carolina,33,2010-01-31
South Dakota,29,2010-01-31
Tennessee,37,2010-01-31
Texas,28,2010-01-31
Utah,44,2010-01-31
Vermont,38,2010-01-31
Virginia,17,2010-01-31
Washington,43,2010-01-31
West Virginia,31,2010-01-31
Wisconsin,29,2010-01-31
Wyoming,100,2010-01-31
Alabama,32,2010-02-28
Alaska,39,2010-02-28
Arizona,30,2010-02-28
Arkansas,43,2010-02-28
California,19,2010-02-28
Colorado,33,2010-02-28
Connecticut,54,2010-02-28
Delaware,13,2010-02-28
District of Columbia,33,2010-02-28
Florida,29,2010-02-28
Georgia,28,2010-02-28
Hawaii,39,2010-02-28
Idaho,46,2010-02-28
Illinois,28,2010-02-28
Indiana,19,2010-02-28
Iowa,26,2010-02-28
Kansas,40,2010-02-28
Kentucky,25,2010-02-28
Louisiana,34,2010-02-28
Maine,34,2010-02-28
Maryland,29,2010-02-28
Massachusetts,28,2010-02-28
Michigan,28,2010-02-28
Minnesota,28,2010-02-28
Mississippi,32,2010-02-28
Missouri,39,2010-02-28
Montana,100,2010-02-28
Nebraska,35,2010-02-28
Nevada,37,2010-02-28
New Hampshire,43,2010-02-28
New Jersey,33,2010-02-28
New Mexico,33,2010-02-28
New York,33,2010-02-28
North Carolina,30,2010-02-28
North Dakota,67,2010-02-28
Ohio,24,2010-02-28
Oklahoma,28,2010-02-28
Oregon,31,2010-02-28
Pennsylvania,33,2010-02-28
Rhode Island,30,2010-02-28
South Carolina,33,2010-02-28
South Dakota,28,2010-02-28
Tennessee,28,2010-02-28
Texas,27,2010-02-28
Utah,32,2010-02-28
Vermont,29,2010-02-28
Virginia,14,2010-02-28
Washington,30,2010-02-28
West Virginia,17,2010-02-28
Wisconsin,24,2010-02-28
Wyoming,47,2010-02-28
Alabama,34,2010-03-31
Alaska,40,2010-03-31
Arizona,29,2010-03-31
Arkansas,52,2010-03-31
California,18,2010-03-31
Colorado,33,2010-03-31
Connecticut,37,2010-03-31
Delaware,25,2010-03-31
District of Columbia,33,2010-03-31
Florida,27,2010-03-31
Georgia,27,2010-03-31
Hawaii,28,2010-03-31
Idaho,49,2010-03-31
Illinois,29,2010-03-31
Indiana,21,2010-03-31
Iowa,25,2010-03-31
Kansas,29,2010-03-31
Kentucky,26,2010-03-31
Louisiana,31,2010-03-31
Maine,26,2010-03-31
Maryland,31,2010-03-31
Massachusetts,31,2010-03-31
Michigan,32,2010-03-31
Minnesota,23,2010-03-31
Mississippi,26,2010-03-31
Missouri,38,2010-03-31
Montana,100,2010-03-31
Nebraska,35,2010-03-31
Nevada,27,2010-03-31
New Hampshire,29,2010-03-31
New Jersey,33,2010-03-31
New Mexico,32,2010-03-31
New York,37,2010-03-31
North Carolina,36,2010-03-31
North Dakota,49,2010-03-31
Ohio,28,2010-03-31
Oklahoma,34,2010-03-31
Oregon,41,2010-03-31
Pennsylvania,32,2010-03-31
Rhode Island,30,2010-03-31
South Carolina,38,2010-03-31
South Dakota,44,2010-03-31
Tennessee,34,2010-03-31
Texas,26,2010-03-31
Utah,40,2010-03-31
Vermont,32,2010-03-31
Virginia,15,2010-03-31
Washington,40,2010-03-31
West Virginia,34,2010-03-31
Wisconsin,30,2010-03-31
Wyoming,51,2010-03-31
Alabama,33,2010-04-30
Alaska,26,2010-04-30
Arizona,29,2010-04-30
Arkansas,37,2010-04-30
California,16,2010-04-30
Colorado,35,2010-04-30
Connecticut,39,2010-04-30
Delaware,35,2010-04-30
District of Columbia,30,2010-04-30
Florida,21,2010-04-30
Georgia,26,2010-04-30
Hawaii,28,2010-04-30
Idaho,33,2010-04-30
Illinois,29,2010-04-30
Indiana,18,2010-04-30
Iowa,16,2010-04-30
Kansas,40,2010-04-30
Kentucky,23,2010-04-30
Louisiana,34,2010-04-30
Maine,29,2010-04-30
Maryland,26,2010-04-30
Massachusetts,29,2010-04-30
Michigan,23,2010-04-30
Minnesota,24,2010-04-30
Mississippi,32,2010-04-30
Missouri,28,2010-04-30
Montana,100,2010-04-30
Nebraska,34,2010-04-30
Nevada,27,2010-04-30
New Hampshire,28,2010-04-30
New Jersey,28,2010-04-30
New Mexico,32,2010-04-30
New York,33,2010-04-30
North Carolina,29,2010-04-30
North Dakota,41,2010-04-30
Ohio,22,2010-04-30
Oklahoma,29,2010-04-30
Oregon,32,2010-04-30
Pennsylvania,30,2010-04-30
Rhode Island,24,2010-04-30
South Carolina,29,2010-04-30
South Dakota,39,2010-04-30
Tennessee,28,2010-04-30
Texas,26,2010-04-30
Utah,31,2010-04-30
Vermont,30,2010-04-30
Virginia,14,2010-04-30
Washington,33,2010-04-30
West Virginia,28,2010-04-30
Wisconsin,18,2010-04-30
Wyoming,44,2010-04-30
Alabama,50,2010-05-31
Alaska,36,2010-05-31
Arizona,37,2010-05-31
Arkansas,43,2010-05-31
California,21,2010-05-31
Colorado,37,2010-05-31
Connecticut,46,2010-05-31
Delaware,21,2010-05-31
District of Columbia,38,2010-05-31
Florida,32,2010-05-31
Georgia,37,2010-05-31
Hawaii,60,2010-05-31
Idaho,57,2010-05-31
Illinois,33,2010-05-31
Indiana,27,2010-05-31
Iowa,26,2010-05-31
Kansas,34,2010-05-31
Kentucky,28,2010-05-31
Louisiana,43,2010-05-31
Maine,47,2010-05-31
Maryland,46,2010-05-31
Massachusetts,32,2010-05-31
Michigan,33,2010-05-31
Minnesota,30,2010-05-31
Mississippi,49,2010-05-31
Missouri,39,2010-05-31
Montana,100,2010-05-31
Nebraska,56,2010-05-31
Nevada,33,2010-05-31
New Hampshire,41,2010-05-31
New Jersey,39,2010-05-31
New Mexico,33,2010-05-31
New York,40,2010-05-31
North Carolina,40,2010-05-31
North Dakota,51,2010-05-31
Ohio,30,2010-05-31
Oklahoma,39,2010-05-31
Oregon,38,2010-05-31
Pennsylvania,44,2010-05-31
Rhode Island,27,2010-05-31
South Carolina,46,2010-05-31
South Dakota,35,2010-05-31
Tennessee,33,2010-05-31
Texas,28,2010-05-31
Utah,45,2010-05-31
Vermont,42,2010-05-31
Virginia,17,2010-05-31
Washington,42,2010-05-31
West Virginia,32,2010-05-31
Wisconsin,21,2010-05-31
Wyoming,47,2010-05-31
Alabama,43,2010-06-30
Alaska,60,2010-06-30
Arizona,41,2010-06-30
Arkansas,57,2010-06-30
California,19,2010-06-30
Colorado,39,2010-06-30
Connecticut,50,2010-06-30
Delaware,46,2010-06-30
District of Columbia,43,2010-06-30
Florida,28,2010-06-30
Georgia,34,2010-06-30
Hawaii,35,2010-06-30
Idaho,45,2010-06-30
Illinois,35,2010-06-30
Indiana,27,2010-06-30
Iowa,40,2010-06-30
Kansas,44,2010-06-30
Kentucky,28,2010-06-30
Louisiana,49,2010-06-30
Maine,31,2010-06-30
Maryland,41,2010-06-30
Massachusetts,37,2010-06-30
Michigan,33,2010-06-30
Minnesota,31,2010-06-30
Mississippi,31,2010-06-30
Missouri,40,2010-06-30
Montana,100,2010-06-30
Nebraska,39,2010-06-30
Nevada,36,2010-06-30
New Hampshire,38,2010-06-30
New Jersey,38,2010-06-30
New Mexico,45,2010-06-30
New York,41,2010-06-30
North Carolina,38,2010-06-30
North Dakota,43,2010-06-30
Ohio,28,2010-06-30
Oklahoma,44,2010-06-30
Oregon,39,2010-06-30
Pennsylvania,38,2010-06-30
Rhode Island,34,2010-06-30
South Carolina,37,2010-06-30
South Dakota,34,2010-06-30
Tennessee,33,2010-06-30
Texas,23,2010-06-30
Utah,42,2010-06-30
Vermont,35,2010-06-30
Virginia,14,2010-06-30
Washington,35,2010-06-30
West Virginia,19,2010-06-30
Wisconsin,26,2010-06-30
Wyoming,73,2010-06-30
Alabama,66,2010-07-31
Alaska,44,2010-07-31
Arizona,69,2010-07-31
Arkansas,100,2010-07-31
California,31,2010-07-31
Colorado,65,2010-07-31
Connecticut,85,2010-07-31
Delaware,52,2010-07-31
District of Columbia,57,2010-07-31
Florida,46,2010-07-31
Georgia,55,2010-07-31
Hawaii,59,2010-07-31
Idaho,85,2010-07-31
Illinois,58,2010-07-31
