geoName,Mortgage,year
Delaware,100,2008-10-31
District of Columbia,16,2008-10-31
Florida,36,2008-10-31
Georgia,43,2008-10-31
Hawaii,38,2008-10-31
Idaho,0,2008-10-31
Illinois,22,2008-10-31
Indiana,14,2008-10-31
Iowa,26,2008-10-31
Kansas,22,2008-10-31
Kentucky,20,2008-10-31
Louisiana,0,2008-10-31
Maine,0,2008-10-31
Maryland,40,2008-10-31
Massachusetts,21,2008-10-31
Michigan,21,2008-10-31
Minnesota,18,2008-10-31
Mississippi,0,2008-10-31
Missouri,15,2008-10-31
Montana,74,2008-10-31
Nebraska,0,2008-10-31
Nevada,24,2008-10-31
New Hampshire,0,2008-10-31
New Jersey,36,2008-10-31
New Mexico,0,2008-10-31
New York,23,2008-10-31
North Carolina,6,2008-10-31
North Dakota,0,2008-10-31
Ohio,28,2008-10-31
Oklahoma,22,2008-10-31
Oregon,37,2008-10-31
Pennsylvania,17,2008-10-31
Rhode Island,0,2008-10-31
South Carolina,0,2008-10-31
South Dakota,73,2008-10-31
Tennessee,0,2008-10-31
Texas,20,2008-10-31
Utah,22,2008-10-31
Vermont,94,2008-10-31
Virginia,23,2008-10-31
Washington,24,2008-10-31
West Virginia,0,2008-10-31
Wisconsin,21,2008-10-31
Wyoming,0,2008-10-31
Alabama,18,2008-11-30
Alaska,56,2008-11-30
Arizona,30,2008-11-30
Arkansas,0,2008-11-30
California,21,2008-11-30
Colorado,19,2008-11-30
Connecticut,87,2008-11-30
Delaware,0,2008-11-30
District of Columbia,14,2008-11-30
Florida,48,2008-11-30
Georgia,21,2008-11-30
Hawaii,100,2008-11-30
Idaho,44,2008-11-30
Illinois,54,2008-11-30
Indiana,13,2008-11-30
Iowa,47,2008-11-30
Kansas,56,2008-11-30
Kentucky,52,2008-11-30
Louisiana,50,2008-11-30
Maine,35,2008-11-30
Maryland,17,2008-11-30
Massachusetts,23,2008-11-30
Michigan,12,2008-11-30
Minnesota,31,2008-11-30
Mississippi,67,2008-11-30
Missouri,27,2008-11-30
Montana,67,2008-11-30
Nebraska,29,2008-11-30
Nevada,84,2008-11-30
New Hampshire,38,2008-11-30
New Jersey,31,2008-11-30
New Mexico,40,2008-11-30
New York,38,2008-11-30
North Carolina,39,2008-11-30
North Dakota,0,2008-11-30
Ohio,14,2008-11-30
Oklahoma,19,2008-11-30
Oregon,33,2008-11-30
Pennsylvania,40,2008-11-30
Rhode Island,0,2008-11-30
South Carolina,36,2008-11-30
South Dakota,0,2008-11-30
Tennessee,11,2008-11-30
Texas,21,2008-11-30
Utah,59,2008-11-30
Vermont,83,2008-11-30
Virginia,18,2008-11-30
Washington,21,2008-11-30
West Virginia,0,2008-11-30
Wisconsin,36,2008-11-30
Wyoming,0,2008-11-30
Alabama,47,2008-12-31
Alaska,74,2008-12-31
Arizona,25,2008-12-31
Arkansas,42,2008-12-31
California,25,2008-12-31
Colorado,54,2008-12-31
Connecticut,23,2008-12-31
Delaware,61,2008-12-31
District of Columbia,36,2008-12-31
Florida,30,2008-12-31
Georgia,25,2008-12-31
Hawaii,68,2008-12-31
Idaho,30,2008-12-31
Illinois,20,2008-12-31
Indiana,0,2008-12-31
Iowa,33,2008-12-31
Kansas,38,2008-12-31
Kentucky,0,2008-12-31
Louisiana,56,2008-12-31
Maine,23,2008-12-31
Maryland,48,2008-12-31
Massachusetts,35,2008-12-31
Michigan,50,2008-12-31
Minnesota,21,2008-12-31
Mississippi,0,2008-12-31
Missouri,41,2008-12-31
Montana,0,2008-12-31
Nebraska,80,2008-12-31
Nevada,14,2008-12-31
New Hampshire,24,2008-12-31
New Jersey,21,2008-12-31
New Mexico,0,2008-12-31
New York,17,2008-12-31
North Carolina,25,2008-12-31
North Dakota,0,2008-12-31
Ohio,22,2008-12-31
Oklahoma,89,2008-12-31
Oregon,44,2008-12-31
Pennsylvania,25,2008-12-31
Rhode Island,25,2008-12-31
South Carolina,12,2008-12-31
South Dakota,44,2008-12-31
Tennessee,15,2008-12-31
Texas,28,2008-12-31
Utah,64,2008-12-31
Vermont,0,2008-12-31
Virginia,19,2008-12-31
Washington,29,2008-12-31
West Virginia,100,2008-12-31
Wisconsin,24,2008-12-31
Wyoming,0,2008-12-31
Alabama,72,2009-01-31
Alaska,0,2009-01-31
Arizona,5,2009-01-31
Arkansas,21,2009-01-31
California,14,2009-01-31
Colorado,34,2009-01-31
Connecticut,0,2009-01-31
Delaware,60,2009-01-31
District of Columbia,37,2009-01-31
Florida,28,2009-01-31
Georgia,14,2009-01-31
Hawaii,0,2009-01-31
Idaho,31,2009-01-31
Illinois,21,2009-01-31
Indiana,8,2009-01-31
Iowa,33,2009-01-31
Kansas,0,2009-01-31
Kentucky,0,2009-01-31
Louisiana,35,2009-01-31
Maine,99,2009-01-31
Maryland,18,2009-01-31
Massachusetts,33,2009-01-31
Michigan,21,2009-01-31
Minnesota,16,2009-01-31
Mississippi,23,2009-01-31
Missouri,38,2009-01-31
Montana,0,2009-01-31
Nebraska,61,2009-01-31
Nevada,14,2009-01-31
New Hampshire,100,2009-01-31
New Jersey,34,2009-01-31
New Mexico,28,2009-01-31
New York,20,2009-01-31
North Carolina,37,2009-01-31
North Dakota,0,2009-01-31
Ohio,20,2009-01-31
Oklahoma,39,2009-01-31
Oregon,39,2009-01-31
Pennsylvania,21,2009-01-31
Rhode Island,74,2009-01-31
South Carolina,36,2009-01-31
South Dakota,0,2009-01-31
Tennessee,31,2009-01-31
Texas,16,2009-01-31
Utah,0,2009-01-31
Vermont,0,2009-01-31
Virginia,18,2009-01-31
Washington,23,2009-01-31
West Virginia,0,2009-01-31
Wisconsin,24,2009-01-31
Wyoming,69,2009-01-31
Alabama,0,2009-02-28
Alaska,0,2009-02-28
Arizona,27,2009-02-28
Arkansas,68,2009-02-28
California,23,2009-02-28
Colorado,31,2009-02-28
Connecticut,17,2009-02-28
Delaware,0,2009-02-28
District of Columbia,28,2009-02-28
Florida,25,2009-02-28
Georgia,37,2009-02-28
Hawaii,100,2009-02-28
Idaho,32,2009-02-28
Illinois,34,2009-02-28
Indiana,27,2009-02-28
Iowa,18,2009-02-28
Kansas,43,2009-02-28
Kentucky,25,2009-02-28
Louisiana,12,2009-02-28
Maine,52,2009-02-28
Maryland,58,2009-02-28
Massachusetts,55,2009-02-28
Michigan,33,2009-02-28
Minnesota,45,2009-02-28
Mississippi,25,2009-02-28
Missouri,30,2009-02-28
Montana,0,2009-02-28
Nebraska,0,2009-02-28
Nevada,15,2009-02-28
New Hampshire,0,2009-02-28
New Jersey,48,2009-02-28
New Mexico,62,2009-02-28
New York,25,2009-02-28
North Carolina,43,2009-02-28
North Dakota,0,2009-02-28
Ohio,34,2009-02-28
Oklahoma,43,2009-02-28
Oregon,25,2009-02-28
Pennsylvania,33,2009-02-28
Rhode Island,26,2009-02-28
South Carolina,0,2009-02-28
South Dakota,0,2009-02-28
Tennessee,33,2009-02-28
Texas,24,2009-02-28
Utah,28,2009-02-28
Vermont,0,2009-02-28
Virginia,28,2009-02-28
Washington,28,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,26,2009-02-28
Wyoming,0,2009-02-28
Alabama,30,2009-03-31
Alaska,31,2009-03-31
Arizona,33,2009-03-31
Arkansas,0,2009-03-31
California,16,2009-03-31
Colorado,20,2009-03-31
Connecticut,39,2009-03-31
Delaware,100,2009-03-31
District of Columbia,21,2009-03-31
Florida,27,2009-03-31
Georgia,29,2009-03-31
Hawaii,0,2009-03-31
Idaho,25,2009-03-31
Illinois,28,2009-03-31
Indiana,20,2009-03-31
Iowa,14,2009-03-31
Kansas,0,2009-03-31
Kentucky,19,2009-03-31
Louisiana,9,2009-03-31
Maine,63,2009-03-31
Maryland,35,2009-03-31
Massachusetts,21,2009-03-31
Michigan,26,2009-03-31
Minnesota,34,2009-03-31
Mississippi,0,2009-03-31
Missouri,4,2009-03-31
Montana,40,2009-03-31
Nebraska,65,2009-03-31
Nevada,35,2009-03-31
New Hampshire,41,2009-03-31
New Jersey,28,2009-03-31
New Mexico,24,2009-03-31
New York,30,2009-03-31
North Carolina,16,2009-03-31
North Dakota,0,2009-03-31
Ohio,19,2009-03-31
Oklahoma,0,2009-03-31
Oregon,13,2009-03-31
Pennsylvania,17,2009-03-31
Rhode Island,40,2009-03-31
South Carolina,10,2009-03-31
South Dakota,35,2009-03-31
Tennessee,26,2009-03-31
Texas,22,2009-03-31
Utah,11,2009-03-31
Vermont,0,2009-03-31
Virginia,15,2009-03-31
Washington,32,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,15,2009-03-31
Wyoming,56,2009-03-31
Alabama,40,2009-04-30
Alaska,43,2009-04-30
Arizona,22,2009-04-30
Arkansas,0,2009-04-30
California,24,2009-04-30
Colorado,32,2009-04-30
Connecticut,41,2009-04-30
Delaware,0,2009-04-30
District of Columbia,16,2009-04-30
Florida,17,2009-04-30
Georgia,53,2009-04-30
Hawaii,50,2009-04-30
Idaho,100,2009-04-30
Illinois,32,2009-04-30
Indiana,9,2009-04-30
Iowa,0,2009-04-30
Kansas,43,2009-04-30
Kentucky,38,2009-04-30
Louisiana,60,2009-04-30
Maine,27,2009-04-30
Maryland,32,2009-04-30
Massachusetts,17,2009-04-30
Michigan,30,2009-04-30
Minnesota,41,2009-04-30
Mississippi,0,2009-04-30
Missouri,46,2009-04-30
Montana,0,2009-04-30
Nebraska,0,2009-04-30
Nevada,74,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,35,2009-04-30
New Mexico,0,2009-04-30
New York,26,2009-04-30
North Carolina,28,2009-04-30
North Dakota,0,2009-04-30
Ohio,49,2009-04-30
Oklahoma,43,2009-04-30
Oregon,42,2009-04-30
Pennsylvania,23,2009-04-30
Rhode Island,28,2009-04-30
South Carolina,27,2009-04-30
South Dakota,0,2009-04-30
Tennessee,0,2009-04-30
Texas,36,2009-04-30
Utah,60,2009-04-30
Vermont,0,2009-04-30
Virginia,18,2009-04-30
Washington,16,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,14,2009-04-30
Wyoming,0,2009-04-30
Alabama,18,2009-05-31
Alaska,57,2009-05-31
Arizona,29,2009-05-31
Arkansas,64,2009-05-31
California,21,2009-05-31
Colorado,49,2009-05-31
Connecticut,43,2009-05-31
Delaware,90,2009-05-31
District of Columbia,42,2009-05-31
Florida,21,2009-05-31
Georgia,29,2009-05-31
Hawaii,0,2009-05-31
Idaho,46,2009-05-31
Illinois,31,2009-05-31
Indiana,39,2009-05-31
Iowa,30,2009-05-31
Kansas,0,2009-05-31
Kentucky,18,2009-05-31
Louisiana,64,2009-05-31
Maine,0,2009-05-31
Maryland,51,2009-05-31
Massachusetts,22,2009-05-31
Michigan,61,2009-05-31
Minnesota,77,2009-05-31
Mississippi,34,2009-05-31
Missouri,27,2009-05-31
Montana,78,2009-05-31
Nebraska,31,2009-05-31
Nevada,39,2009-05-31
New Hampshire,35,2009-05-31
New Jersey,56,2009-05-31
New Mexico,85,2009-05-31
New York,32,2009-05-31
North Carolina,37,2009-05-31
North Dakota,0,2009-05-31
Ohio,24,2009-05-31
Oklahoma,0,2009-05-31
Oregon,45,2009-05-31
Pennsylvania,35,2009-05-31
Rhode Island,0,2009-05-31
South Carolina,0,2009-05-31
South Dakota,0,2009-05-31
Tennessee,58,2009-05-31
Texas,29,2009-05-31
Utah,100,2009-05-31
Vermont,0,2009-05-31
Virginia,14,2009-05-31
Washington,32,2009-05-31
West Virginia,84,2009-05-31
Wisconsin,56,2009-05-31
Wyoming,0,2009-05-31
Alabama,36,2009-06-30
Alaska,0,2009-06-30
Arizona,51,2009-06-30
Arkansas,0,2009-06-30
California,25,2009-06-30
Colorado,22,2009-06-30
Connecticut,35,2009-06-30
Delaware,93,2009-06-30
District of Columbia,42,2009-06-30
Florida,29,2009-06-30
Georgia,42,2009-06-30
Hawaii,34,2009-06-30
Idaho,0,2009-06-30
Illinois,59,2009-06-30
Indiana,62,2009-06-30
Iowa,30,2009-06-30
Kansas,40,2009-06-30
Kentucky,70,2009-06-30
Louisiana,32,2009-06-30
Maine,0,2009-06-30
Maryland,53,2009-06-30
Massachusetts,14,2009-06-30
Michigan,56,2009-06-30
Minnesota,71,2009-06-30
Mississippi,0,2009-06-30
Missouri,47,2009-06-30
Montana,0,2009-06-30
Nebraska,0,2009-06-30
Nevada,58,2009-06-30
New Hampshire,36,2009-06-30
New Jersey,23,2009-06-30
New Mexico,0,2009-06-30
New York,39,2009-06-30
North Carolina,32,2009-06-30
North Dakota,100,2009-06-30
Ohio,33,2009-06-30
Oklahoma,20,2009-06-30
Oregon,46,2009-06-30
Pennsylvania,27,2009-06-30
Rhode Island,40,2009-06-30
South Carolina,37,2009-06-30
South Dakota,0,2009-06-30
Tennessee,23,2009-06-30
Texas,26,2009-06-30
Utah,42,2009-06-30
Vermont,87,2009-06-30
Virginia,24,2009-06-30
Washington,51,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,47,2009-06-30
Wyoming,0,2009-06-30
Alabama,10,2009-07-31
Alaska,0,2009-07-31
Arizona,22,2009-07-31
Arkansas,77,2009-07-31
California,12,2009-07-31
Colorado,18,2009-07-31
Connecticut,7,2009-07-31
Delaware,57,2009-07-31
District of Columbia,21,2009-07-31
Florida,26,2009-07-31
Georgia,20,2009-07-31
Hawaii,0,2009-07-31
Idaho,32,2009-07-31
Illinois,20,2009-07-31
Indiana,7,2009-07-31
Iowa,0,2009-07-31
Kansas,12,2009-07-31
Kentucky,20,2009-07-31
Louisiana,19,2009-07-31
Maine,23,2009-07-31
Maryland,28,2009-07-31
Massachusetts,32,2009-07-31
Michigan,30,2009-07-31
Minnesota,24,2009-07-31
Mississippi,0,2009-07-31
Missouri,12,2009-07-31
Montana,0,2009-07-31
Nebraska,0,2009-07-31
Nevada,24,2009-07-31
New Hampshire,22,2009-07-31
New Jersey,33,2009-07-31
New Mexico,51,2009-07-31
New York,22,2009-07-31
North Carolina,26,2009-07-31
North Dakota,0,2009-07-31
Ohio,15,2009-07-31
Oklahoma,24,2009-07-31
Oregon,7,2009-07-31
Pennsylvania,22,2009-07-31
Rhode Island,25,2009-07-31
South Carolina,22,2009-07-31
South Dakota,0,2009-07-31
Tennessee,14,2009-07-31
Texas,25,2009-07-31
Utah,38,2009-07-31
Vermont,0,2009-07-31
Virginia,10,2009-07-31
Washington,28,2009-07-31
West Virginia,100,2009-07-31
Wisconsin,18,2009-07-31
Wyoming,0,2009-07-31
Alabama,23,2009-08-31
Alaska,0,2009-08-31
Arizona,35,2009-08-31
Arkansas,83,2009-08-31
California,12,2009-08-31
Colorado,26,2009-08-31
Connecticut,16,2009-08-31
Delaware,0,2009-08-31
District of Columbia,38,2009-08-31
Florida,26,2009-08-31
Georgia,32,2009-08-31
Hawaii,23,2009-08-31
Idaho,71,2009-08-31
Illinois,31,2009-08-31
Indiana,7,2009-08-31
Iowa,37,2009-08-31
Kansas,13,2009-08-31
Kentucky,0,2009-08-31
Louisiana,32,2009-08-31
Maine,0,2009-08-31
Maryland,31,2009-08-31
Massachusetts,16,2009-08-31
Michigan,19,2009-08-31
Minnesota,38,2009-08-31
Mississippi,22,2009-08-31
Missouri,19,2009-08-31
Montana,0,2009-08-31
Nebraska,21,2009-08-31
Nevada,41,2009-08-31
New Hampshire,0,2009-08-31
New Jersey,11,2009-08-31
New Mexico,29,2009-08-31
New York,26,2009-08-31
North Carolina,18,2009-08-31
North Dakota,0,2009-08-31
Ohio,20,2009-08-31
Oklahoma,0,2009-08-31
Oregon,33,2009-08-31
Pennsylvania,22,2009-08-31
Rhode Island,0,2009-08-31
South Carolina,37,2009-08-31
South Dakota,87,2009-08-31
Tennessee,31,2009-08-31
Texas,17,2009-08-31
Utah,14,2009-08-31
Vermont,0,2009-08-31
Virginia,22,2009-08-31
Washington,12,2009-08-31
West Virginia,100,2009-08-31
Wisconsin,26,2009-08-31
Wyoming,74,2009-08-31
Alabama,36,2009-09-30
Alaska,0,2009-09-30
Arizona,21,2009-09-30
Arkansas,0,2009-09-30
California,12,2009-09-30
Colorado,0,2009-09-30
Connecticut,16,2009-09-30
Delaware,62,2009-09-30
District of Columbia,24,2009-09-30
Florida,23,2009-09-30
Georgia,3,2009-09-30
Hawaii,23,2009-09-30
Idaho,0,2009-09-30
Illinois,8,2009-09-30
Indiana,26,2009-09-30
Iowa,18,2009-09-30
Kansas,13,2009-09-30
Kentucky,56,2009-09-30
Louisiana,22,2009-09-30
Maine,0,2009-09-30
Maryland,19,2009-09-30
Massachusetts,28,2009-09-30
Michigan,22,2009-09-30
Minnesota,22,2009-09-30
Mississippi,0,2009-09-30
Missouri,14,2009-09-30
Montana,0,2009-09-30
Nebraska,21,2009-09-30
Nevada,100,2009-09-30
New Hampshire,0,2009-09-30
New Jersey,42,2009-09-30
New Mexico,0,2009-09-30
New York,17,2009-09-30
North Carolina,33,2009-09-30
North Dakota,0,2009-09-30
Ohio,23,2009-09-30
Oklahoma,0,2009-09-30
Oregon,24,2009-09-30
Pennsylvania,11,2009-09-30
Rhode Island,0,2009-09-30
South Carolina,13,2009-09-30
South Dakota,0,2009-09-30
Tennessee,40,2009-09-30
Texas,24,2009-09-30
Utah,28,2009-09-30
Vermont,0,2009-09-30
Virginia,16,2009-09-30
Washington,16,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,26,2009-09-30
Wyoming,0,2009-09-30
Alabama,84,2009-10-31
Alaska,0,2009-10-31
Arizona,48,2009-10-31
Arkansas,0,2009-10-31
California,13,2009-10-31
Colorado,31,2009-10-31
Connecticut,18,2009-10-31
Delaware,73,2009-10-31
District of Columbia,22,2009-10-31
Florida,33,2009-10-31
Georgia,32,2009-10-31
Hawaii,53,2009-10-31
Idaho,41,2009-10-31
Illinois,19,2009-10-31
Indiana,0,2009-10-31
Iowa,22,2009-10-31
Kansas,45,2009-10-31
Kentucky,0,2009-10-31
Louisiana,100,2009-10-31
Maine,0,2009-10-31
Maryland,36,2009-10-31
Massachusetts,33,2009-10-31
Michigan,25,2009-10-31
Minnesota,31,2009-10-31
Mississippi,0,2009-10-31
Missouri,26,2009-10-31
Montana,64,2009-10-31
Nebraska,0,2009-10-31
Nevada,0,2009-10-31
New Hampshire,28,2009-10-31
New Jersey,25,2009-10-31
New Mexico,69,2009-10-31
New York,25,2009-10-31
North Carolina,39,2009-10-31
North Dakota,0,2009-10-31
Ohio,19,2009-10-31
Oklahoma,0,2009-10-31
Oregon,18,2009-10-31
Pennsylvania,25,2009-10-31
Rhode Island,29,2009-10-31
South Carolina,14,2009-10-31
South Dakota,0,2009-10-31
Tennessee,63,2009-10-31
Texas,25,2009-10-31
Utah,17,2009-10-31
Vermont,0,2009-10-31
Virginia,10,2009-10-31
Washington,22,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,0,2009-10-31
Wyoming,0,2009-10-31
Alabama,74,2009-11-30
Alaska,59,2009-11-30
Arizona,24,2009-11-30
Arkansas,0,2009-11-30
California,9,2009-11-30
Colorado,33,2009-11-30
Connecticut,81,2009-11-30
Delaware,100,2009-11-30
District of Columbia,75,2009-11-30
Florida,32,2009-11-30
Georgia,18,2009-11-30
Hawaii,36,2009-11-30
Idaho,52,2009-11-30
Illinois,13,2009-11-30
Indiana,13,2009-11-30
Iowa,30,2009-11-30
Kansas,100,2009-11-30
Kentucky,17,2009-11-30
Louisiana,17,2009-11-30
Maine,36,2009-11-30
Maryland,48,2009-11-30
Massachusetts,13,2009-11-30
Michigan,43,2009-11-30
Minnesota,50,2009-11-30
Mississippi,72,2009-11-30
Missouri,21,2009-11-30
Montana,0,2009-11-30
Nebraska,0,2009-11-30
Nevada,0,2009-11-30
New Hampshire,0,2009-11-30
New Jersey,28,2009-11-30
New Mexico,46,2009-11-30
New York,20,2009-11-30
North Carolina,29,2009-11-30
North Dakota,92,2009-11-30
Ohio,39,2009-11-30
Oklahoma,62,2009-11-30
Oregon,12,2009-11-30
Pennsylvania,37,2009-11-30
Rhode Island,0,2009-11-30
South Carolina,59,2009-11-30
South Dakota,64,2009-11-30
Tennessee,12,2009-11-30
Texas,41,2009-11-30
Utah,47,2009-11-30
Vermont,34,2009-11-30
Virginia,15,2009-11-30
Washington,12,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,30,2009-11-30
Wyoming,0,2009-11-30
Alabama,50,2009-12-31
Alaska,54,2009-12-31
Arizona,22,2009-12-31
Arkansas,30,2009-12-31
California,29,2009-12-31
Colorado,59,2009-12-31
Connecticut,77,2009-12-31
Delaware,0,2009-12-31
District of Columbia,34,2009-12-31
Florida,19,2009-12-31
Georgia,37,2009-12-31
Hawaii,66,2009-12-31
Idaho,47,2009-12-31
Illinois,53,2009-12-31
Indiana,12,2009-12-31
Iowa,0,2009-12-31
Kansas,0,2009-12-31
Kentucky,15,2009-12-31
Louisiana,62,2009-12-31
Maine,100,2009-12-31
Maryland,53,2009-12-31
Massachusetts,21,2009-12-31
Michigan,13,2009-12-31
Minnesota,38,2009-12-31
Mississippi,32,2009-12-31
Missouri,13,2009-12-31
Montana,0,2009-12-31
Nebraska,30,2009-12-31
Nevada,39,2009-12-31
New Hampshire,69,2009-12-31
New Jersey,41,2009-12-31
New Mexico,0,2009-12-31
New York,24,2009-12-31
North Carolina,47,2009-12-31
North Dakota,85,2009-12-31
Ohio,17,2009-12-31
Oklahoma,19,2009-12-31
Oregon,22,2009-12-31
Pennsylvania,38,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,52,2009-12-31
South Dakota,0,2009-12-31
Tennessee,32,2009-12-31
Texas,28,2009-12-31
Utah,0,2009-12-31
Vermont,0,2009-12-31
Virginia,23,2009-12-31
Washington,33,2009-12-31
West Virginia,0,2009-12-31
Wisconsin,65,2009-12-31
Wyoming,0,2009-12-31
Alabama,15,2010-01-31
Alaska,0,2010-01-31
Arizona,13,2010-01-31
Arkansas,55,2010-01-31
California,18,2010-01-31
Colorado,26,2010-01-31
Connecticut,30,2010-01-31
Delaware,0,2010-01-31
District of Columbia,24,2010-01-31
Florida,35,2010-01-31
Georgia,41,2010-01-31
Hawaii,30,2010-01-31
Idaho,0,2010-01-31
Illinois,20,2010-01-31
Indiana,11,2010-01-31
Iowa,24,2010-01-31
Kansas,0,2010-01-31
Kentucky,41,2010-01-31
Louisiana,42,2010-01-31
Maine,0,2010-01-31
Maryland,24,2010-01-31
Massachusetts,49,2010-01-31
Michigan,35,2010-01-31
Minnesota,55,2010-01-31
Mississippi,0,2010-01-31
Missouri,11,2010-01-31
Montana,67,2010-01-31
Nebraska,53,2010-01-31
Nevada,36,2010-01-31
New Hampshire,62,2010-01-31
New Jersey,29,2010-01-31
New Mexico,76,2010-01-31
New York,31,2010-01-31
North Carolina,41,2010-01-31
North Dakota,74,2010-01-31
Ohio,27,2010-01-31
Oklahoma,17,2010-01-31
Oregon,51,2010-01-31
Pennsylvania,20,2010-01-31
Rhode Island,64,2010-01-31
South Carolina,45,2010-01-31
South Dakota,51,2010-01-31
Tennessee,0,2010-01-31
Texas,24,2010-01-31
Utah,97,2010-01-31
Vermont,0,2010-01-31
Virginia,16,2010-01-31
Washington,20,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,48,2010-01-31
Wyoming,100,2010-01-31
Alabama,42,2010-02-28
Alaska,0,2010-02-28
Arizona,18,2010-02-28
Arkansas,19,2010-02-28
California,18,2010-02-28
Colorado,9,2010-02-28
Connecticut,27,2010-02-28
Delaware,100,2010-02-28
District of Columbia,33,2010-02-28
Florida,20,2010-02-28
Georgia,28,2010-02-28
Hawaii,0,2010-02-28
Idaho,29,2010-02-28
Illinois,23,2010-02-28
Indiana,31,2010-02-28
Iowa,0,2010-02-28
Kansas,11,2010-02-28
Kentucky,28,2010-02-28
Louisiana,28,2010-02-28
Maine,20,2010-02-28
Maryland,21,2010-02-28
Massachusetts,7,2010-02-28
Michigan,35,2010-02-28
Minnesota,32,2010-02-28
Mississippi,20,2010-02-28
Missouri,19,2010-02-28
Montana,92,2010-02-28
Nebraska,18,2010-02-28
Nevada,12,2010-02-28
New Hampshire,21,2010-02-28
New Jersey,28,2010-02-28
New Mexico,0,2010-02-28
New York,18,2010-02-28
North Carolina,23,2010-02-28
North Dakota,0,2010-02-28
Ohio,10,2010-02-28
Oklahoma,46,2010-02-28
Oregon,35,2010-02-28
Pennsylvania,23,2010-02-28
Rhode Island,64,2010-02-28
South Carolina,21,2010-02-28
South Dakota,0,2010-02-28
Tennessee,40,2010-02-28
Texas,17,2010-02-28
Utah,13,2010-02-28
Vermont,18,2010-02-28
Virginia,12,2010-02-28
Washington,13,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,22,2010-02-28
Wyoming,0,2010-02-28
Alabama,30,2010-03-31
Alaska,92,2010-03-31
Arizona,31,2010-03-31
Arkansas,27,2010-03-31
California,22,2010-03-31
Colorado,32,2010-03-31
Connecticut,39,2010-03-31
Delaware,0,2010-03-31
District of Columbia,35,2010-03-31
Florida,27,2010-03-31
Georgia,18,2010-03-31
Hawaii,0,2010-03-31
Idaho,42,2010-03-31
Illinois,23,2010-03-31
Indiana,0,2010-03-31
Iowa,22,2010-03-31
Kansas,32,2010-03-31
Kentucky,41,2010-03-31
Louisiana,42,2010-03-31
Maine,0,2010-03-31
Maryland,30,2010-03-31
Massachusetts,25,2010-03-31
Michigan,17,2010-03-31
Minnesota,26,2010-03-31
Mississippi,0,2010-03-31
Missouri,22,2010-03-31
Montana,0,2010-03-31
Nebraska,26,2010-03-31
Nevada,33,2010-03-31
New Hampshire,0,2010-03-31
New Jersey,41,2010-03-31
New Mexico,36,2010-03-31
New York,25,2010-03-31
North Carolina,38,2010-03-31
North Dakota,0,2010-03-31
Ohio,19,2010-03-31
Oklahoma,33,2010-03-31
Oregon,29,2010-03-31
Pennsylvania,20,2010-03-31
Rhode Island,31,2010-03-31
South Carolina,30,2010-03-31
South Dakota,100,2010-03-31
Tennessee,19,2010-03-31
Texas,15,2010-03-31
Utah,76,2010-03-31
Vermont,0,2010-03-31
Virginia,11,2010-03-31
Washington,14,2010-03-31
West Virginia,0,2010-03-31
Wisconsin,0,2010-03-31
Wyoming,0,2010-03-31
Alabama,29,2010-04-30
Alaska,0,2010-04-30
Arizona,6,2010-04-30
Arkansas,27,2010-04-30
California,14,2010-04-30
Colorado,25,2010-04-30
Connecticut,28,2010-04-30
Delaware,0,2010-04-30
District of Columbia,23,2010-04-30
Florida,16,2010-04-30
Georgia,14,2010-04-30
Hawaii,0,2010-04-30
Idaho,0,2010-04-30
Illinois,34,2010-04-30
Indiana,11,2010-04-30
Iowa,22,2010-04-30
Kansas,16,2010-04-30
Kentucky,52,2010-04-30
Louisiana,27,2010-04-30
Maine,30,2010-04-30
Maryland,15,2010-04-30
Massachusetts,11,2010-04-30
Michigan,27,2010-04-30
Minnesota,32,2010-04-30
Mississippi,56,2010-04-30
Missouri,21,2010-04-30
Montana,67,2010-04-30
Nebraska,27,2010-04-30
Nevada,16,2010-04-30
New Hampshire,58,2010-04-30
New Jersey,24,2010-04-30
New Mexico,37,2010-04-30
New York,18,2010-04-30
North Carolina,5,2010-04-30
North Dakota,0,2010-04-30
Ohio,18,2010-04-30
Oklahoma,0,2010-04-30
Oregon,37,2010-04-30
Pennsylvania,30,2010-04-30
Rhode Island,30,2010-04-30
South Carolina,15,2010-04-30
South Dakota,0,2010-04-30
Tennessee,27,2010-04-30
Texas,34,2010-04-30
Utah,19,2010-04-30
Vermont,0,2010-04-30
Virginia,15,2010-04-30
Washington,27,2010-04-30
West Virginia,64,2010-04-30
Wisconsin,0,2010-04-30
Wyoming,100,2010-04-30
Alabama,81,2010-05-31
Alaska,0,2010-05-31
Arizona,8,2010-05-31
Arkansas,0,2010-05-31
California,15,2010-05-31
Colorado,54,2010-05-31
Connecticut,13,2010-05-31
Delaware,0,2010-05-31
