geoName,Mortgage,year
Tennessee,37,2013-05-31
Texas,23,2013-05-31
Utah,45,2013-05-31
Vermont,63,2013-05-31
Virginia,31,2013-05-31
Washington,23,2013-05-31
West Virginia,0,2013-05-31
Wisconsin,17,2013-05-31
Wyoming,0,2013-05-31
Alabama,54,2013-06-30
Alaska,0,2013-06-30
Arizona,22,2013-06-30
Arkansas,78,2013-06-30
California,28,2013-06-30
Colorado,23,2013-06-30
Connecticut,38,2013-06-30
Delaware,59,2013-06-30
District of Columbia,67,2013-06-30
Florida,30,2013-06-30
Georgia,26,2013-06-30
Hawaii,39,2013-06-30
Idaho,18,2013-06-30
Illinois,36,2013-06-30
Indiana,13,2013-06-30
Iowa,62,2013-06-30
Kansas,21,2013-06-30
Kentucky,27,2013-06-30
Louisiana,46,2013-06-30
Maine,0,2013-06-30
Maryland,45,2013-06-30
Massachusetts,28,2013-06-30
Michigan,32,2013-06-30
Minnesota,46,2013-06-30
Mississippi,28,2013-06-30
Missouri,27,2013-06-30
Montana,29,2013-06-30
Nebraska,12,2013-06-30
Nevada,28,2013-06-30
New Hampshire,0,2013-06-30
New Jersey,54,2013-06-30
New Mexico,15,2013-06-30
New York,40,2013-06-30
North Carolina,35,2013-06-30
North Dakota,37,2013-06-30
Ohio,47,2013-06-30
Oklahoma,67,2013-06-30
Oregon,18,2013-06-30
Pennsylvania,26,2013-06-30
Rhode Island,19,2013-06-30
South Carolina,49,2013-06-30
South Dakota,0,2013-06-30
Tennessee,30,2013-06-30
Texas,25,2013-06-30
Utah,65,2013-06-30
Vermont,100,2013-06-30
Virginia,41,2013-06-30
Washington,33,2013-06-30
West Virginia,41,2013-06-30
Wisconsin,33,2013-06-30
Wyoming,0,2013-06-30
Alabama,31,2013-07-31
Alaska,26,2013-07-31
Arizona,25,2013-07-31
Arkansas,100,2013-07-31
California,25,2013-07-31
Colorado,20,2013-07-31
Connecticut,29,2013-07-31
Delaware,81,2013-07-31
District of Columbia,48,2013-07-31
Florida,21,2013-07-31
Georgia,26,2013-07-31
Hawaii,0,2013-07-31
Idaho,63,2013-07-31
Illinois,30,2013-07-31
Indiana,43,2013-07-31
Iowa,17,2013-07-31
Kansas,16,2013-07-31
Kentucky,23,2013-07-31
Louisiana,14,2013-07-31
Maine,30,2013-07-31
Maryland,27,2013-07-31
Massachusetts,37,2013-07-31
Michigan,17,2013-07-31
Minnesota,16,2013-07-31
Mississippi,16,2013-07-31
Missouri,13,2013-07-31
Montana,51,2013-07-31
Nebraska,32,2013-07-31
Nevada,33,2013-07-31
New Hampshire,40,2013-07-31
New Jersey,38,2013-07-31
New Mexico,68,2013-07-31
New York,22,2013-07-31
North Carolina,48,2013-07-31
North Dakota,0,2013-07-31
Ohio,25,2013-07-31
Oklahoma,26,2013-07-31
Oregon,11,2013-07-31
Pennsylvania,24,2013-07-31
Rhode Island,18,2013-07-31
South Carolina,39,2013-07-31
South Dakota,67,2013-07-31
Tennessee,14,2013-07-31
Texas,16,2013-07-31
Utah,19,2013-07-31
Vermont,30,2013-07-31
Virginia,26,2013-07-31
Washington,23,2013-07-31
West Virginia,18,2013-07-31
Wisconsin,23,2013-07-31
Wyoming,49,2013-07-31
Alabama,30,2013-08-31
Alaska,0,2013-08-31
Arizona,20,2013-08-31
Arkansas,43,2013-08-31
California,21,2013-08-31
Colorado,24,2013-08-31
Connecticut,24,2013-08-31
Delaware,0,2013-08-31
District of Columbia,31,2013-08-31
Florida,21,2013-08-31
Georgia,32,2013-08-31
Hawaii,12,2013-08-31
Idaho,30,2013-08-31
Illinois,35,2013-08-31
Indiana,23,2013-08-31
Iowa,8,2013-08-31
Kansas,5,2013-08-31
Kentucky,8,2013-08-31
Louisiana,28,2013-08-31
Maine,29,2013-08-31
Maryland,32,2013-08-31
Massachusetts,24,2013-08-31
Michigan,27,2013-08-31
Minnesota,37,2013-08-31
Mississippi,43,2013-08-31
Missouri,32,2013-08-31
Montana,100,2013-08-31
Nebraska,42,2013-08-31
Nevada,27,2013-08-31
New Hampshire,13,2013-08-31
New Jersey,27,2013-08-31
New Mexico,27,2013-08-31
New York,25,2013-08-31
North Carolina,32,2013-08-31
North Dakota,62,2013-08-31
Ohio,14,2013-08-31
Oklahoma,14,2013-08-31
Oregon,13,2013-08-31
Pennsylvania,24,2013-08-31
Rhode Island,17,2013-08-31
South Carolina,22,2013-08-31
South Dakota,64,2013-08-31
Tennessee,18,2013-08-31
Texas,21,2013-08-31
Utah,24,2013-08-31
Vermont,57,2013-08-31
Virginia,37,2013-08-31
Washington,22,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,19,2013-08-31
Wyoming,95,2013-08-31
Alabama,31,2013-09-30
Alaska,100,2013-09-30
Arizona,37,2013-09-30
Arkansas,70,2013-09-30
California,28,2013-09-30
Colorado,55,2013-09-30
Connecticut,18,2013-09-30
Delaware,35,2013-09-30
District of Columbia,20,2013-09-30
Florida,51,2013-09-30
Georgia,39,2013-09-30
Hawaii,16,2013-09-30
Idaho,19,2013-09-30
Illinois,25,2013-09-30
Indiana,10,2013-09-30
Iowa,9,2013-09-30
Kansas,45,2013-09-30
Kentucky,10,2013-09-30
Louisiana,21,2013-09-30
Maine,38,2013-09-30
Maryland,49,2013-09-30
Massachusetts,25,2013-09-30
Michigan,21,2013-09-30
Minnesota,52,2013-09-30
Mississippi,24,2013-09-30
Missouri,29,2013-09-30
Montana,64,2013-09-30
Nebraska,26,2013-09-30
Nevada,22,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,43,2013-09-30
New Mexico,33,2013-09-30
New York,28,2013-09-30
North Carolina,51,2013-09-30
North Dakota,38,2013-09-30
Ohio,39,2013-09-30
Oklahoma,47,2013-09-30
Oregon,11,2013-09-30
Pennsylvania,36,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,42,2013-09-30
South Dakota,40,2013-09-30
Tennessee,21,2013-09-30
Texas,18,2013-09-30
Utah,35,2013-09-30
Vermont,35,2013-09-30
Virginia,52,2013-09-30
Washington,39,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,32,2013-09-30
Wyoming,0,2013-09-30
Alabama,99,2013-10-31
Alaska,0,2013-10-31
Arizona,62,2013-10-31
Arkansas,36,2013-10-31
California,38,2013-10-31
Colorado,40,2013-10-31
Connecticut,48,2013-10-31
Delaware,44,2013-10-31
District of Columbia,84,2013-10-31
Florida,34,2013-10-31
Georgia,45,2013-10-31
Hawaii,38,2013-10-31
Idaho,73,2013-10-31
Illinois,33,2013-10-31
Indiana,19,2013-10-31
Iowa,25,2013-10-31
Kansas,22,2013-10-31
Kentucky,37,2013-10-31
Louisiana,95,2013-10-31
Maine,100,2013-10-31
Maryland,84,2013-10-31
Massachusetts,48,2013-10-31
Michigan,23,2013-10-31
Minnesota,40,2013-10-31
Mississippi,60,2013-10-31
Missouri,46,2013-10-31
Montana,0,2013-10-31
Nebraska,18,2013-10-31
Nevada,38,2013-10-31
New Hampshire,21,2013-10-31
New Jersey,47,2013-10-31
New Mexico,64,2013-10-31
New York,31,2013-10-31
North Carolina,55,2013-10-31
North Dakota,49,2013-10-31
Ohio,27,2013-10-31
Oklahoma,38,2013-10-31
Oregon,26,2013-10-31
Pennsylvania,16,2013-10-31
Rhode Island,83,2013-10-31
South Carolina,18,2013-10-31
South Dakota,0,2013-10-31
Tennessee,31,2013-10-31
Texas,23,2013-10-31
Utah,49,2013-10-31
Vermont,92,2013-10-31
Virginia,47,2013-10-31
Washington,31,2013-10-31
West Virginia,24,2013-10-31
Wisconsin,31,2013-10-31
Wyoming,0,2013-10-31
Alabama,24,2013-11-30
Alaska,72,2013-11-30
Arizona,26,2013-11-30
Arkansas,31,2013-11-30
California,27,2013-11-30
Colorado,30,2013-11-30
Connecticut,39,2013-11-30
Delaware,28,2013-11-30
District of Columbia,27,2013-11-30
Florida,28,2013-11-30
Georgia,33,2013-11-30
Hawaii,0,2013-11-30
Idaho,100,2013-11-30
Illinois,25,2013-11-30
Indiana,26,2013-11-30
Iowa,49,2013-11-30
Kansas,34,2013-11-30
Kentucky,37,2013-11-30
Louisiana,23,2013-11-30
Maine,41,2013-11-30
Maryland,45,2013-11-30
Massachusetts,25,2013-11-30
Michigan,23,2013-11-30
Minnesota,44,2013-11-30
Mississippi,19,2013-11-30
Missouri,42,2013-11-30
Montana,0,2013-11-30
Nebraska,15,2013-11-30
Nevada,32,2013-11-30
New Hampshire,35,2013-11-30
New Jersey,34,2013-11-30
New Mexico,0,2013-11-30
New York,19,2013-11-30
North Carolina,23,2013-11-30
North Dakota,0,2013-11-30
Ohio,19,2013-11-30
Oklahoma,41,2013-11-30
Oregon,27,2013-11-30
Pennsylvania,21,2013-11-30
Rhode Island,0,2013-11-30
South Carolina,46,2013-11-30
South Dakota,0,2013-11-30
Tennessee,48,2013-11-30
Texas,19,2013-11-30
Utah,48,2013-11-30
Vermont,0,2013-11-30
Virginia,30,2013-11-30
Washington,27,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,39,2013-11-30
Wyoming,64,2013-11-30
Alabama,66,2013-12-31
Alaska,45,2013-12-31
Arizona,23,2013-12-31
Arkansas,75,2013-12-31
California,47,2013-12-31
Colorado,52,2013-12-31
Connecticut,64,2013-12-31
Delaware,76,2013-12-31
District of Columbia,13,2013-12-31
Florida,50,2013-12-31
Georgia,31,2013-12-31
Hawaii,59,2013-12-31
Idaho,97,2013-12-31
Illinois,58,2013-12-31
Indiana,38,2013-12-31
Iowa,21,2013-12-31
Kansas,41,2013-12-31
Kentucky,40,2013-12-31
Louisiana,48,2013-12-31
Maine,51,2013-12-31
Maryland,68,2013-12-31
Massachusetts,60,2013-12-31
Michigan,50,2013-12-31
Minnesota,26,2013-12-31
Mississippi,50,2013-12-31
Missouri,60,2013-12-31
Montana,83,2013-12-31
Nebraska,73,2013-12-31
Nevada,20,2013-12-31
New Hampshire,85,2013-12-31
New Jersey,40,2013-12-31
New Mexico,89,2013-12-31
New York,46,2013-12-31
North Carolina,54,2013-12-31
North Dakota,0,2013-12-31
Ohio,45,2013-12-31
Oklahoma,100,2013-12-31
Oregon,23,2013-12-31
Pennsylvania,66,2013-12-31
Rhode Island,0,2013-12-31
South Carolina,79,2013-12-31
South Dakota,51,2013-12-31
Tennessee,59,2013-12-31
Texas,47,2013-12-31
Utah,11,2013-12-31
Vermont,45,2013-12-31
Virginia,57,2013-12-31
Washington,63,2013-12-31
West Virginia,100,2013-12-31
Wisconsin,41,2013-12-31
Wyoming,0,2013-12-31
Alabama,59,2014-01-31
Alaska,41,2014-01-31
Arizona,24,2014-01-31
Arkansas,31,2014-01-31
California,44,2014-01-31
Colorado,57,2014-01-31
Connecticut,50,2014-01-31
Delaware,37,2014-01-31
District of Columbia,31,2014-01-31
Florida,43,2014-01-31
Georgia,36,2014-01-31
Hawaii,86,2014-01-31
Idaho,22,2014-01-31
Illinois,34,2014-01-31
Indiana,34,2014-01-31
Iowa,18,2014-01-31
Kansas,39,2014-01-31
Kentucky,23,2014-01-31
Louisiana,65,2014-01-31
Maine,68,2014-01-31
Maryland,59,2014-01-31
Massachusetts,27,2014-01-31
Michigan,37,2014-01-31
Minnesota,51,2014-01-31
Mississippi,60,2014-01-31
Missouri,21,2014-01-31
Montana,37,2014-01-31
Nebraska,45,2014-01-31
Nevada,38,2014-01-31
New Hampshire,0,2014-01-31
New Jersey,46,2014-01-31
New Mexico,100,2014-01-31
New York,38,2014-01-31
North Carolina,61,2014-01-31
North Dakota,86,2014-01-31
Ohio,24,2014-01-31
Oklahoma,37,2014-01-31
Oregon,22,2014-01-31
Pennsylvania,48,2014-01-31
Rhode Island,24,2014-01-31
South Carolina,54,2014-01-31
South Dakota,0,2014-01-31
Tennessee,74,2014-01-31
Texas,45,2014-01-31
Utah,42,2014-01-31
Vermont,40,2014-01-31
Virginia,38,2014-01-31
Washington,37,2014-01-31
West Virginia,24,2014-01-31
Wisconsin,24,2014-01-31
Wyoming,0,2014-01-31
Alabama,41,2014-02-28
Alaska,0,2014-02-28
Arizona,58,2014-02-28
Arkansas,55,2014-02-28
California,43,2014-02-28
Colorado,33,2014-02-28
Connecticut,44,2014-02-28
Delaware,63,2014-02-28
District of Columbia,68,2014-02-28
Florida,55,2014-02-28
Georgia,31,2014-02-28
Hawaii,34,2014-02-28
Idaho,55,2014-02-28
Illinois,28,2014-02-28
Indiana,35,2014-02-28
Iowa,24,2014-02-28
Kansas,7,2014-02-28
Kentucky,78,2014-02-28
Louisiana,49,2014-02-28
Maine,0,2014-02-28
Maryland,62,2014-02-28
Massachusetts,47,2014-02-28
Michigan,39,2014-02-28
Minnesota,46,2014-02-28
Mississippi,34,2014-02-28
Missouri,30,2014-02-28
Montana,65,2014-02-28
Nebraska,39,2014-02-28
Nevada,29,2014-02-28
New Hampshire,85,2014-02-28
New Jersey,47,2014-02-28
New Mexico,87,2014-02-28
New York,44,2014-02-28
North Carolina,39,2014-02-28
North Dakota,76,2014-02-28
Ohio,40,2014-02-28
Oklahoma,48,2014-02-28
Oregon,43,2014-02-28
Pennsylvania,41,2014-02-28
Rhode Island,63,2014-02-28
South Carolina,40,2014-02-28
South Dakota,39,2014-02-28
Tennessee,30,2014-02-28
Texas,32,2014-02-28
Utah,100,2014-02-28
Vermont,0,2014-02-28
Virginia,46,2014-02-28
Washington,49,2014-02-28
West Virginia,20,2014-02-28
Wisconsin,30,2014-02-28
Wyoming,0,2014-02-28
Alabama,17,2014-03-31
Alaska,54,2014-03-31
Arizona,16,2014-03-31
Arkansas,11,2014-03-31
California,25,2014-03-31
Colorado,27,2014-03-31
Connecticut,41,2014-03-31
Delaware,25,2014-03-31
District of Columbia,23,2014-03-31
Florida,35,2014-03-31
Georgia,36,2014-03-31
Hawaii,26,2014-03-31
Idaho,29,2014-03-31
Illinois,25,2014-03-31
Indiana,12,2014-03-31
Iowa,38,2014-03-31
Kansas,5,2014-03-31
Kentucky,32,2014-03-31
Louisiana,29,2014-03-31
Maine,31,2014-03-31
Maryland,49,2014-03-31
Massachusetts,21,2014-03-31
Michigan,31,2014-03-31
Minnesota,14,2014-03-31
Mississippi,45,2014-03-31
Missouri,26,2014-03-31
Montana,100,2014-03-31
Nebraska,20,2014-03-31
Nevada,45,2014-03-31
New Hampshire,42,2014-03-31
New Jersey,27,2014-03-31
New Mexico,13,2014-03-31
New York,25,2014-03-31
North Carolina,36,2014-03-31
North Dakota,86,2014-03-31
Ohio,19,2014-03-31
Oklahoma,11,2014-03-31
Oregon,12,2014-03-31
Pennsylvania,38,2014-03-31
Rhode Island,33,2014-03-31
South Carolina,25,2014-03-31
South Dakota,30,2014-03-31
Tennessee,31,2014-03-31
Texas,28,2014-03-31
Utah,56,2014-03-31
Vermont,0,2014-03-31
Virginia,36,2014-03-31
Washington,39,2014-03-31
West Virginia,17,2014-03-31
Wisconsin,32,2014-03-31
Wyoming,90,2014-03-31
Alabama,33,2014-04-30
Alaska,37,2014-04-30
Arizona,21,2014-04-30
Arkansas,73,2014-04-30
California,33,2014-04-30
Colorado,39,2014-04-30
Connecticut,32,2014-04-30
Delaware,34,2014-04-30
District of Columbia,24,2014-04-30
Florida,48,2014-04-30
Georgia,27,2014-04-30
Hawaii,17,2014-04-30
Idaho,100,2014-04-30
Illinois,36,2014-04-30
Indiana,33,2014-04-30
Iowa,43,2014-04-30
Kansas,38,2014-04-30
Kentucky,46,2014-04-30
Louisiana,18,2014-04-30
Maine,63,2014-04-30
Maryland,4,2014-04-30
Massachusetts,38,2014-04-30
Michigan,60,2014-04-30
Minnesota,40,2014-04-30
Mississippi,25,2014-04-30
Missouri,57,2014-04-30
Montana,0,2014-04-30
Nebraska,14,2014-04-30
Nevada,30,2014-04-30
New Hampshire,56,2014-04-30
New Jersey,43,2014-04-30
New Mexico,19,2014-04-30
New York,32,2014-04-30
North Carolina,43,2014-04-30
North Dakota,0,2014-04-30
Ohio,60,2014-04-30
Oklahoma,8,2014-04-30
Oregon,38,2014-04-30
Pennsylvania,43,2014-04-30
Rhode Island,23,2014-04-30
South Carolina,29,2014-04-30
South Dakota,0,2014-04-30
Tennessee,41,2014-04-30
Texas,29,2014-04-30
Utah,77,2014-04-30
Vermont,0,2014-04-30
Virginia,19,2014-04-30
Washington,25,2014-04-30
West Virginia,0,2014-04-30
Wisconsin,39,2014-04-30
Wyoming,63,2014-04-30
Alabama,18,2014-05-31
Alaska,0,2014-05-31
Arizona,36,2014-05-31
Arkansas,23,2014-05-31
California,24,2014-05-31
Colorado,26,2014-05-31
Connecticut,38,2014-05-31
Delaware,100,2014-05-31
District of Columbia,37,2014-05-31
Florida,22,2014-05-31
Georgia,23,2014-05-31
Hawaii,50,2014-05-31
Idaho,58,2014-05-31
Illinois,23,2014-05-31
Indiana,13,2014-05-31
Iowa,33,2014-05-31
Kansas,29,2014-05-31
Kentucky,11,2014-05-31
Louisiana,34,2014-05-31
Maine,31,2014-05-31
Maryland,19,2014-05-31
Massachusetts,23,2014-05-31
Michigan,31,2014-05-31
Minnesota,17,2014-05-31
Mississippi,19,2014-05-31
Missouri,23,2014-05-31
Montana,75,2014-05-31
Nebraska,39,2014-05-31
Nevada,11,2014-05-31
New Hampshire,54,2014-05-31
New Jersey,33,2014-05-31
New Mexico,27,2014-05-31
New York,24,2014-05-31
North Carolina,40,2014-05-31
North Dakota,30,2014-05-31
Ohio,30,2014-05-31
Oklahoma,44,2014-05-31
Oregon,13,2014-05-31
Pennsylvania,36,2014-05-31
Rhode Island,53,2014-05-31
South Carolina,38,2014-05-31
South Dakota,32,2014-05-31
Tennessee,19,2014-05-31
Texas,22,2014-05-31
Utah,14,2014-05-31
Vermont,0,2014-05-31
Virginia,29,2014-05-31
Washington,16,2014-05-31
West Virginia,0,2014-05-31
Wisconsin,19,2014-05-31
Wyoming,49,2014-05-31
Alabama,30,2014-06-30
Alaska,0,2014-06-30
Arizona,44,2014-06-30
Arkansas,20,2014-06-30
California,41,2014-06-30
Colorado,47,2014-06-30
Connecticut,75,2014-06-30
Delaware,91,2014-06-30
District of Columbia,48,2014-06-30
Florida,46,2014-06-30
Georgia,27,2014-06-30
Hawaii,65,2014-06-30
Idaho,81,2014-06-30
Illinois,54,2014-06-30
Indiana,15,2014-06-30
Iowa,44,2014-06-30
Kansas,36,2014-06-30
Kentucky,10,2014-06-30
Louisiana,67,2014-06-30
Maine,0,2014-06-30
Maryland,50,2014-06-30
Massachusetts,35,2014-06-30
Michigan,36,2014-06-30
Minnesota,46,2014-06-30
Mississippi,79,2014-06-30
Missouri,37,2014-06-30
Montana,0,2014-06-30
Nebraska,36,2014-06-30
Nevada,95,2014-06-30
New Hampshire,100,2014-06-30
New Jersey,43,2014-06-30
New Mexico,48,2014-06-30
New York,44,2014-06-30
North Carolina,68,2014-06-30
North Dakota,0,2014-06-30
Ohio,69,2014-06-30
Oklahoma,58,2014-06-30
Oregon,32,2014-06-30
Pennsylvania,51,2014-06-30
Rhode Island,60,2014-06-30
South Carolina,44,2014-06-30
South Dakota,57,2014-06-30
Tennessee,57,2014-06-30
Texas,34,2014-06-30
Utah,89,2014-06-30
Vermont,0,2014-06-30
Virginia,35,2014-06-30
Washington,60,2014-06-30
West Virginia,60,2014-06-30
Wisconsin,46,2014-06-30
Wyoming,0,2014-06-30
Alabama,17,2014-07-31
Alaska,56,2014-07-31
Arizona,20,2014-07-31
Arkansas,0,2014-07-31
California,25,2014-07-31
Colorado,37,2014-07-31
Connecticut,45,2014-07-31
Delaware,26,2014-07-31
District of Columbia,48,2014-07-31
Florida,32,2014-07-31
Georgia,27,2014-07-31
Hawaii,14,2014-07-31
Idaho,16,2014-07-31
Illinois,24,2014-07-31
Indiana,21,2014-07-31
Iowa,25,2014-07-31
Kansas,20,2014-07-31
Kentucky,9,2014-07-31
Louisiana,25,2014-07-31
Maine,48,2014-07-31
Maryland,20,2014-07-31
Massachusetts,35,2014-07-31
Michigan,34,2014-07-31
Minnesota,37,2014-07-31
Mississippi,47,2014-07-31
Missouri,31,2014-07-31
Montana,26,2014-07-31
Nebraska,11,2014-07-31
Nevada,40,2014-07-31
New Hampshire,15,2014-07-31
New Jersey,28,2014-07-31
New Mexico,0,2014-07-31
New York,20,2014-07-31
North Carolina,25,2014-07-31
North Dakota,33,2014-07-31
Ohio,22,2014-07-31
Oklahoma,20,2014-07-31
Oregon,14,2014-07-31
Pennsylvania,19,2014-07-31
Rhode Island,18,2014-07-31
South Carolina,18,2014-07-31
South Dakota,0,2014-07-31
Tennessee,21,2014-07-31
Texas,17,2014-07-31
Utah,7,2014-07-31
Vermont,33,2014-07-31
Virginia,9,2014-07-31
Washington,11,2014-07-31
West Virginia,35,2014-07-31
Wisconsin,20,2014-07-31
Wyoming,100,2014-07-31
Alabama,10,2014-08-31
Alaska,0,2014-08-31
Arizona,3,2014-08-31
Arkansas,38,2014-08-31
California,12,2014-08-31
Colorado,19,2014-08-31
Connecticut,11,2014-08-31
Delaware,14,2014-08-31
District of Columbia,11,2014-08-31
Florida,15,2014-08-31
Georgia,15,2014-08-31
Hawaii,23,2014-08-31
Idaho,43,2014-08-31
Illinois,13,2014-08-31
Indiana,16,2014-08-31
Iowa,23,2014-08-31
Kansas,18,2014-08-31
Kentucky,12,2014-08-31
Louisiana,12,2014-08-31
Maine,9,2014-08-31
Maryland,11,2014-08-31
Massachusetts,19,2014-08-31
Michigan,17,2014-08-31
Minnesota,7,2014-08-31
Mississippi,33,2014-08-31
Missouri,19,2014-08-31
Montana,100,2014-08-31
Nebraska,6,2014-08-31
Nevada,10,2014-08-31
New Hampshire,9,2014-08-31
New Jersey,13,2014-08-31
New Mexico,8,2014-08-31
New York,12,2014-08-31
North Carolina,15,2014-08-31
North Dakota,17,2014-08-31
Ohio,8,2014-08-31
Oklahoma,14,2014-08-31
Oregon,11,2014-08-31
Pennsylvania,11,2014-08-31
Rhode Island,0,2014-08-31
South Carolina,8,2014-08-31
South Dakota,0,2014-08-31
Tennessee,20,2014-08-31
Texas,11,2014-08-31
Utah,16,2014-08-31
Vermont,0,2014-08-31
Virginia,8,2014-08-31
Washington,13,2014-08-31
West Virginia,19,2014-08-31
Wisconsin,9,2014-08-31
Wyoming,0,2014-08-31
Alabama,52,2014-09-30
Alaska,0,2014-09-30
Arizona,53,2014-09-30
Arkansas,0,2014-09-30
California,39,2014-09-30
Colorado,51,2014-09-30
Connecticut,41,2014-09-30
Delaware,42,2014-09-30
District of Columbia,24,2014-09-30
Florida,31,2014-09-30
Georgia,30,2014-09-30
Hawaii,45,2014-09-30
Idaho,100,2014-09-30
Illinois,34,2014-09-30
Indiana,27,2014-09-30
Iowa,25,2014-09-30
Kansas,36,2014-09-30
Kentucky,13,2014-09-30
Louisiana,35,2014-09-30
Maine,77,2014-09-30
Maryland,44,2014-09-30
Massachusetts,49,2014-09-30
Michigan,42,2014-09-30
Minnesota,64,2014-09-30
Mississippi,40,2014-09-30
Missouri,26,2014-09-30
Montana,41,2014-09-30
Nebraska,17,2014-09-30
Nevada,56,2014-09-30
New Hampshire,0,2014-09-30
New Jersey,46,2014-09-30
New Mexico,68,2014-09-30
New York,32,2014-09-30
North Carolina,57,2014-09-30
North Dakota,49,2014-09-30
Ohio,29,2014-09-30
Oklahoma,30,2014-09-30
Oregon,11,2014-09-30
Pennsylvania,55,2014-09-30
Rhode Island,0,2014-09-30
South Carolina,38,2014-09-30
South Dakota,0,2014-09-30
Tennessee,36,2014-09-30
Texas,40,2014-09-30
Utah,83,2014-09-30
Vermont,0,2014-09-30
Virginia,20,2014-09-30
Washington,22,2014-09-30
West Virginia,55,2014-09-30
Wisconsin,31,2014-09-30
Wyoming,0,2014-09-30
Alabama,17,2014-10-31
Alaska,36,2014-10-31
Arizona,22,2014-10-31
Arkansas,14,2014-10-31
California,26,2014-10-31
Colorado,39,2014-10-31
Connecticut,41,2014-10-31
Delaware,100,2014-10-31
District of Columbia,9,2014-10-31
Florida,28,2014-10-31
Georgia,37,2014-10-31
Hawaii,22,2014-10-31
Idaho,59,2014-10-31
Illinois,24,2014-10-31
Indiana,16,2014-10-31
Iowa,10,2014-10-31
Kansas,24,2014-10-31
Kentucky,20,2014-10-31
Louisiana,35,2014-10-31
Maine,21,2014-10-31
Maryland,13,2014-10-31
Massachusetts,32,2014-10-31
Michigan,30,2014-10-31
Minnesota,23,2014-10-31
Mississippi,46,2014-10-31
Missouri,13,2014-10-31
Montana,63,2014-10-31
Nebraska,52,2014-10-31
Nevada,0,2014-10-31
New Hampshire,39,2014-10-31
New Jersey,23,2014-10-31
New Mexico,0,2014-10-31
New York,24,2014-10-31
North Carolina,23,2014-10-31
North Dakota,75,2014-10-31
Ohio,15,2014-10-31
Oklahoma,40,2014-10-31
Oregon,11,2014-10-31
Pennsylvania,33,2014-10-31
Rhode Island,0,2014-10-31
South Carolina,18,2014-10-31
South Dakota,0,2014-10-31
Tennessee,28,2014-10-31
Texas,24,2014-10-31
Utah,34,2014-10-31
Vermont,0,2014-10-31
Virginia,18,2014-10-31
Washington,26,2014-10-31
West Virginia,0,2014-10-31
Wisconsin,13,2014-10-31
Wyoming,59,2014-10-31
Alabama,49,2014-11-30
Alaska,53,2014-11-30
Arizona,55,2014-11-30
Arkansas,62,2014-11-30
California,44,2014-11-30
Colorado,55,2014-11-30
Connecticut,24,2014-11-30
Delaware,0,2014-11-30
District of Columbia,42,2014-11-30
Florida,36,2014-11-30
Georgia,38,2014-11-30
Hawaii,49,2014-11-30
Idaho,0,2014-11-30
Illinois,26,2014-11-30
Indiana,32,2014-11-30
Iowa,14,2014-11-30
Kansas,0,2014-11-30
Kentucky,15,2014-11-30
Louisiana,21,2014-11-30
Maine,58,2014-11-30
Maryland,50,2014-11-30
Massachusetts,49,2014-11-30
Michigan,40,2014-11-30
Minnesota,45,2014-11-30
Mississippi,66,2014-11-30
Missouri,46,2014-11-30
Montana,46,2014-11-30
Nebraska,0,2014-11-30
Nevada,26,2014-11-30
New Hampshire,28,2014-11-30
New Jersey,23,2014-11-30
New Mexico,27,2014-11-30
New York,32,2014-11-30
North Carolina,49,2014-11-30
North Dakota,0,2014-11-30
Ohio,30,2014-11-30
Oklahoma,24,2014-11-30
Oregon,26,2014-11-30
Pennsylvania,46,2014-11-30
Rhode Island,31,2014-11-30
South Carolina,72,2014-11-30
South Dakota,0,2014-11-30
Tennessee,36,2014-11-30
Texas,31,2014-11-30
Utah,46,2014-11-30
Vermont,100,2014-11-30
Virginia,28,2014-11-30
Washington,60,2014-11-30
West Virginia,64,2014-11-30
Wisconsin,61,2014-11-30
Wyoming,0,2014-11-30
Alabama,59,2014-12-31
Alaska,73,2014-12-31
Arizona,48,2014-12-31
Arkansas,42,2014-12-31
California,43,2014-12-31
Colorado,44,2014-12-31
Connecticut,42,2014-12-31
Delaware,35,2014-12-31
District of Columbia,39,2014-12-31
Florida,44,2014-12-31
Georgia,31,2014-12-31
Hawaii,11,2014-12-31
Idaho,0,2014-12-31
Illinois,33,2014-12-31
Indiana,28,2014-12-31
Iowa,39,2014-12-31
Kansas,8,2014-12-31
Kentucky,20,2014-12-31
Louisiana,50,2014-12-31
Maine,20,2014-12-31
Maryland,44,2014-12-31
Massachusetts,22,2014-12-31
Michigan,26,2014-12-31
Minnesota,39,2014-12-31
Mississippi,0,2014-12-31
Missouri,40,2014-12-31
Montana,0,2014-12-31
Nebraska,38,2014-12-31
Nevada,18,2014-12-31
New Hampshire,81,2014-12-31
New Jersey,29,2014-12-31
New Mexico,37,2014-12-31
New York,35,2014-12-31
North Carolina,41,2014-12-31
North Dakota,37,2014-12-31
Ohio,30,2014-12-31
Oklahoma,21,2014-12-31
Oregon,27,2014-12-31
Pennsylvania,40,2014-12-31
Rhode Island,21,2014-12-31
South Carolina,25,2014-12-31
South Dakota,36,2014-12-31
Tennessee,46,2014-12-31
