geoName,Home,year
Wisconsin,20,2006-07-31
Wyoming,48,2006-07-31
Alabama,81,2006-08-31
Alaska,52,2006-08-31
Arizona,68,2006-08-31
Arkansas,47,2006-08-31
California,47,2006-08-31
Colorado,55,2006-08-31
Connecticut,48,2006-08-31
Delaware,48,2006-08-31
District of Columbia,31,2006-08-31
Florida,58,2006-08-31
Georgia,59,2006-08-31
Hawaii,34,2006-08-31
Idaho,78,2006-08-31
Illinois,38,2006-08-31
Indiana,45,2006-08-31
Iowa,25,2006-08-31
Kansas,62,2006-08-31
Kentucky,61,2006-08-31
Louisiana,65,2006-08-31
Maine,32,2006-08-31
Maryland,43,2006-08-31
Massachusetts,27,2006-08-31
Michigan,44,2006-08-31
Minnesota,56,2006-08-31
Mississippi,51,2006-08-31
Missouri,58,2006-08-31
Montana,31,2006-08-31
Nebraska,62,2006-08-31
Nevada,53,2006-08-31
New Hampshire,28,2006-08-31
New Jersey,46,2006-08-31
New Mexico,68,2006-08-31
New York,36,2006-08-31
North Carolina,46,2006-08-31
North Dakota,21,2006-08-31
Ohio,41,2006-08-31
Oklahoma,57,2006-08-31
Oregon,67,2006-08-31
Pennsylvania,42,2006-08-31
Rhode Island,30,2006-08-31
South Carolina,50,2006-08-31
South Dakota,17,2006-08-31
Tennessee,66,2006-08-31
Texas,49,2006-08-31
Utah,60,2006-08-31
Vermont,25,2006-08-31
Virginia,45,2006-08-31
Washington,36,2006-08-31
West Virginia,92,2006-08-31
Wisconsin,36,2006-08-31
Wyoming,100,2006-08-31
Alabama,76,2006-09-30
Alaska,56,2006-09-30
Arizona,82,2006-09-30
Arkansas,64,2006-09-30
California,46,2006-09-30
Colorado,72,2006-09-30
Connecticut,59,2006-09-30
Delaware,82,2006-09-30
District of Columbia,50,2006-09-30
Florida,61,2006-09-30
Georgia,73,2006-09-30
Hawaii,22,2006-09-30
Idaho,51,2006-09-30
Illinois,43,2006-09-30
Indiana,49,2006-09-30
Iowa,47,2006-09-30
Kansas,50,2006-09-30
Kentucky,38,2006-09-30
Louisiana,76,2006-09-30
Maine,32,2006-09-30
Maryland,45,2006-09-30
Massachusetts,38,2006-09-30
Michigan,46,2006-09-30
Minnesota,44,2006-09-30
Mississippi,41,2006-09-30
Missouri,48,2006-09-30
Montana,31,2006-09-30
Nebraska,84,2006-09-30
Nevada,100,2006-09-30
New Hampshire,22,2006-09-30
New Jersey,29,2006-09-30
New Mexico,61,2006-09-30
New York,37,2006-09-30
North Carolina,70,2006-09-30
North Dakota,42,2006-09-30
Ohio,52,2006-09-30
Oklahoma,63,2006-09-30
Oregon,67,2006-09-30
Pennsylvania,42,2006-09-30
Rhode Island,23,2006-09-30
South Carolina,59,2006-09-30
South Dakota,34,2006-09-30
Tennessee,76,2006-09-30
Texas,51,2006-09-30
Utah,60,2006-09-30
Vermont,91,2006-09-30
Virginia,66,2006-09-30
Washington,53,2006-09-30
West Virginia,19,2006-09-30
Wisconsin,45,2006-09-30
Wyoming,49,2006-09-30
Alabama,75,2006-10-31
Alaska,39,2006-10-31
Arizona,84,2006-10-31
Arkansas,88,2006-10-31
California,40,2006-10-31
Colorado,54,2006-10-31
Connecticut,67,2006-10-31
Delaware,48,2006-10-31
District of Columbia,27,2006-10-31
Florida,60,2006-10-31
Georgia,55,2006-10-31
Hawaii,41,2006-10-31
Idaho,65,2006-10-31
Illinois,35,2006-10-31
Indiana,53,2006-10-31
Iowa,29,2006-10-31
Kansas,70,2006-10-31
Kentucky,22,2006-10-31
Louisiana,72,2006-10-31
Maine,62,2006-10-31
Maryland,51,2006-10-31
Massachusetts,28,2006-10-31
Michigan,44,2006-10-31
Minnesota,36,2006-10-31
Mississippi,35,2006-10-31
Missouri,47,2006-10-31
Montana,100,2006-10-31
Nebraska,43,2006-10-31
Nevada,58,2006-10-31
New Hampshire,28,2006-10-31
New Jersey,36,2006-10-31
New Mexico,40,2006-10-31
New York,38,2006-10-31
North Carolina,63,2006-10-31
North Dakota,41,2006-10-31
Ohio,24,2006-10-31
Oklahoma,83,2006-10-31
Oregon,60,2006-10-31
Pennsylvania,36,2006-10-31
Rhode Island,15,2006-10-31
South Carolina,52,2006-10-31
South Dakota,0,2006-10-31
Tennessee,58,2006-10-31
Texas,39,2006-10-31
Utah,57,2006-10-31
Vermont,15,2006-10-31
Virginia,31,2006-10-31
Washington,49,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,37,2006-10-31
Wyoming,47,2006-10-31
Alabama,39,2006-11-30
Alaska,17,2006-11-30
Arizona,98,2006-11-30
Arkansas,90,2006-11-30
California,47,2006-11-30
Colorado,63,2006-11-30
Connecticut,58,2006-11-30
Delaware,85,2006-11-30
District of Columbia,41,2006-11-30
Florida,64,2006-11-30
Georgia,72,2006-11-30
Hawaii,44,2006-11-30
Idaho,96,2006-11-30
Illinois,38,2006-11-30
Indiana,47,2006-11-30
Iowa,58,2006-11-30
Kansas,74,2006-11-30
Kentucky,54,2006-11-30
Louisiana,100,2006-11-30
Maine,39,2006-11-30
Maryland,58,2006-11-30
Massachusetts,47,2006-11-30
Michigan,37,2006-11-30
Minnesota,51,2006-11-30
Mississippi,45,2006-11-30
Missouri,58,2006-11-30
Montana,38,2006-11-30
Nebraska,78,2006-11-30
Nevada,66,2006-11-30
New Hampshire,66,2006-11-30
New Jersey,50,2006-11-30
New Mexico,53,2006-11-30
New York,47,2006-11-30
North Carolina,66,2006-11-30
North Dakota,82,2006-11-30
Ohio,42,2006-11-30
Oklahoma,65,2006-11-30
Oregon,65,2006-11-30
Pennsylvania,33,2006-11-30
Rhode Island,57,2006-11-30
South Carolina,42,2006-11-30
South Dakota,80,2006-11-30
Tennessee,77,2006-11-30
Texas,78,2006-11-30
Utah,85,2006-11-30
Vermont,67,2006-11-30
Virginia,58,2006-11-30
Washington,61,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,46,2006-11-30
Wyoming,30,2006-11-30
Alabama,39,2006-12-31
Alaska,17,2006-12-31
Arizona,98,2006-12-31
Arkansas,90,2006-12-31
California,47,2006-12-31
Colorado,63,2006-12-31
Connecticut,58,2006-12-31
Delaware,85,2006-12-31
District of Columbia,41,2006-12-31
Florida,64,2006-12-31
Georgia,72,2006-12-31
Hawaii,44,2006-12-31
Idaho,96,2006-12-31
Illinois,38,2006-12-31
Indiana,47,2006-12-31
Iowa,58,2006-12-31
Kansas,74,2006-12-31
Kentucky,54,2006-12-31
Louisiana,100,2006-12-31
Maine,39,2006-12-31
Maryland,58,2006-12-31
Massachusetts,47,2006-12-31
Michigan,37,2006-12-31
Minnesota,51,2006-12-31
Mississippi,45,2006-12-31
Missouri,58,2006-12-31
Montana,38,2006-12-31
Nebraska,78,2006-12-31
Nevada,66,2006-12-31
New Hampshire,66,2006-12-31
New Jersey,50,2006-12-31
New Mexico,53,2006-12-31
New York,47,2006-12-31
North Carolina,66,2006-12-31
North Dakota,82,2006-12-31
Ohio,42,2006-12-31
Oklahoma,65,2006-12-31
Oregon,65,2006-12-31
Pennsylvania,33,2006-12-31
Rhode Island,57,2006-12-31
South Carolina,42,2006-12-31
South Dakota,80,2006-12-31
Tennessee,77,2006-12-31
Texas,78,2006-12-31
Utah,85,2006-12-31
Vermont,67,2006-12-31
Virginia,58,2006-12-31
Washington,61,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,46,2006-12-31
Wyoming,30,2006-12-31
Alabama,76,2007-01-31
Alaska,44,2007-01-31
Arizona,68,2007-01-31
Arkansas,49,2007-01-31
California,50,2007-01-31
Colorado,69,2007-01-31
Connecticut,53,2007-01-31
Delaware,54,2007-01-31
District of Columbia,39,2007-01-31
Florida,66,2007-01-31
Georgia,75,2007-01-31
Hawaii,30,2007-01-31
Idaho,100,2007-01-31
Illinois,56,2007-01-31
Indiana,45,2007-01-31
Iowa,50,2007-01-31
Kansas,18,2007-01-31
Kentucky,53,2007-01-31
Louisiana,64,2007-01-31
Maine,34,2007-01-31
Maryland,55,2007-01-31
Massachusetts,39,2007-01-31
Michigan,53,2007-01-31
Minnesota,46,2007-01-31
Mississippi,57,2007-01-31
Missouri,53,2007-01-31
Montana,85,2007-01-31
Nebraska,68,2007-01-31
Nevada,88,2007-01-31
New Hampshire,32,2007-01-31
New Jersey,45,2007-01-31
New Mexico,61,2007-01-31
New York,49,2007-01-31
North Carolina,69,2007-01-31
North Dakota,49,2007-01-31
Ohio,46,2007-01-31
Oklahoma,64,2007-01-31
Oregon,75,2007-01-31
Pennsylvania,38,2007-01-31
Rhode Island,32,2007-01-31
South Carolina,79,2007-01-31
South Dakota,52,2007-01-31
Tennessee,57,2007-01-31
Texas,54,2007-01-31
Utah,78,2007-01-31
Vermont,15,2007-01-31
Virginia,65,2007-01-31
Washington,46,2007-01-31
West Virginia,60,2007-01-31
Wisconsin,55,2007-01-31
Wyoming,39,2007-01-31
Alabama,55,2007-02-28
Alaska,9,2007-02-28
Arizona,68,2007-02-28
Arkansas,67,2007-02-28
California,40,2007-02-28
Colorado,49,2007-02-28
Connecticut,40,2007-02-28
Delaware,64,2007-02-28
District of Columbia,34,2007-02-28
Florida,55,2007-02-28
Georgia,63,2007-02-28
Hawaii,32,2007-02-28
Idaho,100,2007-02-28
Illinois,37,2007-02-28
Indiana,39,2007-02-28
Iowa,20,2007-02-28
Kansas,59,2007-02-28
Kentucky,40,2007-02-28
Louisiana,57,2007-02-28
Maine,65,2007-02-28
Maryland,48,2007-02-28
Massachusetts,24,2007-02-28
Michigan,40,2007-02-28
Minnesota,41,2007-02-28
Mississippi,47,2007-02-28
Missouri,59,2007-02-28
Montana,55,2007-02-28
Nebraska,68,2007-02-28
Nevada,43,2007-02-28
New Hampshire,40,2007-02-28
New Jersey,37,2007-02-28
New Mexico,49,2007-02-28
New York,36,2007-02-28
North Carolina,53,2007-02-28
North Dakota,37,2007-02-28
Ohio,41,2007-02-28
Oklahoma,37,2007-02-28
Oregon,43,2007-02-28
Pennsylvania,29,2007-02-28
Rhode Island,39,2007-02-28
South Carolina,47,2007-02-28
South Dakota,61,2007-02-28
Tennessee,40,2007-02-28
Texas,43,2007-02-28
Utah,37,2007-02-28
Vermont,33,2007-02-28
Virginia,39,2007-02-28
Washington,42,2007-02-28
West Virginia,46,2007-02-28
Wisconsin,45,2007-02-28
Wyoming,30,2007-02-28
Alabama,43,2007-03-31
Alaska,53,2007-03-31
Arizona,85,2007-03-31
Arkansas,77,2007-03-31
California,50,2007-03-31
Colorado,53,2007-03-31
Connecticut,47,2007-03-31
Delaware,42,2007-03-31
District of Columbia,53,2007-03-31
Florida,66,2007-03-31
Georgia,75,2007-03-31
Hawaii,56,2007-03-31
Idaho,99,2007-03-31
Illinois,59,2007-03-31
Indiana,55,2007-03-31
Iowa,36,2007-03-31
Kansas,53,2007-03-31
Kentucky,51,2007-03-31
Louisiana,55,2007-03-31
Maine,47,2007-03-31
Maryland,62,2007-03-31
Massachusetts,39,2007-03-31
Michigan,46,2007-03-31
Minnesota,45,2007-03-31
Mississippi,47,2007-03-31
Missouri,76,2007-03-31
Montana,81,2007-03-31
Nebraska,96,2007-03-31
Nevada,65,2007-03-31
New Hampshire,80,2007-03-31
New Jersey,46,2007-03-31
New Mexico,54,2007-03-31
New York,46,2007-03-31
North Carolina,72,2007-03-31
North Dakota,32,2007-03-31
Ohio,56,2007-03-31
Oklahoma,72,2007-03-31
Oregon,48,2007-03-31
Pennsylvania,54,2007-03-31
Rhode Island,30,2007-03-31
South Carolina,65,2007-03-31
South Dakota,64,2007-03-31
Tennessee,65,2007-03-31
Texas,58,2007-03-31
Utah,100,2007-03-31
Vermont,41,2007-03-31
Virginia,45,2007-03-31
Washington,73,2007-03-31
West Virginia,30,2007-03-31
Wisconsin,62,2007-03-31
Wyoming,95,2007-03-31
Alabama,46,2007-04-30
Alaska,59,2007-04-30
Arizona,57,2007-04-30
Arkansas,75,2007-04-30
California,39,2007-04-30
Colorado,61,2007-04-30
Connecticut,30,2007-04-30
Delaware,100,2007-04-30
District of Columbia,42,2007-04-30
Florida,71,2007-04-30
Georgia,62,2007-04-30
Hawaii,38,2007-04-30
Idaho,64,2007-04-30
Illinois,34,2007-04-30
Indiana,34,2007-04-30
Iowa,46,2007-04-30
Kansas,47,2007-04-30
Kentucky,34,2007-04-30
Louisiana,60,2007-04-30
Maine,26,2007-04-30
Maryland,41,2007-04-30
Massachusetts,34,2007-04-30
Michigan,40,2007-04-30
Minnesota,44,2007-04-30
Mississippi,37,2007-04-30
Missouri,49,2007-04-30
Montana,28,2007-04-30
Nebraska,84,2007-04-30
Nevada,51,2007-04-30
New Hampshire,44,2007-04-30
New Jersey,27,2007-04-30
New Mexico,76,2007-04-30
New York,37,2007-04-30
North Carolina,63,2007-04-30
North Dakota,37,2007-04-30
Ohio,40,2007-04-30
Oklahoma,59,2007-04-30
Oregon,52,2007-04-30
Pennsylvania,41,2007-04-30
Rhode Island,29,2007-04-30
South Carolina,45,2007-04-30
South Dakota,41,2007-04-30
Tennessee,60,2007-04-30
Texas,48,2007-04-30
Utah,42,2007-04-30
Vermont,57,2007-04-30
Virginia,63,2007-04-30
Washington,49,2007-04-30
West Virginia,24,2007-04-30
Wisconsin,41,2007-04-30
Wyoming,45,2007-04-30
Alabama,50,2007-05-31
Alaska,34,2007-05-31
Arizona,83,2007-05-31
Arkansas,100,2007-05-31
California,45,2007-05-31
Colorado,93,2007-05-31
Connecticut,49,2007-05-31
Delaware,51,2007-05-31
District of Columbia,53,2007-05-31
Florida,65,2007-05-31
Georgia,72,2007-05-31
Hawaii,55,2007-05-31
Idaho,77,2007-05-31
Illinois,50,2007-05-31
Indiana,46,2007-05-31
Iowa,73,2007-05-31
Kansas,74,2007-05-31
Kentucky,47,2007-05-31
Louisiana,56,2007-05-31
Maine,59,2007-05-31
Maryland,50,2007-05-31
Massachusetts,48,2007-05-31
Michigan,49,2007-05-31
Minnesota,40,2007-05-31
Mississippi,66,2007-05-31
Missouri,66,2007-05-31
Montana,77,2007-05-31
Nebraska,99,2007-05-31
Nevada,86,2007-05-31
New Hampshire,35,2007-05-31
New Jersey,37,2007-05-31
New Mexico,55,2007-05-31
New York,53,2007-05-31
North Carolina,65,2007-05-31
North Dakota,18,2007-05-31
Ohio,58,2007-05-31
Oklahoma,47,2007-05-31
Oregon,67,2007-05-31
Pennsylvania,44,2007-05-31
Rhode Island,7,2007-05-31
South Carolina,57,2007-05-31
South Dakota,70,2007-05-31
Tennessee,76,2007-05-31
Texas,62,2007-05-31
Utah,59,2007-05-31
Vermont,67,2007-05-31
Virginia,57,2007-05-31
Washington,49,2007-05-31
West Virginia,35,2007-05-31
Wisconsin,34,2007-05-31
Wyoming,63,2007-05-31
Alabama,49,2007-06-30
Alaska,85,2007-06-30
Arizona,63,2007-06-30
Arkansas,76,2007-06-30
California,37,2007-06-30
Colorado,49,2007-06-30
Connecticut,34,2007-06-30
Delaware,24,2007-06-30
District of Columbia,49,2007-06-30
Florida,54,2007-06-30
Georgia,46,2007-06-30
Hawaii,23,2007-06-30
Idaho,44,2007-06-30
Illinois,32,2007-06-30
Indiana,31,2007-06-30
Iowa,39,2007-06-30
Kansas,54,2007-06-30
Kentucky,40,2007-06-30
Louisiana,55,2007-06-30
Maine,52,2007-06-30
Maryland,50,2007-06-30
Massachusetts,23,2007-06-30
Michigan,39,2007-06-30
Minnesota,45,2007-06-30
Mississippi,54,2007-06-30
Missouri,53,2007-06-30
Montana,72,2007-06-30
Nebraska,57,2007-06-30
Nevada,65,2007-06-30
New Hampshire,24,2007-06-30
New Jersey,41,2007-06-30
New Mexico,48,2007-06-30
New York,28,2007-06-30
North Carolina,40,2007-06-30
North Dakota,26,2007-06-30
Ohio,40,2007-06-30
Oklahoma,33,2007-06-30
Oregon,53,2007-06-30
Pennsylvania,39,2007-06-30
Rhode Island,28,2007-06-30
South Carolina,70,2007-06-30
South Dakota,39,2007-06-30
Tennessee,33,2007-06-30
Texas,43,2007-06-30
Utah,58,2007-06-30
Vermont,100,2007-06-30
Virginia,36,2007-06-30
Washington,42,2007-06-30
West Virginia,70,2007-06-30
Wisconsin,41,2007-06-30
Wyoming,14,2007-06-30
Alabama,65,2007-07-31
Alaska,23,2007-07-31
Arizona,45,2007-07-31
Arkansas,47,2007-07-31
California,35,2007-07-31
Colorado,59,2007-07-31
Connecticut,44,2007-07-31
Delaware,100,2007-07-31
District of Columbia,41,2007-07-31
Florida,50,2007-07-31
Georgia,52,2007-07-31
Hawaii,31,2007-07-31
Idaho,98,2007-07-31
Illinois,33,2007-07-31
Indiana,46,2007-07-31
Iowa,31,2007-07-31
Kansas,51,2007-07-31
Kentucky,45,2007-07-31
Louisiana,64,2007-07-31
Maine,36,2007-07-31
Maryland,48,2007-07-31
Massachusetts,36,2007-07-31
Michigan,50,2007-07-31
Minnesota,37,2007-07-31
Mississippi,49,2007-07-31
Missouri,47,2007-07-31
Montana,34,2007-07-31
Nebraska,43,2007-07-31
Nevada,57,2007-07-31
New Hampshire,24,2007-07-31
New Jersey,44,2007-07-31
New Mexico,62,2007-07-31
New York,29,2007-07-31
North Carolina,58,2007-07-31
North Dakota,24,2007-07-31
Ohio,43,2007-07-31
Oklahoma,50,2007-07-31
Oregon,53,2007-07-31
Pennsylvania,38,2007-07-31
Rhode Island,39,2007-07-31
South Carolina,29,2007-07-31
South Dakota,37,2007-07-31
Tennessee,40,2007-07-31
Texas,47,2007-07-31
Utah,58,2007-07-31
Vermont,57,2007-07-31
Virginia,45,2007-07-31
Washington,40,2007-07-31
West Virginia,56,2007-07-31
Wisconsin,37,2007-07-31
Wyoming,57,2007-07-31
Alabama,66,2007-08-31
Alaska,11,2007-08-31
Arizona,62,2007-08-31
Arkansas,65,2007-08-31
California,41,2007-08-31
Colorado,66,2007-08-31
Connecticut,54,2007-08-31
Delaware,52,2007-08-31
District of Columbia,62,2007-08-31
Florida,64,2007-08-31
Georgia,55,2007-08-31
Hawaii,23,2007-08-31
Idaho,69,2007-08-31
Illinois,47,2007-08-31
Indiana,46,2007-08-31
Iowa,64,2007-08-31
Kansas,75,2007-08-31
Kentucky,48,2007-08-31
Louisiana,69,2007-08-31
Maine,72,2007-08-31
Maryland,39,2007-08-31
Massachusetts,29,2007-08-31
Michigan,51,2007-08-31
Minnesota,49,2007-08-31
Mississippi,46,2007-08-31
Missouri,53,2007-08-31
Montana,83,2007-08-31
Nebraska,66,2007-08-31
Nevada,92,2007-08-31
New Hampshire,92,2007-08-31
New Jersey,42,2007-08-31
New Mexico,28,2007-08-31
New York,38,2007-08-31
North Carolina,72,2007-08-31
North Dakota,16,2007-08-31
Ohio,61,2007-08-31
Oklahoma,100,2007-08-31
Oregon,65,2007-08-31
Pennsylvania,46,2007-08-31
Rhode Island,64,2007-08-31
South Carolina,63,2007-08-31
South Dakota,74,2007-08-31
Tennessee,52,2007-08-31
Texas,54,2007-08-31
Utah,84,2007-08-31
Vermont,30,2007-08-31
Virginia,47,2007-08-31
Washington,59,2007-08-31
West Virginia,57,2007-08-31
Wisconsin,43,2007-08-31
Wyoming,20,2007-08-31
Alabama,59,2007-09-30
Alaska,70,2007-09-30
Arizona,58,2007-09-30
Arkansas,53,2007-09-30
California,38,2007-09-30
Colorado,51,2007-09-30
Connecticut,33,2007-09-30
Delaware,43,2007-09-30
District of Columbia,38,2007-09-30
Florida,61,2007-09-30
Georgia,51,2007-09-30
Hawaii,33,2007-09-30
Idaho,100,2007-09-30
Illinois,40,2007-09-30
Indiana,16,2007-09-30
Iowa,48,2007-09-30
Kansas,48,2007-09-30
Kentucky,33,2007-09-30
Louisiana,51,2007-09-30
Maine,69,2007-09-30
Maryland,47,2007-09-30
Massachusetts,31,2007-09-30
Michigan,52,2007-09-30
Minnesota,42,2007-09-30
Mississippi,54,2007-09-30
Missouri,40,2007-09-30
Montana,48,2007-09-30
Nebraska,62,2007-09-30
Nevada,52,2007-09-30
New Hampshire,37,2007-09-30
New Jersey,33,2007-09-30
New Mexico,69,2007-09-30
New York,29,2007-09-30
North Carolina,57,2007-09-30
North Dakota,49,2007-09-30
Ohio,47,2007-09-30
Oklahoma,50,2007-09-30
Oregon,55,2007-09-30
Pennsylvania,38,2007-09-30
Rhode Island,21,2007-09-30
South Carolina,51,2007-09-30
South Dakota,39,2007-09-30
Tennessee,54,2007-09-30
Texas,47,2007-09-30
Utah,63,2007-09-30
Vermont,71,2007-09-30
Virginia,45,2007-09-30
Washington,47,2007-09-30
West Virginia,35,2007-09-30
Wisconsin,40,2007-09-30
Wyoming,79,2007-09-30
Alabama,53,2007-10-31
Alaska,68,2007-10-31
Arizona,90,2007-10-31
Arkansas,69,2007-10-31
California,44,2007-10-31
Colorado,81,2007-10-31
Connecticut,50,2007-10-31
Delaware,35,2007-10-31
District of Columbia,45,2007-10-31
Florida,74,2007-10-31
Georgia,74,2007-10-31
Hawaii,54,2007-10-31
Idaho,47,2007-10-31
Illinois,52,2007-10-31
Indiana,37,2007-10-31
Iowa,62,2007-10-31
Kansas,26,2007-10-31
Kentucky,51,2007-10-31
Louisiana,77,2007-10-31
Maine,28,2007-10-31
Maryland,54,2007-10-31
Massachusetts,39,2007-10-31
Michigan,56,2007-10-31
Minnesota,50,2007-10-31
Mississippi,66,2007-10-31
Missouri,48,2007-10-31
Montana,50,2007-10-31
Nebraska,67,2007-10-31
Nevada,95,2007-10-31
New Hampshire,76,2007-10-31
New Jersey,47,2007-10-31
New Mexico,60,2007-10-31
New York,42,2007-10-31
North Carolina,58,2007-10-31
North Dakota,0,2007-10-31
Ohio,49,2007-10-31
Oklahoma,41,2007-10-31
Oregon,66,2007-10-31
Pennsylvania,46,2007-10-31
Rhode Island,27,2007-10-31
South Carolina,64,2007-10-31
South Dakota,50,2007-10-31
Tennessee,60,2007-10-31
Texas,64,2007-10-31
Utah,88,2007-10-31
Vermont,31,2007-10-31
Virginia,50,2007-10-31
Washington,42,2007-10-31
West Virginia,88,2007-10-31
Wisconsin,47,2007-10-31
Wyoming,100,2007-10-31
Alabama,90,2007-11-30
Alaska,58,2007-11-30
Arizona,96,2007-11-30
Arkansas,33,2007-11-30
California,51,2007-11-30
Colorado,72,2007-11-30
Connecticut,51,2007-11-30
Delaware,70,2007-11-30
District of Columbia,42,2007-11-30
Florida,72,2007-11-30
Georgia,60,2007-11-30
Hawaii,78,2007-11-30
Idaho,91,2007-11-30
Illinois,59,2007-11-30
Indiana,41,2007-11-30
Iowa,58,2007-11-30
Kansas,62,2007-11-30
Kentucky,47,2007-11-30
Louisiana,82,2007-11-30
Maine,72,2007-11-30
Maryland,66,2007-11-30
Massachusetts,47,2007-11-30
Michigan,54,2007-11-30
Minnesota,68,2007-11-30
Mississippi,100,2007-11-30
Missouri,79,2007-11-30
Montana,48,2007-11-30
Nebraska,42,2007-11-30
Nevada,51,2007-11-30
New Hampshire,45,2007-11-30
New Jersey,69,2007-11-30
New Mexico,87,2007-11-30
New York,33,2007-11-30
North Carolina,79,2007-11-30
North Dakota,43,2007-11-30
Ohio,61,2007-11-30
Oklahoma,61,2007-11-30
Oregon,85,2007-11-30
Pennsylvania,66,2007-11-30
Rhode Island,44,2007-11-30
South Carolina,89,2007-11-30
South Dakota,15,2007-11-30
Tennessee,85,2007-11-30
Texas,64,2007-11-30
Utah,55,2007-11-30
Vermont,20,2007-11-30
Virginia,52,2007-11-30
Washington,59,2007-11-30
West Virginia,96,2007-11-30
Wisconsin,56,2007-11-30
Wyoming,76,2007-11-30
Alabama,79,2007-12-31
Alaska,26,2007-12-31
Arizona,74,2007-12-31
Arkansas,65,2007-12-31
California,46,2007-12-31
Colorado,70,2007-12-31
Connecticut,43,2007-12-31
Delaware,100,2007-12-31
District of Columbia,50,2007-12-31
Florida,79,2007-12-31
Georgia,66,2007-12-31
Hawaii,54,2007-12-31
Idaho,86,2007-12-31
Illinois,49,2007-12-31
Indiana,43,2007-12-31
Iowa,42,2007-12-31
Kansas,52,2007-12-31
Kentucky,70,2007-12-31
Louisiana,52,2007-12-31
Maine,56,2007-12-31
Maryland,67,2007-12-31
Massachusetts,47,2007-12-31
Michigan,51,2007-12-31
Minnesota,54,2007-12-31
Mississippi,54,2007-12-31
Missouri,61,2007-12-31
Montana,39,2007-12-31
Nebraska,70,2007-12-31
Nevada,83,2007-12-31
New Hampshire,65,2007-12-31
New Jersey,47,2007-12-31
New Mexico,66,2007-12-31
New York,33,2007-12-31
North Carolina,55,2007-12-31
North Dakota,37,2007-12-31
Ohio,54,2007-12-31
Oklahoma,68,2007-12-31
Oregon,52,2007-12-31
Pennsylvania,54,2007-12-31
Rhode Island,28,2007-12-31
South Carolina,86,2007-12-31
South Dakota,58,2007-12-31
Tennessee,79,2007-12-31
Texas,57,2007-12-31
Utah,46,2007-12-31
Vermont,63,2007-12-31
Virginia,42,2007-12-31
Washington,40,2007-12-31
West Virginia,67,2007-12-31
Wisconsin,41,2007-12-31
Wyoming,74,2007-12-31
Alabama,60,2008-01-31
Alaska,60,2008-01-31
Arizona,69,2008-01-31
Arkansas,100,2008-01-31
California,43,2008-01-31
Colorado,60,2008-01-31
Connecticut,46,2008-01-31
Delaware,68,2008-01-31
District of Columbia,39,2008-01-31
Florida,68,2008-01-31
Georgia,67,2008-01-31
Hawaii,24,2008-01-31
Idaho,48,2008-01-31
Illinois,41,2008-01-31
Indiana,52,2008-01-31
Iowa,26,2008-01-31
Kansas,39,2008-01-31
Kentucky,39,2008-01-31
Louisiana,58,2008-01-31
Maine,55,2008-01-31
Maryland,59,2008-01-31
Massachusetts,44,2008-01-31
Michigan,47,2008-01-31
Minnesota,51,2008-01-31
Mississippi,57,2008-01-31
Missouri,73,2008-01-31
Montana,74,2008-01-31
Nebraska,68,2008-01-31
Nevada,59,2008-01-31
New Hampshire,55,2008-01-31
New Jersey,41,2008-01-31
New Mexico,66,2008-01-31
New York,41,2008-01-31
North Carolina,54,2008-01-31
North Dakota,36,2008-01-31
Ohio,50,2008-01-31
Oklahoma,72,2008-01-31
Oregon,59,2008-01-31
Pennsylvania,43,2008-01-31
Rhode Island,53,2008-01-31
South Carolina,76,2008-01-31
South Dakota,97,2008-01-31
Tennessee,64,2008-01-31
Texas,54,2008-01-31
Utah,49,2008-01-31
Vermont,49,2008-01-31
Virginia,53,2008-01-31
Washington,49,2008-01-31
West Virginia,32,2008-01-31
Wisconsin,36,2008-01-31
Wyoming,72,2008-01-31
Alabama,49,2008-02-29
Alaska,22,2008-02-29
Arizona,68,2008-02-29
Arkansas,66,2008-02-29
California,34,2008-02-29
Colorado,59,2008-02-29
Connecticut,25,2008-02-29
Delaware,30,2008-02-29
District of Columbia,37,2008-02-29
Florida,57,2008-02-29
Georgia,46,2008-02-29
Hawaii,40,2008-02-29
Idaho,100,2008-02-29
Illinois,40,2008-02-29
