geoName,Investment,year
West Virginia,25,2017-01-31
Wisconsin,18,2017-01-31
Wyoming,0,2017-01-31
Alabama,7,2017-02-28
Alaska,47,2017-02-28
Arizona,38,2017-02-28
Arkansas,26,2017-02-28
California,48,2017-02-28
Colorado,67,2017-02-28
Connecticut,21,2017-02-28
Delaware,0,2017-02-28
District of Columbia,34,2017-02-28
Florida,45,2017-02-28
Georgia,37,2017-02-28
Hawaii,0,2017-02-28
Idaho,39,2017-02-28
Illinois,34,2017-02-28
Indiana,24,2017-02-28
Iowa,21,2017-02-28
Kansas,20,2017-02-28
Kentucky,23,2017-02-28
Louisiana,7,2017-02-28
Maine,23,2017-02-28
Maryland,52,2017-02-28
Massachusetts,68,2017-02-28
Michigan,33,2017-02-28
Minnesota,43,2017-02-28
Mississippi,14,2017-02-28
Missouri,71,2017-02-28
Montana,34,2017-02-28
Nebraska,70,2017-02-28
Nevada,36,2017-02-28
New Hampshire,42,2017-02-28
New Jersey,30,2017-02-28
New Mexico,18,2017-02-28
New York,59,2017-02-28
North Carolina,43,2017-02-28
North Dakota,0,2017-02-28
Ohio,30,2017-02-28
Oklahoma,38,2017-02-28
Oregon,72,2017-02-28
Pennsylvania,39,2017-02-28
Rhode Island,0,2017-02-28
South Carolina,25,2017-02-28
South Dakota,0,2017-02-28
Tennessee,22,2017-02-28
Texas,32,2017-02-28
Utah,100,2017-02-28
Vermont,0,2017-02-28
Virginia,75,2017-02-28
Washington,41,2017-02-28
West Virginia,22,2017-02-28
Wisconsin,42,2017-02-28
Wyoming,0,2017-02-28
Alabama,65,2017-03-31
Alaska,0,2017-03-31
Arizona,17,2017-03-31
Arkansas,40,2017-03-31
California,39,2017-03-31
Colorado,45,2017-03-31
Connecticut,22,2017-03-31
Delaware,67,2017-03-31
District of Columbia,43,2017-03-31
Florida,32,2017-03-31
Georgia,32,2017-03-31
Hawaii,40,2017-03-31
Idaho,100,2017-03-31
Illinois,52,2017-03-31
Indiana,15,2017-03-31
Iowa,42,2017-03-31
Kansas,51,2017-03-31
Kentucky,16,2017-03-31
Louisiana,39,2017-03-31
Maine,0,2017-03-31
Maryland,46,2017-03-31
Massachusetts,35,2017-03-31
Michigan,31,2017-03-31
Minnesota,25,2017-03-31
Mississippi,15,2017-03-31
Missouri,54,2017-03-31
Montana,0,2017-03-31
Nebraska,14,2017-03-31
Nevada,46,2017-03-31
New Hampshire,0,2017-03-31
New Jersey,34,2017-03-31
New Mexico,0,2017-03-31
New York,70,2017-03-31
North Carolina,37,2017-03-31
North Dakota,89,2017-03-31
Ohio,29,2017-03-31
Oklahoma,19,2017-03-31
Oregon,24,2017-03-31
Pennsylvania,54,2017-03-31
Rhode Island,72,2017-03-31
South Carolina,33,2017-03-31
South Dakota,43,2017-03-31
Tennessee,27,2017-03-31
Texas,35,2017-03-31
Utah,38,2017-03-31
Vermont,49,2017-03-31
Virginia,66,2017-03-31
Washington,22,2017-03-31
West Virginia,24,2017-03-31
Wisconsin,32,2017-03-31
Wyoming,0,2017-03-31
Alabama,9,2017-04-30
Alaska,0,2017-04-30
Arizona,37,2017-04-30
Arkansas,33,2017-04-30
California,58,2017-04-30
Colorado,61,2017-04-30
Connecticut,54,2017-04-30
Delaware,40,2017-04-30
District of Columbia,49,2017-04-30
Florida,53,2017-04-30
Georgia,40,2017-04-30
Hawaii,50,2017-04-30
Idaho,100,2017-04-30
Illinois,25,2017-04-30
Indiana,18,2017-04-30
Iowa,27,2017-04-30
Kansas,40,2017-04-30
Kentucky,10,2017-04-30
Louisiana,29,2017-04-30
Maine,29,2017-04-30
Maryland,17,2017-04-30
Massachusetts,80,2017-04-30
Michigan,31,2017-04-30
Minnesota,30,2017-04-30
Mississippi,36,2017-04-30
Missouri,67,2017-04-30
Montana,0,2017-04-30
Nebraska,18,2017-04-30
Nevada,0,2017-04-30
New Hampshire,26,2017-04-30
New Jersey,49,2017-04-30
New Mexico,23,2017-04-30
New York,56,2017-04-30
North Carolina,66,2017-04-30
North Dakota,0,2017-04-30
Ohio,48,2017-04-30
Oklahoma,12,2017-04-30
Oregon,51,2017-04-30
Pennsylvania,39,2017-04-30
Rhode Island,29,2017-04-30
South Carolina,25,2017-04-30
South Dakota,0,2017-04-30
Tennessee,17,2017-04-30
Texas,34,2017-04-30
Utah,60,2017-04-30
Vermont,0,2017-04-30
Virginia,81,2017-04-30
Washington,40,2017-04-30
West Virginia,0,2017-04-30
Wisconsin,26,2017-04-30
Wyoming,78,2017-04-30
Alabama,19,2017-05-31
Alaska,0,2017-05-31
Arizona,70,2017-05-31
Arkansas,19,2017-05-31
California,50,2017-05-31
Colorado,79,2017-05-31
Connecticut,10,2017-05-31
Delaware,0,2017-05-31
District of Columbia,12,2017-05-31
Florida,61,2017-05-31
Georgia,45,2017-05-31
Hawaii,86,2017-05-31
Idaho,55,2017-05-31
Illinois,51,2017-05-31
Indiana,21,2017-05-31
Iowa,16,2017-05-31
Kansas,100,2017-05-31
Kentucky,22,2017-05-31
Louisiana,52,2017-05-31
Maine,32,2017-05-31
Maryland,68,2017-05-31
Massachusetts,62,2017-05-31
Michigan,30,2017-05-31
Minnesota,47,2017-05-31
Mississippi,58,2017-05-31
Missouri,90,2017-05-31
Montana,50,2017-05-31
Nebraska,0,2017-05-31
Nevada,58,2017-05-31
New Hampshire,87,2017-05-31
New Jersey,66,2017-05-31
New Mexico,73,2017-05-31
New York,63,2017-05-31
North Carolina,46,2017-05-31
North Dakota,64,2017-05-31
Ohio,44,2017-05-31
Oklahoma,27,2017-05-31
Oregon,71,2017-05-31
Pennsylvania,35,2017-05-31
Rhode Island,65,2017-05-31
South Carolina,36,2017-05-31
South Dakota,62,2017-05-31
Tennessee,42,2017-05-31
Texas,71,2017-05-31
Utah,67,2017-05-31
Vermont,0,2017-05-31
Virginia,90,2017-05-31
Washington,33,2017-05-31
West Virginia,0,2017-05-31
Wisconsin,44,2017-05-31
Wyoming,0,2017-05-31
Alabama,12,2017-06-30
Alaska,40,2017-06-30
Arizona,18,2017-06-30
Arkansas,35,2017-06-30
California,31,2017-06-30
Colorado,48,2017-06-30
Connecticut,25,2017-06-30
Delaware,0,2017-06-30
District of Columbia,60,2017-06-30
Florida,44,2017-06-30
Georgia,26,2017-06-30
Hawaii,51,2017-06-30
Idaho,68,2017-06-30
Illinois,30,2017-06-30
Indiana,13,2017-06-30
Iowa,19,2017-06-30
Kansas,17,2017-06-30
Kentucky,20,2017-06-30
Louisiana,26,2017-06-30
Maine,38,2017-06-30
Maryland,46,2017-06-30
Massachusetts,34,2017-06-30
Michigan,23,2017-06-30
Minnesota,13,2017-06-30
Mississippi,12,2017-06-30
Missouri,34,2017-06-30
Montana,29,2017-06-30
Nebraska,37,2017-06-30
Nevada,21,2017-06-30
New Hampshire,18,2017-06-30
New Jersey,35,2017-06-30
New Mexico,61,2017-06-30
New York,50,2017-06-30
North Carolina,33,2017-06-30
North Dakota,0,2017-06-30
Ohio,27,2017-06-30
Oklahoma,41,2017-06-30
Oregon,65,2017-06-30
Pennsylvania,21,2017-06-30
Rhode Island,0,2017-06-30
South Carolina,5,2017-06-30
South Dakota,0,2017-06-30
Tennessee,11,2017-06-30
Texas,39,2017-06-30
Utah,33,2017-06-30
Vermont,42,2017-06-30
Virginia,46,2017-06-30
Washington,38,2017-06-30
West Virginia,20,2017-06-30
Wisconsin,9,2017-06-30
Wyoming,100,2017-06-30
Alabama,10,2017-07-31
Alaska,0,2017-07-31
Arizona,66,2017-07-31
Arkansas,58,2017-07-31
California,70,2017-07-31
Colorado,63,2017-07-31
Connecticut,68,2017-07-31
Delaware,45,2017-07-31
District of Columbia,100,2017-07-31
Florida,52,2017-07-31
Georgia,61,2017-07-31
Hawaii,88,2017-07-31
Idaho,86,2017-07-31
Illinois,40,2017-07-31
Indiana,28,2017-07-31
Iowa,0,2017-07-31
Kansas,76,2017-07-31
Kentucky,11,2017-07-31
Louisiana,67,2017-07-31
Maine,32,2017-07-31
Maryland,40,2017-07-31
Massachusetts,54,2017-07-31
Michigan,37,2017-07-31
Minnesota,28,2017-07-31
Mississippi,20,2017-07-31
Missouri,97,2017-07-31
Montana,0,2017-07-31
Nebraska,41,2017-07-31
Nevada,50,2017-07-31
New Hampshire,0,2017-07-31
New Jersey,37,2017-07-31
New Mexico,25,2017-07-31
New York,75,2017-07-31
North Carolina,38,2017-07-31
North Dakota,0,2017-07-31
Ohio,38,2017-07-31
Oklahoma,27,2017-07-31
Oregon,85,2017-07-31
Pennsylvania,48,2017-07-31
Rhode Island,67,2017-07-31
South Carolina,37,2017-07-31
South Dakota,0,2017-07-31
Tennessee,49,2017-07-31
Texas,57,2017-07-31
Utah,28,2017-07-31
Vermont,74,2017-07-31
Virginia,70,2017-07-31
Washington,88,2017-07-31
West Virginia,34,2017-07-31
Wisconsin,32,2017-07-31
Wyoming,0,2017-07-31
Alabama,30,2017-08-31
Alaska,41,2017-08-31
Arizona,10,2017-08-31
Arkansas,22,2017-08-31
California,41,2017-08-31
Colorado,49,2017-08-31
Connecticut,26,2017-08-31
Delaware,54,2017-08-31
District of Columbia,15,2017-08-31
Florida,29,2017-08-31
Georgia,24,2017-08-31
Hawaii,34,2017-08-31
Idaho,33,2017-08-31
Illinois,33,2017-08-31
Indiana,32,2017-08-31
Iowa,27,2017-08-31
Kansas,57,2017-08-31
Kentucky,13,2017-08-31
Louisiana,26,2017-08-31
Maine,58,2017-08-31
Maryland,19,2017-08-31
Massachusetts,11,2017-08-31
Michigan,19,2017-08-31
Minnesota,21,2017-08-31
Mississippi,0,2017-08-31
Missouri,33,2017-08-31
Montana,29,2017-08-31
Nebraska,12,2017-08-31
Nevada,26,2017-08-31
New Hampshire,18,2017-08-31
New Jersey,38,2017-08-31
New Mexico,15,2017-08-31
New York,45,2017-08-31
North Carolina,30,2017-08-31
North Dakota,0,2017-08-31
Ohio,15,2017-08-31
Oklahoma,48,2017-08-31
Oregon,75,2017-08-31
Pennsylvania,31,2017-08-31
Rhode Island,19,2017-08-31
South Carolina,16,2017-08-31
South Dakota,35,2017-08-31
Tennessee,32,2017-08-31
Texas,33,2017-08-31
Utah,16,2017-08-31
Vermont,0,2017-08-31
Virginia,21,2017-08-31
Washington,36,2017-08-31
West Virginia,19,2017-08-31
Wisconsin,14,2017-08-31
Wyoming,100,2017-08-31
Alabama,51,2017-09-30
Alaska,0,2017-09-30
Arizona,52,2017-09-30
Arkansas,54,2017-09-30
California,60,2017-09-30
Colorado,56,2017-09-30
Connecticut,15,2017-09-30
Delaware,97,2017-09-30
District of Columbia,56,2017-09-30
Florida,36,2017-09-30
Georgia,44,2017-09-30
Hawaii,43,2017-09-30
Idaho,20,2017-09-30
Illinois,34,2017-09-30
Indiana,25,2017-09-30
Iowa,32,2017-09-30
Kansas,61,2017-09-30
Kentucky,8,2017-09-30
Louisiana,31,2017-09-30
Maine,0,2017-09-30
Maryland,43,2017-09-30
Massachusetts,50,2017-09-30
Michigan,26,2017-09-30
Minnesota,33,2017-09-30
Mississippi,100,2017-09-30
Missouri,56,2017-09-30
Montana,36,2017-09-30
Nebraska,29,2017-09-30
Nevada,36,2017-09-30
New Hampshire,44,2017-09-30
New Jersey,34,2017-09-30
New Mexico,0,2017-09-30
New York,65,2017-09-30
North Carolina,29,2017-09-30
North Dakota,0,2017-09-30
Ohio,34,2017-09-30
Oklahoma,39,2017-09-30
Oregon,70,2017-09-30
Pennsylvania,41,2017-09-30
Rhode Island,0,2017-09-30
South Carolina,13,2017-09-30
South Dakota,0,2017-09-30
Tennessee,13,2017-09-30
Texas,40,2017-09-30
Utah,19,2017-09-30
Vermont,49,2017-09-30
Virginia,49,2017-09-30
Washington,48,2017-09-30
West Virginia,47,2017-09-30
Wisconsin,38,2017-09-30
Wyoming,62,2017-09-30
Alabama,27,2017-10-31
Alaska,0,2017-10-31
Arizona,25,2017-10-31
Arkansas,24,2017-10-31
California,88,2017-10-31
Colorado,36,2017-10-31
Connecticut,14,2017-10-31
Delaware,62,2017-10-31
District of Columbia,97,2017-10-31
Florida,67,2017-10-31
Georgia,46,2017-10-31
Hawaii,42,2017-10-31
Idaho,38,2017-10-31
Illinois,67,2017-10-31
Indiana,56,2017-10-31
Iowa,0,2017-10-31
Kansas,20,2017-10-31
Kentucky,45,2017-10-31
Louisiana,61,2017-10-31
Maine,0,2017-10-31
Maryland,90,2017-10-31
Massachusetts,52,2017-10-31
Michigan,56,2017-10-31
Minnesota,73,2017-10-31
Mississippi,27,2017-10-31
Missouri,28,2017-10-31
Montana,0,2017-10-31
Nebraska,26,2017-10-31
Nevada,54,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,70,2017-10-31
New Mexico,33,2017-10-31
New York,98,2017-10-31
North Carolina,46,2017-10-31
North Dakota,0,2017-10-31
Ohio,76,2017-10-31
Oklahoma,54,2017-10-31
Oregon,89,2017-10-31
Pennsylvania,68,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,100,2017-10-31
South Dakota,0,2017-10-31
Tennessee,51,2017-10-31
Texas,57,2017-10-31
Utah,37,2017-10-31
Vermont,0,2017-10-31
Virginia,100,2017-10-31
Washington,61,2017-10-31
West Virginia,0,2017-10-31
Wisconsin,20,2017-10-31
Wyoming,0,2017-10-31
Alabama,14,2017-11-30
Alaska,100,2017-11-30
Arizona,13,2017-11-30
Arkansas,39,2017-11-30
California,38,2017-11-30
Colorado,14,2017-11-30
Connecticut,36,2017-11-30
Delaware,0,2017-11-30
District of Columbia,26,2017-11-30
Florida,45,2017-11-30
Georgia,28,2017-11-30
Hawaii,21,2017-11-30
Idaho,20,2017-11-30
Illinois,27,2017-11-30
Indiana,30,2017-11-30
Iowa,32,2017-11-30
Kansas,23,2017-11-30
Kentucky,16,2017-11-30
Louisiana,8,2017-11-30
Maine,46,2017-11-30
Maryland,37,2017-11-30
Massachusetts,24,2017-11-30
Michigan,30,2017-11-30
Minnesota,15,2017-11-30
Mississippi,44,2017-11-30
Missouri,45,2017-11-30
Montana,0,2017-11-30
Nebraska,42,2017-11-30
Nevada,0,2017-11-30
New Hampshire,0,2017-11-30
New Jersey,27,2017-11-30
New Mexico,17,2017-11-30
New York,65,2017-11-30
North Carolina,30,2017-11-30
North Dakota,0,2017-11-30
Ohio,32,2017-11-30
Oklahoma,29,2017-11-30
Oregon,67,2017-11-30
Pennsylvania,22,2017-11-30
Rhode Island,26,2017-11-30
South Carolina,40,2017-11-30
South Dakota,0,2017-11-30
Tennessee,27,2017-11-30
Texas,21,2017-11-30
Utah,58,2017-11-30
Vermont,46,2017-11-30
Virginia,44,2017-11-30
Washington,29,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,30,2017-11-30
Wyoming,0,2017-11-30
Alabama,25,2017-12-31
Alaska,0,2017-12-31
Arizona,31,2017-12-31
Arkansas,0,2017-12-31
California,47,2017-12-31
Colorado,54,2017-12-31
Connecticut,32,2017-12-31
Delaware,58,2017-12-31
District of Columbia,0,2017-12-31
Florida,39,2017-12-31
Georgia,30,2017-12-31
Hawaii,38,2017-12-31
Idaho,35,2017-12-31
Illinois,37,2017-12-31
Indiana,18,2017-12-31
Iowa,47,2017-12-31
Kansas,20,2017-12-31
Kentucky,14,2017-12-31
Louisiana,48,2017-12-31
Maine,20,2017-12-31
Maryland,34,2017-12-31
Massachusetts,25,2017-12-31
Michigan,21,2017-12-31
Minnesota,17,2017-12-31
Mississippi,50,2017-12-31
Missouri,40,2017-12-31
Montana,31,2017-12-31
Nebraska,51,2017-12-31
Nevada,69,2017-12-31
New Hampshire,75,2017-12-31
New Jersey,37,2017-12-31
New Mexico,44,2017-12-31
New York,40,2017-12-31
North Carolina,35,2017-12-31
North Dakota,76,2017-12-31
Ohio,13,2017-12-31
Oklahoma,8,2017-12-31
Oregon,100,2017-12-31
Pennsylvania,27,2017-12-31
Rhode Island,46,2017-12-31
South Carolina,35,2017-12-31
South Dakota,37,2017-12-31
Tennessee,16,2017-12-31
Texas,47,2017-12-31
Utah,25,2017-12-31
Vermont,81,2017-12-31
Virginia,54,2017-12-31
Washington,44,2017-12-31
West Virginia,20,2017-12-31
Wisconsin,32,2017-12-31
Wyoming,0,2017-12-31
Alabama,18,2018-01-31
Alaska,0,2018-01-31
Arizona,44,2018-01-31
Arkansas,48,2018-01-31
California,76,2018-01-31
Colorado,66,2018-01-31
Connecticut,38,2018-01-31
Delaware,42,2018-01-31
District of Columbia,59,2018-01-31
Florida,57,2018-01-31
Georgia,50,2018-01-31
Hawaii,28,2018-01-31
Idaho,0,2018-01-31
Illinois,46,2018-01-31
Indiana,13,2018-01-31
Iowa,27,2018-01-31
Kansas,30,2018-01-31
Kentucky,40,2018-01-31
Louisiana,20,2018-01-31
Maine,30,2018-01-31
Maryland,33,2018-01-31
Massachusetts,45,2018-01-31
Michigan,47,2018-01-31
Minnesota,45,2018-01-31
Mississippi,36,2018-01-31
Missouri,57,2018-01-31
Montana,44,2018-01-31
Nebraska,37,2018-01-31
Nevada,49,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,61,2018-01-31
New Mexico,43,2018-01-31
New York,68,2018-01-31
North Carolina,48,2018-01-31
North Dakota,0,2018-01-31
Ohio,39,2018-01-31
Oklahoma,24,2018-01-31
Oregon,100,2018-01-31
Pennsylvania,31,2018-01-31
Rhode Island,33,2018-01-31
South Carolina,25,2018-01-31
South Dakota,0,2018-01-31
Tennessee,18,2018-01-31
Texas,35,2018-01-31
Utah,24,2018-01-31
Vermont,60,2018-01-31
Virginia,71,2018-01-31
Washington,38,2018-01-31
West Virginia,58,2018-01-31
Wisconsin,33,2018-01-31
Wyoming,0,2018-01-31
Alabama,15,2018-02-28
Alaska,0,2018-02-28
Arizona,27,2018-02-28
Arkansas,35,2018-02-28
California,37,2018-02-28
Colorado,32,2018-02-28
Connecticut,30,2018-02-28
Delaware,0,2018-02-28
District of Columbia,15,2018-02-28
Florida,37,2018-02-28
Georgia,23,2018-02-28
Hawaii,30,2018-02-28
Idaho,14,2018-02-28
Illinois,24,2018-02-28
Indiana,13,2018-02-28
Iowa,7,2018-02-28
Kansas,16,2018-02-28
Kentucky,5,2018-02-28
Louisiana,11,2018-02-28
Maine,97,2018-02-28
Maryland,35,2018-02-28
Massachusetts,17,2018-02-28
Michigan,23,2018-02-28
Minnesota,31,2018-02-28
Mississippi,30,2018-02-28
Missouri,48,2018-02-28
Montana,24,2018-02-28
Nebraska,20,2018-02-28
Nevada,66,2018-02-28
New Hampshire,30,2018-02-28
New Jersey,27,2018-02-28
New Mexico,23,2018-02-28
New York,50,2018-02-28
North Carolina,29,2018-02-28
North Dakota,0,2018-02-28
Ohio,15,2018-02-28
Oklahoma,13,2018-02-28
Oregon,100,2018-02-28
Pennsylvania,26,2018-02-28
Rhode Island,52,2018-02-28
South Carolina,22,2018-02-28
South Dakota,0,2018-02-28
Tennessee,19,2018-02-28
Texas,18,2018-02-28
Utah,39,2018-02-28
Vermont,0,2018-02-28
Virginia,36,2018-02-28
Washington,43,2018-02-28
West Virginia,31,2018-02-28
Wisconsin,25,2018-02-28
Wyoming,0,2018-02-28
Alabama,27,2018-03-31
Alaska,47,2018-03-31
Arizona,29,2018-03-31
Arkansas,36,2018-03-31
California,44,2018-03-31
Colorado,35,2018-03-31
Connecticut,35,2018-03-31
Delaware,0,2018-03-31
District of Columbia,100,2018-03-31
Florida,34,2018-03-31
Georgia,37,2018-03-31
Hawaii,20,2018-03-31
Idaho,19,2018-03-31
Illinois,30,2018-03-31
Indiana,14,2018-03-31
Iowa,20,2018-03-31
Kansas,22,2018-03-31
Kentucky,23,2018-03-31
Louisiana,30,2018-03-31
Maine,0,2018-03-31
Maryland,49,2018-03-31
Massachusetts,56,2018-03-31
Michigan,35,2018-03-31
Minnesota,28,2018-03-31
Mississippi,0,2018-03-31
Missouri,33,2018-03-31
Montana,100,2018-03-31
Nebraska,27,2018-03-31
Nevada,27,2018-03-31
New Hampshire,42,2018-03-31
New Jersey,27,2018-03-31
New Mexico,31,2018-03-31
New York,48,2018-03-31
North Carolina,54,2018-03-31
North Dakota,41,2018-03-31
Ohio,30,2018-03-31
Oklahoma,27,2018-03-31
Oregon,73,2018-03-31
Pennsylvania,40,2018-03-31
Rhode Island,24,2018-03-31
South Carolina,31,2018-03-31
South Dakota,82,2018-03-31
Tennessee,21,2018-03-31
Texas,36,2018-03-31
Utah,9,2018-03-31
Vermont,0,2018-03-31
Virginia,47,2018-03-31
Washington,31,2018-03-31
West Virginia,0,2018-03-31
Wisconsin,14,2018-03-31
Wyoming,0,2018-03-31
Alabama,55,2018-04-30
Alaska,47,2018-04-30
Arizona,33,2018-04-30
Arkansas,12,2018-04-30
California,38,2018-04-30
Colorado,43,2018-04-30
Connecticut,47,2018-04-30
Delaware,29,2018-04-30
District of Columbia,80,2018-04-30
Florida,49,2018-04-30
Georgia,35,2018-04-30
Hawaii,100,2018-04-30
Idaho,0,2018-04-30
Illinois,35,2018-04-30
Indiana,9,2018-04-30
Iowa,21,2018-04-30
Kansas,0,2018-04-30
Kentucky,7,2018-04-30
Louisiana,15,2018-04-30
Maine,0,2018-04-30
Maryland,39,2018-04-30
Massachusetts,29,2018-04-30
Michigan,28,2018-04-30
Minnesota,28,2018-04-30
Mississippi,28,2018-04-30
Missouri,48,2018-04-30
Montana,33,2018-04-30
Nebraska,14,2018-04-30
Nevada,9,2018-04-30
New Hampshire,60,2018-04-30
New Jersey,33,2018-04-30
New Mexico,31,2018-04-30
New York,62,2018-04-30
North Carolina,42,2018-04-30
North Dakota,0,2018-04-30
Ohio,27,2018-04-30
Oklahoma,18,2018-04-30
Oregon,50,2018-04-30
Pennsylvania,29,2018-04-30
Rhode Island,46,2018-04-30
South Carolina,30,2018-04-30
South Dakota,42,2018-04-30
Tennessee,21,2018-04-30
Texas,32,2018-04-30
Utah,35,2018-04-30
Vermont,47,2018-04-30
Virginia,35,2018-04-30
Washington,45,2018-04-30
West Virginia,0,2018-04-30
Wisconsin,14,2018-04-30
Wyoming,0,2018-04-30
Alabama,21,2018-05-31
Alaska,0,2018-05-31
Arizona,29,2018-05-31
Arkansas,25,2018-05-31
California,39,2018-05-31
Colorado,44,2018-05-31
Connecticut,48,2018-05-31
Delaware,0,2018-05-31
District of Columbia,100,2018-05-31
Florida,37,2018-05-31
Georgia,32,2018-05-31
Hawaii,21,2018-05-31
Idaho,40,2018-05-31
Illinois,47,2018-05-31
Indiana,19,2018-05-31
Iowa,11,2018-05-31
Kansas,12,2018-05-31
Kentucky,15,2018-05-31
Louisiana,30,2018-05-31
Maine,0,2018-05-31
Maryland,32,2018-05-31
Massachusetts,20,2018-05-31
Michigan,29,2018-05-31
Minnesota,24,2018-05-31
Mississippi,0,2018-05-31
Missouri,35,2018-05-31
Montana,0,2018-05-31
Nebraska,14,2018-05-31
Nevada,45,2018-05-31
New Hampshire,0,2018-05-31
New Jersey,39,2018-05-31
New Mexico,0,2018-05-31
New York,42,2018-05-31
North Carolina,26,2018-05-31
North Dakota,0,2018-05-31
Ohio,19,2018-05-31
Oklahoma,27,2018-05-31
Oregon,50,2018-05-31
Pennsylvania,44,2018-05-31
Rhode Island,25,2018-05-31
South Carolina,13,2018-05-31
South Dakota,0,2018-05-31
Tennessee,42,2018-05-31
Texas,35,2018-05-31
Utah,27,2018-05-31
Vermont,0,2018-05-31
Virginia,36,2018-05-31
Washington,54,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,15,2018-05-31
Wyoming,0,2018-05-31
Alabama,33,2018-06-30
Alaska,0,2018-06-30
Arizona,24,2018-06-30
Arkansas,12,2018-06-30
California,41,2018-06-30
Colorado,46,2018-06-30
Connecticut,7,2018-06-30
Delaware,28,2018-06-30
District of Columbia,100,2018-06-30
Florida,32,2018-06-30
Georgia,48,2018-06-30
Hawaii,19,2018-06-30
Idaho,0,2018-06-30
Illinois,18,2018-06-30
Indiana,28,2018-06-30
Iowa,0,2018-06-30
Kansas,77,2018-06-30
Kentucky,29,2018-06-30
Louisiana,49,2018-06-30
Maine,20,2018-06-30
Maryland,39,2018-06-30
Massachusetts,25,2018-06-30
Michigan,19,2018-06-30
Minnesota,23,2018-06-30
Mississippi,26,2018-06-30
Missouri,42,2018-06-30
Montana,0,2018-06-30
Nebraska,55,2018-06-30
Nevada,60,2018-06-30
New Hampshire,19,2018-06-30
New Jersey,56,2018-06-30
New Mexico,15,2018-06-30
New York,39,2018-06-30
North Carolina,30,2018-06-30
North Dakota,0,2018-06-30
Ohio,16,2018-06-30
Oklahoma,17,2018-06-30
Oregon,56,2018-06-30
Pennsylvania,31,2018-06-30
Rhode Island,23,2018-06-30
South Carolina,36,2018-06-30
South Dakota,41,2018-06-30
Tennessee,32,2018-06-30
Texas,28,2018-06-30
Utah,17,2018-06-30
Vermont,45,2018-06-30
Virginia,33,2018-06-30
Washington,29,2018-06-30
West Virginia,21,2018-06-30
Wisconsin,70,2018-06-30
Wyoming,0,2018-06-30
Alabama,32,2018-07-31
Alaska,44,2018-07-31
Arizona,34,2018-07-31
Arkansas,12,2018-07-31
California,45,2018-07-31
Colorado,29,2018-07-31
Connecticut,14,2018-07-31
Delaware,28,2018-07-31
District of Columbia,100,2018-07-31
Florida,41,2018-07-31
Georgia,31,2018-07-31
Hawaii,19,2018-07-31
Idaho,18,2018-07-31
Illinois,21,2018-07-31
Indiana,25,2018-07-31
Iowa,0,2018-07-31
Kansas,21,2018-07-31
Kentucky,21,2018-07-31
Louisiana,35,2018-07-31
Maine,20,2018-07-31
Maryland,27,2018-07-31
Massachusetts,22,2018-07-31
Michigan,39,2018-07-31
Minnesota,9,2018-07-31
Mississippi,13,2018-07-31
Missouri,31,2018-07-31
Montana,31,2018-07-31
Nebraska,0,2018-07-31
Nevada,42,2018-07-31
New Hampshire,78,2018-07-31
New Jersey,36,2018-07-31
New Mexico,44,2018-07-31
New York,55,2018-07-31
North Carolina,39,2018-07-31
North Dakota,42,2018-07-31
Ohio,27,2018-07-31
Oklahoma,8,2018-07-31
Oregon,36,2018-07-31
Pennsylvania,35,2018-07-31
Rhode Island,71,2018-07-31
South Carolina,23,2018-07-31
South Dakota,39,2018-07-31
Tennessee,40,2018-07-31
Texas,33,2018-07-31
Utah,25,2018-07-31
Vermont,0,2018-07-31
Virginia,25,2018-07-31
Washington,35,2018-07-31
West Virginia,63,2018-07-31
Wisconsin,19,2018-07-31
Wyoming,0,2018-07-31
Alabama,22,2018-08-31
Alaska,0,2018-08-31
Arizona,19,2018-08-31
Arkansas,58,2018-08-31
California,60,2018-08-31
Colorado,49,2018-08-31
Connecticut,45,2018-08-31
Delaware,0,2018-08-31
District of Columbia,100,2018-08-31
Florida,50,2018-08-31
Georgia,66,2018-08-31
Hawaii,34,2018-08-31
Idaho,32,2018-08-31
Illinois,36,2018-08-31
Indiana,14,2018-08-31
Iowa,49,2018-08-31
Kansas,70,2018-08-31
Kentucky,36,2018-08-31
Louisiana,59,2018-08-31
Maine,0,2018-08-31
Maryland,65,2018-08-31
Massachusetts,42,2018-08-31
Michigan,23,2018-08-31
Minnesota,54,2018-08-31
Mississippi,22,2018-08-31
Missouri,54,2018-08-31
Montana,53,2018-08-31
Nebraska,42,2018-08-31
Nevada,57,2018-08-31
New Hampshire,67,2018-08-31
New Jersey,43,2018-08-31
New Mexico,49,2018-08-31
New York,83,2018-08-31
North Carolina,49,2018-08-31
North Dakota,0,2018-08-31
Ohio,52,2018-08-31
Oklahoma,28,2018-08-31
Oregon,74,2018-08-31
Pennsylvania,40,2018-08-31
Rhode Island,39,2018-08-31
South Carolina,50,2018-08-31
South Dakota,0,2018-08-31
Tennessee,27,2018-08-31
Texas,64,2018-08-31
Utah,71,2018-08-31
Vermont,0,2018-08-31
Virginia,40,2018-08-31
Washington,52,2018-08-31
West Virginia,35,2018-08-31
