geoName,Investment,year
South Dakota,0,2008-03-31
Tennessee,0,2008-03-31
Texas,30,2008-03-31
Utah,22,2008-03-31
Vermont,0,2008-03-31
Virginia,14,2008-03-31
Washington,19,2008-03-31
West Virginia,0,2008-03-31
Wisconsin,21,2008-03-31
Wyoming,0,2008-03-31
Alabama,43,2008-04-30
Alaska,0,2008-04-30
Arizona,17,2008-04-30
Arkansas,73,2008-04-30
California,37,2008-04-30
Colorado,66,2008-04-30
Connecticut,76,2008-04-30
Delaware,0,2008-04-30
District of Columbia,85,2008-04-30
Florida,59,2008-04-30
Georgia,29,2008-04-30
Hawaii,0,2008-04-30
Idaho,100,2008-04-30
Illinois,59,2008-04-30
Indiana,31,2008-04-30
Iowa,0,2008-04-30
Kansas,46,2008-04-30
Kentucky,0,2008-04-30
Louisiana,0,2008-04-30
Maine,0,2008-04-30
Maryland,77,2008-04-30
Massachusetts,11,2008-04-30
Michigan,14,2008-04-30
Minnesota,73,2008-04-30
Mississippi,0,2008-04-30
Missouri,82,2008-04-30
Montana,0,2008-04-30
Nebraska,70,2008-04-30
Nevada,49,2008-04-30
New Hampshire,0,2008-04-30
New Jersey,66,2008-04-30
New Mexico,0,2008-04-30
New York,53,2008-04-30
North Carolina,0,2008-04-30
North Dakota,0,2008-04-30
Ohio,22,2008-04-30
Oklahoma,0,2008-04-30
Oregon,72,2008-04-30
Pennsylvania,43,2008-04-30
Rhode Island,0,2008-04-30
South Carolina,0,2008-04-30
South Dakota,0,2008-04-30
Tennessee,28,2008-04-30
Texas,50,2008-04-30
Utah,0,2008-04-30
Vermont,0,2008-04-30
Virginia,48,2008-04-30
Washington,24,2008-04-30
West Virginia,0,2008-04-30
Wisconsin,21,2008-04-30
Wyoming,0,2008-04-30
Alabama,0,2008-05-31
Alaska,0,2008-05-31
Arizona,22,2008-05-31
Arkansas,0,2008-05-31
California,18,2008-05-31
Colorado,7,2008-05-31
Connecticut,34,2008-05-31
Delaware,100,2008-05-31
District of Columbia,21,2008-05-31
Florida,11,2008-05-31
Georgia,17,2008-05-31
Hawaii,67,2008-05-31
Idaho,0,2008-05-31
Illinois,27,2008-05-31
Indiana,0,2008-05-31
Iowa,26,2008-05-31
Kansas,0,2008-05-31
Kentucky,0,2008-05-31
Louisiana,0,2008-05-31
Maine,0,2008-05-31
Maryland,60,2008-05-31
Massachusetts,24,2008-05-31
Michigan,26,2008-05-31
Minnesota,8,2008-05-31
Mississippi,0,2008-05-31
Missouri,0,2008-05-31
Montana,71,2008-05-31
Nebraska,0,2008-05-31
Nevada,21,2008-05-31
New Hampshire,0,2008-05-31
New Jersey,12,2008-05-31
New Mexico,0,2008-05-31
New York,16,2008-05-31
North Carolina,41,2008-05-31
North Dakota,0,2008-05-31
Ohio,5,2008-05-31
Oklahoma,0,2008-05-31
Oregon,11,2008-05-31
Pennsylvania,35,2008-05-31
Rhode Island,39,2008-05-31
South Carolina,19,2008-05-31
South Dakota,0,2008-05-31
Tennessee,12,2008-05-31
Texas,20,2008-05-31
Utah,20,2008-05-31
Vermont,0,2008-05-31
Virginia,8,2008-05-31
Washington,16,2008-05-31
West Virginia,0,2008-05-31
Wisconsin,19,2008-05-31
Wyoming,0,2008-05-31
Alabama,20,2008-06-30
Alaska,0,2008-06-30
Arizona,25,2008-06-30
Arkansas,36,2008-06-30
California,23,2008-06-30
Colorado,16,2008-06-30
Connecticut,13,2008-06-30
Delaware,0,2008-06-30
District of Columbia,37,2008-06-30
Florida,18,2008-06-30
Georgia,23,2008-06-30
Hawaii,0,2008-06-30
Idaho,100,2008-06-30
Illinois,29,2008-06-30
Indiana,0,2008-06-30
Iowa,0,2008-06-30
Kansas,23,2008-06-30
Kentucky,0,2008-06-30
Louisiana,38,2008-06-30
Maine,0,2008-06-30
Maryland,47,2008-06-30
Massachusetts,5,2008-06-30
Michigan,21,2008-06-30
Minnesota,27,2008-06-30
Mississippi,0,2008-06-30
Missouri,23,2008-06-30
Montana,0,2008-06-30
Nebraska,34,2008-06-30
Nevada,23,2008-06-30
New Hampshire,42,2008-06-30
New Jersey,13,2008-06-30
New Mexico,0,2008-06-30
New York,12,2008-06-30
North Carolina,31,2008-06-30
North Dakota,0,2008-06-30
Ohio,0,2008-06-30
Oklahoma,0,2008-06-30
Oregon,37,2008-06-30
Pennsylvania,8,2008-06-30
Rhode Island,0,2008-06-30
South Carolina,0,2008-06-30
South Dakota,0,2008-06-30
Tennessee,39,2008-06-30
Texas,19,2008-06-30
Utah,45,2008-06-30
Vermont,0,2008-06-30
Virginia,17,2008-06-30
Washington,18,2008-06-30
West Virginia,0,2008-06-30
Wisconsin,11,2008-06-30
Wyoming,0,2008-06-30
Alabama,29,2008-07-31
Alaska,0,2008-07-31
Arizona,47,2008-07-31
Arkansas,0,2008-07-31
California,27,2008-07-31
Colorado,0,2008-07-31
Connecticut,0,2008-07-31
Delaware,0,2008-07-31
District of Columbia,22,2008-07-31
Florida,26,2008-07-31
Georgia,20,2008-07-31
Hawaii,0,2008-07-31
Idaho,0,2008-07-31
Illinois,30,2008-07-31
Indiana,22,2008-07-31
Iowa,0,2008-07-31
Kansas,0,2008-07-31
Kentucky,0,2008-07-31
Louisiana,0,2008-07-31
Maine,0,2008-07-31
Maryland,43,2008-07-31
Massachusetts,38,2008-07-31
Michigan,21,2008-07-31
Minnesota,13,2008-07-31
Mississippi,0,2008-07-31
Missouri,67,2008-07-31
Montana,0,2008-07-31
Nebraska,100,2008-07-31
Nevada,0,2008-07-31
New Hampshire,0,2008-07-31
New Jersey,25,2008-07-31
New Mexico,65,2008-07-31
New York,31,2008-07-31
North Carolina,9,2008-07-31
North Dakota,0,2008-07-31
Ohio,40,2008-07-31
Oklahoma,62,2008-07-31
Oregon,36,2008-07-31
Pennsylvania,31,2008-07-31
Rhode Island,0,2008-07-31
South Carolina,28,2008-07-31
South Dakota,0,2008-07-31
Tennessee,0,2008-07-31
Texas,25,2008-07-31
Utah,0,2008-07-31
Vermont,0,2008-07-31
Virginia,28,2008-07-31
Washington,26,2008-07-31
West Virginia,0,2008-07-31
Wisconsin,31,2008-07-31
Wyoming,0,2008-07-31
Alabama,63,2008-08-31
Alaska,0,2008-08-31
Arizona,53,2008-08-31
Arkansas,0,2008-08-31
California,25,2008-08-31
Colorado,24,2008-08-31
Connecticut,40,2008-08-31
Delaware,0,2008-08-31
District of Columbia,24,2008-08-31
Florida,30,2008-08-31
Georgia,30,2008-08-31
Hawaii,0,2008-08-31
Idaho,0,2008-08-31
Illinois,33,2008-08-31
Indiana,23,2008-08-31
Iowa,0,2008-08-31
Kansas,35,2008-08-31
Kentucky,0,2008-08-31
Louisiana,100,2008-08-31
Maine,0,2008-08-31
Maryland,0,2008-08-31
Massachusetts,25,2008-08-31
Michigan,11,2008-08-31
Minnesota,14,2008-08-31
Mississippi,0,2008-08-31
Missouri,36,2008-08-31
Montana,0,2008-08-31
Nebraska,0,2008-08-31
Nevada,0,2008-08-31
New Hampshire,0,2008-08-31
New Jersey,51,2008-08-31
New Mexico,0,2008-08-31
New York,40,2008-08-31
North Carolina,29,2008-08-31
North Dakota,0,2008-08-31
Ohio,45,2008-08-31
Oklahoma,34,2008-08-31
Oregon,61,2008-08-31
Pennsylvania,27,2008-08-31
Rhode Island,0,2008-08-31
South Carolina,0,2008-08-31
South Dakota,0,2008-08-31
Tennessee,21,2008-08-31
Texas,17,2008-08-31
Utah,0,2008-08-31
Vermont,0,2008-08-31
Virginia,34,2008-08-31
Washington,10,2008-08-31
West Virginia,0,2008-08-31
Wisconsin,34,2008-08-31
Wyoming,0,2008-08-31
Alabama,0,2008-09-30
Alaska,0,2008-09-30
Arizona,22,2008-09-30
Arkansas,30,2008-09-30
California,15,2008-09-30
Colorado,25,2008-09-30
Connecticut,33,2008-09-30
Delaware,0,2008-09-30
District of Columbia,20,2008-09-30
Florida,8,2008-09-30
Georgia,16,2008-09-30
Hawaii,33,2008-09-30
Idaho,0,2008-09-30
Illinois,7,2008-09-30
Indiana,12,2008-09-30
Iowa,0,2008-09-30
Kansas,0,2008-09-30
Kentucky,0,2008-09-30
Louisiana,0,2008-09-30
Maine,0,2008-09-30
Maryland,8,2008-09-30
Massachusetts,23,2008-09-30
Michigan,12,2008-09-30
Minnesota,15,2008-09-30
Mississippi,32,2008-09-30
Missouri,7,2008-09-30
Montana,0,2008-09-30
Nebraska,0,2008-09-30
Nevada,21,2008-09-30
New Hampshire,35,2008-09-30
New Jersey,20,2008-09-30
New Mexico,0,2008-09-30
New York,20,2008-09-30
North Carolina,37,2008-09-30
North Dakota,0,2008-09-30
Ohio,0,2008-09-30
Oklahoma,19,2008-09-30
Oregon,11,2008-09-30
Pennsylvania,18,2008-09-30
Rhode Island,0,2008-09-30
South Carolina,17,2008-09-30
South Dakota,0,2008-09-30
Tennessee,11,2008-09-30
Texas,11,2008-09-30
Utah,36,2008-09-30
Vermont,0,2008-09-30
Virginia,13,2008-09-30
Washington,21,2008-09-30
West Virginia,0,2008-09-30
Wisconsin,26,2008-09-30
Wyoming,100,2008-09-30
Alabama,0,2008-10-31
Alaska,0,2008-10-31
Arizona,9,2008-10-31
Arkansas,0,2008-10-31
California,21,2008-10-31
Colorado,24,2008-10-31
Connecticut,28,2008-10-31
Delaware,0,2008-10-31
District of Columbia,17,2008-10-31
Florida,21,2008-10-31
Georgia,16,2008-10-31
Hawaii,0,2008-10-31
Idaho,0,2008-10-31
Illinois,0,2008-10-31
Indiana,0,2008-10-31
Iowa,0,2008-10-31
Kansas,24,2008-10-31
Kentucky,22,2008-10-31
Louisiana,0,2008-10-31
Maine,0,2008-10-31
Maryland,11,2008-10-31
Massachusetts,6,2008-10-31
Michigan,0,2008-10-31
Minnesota,29,2008-10-31
Mississippi,0,2008-10-31
Missouri,17,2008-10-31
Montana,0,2008-10-31
Nebraska,0,2008-10-31
Nevada,0,2008-10-31
New Hampshire,0,2008-10-31
New Jersey,10,2008-10-31
New Mexico,100,2008-10-31
New York,15,2008-10-31
North Carolina,14,2008-10-31
North Dakota,0,2008-10-31
Ohio,18,2008-10-31
Oklahoma,24,2008-10-31
Oregon,27,2008-10-31
Pennsylvania,18,2008-10-31
Rhode Island,0,2008-10-31
South Carolina,0,2008-10-31
South Dakota,0,2008-10-31
Tennessee,29,2008-10-31
Texas,12,2008-10-31
Utah,24,2008-10-31
Vermont,0,2008-10-31
Virginia,8,2008-10-31
Washington,0,2008-10-31
West Virginia,0,2008-10-31
Wisconsin,23,2008-10-31
Wyoming,0,2008-10-31
Alabama,20,2008-11-30
Alaska,0,2008-11-30
Arizona,17,2008-11-30
Arkansas,35,2008-11-30
California,17,2008-11-30
Colorado,7,2008-11-30
Connecticut,0,2008-11-30
Delaware,100,2008-11-30
District of Columbia,41,2008-11-30
Florida,23,2008-11-30
Georgia,5,2008-11-30
Hawaii,39,2008-11-30
Idaho,0,2008-11-30
Illinois,17,2008-11-30
Indiana,0,2008-11-30
Iowa,0,2008-11-30
Kansas,0,2008-11-30
Kentucky,0,2008-11-30
Louisiana,19,2008-11-30
Maine,40,2008-11-30
Maryland,39,2008-11-30
Massachusetts,21,2008-11-30
Michigan,0,2008-11-30
Minnesota,27,2008-11-30
Mississippi,38,2008-11-30
Missouri,63,2008-11-30
Montana,76,2008-11-30
Nebraska,33,2008-11-30
Nevada,24,2008-11-30
New Hampshire,0,2008-11-30
New Jersey,13,2008-11-30
New Mexico,0,2008-11-30
New York,22,2008-11-30
North Carolina,6,2008-11-30
North Dakota,0,2008-11-30
Ohio,5,2008-11-30
Oklahoma,0,2008-11-30
Oregon,25,2008-11-30
Pennsylvania,17,2008-11-30
Rhode Island,0,2008-11-30
South Carolina,0,2008-11-30
South Dakota,0,2008-11-30
Tennessee,0,2008-11-30
Texas,18,2008-11-30
Utah,45,2008-11-30
Vermont,0,2008-11-30
Virginia,10,2008-11-30
Washington,12,2008-11-30
West Virginia,0,2008-11-30
Wisconsin,0,2008-11-30
Wyoming,0,2008-11-30
Alabama,96,2008-12-31
Alaska,100,2008-12-31
Arizona,27,2008-12-31
Arkansas,0,2008-12-31
California,25,2008-12-31
Colorado,37,2008-12-31
Connecticut,20,2008-12-31
Delaware,0,2008-12-31
District of Columbia,55,2008-12-31
Florida,46,2008-12-31
Georgia,60,2008-12-31
Hawaii,0,2008-12-31
Idaho,0,2008-12-31
Illinois,49,2008-12-31
Indiana,0,2008-12-31
Iowa,0,2008-12-31
Kansas,35,2008-12-31
Kentucky,0,2008-12-31
Louisiana,61,2008-12-31
Maine,0,2008-12-31
Maryland,48,2008-12-31
Massachusetts,34,2008-12-31
Michigan,45,2008-12-31
Minnesota,0,2008-12-31
Mississippi,0,2008-12-31
Missouri,37,2008-12-31
Montana,0,2008-12-31
Nebraska,0,2008-12-31
Nevada,0,2008-12-31
New Hampshire,0,2008-12-31
New Jersey,36,2008-12-31
New Mexico,74,2008-12-31
New York,29,2008-12-31
North Carolina,30,2008-12-31
North Dakota,0,2008-12-31
Ohio,35,2008-12-31
Oklahoma,0,2008-12-31
Oregon,20,2008-12-31
Pennsylvania,27,2008-12-31
Rhode Island,0,2008-12-31
South Carolina,0,2008-12-31
South Dakota,0,2008-12-31
Tennessee,21,2008-12-31
Texas,42,2008-12-31
Utah,70,2008-12-31
Vermont,0,2008-12-31
Virginia,8,2008-12-31
Washington,49,2008-12-31
West Virginia,0,2008-12-31
Wisconsin,49,2008-12-31
Wyoming,0,2008-12-31
Alabama,0,2009-01-31
Alaska,0,2009-01-31
Arizona,18,2009-01-31
Arkansas,0,2009-01-31
California,15,2009-01-31
Colorado,25,2009-01-31
Connecticut,55,2009-01-31
Delaware,0,2009-01-31
District of Columbia,9,2009-01-31
Florida,14,2009-01-31
Georgia,51,2009-01-31
Hawaii,42,2009-01-31
Idaho,0,2009-01-31
Illinois,28,2009-01-31
Indiana,0,2009-01-31
Iowa,0,2009-01-31
Kansas,47,2009-01-31
Kentucky,0,2009-01-31
Louisiana,0,2009-01-31
Maine,45,2009-01-31
Maryland,21,2009-01-31
Massachusetts,6,2009-01-31
Michigan,0,2009-01-31
Minnesota,0,2009-01-31
Mississippi,0,2009-01-31
Missouri,33,2009-01-31
Montana,0,2009-01-31
Nebraska,0,2009-01-31
Nevada,25,2009-01-31
New Hampshire,0,2009-01-31
New Jersey,10,2009-01-31
New Mexico,0,2009-01-31
New York,18,2009-01-31
North Carolina,40,2009-01-31
North Dakota,0,2009-01-31
Ohio,12,2009-01-31
Oklahoma,23,2009-01-31
Oregon,14,2009-01-31
Pennsylvania,23,2009-01-31
Rhode Island,0,2009-01-31
South Carolina,21,2009-01-31
South Dakota,0,2009-01-31
Tennessee,14,2009-01-31
Texas,7,2009-01-31
Utah,0,2009-01-31
Vermont,100,2009-01-31
Virginia,11,2009-01-31
Washington,0,2009-01-31
West Virginia,0,2009-01-31
Wisconsin,33,2009-01-31
Wyoming,0,2009-01-31
Alabama,50,2009-02-28
Alaska,0,2009-02-28
Arizona,41,2009-02-28
Arkansas,0,2009-02-28
California,22,2009-02-28
Colorado,19,2009-02-28
Connecticut,47,2009-02-28
Delaware,0,2009-02-28
District of Columbia,32,2009-02-28
Florida,36,2009-02-28
Georgia,6,2009-02-28
Hawaii,0,2009-02-28
Idaho,61,2009-02-28
Illinois,21,2009-02-28
Indiana,0,2009-02-28
Iowa,35,2009-02-28
Kansas,27,2009-02-28
Kentucky,0,2009-02-28
Louisiana,23,2009-02-28
Maine,0,2009-02-28
Maryland,37,2009-02-28
Massachusetts,13,2009-02-28
Michigan,35,2009-02-28
Minnesota,11,2009-02-28
Mississippi,0,2009-02-28
Missouri,10,2009-02-28
Montana,0,2009-02-28
Nebraska,82,2009-02-28
Nevada,28,2009-02-28
New Hampshire,50,2009-02-28
New Jersey,51,2009-02-28
New Mexico,0,2009-02-28
New York,29,2009-02-28
North Carolina,15,2009-02-28
North Dakota,0,2009-02-28
Ohio,6,2009-02-28
Oklahoma,54,2009-02-28
Oregon,0,2009-02-28
Pennsylvania,15,2009-02-28
Rhode Island,49,2009-02-28
South Carolina,49,2009-02-28
South Dakota,0,2009-02-28
Tennessee,47,2009-02-28
Texas,24,2009-02-28
Utah,0,2009-02-28
Vermont,0,2009-02-28
Virginia,0,2009-02-28
Washington,8,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,100,2009-02-28
Wyoming,0,2009-02-28
Alabama,0,2009-03-31
Alaska,0,2009-03-31
Arizona,17,2009-03-31
Arkansas,0,2009-03-31
California,19,2009-03-31
Colorado,24,2009-03-31
Connecticut,40,2009-03-31
Delaware,100,2009-03-31
District of Columbia,43,2009-03-31
Florida,19,2009-03-31
Georgia,20,2009-03-31
Hawaii,0,2009-03-31
Idaho,0,2009-03-31
Illinois,13,2009-03-31
Indiana,27,2009-03-31
Iowa,0,2009-03-31
Kansas,22,2009-03-31
Kentucky,20,2009-03-31
Louisiana,0,2009-03-31
Maine,0,2009-03-31
Maryland,10,2009-03-31
Massachusetts,22,2009-03-31
Michigan,30,2009-03-31
Minnesota,35,2009-03-31
Mississippi,0,2009-03-31
Missouri,16,2009-03-31
Montana,0,2009-03-31
Nebraska,0,2009-03-31
Nevada,0,2009-03-31
New Hampshire,41,2009-03-31
New Jersey,10,2009-03-31
New Mexico,0,2009-03-31
New York,19,2009-03-31
North Carolina,13,2009-03-31
North Dakota,0,2009-03-31
Ohio,11,2009-03-31
Oklahoma,0,2009-03-31
Oregon,67,2009-03-31
Pennsylvania,18,2009-03-31
Rhode Island,0,2009-03-31
South Carolina,0,2009-03-31
South Dakota,72,2009-03-31
Tennessee,26,2009-03-31
Texas,15,2009-03-31
Utah,45,2009-03-31
Vermont,0,2009-03-31
Virginia,7,2009-03-31
Washington,27,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,42,2009-03-31
Wyoming,0,2009-03-31
Alabama,0,2009-04-30
Alaska,0,2009-04-30
Arizona,12,2009-04-30
Arkansas,100,2009-04-30
California,27,2009-04-30
Colorado,12,2009-04-30
Connecticut,18,2009-04-30
Delaware,0,2009-04-30
District of Columbia,36,2009-04-30
Florida,27,2009-04-30
Georgia,14,2009-04-30
Hawaii,0,2009-04-30
Idaho,0,2009-04-30
Illinois,51,2009-04-30
Indiana,0,2009-04-30
Iowa,0,2009-04-30
Kansas,62,2009-04-30
Kentucky,0,2009-04-30
Louisiana,0,2009-04-30
Maine,0,2009-04-30
Maryland,28,2009-04-30
Massachusetts,23,2009-04-30
Michigan,0,2009-04-30
Minnesota,38,2009-04-30
Mississippi,0,2009-04-30
Missouri,56,2009-04-30
Montana,0,2009-04-30
Nebraska,0,2009-04-30
Nevada,64,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,32,2009-04-30
New Mexico,0,2009-04-30
New York,23,2009-04-30
North Carolina,44,2009-04-30
North Dakota,0,2009-04-30
Ohio,8,2009-04-30
Oklahoma,0,2009-04-30
Oregon,18,2009-04-30
Pennsylvania,43,2009-04-30
Rhode Island,61,2009-04-30
South Carolina,29,2009-04-30
South Dakota,0,2009-04-30
Tennessee,19,2009-04-30
Texas,24,2009-04-30
Utah,0,2009-04-30
Vermont,0,2009-04-30
Virginia,18,2009-04-30
Washington,27,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,45,2009-04-30
Wyoming,0,2009-04-30
Alabama,0,2009-05-31
Alaska,0,2009-05-31
Arizona,17,2009-05-31
Arkansas,0,2009-05-31
California,22,2009-05-31
Colorado,34,2009-05-31
Connecticut,77,2009-05-31
Delaware,0,2009-05-31
District of Columbia,0,2009-05-31
Florida,44,2009-05-31
Georgia,59,2009-05-31
Hawaii,81,2009-05-31
Idaho,0,2009-05-31
Illinois,9,2009-05-31
Indiana,0,2009-05-31
Iowa,0,2009-05-31
Kansas,46,2009-05-31
Kentucky,0,2009-05-31
Louisiana,0,2009-05-31
Maine,0,2009-05-31
Maryland,80,2009-05-31
Massachusetts,74,2009-05-31
Michigan,16,2009-05-31
Minnesota,18,2009-05-31
Mississippi,0,2009-05-31
Missouri,48,2009-05-31
Montana,0,2009-05-31
Nebraska,0,2009-05-31
Nevada,46,2009-05-31
New Hampshire,81,2009-05-31
New Jersey,35,2009-05-31
New Mexico,100,2009-05-31
New York,47,2009-05-31
North Carolina,51,2009-05-31
North Dakota,0,2009-05-31
Ohio,55,2009-05-31
Oklahoma,0,2009-05-31
Oregon,79,2009-05-31
Pennsylvania,45,2009-05-31
Rhode Island,0,2009-05-31
South Carolina,87,2009-05-31
South Dakota,0,2009-05-31
Tennessee,0,2009-05-31
Texas,26,2009-05-31
Utah,47,2009-05-31
Vermont,0,2009-05-31
Virginia,20,2009-05-31
Washington,13,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,66,2009-05-31
Wyoming,0,2009-05-31
Alabama,18,2009-06-30
Alaska,0,2009-06-30
Arizona,22,2009-06-30
Arkansas,0,2009-06-30
California,24,2009-06-30
Colorado,0,2009-06-30
Connecticut,0,2009-06-30
Delaware,0,2009-06-30
District of Columbia,56,2009-06-30
Florida,16,2009-06-30
Georgia,34,2009-06-30
Hawaii,0,2009-06-30
Idaho,0,2009-06-30
Illinois,4,2009-06-30
Indiana,0,2009-06-30
Iowa,0,2009-06-30
Kansas,20,2009-06-30
Kentucky,0,2009-06-30
Louisiana,0,2009-06-30
Maine,0,2009-06-30
Maryland,18,2009-06-30
Massachusetts,24,2009-06-30
Michigan,28,2009-06-30
Minnesota,24,2009-06-30
Mississippi,65,2009-06-30
Missouri,27,2009-06-30
Montana,78,2009-06-30
Nebraska,0,2009-06-30
Nevada,77,2009-06-30
New Hampshire,36,2009-06-30
New Jersey,27,2009-06-30
New Mexico,0,2009-06-30
New York,14,2009-06-30
North Carolina,5,2009-06-30
North Dakota,100,2009-06-30
Ohio,14,2009-06-30
Oklahoma,20,2009-06-30
Oregon,0,2009-06-30
Pennsylvania,20,2009-06-30
Rhode Island,0,2009-06-30
South Carolina,0,2009-06-30
South Dakota,0,2009-06-30
Tennessee,0,2009-06-30
Texas,9,2009-06-30
Utah,21,2009-06-30
Vermont,0,2009-06-30
Virginia,12,2009-06-30
Washington,17,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,0,2009-06-30
Wyoming,0,2009-06-30
Alabama,15,2009-07-31
Alaska,49,2009-07-31
Arizona,19,2009-07-31
Arkansas,28,2009-07-31
California,10,2009-07-31
Colorado,27,2009-07-31
Connecticut,21,2009-07-31
Delaware,0,2009-07-31
District of Columbia,19,2009-07-31
Florida,12,2009-07-31
Georgia,18,2009-07-31
Hawaii,0,2009-07-31
Idaho,0,2009-07-31
Illinois,21,2009-07-31
Indiana,19,2009-07-31
Iowa,0,2009-07-31
Kansas,0,2009-07-31
Kentucky,0,2009-07-31
Louisiana,42,2009-07-31
Maine,33,2009-07-31
Maryland,24,2009-07-31
Massachusetts,17,2009-07-31
Michigan,12,2009-07-31
Minnesota,14,2009-07-31
Mississippi,28,2009-07-31
Missouri,12,2009-07-31
Montana,0,2009-07-31
Nebraska,28,2009-07-31
Nevada,52,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,28,2009-07-31
New Mexico,37,2009-07-31
New York,18,2009-07-31
North Carolina,14,2009-07-31
North Dakota,0,2009-07-31
Ohio,4,2009-07-31
Oklahoma,0,2009-07-31
Oregon,31,2009-07-31
Pennsylvania,7,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,0,2009-07-31
South Dakota,0,2009-07-31
Tennessee,0,2009-07-31
Texas,12,2009-07-31
Utah,18,2009-07-31
Vermont,0,2009-07-31
Virginia,9,2009-07-31
Washington,10,2009-07-31
West Virginia,0,2009-07-31
Wisconsin,26,2009-07-31
Wyoming,100,2009-07-31
Alabama,0,2009-08-31
Alaska,0,2009-08-31
Arizona,49,2009-08-31
Arkansas,34,2009-08-31
California,21,2009-08-31
Colorado,26,2009-08-31
Connecticut,0,2009-08-31
Delaware,100,2009-08-31
District of Columbia,16,2009-08-31
Florida,22,2009-08-31
Georgia,5,2009-08-31
Hawaii,37,2009-08-31
Idaho,0,2009-08-31
Illinois,18,2009-08-31
Indiana,23,2009-08-31
Iowa,0,2009-08-31
Kansas,0,2009-08-31
Kentucky,0,2009-08-31
Louisiana,0,2009-08-31
Maine,0,2009-08-31
Maryland,30,2009-08-31
Massachusetts,5,2009-08-31
Michigan,8,2009-08-31
Minnesota,18,2009-08-31
Mississippi,0,2009-08-31
Missouri,22,2009-08-31
Montana,88,2009-08-31
Nebraska,34,2009-08-31
Nevada,22,2009-08-31
New Hampshire,40,2009-08-31
New Jersey,23,2009-08-31
New Mexico,0,2009-08-31
New York,12,2009-08-31
North Carolina,24,2009-08-31
North Dakota,97,2009-08-31
Ohio,22,2009-08-31
Oklahoma,21,2009-08-31
Oregon,13,2009-08-31
Pennsylvania,9,2009-08-31
Rhode Island,0,2009-08-31
South Carolina,0,2009-08-31
South Dakota,0,2009-08-31
Tennessee,37,2009-08-31
Texas,19,2009-08-31
Utah,23,2009-08-31
Vermont,0,2009-08-31
Virginia,7,2009-08-31
Washington,26,2009-08-31
West Virginia,0,2009-08-31
Wisconsin,32,2009-08-31
Wyoming,0,2009-08-31
Alabama,0,2009-09-30
Alaska,0,2009-09-30
Arizona,22,2009-09-30
Arkansas,0,2009-09-30
California,12,2009-09-30
Colorado,9,2009-09-30
Connecticut,13,2009-09-30
Delaware,0,2009-09-30
District of Columbia,12,2009-09-30
Florida,13,2009-09-30
Georgia,8,2009-09-30
Hawaii,0,2009-09-30
Idaho,0,2009-09-30
Illinois,7,2009-09-30
Indiana,7,2009-09-30
Iowa,0,2009-09-30
Kansas,11,2009-09-30
Kentucky,0,2009-09-30
Louisiana,0,2009-09-30
Maine,0,2009-09-30
Maryland,16,2009-09-30
Massachusetts,14,2009-09-30
Michigan,0,2009-09-30
Minnesota,9,2009-09-30
Mississippi,0,2009-09-30
Missouri,19,2009-09-30
Montana,0,2009-09-30
Nebraska,0,2009-09-30
Nevada,49,2009-09-30
New Hampshire,41,2009-09-30
New Jersey,16,2009-09-30
New Mexico,0,2009-09-30
New York,12,2009-09-30
North Carolina,13,2009-09-30
North Dakota,100,2009-09-30
Ohio,3,2009-09-30
Oklahoma,0,2009-09-30
Oregon,7,2009-09-30
Pennsylvania,16,2009-09-30
Rhode Island,22,2009-09-30
South Carolina,0,2009-09-30
South Dakota,0,2009-09-30
Tennessee,0,2009-09-30
Texas,8,2009-09-30
Utah,0,2009-09-30
Vermont,0,2009-09-30
Virginia,10,2009-09-30
Washington,7,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,11,2009-09-30
Wyoming,67,2009-09-30
Alabama,19,2009-10-31
Alaska,0,2009-10-31
Arizona,17,2009-10-31
Arkansas,0,2009-10-31
California,19,2009-10-31
Colorado,26,2009-10-31
Connecticut,37,2009-10-31
Delaware,100,2009-10-31
District of Columbia,23,2009-10-31
Florida,40,2009-10-31
Georgia,33,2009-10-31
Hawaii,0,2009-10-31
Idaho,57,2009-10-31
Illinois,13,2009-10-31
Indiana,28,2009-10-31
Iowa,30,2009-10-31
Kansas,0,2009-10-31
Kentucky,0,2009-10-31
Louisiana,0,2009-10-31
Maine,76,2009-10-31
Maryland,10,2009-10-31
Massachusetts,9,2009-10-31
Michigan,14,2009-10-31
Minnesota,26,2009-10-31
Mississippi,0,2009-10-31
Missouri,7,2009-10-31
Montana,90,2009-10-31
Nebraska,0,2009-10-31
Nevada,23,2009-10-31
New Hampshire,38,2009-10-31
New Jersey,9,2009-10-31
New Mexico,47,2009-10-31
New York,29,2009-10-31
North Carolina,24,2009-10-31
North Dakota,0,2009-10-31
Ohio,27,2009-10-31
Oklahoma,0,2009-10-31
Oregon,13,2009-10-31
Pennsylvania,13,2009-10-31
Rhode Island,0,2009-10-31
South Carolina,20,2009-10-31
South Dakota,0,2009-10-31
