geoName,Real Estate Investment,year
West Virginia,0,2006-07-31
Wisconsin,0,2006-07-31
Wyoming,0,2006-07-31
Alabama,0,2006-08-31
Alaska,0,2006-08-31
Arizona,18,2006-08-31
Arkansas,0,2006-08-31
California,21,2006-08-31
Colorado,19,2006-08-31
Connecticut,28,2006-08-31
Delaware,0,2006-08-31
District of Columbia,44,2006-08-31
Florida,7,2006-08-31
Georgia,31,2006-08-31
Hawaii,0,2006-08-31
Idaho,0,2006-08-31
Illinois,0,2006-08-31
Indiana,0,2006-08-31
Iowa,0,2006-08-31
Kansas,0,2006-08-31
Kentucky,0,2006-08-31
Louisiana,0,2006-08-31
Maine,0,2006-08-31
Maryland,20,2006-08-31
Massachusetts,32,2006-08-31
Michigan,14,2006-08-31
Minnesota,39,2006-08-31
Mississippi,0,2006-08-31
Missouri,19,2006-08-31
Montana,0,2006-08-31
Nebraska,65,2006-08-31
Nevada,56,2006-08-31
New Hampshire,75,2006-08-31
New Jersey,12,2006-08-31
New Mexico,90,2006-08-31
New York,5,2006-08-31
North Carolina,14,2006-08-31
North Dakota,0,2006-08-31
Ohio,23,2006-08-31
Oklahoma,100,2006-08-31
Oregon,0,2006-08-31
Pennsylvania,55,2006-08-31
Rhode Island,0,2006-08-31
South Carolina,0,2006-08-31
South Dakota,0,2006-08-31
Tennessee,54,2006-08-31
Texas,22,2006-08-31
Utah,91,2006-08-31
Vermont,0,2006-08-31
Virginia,23,2006-08-31
Washington,27,2006-08-31
West Virginia,0,2006-08-31
Wisconsin,0,2006-08-31
Wyoming,0,2006-08-31
Alabama,100,2006-09-30
Alaska,0,2006-09-30
Arizona,0,2006-09-30
Arkansas,0,2006-09-30
California,20,2006-09-30
Colorado,21,2006-09-30
Connecticut,30,2006-09-30
Delaware,0,2006-09-30
District of Columbia,0,2006-09-30
Florida,31,2006-09-30
Georgia,0,2006-09-30
Hawaii,0,2006-09-30
Idaho,0,2006-09-30
Illinois,44,2006-09-30
Indiana,0,2006-09-30
Iowa,0,2006-09-30
Kansas,0,2006-09-30
Kentucky,0,2006-09-30
Louisiana,0,2006-09-30
Maine,0,2006-09-30
Maryland,21,2006-09-30
Massachusetts,12,2006-09-30
Michigan,0,2006-09-30
Minnesota,21,2006-09-30
Mississippi,0,2006-09-30
Missouri,20,2006-09-30
Montana,0,2006-09-30
Nebraska,0,2006-09-30
Nevada,0,2006-09-30
New Hampshire,0,2006-09-30
New Jersey,13,2006-09-30
New Mexico,0,2006-09-30
New York,39,2006-09-30
North Carolina,16,2006-09-30
North Dakota,0,2006-09-30
Ohio,12,2006-09-30
Oklahoma,0,2006-09-30
Oregon,27,2006-09-30
Pennsylvania,10,2006-09-30
Rhode Island,0,2006-09-30
South Carolina,0,2006-09-30
South Dakota,0,2006-09-30
Tennessee,0,2006-09-30
Texas,18,2006-09-30
Utah,0,2006-09-30
Vermont,0,2006-09-30
Virginia,26,2006-09-30
Washington,0,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,68,2006-09-30
Wyoming,0,2006-09-30
Alabama,0,2006-10-31
Alaska,0,2006-10-31
Arizona,28,2006-10-31
Arkansas,0,2006-10-31
California,13,2006-10-31
Colorado,10,2006-10-31
Connecticut,40,2006-10-31
Delaware,0,2006-10-31
District of Columbia,11,2006-10-31
Florida,18,2006-10-31
Georgia,0,2006-10-31
Hawaii,0,2006-10-31
Idaho,100,2006-10-31
Illinois,4,2006-10-31
Indiana,0,2006-10-31
Iowa,0,2006-10-31
Kansas,0,2006-10-31
Kentucky,0,2006-10-31
Louisiana,0,2006-10-31
Maine,0,2006-10-31
Maryland,0,2006-10-31
Massachusetts,0,2006-10-31
Michigan,0,2006-10-31
Minnesota,18,2006-10-31
Mississippi,0,2006-10-31
Missouri,9,2006-10-31
Montana,0,2006-10-31
Nebraska,0,2006-10-31
Nevada,0,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,11,2006-10-31
New Mexico,0,2006-10-31
New York,12,2006-10-31
North Carolina,14,2006-10-31
North Dakota,0,2006-10-31
Ohio,22,2006-10-31
Oklahoma,0,2006-10-31
Oregon,24,2006-10-31
Pennsylvania,9,2006-10-31
Rhode Island,0,2006-10-31
South Carolina,0,2006-10-31
South Dakota,0,2006-10-31
Tennessee,0,2006-10-31
Texas,3,2006-10-31
Utah,0,2006-10-31
Vermont,0,2006-10-31
Virginia,0,2006-10-31
Washington,13,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,0,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,42,2006-11-30
Arkansas,0,2006-11-30
California,31,2006-11-30
Colorado,0,2006-11-30
Connecticut,0,2006-11-30
Delaware,0,2006-11-30
District of Columbia,0,2006-11-30
Florida,47,2006-11-30
Georgia,0,2006-11-30
Hawaii,0,2006-11-30
Idaho,0,2006-11-30
Illinois,9,2006-11-30
Indiana,34,2006-11-30
Iowa,0,2006-11-30
Kansas,0,2006-11-30
Kentucky,40,2006-11-30
Louisiana,50,2006-11-30
Maine,0,2006-11-30
Maryland,87,2006-11-30
Massachusetts,36,2006-11-30
Michigan,0,2006-11-30
Minnesota,0,2006-11-30
Mississippi,0,2006-11-30
Missouri,21,2006-11-30
Montana,0,2006-11-30
Nebraska,0,2006-11-30
Nevada,0,2006-11-30
New Hampshire,0,2006-11-30
New Jersey,36,2006-11-30
New Mexico,0,2006-11-30
New York,31,2006-11-30
North Carolina,0,2006-11-30
North Dakota,0,2006-11-30
Ohio,13,2006-11-30
Oklahoma,0,2006-11-30
Oregon,56,2006-11-30
Pennsylvania,10,2006-11-30
Rhode Island,0,2006-11-30
South Carolina,50,2006-11-30
South Dakota,0,2006-11-30
Tennessee,31,2006-11-30
Texas,13,2006-11-30
Utah,100,2006-11-30
Vermont,0,2006-11-30
Virginia,0,2006-11-30
Washington,0,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,0,2006-11-30
Wyoming,0,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,42,2006-12-31
Arkansas,0,2006-12-31
California,31,2006-12-31
Colorado,0,2006-12-31
Connecticut,0,2006-12-31
Delaware,0,2006-12-31
District of Columbia,0,2006-12-31
Florida,47,2006-12-31
Georgia,0,2006-12-31
Hawaii,0,2006-12-31
Idaho,0,2006-12-31
Illinois,9,2006-12-31
Indiana,34,2006-12-31
Iowa,0,2006-12-31
Kansas,0,2006-12-31
Kentucky,40,2006-12-31
Louisiana,50,2006-12-31
Maine,0,2006-12-31
Maryland,87,2006-12-31
Massachusetts,36,2006-12-31
Michigan,0,2006-12-31
Minnesota,0,2006-12-31
Mississippi,0,2006-12-31
Missouri,21,2006-12-31
Montana,0,2006-12-31
Nebraska,0,2006-12-31
Nevada,0,2006-12-31
New Hampshire,0,2006-12-31
New Jersey,36,2006-12-31
New Mexico,0,2006-12-31
New York,31,2006-12-31
North Carolina,0,2006-12-31
North Dakota,0,2006-12-31
Ohio,13,2006-12-31
Oklahoma,0,2006-12-31
Oregon,56,2006-12-31
Pennsylvania,10,2006-12-31
Rhode Island,0,2006-12-31
South Carolina,50,2006-12-31
South Dakota,0,2006-12-31
Tennessee,31,2006-12-31
Texas,13,2006-12-31
Utah,100,2006-12-31
Vermont,0,2006-12-31
Virginia,0,2006-12-31
Washington,0,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,0,2006-12-31
Wyoming,0,2006-12-31
Alabama,66,2007-01-31
Alaska,0,2007-01-31
Arizona,56,2007-01-31
Arkansas,0,2007-01-31
California,25,2007-01-31
Colorado,0,2007-01-31
Connecticut,39,2007-01-31
Delaware,0,2007-01-31
District of Columbia,31,2007-01-31
Florida,42,2007-01-31
Georgia,16,2007-01-31
Hawaii,0,2007-01-31
Idaho,0,2007-01-31
Illinois,12,2007-01-31
Indiana,0,2007-01-31
Iowa,0,2007-01-31
Kansas,0,2007-01-31
Kentucky,0,2007-01-31
Louisiana,0,2007-01-31
Maine,0,2007-01-31
Maryland,29,2007-01-31
Massachusetts,67,2007-01-31
Michigan,0,2007-01-31
Minnesota,83,2007-01-31
Mississippi,0,2007-01-31
Missouri,57,2007-01-31
Montana,0,2007-01-31
Nebraska,100,2007-01-31
Nevada,0,2007-01-31
New Hampshire,0,2007-01-31
New Jersey,33,2007-01-31
New Mexico,0,2007-01-31
New York,42,2007-01-31
North Carolina,42,2007-01-31
North Dakota,0,2007-01-31
Ohio,0,2007-01-31
Oklahoma,0,2007-01-31
Oregon,73,2007-01-31
Pennsylvania,26,2007-01-31
Rhode Island,0,2007-01-31
South Carolina,0,2007-01-31
South Dakota,0,2007-01-31
Tennessee,42,2007-01-31
Texas,25,2007-01-31
Utah,65,2007-01-31
Vermont,0,2007-01-31
Virginia,39,2007-01-31
Washington,60,2007-01-31
West Virginia,0,2007-01-31
Wisconsin,32,2007-01-31
Wyoming,0,2007-01-31
Alabama,100,2007-02-28
Alaska,0,2007-02-28
Arizona,21,2007-02-28
Arkansas,0,2007-02-28
California,45,2007-02-28
Colorado,65,2007-02-28
Connecticut,29,2007-02-28
Delaware,0,2007-02-28
District of Columbia,70,2007-02-28
Florida,31,2007-02-28
Georgia,0,2007-02-28
Hawaii,85,2007-02-28
Idaho,0,2007-02-28
Illinois,27,2007-02-28
Indiana,33,2007-02-28
Iowa,0,2007-02-28
Kansas,0,2007-02-28
Kentucky,0,2007-02-28
Louisiana,50,2007-02-28
Maine,92,2007-02-28
Maryland,22,2007-02-28
Massachusetts,12,2007-02-28
Michigan,0,2007-02-28
Minnesota,20,2007-02-28
Mississippi,0,2007-02-28
Missouri,43,2007-02-28
Montana,0,2007-02-28
Nebraska,0,2007-02-28
Nevada,0,2007-02-28
New Hampshire,0,2007-02-28
New Jersey,37,2007-02-28
New Mexico,0,2007-02-28
New York,35,2007-02-28
North Carolina,0,2007-02-28
North Dakota,0,2007-02-28
Ohio,13,2007-02-28
Oklahoma,0,2007-02-28
Oregon,54,2007-02-28
Pennsylvania,20,2007-02-28
Rhode Island,0,2007-02-28
South Carolina,0,2007-02-28
South Dakota,0,2007-02-28
Tennessee,0,2007-02-28
Texas,37,2007-02-28
Utah,48,2007-02-28
Vermont,0,2007-02-28
Virginia,44,2007-02-28
Washington,15,2007-02-28
West Virginia,0,2007-02-28
Wisconsin,0,2007-02-28
Wyoming,0,2007-02-28
Alabama,25,2007-03-31
Alaska,0,2007-03-31
Arizona,10,2007-03-31
Arkansas,0,2007-03-31
California,14,2007-03-31
Colorado,11,2007-03-31
Connecticut,0,2007-03-31
Delaware,0,2007-03-31
District of Columbia,0,2007-03-31
Florida,23,2007-03-31
Georgia,31,2007-03-31
Hawaii,0,2007-03-31
Idaho,57,2007-03-31
Illinois,9,2007-03-31
Indiana,16,2007-03-31
Iowa,0,2007-03-31
Kansas,27,2007-03-31
Kentucky,19,2007-03-31
Louisiana,0,2007-03-31
Maine,0,2007-03-31
Maryland,23,2007-03-31
Massachusetts,6,2007-03-31
Michigan,0,2007-03-31
Minnesota,10,2007-03-31
Mississippi,0,2007-03-31
Missouri,11,2007-03-31
Montana,0,2007-03-31
Nebraska,0,2007-03-31
Nevada,0,2007-03-31
New Hampshire,0,2007-03-31
New Jersey,6,2007-03-31
New Mexico,100,2007-03-31
New York,3,2007-03-31
North Carolina,16,2007-03-31
North Dakota,0,2007-03-31
Ohio,19,2007-03-31
Oklahoma,0,2007-03-31
Oregon,0,2007-03-31
Pennsylvania,15,2007-03-31
Rhode Island,46,2007-03-31
South Carolina,0,2007-03-31
South Dakota,0,2007-03-31
Tennessee,16,2007-03-31
Texas,18,2007-03-31
Utah,0,2007-03-31
Vermont,0,2007-03-31
Virginia,22,2007-03-31
Washington,8,2007-03-31
West Virginia,0,2007-03-31
Wisconsin,0,2007-03-31
Wyoming,0,2007-03-31
Alabama,0,2007-04-30
Alaska,0,2007-04-30
Arizona,0,2007-04-30
Arkansas,0,2007-04-30
California,16,2007-04-30
Colorado,43,2007-04-30
Connecticut,0,2007-04-30
Delaware,0,2007-04-30
District of Columbia,0,2007-04-30
Florida,31,2007-04-30
Georgia,60,2007-04-30
Hawaii,0,2007-04-30
Idaho,0,2007-04-30
Illinois,9,2007-04-30
Indiana,34,2007-04-30
Iowa,0,2007-04-30
Kansas,0,2007-04-30
Kentucky,40,2007-04-30
Louisiana,0,2007-04-30
Maine,100,2007-04-30
Maryland,0,2007-04-30
Massachusetts,12,2007-04-30
Michigan,0,2007-04-30
Minnesota,21,2007-04-30
Mississippi,0,2007-04-30
Missouri,21,2007-04-30
Montana,0,2007-04-30
Nebraska,0,2007-04-30
Nevada,0,2007-04-30
New Hampshire,0,2007-04-30
New Jersey,47,2007-04-30
New Mexico,0,2007-04-30
New York,32,2007-04-30
North Carolina,63,2007-04-30
North Dakota,0,2007-04-30
Ohio,0,2007-04-30
Oklahoma,0,2007-04-30
Oregon,0,2007-04-30
Pennsylvania,20,2007-04-30
Rhode Island,0,2007-04-30
South Carolina,0,2007-04-30
South Dakota,0,2007-04-30
Tennessee,32,2007-04-30
Texas,18,2007-04-30
Utah,51,2007-04-30
Vermont,0,2007-04-30
Virginia,28,2007-04-30
Washington,14,2007-04-30
West Virginia,0,2007-04-30
Wisconsin,24,2007-04-30
Wyoming,0,2007-04-30
Alabama,0,2007-05-31
Alaska,0,2007-05-31
Arizona,64,2007-05-31
Arkansas,0,2007-05-31
California,63,2007-05-31
Colorado,33,2007-05-31
Connecticut,0,2007-05-31
Delaware,0,2007-05-31
District of Columbia,35,2007-05-31
Florida,36,2007-05-31
Georgia,19,2007-05-31
Hawaii,0,2007-05-31
Idaho,0,2007-05-31
Illinois,15,2007-05-31
Indiana,0,2007-05-31
Iowa,0,2007-05-31
Kansas,88,2007-05-31
Kentucky,0,2007-05-31
Louisiana,0,2007-05-31
Maine,0,2007-05-31
Maryland,36,2007-05-31
Massachusetts,21,2007-05-31
Michigan,25,2007-05-31
Minnesota,100,2007-05-31
Mississippi,0,2007-05-31
Missouri,0,2007-05-31
Montana,0,2007-05-31
Nebraska,0,2007-05-31
Nevada,0,2007-05-31
New Hampshire,0,2007-05-31
New Jersey,18,2007-05-31
New Mexico,0,2007-05-31
New York,33,2007-05-31
North Carolina,0,2007-05-31
North Dakota,0,2007-05-31
Ohio,82,2007-05-31
Oklahoma,85,2007-05-31
Oregon,0,2007-05-31
Pennsylvania,67,2007-05-31
Rhode Island,0,2007-05-31
South Carolina,79,2007-05-31
South Dakota,0,2007-05-31
Tennessee,0,2007-05-31
Texas,46,2007-05-31
Utah,81,2007-05-31
Vermont,0,2007-05-31
Virginia,44,2007-05-31
Washington,22,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,40,2007-05-31
Wyoming,0,2007-05-31
Alabama,0,2007-06-30
Alaska,0,2007-06-30
Arizona,0,2007-06-30
Arkansas,0,2007-06-30
California,30,2007-06-30
Colorado,25,2007-06-30
Connecticut,37,2007-06-30
Delaware,0,2007-06-30
District of Columbia,51,2007-06-30
Florida,19,2007-06-30
Georgia,14,2007-06-30
Hawaii,100,2007-06-30
Idaho,0,2007-06-30
Illinois,59,2007-06-30
Indiana,0,2007-06-30
Iowa,0,2007-06-30
Kansas,0,2007-06-30
Kentucky,47,2007-06-30
Louisiana,0,2007-06-30
Maine,0,2007-06-30
Maryland,54,2007-06-30
Massachusetts,0,2007-06-30
Michigan,20,2007-06-30
Minnesota,0,2007-06-30
Mississippi,0,2007-06-30
Missouri,0,2007-06-30
Montana,0,2007-06-30
Nebraska,0,2007-06-30
Nevada,73,2007-06-30
New Hampshire,0,2007-06-30
New Jersey,14,2007-06-30
New Mexico,0,2007-06-30
New York,32,2007-06-30
North Carolina,19,2007-06-30
North Dakota,0,2007-06-30
Ohio,31,2007-06-30
Oklahoma,0,2007-06-30
Oregon,34,2007-06-30
Pennsylvania,38,2007-06-30
Rhode Island,0,2007-06-30
South Carolina,60,2007-06-30
South Dakota,0,2007-06-30
Tennessee,0,2007-06-30
Texas,7,2007-06-30
Utah,0,2007-06-30
Vermont,0,2007-06-30
Virginia,32,2007-06-30
Washington,18,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,31,2007-06-30
Wyoming,0,2007-06-30
Alabama,46,2007-07-31
Alaska,0,2007-07-31
Arizona,0,2007-07-31
Arkansas,0,2007-07-31
California,21,2007-07-31
Colorado,39,2007-07-31
Connecticut,0,2007-07-31
Delaware,0,2007-07-31
District of Columbia,20,2007-07-31
Florida,37,2007-07-31
Georgia,11,2007-07-31
Hawaii,80,2007-07-31
Idaho,0,2007-07-31
Illinois,19,2007-07-31
Indiana,0,2007-07-31
Iowa,0,2007-07-31
Kansas,0,2007-07-31
Kentucky,0,2007-07-31
Louisiana,0,2007-07-31
Maine,0,2007-07-31
Maryland,0,2007-07-31
Massachusetts,12,2007-07-31
Michigan,16,2007-07-31
Minnesota,0,2007-07-31
Mississippi,0,2007-07-31
Missouri,39,2007-07-31
Montana,0,2007-07-31
Nebraska,0,2007-07-31
Nevada,0,2007-07-31
New Hampshire,0,2007-07-31
New Jersey,0,2007-07-31
New Mexico,0,2007-07-31
New York,30,2007-07-31
North Carolina,60,2007-07-31
North Dakota,0,2007-07-31
Ohio,13,2007-07-31
Oklahoma,52,2007-07-31
Oregon,54,2007-07-31
Pennsylvania,70,2007-07-31
Rhode Island,100,2007-07-31
South Carolina,0,2007-07-31
South Dakota,0,2007-07-31
Tennessee,0,2007-07-31
Texas,28,2007-07-31
Utah,0,2007-07-31
Vermont,0,2007-07-31
Virginia,0,2007-07-31
Washington,29,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,48,2007-07-31
Wyoming,0,2007-07-31
Alabama,0,2007-08-31
Alaska,0,2007-08-31
Arizona,0,2007-08-31
Arkansas,0,2007-08-31
California,25,2007-08-31
Colorado,12,2007-08-31
Connecticut,34,2007-08-31
Delaware,0,2007-08-31
District of Columbia,35,2007-08-31
Florida,0,2007-08-31
Georgia,19,2007-08-31
Hawaii,0,2007-08-31
Idaho,0,2007-08-31
Illinois,0,2007-08-31
Indiana,0,2007-08-31
Iowa,36,2007-08-31
Kansas,0,2007-08-31
Kentucky,0,2007-08-31
Louisiana,0,2007-08-31
Maine,0,2007-08-31
Maryland,0,2007-08-31
Massachusetts,21,2007-08-31
Michigan,0,2007-08-31
Minnesota,24,2007-08-31
Mississippi,0,2007-08-31
Missouri,11,2007-08-31
Montana,100,2007-08-31
Nebraska,0,2007-08-31
Nevada,0,2007-08-31
New Hampshire,0,2007-08-31
New Jersey,19,2007-08-31
New Mexico,0,2007-08-31
New York,3,2007-08-31
North Carolina,17,2007-08-31
North Dakota,0,2007-08-31
Ohio,7,2007-08-31
Oklahoma,0,2007-08-31
Oregon,33,2007-08-31
Pennsylvania,11,2007-08-31
Rhode Island,0,2007-08-31
South Carolina,0,2007-08-31
South Dakota,0,2007-08-31
Tennessee,0,2007-08-31
Texas,13,2007-08-31
Utah,28,2007-08-31
Vermont,0,2007-08-31
Virginia,14,2007-08-31
Washington,17,2007-08-31
West Virginia,0,2007-08-31
Wisconsin,0,2007-08-31
Wyoming,0,2007-08-31
Alabama,0,2007-09-30
Alaska,0,2007-09-30
Arizona,20,2007-09-30
Arkansas,0,2007-09-30
California,31,2007-09-30
Colorado,40,2007-09-30
Connecticut,57,2007-09-30
Delaware,0,2007-09-30
District of Columbia,20,2007-09-30
Florida,22,2007-09-30
Georgia,34,2007-09-30
Hawaii,0,2007-09-30
Idaho,0,2007-09-30
Illinois,47,2007-09-30
Indiana,63,2007-09-30
Iowa,0,2007-09-30
Kansas,0,2007-09-30
Kentucky,34,2007-09-30
Louisiana,0,2007-09-30
Maine,100,2007-09-30
Maryland,21,2007-09-30
Massachusetts,0,2007-09-30
Michigan,15,2007-09-30
Minnesota,20,2007-09-30
Mississippi,0,2007-09-30
Missouri,19,2007-09-30
Montana,0,2007-09-30
Nebraska,0,2007-09-30
Nevada,0,2007-09-30
New Hampshire,92,2007-09-30
New Jersey,11,2007-09-30
New Mexico,0,2007-09-30
New York,33,2007-09-30
North Carolina,30,2007-09-30
North Dakota,0,2007-09-30
Ohio,12,2007-09-30
Oklahoma,0,2007-09-30
Oregon,55,2007-09-30
Pennsylvania,9,2007-09-30
Rhode Island,92,2007-09-30
South Carolina,47,2007-09-30
South Dakota,0,2007-09-30
Tennessee,0,2007-09-30
Texas,33,2007-09-30
Utah,96,2007-09-30
Vermont,0,2007-09-30
Virginia,0,2007-09-30
Washington,28,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,0,2007-09-30
Wyoming,0,2007-09-30
Alabama,48,2007-10-31
Alaska,0,2007-10-31
Arizona,38,2007-10-31
Arkansas,0,2007-10-31
California,22,2007-10-31
Colorado,38,2007-10-31
Connecticut,0,2007-10-31
Delaware,0,2007-10-31
District of Columbia,0,2007-10-31
Florida,37,2007-10-31
Georgia,11,2007-10-31
Hawaii,0,2007-10-31
Idaho,0,2007-10-31
Illinois,64,2007-10-31
Indiana,31,2007-10-31
Iowa,0,2007-10-31
Kansas,0,2007-10-31
Kentucky,0,2007-10-31
Louisiana,0,2007-10-31
Maine,0,2007-10-31
Maryland,21,2007-10-31
Massachusetts,23,2007-10-31
Michigan,31,2007-10-31
Minnesota,19,2007-10-31
Mississippi,88,2007-10-31
Missouri,18,2007-10-31
Montana,0,2007-10-31
Nebraska,0,2007-10-31
Nevada,60,2007-10-31
New Hampshire,0,2007-10-31
New Jersey,21,2007-10-31
New Mexico,100,2007-10-31
New York,28,2007-10-31
North Carolina,0,2007-10-31
North Dakota,0,2007-10-31
Ohio,12,2007-10-31
Oklahoma,50,2007-10-31
Oregon,53,2007-10-31
Pennsylvania,9,2007-10-31
Rhode Island,90,2007-10-31
South Carolina,45,2007-10-31
South Dakota,0,2007-10-31
Tennessee,0,2007-10-31
Texas,26,2007-10-31
Utah,47,2007-10-31
Vermont,0,2007-10-31
Virginia,10,2007-10-31
Washington,14,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,0,2007-10-31
Wyoming,0,2007-10-31
Alabama,47,2007-11-30
Alaska,0,2007-11-30
Arizona,37,2007-11-30
Arkansas,0,2007-11-30
California,21,2007-11-30
Colorado,36,2007-11-30
Connecticut,26,2007-11-30
Delaware,0,2007-11-30
District of Columbia,36,2007-11-30
Florida,14,2007-11-30
Georgia,21,2007-11-30
Hawaii,0,2007-11-30
Idaho,100,2007-11-30
Illinois,18,2007-11-30
Indiana,0,2007-11-30
Iowa,0,2007-11-30
Kansas,0,2007-11-30
Kentucky,31,2007-11-30
Louisiana,43,2007-11-30
Maine,0,2007-11-30
Maryland,40,2007-11-30
Massachusetts,22,2007-11-30
Michigan,0,2007-11-30
Minnesota,37,2007-11-30
Mississippi,0,2007-11-30
Missouri,17,2007-11-30
Montana,0,2007-11-30
Nebraska,0,2007-11-30
Nevada,56,2007-11-30
New Hampshire,0,2007-11-30
New Jersey,48,2007-11-30
New Mexico,0,2007-11-30
New York,9,2007-11-30
North Carolina,0,2007-11-30
North Dakota,0,2007-11-30
Ohio,23,2007-11-30
Oklahoma,50,2007-11-30
Oregon,26,2007-11-30
Pennsylvania,18,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,0,2007-11-30
South Dakota,0,2007-11-30
Tennessee,0,2007-11-30
Texas,20,2007-11-30
Utah,45,2007-11-30
Vermont,0,2007-11-30
Virginia,19,2007-11-30
Washington,13,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,22,2007-11-30
Wyoming,0,2007-11-30
Alabama,0,2007-12-31
Alaska,0,2007-12-31
Arizona,43,2007-12-31
Arkansas,0,2007-12-31
California,36,2007-12-31
Colorado,21,2007-12-31
Connecticut,0,2007-12-31
Delaware,0,2007-12-31
District of Columbia,21,2007-12-31
Florida,41,2007-12-31
Georgia,49,2007-12-31
Hawaii,0,2007-12-31
Idaho,0,2007-12-31
Illinois,21,2007-12-31
Indiana,0,2007-12-31
Iowa,67,2007-12-31
Kansas,0,2007-12-31
Kentucky,0,2007-12-31
Louisiana,50,2007-12-31
Maine,0,2007-12-31
Maryland,24,2007-12-31
Massachusetts,13,2007-12-31
Michigan,0,2007-12-31
Minnesota,0,2007-12-31
Mississippi,0,2007-12-31
Missouri,20,2007-12-31
Montana,0,2007-12-31
Nebraska,0,2007-12-31
Nevada,0,2007-12-31
New Hampshire,0,2007-12-31
New Jersey,12,2007-12-31
New Mexico,0,2007-12-31
New York,36,2007-12-31
North Carolina,33,2007-12-31
North Dakota,0,2007-12-31
Ohio,41,2007-12-31
Oklahoma,0,2007-12-31
Oregon,0,2007-12-31
Pennsylvania,21,2007-12-31
Rhode Island,0,2007-12-31
South Carolina,100,2007-12-31
South Dakota,0,2007-12-31
Tennessee,0,2007-12-31
Texas,12,2007-12-31
Utah,0,2007-12-31
Vermont,0,2007-12-31
Virginia,11,2007-12-31
Washington,0,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,26,2007-12-31
Wyoming,0,2007-12-31
Alabama,0,2008-01-31
Alaska,0,2008-01-31
Arizona,28,2008-01-31
Arkansas,0,2008-01-31
California,51,2008-01-31
Colorado,0,2008-01-31
Connecticut,42,2008-01-31
Delaware,0,2008-01-31
District of Columbia,28,2008-01-31
Florida,64,2008-01-31
Georgia,16,2008-01-31
Hawaii,0,2008-01-31
Idaho,0,2008-01-31
Illinois,0,2008-01-31
Indiana,91,2008-01-31
Iowa,0,2008-01-31
Kansas,0,2008-01-31
Kentucky,100,2008-01-31
Louisiana,0,2008-01-31
Maine,0,2008-01-31
Maryland,31,2008-01-31
Massachusetts,18,2008-01-31
Michigan,0,2008-01-31
Minnesota,28,2008-01-31
Mississippi,0,2008-01-31
Missouri,0,2008-01-31
Montana,0,2008-01-31
Nebraska,0,2008-01-31
Nevada,88,2008-01-31
New Hampshire,0,2008-01-31
New Jersey,15,2008-01-31
New Mexico,0,2008-01-31
New York,47,2008-01-31
North Carolina,43,2008-01-31
North Dakota,0,2008-01-31
Ohio,35,2008-01-31
Oklahoma,0,2008-01-31
Oregon,40,2008-01-31
Pennsylvania,40,2008-01-31
Rhode Island,0,2008-01-31
South Carolina,0,2008-01-31
South Dakota,0,2008-01-31
Tennessee,0,2008-01-31
Texas,23,2008-01-31
Utah,0,2008-01-31
Vermont,0,2008-01-31
Virginia,13,2008-01-31
Washington,41,2008-01-31
West Virginia,0,2008-01-31
Wisconsin,0,2008-01-31
Wyoming,0,2008-01-31
Alabama,27,2008-02-29
Alaska,0,2008-02-29
Arizona,21,2008-02-29
Arkansas,0,2008-02-29
California,15,2008-02-29
Colorado,10,2008-02-29
Connecticut,31,2008-02-29
Delaware,0,2008-02-29
District of Columbia,41,2008-02-29
Florida,24,2008-02-29
Georgia,12,2008-02-29
Hawaii,0,2008-02-29
Idaho,0,2008-02-29
Illinois,0,2008-02-29
Indiana,0,2008-02-29
Iowa,0,2008-02-29
Kansas,0,2008-02-29
Kentucky,25,2008-02-29
Louisiana,0,2008-02-29
Maine,0,2008-02-29
Maryland,23,2008-02-29
Massachusetts,0,2008-02-29
Michigan,0,2008-02-29
Minnesota,0,2008-02-29
Mississippi,0,2008-02-29
Missouri,10,2008-02-29
Montana,91,2008-02-29
Nebraska,42,2008-02-29
Nevada,0,2008-02-29
New Hampshire,0,2008-02-29
New Jersey,6,2008-02-29
New Mexico,0,2008-02-29
New York,15,2008-02-29
North Carolina,24,2008-02-29
North Dakota,0,2008-02-29
Ohio,7,2008-02-29
Oklahoma,0,2008-02-29
Oregon,15,2008-02-29
Pennsylvania,10,2008-02-29
Rhode Island,100,2008-02-29
South Carolina,0,2008-02-29
South Dakota,96,2008-02-29
Tennessee,0,2008-02-29
Texas,11,2008-02-29
Utah,52,2008-02-29
Vermont,0,2008-02-29
Virginia,28,2008-02-29
Washington,0,2008-02-29
West Virginia,0,2008-02-29
