RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,LOGRECNO,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations,NAME
394865,16,"Minneapolis-St Paul, MN",MN,Isanti,33460,211129.5,485,37919,56308,64713,70978,55924,69317,72508,70273,46985,40285,37377,66875,37048,36151,52016,60196,39146,17478,22132,40721,25781,60390,12534,18735,17018,32132,32725,31967,37843,13887,35382,42360,30608,32558,30709,21643,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
395056,17,"San Diego, CA",CA,San Diego,41740,385382.5,599,35406,57325,60372,66747,51974,72103,75189,80649,56506,42425,41997,74534,38238,36779,61132,72754,36716,18800,23772,55948,31403,75198,15928,17547,16086,29274,26656,30653,32307,17078,32086,39331,28413,28661,31589,19141,"San Diego-Carlsbad-San Marcos, CA Metro Area"
395121,18,"St. Louis, MO",MO,Jersey,41180,157638.5,591,32423,51304,56654,60883,52016,67183,67159,71989,51471,37731,35174,64007,38223,27042,49796,55464,35460,15445,19678,36636,25915,45788,10834,18754,13105,28408,29428,28176,37325,18894,35385,41544,30566,31536,33505,22403,"St. Louis, MO-IL Metro Area"
395148,19,"Tampa, FL",FL,Hernando,45300,142167.0,648,30541,46894,51599,54702,48842,60812,64961,57210,50019,37554,36157,56712,37740,28595,50599,61425,31825,17123,21293,41269,26280,48782,12791,16733,16263,26447,25146,26802,30180,13495,29726,34028,24621,25422,27487,16705,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
394358,20,"Baltimore, MD",MD,Howard,12580,279765.5,218,41551,61423,67067,75370,56194,81849,90247,75796,59678,47171,41917,82390,45957,45032,59580,66333,40212,21026,25167,47034,37343,58427,15839,19003,15731,31879,31210,32204,41050,9015,36593,46518,31283,36369,31929,25423,"Baltimore-Towson, MD Metro Area"
394530,21,"Denver, CO",CO,Gilpin,19740,247049.5,304,37047,57076,61877,68096,55065,71342,73065,75891,51656,38395,35343,65692,34426,36074,56854,61988,38512,17100,23331,45672,27016,61150,14166,16995,14532,31217,32302,30656,35141,19110,30929,41632,30736,31726,36583,20931,"Denver-Aurora-Broomfield, CO Metro Area"
394982,22,"Pittsburgh, PA",PA,Fayette,38300,125346.5,549,31889,48463,54075,60408,47402,58837,59225,63627,44387,37189,33964,64741,39005,31983,48417,56659,30969,15414,20997,36387,19471,54269,10769,16974,13122,26802,26076,27068,37859,18984,37488,39753,30273,31984,30307,23819,"Pittsburgh, PA Metro Area"
394998,23,"Portland, OR",OR,Yamhill,38900,262526.0,555,33175,51328,54005,60343,48786,70078,70366,72118,52107,35403,36462,72300,30373,32203,58529,68538,35298,17214,25328,46785,27077,70244,14323,16802,15411,28985,30331,28281,32490,17114,31810,41209,29145,30720,31192,23387,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
394458,24,"Charlotte, NC",NC,Gaston,16740,168488.0,263,32989,50345,60225,65424,51353,61556,62798,65438,41036,38287,39468,60047,36423,37079,48062,55892,34057,16697,21499,36520,28999,47831,12320,18706,16418,30997,33169,30232,29805,16143,25574,40869,26216,27731,28848,20235,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area"
395045,25,"Sacramento, CA",CA,Placer,40900,248329.0,586,36367,58990,61423,68739,52687,65928,61876,75902,59605,42453,46299,66120,38279,35237,69512,82003,41406,19028,28303,52366,26499,77210,14351,18311,16250,30348,26232,31251,35725,20195,33304,41842,28880,28258,33689,25249,"Sacramento--Arden-Arcade--Roseville, CA Metro Area"
395055,26,"San Antonio, TX",TX,Medina,41700,148138.5,598,29539,48304,51970,56991,47384,55551,55920,57854,50370,41022,33018,56643,42480,30588,51000,64844,36730,15756,21278,32712,23238,41691,12269,16090,11846,26196,25883,26313,27105,16060,25100,32615,25863,26264,33298,16547,"San Antonio-New Braunfels, TX Metro Area"
394943,27,"Orlando, FL",FL,Orange,36740,151477.0,530,27516,45826,50496,52354,44437,60307,61182,60888,42038,35661,33989,58900,33164,32484,47280,52979,29921,17244,22492,31043,21514,42185,14901,18528,15578,24500,23994,24801,26396,16581,21412,31946,25615,25360,27935,20398,"Orlando-Kissimmee-Sanford, FL Metro Area"
394466,28,"Cincinnati, OH",OH,Kenton,17140,148955.5,270,33860,51190,57362,64192,51183,63525,66399,66048,50120,39799,34872,70189,39762,41799,50171,57081,35501,15789,21176,41711,25425,53893,10468,20138,13687,28892,30415,28117,35634,11370,32020,40518,31181,33300,31542,21590,"Cincinnati-Middletown, OH-KY-IN Metro Area"
394475,29,"Cleveland, OH",OH,Geauga,17460,133274.5,275,32094,51011,55531,60289,51267,60749,65374,61030,48777,41922,40932,65845,41417,31734,49575,54481,35564,15782,18541,45209,28275,55294,11067,15470,15123,27052,24532,27747,35563,12278,32469,38428,28117,30670,28053,22278,"Cleveland-Elyria-Mentor, OH Metro Area"
394735,30,"Kansas City, MO",MO,Platte,28140,152597.5,411,33937,50068,55062,60566,47825,61444,62243,60834,56442,39548,36035,73053,38343,35057,46441,56757,31352,16976,21192,37423,31359,47033,12232,17067,14017,29819,30882,29151,35309,21435,32344,39329,29885,31327,33572,21091,"Kansas City, MO-KS Metro Area"
394775,31,"Las Vegas, NV",NV,Clark,29820,150824.5,435,31476,50961,51859,53976,49052,61288,61406,65323,47549,42593,41160,55444,42211,40354,61934,75265,37657,26458,30241,37280,30160,70919,23876,25836,29408,27817,26379,29571,35848,17759,35495,38397,27231,27176,30764,17055,"Las Vegas-Paradise, NV Metro Area"
394492,32,"Columbus, OH",OH,Morrow,18140,152528.5,284,32765,51696,57566,62077,51857,62134,66107,61444,53934,39647,36599,62149,40354,35958,50832,60006,32111,16821,20369,45777,30806,52278,11016,18930,16406,29689,27735,29981,32894,15133,30410,40053,26260,30553,27730,20982,"Columbus, OH Metro Area"
394705,33,"Indianapolis, IN",IN,Marion,26900,135746.0,392,32308,50923,56319,61854,50708,64772,63458,66050,64328,37742,36353,69516,35777,31950,49741,60393,33376,16502,22311,39407,32689,41404,11267,18472,13889,27587,28980,27328,32618,25003,31220,38879,28106,31538,30581,21128,"Indianapolis-Carmel, IN Metro Area"
395059,34,"San Jose, CA",CA,San Benito,41940,622462.0,602,46734,81225,87247,100119,68824,96514,100407,97238,64019,45837,47378,94672,40439,46563,80739,91686,51015,18997,27332,38411,26817,85123,15589,20591,15918,32281,27600,35714,31282,13864,31047,41062,30469,33116,31318,22692,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
394355,35,"Austin, TX",TX,Travis,12420,210171.5,216,33564,51276,59371,63949,47906,65425,67073,69496,42229,40713,36712,64595,40093,35224,52322,61191,37310,16183,23068,35765,26453,43849,13808,16023,11568,30087,31327,28879,25271,12738,22517,35061,25212,25939,28856,19796,"Austin-Round Rock-San Marcos, TX Metro Area"
395194,36,"Virginia Beach, VA",VA,Mathews,47260,233221.0,672,32747,50847,56162,60015,50345,62861,65277,62266,52714,40398,37473,65592,40275,38290,50686,60140,35545,17134,22032,36798,32341,42122,12092,16706,15449,25892,21692,27485,36655,38888,31005,41340,30638,31716,31864,25533,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
394902,37,"Nashville, TN",TN,Sumner,34980,181323.0,506,31862,46839,54161,60413,46828,57707,58095,61553,45779,35206,31560,60644,35147,32055,51229,60378,31716,16466,22934,31353,20486,37018,12351,16824,13383,29487,31242,28004,30808,14252,26026,38043,27825,28710,32145,22769,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
395005,38,"Providence, RI",RI,Bristol,39300,260741.5,561,34455,54360,60981,66820,51449,70226,71851,69851,52611,41721,38249,71620,44568,27864,51277,57059,37120,19214,24558,52407,30384,67259,11865,22151,16081,29416,25940,30511,37131,9814,37246,38099,28387,29693,31513,20530,"Providence-New Bedford-Fall River, RI-MA Metro Area"
394862,39,"Milwaukee, WI",WI,Ozaukee,33340,169793.0,484,32873,51336,58554,61802,51376,60552,60531,65705,43237,40079,38892,80558,38025,35264,51175,59359,31503,16027,19983,36021,22051,58440,11244,20284,12093,28933,28464,29163,36099,16297,36645,39025,30173,32282,31077,20380,"Milwaukee-Waukesha-West Allis, WI Metro Area"
394714,40,"Jacksonville, FL",FL,Nassau,27260,169211.0,398,31743,46533,51108,57245,44483,55676,55368,61482,40466,37310,33124,47090,38435,32214,50528,57906,30976,18446,20645,36094,28268,42302,14334,16658,17059,28053,29997,27667,32430,45471,26102,41699,30771,31732,32952,16687,"Jacksonville, FL Metro Area"
394849,41,"Memphis, TN",TN,Shelby,32820,123081.5,477,31179,49011,54630,56801,49312,61147,63984,55943,58801,38611,32915,55348,40458,34885,49548,57490,35751,17056,21509,37671,32850,40537,11643,15099,16454,26802,23880,27550,31895,25205,27216,37404,26911,28538,36151,20299,"Memphis, TN-MS-AR Metro Area"
394935,42,"Oklahoma City, OK",OK,Lincoln,36420,131458.5,524,29829,42427,50101,51649,45205,52903,50023,68522,48518,34074,35742,61826,32389,26921,42867,52438,32362,14068,20103,41077,33545,55071,10768,14116,12075,26126,25892,26251,29925,15873,26126,36867,27218,27173,35151,18368,"Oklahoma City, OK Metro Area"
394807,43,"Louisville-Jefferson County, KY",KY,Oldham,31140,141442.5,453,30719,46839,51359,57009,42325,54548,52001,60777,46788,37887,34056,56050,40084,30976,48351,57458,33075,15725,21016,34723,26784,42805,11941,18149,13775,27112,30170,26592,31683,15787,29151,36376,27304,30692,32071,20445,"Louisville/Jefferson County, KY-IN Metro Area"
394669,44,"Hartford, CT",CT,Tolland,25540,247077.5,373,41121,61749,68983,75806,62018,71109,76034,70227,60169,45725,50546,78545,42187,34176,61858,71949,40818,20000,26778,51803,29422,66306,13538,20979,15993,32479,30114,34877,45955,11544,42306,50432,31718,37141,26577,23518,"Hartford-West Hartford-East Hartford, CT Metro Area"
395022,45,"Richmond, VA",VA,Sussex,40060,208063.5,573,36326,52241,60036,61826,56211,66121,67325,68989,52027,40997,40442,76384,40682,35049,50773,65585,34131,17132,20425,40051,31512,43681,12049,16708,15327,30321,28740,30598,31575,11851,30718,41565,28809,32100,27114,24964,"Richmond, VA Metro Area"
394910,46,"New Orleans, LA",LA,Orleans,35380,181587.5,511,31996,50629,52357,55901,50409,67186,60371,75272,62025,40772,37410,63800,40347,30526,53306,60733,37454,16826,20273,37820,30164,46208,14687,13443,15994,27091,26119,27469,31453,35033,30019,36793,32267,38211,31947,17908,"New Orleans-Metairie-Kenner, LA Metro Area"
394425,47,"Buffalo, NY",NY,Niagara,15380,128420.5,249,31694,47951,52366,58189,48073,55702,52079,63741,42408,37592,32976,54825,40600,29078,48152,53131,33971,16998,24313,55736,25771,63628,10194,19529,17648,26755,25897,27154,38744,34769,36991,40290,30229,32199,25612,21932,"Buffalo-Niagara Falls, NY Metro Area"
395012,48,"Raleigh, NC",NC,Franklin,39580,216284.5,567,35735,51797,58410,64370,49763,70073,75908,67748,53867,36340,36554,53385,33207,40530,51323,58609,38730,16276,20281,41994,39303,43874,11775,16877,11489,30174,28095,30623,26144,11606,21103,37868,26924,31571,26310,19645,"Raleigh-Cary, NC Metro Area"
394388,49,"Birmingham, AL",AL,Shelby,13820,145099.0,231,31605,48868,53671,58286,50601,61976,60151,64923,61154,38041,38830,75449,37130,26741,44673,50889,30902,16058,20109,39746,34864,46250,12511,16260,13693,27355,26550,27885,30391,15922,25882,35656,27385,29959,29985,19697,"Birmingham-Hoover, AL Metro Area"
395053,50,"Salt Lake City, UT",UT,Tooele,41620,234953.5,596,30947,47415,51959,56707,45472,60035,60275,63037,44740,33263,31550,81362,31340,26803,50017,57567,37048,16154,20439,36878,32584,42621,12481,14784,11014,26296,27944,25872,34084,21919,32140,37839,29060,30237,31804,21613,"Salt Lake City, UT Metro Area"
395031,51,"Rochester, NY",NY,Monroe,40380,129631.5,579,32303,49269,56149,62400,46316,56920,56063,65692,43352,40356,33835,71472,42327,30996,47322,55623,32500,17379,21480,45087,22481,70037,11855,20338,12990,26433,21706,27756,36526,23160,36707,41021,30461,31285,31287,25855,"Rochester, NY Metro Area"
394640,52,"Grand Rapids, MI",MI,Ottawa,24340,129634.5,357,29743,47529,51305,53600,48427,55572,57051,56187,45459,36551,40126,62306,32425,26567,48742,55891,31262,13001,20191,40625,15207,54705,10125,14959,11975,25864,26469,25608,30417,16768,28317,36022,27546,28985,31287,22688,"Grand Rapids-Wyoming, MI Metro Area"
395167,53,"Tucson, AZ",AZ,Pima,46060,173117.5,659,28576,46599,49602,51245,45896,64456,60931,76273,52332,32496,34709,60812,30390,32321,55372,61472,35050,17723,22667,40586,31922,42297,12412,15982,14625,22860,22443,22986,29878,24750,27214,35732,24271,26770,26011,11718,"Tucson, AZ Metro Area"
395169,55,"Tulsa, OK",OK,Pawnee,46140,127918.0,661,30632,45496,51938,55444,50160,58384,55788,63022,49402,34605,35010,60891,32912,31317,46872,51408,36449,15882,20613,29459,26561,45653,11601,16097,15783,24854,22440,25804,31364,22539,27729,40925,30018,35378,29949,20961,"Tulsa, OK Metro Area"
394619,56,"Fresno, CA",CA,Fresno,23420,178065.5,345,25890,50693,53867,61281,44189,61928,61943,69828,52244,41706,50494,51215,41163,22367,56908,80521,29099,16421,24787,54026,30780,71318,12907,16077,11754,25855,25109,26189,16788,10770,30401,37007,22820,24025,35282,17190,"Fresno, CA Metro Area"
395238,57,"Worcester, MA",MA,Windham,49340,246521.0,694,37854,60773,67044,76054,59717,75973,76828,77241,67382,39095,32604,57301,37649,31859,55531,62411,39197,19369,26292,47270,17933,67202,11673,20322,12419,31222,30501,31552,41137,30849,40503,42428,31477,33919,35373,20173,"Worcester, MA Metro Area"
394415,58,"Stamford, CT",CT,Fairfield,14860,428485.5,246,42433,72088,96575,101364,81942,80006,82341,71440,76725,48841,47552,111502,42669,45592,68105,75666,42924,20399,23792,42312,20820,78305,15365,21253,16767,36094,35878,36170,40707,31463,35137,52094,27239,31345,25836,23210,"Bridgeport-Stamford-Norwalk, CT Metro Area"
394312,59,"Albuquerque, NM",NM,Sandoval,10740,185018.5,193,31437,46968,51839,55787,47656,65314,58722,76084,56027,33690,38150,50919,31370,29932,46085,55511,31817,17362,25572,38624,31056,41997,14606,16205,13224,25852,25502,26044,30480,21546,27557,32778,27471,26360,35845,17564,"Albuquerque, NM Metro Area"
394308,60,"Albany, NY",NY,Albany,10580,189482.0,191,36117,52387,60554,70116,52250,63688,62397,76200,52365,41633,39692,54029,41817,40137,51029,63107,34293,17190,25372,45861,26656,56261,10521,21169,12365,30136,26282,30768,41081,22865,39289,44048,27641,32379,31712,21105,"Albany-Schenectady-Troy, NY Metro Area"
394938,61,"Omaha, NE",NE,Douglas,36540,151201.0,527,31955,47147,51929,57046,48367,62005,66324,60993,42243,37102,34455,81333,35424,38113,44976,51085,30739,16077,21471,37555,25296,55387,11442,18286,13989,28801,30550,27990,35191,21758,31218,41579,29043,30360,32312,21187,"Omaha-Council Bluffs, NE-IA Metro Area"
394908,62,"New Haven, CT",CT,New Haven,35300,243821.0,509,37403,56985,67902,75007,55621,69389,74719,76857,45013,42031,36065,70146,44725,35112,60783,68041,46424,20586,26989,51898,33760,85048,15384,21167,16517,30848,28264,31679,41842,20796,40611,46660,31898,34549,31844,19979,"New Haven-Milford, CT Metro Area"
394357,63,"Bakersfield, CA",CA,Kern,12540,145036.5,217,27125,51345,56089,57632,51849,68841,50188,75842,68109,40077,38560,37486,46951,25490,47645,65456,31034,17183,17452,62016,36123,70042,12471,16242,11004,23947,20794,26945,21763,14233,35694,40772,25964,24647,35300,21232,"Bakersfield-Delano, CA Metro Area"
394753,64,"Knoxville, TN",TN,Loudon,28940,151607.0,420,30312,45016,51283,54750,46197,56812,50996,65462,50855,37188,32155,72269,37717,26205,44211,51720,31258,16290,21933,37356,34147,45566,10614,17025,17908,25403,22446,26189,27958,19031,25380,32286,29028,30706,35538,19724,"Knoxville, TN Metro Area"
394653,65,"Greenville, SC",SC,Laurens,24860,154301.5,365,29601,47642,52002,57714,47724,59557,51854,63433,35535,35722,32997,62282,34218,35931,51531,59053,35073,13482,23372,34117,21611,36985,11112,17121,10295,26996,22369,28489,26455,12409,22451,34399,26482,29445,25006,19599,"Greenville-Mauldin-Easley, SC Metro Area"
394952,66,"Ventura, CA",CA,Ventura,37100,434641.5,535,35140,62132,71513,80228,58548,76119,80855,76139,72091,49372,47099,93542,45096,40040,52168,62078,36472,18625,26182,80769,51107,86857,13596,18641,16217,30156,30146,30161,24521,17218,33091,40168,26674,30478,36890,15442,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
394318,67,"Allentown, PA",PA,Lehigh,10900,201591.0,196,34706,52283,65613,75090,52364,60957,72033,59938,50796,41713,36422,52135,43847,30234,49869,60449,25646,16876,21342,37231,18434,73603,13063,18545,14710,28358,28144,28424,41711,25885,40849,43926,31596,34246,40641,21367,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
394561,68,"El Paso, TX",TX,El Paso,21340,127225.5,321,22559,44989,45459,46968,41566,51188,49946,60951,40801,40985,35297,85906,42872,13786,49622,58588,33854,12445,14943,36913,16335,55622,9972,11653,11857,20930,19271,21449,22397,18247,21003,24893,21953,18662,31110,15534,"El Paso, TX Metro Area"
394367,69,"Baton Rouge, LA",LA,Ascension,12940,177266.0,221,31807,49517,51948,51798,52290,65341,55184,77007,45948,41092,31668,82153,40936,29981,50215,57353,35387,16259,17671,36219,30907,38002,12710,16147,13129,23540,23041,23821,40283,20929,39978,45348,32059,43537,30649,18937,"Baton Rouge, LA Metro Area"
394521,70,"Dayton, OH",OH,Greene,19380,106154.5,300,29855,48326,52441,57692,44588,61520,61274,65245,52953,37322,30995,61261,38748,32599,47667,58078,32161,13887,22609,46948,36975,54809,8576,14869,14389,24691,20998,25919,32682,13832,30832,36844,26943,29218,31489,21121,"Dayton, OH Metro Area"
394843,71,"McAllen, TX",TX,Hidalgo,32580,82850.5,474,20074,40938,38610,38939,38235,36793,29878,52331,26406,40782,35749,32130,41824,22717,50872,67320,31246,12269,12382,36637,23808,47381,11359,12946,8686,18791,16980,19840,17979,13557,17661,20141,20860,19214,26705,16180,"McAllen-Edinburg-Mission, TX Metro Area"
394486,72,"Columbia, SC",SC,Saluda,17900,147537.0,280,30186,45775,50128,50610,45977,55998,52424,65220,40966,37150,35010,46268,38220,37321,47274,53263,36577,16174,22670,31916,21143,36536,12634,14172,15238,26590,23511,27641,27340,19076,23867,35915,26001,30048,22549,19048,"Columbia, SC Metro Area"
394648,73,"Greensboro, NC",NC,Randolph,24660,130481.5,363,28275,43648,50841,52042,42242,57400,55451,71271,38250,37733,38928,60479,36768,35437,44930,52544,27591,15720,18473,31870,26768,42974,12013,17808,13921,25981,22568,27135,26207,27524,20967,31180,26082,27612,25443,19939,"Greensboro-High Point, NC Metro Area"
394304,74,"Akron, OH",OH,Summit,10420,129733.5,188,31270,51124,58105,62217,49851,65259,67541,62170,47056,36890,39157,51574,35653,30822,48378,52343,35529,14587,17883,47216,45054,51448,9725,21577,15374,25746,23569,26431,32323,14898,31117,36794,29013,30999,27169,23105,"Akron, OH Metro Area"
753906,75,"North Port-Sarasota-Bradenton, FL",FL,Manatee,35840,184731.5,515,27940,45939,49408,50673,44873,52327,70069,45672,35393,32356,30516,46560,39631,22634,52492,60083,31243,18820,23243,39149,37819,51023,12299,19589,16267,25899,23652,27075,27950,9413,26530,30038,22184,25884,25757,15126,"North Port-Bradenton-Sarasota, FL Metro Area"
394798,76,"Little Rock, AR",AR,Lonoke,30780,140968.5,448,31263,46696,50374,51871,46344,53142,52383,64243,44066,37797,39786,50446,37403,33499,50772,56903,34969,15088,25205,35730,22013,42366,11035,16385,13788,26934,26243,27336,31192,21379,26626,36623,26654,25822,36606,21247,"Little Rock-North Little Rock-Conway, AR Metro Area"
395134,77,"Stockton, CA",CA,San Joaquin,44700,184636.5,642,30842,52124,52257,57880,45423,75957,76158,80013,54725,40340,45875,46534,38250,32292,69734,83893,37252,16421,26207,70496,30475,83948,11613,18734,11710,27987,21953,31254,22264,10485,37595,36922,30275,30112,35396,22674,"Stockton, CA Metro Area"
394457,78,"Charleston, SC",SC,Berkeley,16700,205114.5,262,31783,47334,53349,55412,49921,57500,52458,60308,50259,36223,32303,51443,35388,32383,46767,54916,35907,15037,20610,34156,32230,36156,11653,13798,13741,27211,27128,27256,33835,22196,22243,43478,31182,36900,27737,29040,"Charleston-North Charleston-Summerville, SC Metro Area"
395143,79,"Syracuse, NY",NY,Oswego,45060,126493.5,645,32515,49133,51851,53784,49033,58191,57894,67155,49210,40204,35134,59902,42015,37396,50965,60009,37158,16938,23791,34259,30409,55305,10578,19717,15355,28280,28152,28329,38188,27898,39788,40016,31064,32701,31697,25459,"Syracuse, NY Metro Area"
394484,80,"Colorado Springs, CO",CO,Teller,17820,213406.5,278,30686,50530,53455,60960,49386,76014,77432,77078,41715,34592,33721,51750,34824,25900,52075,57203,35132,16098,23542,45833,36196,61121,11889,17237,12649,26426,24002,27703,31287,11408,26575,37538,22259,25820,26451,14064,"Colorado Springs, CO Metro Area"
