region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
North East,New England,Rhode Island,44,2018,March,118
North East,New England,Vermont,50,2018,March,137
North East,mid atlantic,New Jersey,34,2018,March,2319
North East,mid atlantic,New York,36,2018,March,3841
North East,mid atlantic,Pennsylvania,42,2018,March,1948
Midwest,East North Central,Illinois,17,2018,March,2224
Midwest,East North Central,Indiana,18,2018,March,2360
Midwest,East North Central,Michigan,26,2018,March,1644
Midwest,East North Central,Ohio,39,2018,March,1799
Midwest,East North Central,Wisconsin,55,2018,March,1522
Midwest,West North Central,Iowa,19,2018,March,1025
Midwest,West North Central,Kansas,20,2018,March,773
Midwest,West North Central,Minnesota,27,2018,March,1650
Midwest,West North Central,Missouri,29,2018,March,1789
Midwest,West North Central,Nebraska,31,2018,March,585
Midwest,West North Central,North Dakota,38,2018,March,129
Midwest,West North Central,South Dakota,46,2018,March,418
South,South Atlantic,Delaware,10,2018,March,507
South,South Atlantic,District of Columbia,11,2018,March,359
South,South Atlantic,Florida,12,2018,March,11321
South,South Atlantic,Georgia,13,2018,March,5989
South,South Atlantic,Maryland,24,2018,March,1990
South,South Atlantic,North Carolina,37,2018,March,5582
South,South Atlantic,South Carolina,45,2018,March,3337
South,South Atlantic,Virginia,51,2018,March,2914
South,South Atlantic,West Virginia,54,2018,March,268
South,East South Central,Alabama,1,2018,March,1136
South,East South Central,Kentucky,21,2018,March,1230
South,East South Central,Mississippi,28,2018,March,568
South,East South Central,Tennessee,47,2018,March,3022
South,West South Central,Arkansas,5,2018,March,1244
South,West South Central,Louisiana,22,2018,March,1449
South,West South Central,Oklahoma,40,2018,March,899
South,West South Central,Texas,48,2018,March,15486
West,Mountain,Arizona,4,2018,March,3132
West,Mountain,Colorado,8,2018,March,5473
West,Mountain,Idaho,16,2018,March,1480
West,Mountain,Montana,30,2018,March,295
West,Mountain,Nevada,32,2018,March,1577
West,Mountain,New Mexico,35,2018,March,635
West,Mountain,Utah,49,2018,March,2417
West,Mountain,Wyoming,56,2018,March,166
West,Pacific,Alaska,2,2018,March,140
West,Pacific,California,6,2018,March,11546
West,Pacific,Hawaii,15,2018,March,355
West,Pacific,Oregon,41,2018,March,1661
West,Pacific,Washington,53,2018,March,5006
North East,New England,Connecticut,9,2018,April,290
North East,New England,Maine,23,2018,April,343
North East,New England,Massachusetts,25,2018,April,813
North East,New England,New Hampshire,33,2018,April,226
North East,New England,Rhode Island,44,2018,April,93
North East,New England,Vermont,50,2018,April,100
North East,mid atlantic,New Jersey,34,2018,April,1611
North East,mid atlantic,New York,36,2018,April,2300
North East,mid atlantic,Pennsylvania,42,2018,April,2062
Midwest,East North Central,Illinois,17,2018,April,1985
Midwest,East North Central,Indiana,18,2018,April,2345
Midwest,East North Central,Michigan,26,2018,April,2129
Midwest,East North Central,Ohio,39,2018,April,2089
Midwest,East North Central,Wisconsin,55,2018,April,2015
Midwest,West North Central,Iowa,19,2018,April,1294
Midwest,West North Central,Kansas,20,2018,April,792
Midwest,West North Central,Minnesota,27,2018,April,1860
Midwest,West North Central,Missouri,29,2018,April,1487
Midwest,West North Central,Nebraska,31,2018,April,1410
Midwest,West North Central,North Dakota,38,2018,April,321
Midwest,West North Central,South Dakota,46,2018,April,467
South,South Atlantic,Delaware,10,2018,April,532
South,South Atlantic,District of Columbia,11,2018,April,63
South,South Atlantic,Florida,12,2018,April,13793
South,South Atlantic,Georgia,13,2018,April,4471
South,South Atlantic,Maryland,24,2018,April,1555
South,South Atlantic,North Carolina,37,2018,April,6368
South,South Atlantic,South Carolina,45,2018,April,3219
South,South Atlantic,Virginia,51,2018,April,2909
South,South Atlantic,West Virginia,54,2018,April,296
South,East South Central,Alabama,1,2018,April,1353
South,East South Central,Kentucky,21,2018,April,1769
South,East South Central,Mississippi,28,2018,April,676
South,East South Central,Tennessee,47,2018,April,3658
South,West South Central,Arkansas,5,2018,April,1088
South,West South Central,Louisiana,22,2018,April,1480
South,West South Central,Oklahoma,40,2018,April,940
South,West South Central,Texas,48,2018,April,19795
West,Mountain,Arizona,4,2018,April,4261
West,Mountain,Colorado,8,2018,April,3672
West,Mountain,Idaho,16,2018,April,1117
West,Mountain,Montana,30,2018,April,422
West,Mountain,Nevada,32,2018,April,1510
West,Mountain,New Mexico,35,2018,April,429
West,Mountain,Utah,49,2018,April,2028
West,Mountain,Wyoming,56,2018,April,149
West,Pacific,Alaska,2,2018,April,129
West,Pacific,California,6,2018,April,10136
West,Pacific,Hawaii,15,2018,April,265
West,Pacific,Oregon,41,2018,April,1595
West,Pacific,Washington,53,2018,April,4150
North East,New England,Connecticut,9,2018,May,383
North East,New England,Maine,23,2018,May,429
North East,New England,Massachusetts,25,2018,May,2238
North East,New England,New Hampshire,33,2018,May,377
North East,New England,Rhode Island,44,2018,May,152
North East,New England,Vermont,50,2018,May,172
North East,mid atlantic,New Jersey,34,2018,May,2353
North East,mid atlantic,New York,36,2018,May,4844
North East,mid atlantic,Pennsylvania,42,2018,May,2559
Midwest,East North Central,Illinois,17,2018,May,2998
Midwest,East North Central,Indiana,18,2018,May,2537
Midwest,East North Central,Michigan,26,2018,May,2148
Midwest,East North Central,Ohio,39,2018,May,3147
Midwest,East North Central,Wisconsin,55,2018,May,2033
Midwest,West North Central,Iowa,19,2018,May,1279
Midwest,West North Central,Kansas,20,2018,May,1001
Midwest,West North Central,Minnesota,27,2018,May,2908
Midwest,West North Central,Missouri,29,2018,May,1587
Midwest,West North Central,Nebraska,31,2018,May,781
Midwest,West North Central,North Dakota,38,2018,May,571
Midwest,West North Central,South Dakota,46,2018,May,604
South,South Atlantic,Delaware,10,2018,May,677
South,South Atlantic,District of Columbia,11,2018,May,112
South,South Atlantic,Florida,12,2018,May,11192
South,South Atlantic,Georgia,13,2018,May,5600
South,South Atlantic,Maryland,24,2018,May,1391
South,South Atlantic,North Carolina,37,2018,May,6649
South,South Atlantic,South Carolina,45,2018,May,3072
South,South Atlantic,Virginia,51,2018,May,2432
South,South Atlantic,West Virginia,54,2018,May,290
South,East South Central,Alabama,1,2018,May,1546
South,East South Central,Kentucky,21,2018,May,1055
South,East South Central,Mississippi,28,2018,May,677
South,East South Central,Tennessee,47,2018,May,3665
South,West South Central,Arkansas,5,2018,May,792
South,West South Central,Louisiana,22,2018,May,1655
South,West South Central,Oklahoma,40,2018,May,1081
South,West South Central,Texas,48,2018,May,16526
West,Mountain,Arizona,4,2018,May,3621
West,Mountain,Colorado,8,2018,May,3675
West,Mountain,Idaho,16,2018,May,1311
West,Mountain,Montana,30,2018,May,380
West,Mountain,Nevada,32,2018,May,2080
West,Mountain,New Mexico,35,2018,May,417
West,Mountain,Utah,49,2018,May,2486
West,Mountain,Wyoming,56,2018,May,194
West,Pacific,Alaska,2,2018,May,186
West,Pacific,California,6,2018,May,12089
West,Pacific,Hawaii,15,2018,May,348
West,Pacific,Oregon,41,2018,May,1416
West,Pacific,Washington,53,2018,May,3318
North East,New England,Connecticut,9,2018,June,413
North East,New England,Maine,23,2018,June,467
North East,New England,Massachusetts,25,2018,June,1587
North East,New England,New Hampshire,33,2018,June,476
North East,New England,Rhode Island,44,2018,June,88
North East,New England,Vermont,50,2018,June,153
North East,mid atlantic,New Jersey,34,2018,June,2909
North East,mid atlantic,New York,36,2018,June,3276
North East,mid atlantic,Pennsylvania,42,2018,June,2127
Midwest,East North Central,Illinois,17,2018,June,1896
Midwest,East North Central,Indiana,18,2018,June,1710
Midwest,East North Central,Michigan,26,2018,June,1758
Midwest,East North Central,Ohio,39,2018,June,1737
Midwest,East North Central,Wisconsin,55,2018,June,1953
Midwest,West North Central,Iowa,19,2018,June,1209
Midwest,West North Central,Kansas,20,2018,June,586
Midwest,West North Central,Minnesota,27,2018,June,2621
Midwest,West North Central,Missouri,29,2018,June,1797
Midwest,West North Central,Nebraska,31,2018,June,570
Midwest,West North Central,North Dakota,38,2018,June,304
Midwest,West North Central,South Dakota,46,2018,June,342
South,South Atlantic,Delaware,10,2018,June,489
South,South Atlantic,District of Columbia,11,2018,June,799
South,South Atlantic,Florida,12,2018,June,12957
South,South Atlantic,Georgia,13,2018,June,4016
South,South Atlantic,Maryland,24,2018,June,1334
South,South Atlantic,North Carolina,37,2018,June,5519
South,South Atlantic,South Carolina,45,2018,June,3438
South,South Atlantic,Virginia,51,2018,June,2886
South,South Atlantic,West Virginia,54,2018,June,314
South,East South Central,Alabama,1,2018,June,1225
South,East South Central,Kentucky,21,2018,June,1466
South,East South Central,Mississippi,28,2018,June,799
South,East South Central,Tennessee,47,2018,June,3616
South,West South Central,Arkansas,5,2018,June,916
South,West South Central,Louisiana,22,2018,June,1401
South,West South Central,Oklahoma,40,2018,June,833
South,West South Central,Texas,48,2018,June,19086
West,Mountain,Arizona,4,2018,June,3557
West,Mountain,Colorado,8,2018,June,3674
West,Mountain,Idaho,16,2018,June,1400
West,Mountain,Montana,30,2018,June,436
West,Mountain,Nevada,32,2018,June,1163
West,Mountain,New Mexico,35,2018,June,497
West,Mountain,Utah,49,2018,June,2535
West,Mountain,Wyoming,56,2018,June,196
West,Pacific,Alaska,2,2018,June,221
West,Pacific,California,6,2018,June,12952
West,Pacific,Hawaii,15,2018,June,464
West,Pacific,Oregon,41,2018,June,1347
West,Pacific,Washington,53,2018,June,4124
North East,New England,Connecticut,9,2018,July,494
North East,New England,Maine,23,2018,July,347
North East,New England,Massachusetts,25,2018,July,1038
North East,New England,New Hampshire,33,2018,July,321
North East,New England,Rhode Island,44,2018,July,99
North East,New England,Vermont,50,2018,July,187
North East,mid atlantic,New Jersey,34,2018,July,1960
North East,mid atlantic,New York,36,2018,July,4095
North East,mid atlantic,Pennsylvania,42,2018,July,2597
Midwest,East North Central,Illinois,17,2018,July,1621
Midwest,East North Central,Indiana,18,2018,July,1958
Midwest,East North Central,Michigan,26,2018,July,1645
Midwest,East North Central,Ohio,39,2018,July,2603
Midwest,East North Central,Wisconsin,55,2018,July,1829
Midwest,West North Central,Iowa,19,2018,July,1365
Midwest,West North Central,Kansas,20,2018,July,714
Midwest,West North Central,Minnesota,27,2018,July,2595
Midwest,West North Central,Missouri,29,2018,July,897
Midwest,West North Central,Nebraska,31,2018,July,604
Midwest,West North Central,North Dakota,38,2018,July,308
Midwest,West North Central,South Dakota,46,2018,July,365
South,South Atlantic,Delaware,10,2018,July,499
South,South Atlantic,District of Columbia,11,2018,July,30
South,South Atlantic,Florida,12,2018,July,12952
South,South Atlantic,Georgia,13,2018,July,4666
South,South Atlantic,Maryland,24,2018,July,1810
South,South Atlantic,North Carolina,37,2018,July,6055
South,South Atlantic,South Carolina,45,2018,July,3021
South,South Atlantic,Virginia,51,2018,July,2956
South,South Atlantic,West Virginia,54,2018,July,206
South,East South Central,Alabama,1,2018,July,1278
South,East South Central,Kentucky,21,2018,July,1097
South,East South Central,Mississippi,28,2018,July,677
South,East South Central,Tennessee,47,2018,July,3744
South,West South Central,Arkansas,5,2018,July,774
South,West South Central,Louisiana,22,2018,July,1148
South,West South Central,Oklahoma,40,2018,July,794
South,West South Central,Texas,48,2018,July,16171
West,Mountain,Arizona,4,2018,July,4509
West,Mountain,Colorado,8,2018,July,3283
West,Mountain,Idaho,16,2018,July,1205
West,Mountain,Montana,30,2018,July,398
West,Mountain,Nevada,32,2018,July,1236
West,Mountain,New Mexico,35,2018,July,413
West,Mountain,Utah,49,2018,July,2032
West,Mountain,Wyoming,56,2018,July,169
West,Pacific,Alaska,2,2018,July,133
West,Pacific,California,6,2018,July,9497
West,Pacific,Hawaii,15,2018,July,270
West,Pacific,Oregon,41,2018,July,1345
West,Pacific,Washington,53,2018,July,3023
North East,New England,Connecticut,9,2018,August,349
North East,New England,Maine,23,2018,August,375
North East,New England,Massachusetts,25,2018,August,864
North East,New England,New Hampshire,33,2018,August,328
North East,New England,Rhode Island,44,2018,August,187
North East,New England,Vermont,50,2018,August,137
North East,mid atlantic,New Jersey,34,2018,August,2083
North East,mid atlantic,New York,36,2018,August,2825
North East,mid atlantic,Pennsylvania,42,2018,August,1840
Midwest,East North Central,Illinois,17,2018,August,1853
Midwest,East North Central,Indiana,18,2018,August,2098
Midwest,East North Central,Michigan,26,2018,August,2176
Midwest,East North Central,Ohio,39,2018,August,1962
Midwest,East North Central,Wisconsin,55,2018,August,1666
Midwest,West North Central,Iowa,19,2018,August,1016
Midwest,West North Central,Kansas,20,2018,August,1346
Midwest,West North Central,Minnesota,27,2018,August,4176
Midwest,West North Central,Missouri,29,2018,August,1580
Midwest,West North Central,Nebraska,31,2018,August,789
Midwest,West North Central,North Dakota,38,2018,August,404
Midwest,West North Central,South Dakota,46,2018,August,624
South,South Atlantic,Delaware,10,2018,August,535
South,South Atlantic,District of Columbia,11,2018,August,340
South,South Atlantic,Florida,12,2018,August,12439
South,South Atlantic,Georgia,13,2018,August,4476
South,South Atlantic,Maryland,24,2018,August,2181
South,South Atlantic,North Carolina,37,2018,August,7348
South,South Atlantic,South Carolina,45,2018,August,3612
South,South Atlantic,Virginia,51,2018,August,2214
South,South Atlantic,West Virginia,54,2018,August,509
South,East South Central,Alabama,1,2018,August,1381
South,East South Central,Kentucky,21,2018,August,1526
South,East South Central,Mississippi,28,2018,August,572
South,East South Central,Tennessee,47,2018,August,3737
South,West South Central,Arkansas,5,2018,August,715
South,West South Central,Louisiana,22,2018,August,1767
South,West South Central,Oklahoma,40,2018,August,867
South,West South Central,Texas,48,2018,August,15564
West,Mountain,Arizona,4,2018,August,3738
West,Mountain,Colorado,8,2018,August,3320
West,Mountain,Idaho,16,2018,August,1379
West,Mountain,Montana,30,2018,August,339
West,Mountain,Nevada,32,2018,August,1352
West,Mountain,New Mexico,35,2018,August,416
West,Mountain,Utah,49,2018,August,2406
West,Mountain,Wyoming,56,2018,August,155
West,Pacific,Alaska,2,2018,August,165
West,Pacific,California,6,2018,August,8826
West,Pacific,Hawaii,15,2018,August,332
West,Pacific,Oregon,41,2018,August,1706
West,Pacific,Washington,53,2018,August,4338
North East,New England,Connecticut,9,2018,September,269
North East,New England,Maine,23,2018,September,457
North East,New England,Massachusetts,25,2018,September,905
North East,New England,New Hampshire,33,2018,September,253
North East,New England,Rhode Island,44,2018,September,72
North East,New England,Vermont,50,2018,September,181
North East,mid atlantic,New Jersey,34,2018,September,2076
North East,mid atlantic,New York,36,2018,September,2122
North East,mid atlantic,Pennsylvania,42,2018,September,1830
Midwest,East North Central,Illinois,17,2018,September,2482
Midwest,East North Central,Indiana,18,2018,September,1361
Midwest,East North Central,Michigan,26,2018,September,1614
Midwest,East North Central,Ohio,39,2018,September,1478
Midwest,East North Central,Wisconsin,55,2018,September,1877
Midwest,West North Central,Iowa,19,2018,September,736
Midwest,West North Central,Kansas,20,2018,September,766
Midwest,West North Central,Minnesota,27,2018,September,2215
Midwest,West North Central,Missouri,29,2018,September,870
Midwest,West North Central,Nebraska,31,2018,September,718
Midwest,West North Central,North Dakota,38,2018,September,675
Midwest,West North Central,South Dakota,46,2018,September,455
South,South Atlantic,Delaware,10,2018,September,440
South,South Atlantic,District of Columbia,11,2018,September,228
South,South Atlantic,Florida,12,2018,September,10481
South,South Atlantic,Georgia,13,2018,September,4264
South,South Atlantic,Maryland,24,2018,September,1535
South,South Atlantic,North Carolina,37,2018,September,4247
South,South Atlantic,South Carolina,45,2018,September,2620
South,South Atlantic,Virginia,51,2018,September,3306
South,South Atlantic,West Virginia,54,2018,September,248
South,East South Central,Alabama,1,2018,September,1040
South,East South Central,Kentucky,21,2018,September,1364
South,East South Central,Mississippi,28,2018,September,524
South,East South Central,Tennessee,47,2018,September,3799
South,West South Central,Arkansas,5,2018,September,720
South,West South Central,Louisiana,22,2018,September,1354
South,West South Central,Oklahoma,40,2018,September,716
South,West South Central,Texas,48,2018,September,13362
West,Mountain,Arizona,4,2018,September,3230
West,Mountain,Colorado,8,2018,September,4166
West,Mountain,Idaho,16,2018,September,1407
West,Mountain,Montana,30,2018,September,396
West,Mountain,Nevada,32,2018,September,1118
West,Mountain,New Mexico,35,2018,September,309
West,Mountain,Utah,49,2018,September,2091
West,Mountain,Wyoming,56,2018,September,139
West,Pacific,Alaska,2,2018,September,128
West,Pacific,California,6,2018,September,7424
West,Pacific,Hawaii,15,2018,September,487
West,Pacific,Oregon,41,2018,September,1433
West,Pacific,Washington,53,2018,September,3392
North East,New England,Connecticut,9,2018,October,439
North East,New England,Maine,23,2018,October,485
North East,New England,Massachusetts,25,2018,October,1155
North East,New England,New Hampshire,33,2018,October,447
North East,New England,Rhode Island,44,2018,October,91
North East,New England,Vermont,50,2018,October,286
North East,mid atlantic,New Jersey,34,2018,October,2376
North East,mid atlantic,New York,36,2018,October,2748
North East,mid atlantic,Pennsylvania,42,2018,October,2768
Midwest,East North Central,Illinois,17,2018,October,2117
Midwest,East North Central,Indiana,18,2018,October,2083
Midwest,East North Central,Michigan,26,2018,October,2936
Midwest,East North Central,Ohio,39,2018,October,2167
Midwest,East North Central,Wisconsin,55,2018,October,1638
Midwest,West North Central,Iowa,19,2018,October,1452
Midwest,West North Central,Kansas,20,2018,October,1340
Midwest,West North Central,Minnesota,27,2018,October,2631
Midwest,West North Central,Missouri,29,2018,October,1671
Midwest,West North Central,Nebraska,31,2018,October,690
Midwest,West North Central,North Dakota,38,2018,October,342
Midwest,West North Central,South Dakota,46,2018,October,457
South,South Atlantic,Delaware,10,2018,October,569
South,South Atlantic,District of Columbia,11,2018,October,1023
South,South Atlantic,Florida,12,2018,October,12123
South,South Atlantic,Georgia,13,2018,October,5778
South,South Atlantic,Maryland,24,2018,October,1271
South,South Atlantic,North Carolina,37,2018,October,5022
South,South Atlantic,South Carolina,45,2018,October,2856
South,South Atlantic,Virginia,51,2018,October,2415
South,South Atlantic,West Virginia,54,2018,October,221
South,East South Central,Alabama,1,2018,October,1130
South,East South Central,Kentucky,21,2018,October,1303
South,East South Central,Mississippi,28,2018,October,695
South,East South Central,Tennessee,47,2018,October,3956
South,West South Central,Arkansas,5,2018,October,707
South,West South Central,Louisiana,22,2018,October,1285
South,West South Central,Oklahoma,40,2018,October,1092
South,West South Central,Texas,48,2018,October,13241
West,Mountain,Arizona,4,2018,October,3156
West,Mountain,Colorado,8,2018,October,3326
West,Mountain,Idaho,16,2018,October,1329
West,Mountain,Montana,30,2018,October,420
West,Mountain,Nevada,32,2018,October,1736
West,Mountain,New Mexico,35,2018,October,423
West,Mountain,Utah,49,2018,October,2146
West,Mountain,Wyoming,56,2018,October,172
West,Pacific,Alaska,2,2018,October,129
West,Pacific,California,6,2018,October,8745
West,Pacific,Hawaii,15,2018,October,364
West,Pacific,Oregon,41,2018,October,2008
West,Pacific,Washington,53,2018,October,3606
North East,New England,Connecticut,9,2018,November,354
North East,New England,Maine,23,2018,November,335
North East,New England,Massachusetts,25,2018,November,1023
North East,New England,New Hampshire,33,2018,November,232
North East,New England,Rhode Island,44,2018,November,80
North East,New England,Vermont,50,2018,November,153
North East,mid atlantic,New Jersey,34,2018,November,2058
North East,mid atlantic,New York,36,2018,November,3575
North East,mid atlantic,Pennsylvania,42,2018,November,1640
Midwest,East North Central,Illinois,17,2018,November,2494
Midwest,East North Central,Indiana,18,2018,November,1552
Midwest,East North Central,Michigan,26,2018,November,1353
Midwest,East North Central,Ohio,39,2018,November,1870
Midwest,East North Central,Wisconsin,55,2018,November,1168
Midwest,West North Central,Iowa,19,2018,November,759
Midwest,West North Central,Kansas,20,2018,November,499
Midwest,West North Central,Minnesota,27,2018,November,1787
Midwest,West North Central,Missouri,29,2018,November,1357
Midwest,West North Central,Nebraska,31,2018,November,740
Midwest,West North Central,North Dakota,38,2018,November,111
Midwest,West North Central,South Dakota,46,2018,November,190
South,South Atlantic,Delaware,10,2018,November,548
South,South Atlantic,District of Columbia,11,2018,November,662
South,South Atlantic,Florida,12,2018,November,12159
South,South Atlantic,Georgia,13,2018,November,4924
South,South Atlantic,Maryland,24,2018,November,1477
South,South Atlantic,North Carolina,37,2018,November,4571
South,South Atlantic,South Carolina,45,2018,November,2718
South,South Atlantic,Virginia,51,2018,November,2073
South,South Atlantic,West Virginia,54,2018,November,233
South,East South Central,Alabama,1,2018,November,1111
South,East South Central,Kentucky,21,2018,November,792
South,East South Central,Mississippi,28,2018,November,496
South,East South Central,Tennessee,47,2018,November,2679
South,West South Central,Arkansas,5,2018,November,759
South,West South Central,Louisiana,22,2018,November,983
South,West South Central,Oklahoma,40,2018,November,748
South,West South Central,Texas,48,2018,November,15265
West,Mountain,Arizona,4,2018,November,2563
West,Mountain,Colorado,8,2018,November,3649
West,Mountain,Idaho,16,2018,November,1138
West,Mountain,Montana,30,2018,November,240
West,Mountain,Nevada,32,2018,November,1632
West,Mountain,New Mexico,35,2018,November,324
West,Mountain,Utah,49,2018,November,1910
West,Mountain,Wyoming,56,2018,November,133
West,Pacific,Alaska,2,2018,November,106
West,Pacific,California,6,2018,November,7741
West,Pacific,Hawaii,15,2018,November,270
West,Pacific,Oregon,41,2018,November,1824
West,Pacific,Washington,53,2018,November,3941
North East,New England,Connecticut,9,2018,December,525
North East,New England,Maine,23,2018,December,282
North East,New England,Massachusetts,25,2018,December,1339
North East,New England,New Hampshire,33,2018,December,185
North East,New England,Rhode Island,44,2018,December,64
North East,New England,Vermont,50,2018,December,97
North East,mid atlantic,New Jersey,34,2018,December,1701
North East,mid atlantic,New York,36,2018,December,3277
North East,mid atlantic,Pennsylvania,42,2018,December,1630
Midwest,East North Central,Illinois,17,2018,December,1204
Midwest,East North Central,Indiana,18,2018,December,1091
Midwest,East North Central,Michigan,26,2018,December,981
Midwest,East North Central,Ohio,39,2018,December,1155
Midwest,East North Central,Wisconsin,55,2018,December,697
Midwest,West North Central,Iowa,19,2018,December,417
Midwest,West North Central,Kansas,20,2018,December,379
Midwest,West North Central,Minnesota,27,2018,December,987
Midwest,West North Central,Missouri,29,2018,December,654
Midwest,West North Central,Nebraska,31,2018,December,435
Midwest,West North Central,North Dakota,38,2018,December,112
Midwest,West North Central,South Dakota,46,2018,December,171
South,South Atlantic,Delaware,10,2018,December,500
South,South Atlantic,District of Columbia,11,2018,December,637
South,South Atlantic,Florida,12,2018,December,11548
South,South Atlantic,Georgia,13,2018,December,3316
South,South Atlantic,Maryland,24,2018,December,1314
South,South Atlantic,North Carolina,37,2018,December,5512
South,South Atlantic,South Carolina,45,2018,December,2843
South,South Atlantic,Virginia,51,2018,December,1665
South,South Atlantic,West Virginia,54,2018,December,213
South,East South Central,Alabama,1,2018,December,865
South,East South Central,Kentucky,21,2018,December,887
South,East South Central,Mississippi,28,2018,December,496
South,East South Central,Tennessee,47,2018,December,2139
South,West South Central,Arkansas,5,2018,December,789
South,West South Central,Louisiana,22,2018,December,979
South,West South Central,Oklahoma,40,2018,December,634
South,West South Central,Texas,48,2018,December,14984
West,Mountain,Arizona,4,2018,December,3166
West,Mountain,Colorado,8,2018,December,4293
West,Mountain,Idaho,16,2018,December,938
West,Mountain,Montana,30,2018,December,324
West,Mountain,Nevada,32,2018,December,1140
West,Mountain,New Mexico,35,2018,December,349
West,Mountain,Utah,49,2018,December,2210
West,Mountain,Wyoming,56,2018,December,101
West,Pacific,Alaska,2,2018,December,136
West,Pacific,California,6,2018,December,10709
West,Pacific,Hawaii,15,2018,December,222
West,Pacific,Oregon,41,2018,December,1495
West,Pacific,Washington,53,2018,December,3564
North East,New England,Connecticut,9,2019,January,278
North East,New England,Maine,23,2019,January,357
North East,New England,Massachusetts,25,2019,January,819
North East,New England,New Hampshire,33,2019,January,338
North East,New England,Rhode Island,44,2019,January,67
North East,New England,Vermont,50,2019,January,73
North East,mid atlantic,New Jersey,34,2019,January,1778
North East,mid atlantic,New York,36,2019,January,4036
North East,mid atlantic,Pennsylvania,42,2019,January,1353
Midwest,East North Central,Illinois,17,2019,January,1296
Midwest,East North Central,Indiana,18,2019,January,1528
Midwest,East North Central,Michigan,26,2019,January,1187
Midwest,East North Central,Ohio,39,2019,January,1095
Midwest,East North Central,Wisconsin,55,2019,January,726
Midwest,West North Central,Iowa,19,2019,January,425
Midwest,West North Central,Kansas,20,2019,January,428
Midwest,West North Central,Minnesota,27,2019,January,1352
Midwest,West North Central,Missouri,29,2019,January,1098
Midwest,West North Central,Nebraska,31,2019,January,621
Midwest,West North Central,North Dakota,38,2019,January,45
Midwest,West North Central,South Dakota,46,2019,January,182
South,South Atlantic,Delaware,10,2019,January,604
South,South Atlantic,District of Columbia,11,2019,January,591
South,South Atlantic,Florida,12,2019,January,11190
South,South Atlantic,Georgia,13,2019,January,4045
South,South Atlantic,Maryland,24,2019,January,1743
South,South Atlantic,North Carolina,37,2019,January,4219
South,South Atlantic,South Carolina,45,2019,January,3483
South,South Atlantic,Virginia,51,2019,January,2859
South,South Atlantic,West Virginia,54,2019,January,287
South,East South Central,Alabama,1,2019,January,1169
South,East South Central,Kentucky,21,2019,January,935
South,East South Central,Mississippi,28,2019,January,623
South,East South Central,Tennessee,47,2019,January,2733
South,West South Central,Arkansas,5,2019,January,643
South,West South Central,Louisiana,22,2019,January,1133
South,West South Central,Oklahoma,40,2019,January,740
South,West South Central,Texas,48,2019,January,14258
West,Mountain,Arizona,4,2019,January,2641
West,Mountain,Colorado,8,2019,January,3026
West,Mountain,Idaho,16,2019,January,880
West,Mountain,Montana,30,2019,January,280
West,Mountain,Nevada,32,2019,January,1204
West,Mountain,New Mexico,35,2019,January,349
West,Mountain,Utah,49,2019,January,1594
West,Mountain,Wyoming,56,2019,January,103
West,Pacific,Alaska,2,2019,January,90
West,Pacific,California,6,2019,January,9373
West,Pacific,Hawaii,15,2019,January,432
West,Pacific,Oregon,41,2019,January,1255
West,Pacific,Washington,53,2019,January,2875
North East,New England,Connecticut,9,2019,February,310
North East,New England,Maine,23,2019,February,380
North East,New England,Massachusetts,25,2019,February,816
North East,New England,New Hampshire,33,2019,February,161
North East,New England,Rhode Island,44,2019,February,70
North East,New England,Vermont,50,2019,February,134
North East,mid atlantic,New Jersey,34,2019,February,1520
North East,mid atlantic,New York,36,2019,February,2924
North East,mid atlantic,Pennsylvania,42,2019,February,1686
Midwest,East North Central,Illinois,17,2019,February,1229
Midwest,East North Central,Indiana,18,2019,February,1279
Midwest,East North Central,Michigan,26,2019,February,1611
Midwest,East North Central,Ohio,39,2019,February,1506
Midwest,East North Central,Wisconsin,55,2019,February,734
Midwest,West North Central,Iowa,19,2019,February,248
Midwest,West North Central,Kansas,20,2019,February,366
Midwest,West North Central,Minnesota,27,2019,February,1558
Midwest,West North Central,Missouri,29,2019,February,838
Midwest,West North Central,Nebraska,31,2019,February,404
Midwest,West North Central,North Dakota,38,2019,February,32
Midwest,West North Central,South Dakota,46,2019,February,124
South,South Atlantic,Delaware,10,2019,February,534
South,South Atlantic,District of Columbia,11,2019,February,954
South,South Atlantic,Florida,12,2019,February,11099
South,South Atlantic,Georgia,13,2019,February,4422
South,South Atlantic,Maryland,24,2019,February,930
South,South Atlantic,North Carolina,37,2019,February,5092
South,South Atlantic,South Carolina,45,2019,February,2815
South,South Atlantic,Virginia,51,2019,February,2610
South,South Atlantic,West Virginia,54,2019,February,265
South,East South Central,Alabama,1,2019,February,1089
South,East South Central,Kentucky,21,2019,February,770
South,East South Central,Mississippi,28,2019,February,410
South,East South Central,Tennessee,47,2019,February,2502
South,West South Central,Arkansas,5,2019,February,954
South,West South Central,Louisiana,22,2019,February,1347
South,West South Central,Oklahoma,40,2019,February,1101
South,West South Central,Texas,48,2019,February,14511
West,Mountain,Arizona,4,2019,February,2897
West,Mountain,Colorado,8,2019,February,2676
West,Mountain,Idaho,16,2019,February,789
West,Mountain,Montana,30,2019,February,134
West,Mountain,Nevada,32,2019,February,1335
West,Mountain,New Mexico,35,2019,February,444
West,Mountain,Utah,49,2019,February,1570
West,Mountain,Wyoming,56,2019,February,124
