region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
South,South Atlantic,South Carolina,45,2011,December,1520
South,South Atlantic,Virginia,51,2011,December,1544
South,South Atlantic,West Virginia,54,2011,December,209
South,East South Central,Alabama,1,2011,December,854
South,East South Central,Kentucky,21,2011,December,428
South,East South Central,Mississippi,28,2011,December,247
South,East South Central,Tennessee,47,2011,December,1446
South,West South Central,Arkansas,5,2011,December,243
South,West South Central,Louisiana,22,2011,December,900
South,West South Central,Oklahoma,40,2011,December,592
South,West South Central,Texas,48,2011,December,8115
West,Mountain,Arizona,4,2011,December,1025
West,Mountain,Colorado,8,2011,December,1090
West,Mountain,Idaho,16,2011,December,235
West,Mountain,Montana,30,2011,December,116
West,Mountain,Nevada,32,2011,December,505
West,Mountain,New Mexico,35,2011,December,261
West,Mountain,Utah,49,2011,December,739
West,Mountain,Wyoming,56,2011,December,64
West,Pacific,Alaska,2,2011,December,27
West,Pacific,California,6,2011,December,4970
West,Pacific,Hawaii,15,2011,December,229
West,Pacific,Oregon,41,2011,December,668
West,Pacific,Washington,53,2011,December,1560
North East,New England,Connecticut,9,2012,January,154
North East,New England,Maine,23,2012,January,141
North East,New England,Massachusetts,25,2012,January,429
North East,New England,New Hampshire,33,2012,January,124
North East,New England,Rhode Island,44,2012,January,49
North East,New England,Vermont,50,2012,January,36
North East,mid atlantic,New Jersey,34,2012,January,950
North East,mid atlantic,New York,36,2012,January,1478
North East,mid atlantic,Pennsylvania,42,2012,January,1394
Midwest,East North Central,Illinois,17,2012,January,411
Midwest,East North Central,Indiana,18,2012,January,551
Midwest,East North Central,Michigan,26,2012,January,450
Midwest,East North Central,Ohio,39,2012,January,1081
Midwest,East North Central,Wisconsin,55,2012,January,358
Midwest,West North Central,Iowa,19,2012,January,272
Midwest,West North Central,Kansas,20,2012,January,209
Midwest,West North Central,Minnesota,27,2012,January,586
Midwest,West North Central,Missouri,29,2012,January,543
Midwest,West North Central,Nebraska,31,2012,January,227
Midwest,West North Central,North Dakota,38,2012,January,128
Midwest,West North Central,South Dakota,46,2012,January,140
South,South Atlantic,Delaware,10,2012,January,320
South,South Atlantic,District of Columbia,11,2012,January,34
South,South Atlantic,Florida,12,2012,January,4676
South,South Atlantic,Georgia,13,2012,January,1676
South,South Atlantic,Maryland,24,2012,January,894
South,South Atlantic,North Carolina,37,2012,January,3978
South,South Atlantic,South Carolina,45,2012,January,1341
South,South Atlantic,Virginia,51,2012,January,1691
South,South Atlantic,West Virginia,54,2012,January,74
South,East South Central,Alabama,1,2012,January,874
South,East South Central,Kentucky,21,2012,January,436
South,East South Central,Mississippi,28,2012,January,354
South,East South Central,Tennessee,47,2012,January,1266
South,West South Central,Arkansas,5,2012,January,362
South,West South Central,Louisiana,22,2012,January,889
South,West South Central,Oklahoma,40,2012,January,756
South,West South Central,Texas,48,2012,January,8766
West,Mountain,Arizona,4,2012,January,1204
West,Mountain,Colorado,8,2012,January,989
West,Mountain,Idaho,16,2012,January,322
West,Mountain,Montana,30,2012,January,90
West,Mountain,Nevada,32,2012,January,428
West,Mountain,New Mexico,35,2012,January,282
West,Mountain,Utah,49,2012,January,643
West,Mountain,Wyoming,56,2012,January,84
West,Pacific,Alaska,2,2012,January,34
West,Pacific,California,6,2012,January,2116
West,Pacific,Hawaii,15,2012,January,209
West,Pacific,Oregon,41,2012,January,641
West,Pacific,Washington,53,2012,January,1138
North East,New England,Connecticut,9,2012,February,410
North East,New England,Maine,23,2012,February,144
North East,New England,Massachusetts,25,2012,February,1082
North East,New England,New Hampshire,33,2012,February,90
North East,New England,Rhode Island,44,2012,February,26
North East,New England,Vermont,50,2012,February,55
North East,mid atlantic,New Jersey,34,2012,February,1097
North East,mid atlantic,New York,36,2012,February,1448
North East,mid atlantic,Pennsylvania,42,2012,February,1192
Midwest,East North Central,Illinois,17,2012,February,564
Midwest,East North Central,Indiana,18,2012,February,1070
Midwest,East North Central,Michigan,26,2012,February,542
Midwest,East North Central,Ohio,39,2012,February,779
Midwest,East North Central,Wisconsin,55,2012,February,602
Midwest,West North Central,Iowa,19,2012,February,365
Midwest,West North Central,Kansas,20,2012,February,303
Midwest,West North Central,Minnesota,27,2012,February,805
Midwest,West North Central,Missouri,29,2012,February,735
Midwest,West North Central,Nebraska,31,2012,February,338
Midwest,West North Central,North Dakota,38,2012,February,219
Midwest,West North Central,South Dakota,46,2012,February,128
South,South Atlantic,Delaware,10,2012,February,255
South,South Atlantic,District of Columbia,11,2012,February,61
South,South Atlantic,Florida,12,2012,February,3625
South,South Atlantic,Georgia,13,2012,February,2349
South,South Atlantic,Maryland,24,2012,February,1051
South,South Atlantic,North Carolina,37,2012,February,3398
South,South Atlantic,South Carolina,45,2012,February,1458
South,South Atlantic,Virginia,51,2012,February,2709
South,South Atlantic,West Virginia,54,2012,February,82
South,East South Central,Alabama,1,2012,February,681
South,East South Central,Kentucky,21,2012,February,542
South,East South Central,Mississippi,28,2012,February,337
South,East South Central,Tennessee,47,2012,February,1209
South,West South Central,Arkansas,5,2012,February,678
South,West South Central,Louisiana,22,2012,February,1032
South,West South Central,Oklahoma,40,2012,February,634
South,West South Central,Texas,48,2012,February,8778
West,Mountain,Arizona,4,2012,February,2184
West,Mountain,Colorado,8,2012,February,851
West,Mountain,Idaho,16,2012,February,357
West,Mountain,Montana,30,2012,February,120
West,Mountain,Nevada,32,2012,February,557
West,Mountain,New Mexico,35,2012,February,312
West,Mountain,Utah,49,2012,February,887
West,Mountain,Wyoming,56,2012,February,116
West,Pacific,Alaska,2,2012,February,39
West,Pacific,California,6,2012,February,3367
West,Pacific,Hawaii,15,2012,February,96
West,Pacific,Oregon,41,2012,February,609
West,Pacific,Washington,53,2012,February,1559
North East,New England,Connecticut,9,2012,March,249
North East,New England,Maine,23,2012,March,160
North East,New England,Massachusetts,25,2012,March,601
North East,New England,New Hampshire,33,2012,March,154
North East,New England,Rhode Island,44,2012,March,58
North East,New England,Vermont,50,2012,March,167
North East,mid atlantic,New Jersey,34,2012,March,1291
North East,mid atlantic,New York,36,2012,March,1591
North East,mid atlantic,Pennsylvania,42,2012,March,1508
Midwest,East North Central,Illinois,17,2012,March,1501
Midwest,East North Central,Indiana,18,2012,March,1187
Midwest,East North Central,Michigan,26,2012,March,856
Midwest,East North Central,Ohio,39,2012,March,1309
Midwest,East North Central,Wisconsin,55,2012,March,991
Midwest,West North Central,Iowa,19,2012,March,805
Midwest,West North Central,Kansas,20,2012,March,386
Midwest,West North Central,Minnesota,27,2012,March,688
Midwest,West North Central,Missouri,29,2012,March,883
Midwest,West North Central,Nebraska,31,2012,March,687
Midwest,West North Central,North Dakota,38,2012,March,741
Midwest,West North Central,South Dakota,46,2012,March,298
South,South Atlantic,Delaware,10,2012,March,316
South,South Atlantic,District of Columbia,11,2012,March,165
South,South Atlantic,Florida,12,2012,March,5424
South,South Atlantic,Georgia,13,2012,March,1788
South,South Atlantic,Maryland,24,2012,March,1066
South,South Atlantic,North Carolina,37,2012,March,3750
South,South Atlantic,South Carolina,45,2012,March,1618
South,South Atlantic,Virginia,51,2012,March,2172
South,South Atlantic,West Virginia,54,2012,March,228
South,East South Central,Alabama,1,2012,March,1131
South,East South Central,Kentucky,21,2012,March,882
South,East South Central,Mississippi,28,2012,March,409
South,East South Central,Tennessee,47,2012,March,2033
South,West South Central,Arkansas,5,2012,March,627
South,West South Central,Louisiana,22,2012,March,1042
South,West South Central,Oklahoma,40,2012,March,686
South,West South Central,Texas,48,2012,March,10969
West,Mountain,Arizona,4,2012,March,1374
West,Mountain,Colorado,8,2012,March,1687
West,Mountain,Idaho,16,2012,March,488
West,Mountain,Montana,30,2012,March,266
West,Mountain,Nevada,32,2012,March,956
West,Mountain,New Mexico,35,2012,March,690
West,Mountain,Utah,49,2012,March,1108
West,Mountain,Wyoming,56,2012,March,277
West,Pacific,Alaska,2,2012,March,56
West,Pacific,California,6,2012,March,6181
West,Pacific,Hawaii,15,2012,March,366
West,Pacific,Oregon,41,2012,March,721
West,Pacific,Washington,53,2012,March,2793
North East,New England,Connecticut,9,2012,April,249
North East,New England,Maine,23,2012,April,250
North East,New England,Massachusetts,25,2012,April,1026
North East,New England,New Hampshire,33,2012,April,203
North East,New England,Rhode Island,44,2012,April,61
North East,New England,Vermont,50,2012,April,129
North East,mid atlantic,New Jersey,34,2012,April,1544
North East,mid atlantic,New York,36,2012,April,2406
North East,mid atlantic,Pennsylvania,42,2012,April,1779
Midwest,East North Central,Illinois,17,2012,April,955
Midwest,East North Central,Indiana,18,2012,April,1339
Midwest,East North Central,Michigan,26,2012,April,996
Midwest,East North Central,Ohio,39,2012,April,1451
Midwest,East North Central,Wisconsin,55,2012,April,1080
Midwest,West North Central,Iowa,19,2012,April,815
Midwest,West North Central,Kansas,20,2012,April,651
Midwest,West North Central,Minnesota,27,2012,April,1073
Midwest,West North Central,Missouri,29,2012,April,727
Midwest,West North Central,Nebraska,31,2012,April,446
Midwest,West North Central,North Dakota,38,2012,April,634
Midwest,West North Central,South Dakota,46,2012,April,425
South,South Atlantic,Delaware,10,2012,April,352
South,South Atlantic,District of Columbia,11,2012,April,35
South,South Atlantic,Florida,12,2012,April,4544
South,South Atlantic,Georgia,13,2012,April,2218
South,South Atlantic,Maryland,24,2012,April,925
South,South Atlantic,North Carolina,37,2012,April,3085
South,South Atlantic,South Carolina,45,2012,April,1449
South,South Atlantic,Virginia,51,2012,April,2018
South,South Atlantic,West Virginia,54,2012,April,208
South,East South Central,Alabama,1,2012,April,776
South,East South Central,Kentucky,21,2012,April,518
South,East South Central,Mississippi,28,2012,April,455
South,East South Central,Tennessee,47,2012,April,1378
South,West South Central,Arkansas,5,2012,April,438
South,West South Central,Louisiana,22,2012,April,1084
South,West South Central,Oklahoma,40,2012,April,872
South,West South Central,Texas,48,2012,April,10178
West,Mountain,Arizona,4,2012,April,1705
West,Mountain,Colorado,8,2012,April,1978
West,Mountain,Idaho,16,2012,April,654
West,Mountain,Montana,30,2012,April,323
West,Mountain,Nevada,32,2012,April,767
West,Mountain,New Mexico,35,2012,April,353
West,Mountain,Utah,49,2012,April,953
West,Mountain,Wyoming,56,2012,April,156
West,Pacific,Alaska,2,2012,April,101
West,Pacific,California,6,2012,April,3314
West,Pacific,Hawaii,15,2012,April,390
West,Pacific,Oregon,41,2012,April,937
West,Pacific,Washington,53,2012,April,2059
North East,New England,Connecticut,9,2012,May,358
North East,New England,Maine,23,2012,May,287
North East,New England,Massachusetts,25,2012,May,1072
North East,New England,New Hampshire,33,2012,May,289
North East,New England,Rhode Island,44,2012,May,62
North East,New England,Vermont,50,2012,May,153
North East,mid atlantic,New Jersey,34,2012,May,1279
North East,mid atlantic,New York,36,2012,May,2235
North East,mid atlantic,Pennsylvania,42,2012,May,1539
Midwest,East North Central,Illinois,17,2012,May,1166
Midwest,East North Central,Indiana,18,2012,May,1370
Midwest,East North Central,Michigan,26,2012,May,1376
Midwest,East North Central,Ohio,39,2012,May,1643
Midwest,East North Central,Wisconsin,55,2012,May,1425
Midwest,West North Central,Iowa,19,2012,May,1153
Midwest,West North Central,Kansas,20,2012,May,496
Midwest,West North Central,Minnesota,27,2012,May,1056
Midwest,West North Central,Missouri,29,2012,May,1023
Midwest,West North Central,Nebraska,31,2012,May,677
Midwest,West North Central,North Dakota,38,2012,May,592
Midwest,West North Central,South Dakota,46,2012,May,338
South,South Atlantic,Delaware,10,2012,May,302
South,South Atlantic,District of Columbia,11,2012,May,612
South,South Atlantic,Florida,12,2012,May,5276
South,South Atlantic,Georgia,13,2012,May,1720
South,South Atlantic,Maryland,24,2012,May,1147
South,South Atlantic,North Carolina,37,2012,May,5141
South,South Atlantic,South Carolina,45,2012,May,2332
South,South Atlantic,Virginia,51,2012,May,2543
South,South Atlantic,West Virginia,54,2012,May,208
South,East South Central,Alabama,1,2012,May,1158
South,East South Central,Kentucky,21,2012,May,673
South,East South Central,Mississippi,28,2012,May,643
South,East South Central,Tennessee,47,2012,May,1722
South,West South Central,Arkansas,5,2012,May,594
South,West South Central,Louisiana,22,2012,May,1094
South,West South Central,Oklahoma,40,2012,May,1488
South,West South Central,Texas,48,2012,May,11942
West,Mountain,Arizona,4,2012,May,1945
West,Mountain,Colorado,8,2012,May,1913
West,Mountain,Idaho,16,2012,May,741
West,Mountain,Montana,30,2012,May,197
West,Mountain,Nevada,32,2012,May,792
West,Mountain,New Mexico,35,2012,May,431
West,Mountain,Utah,49,2012,May,1201
West,Mountain,Wyoming,56,2012,May,184
West,Pacific,Alaska,2,2012,May,106
West,Pacific,California,6,2012,May,5705
West,Pacific,Hawaii,15,2012,May,176
West,Pacific,Oregon,41,2012,May,1223
West,Pacific,Washington,53,2012,May,2609
North East,New England,Connecticut,9,2012,June,792
North East,New England,Maine,23,2012,June,313
North East,New England,Massachusetts,25,2012,June,675
North East,New England,New Hampshire,33,2012,June,231
North East,New England,Rhode Island,44,2012,June,62
North East,New England,Vermont,50,2012,June,148
North East,mid atlantic,New Jersey,34,2012,June,2098
North East,mid atlantic,New York,36,2012,June,2218
North East,mid atlantic,Pennsylvania,42,2012,June,2288
Midwest,East North Central,Illinois,17,2012,June,1089
Midwest,East North Central,Indiana,18,2012,June,1464
Midwest,East North Central,Michigan,26,2012,June,1050
Midwest,East North Central,Ohio,39,2012,June,1377
Midwest,East North Central,Wisconsin,55,2012,June,937
Midwest,West North Central,Iowa,19,2012,June,857
Midwest,West North Central,Kansas,20,2012,June,760
Midwest,West North Central,Minnesota,27,2012,June,1109
Midwest,West North Central,Missouri,29,2012,June,961
Midwest,West North Central,Nebraska,31,2012,June,703
Midwest,West North Central,North Dakota,38,2012,June,586
Midwest,West North Central,South Dakota,46,2012,June,551
South,South Atlantic,Delaware,10,2012,June,424
South,South Atlantic,District of Columbia,11,2012,June,349
South,South Atlantic,Florida,12,2012,June,5267
South,South Atlantic,Georgia,13,2012,June,2287
South,South Atlantic,Maryland,24,2012,June,1249
South,South Atlantic,North Carolina,37,2012,June,3883
South,South Atlantic,South Carolina,45,2012,June,1704
South,South Atlantic,Virginia,51,2012,June,2296
South,South Atlantic,West Virginia,54,2012,June,168
South,East South Central,Alabama,1,2012,June,1064
South,East South Central,Kentucky,21,2012,June,902
South,East South Central,Mississippi,28,2012,June,426
South,East South Central,Tennessee,47,2012,June,1848
South,West South Central,Arkansas,5,2012,June,575
South,West South Central,Louisiana,22,2012,June,1059
South,West South Central,Oklahoma,40,2012,June,736
South,West South Central,Texas,48,2012,June,11176
West,Mountain,Arizona,4,2012,June,1684
West,Mountain,Colorado,8,2012,June,2274
West,Mountain,Idaho,16,2012,June,619
West,Mountain,Montana,30,2012,June,213
West,Mountain,Nevada,32,2012,June,1155
West,Mountain,New Mexico,35,2012,June,383
West,Mountain,Utah,49,2012,June,1170
West,Mountain,Wyoming,56,2012,June,159
West,Pacific,Alaska,2,2012,June,163
West,Pacific,California,6,2012,June,6035
West,Pacific,Hawaii,15,2012,June,496
West,Pacific,Oregon,41,2012,June,797
West,Pacific,Washington,53,2012,June,3004
North East,New England,Connecticut,9,2012,July,402
North East,New England,Maine,23,2012,July,265
North East,New England,Massachusetts,25,2012,July,715
North East,New England,New Hampshire,33,2012,July,235
North East,New England,Rhode Island,44,2012,July,76
North East,New England,Vermont,50,2012,July,88
North East,mid atlantic,New Jersey,34,2012,July,1909
North East,mid atlantic,New York,36,2012,July,2394
North East,mid atlantic,Pennsylvania,42,2012,July,1983
Midwest,East North Central,Illinois,17,2012,July,1113
Midwest,East North Central,Indiana,18,2012,July,1045
Midwest,East North Central,Michigan,26,2012,July,1159
Midwest,East North Central,Ohio,39,2012,July,1630
Midwest,East North Central,Wisconsin,55,2012,July,966
Midwest,West North Central,Iowa,19,2012,July,836
Midwest,West North Central,Kansas,20,2012,July,538
Midwest,West North Central,Minnesota,27,2012,July,1472
Midwest,West North Central,Missouri,29,2012,July,666
Midwest,West North Central,Nebraska,31,2012,July,480
Midwest,West North Central,North Dakota,38,2012,July,555
Midwest,West North Central,South Dakota,46,2012,July,391
South,South Atlantic,Delaware,10,2012,July,307
South,South Atlantic,District of Columbia,11,2012,July,399
South,South Atlantic,Florida,12,2012,July,5154
South,South Atlantic,Georgia,13,2012,July,2006
South,South Atlantic,Maryland,24,2012,July,1202
South,South Atlantic,North Carolina,37,2012,July,4578
South,South Atlantic,South Carolina,45,2012,July,1468
South,South Atlantic,Virginia,51,2012,July,2497
South,South Atlantic,West Virginia,54,2012,July,215
South,East South Central,Alabama,1,2012,July,1212
South,East South Central,Kentucky,21,2012,July,653
South,East South Central,Mississippi,28,2012,July,640
South,East South Central,Tennessee,47,2012,July,1204
South,West South Central,Arkansas,5,2012,July,574
South,West South Central,Louisiana,22,2012,July,1049
South,West South Central,Oklahoma,40,2012,July,729
South,West South Central,Texas,48,2012,July,12003
West,Mountain,Arizona,4,2012,July,1996
West,Mountain,Colorado,8,2012,July,2149
West,Mountain,Idaho,16,2012,July,721
West,Mountain,Montana,30,2012,July,208
West,Mountain,Nevada,32,2012,July,751
West,Mountain,New Mexico,35,2012,July,449
West,Mountain,Utah,49,2012,July,1141
West,Mountain,Wyoming,56,2012,July,133
West,Pacific,Alaska,2,2012,July,114
West,Pacific,California,6,2012,July,5547
West,Pacific,Hawaii,15,2012,July,270
West,Pacific,Oregon,41,2012,July,1160
West,Pacific,Washington,53,2012,July,2609
North East,New England,Connecticut,9,2012,August,611
North East,New England,Maine,23,2012,August,258
North East,New England,Massachusetts,25,2012,August,1076
North East,New England,New Hampshire,33,2012,August,383
North East,New England,Rhode Island,44,2012,August,95
North East,New England,Vermont,50,2012,August,78
North East,mid atlantic,New Jersey,34,2012,August,1332
North East,mid atlantic,New York,36,2012,August,2373
North East,mid atlantic,Pennsylvania,42,2012,August,1538
Midwest,East North Central,Illinois,17,2012,August,1481
Midwest,East North Central,Indiana,18,2012,August,1320
Midwest,East North Central,Michigan,26,2012,August,1199
Midwest,East North Central,Ohio,39,2012,August,1565
Midwest,East North Central,Wisconsin,55,2012,August,1365
Midwest,West North Central,Iowa,19,2012,August,1156
Midwest,West North Central,Kansas,20,2012,August,567
Midwest,West North Central,Minnesota,27,2012,August,1201
Midwest,West North Central,Missouri,29,2012,August,1166
Midwest,West North Central,Nebraska,31,2012,August,528
Midwest,West North Central,North Dakota,38,2012,August,685
Midwest,West North Central,South Dakota,46,2012,August,346
South,South Atlantic,Delaware,10,2012,August,329
South,South Atlantic,District of Columbia,11,2012,August,512
South,South Atlantic,Florida,12,2012,August,6135
South,South Atlantic,Georgia,13,2012,August,1946
South,South Atlantic,Maryland,24,2012,August,1296
South,South Atlantic,North Carolina,37,2012,August,3874
South,South Atlantic,South Carolina,45,2012,August,1561
South,South Atlantic,Virginia,51,2012,August,2241
South,South Atlantic,West Virginia,54,2012,August,142
South,East South Central,Alabama,1,2012,August,1173
South,East South Central,Kentucky,21,2012,August,857
South,East South Central,Mississippi,28,2012,August,516
South,East South Central,Tennessee,47,2012,August,1767
South,West South Central,Arkansas,5,2012,August,912
South,West South Central,Louisiana,22,2012,August,1147
South,West South Central,Oklahoma,40,2012,August,960
South,West South Central,Texas,48,2012,August,13682
West,Mountain,Arizona,4,2012,August,2199
West,Mountain,Colorado,8,2012,August,2703
West,Mountain,Idaho,16,2012,August,765
West,Mountain,Montana,30,2012,August,559
West,Mountain,Nevada,32,2012,August,701
West,Mountain,New Mexico,35,2012,August,432
West,Mountain,Utah,49,2012,August,1235
West,Mountain,Wyoming,56,2012,August,332
West,Pacific,Alaska,2,2012,August,84
West,Pacific,California,6,2012,August,5067
West,Pacific,Hawaii,15,2012,August,179
West,Pacific,Oregon,41,2012,August,1152
West,Pacific,Washington,53,2012,August,2964
North East,New England,Connecticut,9,2012,September,456
North East,New England,Maine,23,2012,September,290
North East,New England,Massachusetts,25,2012,September,670
North East,New England,New Hampshire,33,2012,September,190
North East,New England,Rhode Island,44,2012,September,73
North East,New England,Vermont,50,2012,September,157
North East,mid atlantic,New Jersey,34,2012,September,1596
North East,mid atlantic,New York,36,2012,September,2181
North East,mid atlantic,Pennsylvania,42,2012,September,1674
Midwest,East North Central,Illinois,17,2012,September,1478
Midwest,East North Central,Indiana,18,2012,September,1175
Midwest,East North Central,Michigan,26,2012,September,1117
Midwest,East North Central,Ohio,39,2012,September,1416
Midwest,East North Central,Wisconsin,55,2012,September,1273
Midwest,West North Central,Iowa,19,2012,September,1037
Midwest,West North Central,Kansas,20,2012,September,617
Midwest,West North Central,Minnesota,27,2012,September,1942
Midwest,West North Central,Missouri,29,2012,September,1011
Midwest,West North Central,Nebraska,31,2012,September,692
Midwest,West North Central,North Dakota,38,2012,September,600
Midwest,West North Central,South Dakota,46,2012,September,559
South,South Atlantic,Delaware,10,2012,September,340
South,South Atlantic,District of Columbia,11,2012,September,391
South,South Atlantic,Florida,12,2012,September,8063
South,South Atlantic,Georgia,13,2012,September,2089
South,South Atlantic,Maryland,24,2012,September,1226
South,South Atlantic,North Carolina,37,2012,September,2990
South,South Atlantic,South Carolina,45,2012,September,1582
South,South Atlantic,Virginia,51,2012,September,1915
South,South Atlantic,West Virginia,54,2012,September,93
South,East South Central,Alabama,1,2012,September,767
South,East South Central,Kentucky,21,2012,September,1014
South,East South Central,Mississippi,28,2012,September,332
South,East South Central,Tennessee,47,2012,September,1437
South,West South Central,Arkansas,5,2012,September,964
South,West South Central,Louisiana,22,2012,September,1123
South,West South Central,Oklahoma,40,2012,September,1253
South,West South Central,Texas,48,2012,September,9627
West,Mountain,Arizona,4,2012,September,1626
West,Mountain,Colorado,8,2012,September,1516
West,Mountain,Idaho,16,2012,September,542
West,Mountain,Montana,30,2012,September,291
West,Mountain,Nevada,32,2012,September,854
West,Mountain,New Mexico,35,2012,September,574
West,Mountain,Utah,49,2012,September,965
West,Mountain,Wyoming,56,2012,September,190
West,Pacific,Alaska,2,2012,September,130
West,Pacific,California,6,2012,September,5340
West,Pacific,Hawaii,15,2012,September,228
West,Pacific,Oregon,41,2012,September,1135
West,Pacific,Washington,53,2012,September,2582
North East,New England,Connecticut,9,2012,October,592
North East,New England,Maine,23,2012,October,204
North East,New England,Massachusetts,25,2012,October,770
North East,New England,New Hampshire,33,2012,October,226
North East,New England,Rhode Island,44,2012,October,64
North East,New England,Vermont,50,2012,October,166
North East,mid atlantic,New Jersey,34,2012,October,1643
North East,mid atlantic,New York,36,2012,October,2395
North East,mid atlantic,Pennsylvania,42,2012,October,1556
Midwest,East North Central,Illinois,17,2012,October,1503
Midwest,East North Central,Indiana,18,2012,October,1408
Midwest,East North Central,Michigan,26,2012,October,1344
Midwest,East North Central,Ohio,39,2012,October,1672
Midwest,East North Central,Wisconsin,55,2012,October,1495
Midwest,West North Central,Iowa,19,2012,October,1163
Midwest,West North Central,Kansas,20,2012,October,842
Midwest,West North Central,Minnesota,27,2012,October,2035
Midwest,West North Central,Missouri,29,2012,October,2023
Midwest,West North Central,Nebraska,31,2012,October,602
Midwest,West North Central,North Dakota,38,2012,October,979
Midwest,West North Central,South Dakota,46,2012,October,539
South,South Atlantic,Delaware,10,2012,October,324
South,South Atlantic,District of Columbia,11,2012,October,404
South,South Atlantic,Florida,12,2012,October,5327
South,South Atlantic,Georgia,13,2012,October,2419
South,South Atlantic,Maryland,24,2012,October,1086
South,South Atlantic,North Carolina,37,2012,October,4930
South,South Atlantic,South Carolina,45,2012,October,1638
South,South Atlantic,Virginia,51,2012,October,2031
South,South Atlantic,West Virginia,54,2012,October,212
South,East South Central,Alabama,1,2012,October,813
South,East South Central,Kentucky,21,2012,October,684
South,East South Central,Mississippi,28,2012,October,417
South,East South Central,Tennessee,47,2012,October,1655
South,West South Central,Arkansas,5,2012,October,532
South,West South Central,Louisiana,22,2012,October,1279
South,West South Central,Oklahoma,40,2012,October,971
South,West South Central,Texas,48,2012,October,11773
West,Mountain,Arizona,4,2012,October,1758
West,Mountain,Colorado,8,2012,October,1641
West,Mountain,Idaho,16,2012,October,505
West,Mountain,Montana,30,2012,October,293
West,Mountain,Nevada,32,2012,October,698
West,Mountain,New Mexico,35,2012,October,386
West,Mountain,Utah,49,2012,October,1167
West,Mountain,Wyoming,56,2012,October,150
West,Pacific,Alaska,2,2012,October,99
West,Pacific,California,6,2012,October,4785
West,Pacific,Hawaii,15,2012,October,437
West,Pacific,Oregon,41,2012,October,1149
West,Pacific,Washington,53,2012,October,2511
North East,New England,Connecticut,9,2012,November,369
North East,New England,Maine,23,2012,November,246
North East,New England,Massachusetts,25,2012,November,967
North East,New England,New Hampshire,33,2012,November,200
North East,New England,Rhode Island,44,2012,November,75
North East,New England,Vermont,50,2012,November,71
North East,mid atlantic,New Jersey,34,2012,November,1160
North East,mid atlantic,New York,36,2012,November,1696
North East,mid atlantic,Pennsylvania,42,2012,November,1279
Midwest,East North Central,Illinois,17,2012,November,1511
Midwest,East North Central,Indiana,18,2012,November,1440
Midwest,East North Central,Michigan,26,2012,November,1122
Midwest,East North Central,Ohio,39,2012,November,1869
Midwest,East North Central,Wisconsin,55,2012,November,1154
Midwest,West North Central,Iowa,19,2012,November,945
Midwest,West North Central,Kansas,20,2012,November,566
Midwest,West North Central,Minnesota,27,2012,November,1313
Midwest,West North Central,Missouri,29,2012,November,1078
Midwest,West North Central,Nebraska,31,2012,November,794
Midwest,West North Central,North Dakota,38,2012,November,365
Midwest,West North Central,South Dakota,46,2012,November,386
South,South Atlantic,Delaware,10,2012,November,313
South,South Atlantic,District of Columbia,11,2012,November,626
South,South Atlantic,Florida,12,2012,November,5499
South,South Atlantic,Georgia,13,2012,November,1400
South,South Atlantic,Maryland,24,2012,November,1409
South,South Atlantic,North Carolina,37,2012,November,4415
South,South Atlantic,South Carolina,45,2012,November,1548
South,South Atlantic,Virginia,51,2012,November,2571
South,South Atlantic,West Virginia,54,2012,November,137
South,East South Central,Alabama,1,2012,November,928
South,East South Central,Kentucky,21,2012,November,523
South,East South Central,Mississippi,28,2012,November,333
South,East South Central,Tennessee,47,2012,November,1469
South,West South Central,Arkansas,5,2012,November,417
South,West South Central,Louisiana,22,2012,November,1180
South,West South Central,Oklahoma,40,2012,November,957
South,West South Central,Texas,48,2012,November,10121
West,Mountain,Arizona,4,2012,November,1479
West,Mountain,Colorado,8,2012,November,2059
West,Mountain,Idaho,16,2012,November,548
West,Mountain,Montana,30,2012,November,247
West,Mountain,Nevada,32,2012,November,726
West,Mountain,New Mexico,35,2012,November,329
West,Mountain,Utah,49,2012,November,1456
West,Mountain,Wyoming,56,2012,November,115
West,Pacific,Alaska,2,2012,November,68
West,Pacific,California,6,2012,November,4017
West,Pacific,Hawaii,15,2012,November,159
West,Pacific,Oregon,41,2012,November,721
West,Pacific,Washington,53,2012,November,2169
North East,New England,Connecticut,9,2012,December,569
North East,New England,Maine,23,2012,December,124
North East,New England,Massachusetts,25,2012,December,1028
North East,New England,New Hampshire,33,2012,December,198
North East,New England,Rhode Island,44,2012,December,82
North East,New England,Vermont,50,2012,December,53
North East,mid atlantic,New Jersey,34,2012,December,1664
North East,mid atlantic,New York,36,2012,December,2023
North East,mid atlantic,Pennsylvania,42,2012,December,2024
Midwest,East North Central,Illinois,17,2012,December,738
Midwest,East North Central,Indiana,18,2012,December,718
Midwest,East North Central,Michigan,26,2012,December,646
Midwest,East North Central,Ohio,39,2012,December,1285
Midwest,East North Central,Wisconsin,55,2012,December,695
Midwest,West North Central,Iowa,19,2012,December,472
Midwest,West North Central,Kansas,20,2012,December,365
Midwest,West North Central,Minnesota,27,2012,December,1699
Midwest,West North Central,Missouri,29,2012,December,777
Midwest,West North Central,Nebraska,31,2012,December,463
Midwest,West North Central,North Dakota,38,2012,December,667
Midwest,West North Central,South Dakota,46,2012,December,175
South,South Atlantic,Delaware,10,2012,December,319
South,South Atlantic,District of Columbia,11,2012,December,532
