Fips,Year,Population,Interest Rate,Month,Unemployment Rate,HPA
44,2012,1054893.0,0.75,3,8.2,58
45,2012,4719027.0,0.75,3,8.2,1618
46,2012,833859.0,0.75,3,8.2,298
47,2012,6455752.0,0.75,3,8.2,2033
48,2012,26084120.0,0.75,3,8.2,10969
49,2012,2854146.0,0.75,3,8.2,1108
50,2012,626361.0,0.75,3,8.2,167
51,2012,8187456.0,0.75,3,8.2,2172
53,2012,6898599.0,0.75,3,8.2,2793
54,2012,1857446.0,0.75,3,8.2,228
55,2012,5720825.0,0.75,3,8.2,991
56,2012,576656.0,0.75,3,8.2,277
1,2012,4816632.0,0.75,4,8.2,776
2,2012,730810.0,0.75,4,8.2,101
4,2012,6556344.0,0.75,4,8.2,1705
5,2012,2952876.0,0.75,4,8.2,438
6,2012,37944551.0,0.75,4,8.2,3314
8,2012,5193660.0,0.75,4,8.2,1978
9,2012,3595211.0,0.75,4,8.2,249
10,2012,915518.0,0.75,4,8.2,352
11,2012,635737.0,0.75,4,8.2,35
12,2012,19302016.0,0.75,4,8.2,4544
13,2012,9903580.0,0.75,4,8.2,2218
15,2012,1395199.0,0.75,4,8.2,390
16,2012,1595910.0,0.75,4,8.2,654
17,2012,12883029.0,0.75,4,8.2,955
18,2012,6538989.0,0.75,4,8.2,1339
19,2012,3076844.0,0.75,4,8.2,815
20,2012,2886024.0,0.75,4,8.2,651
21,2012,4387865.0,0.75,4,8.2,518
22,2012,4602067.0,0.75,4,8.2,1084
23,2012,1328094.0,0.75,4,8.2,250
24,2012,5888375.0,0.75,4,8.2,925
25,2012,6664269.0,0.75,4,8.2,1026
26,2012,9898289.0,0.75,4,8.2,996
27,2012,5377500.0,0.75,4,8.2,1073
28,2012,2984599.0,0.75,4,8.2,455
29,2012,6026027.0,0.75,4,8.2,727
30,2012,1004168.0,0.75,4,8.2,323
31,2012,1853691.0,0.75,4,8.2,446
32,2012,2744670.0,0.75,4,8.2,767
33,2012,1324677.0,0.75,4,8.2,203
34,2012,8845671.0,0.75,4,8.2,1544
35,2012,2087715.0,0.75,4,8.2,353
36,2012,19574362.0,0.75,4,8.2,2406
37,2012,9751810.0,0.75,4,8.2,3085
38,2012,702227.0,0.75,4,8.2,634
39,2012,11550971.0,0.75,4,8.2,1451
40,2012,3819320.0,0.75,4,8.2,872
41,2012,3900102.0,0.75,4,8.2,937
42,2012,12769123.0,0.75,4,8.2,1779
44,2012,1054893.0,0.75,4,8.2,61
45,2012,4719027.0,0.75,4,8.2,1449
46,2012,833859.0,0.75,4,8.2,425
47,2012,6455752.0,0.75,4,8.2,1378
48,2012,26084120.0,0.75,4,8.2,10178
49,2012,2854146.0,0.75,4,8.2,953
50,2012,626361.0,0.75,4,8.2,129
51,2012,8187456.0,0.75,4,8.2,2018
53,2012,6898599.0,0.75,4,8.2,2059
54,2012,1857446.0,0.75,4,8.2,208
55,2012,5720825.0,0.75,4,8.2,1080
56,2012,576656.0,0.75,4,8.2,156
1,2012,4816632.0,0.75,5,8.2,1158
2,2012,730810.0,0.75,5,8.2,106
4,2012,6556344.0,0.75,5,8.2,1945
5,2012,2952876.0,0.75,5,8.2,594
6,2012,37944551.0,0.75,5,8.2,5705
8,2012,5193660.0,0.75,5,8.2,1913
9,2012,3595211.0,0.75,5,8.2,358
10,2012,915518.0,0.75,5,8.2,302
11,2012,635737.0,0.75,5,8.2,612
12,2012,19302016.0,0.75,5,8.2,5276
13,2012,9903580.0,0.75,5,8.2,1720
15,2012,1395199.0,0.75,5,8.2,176
16,2012,1595910.0,0.75,5,8.2,741
17,2012,12883029.0,0.75,5,8.2,1166
18,2012,6538989.0,0.75,5,8.2,1370
19,2012,3076844.0,0.75,5,8.2,1153
20,2012,2886024.0,0.75,5,8.2,496
21,2012,4387865.0,0.75,5,8.2,673
22,2012,4602067.0,0.75,5,8.2,1094
23,2012,1328094.0,0.75,5,8.2,287
24,2012,5888375.0,0.75,5,8.2,1147
25,2012,6664269.0,0.75,5,8.2,1072
26,2012,9898289.0,0.75,5,8.2,1376
27,2012,5377500.0,0.75,5,8.2,1056
28,2012,2984599.0,0.75,5,8.2,643
29,2012,6026027.0,0.75,5,8.2,1023
30,2012,1004168.0,0.75,5,8.2,197
31,2012,1853691.0,0.75,5,8.2,677
32,2012,2744670.0,0.75,5,8.2,792
33,2012,1324677.0,0.75,5,8.2,289
34,2012,8845671.0,0.75,5,8.2,1279
35,2012,2087715.0,0.75,5,8.2,431
36,2012,19574362.0,0.75,5,8.2,2235
37,2012,9751810.0,0.75,5,8.2,5141
38,2012,702227.0,0.75,5,8.2,592
39,2012,11550971.0,0.75,5,8.2,1643
40,2012,3819320.0,0.75,5,8.2,1488
41,2012,3900102.0,0.75,5,8.2,1223
42,2012,12769123.0,0.75,5,8.2,1539
44,2012,1054893.0,0.75,5,8.2,62
45,2012,4719027.0,0.75,5,8.2,2332
46,2012,833859.0,0.75,5,8.2,338
47,2012,6455752.0,0.75,5,8.2,1722
48,2012,26084120.0,0.75,5,8.2,11942
49,2012,2854146.0,0.75,5,8.2,1201
50,2012,626361.0,0.75,5,8.2,153
51,2012,8187456.0,0.75,5,8.2,2543
53,2012,6898599.0,0.75,5,8.2,2609
54,2012,1857446.0,0.75,5,8.2,208
55,2012,5720825.0,0.75,5,8.2,1425
56,2012,576656.0,0.75,5,8.2,184
1,2012,4816632.0,0.75,6,8.2,1064
2,2012,730810.0,0.75,6,8.2,163
4,2012,6556344.0,0.75,6,8.2,1684
5,2012,2952876.0,0.75,6,8.2,575
6,2012,37944551.0,0.75,6,8.2,6035
8,2012,5193660.0,0.75,6,8.2,2274
9,2012,3595211.0,0.75,6,8.2,792
10,2012,915518.0,0.75,6,8.2,424
11,2012,635737.0,0.75,6,8.2,349
12,2012,19302016.0,0.75,6,8.2,5267
13,2012,9903580.0,0.75,6,8.2,2287
15,2012,1395199.0,0.75,6,8.2,496
16,2012,1595910.0,0.75,6,8.2,619
17,2012,12883029.0,0.75,6,8.2,1089
18,2012,6538989.0,0.75,6,8.2,1464
19,2012,3076844.0,0.75,6,8.2,857
20,2012,2886024.0,0.75,6,8.2,760
21,2012,4387865.0,0.75,6,8.2,902
22,2012,4602067.0,0.75,6,8.2,1059
23,2012,1328094.0,0.75,6,8.2,313
24,2012,5888375.0,0.75,6,8.2,1249
25,2012,6664269.0,0.75,6,8.2,675
26,2012,9898289.0,0.75,6,8.2,1050
27,2012,5377500.0,0.75,6,8.2,1109
28,2012,2984599.0,0.75,6,8.2,426
29,2012,6026027.0,0.75,6,8.2,961
30,2012,1004168.0,0.75,6,8.2,213
31,2012,1853691.0,0.75,6,8.2,703
32,2012,2744670.0,0.75,6,8.2,1155
33,2012,1324677.0,0.75,6,8.2,231
34,2012,8845671.0,0.75,6,8.2,2098
35,2012,2087715.0,0.75,6,8.2,383
36,2012,19574362.0,0.75,6,8.2,2218
37,2012,9751810.0,0.75,6,8.2,3883
38,2012,702227.0,0.75,6,8.2,586
39,2012,11550971.0,0.75,6,8.2,1377
40,2012,3819320.0,0.75,6,8.2,736
41,2012,3900102.0,0.75,6,8.2,797
42,2012,12769123.0,0.75,6,8.2,2288
44,2012,1054893.0,0.75,6,8.2,62
45,2012,4719027.0,0.75,6,8.2,1704
46,2012,833859.0,0.75,6,8.2,551
47,2012,6455752.0,0.75,6,8.2,1848
48,2012,26084120.0,0.75,6,8.2,11176
49,2012,2854146.0,0.75,6,8.2,1170
50,2012,626361.0,0.75,6,8.2,148
51,2012,8187456.0,0.75,6,8.2,2296
53,2012,6898599.0,0.75,6,8.2,3004
54,2012,1857446.0,0.75,6,8.2,168
55,2012,5720825.0,0.75,6,8.2,937
56,2012,576656.0,0.75,6,8.2,159
1,2012,4816632.0,0.75,7,8.2,1212
2,2012,730810.0,0.75,7,8.2,114
4,2012,6556344.0,0.75,7,8.2,1996
5,2012,2952876.0,0.75,7,8.2,574
6,2012,37944551.0,0.75,7,8.2,5547
8,2012,5193660.0,0.75,7,8.2,2149
9,2012,3595211.0,0.75,7,8.2,402
10,2012,915518.0,0.75,7,8.2,307
11,2012,635737.0,0.75,7,8.2,399
12,2012,19302016.0,0.75,7,8.2,5154
13,2012,9903580.0,0.75,7,8.2,2006
15,2012,1395199.0,0.75,7,8.2,270
16,2012,1595910.0,0.75,7,8.2,721
17,2012,12883029.0,0.75,7,8.2,1113
18,2012,6538989.0,0.75,7,8.2,1045
19,2012,3076844.0,0.75,7,8.2,836
20,2012,2886024.0,0.75,7,8.2,538
21,2012,4387865.0,0.75,7,8.2,653
22,2012,4602067.0,0.75,7,8.2,1049
23,2012,1328094.0,0.75,7,8.2,265
24,2012,5888375.0,0.75,7,8.2,1202
25,2012,6664269.0,0.75,7,8.2,715
26,2012,9898289.0,0.75,7,8.2,1159
27,2012,5377500.0,0.75,7,8.2,1472
28,2012,2984599.0,0.75,7,8.2,640
29,2012,6026027.0,0.75,7,8.2,666
30,2012,1004168.0,0.75,7,8.2,208
31,2012,1853691.0,0.75,7,8.2,480
32,2012,2744670.0,0.75,7,8.2,751
33,2012,1324677.0,0.75,7,8.2,235
34,2012,8845671.0,0.75,7,8.2,1909
35,2012,2087715.0,0.75,7,8.2,449
36,2012,19574362.0,0.75,7,8.2,2394
37,2012,9751810.0,0.75,7,8.2,4578
38,2012,702227.0,0.75,7,8.2,555
39,2012,11550971.0,0.75,7,8.2,1630
40,2012,3819320.0,0.75,7,8.2,729
41,2012,3900102.0,0.75,7,8.2,1160
42,2012,12769123.0,0.75,7,8.2,1983
44,2012,1054893.0,0.75,7,8.2,76
45,2012,4719027.0,0.75,7,8.2,1468
46,2012,833859.0,0.75,7,8.2,391
47,2012,6455752.0,0.75,7,8.2,1204
48,2012,26084120.0,0.75,7,8.2,12003
49,2012,2854146.0,0.75,7,8.2,1141
50,2012,626361.0,0.75,7,8.2,88
51,2012,8187456.0,0.75,7,8.2,2497
53,2012,6898599.0,0.75,7,8.2,2609
54,2012,1857446.0,0.75,7,8.2,215
55,2012,5720825.0,0.75,7,8.2,966
56,2012,576656.0,0.75,7,8.2,133
1,2012,4816632.0,0.75,8,8.1,1173
2,2012,730810.0,0.75,8,8.1,84
4,2012,6556344.0,0.75,8,8.1,2199
5,2012,2952876.0,0.75,8,8.1,912
6,2012,37944551.0,0.75,8,8.1,5067
8,2012,5193660.0,0.75,8,8.1,2703
9,2012,3595211.0,0.75,8,8.1,611
10,2012,915518.0,0.75,8,8.1,329
11,2012,635737.0,0.75,8,8.1,512
12,2012,19302016.0,0.75,8,8.1,6135
13,2012,9903580.0,0.75,8,8.1,1946
15,2012,1395199.0,0.75,8,8.1,179
16,2012,1595910.0,0.75,8,8.1,765
17,2012,12883029.0,0.75,8,8.1,1481
18,2012,6538989.0,0.75,8,8.1,1320
19,2012,3076844.0,0.75,8,8.1,1156
20,2012,2886024.0,0.75,8,8.1,567
21,2012,4387865.0,0.75,8,8.1,857
22,2012,4602067.0,0.75,8,8.1,1147
23,2012,1328094.0,0.75,8,8.1,258
24,2012,5888375.0,0.75,8,8.1,1296
25,2012,6664269.0,0.75,8,8.1,1076
26,2012,9898289.0,0.75,8,8.1,1199
27,2012,5377500.0,0.75,8,8.1,1201
28,2012,2984599.0,0.75,8,8.1,516
29,2012,6026027.0,0.75,8,8.1,1166
30,2012,1004168.0,0.75,8,8.1,559
31,2012,1853691.0,0.75,8,8.1,528
32,2012,2744670.0,0.75,8,8.1,701
33,2012,1324677.0,0.75,8,8.1,383
34,2012,8845671.0,0.75,8,8.1,1332
35,2012,2087715.0,0.75,8,8.1,432
36,2012,19574362.0,0.75,8,8.1,2373
37,2012,9751810.0,0.75,8,8.1,3874
38,2012,702227.0,0.75,8,8.1,685
39,2012,11550971.0,0.75,8,8.1,1565
40,2012,3819320.0,0.75,8,8.1,960
41,2012,3900102.0,0.75,8,8.1,1152
42,2012,12769123.0,0.75,8,8.1,1538
44,2012,1054893.0,0.75,8,8.1,95
45,2012,4719027.0,0.75,8,8.1,1561
46,2012,833859.0,0.75,8,8.1,346
47,2012,6455752.0,0.75,8,8.1,1767
48,2012,26084120.0,0.75,8,8.1,13682
49,2012,2854146.0,0.75,8,8.1,1235
50,2012,626361.0,0.75,8,8.1,78
51,2012,8187456.0,0.75,8,8.1,2241
53,2012,6898599.0,0.75,8,8.1,2964
54,2012,1857446.0,0.75,8,8.1,142
55,2012,5720825.0,0.75,8,8.1,1365
56,2012,576656.0,0.75,8,8.1,332
1,2012,4816632.0,0.75,9,7.8,767
2,2012,730810.0,0.75,9,7.8,130
4,2012,6556344.0,0.75,9,7.8,1626
5,2012,2952876.0,0.75,9,7.8,964
6,2012,37944551.0,0.75,9,7.8,5340
8,2012,5193660.0,0.75,9,7.8,1516
9,2012,3595211.0,0.75,9,7.8,456
10,2012,915518.0,0.75,9,7.8,340
11,2012,635737.0,0.75,9,7.8,391
12,2012,19302016.0,0.75,9,7.8,8063
13,2012,9903580.0,0.75,9,7.8,2089
15,2012,1395199.0,0.75,9,7.8,228
16,2012,1595910.0,0.75,9,7.8,542
17,2012,12883029.0,0.75,9,7.8,1478
18,2012,6538989.0,0.75,9,7.8,1175
19,2012,3076844.0,0.75,9,7.8,1037
20,2012,2886024.0,0.75,9,7.8,617
21,2012,4387865.0,0.75,9,7.8,1014
22,2012,4602067.0,0.75,9,7.8,1123
23,2012,1328094.0,0.75,9,7.8,290
24,2012,5888375.0,0.75,9,7.8,1226
25,2012,6664269.0,0.75,9,7.8,670
26,2012,9898289.0,0.75,9,7.8,1117
27,2012,5377500.0,0.75,9,7.8,1942
28,2012,2984599.0,0.75,9,7.8,332
29,2012,6026027.0,0.75,9,7.8,1011
30,2012,1004168.0,0.75,9,7.8,291
31,2012,1853691.0,0.75,9,7.8,692
32,2012,2744670.0,0.75,9,7.8,854
33,2012,1324677.0,0.75,9,7.8,190
34,2012,8845671.0,0.75,9,7.8,1596
35,2012,2087715.0,0.75,9,7.8,574
36,2012,19574362.0,0.75,9,7.8,2181
37,2012,9751810.0,0.75,9,7.8,2990
38,2012,702227.0,0.75,9,7.8,600
39,2012,11550971.0,0.75,9,7.8,1416
40,2012,3819320.0,0.75,9,7.8,1253
41,2012,3900102.0,0.75,9,7.8,1135
42,2012,12769123.0,0.75,9,7.8,1674
44,2012,1054893.0,0.75,9,7.8,73
45,2012,4719027.0,0.75,9,7.8,1582
46,2012,833859.0,0.75,9,7.8,559
47,2012,6455752.0,0.75,9,7.8,1437
48,2012,26084120.0,0.75,9,7.8,9627
49,2012,2854146.0,0.75,9,7.8,965
50,2012,626361.0,0.75,9,7.8,157
51,2012,8187456.0,0.75,9,7.8,1915
53,2012,6898599.0,0.75,9,7.8,2582
54,2012,1857446.0,0.75,9,7.8,93
55,2012,5720825.0,0.75,9,7.8,1273
56,2012,576656.0,0.75,9,7.8,190
1,2012,4816632.0,0.75,10,7.8,813
2,2012,730810.0,0.75,10,7.8,99
4,2012,6556344.0,0.75,10,7.8,1758
5,2012,2952876.0,0.75,10,7.8,532
6,2012,37944551.0,0.75,10,7.8,4785
8,2012,5193660.0,0.75,10,7.8,1641
9,2012,3595211.0,0.75,10,7.8,592
10,2012,915518.0,0.75,10,7.8,324
11,2012,635737.0,0.75,10,7.8,404
12,2012,19302016.0,0.75,10,7.8,5327
13,2012,9903580.0,0.75,10,7.8,2419
15,2012,1395199.0,0.75,10,7.8,437
16,2012,1595910.0,0.75,10,7.8,505
17,2012,12883029.0,0.75,10,7.8,1503
18,2012,6538989.0,0.75,10,7.8,1408
19,2012,3076844.0,0.75,10,7.8,1163
20,2012,2886024.0,0.75,10,7.8,842
21,2012,4387865.0,0.75,10,7.8,684
22,2012,4602067.0,0.75,10,7.8,1279
23,2012,1328094.0,0.75,10,7.8,204
24,2012,5888375.0,0.75,10,7.8,1086
25,2012,6664269.0,0.75,10,7.8,770
26,2012,9898289.0,0.75,10,7.8,1344
27,2012,5377500.0,0.75,10,7.8,2035
28,2012,2984599.0,0.75,10,7.8,417
29,2012,6026027.0,0.75,10,7.8,2023
30,2012,1004168.0,0.75,10,7.8,293
31,2012,1853691.0,0.75,10,7.8,602
32,2012,2744670.0,0.75,10,7.8,698
33,2012,1324677.0,0.75,10,7.8,226
34,2012,8845671.0,0.75,10,7.8,1643
35,2012,2087715.0,0.75,10,7.8,386
36,2012,19574362.0,0.75,10,7.8,2395
37,2012,9751810.0,0.75,10,7.8,4930
38,2012,702227.0,0.75,10,7.8,979
39,2012,11550971.0,0.75,10,7.8,1672
40,2012,3819320.0,0.75,10,7.8,971
41,2012,3900102.0,0.75,10,7.8,1149
42,2012,12769123.0,0.75,10,7.8,1556
44,2012,1054893.0,0.75,10,7.8,64
45,2012,4719027.0,0.75,10,7.8,1638
46,2012,833859.0,0.75,10,7.8,539
47,2012,6455752.0,0.75,10,7.8,1655
48,2012,26084120.0,0.75,10,7.8,11773
49,2012,2854146.0,0.75,10,7.8,1167
50,2012,626361.0,0.75,10,7.8,166
51,2012,8187456.0,0.75,10,7.8,2031
53,2012,6898599.0,0.75,10,7.8,2511
54,2012,1857446.0,0.75,10,7.8,212
55,2012,5720825.0,0.75,10,7.8,1495
56,2012,576656.0,0.75,10,7.8,150
1,2012,4816632.0,0.75,11,7.7,928
2,2012,730810.0,0.75,11,7.7,68
4,2012,6556344.0,0.75,11,7.7,1479
5,2012,2952876.0,0.75,11,7.7,417
6,2012,37944551.0,0.75,11,7.7,4017
8,2012,5193660.0,0.75,11,7.7,2059
9,2012,3595211.0,0.75,11,7.7,369
10,2012,915518.0,0.75,11,7.7,313
11,2012,635737.0,0.75,11,7.7,626
12,2012,19302016.0,0.75,11,7.7,5499
13,2012,9903580.0,0.75,11,7.7,1400
15,2012,1395199.0,0.75,11,7.7,159
16,2012,1595910.0,0.75,11,7.7,548
17,2012,12883029.0,0.75,11,7.7,1511
18,2012,6538989.0,0.75,11,7.7,1440
19,2012,3076844.0,0.75,11,7.7,945
20,2012,2886024.0,0.75,11,7.7,566
21,2012,4387865.0,0.75,11,7.7,523
22,2012,4602067.0,0.75,11,7.7,1180
23,2012,1328094.0,0.75,11,7.7,246
24,2012,5888375.0,0.75,11,7.7,1409
25,2012,6664269.0,0.75,11,7.7,967
26,2012,9898289.0,0.75,11,7.7,1122
27,2012,5377500.0,0.75,11,7.7,1313
28,2012,2984599.0,0.75,11,7.7,333
29,2012,6026027.0,0.75,11,7.7,1078
30,2012,1004168.0,0.75,11,7.7,247
31,2012,1853691.0,0.75,11,7.7,794
32,2012,2744670.0,0.75,11,7.7,726
33,2012,1324677.0,0.75,11,7.7,200
34,2012,8845671.0,0.75,11,7.7,1160
35,2012,2087715.0,0.75,11,7.7,329
36,2012,19574362.0,0.75,11,7.7,1696
37,2012,9751810.0,0.75,11,7.7,4415
38,2012,702227.0,0.75,11,7.7,365
39,2012,11550971.0,0.75,11,7.7,1869
40,2012,3819320.0,0.75,11,7.7,957
41,2012,3900102.0,0.75,11,7.7,721
42,2012,12769123.0,0.75,11,7.7,1279
44,2012,1054893.0,0.75,11,7.7,75
45,2012,4719027.0,0.75,11,7.7,1548
46,2012,833859.0,0.75,11,7.7,386
47,2012,6455752.0,0.75,11,7.7,1469
48,2012,26084120.0,0.75,11,7.7,10121
49,2012,2854146.0,0.75,11,7.7,1456
50,2012,626361.0,0.75,11,7.7,71
51,2012,8187456.0,0.75,11,7.7,2571
53,2012,6898599.0,0.75,11,7.7,2169
54,2012,1857446.0,0.75,11,7.7,137
55,2012,5720825.0,0.75,11,7.7,1154
56,2012,576656.0,0.75,11,7.7,115
1,2012,4816632.0,0.75,12,7.9,641
2,2012,730810.0,0.75,12,7.9,26
4,2012,6556344.0,0.75,12,7.9,2365
5,2012,2952876.0,0.75,12,7.9,474
6,2012,37944551.0,0.75,12,7.9,6017
8,2012,5193660.0,0.75,12,7.9,1798
9,2012,3595211.0,0.75,12,7.9,569
10,2012,915518.0,0.75,12,7.9,319
11,2012,635737.0,0.75,12,7.9,532
12,2012,19302016.0,0.75,12,7.9,4854
13,2012,9903580.0,0.75,12,7.9,2143
15,2012,1395199.0,0.75,12,7.9,404
16,2012,1595910.0,0.75,12,7.9,394
17,2012,12883029.0,0.75,12,7.9,738
18,2012,6538989.0,0.75,12,7.9,718
19,2012,3076844.0,0.75,12,7.9,472
20,2012,2886024.0,0.75,12,7.9,365
21,2012,4387865.0,0.75,12,7.9,368
22,2012,4602067.0,0.75,12,7.9,983
23,2012,1328094.0,0.75,12,7.9,124
24,2012,5888375.0,0.75,12,7.9,1391
25,2012,6664269.0,0.75,12,7.9,1028
26,2012,9898289.0,0.75,12,7.9,646
27,2012,5377500.0,0.75,12,7.9,1699
28,2012,2984599.0,0.75,12,7.9,385
29,2012,6026027.0,0.75,12,7.9,777
30,2012,1004168.0,0.75,12,7.9,104
31,2012,1853691.0,0.75,12,7.9,463
32,2012,2744670.0,0.75,12,7.9,634
33,2012,1324677.0,0.75,12,7.9,198
34,2012,8845671.0,0.75,12,7.9,1664
35,2012,2087715.0,0.75,12,7.9,305
36,2012,19574362.0,0.75,12,7.9,2023
37,2012,9751810.0,0.75,12,7.9,3522
38,2012,702227.0,0.75,12,7.9,667
39,2012,11550971.0,0.75,12,7.9,1285
40,2012,3819320.0,0.75,12,7.9,643
41,2012,3900102.0,0.75,12,7.9,839
42,2012,12769123.0,0.75,12,7.9,2024
44,2012,1054893.0,0.75,12,7.9,82
45,2012,4719027.0,0.75,12,7.9,1385
46,2012,833859.0,0.75,12,7.9,175
47,2012,6455752.0,0.75,12,7.9,1812
48,2012,26084120.0,0.75,12,7.9,10825
49,2012,2854146.0,0.75,12,7.9,988
50,2012,626361.0,0.75,12,7.9,53
51,2012,8187456.0,0.75,12,7.9,2245
53,2012,6898599.0,0.75,12,7.9,1959
54,2012,1857446.0,0.75,12,7.9,137
55,2012,5720825.0,0.75,12,7.9,695
56,2012,576656.0,0.75,12,7.9,168
1,2013,4831586.0,0.75,1,8.0,912
2,2013,737626.0,0.75,1,8.0,56
4,2013,6634690.0,0.75,1,8.0,1780
5,2013,2960459.0,0.75,1,8.0,365
6,2013,38253768.0,0.75,1,8.0,4972
8,2013,5270774.0,0.75,1,8.0,1878
9,2013,3595792.0,0.75,1,8.0,263
10,2013,924062.0,0.75,1,8.0,317
11,2013,651559.0,0.75,1,8.0,55
12,2013,19551678.0,0.75,1,8.0,6357
13,2013,9975592.0,0.75,1,8.0,1780
15,2013,1408822.0,0.75,1,8.0,462
16,2013,1612053.0,0.75,1,8.0,350
17,2013,12895778.0,0.75,1,8.0,568
18,2013,6570575.0,0.75,1,8.0,732
19,2013,3093935.0,0.75,1,8.0,331
20,2013,2894306.0,0.75,1,8.0,595
21,2013,4406906.0,0.75,1,8.0,515
22,2013,4626040.0,0.75,1,8.0,1071
23,2013,1328543.0,0.75,1,8.0,139
24,2013,5925197.0,0.75,1,8.0,1067
25,2013,6715158.0,0.75,1,8.0,762
26,2013,9914802.0,0.75,1,8.0,734
27,2013,5414722.0,0.75,1,8.0,554
28,2013,2989839.0,0.75,1,8.0,315
29,2013,6042989.0,0.75,1,8.0,800
30,2013,1014158.0,0.75,1,8.0,159
31,2013,1865813.0,0.75,1,8.0,393
32,2013,2776956.0,0.75,1,8.0,758
33,2013,1327272.0,0.75,1,8.0,153
34,2013,8857821.0,0.75,1,8.0,1752
35,2013,2092833.0,0.75,1,8.0,501
36,2013,19626488.0,0.75,1,8.0,2188
37,2013,9846717.0,0.75,1,8.0,3832
38,2013,723149.0,0.75,1,8.0,75
39,2013,11579692.0,0.75,1,8.0,1677
40,2013,3853891.0,0.75,1,8.0,1354
41,2013,3924110.0,0.75,1,8.0,1029
42,2013,12779538.0,0.75,1,8.0,1277
44,2013,1055560.0,0.75,1,8.0,58
45,2013,4766469.0,0.75,1,8.0,1705
46,2013,842751.0,0.75,1,8.0,294
47,2013,6496943.0,0.75,1,8.0,1491
48,2013,26479646.0,0.75,1,8.0,10962
49,2013,2898773.0,0.75,1,8.0,720
50,2013,626603.0,0.75,1,8.0,32
51,2013,8255861.0,0.75,1,8.0,2501
53,2013,6966252.0,0.75,1,8.0,2368
54,2013,1854768.0,0.75,1,8.0,159
55,2013,5738012.0,0.75,1,8.0,496
56,2013,582620.0,0.75,1,8.0,74
1,2013,4831586.0,0.75,2,7.7,714
2,2013,737626.0,0.75,2,7.7,56
4,2013,6634690.0,0.75,2,7.7,1635
5,2013,2960459.0,0.75,2,7.7,419
6,2013,38253768.0,0.75,2,7.7,6516
8,2013,5270774.0,0.75,2,7.7,1815
9,2013,3595792.0,0.75,2,7.7,253
10,2013,924062.0,0.75,2,7.7,342
11,2013,651559.0,0.75,2,7.7,236
12,2013,19551678.0,0.75,2,7.7,6887
13,2013,9975592.0,0.75,2,7.7,3456
15,2013,1408822.0,0.75,2,7.7,200
16,2013,1612053.0,0.75,2,7.7,558
17,2013,12895778.0,0.75,2,7.7,705
18,2013,6570575.0,0.75,2,7.7,1271
19,2013,3093935.0,0.75,2,7.7,437
20,2013,2894306.0,0.75,2,7.7,407
21,2013,4406906.0,0.75,2,7.7,594
22,2013,4626040.0,0.75,2,7.7,1239
23,2013,1328543.0,0.75,2,7.7,134
24,2013,5925197.0,0.75,2,7.7,1020
25,2013,6715158.0,0.75,2,7.7,694
26,2013,9914802.0,0.75,2,7.7,681
27,2013,5414722.0,0.75,2,7.7,596
28,2013,2989839.0,0.75,2,7.7,372
29,2013,6042989.0,0.75,2,7.7,792
30,2013,1014158.0,0.75,2,7.7,204
31,2013,1865813.0,0.75,2,7.7,456
32,2013,2776956.0,0.75,2,7.7,633
33,2013,1327272.0,0.75,2,7.7,135
34,2013,8857821.0,0.75,2,7.7,928
35,2013,2092833.0,0.75,2,7.7,390
36,2013,19626488.0,0.75,2,7.7,1380
37,2013,9846717.0,0.75,2,7.7,3581
38,2013,723149.0,0.75,2,7.7,368
39,2013,11579692.0,0.75,2,7.7,1191
40,2013,3853891.0,0.75,2,7.7,1101
41,2013,3924110.0,0.75,2,7.7,1363
42,2013,12779538.0,0.75,2,7.7,1191
44,2013,1055560.0,0.75,2,7.7,68
45,2013,4766469.0,0.75,2,7.7,1612
46,2013,842751.0,0.75,2,7.7,142
47,2013,6496943.0,0.75,2,7.7,1536
48,2013,26479646.0,0.75,2,7.7,11695
49,2013,2898773.0,0.75,2,7.7,853
50,2013,626603.0,0.75,2,7.7,149
51,2013,8255861.0,0.75,2,7.7,1972
53,2013,6966252.0,0.75,2,7.7,2155
54,2013,1854768.0,0.75,2,7.7,182
55,2013,5738012.0,0.75,2,7.7,527
56,2013,582620.0,0.75,2,7.7,138
1,2013,4831586.0,0.75,3,7.5,885
2,2013,737626.0,0.75,3,7.5,96
4,2013,6634690.0,0.75,3,7.5,1832
5,2013,2960459.0,0.75,3,7.5,569
6,2013,38253768.0,0.75,3,7.5,4840
8,2013,5270774.0,0.75,3,7.5,2727
9,2013,3595792.0,0.75,3,7.5,607
10,2013,924062.0,0.75,3,7.5,378
11,2013,651559.0,0.75,3,7.5,44
12,2013,19551678.0,0.75,3,7.5,7789
13,2013,9975592.0,0.75,3,7.5,2949
15,2013,1408822.0,0.75,3,7.5,343
16,2013,1612053.0,0.75,3,7.5,596
17,2013,12895778.0,0.75,3,7.5,1343
18,2013,6570575.0,0.75,3,7.5,1288
19,2013,3093935.0,0.75,3,7.5,712
20,2013,2894306.0,0.75,3,7.5,489
21,2013,4406906.0,0.75,3,7.5,749
22,2013,4626040.0,0.75,3,7.5,1299
23,2013,1328543.0,0.75,3,7.5,214
24,2013,5925197.0,0.75,3,7.5,1732
25,2013,6715158.0,0.75,3,7.5,900
26,2013,9914802.0,0.75,3,7.5,955
27,2013,5414722.0,0.75,3,7.5,1187
28,2013,2989839.0,0.75,3,7.5,608
