Fips,Year,Population,Interest Rate,Month,Unemployment Rate,HPA,HPI
41,2012,3900102.0,0.75,4,8.2,937,338.62
42,2012,12769123.0,0.75,4,8.2,1779,362.11
44,2012,1054893.0,0.75,4,8.2,61,437.05
45,2012,4719027.0,0.75,4,8.2,1449,300.98
46,2012,833859.0,0.75,4,8.2,425,294.94
47,2012,6455752.0,0.75,4,8.2,1378,278.23
48,2012,26084120.0,0.75,4,8.2,10178,221.15
49,2012,2854146.0,0.75,4,8.2,953,303.56
50,2012,626361.0,0.75,4,8.2,129,436.73
51,2012,8187456.0,0.75,4,8.2,2018,387.81
53,2012,6898599.0,0.75,4,8.2,2059,376.15
54,2012,1857446.0,0.75,4,8.2,208,203.24
55,2012,5720825.0,0.75,4,8.2,1080,289.19
56,2012,576656.0,0.75,4,8.2,156,265.64
1,2012,4816632.0,0.75,7,8.2,1212,276.62
2,2012,730810.0,0.75,7,8.2,114,287.67
4,2012,6556344.0,0.75,7,8.2,1996,249.49
5,2012,2952876.0,0.75,7,8.2,574,243.7
6,2012,37944551.0,0.75,7,8.2,5547,391.3
8,2012,5193660.0,0.75,7,8.2,2149,335.59
9,2012,3595211.0,0.75,7,8.2,402,384.38
10,2012,915518.0,0.75,7,8.2,307,401.63
11,2012,635737.0,0.75,7,8.2,399,591.44
12,2012,19302016.0,0.75,7,8.2,5154,271.58
13,2012,9903580.0,0.75,7,8.2,2006,250.5
15,2012,1395199.0,0.75,7,8.2,270,453.53
16,2012,1595910.0,0.75,7,8.2,721,264.49
17,2012,12883029.0,0.75,7,8.2,1113,295.77
18,2012,6538989.0,0.75,7,8.2,1045,241.4
19,2012,3076844.0,0.75,7,8.2,836,248.64
20,2012,2886024.0,0.75,7,8.2,538,232.83
21,2012,4387865.0,0.75,7,8.2,653,284.63
22,2012,4602067.0,0.75,7,8.2,1049,243.64
23,2012,1328094.0,0.75,7,8.2,265,442.17
24,2012,5888375.0,0.75,7,8.2,1202,404.95
25,2012,6664269.0,0.75,7,8.2,715,602.13
26,2012,9898289.0,0.75,7,8.2,1159,231.31
27,2012,5377500.0,0.75,7,8.2,1472,295.31
28,2012,2984599.0,0.75,7,8.2,640,239.61
29,2012,6026027.0,0.75,7,8.2,666,268.47
30,2012,1004168.0,0.75,7,8.2,208,352.23
31,2012,1853691.0,0.75,7,8.2,480,251.8
32,2012,2744670.0,0.75,7,8.2,751,188.88
33,2012,1324677.0,0.75,7,8.2,235,374.09
34,2012,8845671.0,0.75,7,8.2,1909,452.65
35,2012,2087715.0,0.75,7,8.2,449,281.52
36,2012,19574362.0,0.75,7,8.2,2394,554.94
37,2012,9751810.0,0.75,7,8.2,4578,297.07
38,2012,702227.0,0.75,7,8.2,555,282.15
39,2012,11550971.0,0.75,7,8.2,1630,235.51
40,2012,3819320.0,0.75,7,8.2,729,203.35
41,2012,3900102.0,0.75,7,8.2,1160,345.81
42,2012,12769123.0,0.75,7,8.2,1983,364.03
44,2012,1054893.0,0.75,7,8.2,76,439.15
45,2012,4719027.0,0.75,7,8.2,1468,303.34
46,2012,833859.0,0.75,7,8.2,391,296.23
47,2012,6455752.0,0.75,7,8.2,1204,281.33
48,2012,26084120.0,0.75,7,8.2,12003,223.07
49,2012,2854146.0,0.75,7,8.2,1141,309.83
50,2012,626361.0,0.75,7,8.2,88,438.04
51,2012,8187456.0,0.75,7,8.2,2497,392.61
53,2012,6898599.0,0.75,7,8.2,2609,383.07
54,2012,1857446.0,0.75,7,8.2,215,204.52
55,2012,5720825.0,0.75,7,8.2,966,291.91
56,2012,576656.0,0.75,7,8.2,133,267.73
1,2012,4816632.0,0.75,10,7.8,813,277.07
2,2012,730810.0,0.75,10,7.8,99,289.84
4,2012,6556344.0,0.75,10,7.8,1758,257.01
5,2012,2952876.0,0.75,10,7.8,532,245.24
6,2012,37944551.0,0.75,10,7.8,4785,399.57
8,2012,5193660.0,0.75,10,7.8,1641,338.55
9,2012,3595211.0,0.75,10,7.8,592,385.61
10,2012,915518.0,0.75,10,7.8,324,404.38
11,2012,635737.0,0.75,10,7.8,404,603.0
12,2012,19302016.0,0.75,10,7.8,5327,275.15
13,2012,9903580.0,0.75,10,7.8,2419,253.46
15,2012,1395199.0,0.75,10,7.8,437,457.72
16,2012,1595910.0,0.75,10,7.8,505,268.4
17,2012,12883029.0,0.75,10,7.8,1503,295.85
18,2012,6538989.0,0.75,10,7.8,1408,242.1
19,2012,3076844.0,0.75,10,7.8,1163,249.72
20,2012,2886024.0,0.75,10,7.8,842,233.14
21,2012,4387865.0,0.75,10,7.8,684,285.75
22,2012,4602067.0,0.75,10,7.8,1279,243.65
23,2012,1328094.0,0.75,10,7.8,204,442.84
24,2012,5888375.0,0.75,10,7.8,1086,406.43
25,2012,6664269.0,0.75,10,7.8,770,605.04
26,2012,9898289.0,0.75,10,7.8,1344,234.43
27,2012,5377500.0,0.75,10,7.8,2035,298.53
28,2012,2984599.0,0.75,10,7.8,417,237.97
29,2012,6026027.0,0.75,10,7.8,2023,268.84
30,2012,1004168.0,0.75,10,7.8,293,357.0
31,2012,1853691.0,0.75,10,7.8,602,253.1
32,2012,2744670.0,0.75,10,7.8,698,193.85
33,2012,1324677.0,0.75,10,7.8,226,375.39
34,2012,8845671.0,0.75,10,7.8,1643,453.61
35,2012,2087715.0,0.75,10,7.8,386,282.17
36,2012,19574362.0,0.75,10,7.8,2395,556.86
37,2012,9751810.0,0.75,10,7.8,4930,298.33
38,2012,702227.0,0.75,10,7.8,979,289.66
39,2012,11550971.0,0.75,10,7.8,1672,234.97
40,2012,3819320.0,0.75,10,7.8,971,204.48
41,2012,3900102.0,0.75,10,7.8,1149,351.47
42,2012,12769123.0,0.75,10,7.8,1556,365.07
44,2012,1054893.0,0.75,10,7.8,64,441.36
45,2012,4719027.0,0.75,10,7.8,1638,303.35
46,2012,833859.0,0.75,10,7.8,539,300.2
47,2012,6455752.0,0.75,10,7.8,1655,281.82
48,2012,26084120.0,0.75,10,7.8,11773,224.73
49,2012,2854146.0,0.75,10,7.8,1167,315.21
50,2012,626361.0,0.75,10,7.8,166,438.08
51,2012,8187456.0,0.75,10,7.8,2031,394.26
53,2012,6898599.0,0.75,10,7.8,2511,387.62
54,2012,1857446.0,0.75,10,7.8,212,205.01
55,2012,5720825.0,0.75,10,7.8,1495,291.92
56,2012,576656.0,0.75,10,7.8,150,270.0
1,2013,4831586.0,0.75,1,8.0,912,274.35
2,2013,737626.0,0.75,1,8.0,56,293.15
4,2013,6634690.0,0.75,1,8.0,1780,263.37
5,2013,2960459.0,0.75,1,8.0,365,246.07
6,2013,38253768.0,0.75,1,8.0,4972,408.07
8,2013,5270774.0,0.75,1,8.0,1878,342.7
9,2013,3595792.0,0.75,1,8.0,263,383.82
10,2013,924062.0,0.75,1,8.0,317,404.43
11,2013,651559.0,0.75,1,8.0,55,612.93
12,2013,19551678.0,0.75,1,8.0,6357,279.03
13,2013,9975592.0,0.75,1,8.0,1780,253.81
15,2013,1408822.0,0.75,1,8.0,462,461.04
16,2013,1612053.0,0.75,1,8.0,350,270.97
17,2013,12895778.0,0.75,1,8.0,568,294.0
18,2013,6570575.0,0.75,1,8.0,732,242.11
19,2013,3093935.0,0.75,1,8.0,331,250.12
20,2013,2894306.0,0.75,1,8.0,595,234.01
21,2013,4406906.0,0.75,1,8.0,515,285.68
22,2013,4626040.0,0.75,1,8.0,1071,243.24
23,2013,1328543.0,0.75,1,8.0,139,445.85
24,2013,5925197.0,0.75,1,8.0,1067,406.49
25,2013,6715158.0,0.75,1,8.0,762,606.92
26,2013,9914802.0,0.75,1,8.0,734,237.07
27,2013,5414722.0,0.75,1,8.0,554,299.78
28,2013,2989839.0,0.75,1,8.0,315,238.21
29,2013,6042989.0,0.75,1,8.0,800,267.7
30,2013,1014158.0,0.75,1,8.0,159,360.04
31,2013,1865813.0,0.75,1,8.0,393,254.54
32,2013,2776956.0,0.75,1,8.0,758,200.21
33,2013,1327272.0,0.75,1,8.0,153,374.25
34,2013,8857821.0,0.75,1,8.0,1752,453.53
35,2013,2092833.0,0.75,1,8.0,501,283.42
36,2013,19626488.0,0.75,1,8.0,2188,557.49
37,2013,9846717.0,0.75,1,8.0,3832,297.73
38,2013,723149.0,0.75,1,8.0,75,294.34
39,2013,11579692.0,0.75,1,8.0,1677,233.92
40,2013,3853891.0,0.75,1,8.0,1354,204.54
41,2013,3924110.0,0.75,1,8.0,1029,354.25
42,2013,12779538.0,0.75,1,8.0,1277,365.3
44,2013,1055560.0,0.75,1,8.0,58,439.15
45,2013,4766469.0,0.75,1,8.0,1705,303.12
46,2013,842751.0,0.75,1,8.0,294,303.25
47,2013,6496943.0,0.75,1,8.0,1491,282.01
48,2013,26479646.0,0.75,1,8.0,10962,226.39
49,2013,2898773.0,0.75,1,8.0,720,318.09
50,2013,626603.0,0.75,1,8.0,32,440.07
51,2013,8255861.0,0.75,1,8.0,2501,393.78
53,2013,6966252.0,0.75,1,8.0,2368,390.43
54,2013,1854768.0,0.75,1,8.0,159,204.45
55,2013,5738012.0,0.75,1,8.0,496,290.96
56,2013,582620.0,0.75,1,8.0,74,271.01
1,2013,4831586.0,0.75,4,7.6,1093,274.87
2,2013,737626.0,0.75,4,7.6,127,293.88
4,2013,6634690.0,0.75,4,7.6,2428,275.31
5,2013,2960459.0,0.75,4,7.6,722,246.36
6,2013,38253768.0,0.75,4,7.6,7589,426.93
8,2013,5270774.0,0.75,4,7.6,1773,349.79
9,2013,3595792.0,0.75,4,7.6,364,382.17
10,2013,924062.0,0.75,4,7.6,445,404.74
11,2013,651559.0,0.75,4,7.6,53,631.16
12,2013,19551678.0,0.75,4,7.6,9457,288.36
13,2013,9975592.0,0.75,4,7.6,2881,259.79
15,2013,1408822.0,0.75,4,7.6,228,470.95
16,2013,1612053.0,0.75,4,7.6,739,273.8
17,2013,12895778.0,0.75,4,7.6,1440,295.87
18,2013,6570575.0,0.75,4,7.6,1578,242.49
19,2013,3093935.0,0.75,4,7.6,1005,251.85
20,2013,2894306.0,0.75,4,7.6,1740,232.73
21,2013,4406906.0,0.75,4,7.6,860,286.49
22,2013,4626040.0,0.75,4,7.6,1399,244.7
23,2013,1328543.0,0.75,4,7.6,291,447.93
24,2013,5925197.0,0.75,4,7.6,1740,410.21
25,2013,6715158.0,0.75,4,7.6,1068,611.98
26,2013,9914802.0,0.75,4,7.6,1413,242.09
27,2013,5414722.0,0.75,4,7.6,1450,305.38
28,2013,2989839.0,0.75,4,7.6,461,237.75
29,2013,6042989.0,0.75,4,7.6,1144,268.6
30,2013,1014158.0,0.75,4,7.6,318,362.85
31,2013,1865813.0,0.75,4,7.6,1100,257.29
32,2013,2776956.0,0.75,4,7.6,1128,212.71
33,2013,1327272.0,0.75,4,7.6,205,375.06
34,2013,8857821.0,0.75,4,7.6,1883,454.39
35,2013,2092833.0,0.75,4,7.6,344,283.32
36,2013,19626488.0,0.75,4,7.6,2593,559.05
37,2013,9846717.0,0.75,4,7.6,4668,299.27
38,2013,723149.0,0.75,4,7.6,740,301.19
39,2013,11579692.0,0.75,4,7.6,2304,234.65
40,2013,3853891.0,0.75,4,7.6,1204,206.4
41,2013,3924110.0,0.75,4,7.6,1552,364.04
42,2013,12779538.0,0.75,4,7.6,2088,366.52
44,2013,1055560.0,0.75,4,7.6,84,439.84
45,2013,4766469.0,0.75,4,7.6,1855,304.02
46,2013,842751.0,0.75,4,7.6,709,304.49
47,2013,6496943.0,0.75,4,7.6,2148,284.67
48,2013,26479646.0,0.75,4,7.6,13600,230.43
49,2013,2898773.0,0.75,4,7.6,1262,327.01
50,2013,626603.0,0.75,4,7.6,102,436.39
51,2013,8255861.0,0.75,4,7.6,2656,397.66
53,2013,6966252.0,0.75,4,7.6,2330,397.69
54,2013,1854768.0,0.75,4,7.6,366,205.51
55,2013,5738012.0,0.75,4,7.6,1603,290.85
56,2013,582620.0,0.75,4,7.6,206,273.54
1,2013,4831586.0,0.75,7,7.3,949,274.4
2,2013,737626.0,0.75,7,7.3,113,297.1
4,2013,6634690.0,0.75,7,7.3,2290,283.68
5,2013,2960459.0,0.75,7,7.3,624,247.02
6,2013,38253768.0,0.75,7,7.3,7682,448.37
8,2013,5270774.0,0.75,7,7.3,2265,358.44
9,2013,3595792.0,0.75,7,7.3,456,381.66
10,2013,924062.0,0.75,7,7.3,435,406.49
11,2013,651559.0,0.75,7,7.3,556,652.39
12,2013,19551678.0,0.75,7,7.3,7248,295.79
13,2013,9975592.0,0.75,7,7.3,2808,263.41
15,2013,1408822.0,0.75,7,7.3,219,480.02
16,2013,1612053.0,0.75,7,7.3,836,282.36
17,2013,12895778.0,0.75,7,7.3,1336,296.52
18,2013,6570575.0,0.75,7,7.3,1688,243.31
19,2013,3093935.0,0.75,7,7.3,1136,252.78
20,2013,2894306.0,0.75,7,7.3,513,235.34
21,2013,4406906.0,0.75,7,7.3,783,285.99
22,2013,4626040.0,0.75,7,7.3,1185,246.44
23,2013,1328543.0,0.75,7,7.3,271,444.76
24,2013,5925197.0,0.75,7,7.3,1254,412.02
25,2013,6715158.0,0.75,7,7.3,1880,619.44
26,2013,9914802.0,0.75,7,7.3,1445,247.78
27,2013,5414722.0,0.75,7,7.3,2071,311.84
28,2013,2989839.0,0.75,7,7.3,440,238.4
29,2013,6042989.0,0.75,7,7.3,916,269.02
30,2013,1014158.0,0.75,7,7.3,541,367.66
31,2013,1865813.0,0.75,7,7.3,735,258.74
32,2013,2776956.0,0.75,7,7.3,700,226.3
33,2013,1327272.0,0.75,7,7.3,316,379.3
34,2013,8857821.0,0.75,7,7.3,2261,454.99
35,2013,2092833.0,0.75,7,7.3,350,283.01
36,2013,19626488.0,0.75,7,7.3,2847,561.88
37,2013,9846717.0,0.75,7,7.3,3828,300.0
38,2013,723149.0,0.75,7,7.3,1002,312.13
39,2013,11579692.0,0.75,7,7.3,2288,235.84
40,2013,3853891.0,0.75,7,7.3,1200,207.51
41,2013,3924110.0,0.75,7,7.3,1633,374.34
42,2013,12779538.0,0.75,7,7.3,2596,368.2
44,2013,1055560.0,0.75,7,7.3,76,440.57
45,2013,4766469.0,0.75,7,7.3,2018,304.56
46,2013,842751.0,0.75,7,7.3,402,308.57
47,2013,6496943.0,0.75,7,7.3,2017,285.35
48,2013,26479646.0,0.75,7,7.3,12780,234.44
49,2013,2898773.0,0.75,7,7.3,1433,334.63
50,2013,626603.0,0.75,7,7.3,141,437.85
51,2013,8255861.0,0.75,7,7.3,2904,398.52
53,2013,6966252.0,0.75,7,7.3,2795,406.25
54,2013,1854768.0,0.75,7,7.3,183,207.89
55,2013,5738012.0,0.75,7,7.3,1507,291.08
56,2013,582620.0,0.75,7,7.3,193,273.68
1,2013,4831586.0,0.75,10,7.2,958,273.25
2,2013,737626.0,0.75,10,7.2,87,298.19
4,2013,6634690.0,0.75,10,7.2,1671,291.57
5,2013,2960459.0,0.75,10,7.2,498,246.72
6,2013,38253768.0,0.75,10,7.2,6405,463.29
8,2013,5270774.0,0.75,10,7.2,2166,361.63
9,2013,3595792.0,0.75,10,7.2,544,378.65
10,2013,924062.0,0.75,10,7.2,365,409.81
11,2013,651559.0,0.75,10,7.2,907,654.64
12,2013,19551678.0,0.75,10,7.2,7668,303.44
13,2013,9975592.0,0.75,10,7.2,3193,266.72
15,2013,1408822.0,0.75,10,7.2,367,491.05
16,2013,1612053.0,0.75,10,7.2,867,282.76
17,2013,12895778.0,0.75,10,7.2,1892,297.69
18,2013,6570575.0,0.75,10,7.2,1752,243.54
19,2013,3093935.0,0.75,10,7.2,1747,253.07
20,2013,2894306.0,0.75,10,7.2,661,234.61
21,2013,4406906.0,0.75,10,7.2,736,284.87
22,2013,4626040.0,0.75,10,7.2,1097,245.93
23,2013,1328543.0,0.75,10,7.2,291,442.76
24,2013,5925197.0,0.75,10,7.2,1680,412.52
25,2013,6715158.0,0.75,10,7.2,985,622.6
26,2013,9914802.0,0.75,10,7.2,1558,249.79
27,2013,5414722.0,0.75,10,7.2,1561,312.24
28,2013,2989839.0,0.75,10,7.2,393,236.83
29,2013,6042989.0,0.75,10,7.2,1607,268.54
30,2013,1014158.0,0.75,10,7.2,249,368.02
31,2013,1865813.0,0.75,10,7.2,745,260.59
32,2013,2776956.0,0.75,10,7.2,794,236.12
33,2013,1327272.0,0.75,10,7.2,267,379.88
34,2013,8857821.0,0.75,10,7.2,1993,456.26
35,2013,2092833.0,0.75,10,7.2,616,284.47
36,2013,19626488.0,0.75,10,7.2,2854,561.27
37,2013,9846717.0,0.75,10,7.2,4599,299.31
38,2013,723149.0,0.75,10,7.2,1459,316.5
39,2013,11579692.0,0.75,10,7.2,2146,235.64
40,2013,3853891.0,0.75,10,7.2,976,206.89
41,2013,3924110.0,0.75,10,7.2,1320,378.98
42,2013,12779538.0,0.75,10,7.2,1999,367.44
44,2013,1055560.0,0.75,10,7.2,93,437.66
45,2013,4766469.0,0.75,10,7.2,2197,303.86
46,2013,842751.0,0.75,10,7.2,366,309.84
47,2013,6496943.0,0.75,10,7.2,2434,287.13
48,2013,26479646.0,0.75,10,7.2,15256,237.15
49,2013,2898773.0,0.75,10,7.2,1499,338.98
50,2013,626603.0,0.75,10,7.2,144,436.61
51,2013,8255861.0,0.75,10,7.2,1852,398.43
53,2013,6966252.0,0.75,10,7.2,2904,410.14
54,2013,1854768.0,0.75,10,7.2,166,209.38
55,2013,5738012.0,0.75,10,7.2,1582,289.95
56,2013,582620.0,0.75,10,7.2,175,274.58
1,2014,4843737.0,0.75,1,6.6,835,275.29
2,2014,737075.0,0.75,1,6.6,79,295.48
4,2014,6732873.0,0.75,1,6.6,1735,297.18
5,2014,2968759.0,0.75,1,6.6,347,247.94
6,2014,38586706.0,0.75,1,6.6,4221,472.96
8,2014,5352637.0,0.75,1,6.6,1539,366.77
9,2014,3595697.0,0.75,1,6.6,533,377.6
10,2014,933131.0,0.75,1,6.6,309,408.19
11,2014,663603.0,0.75,1,6.6,300,669.74
12,2014,19853880.0,0.75,1,6.6,7585,308.04
13,2014,10071204.0,0.75,1,6.6,1723,270.86
15,2014,1415335.0,0.75,1,6.6,140,495.07
16,2014,1632248.0,0.75,1,6.6,446,287.3
17,2014,12885092.0,0.75,1,6.6,660,298.54
18,2014,6596019.0,0.75,1,6.6,960,243.27
19,2014,3110643.0,0.75,1,6.6,309,252.81
20,2014,2901861.0,0.75,1,6.6,701,235.46
21,2014,4416992.0,0.75,1,6.6,939,285.09
22,2014,4645938.0,0.75,1,6.6,1003,246.87
23,2014,1331217.0,0.75,1,6.6,178,444.82
24,2014,5960064.0,0.75,1,6.6,1233,413.77
25,2014,6764864.0,0.75,1,6.6,1076,626.7
26,2014,9932033.0,0.75,1,6.6,869,252.21
27,2014,5452665.0,0.75,1,6.6,638,314.09
28,2014,2991892.0,0.75,1,6.6,329,239.0
29,2014,6059130.0,0.75,1,6.6,933,269.08
30,2014,1022657.0,0.75,1,6.6,120,372.48
31,2014,1879955.0,0.75,1,6.6,308,260.36
32,2014,2818935.0,0.75,1,6.6,676,241.94
33,2014,1334257.0,0.75,1,6.6,109,383.49
34,2014,8867277.0,0.75,1,6.6,1387,458.77
35,2014,2090236.0,0.75,1,6.6,448,282.96
36,2014,19653431.0,0.75,1,6.6,1222,561.64
37,2014,9937295.0,0.75,1,6.6,3389,300.94
38,2014,738736.0,0.75,1,6.6,105,319.6
39,2014,11606573.0,0.75,1,6.6,920,236.08
40,2014,3879187.0,0.75,1,6.6,1159,209.36
41,2014,3965447.0,0.75,1,6.6,1236,384.56
42,2014,12792392.0,0.75,1,6.6,1482,367.53
44,2014,1056511.0,0.75,1,6.6,49,440.16
45,2014,4826858.0,0.75,1,6.6,2210,304.97
46,2014,849670.0,0.75,1,6.6,264,309.28
47,2014,6544617.0,0.75,1,6.6,2422,288.83
48,2014,26963092.0,0.75,1,6.6,12373,241.09
49,2014,2938327.0,0.75,1,6.6,1241,341.16
50,2014,625693.0,0.75,1,6.6,54,433.23
51,2014,8315430.0,0.75,1,6.6,1637,400.1
53,2014,7057531.0,0.75,1,6.6,1769,414.79
54,2014,1850569.0,0.75,1,6.6,141,208.79
55,2014,5753199.0,0.75,1,6.6,555,289.37
56,2014,583159.0,0.75,1,6.6,69,277.77
1,2014,4843737.0,0.75,4,6.2,943,276.01
2,2014,737075.0,0.75,4,6.2,132,301.53
4,2014,6732873.0,0.75,4,6.2,2687,302.5
5,2014,2968759.0,0.75,4,6.2,567,248.07
6,2014,38586706.0,0.75,4,6.2,8623,485.68
8,2014,5352637.0,0.75,4,6.2,2480,379.32
9,2014,3595697.0,0.75,4,6.2,336,380.45
10,2014,933131.0,0.75,4,6.2,382,411.88
11,2014,663603.0,0.75,4,6.2,95,685.1
12,2014,19853880.0,0.75,4,6.2,7217,316.17
13,2014,10071204.0,0.75,4,6.2,2751,277.16
15,2014,1415335.0,0.75,4,6.2,256,502.6
16,2014,1632248.0,0.75,4,6.2,806,292.49
17,2014,12885092.0,0.75,4,6.2,2417,304.03
18,2014,6596019.0,0.75,4,6.2,1547,247.25
19,2014,3110643.0,0.75,4,6.2,1496,256.28
20,2014,2901861.0,0.75,4,6.2,544,238.8
21,2014,4416992.0,0.75,4,6.2,803,289.51
22,2014,4645938.0,0.75,4,6.2,1241,249.35
23,2014,1331217.0,0.75,4,6.2,250,448.94
24,2014,5960064.0,0.75,4,6.2,1290,420.52
25,2014,6764864.0,0.75,4,6.2,1033,640.52
26,2014,9932033.0,0.75,4,6.2,1243,259.87
27,2014,5452665.0,0.75,4,6.2,1082,322.08
28,2014,2991892.0,0.75,4,6.2,451,239.26
29,2014,6059130.0,0.75,4,6.2,1621,273.71
30,2014,1022657.0,0.75,4,6.2,268,374.88
31,2014,1879955.0,0.75,4,6.2,837,266.34
32,2014,2818935.0,0.75,4,6.2,1194,249.69
33,2014,1334257.0,0.75,4,6.2,274,386.13
34,2014,8867277.0,0.75,4,6.2,1960,463.75
35,2014,2090236.0,0.75,4,6.2,336,285.1
36,2014,19653431.0,0.75,4,6.2,3226,567.43
37,2014,9937295.0,0.75,4,6.2,4433,305.06
38,2014,738736.0,0.75,4,6.2,1107,323.98
39,2014,11606573.0,0.75,4,6.2,1653,241.25
40,2014,3879187.0,0.75,4,6.2,1173,211.07
41,2014,3965447.0,0.75,4,6.2,1529,397.18
42,2014,12792392.0,0.75,4,6.2,2388,372.37
44,2014,1056511.0,0.75,4,6.2,76,447.65
45,2014,4826858.0,0.75,4,6.2,2376,310.25
46,2014,849670.0,0.75,4,6.2,745,314.54
47,2014,6544617.0,0.75,4,6.2,2445,294.52
48,2014,26963092.0,0.75,4,6.2,17725,247.39
49,2014,2938327.0,0.75,4,6.2,1267,347.45
50,2014,625693.0,0.75,4,6.2,116,438.81
51,2014,8315430.0,0.75,4,6.2,2268,406.43
53,2014,7057531.0,0.75,4,6.2,3320,425.72
54,2014,1850569.0,0.75,4,6.2,191,209.99
55,2014,5753199.0,0.75,4,6.2,1226,293.95
56,2014,583159.0,0.75,4,6.2,263,279.27
1,2014,4843737.0,0.75,7,6.2,1103,279.05
2,2014,737075.0,0.75,7,6.2,130,305.21
4,2014,6732873.0,0.75,7,6.2,2324,305.55
5,2014,2968759.0,0.75,7,6.2,408,250.03
6,2014,38586706.0,0.75,7,6.2,7347,495.85
8,2014,5352637.0,0.75,7,6.2,2980,387.72
9,2014,3595697.0,0.75,7,6.2,327,383.13
10,2014,933131.0,0.75,7,6.2,415,417.1
11,2014,663603.0,0.75,7,6.2,922,692.93
12,2014,19853880.0,0.75,7,6.2,7801,323.01
13,2014,10071204.0,0.75,7,6.2,3472,282.29
15,2014,1415335.0,0.75,7,6.2,279,512.4
16,2014,1632248.0,0.75,7,6.2,714,296.78
17,2014,12885092.0,0.75,7,6.2,2327,308.24
18,2014,6596019.0,0.75,7,6.2,2073,249.71
19,2014,3110643.0,0.75,7,6.2,954,258.93
20,2014,2901861.0,0.75,7,6.2,450,242.45
21,2014,4416992.0,0.75,7,6.2,793,290.85
22,2014,4645938.0,0.75,7,6.2,1199,253.06
23,2014,1331217.0,0.75,7,6.2,340,456.77
24,2014,5960064.0,0.75,7,6.2,1898,423.17
25,2014,6764864.0,0.75,7,6.2,1246,647.89
26,2014,9932033.0,0.75,7,6.2,1990,265.67
27,2014,5452665.0,0.75,7,6.2,1830,325.2
28,2014,2991892.0,0.75,7,6.2,852,241.67
29,2014,6059130.0,0.75,7,6.2,1261,276.1
30,2014,1022657.0,0.75,7,6.2,491,383.15
31,2014,1879955.0,0.75,7,6.2,636,268.88
32,2014,2818935.0,0.75,7,6.2,1487,258.94
33,2014,1334257.0,0.75,7,6.2,620,392.3
34,2014,8867277.0,0.75,7,6.2,3115,468.08
35,2014,2090236.0,0.75,7,6.2,310,287.54
36,2014,19653431.0,0.75,7,6.2,3683,575.91
37,2014,9937295.0,0.75,7,6.2,4684,308.05
38,2014,738736.0,0.75,7,6.2,1649,331.92
39,2014,11606573.0,0.75,7,6.2,2431,243.91
40,2014,3879187.0,0.75,7,6.2,976,214.02
41,2014,3965447.0,0.75,7,6.2,1445,403.99
42,2014,12792392.0,0.75,7,6.2,2109,374.95
44,2014,1056511.0,0.75,7,6.2,102,455.59
45,2014,4826858.0,0.75,7,6.2,2352,313.7
46,2014,849670.0,0.75,7,6.2,382,317.4
47,2014,6544617.0,0.75,7,6.2,1748,296.97
48,2014,26963092.0,0.75,7,6.2,14717,251.79
49,2014,2938327.0,0.75,7,6.2,1341,351.42
50,2014,625693.0,0.75,7,6.2,118,440.23
51,2014,8315430.0,0.75,7,6.2,2779,409.31
53,2014,7057531.0,0.75,7,6.2,3206,434.93
54,2014,1850569.0,0.75,7,6.2,204,212.27
55,2014,5753199.0,0.75,7,6.2,1435,297.11
56,2014,583159.0,0.75,7,6.2,173,283.62
1,2014,4843737.0,0.75,10,5.7,1282,280.33
2,2014,737075.0,0.75,10,5.7,145,304.57
4,2014,6732873.0,0.75,10,5.7,2019,310.58
5,2014,2968759.0,0.75,10,5.7,728,253.09
6,2014,38586706.0,0.75,10,5.7,9017,501.44
8,2014,5352637.0,0.75,10,5.7,3066,393.59
9,2014,3595697.0,0.75,10,5.7,433,382.92
10,2014,933131.0,0.75,10,5.7,539,415.88
11,2014,663603.0,0.75,10,5.7,506,708.17
12,2014,19853880.0,0.75,10,5.7,8259,328.86
13,2014,10071204.0,0.75,10,5.7,3468,284.43
15,2014,1415335.0,0.75,10,5.7,228,519.5
16,2014,1632248.0,0.75,10,5.7,950,297.71
17,2014,12885092.0,0.75,10,5.7,2007,309.54
18,2014,6596019.0,0.75,10,5.7,1696,250.98
19,2014,3110643.0,0.75,10,5.7,1133,260.11
20,2014,2901861.0,0.75,10,5.7,1067,242.36
21,2014,4416992.0,0.75,10,5.7,676,293.02
22,2014,4645938.0,0.75,10,5.7,1528,253.82
23,2014,1331217.0,0.75,10,5.7,331,454.75
24,2014,5960064.0,0.75,10,5.7,1163,426.99
25,2014,6764864.0,0.75,10,5.7,1112,652.22
26,2014,9932033.0,0.75,10,5.7,1628,267.9
27,2014,5452665.0,0.75,10,5.7,1876,326.37
28,2014,2991892.0,0.75,10,5.7,448,244.51
29,2014,6059130.0,0.75,10,5.7,1521,278.56
30,2014,1022657.0,0.75,10,5.7,408,385.17
31,2014,1879955.0,0.75,10,5.7,832,270.37
32,2014,2818935.0,0.75,10,5.7,1150,262.93
33,2014,1334257.0,0.75,10,5.7,363,394.07
34,2014,8867277.0,0.75,10,5.7,1588,470.12
35,2014,2090236.0,0.75,10,5.7,485,288.4
36,2014,19653431.0,0.75,10,5.7,2217,579.3
37,2014,9937295.0,0.75,10,5.7,4538,309.25
38,2014,738736.0,0.75,10,5.7,1555,336.76
39,2014,11606573.0,0.75,10,5.7,1887,245.0
