Fips,Year,Population,Interest Rate,Month,Unemployment Rate,HPA,HPI
40,2014,3879187.0,0.75,10,5.7,1260,215.0
41,2014,3965447.0,0.75,10,5.7,2097,408.17
42,2014,12792392.0,0.75,10,5.7,2017,375.71
44,2014,1056511.0,0.75,10,5.7,98,458.39
45,2014,4826858.0,0.75,10,5.7,2606,316.14
46,2014,849670.0,0.75,10,5.7,531,320.43
47,2014,6544617.0,0.75,10,5.7,3395,301.18
48,2014,26963092.0,0.75,10,5.7,13597,254.76
49,2014,2938327.0,0.75,10,5.7,1447,355.39
50,2014,625693.0,0.75,10,5.7,98,438.85
51,2014,8315430.0,0.75,10,5.7,2812,412.65
53,2014,7057531.0,0.75,10,5.7,2830,439.27
54,2014,1850569.0,0.75,10,5.7,175,212.85
55,2014,5753199.0,0.75,10,5.7,1412,298.61
56,2014,583159.0,0.75,10,5.7,140,285.45
1,2015,4854803.0,0.75,1,5.7,1025,283.36
2,2015,738430.0,0.75,1,5.7,54,307.36
4,2015,6832810.0,0.75,1,5.7,1712,313.03
5,2015,2979732.0,0.75,1,5.7,694,253.07
6,2015,38904296.0,0.75,1,5.7,7312,506.56
8,2015,5454328.0,0.75,1,5.7,1489,400.9
9,2015,3588561.0,0.75,1,5.7,264,387.52
10,2015,942065.0,0.75,1,5.7,368,422.28
11,2015,677014.0,0.75,1,5.7,22,714.67
12,2015,20219111.0,0.75,1,5.7,7781,336.26
13,2015,10183353.0,0.75,1,5.7,2445,288.54
15,2015,1422999.0,0.75,1,5.7,743,531.53
16,2015,1652495.0,0.75,1,5.7,442,303.48
17,2015,12859585.0,0.75,1,5.7,530,312.77
18,2015,6611442.0,0.75,1,5.7,681,253.73
19,2015,3122541.0,0.75,1,5.7,249,261.18
20,2015,2910717.0,0.75,1,5.7,345,244.32
21,2015,4429126.0,0.75,1,5.7,717,295.68
22,2015,4666998.0,0.75,1,5.7,1035,257.25
23,2015,1329098.0,0.75,1,5.7,186,460.74
24,2015,5988528.0,0.75,1,5.7,1220,429.32
25,2015,6797484.0,0.75,1,5.7,1733,657.93
26,2015,9934483.0,0.75,1,5.7,735,269.08
27,2015,5484002.0,0.75,1,5.7,1108,327.14
28,2015,2990231.0,0.75,1,5.7,644,246.44
29,2015,6075411.0,0.75,1,5.7,768,280.77
30,2015,1031495.0,0.75,1,5.7,136,387.98
31,2015,1892059.0,0.75,1,5.7,235,272.23
32,2015,2868531.0,0.75,1,5.7,640,267.97
33,2015,1337480.0,0.75,1,5.7,134,397.39
34,2015,8870312.0,0.75,1,5.7,1740,473.99
35,2015,2090071.0,0.75,1,5.7,275,289.74
36,2015,19657321.0,0.75,1,5.7,2353,584.57
37,2015,10037218.0,0.75,1,5.7,3544,314.21
38,2015,755537.0,0.75,1,5.7,110,340.14
39,2015,11622315.0,0.75,1,5.7,1031,246.43
40,2015,3910518.0,0.75,1,5.7,995,216.88
41,2015,4018542.0,0.75,1,5.7,798,414.69
42,2015,12789838.0,0.75,1,5.7,946,379.7
44,2015,1056886.0,0.75,1,5.7,45,462.6
45,2015,4896006.0,0.75,1,5.7,1899,321.91
46,2015,854663.0,0.75,1,5.7,151,323.0
47,2015,6595354.0,0.75,1,5.7,2027,303.83
48,2015,27468531.0,0.75,1,5.7,11515,258.63
49,2015,2983626.0,0.75,1,5.7,806,358.85
50,2015,625810.0,0.75,1,5.7,91,443.13
51,2015,8367303.0,0.75,1,5.7,2070,414.87
53,2015,7167287.0,0.75,1,5.7,3212,445.18
54,2015,1843332.0,0.75,1,5.7,129,212.22
55,2015,5762927.0,0.75,1,5.7,771,300.59
56,2015,586389.0,0.75,1,5.7,70,288.11
1,2015,4854803.0,0.75,4,5.4,1133,284.41
2,2015,738430.0,0.75,4,5.4,133,310.38
4,2015,6832810.0,0.75,4,5.4,3080,319.83
5,2015,2979732.0,0.75,4,5.4,629,253.87
6,2015,38904296.0,0.75,4,5.4,8472,518.06
8,2015,5454328.0,0.75,4,5.4,2882,417.63
9,2015,3588561.0,0.75,4,5.4,424,388.82
10,2015,942065.0,0.75,4,5.4,489,421.58
11,2015,677014.0,0.75,4,5.4,244,726.2
12,2015,20219111.0,0.75,4,5.4,8214,344.5
13,2015,10183353.0,0.75,4,5.4,3738,295.5
15,2015,1422999.0,0.75,4,5.4,595,535.22
16,2015,1652495.0,0.75,4,5.4,1130,308.83
17,2015,12859585.0,0.75,4,5.4,2016,315.59
18,2015,6611442.0,0.75,4,5.4,1611,256.89
19,2015,3122541.0,0.75,4,5.4,812,264.59
20,2015,2910717.0,0.75,4,5.4,919,247.23
21,2015,4429126.0,0.75,4,5.4,809,299.32
22,2015,4666998.0,0.75,4,5.4,1287,259.38
23,2015,1329098.0,0.75,4,5.4,262,463.8
24,2015,5988528.0,0.75,4,5.4,1410,432.24
25,2015,6797484.0,0.75,4,5.4,1045,665.83
26,2015,9934483.0,0.75,4,5.4,1874,274.81
27,2015,5484002.0,0.75,4,5.4,1324,334.12
28,2015,2990231.0,0.75,4,5.4,580,246.48
29,2015,6075411.0,0.75,4,5.4,1229,282.89
30,2015,1031495.0,0.75,4,5.4,258,393.93
31,2015,1892059.0,0.75,4,5.4,568,277.07
32,2015,2868531.0,0.75,4,5.4,1132,277.13
33,2015,1337480.0,0.75,4,5.4,279,403.68
34,2015,8870312.0,0.75,4,5.4,3732,477.73
35,2015,2090071.0,0.75,4,5.4,524,290.87
36,2015,19657321.0,0.75,4,5.4,7351,589.38
37,2015,10037218.0,0.75,4,5.4,4610,317.94
38,2015,755537.0,0.75,4,5.4,586,343.22
39,2015,11622315.0,0.75,4,5.4,1631,250.53
40,2015,3910518.0,0.75,4,5.4,886,219.83
41,2015,4018542.0,0.75,4,5.4,1146,428.87
42,2015,12789838.0,0.75,4,5.4,2903,382.4
44,2015,1056886.0,0.75,4,5.4,70,472.34
45,2015,4896006.0,0.75,4,5.4,3399,325.47
46,2015,854663.0,0.75,4,5.4,404,327.14
47,2015,6595354.0,0.75,4,5.4,3135,307.39
48,2015,27468531.0,0.75,4,5.4,15352,265.03
49,2015,2983626.0,0.75,4,5.4,1876,364.88
50,2015,625810.0,0.75,4,5.4,131,447.85
51,2015,8367303.0,0.75,4,5.4,3607,418.29
53,2015,7167287.0,0.75,4,5.4,3018,458.37
54,2015,1843332.0,0.75,4,5.4,295,217.67
55,2015,5762927.0,0.75,4,5.4,1365,303.73
56,2015,586389.0,0.75,4,5.4,226,289.34
1,2015,4854803.0,0.75,7,5.2,1004,285.9
2,2015,738430.0,0.75,7,5.2,128,313.97
4,2015,6832810.0,0.75,7,5.2,3114,326.55
5,2015,2979732.0,0.75,7,5.2,850,257.76
6,2015,38904296.0,0.75,7,5.2,8553,531.36
8,2015,5454328.0,0.75,7,5.2,2737,432.75
9,2015,3588561.0,0.75,7,5.2,696,386.71
10,2015,942065.0,0.75,7,5.2,497,425.23
11,2015,677014.0,0.75,7,5.2,317,743.67
12,2015,20219111.0,0.75,7,5.2,8339,353.0
13,2015,10183353.0,0.75,7,5.2,4295,299.58
15,2015,1422999.0,0.75,7,5.2,253,543.03
16,2015,1652495.0,0.75,7,5.2,921,315.2
17,2015,12859585.0,0.75,7,5.2,1651,316.72
18,2015,6611442.0,0.75,7,5.2,1375,257.91
19,2015,3122541.0,0.75,7,5.2,801,267.16
20,2015,2910717.0,0.75,7,5.2,712,250.29
21,2015,4429126.0,0.75,7,5.2,857,301.15
22,2015,4666998.0,0.75,7,5.2,1376,262.35
23,2015,1329098.0,0.75,7,5.2,344,466.52
24,2015,5988528.0,0.75,7,5.2,1365,432.37
25,2015,6797484.0,0.75,7,5.2,1147,676.82
26,2015,9934483.0,0.75,7,5.2,2173,279.74
27,2015,5484002.0,0.75,7,5.2,1985,339.22
28,2015,2990231.0,0.75,7,5.2,641,249.62
29,2015,6075411.0,0.75,7,5.2,1497,285.72
30,2015,1031495.0,0.75,7,5.2,314,397.41
31,2015,1892059.0,0.75,7,5.2,789,281.73
32,2015,2868531.0,0.75,7,5.2,1248,284.98
33,2015,1337480.0,0.75,7,5.2,290,408.98
34,2015,8870312.0,0.75,7,5.2,2279,478.86
35,2015,2090071.0,0.75,7,5.2,414,293.89
36,2015,19657321.0,0.75,7,5.2,3800,594.68
37,2015,10037218.0,0.75,7,5.2,4940,320.69
38,2015,755537.0,0.75,7,5.2,966,349.89
39,2015,11622315.0,0.75,7,5.2,1806,253.12
40,2015,3910518.0,0.75,7,5.2,1201,222.31
41,2015,4018542.0,0.75,7,5.2,1449,442.43
42,2015,12789838.0,0.75,7,5.2,1915,383.94
44,2015,1056886.0,0.75,7,5.2,79,474.19
45,2015,4896006.0,0.75,7,5.2,2869,328.69
46,2015,854663.0,0.75,7,5.2,625,331.03
47,2015,6595354.0,0.75,7,5.2,2571,312.84
48,2015,27468531.0,0.75,7,5.2,15556,270.77
49,2015,2983626.0,0.75,7,5.2,2126,372.09
50,2015,625810.0,0.75,7,5.2,196,447.11
51,2015,8367303.0,0.75,7,5.2,3415,420.02
53,2015,7167287.0,0.75,7,5.2,3022,471.22
54,2015,1843332.0,0.75,7,5.2,396,216.6
55,2015,5762927.0,0.75,7,5.2,1927,306.24
56,2015,586389.0,0.75,7,5.2,203,295.69
1,2015,4854803.0,0.75,10,5.0,986,288.06
2,2015,738430.0,0.75,10,5.0,137,315.0
4,2015,6832810.0,0.75,10,5.0,2617,330.93
5,2015,2979732.0,0.75,10,5.0,700,259.59
6,2015,38904296.0,0.75,10,5.0,6038,538.62
8,2015,5454328.0,0.75,10,5.0,2139,438.78
9,2015,3588561.0,0.75,10,5.0,674,386.33
10,2015,942065.0,0.75,10,5.0,459,426.32
11,2015,677014.0,0.75,10,5.0,656,758.82
12,2015,20219111.0,0.75,10,5.0,9062,360.15
13,2015,10183353.0,0.75,10,5.0,4118,301.9
15,2015,1422999.0,0.75,10,5.0,630,549.4
16,2015,1652495.0,0.75,10,5.0,770,319.82
17,2015,12859585.0,0.75,10,5.0,1553,318.18
18,2015,6611442.0,0.75,10,5.0,1892,259.74
19,2015,3122541.0,0.75,10,5.0,1021,268.75
20,2015,2910717.0,0.75,10,5.0,554,250.45
21,2015,4429126.0,0.75,10,5.0,1151,303.36
22,2015,4666998.0,0.75,10,5.0,1376,262.62
23,2015,1329098.0,0.75,10,5.0,356,469.13
24,2015,5988528.0,0.75,10,5.0,1268,433.48
25,2015,6797484.0,0.75,10,5.0,1322,680.74
26,2015,9934483.0,0.75,10,5.0,2347,281.12
27,2015,5484002.0,0.75,10,5.0,2320,339.96
28,2015,2990231.0,0.75,10,5.0,581,250.87
29,2015,6075411.0,0.75,10,5.0,1552,288.89
30,2015,1031495.0,0.75,10,5.0,635,401.7
31,2015,1892059.0,0.75,10,5.0,854,282.85
32,2015,2868531.0,0.75,10,5.0,1201,292.01
33,2015,1337480.0,0.75,10,5.0,264,408.83
34,2015,8870312.0,0.75,10,5.0,2766,479.57
35,2015,2090071.0,0.75,10,5.0,291,292.83
36,2015,19657321.0,0.75,10,5.0,3091,595.66
37,2015,10037218.0,0.75,10,5.0,4667,323.74
38,2015,755537.0,0.75,10,5.0,778,350.48
39,2015,11622315.0,0.75,10,5.0,2135,253.86
40,2015,3910518.0,0.75,10,5.0,1121,223.78
41,2015,4018542.0,0.75,10,5.0,1863,449.64
42,2015,12789838.0,0.75,10,5.0,2028,384.56
44,2015,1056886.0,0.75,10,5.0,85,477.59
45,2015,4896006.0,0.75,10,5.0,2264,332.4
46,2015,854663.0,0.75,10,5.0,486,334.58
47,2015,6595354.0,0.75,10,5.0,3352,315.66
48,2015,27468531.0,0.75,10,5.0,14789,273.19
49,2015,2983626.0,0.75,10,5.0,1603,377.15
50,2015,625810.0,0.75,10,5.0,130,445.8
51,2015,8367303.0,0.75,10,5.0,2738,422.08
53,2015,7167287.0,0.75,10,5.0,2967,479.02
54,2015,1843332.0,0.75,10,5.0,272,217.86
55,2015,5762927.0,0.75,10,5.0,1427,308.11
56,2015,586389.0,0.75,10,5.0,127,294.57
1,2016,4866824.0,1.0,1,4.8,1221,288.62
2,2016,742575.0,1.0,1,4.8,90,315.89
4,2016,6944767.0,1.0,1,4.8,2773,334.87
5,2016,2991815.0,1.0,1,4.8,615,258.11
6,2016,39149186.0,1.0,1,4.8,6962,545.65
8,2016,5543844.0,1.0,1,4.8,2149,446.56
9,2016,3579830.0,1.0,1,4.8,154,386.29
10,2016,949989.0,1.0,1,4.8,389,428.24
11,2016,687576.0,1.0,1,4.8,50,763.87
12,2016,20627237.0,1.0,1,4.8,7938,366.67
13,2016,10308442.0,1.0,1,4.8,3509,304.8
15,2016,1428885.0,1.0,1,4.8,173,564.76
16,2016,1684036.0,1.0,1,4.8,709,324.17
17,2016,12821709.0,1.0,1,4.8,1824,319.7
18,2016,6637898.0,1.0,1,4.8,999,259.9
19,2016,3133210.0,1.0,1,4.8,690,270.36
20,2016,2912977.0,1.0,1,4.8,276,252.42
21,2016,4440306.0,1.0,1,4.8,753,305.34
22,2016,4681346.0,1.0,1,4.8,1089,265.35
23,2016,1332348.0,1.0,1,4.8,178,473.49
24,2016,6007014.0,1.0,1,4.8,1056,437.3
25,2016,6827280.0,1.0,1,4.8,749,688.28
26,2016,9954117.0,1.0,1,4.8,1237,283.2
27,2016,5525360.0,1.0,1,4.8,754,341.95
28,2016,2990595.0,1.0,1,4.8,475,252.16
29,2016,6091384.0,1.0,1,4.8,1052,291.46
30,2016,1042137.0,1.0,1,4.8,160,404.98
31,2016,1906483.0,1.0,1,4.8,399,282.82
32,2016,2919555.0,1.0,1,4.8,1213,295.11
33,2016,1343694.0,1.0,1,4.8,166,412.64
34,2016,8873584.0,1.0,1,4.8,1262,482.77
35,2016,2092555.0,1.0,1,4.8,481,294.96
36,2016,19636391.0,1.0,1,4.8,1079,598.47
37,2016,10161802.0,1.0,1,4.8,2979,327.5
38,2016,756114.0,1.0,1,4.8,165,350.63
39,2016,11640060.0,1.0,1,4.8,990,255.06
40,2016,3928143.0,1.0,1,4.8,1035,223.67
41,2016,4093271.0,1.0,1,4.8,1233,459.26
42,2016,12788468.0,1.0,1,4.8,1306,386.43
44,2016,1057816.0,1.0,1,4.8,58,478.45
45,2016,4963031.0,1.0,1,4.8,1947,335.39
46,2016,863693.0,1.0,1,4.8,267,337.29
47,2016,6651277.0,1.0,1,4.8,2892,319.87
48,2016,27914064.0,1.0,1,4.8,11879,277.12
49,2016,3044241.0,1.0,1,4.8,1268,382.64
50,2016,624366.0,1.0,1,4.8,70,443.97
51,2016,8417651.0,1.0,1,4.8,2257,421.03
53,2016,7299961.0,1.0,1,4.8,2609,488.7
54,2016,1832435.0,1.0,1,4.8,138,218.77
55,2016,5775170.0,1.0,1,4.8,966,310.95
56,2016,585243.0,1.0,1,4.8,93,294.27
1,2016,4866824.0,1.0,4,5.1,1447,292.52
2,2016,742575.0,1.0,4,5.1,156,317.88
4,2016,6944767.0,1.0,4,5.1,2577,341.91
5,2016,2991815.0,1.0,4,5.1,801,262.08
6,2016,39149186.0,1.0,4,5.1,7925,555.19
8,2016,5543844.0,1.0,4,5.1,3035,462.33
9,2016,3579830.0,1.0,4,5.1,380,388.45
10,2016,949989.0,1.0,4,5.1,573,431.5
11,2016,687576.0,1.0,4,5.1,25,781.46
12,2016,20627237.0,1.0,4,5.1,9428,376.11
13,2016,10308442.0,1.0,4,5.1,4382,313.28
15,2016,1428885.0,1.0,4,5.1,309,567.79
16,2016,1684036.0,1.0,4,5.1,1049,330.34
17,2016,12821709.0,1.0,4,5.1,1311,323.92
18,2016,6637898.0,1.0,4,5.1,1635,264.81
19,2016,3133210.0,1.0,4,5.1,1349,273.07
20,2016,2912977.0,1.0,4,5.1,1239,257.5
21,2016,4440306.0,1.0,4,5.1,966,310.53
22,2016,4681346.0,1.0,4,5.1,1121,268.99
23,2016,1332348.0,1.0,4,5.1,457,477.77
24,2016,6007014.0,1.0,4,5.1,1352,442.21
25,2016,6827280.0,1.0,4,5.1,1138,697.81
26,2016,9954117.0,1.0,4,5.1,2552,289.51
27,2016,5525360.0,1.0,4,5.1,1855,349.71
28,2016,2990595.0,1.0,4,5.1,705,253.58
29,2016,6091384.0,1.0,4,5.1,2049,295.22
30,2016,1042137.0,1.0,4,5.1,338,407.26
31,2016,1906483.0,1.0,4,5.1,1008,288.68
32,2016,2919555.0,1.0,4,5.1,1552,302.58
33,2016,1343694.0,1.0,4,5.1,339,418.08
34,2016,8873584.0,1.0,4,5.1,2211,488.28
35,2016,2092555.0,1.0,4,5.1,403,299.63
36,2016,19636391.0,1.0,4,5.1,2039,608.48
37,2016,10161802.0,1.0,4,5.1,5037,332.52
38,2016,756114.0,1.0,4,5.1,476,353.11
39,2016,11640060.0,1.0,4,5.1,2289,259.54
40,2016,3928143.0,1.0,4,5.1,1125,225.79
41,2016,4093271.0,1.0,4,5.1,1529,475.93
42,2016,12788468.0,1.0,4,5.1,1712,392.45
44,2016,1057816.0,1.0,4,5.1,74,488.75
45,2016,4963031.0,1.0,4,5.1,2783,341.38
46,2016,863693.0,1.0,4,5.1,596,340.13
47,2016,6651277.0,1.0,4,5.1,3347,325.81
48,2016,27914064.0,1.0,4,5.1,12426,284.31
49,2016,3044241.0,1.0,4,5.1,1860,391.33
50,2016,624366.0,1.0,4,5.1,142,452.14
51,2016,8417651.0,1.0,4,5.1,2997,428.53
53,2016,7299961.0,1.0,4,5.1,3643,506.22
54,2016,1832435.0,1.0,4,5.1,252,219.23
55,2016,5775170.0,1.0,4,5.1,1523,315.35
56,2016,585243.0,1.0,4,5.1,171,297.48
1,2016,4866824.0,1.0,7,4.8,1024,297.43
2,2016,742575.0,1.0,7,4.8,121,319.88
4,2016,6944767.0,1.0,7,4.8,2440,347.59
5,2016,2991815.0,1.0,7,4.8,653,264.79
6,2016,39149186.0,1.0,7,4.8,6063,567.25
8,2016,5543844.0,1.0,7,4.8,2868,474.83
9,2016,3579830.0,1.0,7,4.8,285,391.61
10,2016,949989.0,1.0,7,4.8,420,436.94
11,2016,687576.0,1.0,7,4.8,67,786.08
12,2016,20627237.0,1.0,7,4.8,8950,386.55
13,2016,10308442.0,1.0,7,4.8,3690,318.92
15,2016,1428885.0,1.0,7,4.8,273,578.42
16,2016,1684036.0,1.0,7,4.8,1105,341.38
17,2016,12821709.0,1.0,7,4.8,2188,328.47
18,2016,6637898.0,1.0,7,4.8,1664,268.73
19,2016,3133210.0,1.0,7,4.8,702,277.12
20,2016,2912977.0,1.0,7,4.8,922,261.44
21,2016,4440306.0,1.0,7,4.8,926,314.01
22,2016,4681346.0,1.0,7,4.8,1040,271.29
23,2016,1332348.0,1.0,7,4.8,471,488.19
24,2016,6007014.0,1.0,7,4.8,1040,447.73
25,2016,6827280.0,1.0,7,4.8,1330,710.12
26,2016,9954117.0,1.0,7,4.8,2892,294.96
27,2016,5525360.0,1.0,7,4.8,2063,354.99
28,2016,2990595.0,1.0,7,4.8,563,254.57
29,2016,6091384.0,1.0,7,4.8,1522,299.82
30,2016,1042137.0,1.0,7,4.8,260,414.4
31,2016,1906483.0,1.0,7,4.8,779,293.84
32,2016,2919555.0,1.0,7,4.8,1422,311.67
33,2016,1343694.0,1.0,7,4.8,259,425.51
34,2016,8873584.0,1.0,7,4.8,1588,492.93
35,2016,2092555.0,1.0,7,4.8,301,301.56
36,2016,19636391.0,1.0,7,4.8,2941,616.71
37,2016,10161802.0,1.0,7,4.8,5922,339.08
38,2016,756114.0,1.0,7,4.8,534,357.26
39,2016,11640060.0,1.0,7,4.8,1822,264.9
40,2016,3928143.0,1.0,7,4.8,1072,228.43
41,2016,4093271.0,1.0,7,4.8,2128,490.28
42,2016,12788468.0,1.0,7,4.8,1363,396.56
44,2016,1057816.0,1.0,7,4.8,71,497.49
45,2016,4963031.0,1.0,7,4.8,2830,348.92
46,2016,863693.0,1.0,7,4.8,334,346.74
47,2016,6651277.0,1.0,7,4.8,2910,331.63
48,2016,27914064.0,1.0,7,4.8,13977,289.97
49,2016,3044241.0,1.0,7,4.8,1700,400.27
50,2016,624366.0,1.0,7,4.8,128,456.79
51,2016,8417651.0,1.0,7,4.8,2459,432.28
53,2016,7299961.0,1.0,7,4.8,3305,521.38
54,2016,1832435.0,1.0,7,4.8,254,221.06
55,2016,5775170.0,1.0,7,4.8,1329,319.53
56,2016,585243.0,1.0,7,4.8,155,300.0
1,2016,4866824.0,1.0,10,4.9,1080,296.56
2,2016,742575.0,1.0,10,4.9,117,317.99
4,2016,6944767.0,1.0,10,4.9,2174,353.22
5,2016,2991815.0,1.0,10,4.9,813,266.25
6,2016,39149186.0,1.0,10,4.9,8274,574.12
8,2016,5543844.0,1.0,10,4.9,4076,481.66
9,2016,3579830.0,1.0,10,4.9,524,392.36
10,2016,949989.0,1.0,10,4.9,500,439.43
11,2016,687576.0,1.0,10,4.9,679,800.32
12,2016,20627237.0,1.0,10,4.9,10156,392.93
13,2016,10308442.0,1.0,10,4.9,4730,321.55
15,2016,1428885.0,1.0,10,4.9,178,583.92
16,2016,1684036.0,1.0,10,4.9,918,342.56
17,2016,12821709.0,1.0,10,4.9,3302,329.5
18,2016,6637898.0,1.0,10,4.9,1815,270.29
19,2016,3133210.0,1.0,10,4.9,1182,278.37
20,2016,2912977.0,1.0,10,4.9,611,263.27
21,2016,4440306.0,1.0,10,4.9,999,315.88
22,2016,4681346.0,1.0,10,4.9,1257,272.87
23,2016,1332348.0,1.0,10,4.9,354,492.0
24,2016,6007014.0,1.0,10,4.9,987,449.3
25,2016,6827280.0,1.0,10,4.9,1052,716.61
26,2016,9954117.0,1.0,10,4.9,2360,297.17
27,2016,5525360.0,1.0,10,4.9,2401,357.05
28,2016,2990595.0,1.0,10,4.9,554,259.09
29,2016,6091384.0,1.0,10,4.9,1845,301.33
30,2016,1042137.0,1.0,10,4.9,426,416.07
31,2016,1906483.0,1.0,10,4.9,819,294.71
32,2016,2919555.0,1.0,10,4.9,1044,315.97
33,2016,1343694.0,1.0,10,4.9,391,427.73
34,2016,8873584.0,1.0,10,4.9,1594,494.84
35,2016,2092555.0,1.0,10,4.9,314,305.76
36,2016,19636391.0,1.0,10,4.9,2642,622.41
37,2016,10161802.0,1.0,10,4.9,4786,340.89
38,2016,756114.0,1.0,10,4.9,481,356.43
39,2016,11640060.0,1.0,10,4.9,1811,264.51
40,2016,3928143.0,1.0,10,4.9,927,228.3
41,2016,4093271.0,1.0,10,4.9,1529,497.9
42,2016,12788468.0,1.0,10,4.9,1989,397.46
44,2016,1057816.0,1.0,10,4.9,99,505.01
45,2016,4963031.0,1.0,10,4.9,2223,349.84
46,2016,863693.0,1.0,10,4.9,454,349.11
47,2016,6651277.0,1.0,10,4.9,2923,336.22
48,2016,27914064.0,1.0,10,4.9,12128,293.26
49,2016,3044241.0,1.0,10,4.9,2764,405.03
50,2016,624366.0,1.0,10,4.9,167,455.47
51,2016,8417651.0,1.0,10,4.9,1709,434.33
53,2016,7299961.0,1.0,10,4.9,4078,528.77
54,2016,1832435.0,1.0,10,4.9,284,222.37
55,2016,5775170.0,1.0,10,4.9,2038,321.64
56,2016,585243.0,1.0,10,4.9,144,300.05
1,2017,4877989.0,1.25,1,4.7,1083,298.2
2,2017,740983.0,1.25,1,4.7,70,319.44
4,2017,7048088.0,1.25,1,4.7,2484,358.4
5,2017,3003855.0,1.25,1,4.7,754,269.01
6,2017,39337785.0,1.25,1,4.7,5376,580.62
8,2017,5617421.0,1.25,1,4.7,3146,490.17
9,2017,3575324.0,1.25,1,4.7,317,386.74
10,2017,957942.0,1.25,1,4.7,396,439.17
11,2017,697079.0,1.25,1,4.7,155,798.79
12,2017,20977089.0,1.25,1,4.7,10023,400.41
13,2017,10417031.0,1.25,1,4.7,4423,324.04
15,2017,1425763.0,1.25,1,4.7,252,585.04
16,2017,1719745.0,1.25,1,4.7,413,349.28
17,2017,12779893.0,1.25,1,4.7,751,328.4
18,2017,6662068.0,1.25,1,4.7,1124,270.86
19,2017,3143734.0,1.25,1,4.7,416,280.37
20,2017,2910892.0,1.25,1,4.7,497,262.95
21,2017,4455590.0,1.25,1,4.7,698,318.71
22,2017,4673673.0,1.25,1,4.7,1121,271.31
23,2017,1335743.0,1.25,1,4.7,208,495.56
24,2017,6028186.0,1.25,1,4.7,1042,447.31
25,2017,6863560.0,1.25,1,4.7,784,720.8
26,2017,9976752.0,1.25,1,4.7,1208,301.07
27,2017,5569283.0,1.25,1,4.7,1521,360.65
28,2017,2990674.0,1.25,1,4.7,920,258.78
29,2017,6111382.0,1.25,1,4.7,1070,302.65
30,2017,1053862.0,1.25,1,4.7,134,422.6
31,2017,1916998.0,1.25,1,4.7,351,298.43
32,2017,2972097.0,1.25,1,4.7,1314,319.91
33,2017,1350395.0,1.25,1,4.7,172,430.83
34,2017,8888147.0,1.25,1,4.7,2104,490.56
35,2017,2092844.0,1.25,1,4.7,280,304.48
36,2017,19593849.0,1.25,1,4.7,4548,624.27
37,2017,10275758.0,1.25,1,4.7,4304,342.77
38,2017,756755.0,1.25,1,4.7,65,358.82
39,2017,11665706.0,1.25,1,4.7,2037,265.99
40,2017,3933602.0,1.25,1,4.7,964,231.14
41,2017,4147294.0,1.25,1,4.7,1464,503.69
42,2017,12794679.0,1.25,1,4.7,1353,398.47
44,2017,1056554.0,1.25,1,4.7,84,508.23
45,2017,5027102.0,1.25,1,4.7,2633,353.82
46,2017,873732.0,1.25,1,4.7,257,351.65
47,2017,6714748.0,1.25,1,4.7,2322,340.23
48,2017,28291024.0,1.25,1,4.7,15236,297.14
49,2017,3103540.0,1.25,1,4.7,1380,412.32
50,2017,625132.0,1.25,1,4.7,66,456.92
51,2017,8471011.0,1.25,1,4.7,2282,433.68
53,2017,7427951.0,1.25,1,4.7,2777,538.7
54,2017,1818683.0,1.25,1,4.7,206,219.7
55,2017,5793147.0,1.25,1,4.7,679,324.72
56,2017,579994.0,1.25,1,4.7,63,298.32
1,2017,4877989.0,1.5,4,4.5,1035,301.83
2,2017,740983.0,1.5,4,4.5,182,319.95
4,2017,7048088.0,1.5,4,4.5,3255,367.91
5,2017,3003855.0,1.5,4,4.5,1065,270.58
6,2017,39337785.0,1.5,4,4.5,9622,592.74
8,2017,5617421.0,1.5,4,4.5,3986,507.63
9,2017,3575324.0,1.5,4,4.5,253,392.3
10,2017,957942.0,1.5,4,4.5,565,440.91
11,2017,697079.0,1.5,4,4.5,374,817.21
12,2017,20977089.0,1.5,4,4.5,10962,410.39
13,2017,10417031.0,1.5,4,4.5,3524,332.59
15,2017,1425763.0,1.5,4,4.5,186,593.7
16,2017,1719745.0,1.5,4,4.5,1178,363.25
17,2017,12779893.0,1.5,4,4.5,2859,332.54
18,2017,6662068.0,1.5,4,4.5,1792,276.15
19,2017,3143734.0,1.5,4,4.5,1065,284.0
20,2017,2910892.0,1.5,4,4.5,701,270.31
21,2017,4455590.0,1.5,4,4.5,933,325.2
22,2017,4673673.0,1.5,4,4.5,1178,275.31
23,2017,1335743.0,1.5,4,4.5,495,500.74
24,2017,6028186.0,1.5,4,4.5,1380,455.7
25,2017,6863560.0,1.5,4,4.5,876,739.9
26,2017,9976752.0,1.5,4,4.5,2085,309.44
27,2017,5569283.0,1.5,4,4.5,1973,371.36
28,2017,2990674.0,1.5,4,4.5,760,259.08
29,2017,6111382.0,1.5,4,4.5,1373,309.05
30,2017,1053862.0,1.5,4,4.5,392,427.97
31,2017,1916998.0,1.5,4,4.5,588,306.89
32,2017,2972097.0,1.5,4,4.5,1771,330.77
33,2017,1350395.0,1.5,4,4.5,311,440.44
34,2017,8888147.0,1.5,4,4.5,1583,498.64
35,2017,2092844.0,1.5,4,4.5,386,307.45
36,2017,19593849.0,1.5,4,4.5,4168,634.76
37,2017,10275758.0,1.5,4,4.5,3877,353.08
38,2017,756755.0,1.5,4,4.5,416,357.39
