RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,LOGRECNO,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations,NAME
395025,13,"Riverside, CA",CA,Riverside,40140,300748.5,570,30745,52496,57378,62290,50423,66335,65359,80658,47053,41936,41918,62113,41801,29560,59548,74446,36798,17994,21540,50881,27617,81110,14143,18406,14870,26998,24439,29700,34559,16833,34881,40373,27331,27939,36537,20681,"Riverside-San Bernardino-Ontario, CA Metro Area"
394976,14,"Phoenix, AZ",AZ,Maricopa,38060,211669.5,542,33716,53857,61201,66889,51572,70940,69159,77471,60071,37094,37300,77213,35696,30756,60214,70344,35135,18412,25125,37445,28486,52349,13452,18037,16430,30788,31734,30382,33265,21846,30933,41189,27630,28163,34641,20880,"Phoenix-Mesa-Scottsdale, AZ Metro Area"
395078,15,"Seattle, WA",WA,Pierce,42660,358321.5,606,45282,68614,73029,80893,62077,92061,95755,95076,61539,43671,41730,82355,37125,42980,64415,75098,42857,21748,29876,51523,33815,77311,18283,23026,17358,35136,36487,34318,45424,24216,42657,51243,37081,40584,40303,27566,"Seattle-Tacoma-Bellevue, WA Metro Area"
394865,16,"Minneapolis-St Paul, MN",MN,Isanti,33460,230746.5,483,40938,60123,67830,75135,60260,72068,76624,72281,54158,41317,40495,71958,39577,40422,55970,66119,36762,20038,25301,44301,27004,67093,14596,20413,18205,33449,33554,33417,42364,18445,42252,46223,32988,35851,36522,24438,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
395056,17,"San Diego, CA",CA,San Diego,41740,478768.0,594,36244,61393,66515,71178,61165,78928,82870,82432,59397,42212,41640,70277,40763,36074,62257,77244,40842,19214,24686,50398,26483,81206,16198,19499,15811,30572,30146,30892,35043,18564,33474,40270,27455,32348,28168,20115,"San Diego-Carlsbad, CA Metro Area"
395121,18,"St. Louis, MO",MO,Jersey,41180,151612.5,586,36010,52801,61505,65738,55515,70753,74405,73879,49778,39937,35739,80051,38751,30177,50124,55963,35397,16788,21332,40204,31125,52080,11237,19383,14523,30146,30418,30032,41418,32444,41250,43380,31748,36019,33140,23346,"St. Louis, MO-IL Metro Area"
395148,19,"Tampa, FL",FL,Hernando,45300,161890.5,639,32098,50661,55938,61338,50241,62876,66176,66986,45604,40138,40531,54331,39690,32240,52235,61394,36866,19934,22876,40832,28118,53455,15880,18142,17190,27826,28850,27685,28325,16533,27127,33227,28240,30191,30978,20569,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
394358,20,"Baltimore, MD",MD,Howard,12580,268504.0,217,44327,65968,73642,79308,66593,82109,85679,85079,70271,48604,47367,76859,45723,45308,61288,71974,40016,22318,26973,53271,41883,65964,14561,22785,19388,34428,31210,35749,43791,19899,40832,51097,31858,36677,35111,25113,"Baltimore-Columbia-Towson, MD Metro Area"
394530,21,"Denver, CO",CO,Gilpin,19740,327497.0,306,40610,60747,66815,72208,59255,75809,80366,74115,57135,40676,40916,71757,36353,39503,56280,65876,37420,20862,25864,45886,30672,66390,16700,20080,20158,32883,35037,32379,36784,22966,34557,44661,31386,32146,36319,25157,"Denver-Aurora-Lakewood, CO Metro Area"
394982,22,"Pittsburgh, PA",PA,Fayette,38300,135043.0,545,36699,52815,61092,67020,50289,64784,64539,70508,49113,41664,36545,75557,43206,32286,50507,60148,32140,16774,24101,35545,18172,62372,12127,20422,15350,30211,30697,30039,42148,17283,42496,42006,32458,36001,31839,26473,"Pittsburgh, PA Metro Area"
394998,23,"Portland, OR",OR,Yamhill,38900,313877.0,551,36676,60244,63150,66592,57055,76361,76464,81742,53837,40025,37944,71894,35591,36524,62325,75959,37697,18266,24717,50461,26385,80544,15882,20577,13861,31713,34276,31208,37869,20560,40561,42166,30605,33020,32176,22067,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
394458,24,"Charlotte, NC",NC,Gaston,16740,175819.5,265,35375,52939,65715,70939,57682,71504,75697,70358,46363,36767,37247,74295,35467,36052,50985,60444,36459,17526,21624,41605,30882,51100,13878,18117,15897,30678,31904,30199,31457,20194,28447,38980,29701,30245,35766,22104,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
395045,25,"Sacramento, CA",CA,Placer,40900,324103.0,581,36971,61909,65692,71217,55859,75048,74356,81860,58919,44012,42090,82019,42208,31766,74993,91603,38638,19988,28029,60274,37024,80647,15261,20169,15239,30229,29047,30531,36838,21818,35779,49574,30209,30754,33828,20620,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
395055,26,"San Antonio, TX",TX,Medina,41700,168074.0,593,31300,51197,55029,57221,50720,65458,66646,71433,55196,45820,40868,63687,47553,35494,51091,65459,32066,16699,21601,39258,27015,50395,14456,17190,12497,27502,28028,27336,31703,16577,30847,36575,29864,30624,36208,21438,"San Antonio-New Braunfels, TX Metro Area"
394943,27,"Orlando, FL",FL,Orange,36740,188550.0,528,30595,47498,56043,60844,49382,63478,63846,70669,46484,36502,36122,51262,36481,28199,47743,58064,31472,19948,22512,33970,24871,47476,16747,19277,16304,26146,25876,26281,30116,20812,27237,35699,25622,25802,28480,19438,"Orlando-Kissimmee-Sanford, FL Metro Area"
394466,28,"Cincinnati, OH",OH,Kenton,17140,146933.5,272,36513,54894,62431,68499,53741,70444,70092,72181,60617,41536,37370,66114,41428,37687,51410,57764,37371,17538,24584,42779,30569,52350,11719,18949,14223,30076,30313,29979,41107,19285,38293,43314,31550,34840,35245,22456,"Cincinnati, OH-KY-IN Metro Area"
394475,29,"Cleveland, OH",OH,Geauga,17460,126962.5,278,34998,54609,61421,68617,50926,67044,68050,70782,59509,40152,37033,70635,36942,33299,51898,60275,37011,16577,20812,44771,31356,56431,11915,17389,15418,29140,25842,30559,37458,24942,37037,40215,31246,33507,31368,23773,"Cleveland-Elyria, OH Metro Area"
394735,30,"Kansas City, MO",MO,Platte,28140,157180.5,414,37353,54491,61858,67208,56431,71688,73534,75351,59210,41620,37971,71088,40023,45486,51249,60319,36305,17805,22263,42954,34599,48264,12141,18640,15619,31551,32824,31172,40062,27066,36025,45416,31259,34198,35213,23661,"Kansas City, MO-KS Metro Area"
394775,31,"Las Vegas, NV",NV,Clark,29820,206460.0,437,31850,51614,56180,60727,51148,61351,60417,65895,49762,41761,41170,75113,41584,35874,61991,76342,39463,26648,27956,33350,26882,79696,25451,25682,29864,27671,26854,28348,35941,19680,35562,37469,27319,26986,31778,20037,"Las Vegas-Henderson-Paradise, NV Metro Area"
394492,32,"Columbus, OH",OH,Morrow,18140,159785.5,286,36093,54966,60933,66972,51724,69507,73587,70515,50026,41307,41602,62254,37498,39810,51856,60289,35590,16903,24328,52231,31976,62033,12231,18395,15761,30449,28280,30774,36703,27337,35618,39162,28935,31629,31274,22794,"Columbus, OH Metro Area"
394705,33,"Indianapolis, IN",IN,Marion,26900,142776.0,395,35527,55392,61729,65817,55754,72498,70717,80123,71300,39217,37667,80389,36496,38170,54240,65117,36806,16394,22683,42127,26309,50242,12105,17199,15510,29800,30499,29332,36082,12434,30889,42091,31031,35388,37107,21349,"Indianapolis-Carmel-Anderson, IN Metro Area"
395059,34,"San Jose, CA",CA,San Benito,41940,933501.5,597,51021,91421,95107,105889,71606,111110,120100,110695,70559,50503,46300,139170,40338,49949,81541,100834,46692,20957,32187,40006,25637,100313,17766,22108,15440,35005,34697,35077,39224,19359,39961,41652,32406,35954,37194,19518,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
394355,35,"Austin, TX",TX,Travis,12420,269211.5,215,38152,56365,65267,71624,52282,77309,75994,86422,55802,42456,37068,77807,41481,41740,54499,63006,33028,19774,25585,41655,33972,51359,16798,18987,18399,31335,32033,30990,30598,20240,28422,37131,30624,30275,35957,23388,"Austin-Round Rock, TX Metro Area"
395194,36,"Virginia Beach, VA",VA,Mathews,47260,222035.5,663,35426,51698,60055,63579,51424,70328,70427,70660,62302,41834,40771,61301,41730,39551,50458,63221,35046,19203,22906,41693,32180,46323,12855,19232,18250,27900,25242,29990,39539,30189,36084,44330,31519,36548,30430,23847,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
394902,37,"Nashville, TN",TN,Sumner,34980,204003.0,505,35179,51514,62133,66985,53746,62274,68468,64965,50369,37597,36368,55406,37070,34051,53657,61968,36424,17418,22408,38652,30929,47752,12748,18827,16274,30352,32070,29203,32349,18406,30047,41883,30053,31471,35217,21696,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
395005,38,"Providence, RI",RI,Bristol,39300,258863.5,556,37612,57373,63069,67091,60316,70658,71878,70764,50999,42742,41289,67373,44615,36035,60871,70227,41808,19444,21791,57307,40652,71827,11559,19707,19890,31919,30499,32933,41395,23871,40846,42877,32266,32233,36217,23352,"Providence-Warwick, RI-MA Metro Area"
394862,39,"Milwaukee, WI",WI,Ozaukee,33340,161235.0,482,36976,53921,62762,71567,51922,63799,65506,66493,50496,40589,40114,62307,39499,37182,51725,60294,35675,17298,23515,54333,27134,71716,11798,20011,15448,31509,31483,31520,41740,22669,42368,45347,31690,34515,36292,22898,"Milwaukee-Waukesha-West Allis, WI Metro Area"
394714,40,"Jacksonville, FL",FL,Nassau,27260,176975.5,401,32335,50051,56115,61063,50036,64188,65545,69141,51587,38469,36946,55512,39103,19783,50522,61741,31823,20031,23612,35312,31431,40597,15865,20493,15870,28736,26754,30024,32770,11845,29789,40999,26970,31022,35730,19539,"Jacksonville, FL Metro Area"
394849,41,"Memphis, TN",TN,Shelby,32820,121694.0,475,31704,51000,60418,63383,51983,65948,68638,79593,49035,38668,40122,61950,37110,30397,52459,65068,37235,17466,25068,35575,25715,49988,11507,17320,17145,28396,28378,28402,35290,23674,30574,41425,26040,28874,39504,20767,"Memphis, TN-MS-AR Metro Area"
394935,42,"Oklahoma City, OK",OK,Lincoln,36420,140845.0,522,32014,48416,55177,57312,51060,65781,65365,75572,50348,35651,35200,60560,35239,28644,50846,60065,35506,17715,21017,37919,30922,43568,12754,18029,16907,27416,26163,28288,34153,22405,31851,40596,29753,31546,30137,21934,"Oklahoma City, OK Metro Area"
394807,43,"Louisville-Jefferson County, KY",KY,Oldham,31140,144950.5,453,34324,51104,56513,62004,46990,63011,63566,70290,46216,40405,36995,61385,40184,36085,51071,58687,31613,17661,24500,39676,32278,47236,11908,20098,16623,29319,30817,28040,35282,22595,31341,42329,30801,32949,35169,21198,"Louisville/Jefferson County, KY-IN Metro Area"
394669,44,"Hartford, CT",CT,Tolland,25540,225042.5,375,44598,67047,80653,86041,67110,78388,77291,82100,60010,47011,46896,90299,42523,39556,65030,74777,44049,21883,29518,42386,28510,75924,13310,25677,14739,35708,35798,35653,47145,13439,46229,51585,33640,36474,32057,26145,"Hartford-West Hartford-East Hartford, CT Metro Area"
395022,45,"Richmond, VA",VA,Sussex,40060,204924.5,568,36256,55154,66152,74185,57162,74873,78725,80206,47439,41209,36907,85969,40725,32530,51518,60930,36646,17308,23980,41649,33981,47247,12210,17952,15686,30570,30519,30598,36513,17207,32218,45715,29216,34429,31208,22824,"Richmond, VA Metro Area"
394910,46,"New Orleans, LA",LA,Orleans,35380,186509.5,509,33341,50790,59563,60952,51489,65385,61352,76058,54439,41530,37363,68422,40737,35132,51183,62454,35217,17858,20678,36556,27431,40919,15166,16814,16886,27262,26351,27868,34394,31068,31582,41446,32074,36443,31871,25671,"New Orleans-Metairie, LA Metro Area"
394425,47,"Buffalo, NY",NY,Niagara,15380,137992.5,248,35922,51201,55236,60331,49895,60784,61592,61096,53831,41504,40513,51981,42349,31530,52202,62244,38403,19303,24789,58969,32517,69746,11546,20483,18205,29536,25058,30792,41878,25244,41365,45112,31935,37039,30443,23531,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
395012,48,"Raleigh, NC",NC,Franklin,39580,226907.0,562,38165,56565,62164,70937,49520,77252,82540,72085,58126,38706,43912,61839,34923,40526,51660,60783,37943,17400,20999,40413,33831,42038,12202,19971,14313,31320,30479,31772,28626,11844,25777,41257,28739,30868,30782,22213,"Raleigh, NC Metro Area"
394388,49,"Birmingham, AL",AL,Shelby,13820,141800.0,230,35623,53473,62424,68518,60359,70541,72236,72423,47084,43459,40030,77042,42185,41759,50817,56089,37198,16229,20684,38454,30208,45807,11834,16082,15098,28511,27605,29055,35314,22379,27273,46243,31415,36425,36107,21038,"Birmingham-Hoover, AL Metro Area"
395053,50,"Salt Lake City, UT",UT,Tooele,41620,272666.0,591,33159,52158,59901,61877,51868,64940,69808,68684,47313,35642,34507,78682,31626,32727,53200,66570,33433,16301,25076,41125,38158,46548,11941,16780,14651,28610,30994,27151,36320,11517,35125,40326,30078,30818,33481,21965,"Salt Lake City, UT Metro Area"
395031,51,"Rochester, NY",NY,Monroe,40380,131666.0,574,35200,51618,58686,61476,51308,65808,67132,65274,59514,41525,38780,71791,45590,35817,49903,57288,36521,17868,23932,47998,28770,70644,11597,16629,17226,27916,26073,28893,38549,20530,41441,38985,31024,33748,30103,21074,"Rochester, NY Metro Area"
394640,52,"Grand Rapids, MI",MI,Ottawa,24340,156673.0,358,31548,50959,57119,61554,50654,62215,61972,63750,55128,38752,39916,60795,37299,32534,50721,56770,31511,14260,22279,50683,30986,53489,10341,14301,14495,26724,24792,27582,35773,15700,34605,43101,30007,31381,30139,20557,"Grand Rapids-Wyoming, MI Metro Area"
395167,53,"Tucson, AZ",AZ,Pima,46060,170380.5,649,29293,45466,52025,56720,45745,61042,60193,76871,41422,32270,32929,89833,30971,25904,51486,62446,34256,16931,22112,46999,23630,72123,12765,16793,15846,24848,22784,25546,30953,20819,31018,31556,30212,34231,32418,16919,"Tucson, AZ Metro Area"
753924,54,"Urban Honolulu, HI",HI,Honolulu,46520,626451.5,657,36777,55634,60829,66367,51851,65753,65475,71732,53390,42028,41464,71117,42083,32248,71666,81420,46287,23761,26236,40585,30165,61151,18978,27350,16704,31391,26792,33444,45466,20653,44253,49713,32036,35616,35048,21383,"Urban Honolulu, HI Metro Area"
395169,55,"Tulsa, OK",OK,Pawnee,46140,129949.5,651,32666,47927,56567,60493,51900,66159,62354,71087,52344,35113,36148,80248,33205,30615,48065,60324,31903,17055,22476,37250,32756,45817,11761,16533,16500,27429,27150,27607,35948,16469,31474,44085,35319,37314,37233,25120,"Tulsa, OK Metro Area"
394619,56,"Fresno, CA",CA,Fresno,23420,206978.5,346,26569,51166,52215,61062,45191,59922,60446,61148,48554,38395,37953,76054,36585,22903,61996,78532,40759,17325,23928,50447,20468,69857,12995,20023,11932,25498,24836,25806,19453,13808,32008,40444,25581,26991,31133,17364,"Fresno, CA Metro Area"
395238,57,"Worcester, MA",MA,Windham,49340,242616.5,687,40388,62010,71663,77471,65200,80846,82145,83010,62221,43332,41061,81241,43020,41867,61872,70989,44561,21230,26329,62125,29390,70732,15828,28609,18753,33786,31580,34855,40859,20875,40255,45912,32420,36846,36808,20859,"Worcester, MA-CT Metro Area"
394415,58,"Stamford, CT",CT,Fairfield,14860,407113.5,245,46347,76377,100696,111931,86440,81643,82016,81807,80219,51292,45860,128470,47499,48175,65706,74667,42163,20665,23848,41517,32444,71333,18283,20170,12444,37120,41329,35779,41244,11788,40344,55231,32059,34059,37466,21009,"Bridgeport-Stamford-Norwalk, CT Metro Area"
394312,59,"Albuquerque, NM",NM,Sandoval,10740,178453.0,194,30667,50945,56536,57933,53859,72613,72069,87684,57175,36460,37106,51811,31170,30920,55124,65067,34037,16839,21613,31803,24438,46337,12946,16806,16349,26620,25113,27411,30625,13957,29493,35668,27220,31145,30628,20188,"Albuquerque, NM Metro Area"
394308,60,"Albany, NY",NY,Albany,10580,180833.5,192,40060,57290,61796,67200,53696,74975,66882,85793,61246,44839,45550,76444,42697,31365,51892,60903,40159,17939,24707,51819,25529,65121,10886,20985,15950,32103,27409,34255,41177,26996,40830,45533,35848,40896,35825,30125,"Albany-Schenectady-Troy, NY Metro Area"
394938,61,"Omaha, NE",NE,Douglas,36540,158989.5,525,36679,52210,61855,67198,56808,67017,70799,63491,57758,40372,38125,76157,40109,32500,50497,55743,37015,16742,20994,45038,31384,61510,11827,18102,15184,31809,35352,31264,40619,24943,37263,43855,30749,31988,33627,25470,"Omaha-Council Bluffs, NE-IA Metro Area"
394908,62,"New Haven, CT",CT,New Haven,35300,214656.5,508,40796,61529,72032,77271,61037,66619,68533,77077,53149,47989,52486,64248,45250,40986,66112,79834,46960,23103,26411,52166,31224,67075,18000,26013,17526,32990,29805,35800,41346,.,40532,46128,31259,31898,35717,21370,"New Haven-Milford, CT Metro Area"
394357,63,"Bakersfield, CA",CA,Kern,12540,191592.5,216,29785,56260,66085,75923,45775,71509,72210,81269,58963,40900,40665,68406,40525,32486,65373,72222,40803,18098,25023,65227,25879,80582,11771,20372,11618,28258,23477,30399,23087,17010,37139,40824,31886,31828,41239,21929,"Bakersfield, CA Metro Area"
394753,64,"Knoxville, TN",TN,Loudon,28940,153873.5,423,30924,47323,56653,65546,48103,61349,47359,71868,70558,39796,37591,66166,38738,40919,42344,55274,33053,15509,21480,31483,30072,31895,10502,17133,14438,25282,20999,27315,31773,21733,30804,35564,26973,28488,35711,19108,"Knoxville, TN Metro Area"
394653,65,"Greenville, SC",SC,Laurens,24860,161259.5,367,31213,50021,52585,58860,46564,71128,66501,76945,46801,35365,32617,55713,35921,28324,50558,61707,37196,16301,20407,31983,25841,38624,11758,16846,15054,26460,23568,27670,31142,18149,26761,37037,31406,32259,40026,22022,"Greenville-Anderson-Mauldin, SC Metro Area"
394952,66,"Ventura, CA",CA,Ventura,37100,520611.0,533,35743,67163,74183,82201,62403,90737,90511,92151,85000,50181,47464,111453,41717,50401,66347,80161,36456,21045,25650,72047,40520,77360,16474,23958,17325,29997,29914,30019,25391,17258,40229,40424,31147,31189,43137,21964,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
394318,67,"Allentown, PA",PA,Lehigh,10900,185118.5,196,35691,57112,71202,80984,58721,72614,80590,74576,58618,42246,36691,45920,50369,33931,53934,61927,32082,18765,23517,36898,20773,60816,10983,21590,17665,30029,28534,30321,41633,21122,40617,46767,30983,36098,35420,23304,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
394561,68,"El Paso, TX",TX,El Paso,21340,121734.0,323,26276,47105,50139,52706,37714,51154,55400,53438,14237,45070,45130,42379,46666,20824,47259,55514,31073,16454,17341,52097,35246,71825,14121,15258,10412,21437,19183,22863,30010,27989,24754,35781,25997,21798,31756,19870,"El Paso, TX Metro Area"
394367,69,"Baton Rouge, LA",LA,Ascension,12940,176603.0,220,36106,50414,60192,66468,50508,68016,47106,90137,69125,40796,42398,51067,40178,36573,47570,62285,35077,16290,18918,41689,36946,43951,13304,16858,12338,28167,27594,28580,41929,20014,41679,49803,42171,51486,42808,21412,"Baton Rouge, LA Metro Area"
394521,70,"Dayton, OH",OH,Greene,19380,105298.5,302,32149,51624,59603,61699,50845,67168,65946,72252,65651,40587,40081,53873,40932,34530,50468,55963,36375,17172,22089,45449,24046,54700,12636,17370,15017,26572,24861,27108,39874,4191,36332,41456,29509,31049,30695,22344,"Dayton, OH Metro Area"
394843,71,"McAllen, TX",TX,Hidalgo,32580,96786.5,472,21924,42827,42603,45739,37113,40644,30903,81981,19335,41639,37051,44076,43030,17093,54031,66296,30736,13182,15421,34182,20641,71602,12465,10457,12075,18142,15056,21128,25054,12751,26142,26329,22966,23007,30263,16535,"McAllen-Edinburg-Mission, TX Metro Area"
394486,72,"Columbia, SC",SC,Saluda,17900,136662.5,283,31707,46138,50398,55767,41615,57550,56420,70702,41230,36500,31362,51087,38320,26452,50183,61315,35197,16952,21722,30683,26169,35478,12932,19373,13555,26573,25507,26883,31650,18943,28154,37254,30449,34545,31789,20733,"Columbia, SC Metro Area"
394648,73,"Greensboro, NC",NC,Randolph,24660,125926.5,365,31145,45011,52175,55623,50822,65207,58068,70564,47194,34569,39360,40807,33544,30356,44852,52316,34469,17761,18839,36496,32025,39107,13131,17872,17141,28056,27112,28482,31319,18459,29074,37604,28220,27966,32012,24335,"Greensboro-High Point, NC Metro Area"
394304,74,"Akron, OH",OH,Summit,10420,125475.5,188,32953,52035,59261,65185,50507,66472,67526,70210,60265,36859,41047,52007,32420,26354,51489,56764,32360,15683,20665,50906,28750,59012,11822,18971,12506,28944,25144,30204,37440,5784,33839,42035,31065,31310,37173,22570,"Akron, OH Metro Area"
753906,75,"North Port-Sarasota-Bradenton, FL",FL,Manatee,35840,232576.0,513,31495,51189,55490,57489,48907,53249,59974,56785,35339,44239,31861,61865,44784,36709,51305,61928,36130,19911,23186,31848,23756,37440,16349,21433,16602,27877,26846,28305,27608,14410,25842,35483,26884,26919,28329,25954,"North Port-Sarasota-Bradenton, FL Metro Area"
394798,76,"Little Rock, AR",AR,Lonoke,30780,140908.5,447,32522,50044,52081,54163,50759,66684,67458,70816,49197,40594,38896,51866,40976,30817,49491,61681,35177,16748,21951,38668,38370,38990,11346,18089,17282,26402,22851,27392,35270,26290,28313,43197,29076,31050,31029,20738,"Little Rock-North Little Rock-Conway, AR Metro Area"
395134,77,"Stockton, CA",CA,San Joaquin,44700,273564.0,633,31413,58284,60748,61741,56002,82210,74055,97403,51177,40090,48662,62118,36533,24018,72167,91173,42451,18344,21810,61598,29756,82191,12105,22281,13667,29089,25796,30540,29197,21458,32189,38210,30567,33059,36164,21631,"Stockton-Lodi, CA Metro Area"
394457,78,"Charleston, SC",SC,Berkeley,16700,223262.5,264,35374,51103,58844,61980,51120,69863,70505,77122,57637,36796,31404,60689,35984,30134,50817,64764,32360,19002,22494,35518,27328,43272,15941,18938,16084,27793,30984,26763,36685,28623,33482,43772,31441,36671,31357,22488,"Charleston-North Charleston, SC Metro Area"
