RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,LOGRECNO,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations,NAME
394530,21,"Denver, CO",CO,Gilpin,19740,398843.5,306,42379,62377,68955,72383,62407,81159,83285,83738,58454,43195,45013,76892,38224,40522,59735,68929,41089,21874,29281,44028,30909,72016,18753,22884,19937,36092,36857,35605,40636,22302,39060,47147,34262,34815,40690,25358,"Denver-Aurora-Lakewood, CO Metro Area"
394982,22,"Pittsburgh, PA",PA,Fayette,38300,144818.0,548,39448,56846,63112,70481,54841,71954,72216,76748,60366,41752,38348,80100,41752,34990,55363,62016,36518,19314,25240,37674,25502,61009,12615,22133,17076,30882,29208,31313,47124,22116,44588,50573,35126,37621,32174,27968,"Pittsburgh, PA Metro Area"
394998,23,"Portland, OR",OR,Yamhill,38900,386101.0,554,41039,61350,64341,68150,57364,80322,80169,86708,50600,44214,45468,76691,37455,42273,70396,80840,41213,20639,29268,50811,31959,80421,16016,22623,18300,34165,34969,33877,41243,22511,43551,45846,34901,38707,39397,24724,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
394458,24,"Charlotte, NC",NC,Gaston,16740,202930.5,265,37370,57617,70941,74481,65706,75862,80161,74975,59203,39996,39264,71323,38264,36613,52400,62013,36735,19223,25129,41090,32833,49742,14564,20433,17844,32080,35721,31464,33178,21201,31676,40117,30561,32010,34222,21583,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
395045,25,"Sacramento, CA",CA,Placer,40900,380495.5,584,40228,63528,69951,76216,61394,72677,71017,82261,72869,41754,42268,81231,40382,30310,73275,94710,40425,21118,29841,42785,30240,81639,15385,22246,17544,32743,32851,32657,40678,21791,40889,46601,31334,35160,35230,23425,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
395055,26,"San Antonio, TX",TX,Medina,41700,189419.0,596,32196,52213,56938,60666,53460,62090,61733,70159,50675,45368,41223,61631,49722,32602,53419,67395,37239,19404,23735,39726,30833,46588,15982,20825,16184,28475,26811,29447,32171,25025,30660,40772,30007,30544,34566,22480,"San Antonio-New Braunfels, TX Metro Area"
394943,27,"Orlando, FL",FL,Orange,36740,222374.0,531,31388,52348,61078,65482,50661,62163,59803,71949,46761,40457,36992,51986,40460,37086,56864,67446,35661,20229,23338,33171,22365,48219,18456,20281,16134,26254,25382,26697,31234,18798,28939,40241,25891,26980,26628,22648,"Orlando-Kissimmee-Sanford, FL Metro Area"
394466,28,"Cincinnati, OH",OH,Kenton,17140,164421.0,272,39107,57109,67924,74920,61250,70689,71362,73588,57144,40829,42592,59836,39126,38486,52374,60342,36260,19151,27925,47155,26135,61467,11977,22679,17179,31776,33014,31452,40798,21670,40206,42264,34157,36801,38773,25302,"Cincinnati, OH-KY-IN Metro Area"
394475,29,"Cleveland, OH",OH,Geauga,17460,139874.0,278,36740,55831,61910,65950,57133,69759,70255,72199,53677,42301,38084,73581,42864,39205,52191,61690,36104,17416,23296,41450,26852,61444,12016,19587,15913,31566,31798,31501,40088,10204,40217,40898,31551,35059,31901,23630,"Cleveland-Elyria, OH Metro Area"
394735,30,"Kansas City, MO",MO,Platte,28140,179270.5,417,39808,55536,63793,69379,57054,70705,71726,73125,57870,41250,36842,70266,39774,40251,50543,60698,36511,20772,26129,43417,36890,54321,15528,22607,17114,32404,35188,31998,40940,26283,39319,44377,33124,38565,34013,24346,"Kansas City, MO-KS Metro Area"
394775,31,"Las Vegas, NV",NV,Clark,29820,236405.5,440,34240,56266,61088,63896,52349,68829,75522,65622,75162,44211,42461,84476,45743,36164,65125,75843,46396,26904,27847,32922,27630,72232,25744,26196,26824,30116,28026,30684,40354,19480,37343,43075,29946,30329,31764,22851,"Las Vegas-Henderson-Paradise, NV Metro Area"
394492,32,"Columbus, OH",OH,Morrow,18140,180885.0,286,38743,59624,66732,70949,61843,71969,75989,71811,47514,41201,41403,73768,37053,40819,54879,63752,35110,20375,21177,51250,39866,60731,15096,21969,17628,32069,34764,31731,39529,14756,38503,41607,29683,35017,31521,23371,"Columbus, OH Metro Area"
394705,33,"Indianapolis, IN",IN,Marion,26900,158606.5,397,38574,56583,66732,71759,60197,70917,71264,72655,64591,41287,40681,77429,39472,38940,52671,61860,39397,18273,23719,45494,38557,50265,11936,21336,15797,32123,34033,31800,38419,23267,36273,42476,32137,37717,38199,23221,"Indianapolis-Carmel-Anderson, IN Metro Area"
395059,34,"San Jose, CA",CA,San Benito,41940,1063795.0,600,55092,98203,100462,110237,81266,122018,126128,121584,80552,51030,58844,118211,37173,58748,77074,91568,46889,23814,35635,51331,31707,82854,20980,26515,18422,38625,37181,39565,41192,21594,42264,46057,36063,40279,35564,22406,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
394355,35,"Austin, TX",TX,Travis,12420,305544.5,216,41826,60182,66425,70953,60830,77388,77822,85800,51880,44693,41082,97372,42158,41490,60395,66506,40294,20930,23755,48486,26945,56334,16910,22080,16333,34508,36467,32332,34298,28575,31826,42023,32224,34543,36356,23383,"Austin-Round Rock, TX Metro Area"
395194,36,"Virginia Beach, VA",VA,Mathews,47260,229577.5,666,36122,54872,62453,67352,55877,70046,70296,70439,65810,42185,42351,75025,41438,36010,51273,61442,34689,18340,25667,40667,30517,46765,13485,16750,15627,28714,24400,30854,37532,25657,35068,42278,30488,38310,30299,21859,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
394902,37,"Nashville, TN",TN,Sumner,34980,249479.5,508,36638,52593,61566,66902,55675,62393,64373,67338,54790,40672,37190,77350,39212,37261,51712,61886,37459,19799,27865,35217,27586,51110,13496,20658,16602,32482,36717,31700,36439,21653,32974,43621,30093,30793,32293,22843,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
395005,38,"Providence, RI",RI,Bristol,39300,289268.0,559,40942,62202,69201,72483,61256,76091,76282,83913,57914,50228,45639,68750,51813,40381,62328,72483,37281,21160,26878,66725,41917,80749,15042,24553,18936,34927,32167,35317,47457,30926,50423,46733,31419,40263,27786,22403,"Providence-Warwick, RI-MA Metro Area"
394862,39,"Milwaukee, WI",WI,Ozaukee,33340,178069.0,485,40096,58202,65977,72884,58521,70758,69749,75248,60854,44873,45839,73109,41543,41229,56895,62852,39217,19757,25327,51292,30225,66692,15050,22488,15713,33981,36365,32727,40822,23364,41512,40990,33777,36322,34107,25628,"Milwaukee-Waukesha-West Allis, WI Metro Area"
394714,40,"Jacksonville, FL",FL,Nassau,27260,201699.5,403,35329,51766,60427,65649,50380,67618,77117,63868,48231,38528,36152,70070,38652,29672,52415,65252,33721,20828,23950,34730,27933,55288,16670,20244,20676,30119,27870,30582,35882,21742,32112,43024,30375,32701,31905,23602,"Jacksonville, FL Metro Area"
394849,41,"Memphis, TN",TN,Shelby,32820,132760.0,478,33716,54022,62991,64310,61162,69555,73999,66110,59017,41496,37123,85905,42184,38333,56279,63050,38344,20806,25866,43277,25431,53251,12897,20484,19978,29786,28813,30095,35250,22698,30895,41533,30120,31921,37813,20774,"Memphis, TN-MS-AR Metro Area"
394935,42,"Oklahoma City, OK",OK,Lincoln,36420,147716.5,525,34503,50918,55950,60621,50262,66608,62413,74090,52584,36353,34418,71398,35321,35413,55771,61702,37118,16623,24970,37426,31744,51218,11609,16947,15990,30482,29630,30679,36419,30935,32149,42902,30696,32003,36699,23715,"Oklahoma City, OK Metro Area"
394807,43,"Louisville-Jefferson County, KY",KY,Oldham,31140,160303.0,456,36591,53237,60383,61783,54114,72745,71659,76766,61374,41004,36755,75245,40410,32189,50344,60116,32863,19263,27140,47014,32794,52068,13674,20015,16838,30862,32065,30512,41360,26491,41086,43894,33746,36327,36443,26149,"Louisville/Jefferson County, KY-IN Metro Area"
394669,44,"Hartford, CT",CT,Tolland,25540,231928.5,377,45615,70071,77201,85434,68870,80417,79375,82474,66885,52429,50719,97214,50608,50399,66101,72965,44923,22154,27665,60281,31451,76761,15848,24519,20821,33659,31486,35392,48072,35017,46872,50452,34396,40946,33212,25728,"Hartford-West Hartford-East Hartford, CT Metro Area"
395022,45,"Richmond, VA",VA,Sussex,40060,222777.0,571,40621,58514,68877,71415,62780,76493,80419,81340,60084,46146,46515,81190,45233,39614,55921,64055,35642,20769,24815,44882,37500,50992,15185,20287,16611,32404,32200,32464,37135,4180,35434,44076,31116,38883,29680,22450,"Richmond, VA Metro Area"
394910,46,"New Orleans, LA",LA,Orleans,35380,198705.5,512,35492,52368,60217,61633,51744,78958,72869,81896,84622,42389,42249,80759,40706,30847,58180,61937,37500,19651,24708,35674,30837,50382,17175,17272,16419,29111,27136,29956,34462,23750,34746,36513,36081,43013,32327,31794,"New Orleans-Metairie, LA Metro Area"
394425,47,"Buffalo, NY",NY,Niagara,15380,152845.0,249,36519,52506,60106,62767,52735,63975,61175,69646,57622,42283,37168,62327,45655,31834,53256,70798,33663,20307,22428,60780,32962,72223,15134,20967,16750,30441,29989,30650,41014,14449,37134,44853,31738,35504,30065,24571,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
395012,48,"Raleigh, NC",NC,Franklin,39580,254973.0,565,41648,61531,71237,78140,60754,80381,84382,77450,62418,41268,43994,77386,36347,42245,56217,63288,31662,20094,25870,37021,32077,40167,16022,18946,18530,34971,39146,32181,31590,20893,27475,41682,31428,35394,35362,20075,"Raleigh, NC Metro Area"
394388,49,"Birmingham, AL",AL,Shelby,13820,151139.0,231,36451,52387,63966,70470,57580,70728,71729,72348,51761,41479,40679,71153,41166,38249,50664,56830,35756,18657,24140,37487,30650,50976,13674,21925,13536,29260,30471,28807,39230,14674,33338,50007,31702,32551,38314,20778,"Birmingham-Hoover, AL Metro Area"
395053,50,"Salt Lake City, UT",UT,Tooele,41620,322113.5,594,35975,55007,61670,70020,51593,68593,71445,71095,55754,38665,38423,65564,35330,39800,49765,62831,31226,20478,26099,38400,30762,55296,16495,21309,15587,30318,32061,29061,37411,11024,36463,40611,30685,31981,35598,23096,"Salt Lake City, UT Metro Area"
395031,51,"Rochester, NY",NY,Monroe,40380,144648.5,577,35922,53926,59276,61441,53180,67375,69867,69891,50949,43938,41545,58952,44614,40813,53791,61929,30314,19048,25562,56560,30890,76685,11864,21791,15748,30095,27542,30605,35858,26175,33544,41714,30319,32643,25747,25009,"Rochester, NY Metro Area"
394640,52,"Grand Rapids, MI",MI,Ottawa,24340,185053.0,360,35197,52460,60183,65179,49783,61978,62032,66692,37465,41661,42041,72320,40164,37423,47307,55016,32516,15700,21594,36644,21707,53591,10298,17437,12736,30330,31673,28961,36625,20487,36055,41992,31429,32036,35170,25942,"Grand Rapids-Wyoming, MI Metro Area"
395167,53,"Tucson, AZ",AZ,Pima,46060,187575.0,652,31380,48441,55400,61678,46205,76572,75731,86540,50857,32391,36777,56953,31514,25857,51726,61527,32327,18411,23787,41570,34076,43894,13889,18245,13721,27369,26752,27663,31705,22745,30962,35631,26719,31613,27315,20618,"Tucson, AZ Metro Area"
753924,54,"Urban Honolulu, HI",HI,Honolulu,46520,690624.0,660,40628,58446,65554,71466,60082,69753,70148,75285,60378,44164,47298,70784,42144,33885,73105,82423,42056,26784,32190,51325,40667,72791,20688,26855,21459,32464,29813,35037,51723,29792,51895,54781,36477,36731,40826,29131,"Urban Honolulu, HI Metro Area"
395169,55,"Tulsa, OK",OK,Pawnee,46140,138800.0,654,35250,50174,60641,62499,56245,66807,65142,71369,72432,36312,36917,52495,34846,32447,50497,61182,31781,18971,23513,40117,30309,57224,12299,19285,19848,30264,30337,30225,36811,13621,32566,46769,33812,37536,30932,24794,"Tulsa, OK Metro Area"
394619,56,"Fresno, CA",CA,Fresno,23420,234988.5,348,30528,53754,57273,61683,51080,65636,56938,71888,75968,40298,35361,85648,40126,21826,66641,80032,41837,17730,25118,53607,21313,80339,13186,18540,16475,29897,29551,30058,25115,17593,40675,37190,27428,28697,38798,21230,"Fresno, CA Metro Area"
395238,57,"Worcester, MA",MA,Windham,49340,269214.5,690,42471,65225,74607,81362,62697,86384,91166,80008,71183,46030,42530,66340,48177,37766,61107,72025,45559,24864,32821,67003,37414,77959,15740,27543,18522,35229,35613,34995,47290,26971,44191,54238,35219,37271,40335,24696,"Worcester, MA-CT Metro Area"
394415,58,"Stamford, CT",CT,Fairfield,14860,412227.0,246,46461,80609,100711,105798,84328,85522,82524,90385,81993,55795,46064,134759,50696,50166,66263,78441,44201,22413,28160,67134,33807,100738,20447,21767,20514,37741,41983,35812,38833,2499,31945,49446,30292,32087,31042,21890,"Bridgeport-Stamford-Norwalk, CT Metro Area"
394312,59,"Albuquerque, NM",NM,Sandoval,10740,189089.5,195,32123,51324,53432,56317,50568,65247,56592,78399,66917,40146,38146,63203,38167,31176,60743,69365,40014,16243,20555,37469,29919,47932,14783,16412,13097,27931,23930,30179,34244,25908,31619,40805,26562,28739,28603,20970,"Albuquerque, NM Metro Area"
394308,60,"Albany, NY",NY,Albany,10580,188437.5,193,42044,62162,70823,78170,59091,76153,73979,82034,70850,50471,42387,75531,50451,40949,55539,62317,38346,21487,25908,47140,38237,71623,15627,22294,16960,32952,31169,34159,42318,35313,40874,47686,31799,40741,32030,26349,"Albany-Schenectady-Troy, NY Metro Area"
394938,61,"Omaha, NE",NE,Douglas,36540,176836.0,528,40001,55775,62771,70378,56085,70848,72633,73236,49726,41402,39129,68188,41482,32405,55068,60183,40729,20572,21578,57303,50843,65263,15107,21168,18728,32305,35278,31903,41600,27157,41244,44266,31301,31718,36556,25561,"Omaha-Council Bluffs, NE-IA Metro Area"
394908,62,"New Haven, CT",CT,New Haven,35300,217799.0,511,44490,62019,71577,75501,67843,80506,81127,81822,67316,47547,48114,78674,42139,46810,64437,77255,47639,22256,26302,64773,27158,75240,11202,28851,20123,35976,33916,36607,44790,6820,41092,47121,35590,37156,37098,30241,"New Haven-Milford, CT Metro Area"
394357,63,"Bakersfield, CA",CA,Kern,12540,203630.5,217,30491,55825,65577,69199,53711,70705,70007,77156,65838,41022,42298,68750,41772,20089,63219,83750,40114,20721,23991,57272,19623,80897,13696,23664,14526,26093,21872,30548,26135,18369,40383,41019,30662,31679,38389,23494,"Bakersfield, CA Metro Area"
394753,64,"Knoxville, TN",TN,Loudon,28940,168762.0,426,32418,50025,60284,61855,54079,68269,65225,73672,68138,33136,32646,61317,30514,34043,47872,59489,31443,18636,24577,40545,36606,41298,12161,20707,17075,27185,27437,27092,35007,30032,31829,42399,31135,31625,36213,20114,"Knoxville, TN Metro Area"
394653,65,"Greenville, SC",SC,Laurens,24860,181458.5,369,32139,50258,60929,61808,56110,67470,64457,72221,45307,33739,34541,50934,34018,19041,47880,60053,32157,16595,20614,32453,23688,38739,12775,19672,13055,30081,31174,29528,32204,20392,28157,41242,31017,33878,30230,22577,"Greenville-Anderson-Mauldin, SC Metro Area"
394952,66,"Ventura, CA",CA,Ventura,37100,580864.5,536,38697,65796,73051,80300,64964,87273,90857,87196,80857,43274,36760,85369,45152,31701,71849,83103,42116,21346,31616,60710,30796,82302,15047,26965,16776,35628,32178,36544,30607,19833,40283,42319,30546,30343,40612,26067,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
394318,67,"Allentown, PA",PA,Lehigh,10900,193630.0,197,38394,59932,67596,71035,57444,72639,81209,72332,52713,43160,36804,68091,46684,41026,52261,61994,37898,18434,27319,50950,17416,75061,12141,21105,17070,31568,30619,31879,45491,10869,47015,46039,35502,39047,42142,23061,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
394561,68,"El Paso, TX",TX,El Paso,21340,127606.0,323,26507,45380,46447,50443,41332,49783,47317,66173,49615,37109,37124,73034,41040,20130,51075,61328,30360,16191,21410,53107,46748,66028,13094,15719,11984,22967,21963,23536,27476,18276,26159,35262,26661,23659,31594,18774,"El Paso, TX Metro Area"
394367,69,"Baton Rouge, LA",LA,Ascension,12940,182767.5,221,37076,51655,63328,71839,49344,66714,62477,73996,48720,43820,37734,65595,43434,31996,52199,66775,36044,17711,21221,37156,29692,50123,10486,18076,17561,29439,35497,26912,41314,23771,40755,44773,40549,60203,30391,30866,"Baton Rouge, LA Metro Area"
394521,70,"Dayton, OH",OH,Greene,19380,115510.0,302,34644,52358,58887,62215,51974,72326,71922,82858,42387,38346,36166,75721,38625,26340,51181,60588,35592,15894,21456,54471,38491,59251,13803,16016,13208,29328,28415,29607,41142,26011,42763,40118,31444,34503,32332,26252,"Dayton, OH Metro Area"
394843,71,"McAllen, TX",TX,Hidalgo,32580,106198.0,475,22040,45010,42095,44948,35288,47522,48254,55301,34943,43393,35997,57583,46158,21910,51507,66725,26391,13464,17103,52532,22530,63419,10411,12855,12052,20390,16751,22232,24432,18514,26658,22157,28374,26565,35428,13206,"McAllen-Edinburg-Mission, TX Metro Area"
394486,72,"Columbia, SC",SC,Saluda,17900,148291.5,283,32501,50725,55034,57882,50943,69766,67348,76731,43855,39546,39627,60847,39445,26440,55086,64875,36281,17057,21404,31682,27096,41330,11891,20018,13699,27172,25013,28453,35931,16859,31697,45057,31879,36920,31243,24915,"Columbia, SC Metro Area"
394648,73,"Greensboro, NC",NC,Randolph,24660,135504.0,367,32229,50029,54289,56113,52154,71167,73614,73339,60273,38311,34997,51231,39321,36714,51339,65263,32990,17432,23567,32064,8770,36956,15060,19337,15692,30481,30381,30515,33153,31329,26693,41354,27204,27436,35727,22092,"Greensboro-High Point, NC Metro Area"
394304,74,"Akron, OH",OH,Summit,10420,136658.5,189,35032,52983,60186,61856,54123,66927,65532,70063,67208,41230,40629,64759,40052,41025,52391,60226,36169,16088,19290,50760,29266,60040,10931,21555,19170,30083,31171,29762,45907,2499,45998,47288,31019,34484,31338,20268,"Akron, OH Metro Area"
753906,75,"North Port-Sarasota-Bradenton, FL",FL,Manatee,35840,264339.0,516,32390,52453,62072,63919,60814,60396,59568,60321,65775,38613,36162,50475,40886,23362,56160,65610,37950,19530,24908,38822,25355,57311,16830,18894,11444,27436,27759,27314,35539,18667,35262,37894,30697,33264,34845,21777,"North Port-Sarasota-Bradenton, FL Metro Area"
394798,76,"Little Rock, AR",AR,Lonoke,30780,145260.0,450,35801,49671,57616,60801,51215,66739,71700,60890,59122,40067,34243,71393,40546,30643,50122,54363,41081,19303,23176,43203,39978,44920,13376,20016,18385,31033,31471,30705,40113,15815,36377,47687,34534,32713,35912,32931,"Little Rock-North Little Rock-Conway, AR Metro Area"
395134,77,"Stockton, CA",CA,San Joaquin,44700,329350.0,636,35881,61982,62212,66327,55226,93646,97219,95841,46114,41542,36352,78379,47756,22264,67486,89416,47143,21741,30244,47096,30063,77707,15717,25446,17145,33359,31332,35137,34782,22016,40495,51506,34274,37668,50498,22532,"Stockton-Lodi, CA Metro Area"
394457,78,"Charleston, SC",SC,Berkeley,16700,249365.5,264,36316,54068,60818,61780,57049,70962,67496,76435,53708,38337,33356,85180,40061,31292,58392,69437,35468,19800,23248,43090,37279,43597,15726,20207,16929,30935,31669,30410,34439,21191,31008,45839,30547,32100,35297,22469,"Charleston-North Charleston, SC Metro Area"
