LOGRECNO,B24011_001,B24011_002,B24011_003,B24011_004,B24011_005,B24011_006,B24011_007,B24011_008,B24011_009,B24011_010,B24011_011,B24011_012,B24011_013,B24011_014,B24011_015,B24011_016,B24011_017,B24011_018,B24011_019,B24011_020,B24011_021,B24011_022,B24011_023,B24011_024,B24011_025,B24011_026,B24011_027,B24011_028,B24011_029,B24011_030,B24011_031,B24011_032,B24011_033,B24011_034,B24011_035,B24011_036,NAME,CBSACode
201,41674,60120,66160,76351,54647,62323,51695,100901,42365,50614,45143,57270,53785,32721,62252,78265,41074,24392,25153,70007,60978,72310,19138,26782,17304,32334,31084,33144,52111,16250,51553,54069,38385,26986,50138,26167,"Anchorage, AK Metro Area",11260
202,36223,60506,69220,71644,61174,71931,71476,91663,50424,40012,42092,60325,38625,31782,65172,71268,33750,14781,25410,40977,22452,54516,8877,14538,15055,25454,19822,26991,36213,14202,31404,40351,21477,25572,20617,10903,"Ann Arbor, MI Metro Area",11460
203,25278,35441,50482,50429,57883,35740,31799,50380,.,30647,27380,.,36335,23551,30970,36707,30567,12079,20805,31445,22071,32344,10618,15587,10819,24824,21758,25683,31239,.,27042,35407,28547,26673,41093,22347,"Anniston-Oxford-Jacksonville, AL Metro Area",11500
204,35460,50753,54796,63845,46572,65382,66380,65011,57243,41019,36455,34955,40925,44382,49613,54287,36978,14369,20752,51354,16451,60000,10108,15625,12968,28174,30796,27350,43021,19468,40345,49659,34757,36423,30638,27015,"Appleton, WI Metro Area",11540
205,28444,42939,41201,39441,46493,54909,42086,62101,55502,35794,40155,100012,35037,29358,53865,59378,42279,16372,24233,40482,35750,44015,12478,16263,16193,24356,25056,23680,25814,18340,25165,31130,24006,25748,25388,17661,"Asheville, NC Metro Area",11700
206,28047,40916,38491,34991,50325,56553,66220,51207,25688,38490,28125,40327,43077,23382,41933,55629,32639,15440,22790,42366,51875,40859,8778,20063,14578,22785,18203,27013,43133,50906,40063,49796,30535,31563,31633,21801,"Ashtabula, OH Micro Area",11780
207,26095,42208,43713,42106,55417,48875,23403,61719,.,42794,19595,65450,43364,60719,37948,42460,36867,16783,20172,27462,22454,31359,10994,16026,4798,24348,24731,24045,38079,.,37269,40733,25024,21903,30135,14312,"Athens, TX Micro Area",11980
208,23833,39290,44910,49408,31945,55396,40782,62247,27307,25602,26723,42449,23750,21309,42447,55261,26642,14241,21081,41015,40656,41250,11114,17508,11891,20757,17464,21288,21676,7331,21919,27741,25015,30179,28409,14134,"Athens-Clarke County, GA Metro Area",12020
209,35139,55237,62474,67421,55887,71706,76355,71306,52709,41266,34558,80031,41324,36261,52704,65677,34352,17852,24587,37597,29102,43611,13333,19940,15699,30677,31646,30189,30239,13763,24572,39763,27235,28888,32000,20649,"Atlanta-Sandy Springs-Roswell, GA Metro Area",12060
210,30669,55551,60710,62179,51967,80755,77019,84362,51590,45817,51041,52480,36922,35766,57841,61467,35450,21582,24704,35032,23962,71994,16685,22135,25032,25417,16499,31915,39860,40841,33209,41305,24639,27649,27369,21409,"Atlantic City-Hammonton, NJ Metro Area",12100
211,31885,50419,51814,52029,42321,62942,64861,52211,70114,37147,31031,57103,50591,36350,50438,68694,40393,16071,16925,70836,45353,73590,9180,18054,7111,23037,20388,24046,30804,21319,30339,38906,34247,35490,31280,32153,"Auburn, NY Micro Area",12180
212,29628,45636,47005,55354,33424,50470,30885,68452,40381,41141,40873,61456,41724,14431,52161,57093,31676,13327,23227,37484,36058,42005,11329,14238,11118,18645,15529,20686,31540,8927,13158,37405,26010,29478,19807,21282,"Auburn-Opelika, AL Metro Area",12220
213,30188,50366,56624,61225,50733,81477,77380,86103,56860,33215,35640,29647,35573,19314,51765,58143,39195,16543,23011,37740,30837,45489,13283,16024,12936,21597,20025,24605,28020,12059,24780,36908,31398,37312,34435,19131,"Augusta-Richmond County, GA-SC Metro Area",12260
214,29412,46419,53468,51388,61369,59932,61921,65228,36122,37917,37397,46453,34844,36799,47313,60774,37431,16930,29462,42445,45523,42071,12158,19265,14492,23629,16628,24826,28875,41603,27128,31607,26960,32586,21925,17295,"Augusta-Waterville, ME Micro Area",12300
215,35374,54710,61370,65978,53407,72028,74684,75373,55422,40903,36655,76853,40544,35005,56532,66275,33563,17750,25267,37339,26397,50497,15549,16631,15875,30190,31376,29473,29356,30786,26732,36191,26586,28229,27020,21658,"Austin-Round Rock, TX Metro Area",12420
216,27822,52211,52109,53791,49343,80382,63566,88042,60250,41564,40429,61017,45692,20817,62347,78914,41387,17809,26095,69391,32001,73554,13260,14513,12830,26538,21604,28873,21676,15424,39599,41060,28647,28265,35402,25181,"Bakersfield, CA Metro Area",12540
217,43006,63175,71175,75784,63602,80685,85490,85414,60304,47922,47632,81107,43658,45534,60376,65997,37133,22383,25658,50605,36934,60521,13505,23085,16607,32137,30231,33682,41426,21299,39224,46052,32404,37315,35992,20534,"Baltimore-Columbia-Towson, MD Metro Area",12580
218,28907,43408,46932,46159,50199,46339,46099,60259,32500,34220,29223,7010,36978,31546,56627,68750,27074,16995,22352,35869,17129,41367,11882,16835,17904,24818,26232,24459,32392,18319,31584,39903,30408,31081,33096,20417,"Bangor, ME Metro Area",12620
219,37395,56828,62416,62659,57031,64194,72170,70992,50069,44067,47434,111307,42008,22347,56939,60163,51653,21731,24724,76402,48563,91738,11969,26258,20586,31031,30871,31292,41062,30643,40875,42024,34348,36477,33076,35131,"Barnstable Town, MA Metro Area",12700
220,35509,49395,53526,59707,50003,61692,52159,76316,48220,42388,32180,56648,41816,46755,47725,60651,37462,16075,18316,41568,30485,47280,10555,12778,15886,30185,26008,30786,36651,21148,36739,41482,41300,46797,40489,25898,"Baton Rouge, LA Metro Area",12940
221,29986,50546,56062,61394,51388,66555,73036,60382,81147,34588,40317,136950,33235,12346,47721,52255,27362,14475,24310,43539,41273,59107,12635,11813,11749,25266,22785,25994,31541,18975,29392,40073,31896,31563,35987,26763,"Battle Creek, MI Metro Area",12980
222,27906,50029,58957,61795,58303,51286,50407,51524,51481,32779,48256,150412,24261,22871,50095,52399,34250,13573,16469,48146,22206,48805,12093,8696,10525,22682,21754,23799,29617,7461,30000,29521,31655,35845,27240,18750,"Bay City, MI Metro Area",13020
223,31439,46358,55740,57868,55021,71045,70395,74648,41346,37141,35797,22382,40195,16664,50225,60293,36229,17531,22158,41690,26832,55777,10454,19525,14444,24019,20998,26794,31854,11863,32054,35827,40204,51663,35428,13550,"Beaumont-Port Arthur, TX Metro Area",13140
224,31478,40100,50023,50537,48563,52381,36677,65337,37917,27480,32981,31852,26393,16525,43452,51097,30353,18799,24078,37173,29814,70054,10676,17454,19418,25807,27145,25541,46720,23804,50216,49871,33909,35455,44922,15489,"Beaver Dam, WI Micro Area",13180
225,28256,43452,53454,56339,50990,42036,65054,16669,90651,37089,31214,77697,40283,36145,43333,51707,30362,15823,21083,30308,22363,32087,12316,15540,13523,25533,26114,24074,50631,21309,60888,40709,24400,28256,22407,30168,"Beckley, WV Metro Area",13220
226,28650,47858,47591,48448,44676,58595,57847,78699,.,32349,40568,72674,31961,22078,55736,59524,31170,18122,22190,71148,21828,95305,17592,13551,15651,25073,24338,25607,30395,19663,27277,50827,27043,26198,42550,21123,"Bellingham, WA Metro Area",13380
227,26633,45911,46966,41991,55989,62096,71393,65588,38477,28919,17859,33425,30466,26337,85748,90299,51690,14692,28223,21858,20210,.,15181,8355,14764,22942,23564,22580,36265,29678,21853,45255,22176,20644,23144,30163,"Bend-Redmond, OR Metro Area",13460
228,30687,45098,44435,45625,43568,60438,46124,62706,68705,30060,37008,24965,29040,26141,59137,61940,26400,13997,23275,26393,23660,41466,11166,13915,13128,27395,29929,27001,40434,23224,41936,35294,34529,37705,45268,16504,"Billings, MT Metro Area",13740
229,30188,50814,55867,60109,45352,68742,70353,69988,50250,38260,39748,52027,41384,26344,52456,61250,29159,15302,20786,37119,28712,63951,11676,15948,11651,25157,21271,26478,38360,.,39361,35121,24403,25975,22450,21123,"Binghamton, NY Metro Area",13780
230,34570,50709,57985,62291,50690,67328,73218,68939,43851,40439,31385,57153,41251,31387,50311,58010,30534,16529,20325,33401,19732,41383,12686,16040,14239,28018,28126,27983,35891,33677,30785,40955,30792,33275,32266,21084,"Birmingham-Hoover, AL Metro Area",13820
231,37389,48563,52288,54821,46657,52387,60604,41494,54129,41850,45666,87152,43118,22976,42441,55438,31541,21395,26682,49134,45058,50872,12148,17821,23971,32369,48015,30196,41823,40502,41873,42344,31785,31810,41213,29668,"Bismarck, ND Metro Area",13900
232,26752,41922,47253,50804,40509,48871,48638,49819,41670,36753,31207,66219,36901,42308,40022,46023,19206,14832,21143,35733,17200,37776,9650,20986,12500,21407,20553,22034,30109,19074,23135,41419,31995,31549,32973,36090,"Blacksburg-Christiansburg-Radford, VA Metro Area",13980
233,32078,54823,63564,61525,64488,68951,71386,55137,74034,35623,34676,86436,32480,31841,47395,55212,24773,12224,17630,28859,27029,42107,7866,21542,10930,25863,22400,26654,31311,20729,25725,41258,31721,36212,30632,18894,"Bloomington, IL Metro Area",14010
234,26862,40948,46926,42821,54733,56169,48345,69904,55927,21509,34414,54631,19976,6636,47098,53805,26441,10888,18820,43704,17147,50473,6654,25557,11156,21419,15403,26876,33788,.,31079,45842,30773,33715,33032,6559,"Bloomington, IN Metro Area",14020
235,31533,52606,54141,61223,46081,77770,61816,83214,46458,41503,30294,101548,52895,9684,51180,57163,35161,13897,20612,51161,40365,60000,10860,15947,14192,23980,27192,22409,35662,15995,39246,35941,35028,35465,41234,29531,"Bloomsburg-Berwick, PA Metro Area",14100
236,29595,41449,46294,48251,43367,42015,41607,37129,.,38516,27910,70732,40810,10931,41827,58725,30171,18044,16938,28375,12500,31992,12455,19115,20414,21131,16419,22331,40593,21925,51334,30414,32900,30748,40555,36135,"Bluefield, WV-VA Micro Area",14140
237,30078,46110,54321,54287,54371,54892,51272,62189,52119,31531,36641,76150,28006,29118,48269,55731,35469,15855,14919,43390,42599,44885,11874,16869,13135,24833,25182,24638,30928,21190,30919,40120,27019,30190,35041,20572,"Boise City, ID Metro Area",14260
238,42331,65233,75373,81905,66116,78542,82464,79446,56663,44051,41128,80866,39553,41681,65106,72480,41328,21192,26839,51769,35577,80978,14832,21970,17768,32259,31591,32811,42047,11521,41588,46333,31305,35492,31703,18678,"Boston-Cambridge-Newton, MA-NH Metro Area",14460
239,36516,57947,61646,72077,52221,81619,92845,90536,52451,34712,26776,107635,33036,35497,51773,59335,38517,13275,21298,44845,35408,52438,11479,9971,9107,26365,30535,24441,36449,31983,35625,52145,25140,26514,29485,20869,"Boulder, CO Metro Area",14500
240,28937,43031,52707,50948,57083,52316,51883,61852,46144,37059,32287,69558,36096,31162,40691,51487,29116,12471,19037,14313,12607,46226,10878,16639,11341,24497,24331,24524,35034,17024,26264,44405,30483,31854,29637,29117,"Bowling Green, KY Metro Area",14540
241,31058,42788,50140,42793,60041,46635,45625,44501,60236,25170,31946,63750,24591,13046,57563,52202,57969,11890,30030,43850,41931,44083,9669,7465,10585,27902,34340,25366,34880,35745,35066,31494,31626,34403,32469,26298,"Bozeman, MT Micro Area",14580
242,29880,42226,48591,56266,42318,44292,51510,70952,41777,32123,30818,75469,30214,51528,41942,51774,27813,15899,16839,26898,16023,60414,15525,15062,14370,26939,23776,27496,36127,20561,35682,40092,27080,28145,17378,26091,"Brainerd, MN Micro Area",14660
243,21717,37542,31137,29776,39598,50905,37394,81563,.,38468,36134,135773,39456,12475,65367,66916,28500,13647,22419,31303,16475,32064,8672,11361,14583,20872,18585,21684,30110,30358,28042,30282,25630,21378,21250,31688,"Branson, MO Micro Area",14700
244,36015,60131,64582,68373,54276,77554,71868,81375,65535,32403,41413,57883,22500,31295,51549,65365,21842,21005,24254,50263,40991,70257,12588,17170,20749,26914,23725,30641,45203,31496,42636,50342,34169,56118,27077,19800,"Bremerton-Silverdale, WA Metro Area",14740
245,42345,79232,101268,106880,91903,87323,96660,78605,74724,51731,45550,118655,47352,48619,67483,80343,39198,20153,25421,60367,40269,87750,17864,20410,15582,36279,37736,35157,35284,22584,33213,41470,29501,32991,31312,16513,"Bridgeport-Stamford-Norwalk, CT Metro Area",14860
246,22618,42429,41203,41159,41798,41092,22548,57182,50305,40737,37607,44817,41294,29149,58383,75528,37478,14196,15170,33242,16768,49399,13394,14758,11697,20435,19953,20695,22400,28230,22602,21966,23038,25512,30253,16979,"Brownsville-Harlingen, TX Metro Area",15180
247,27634,45143,45986,45958,46054,61789,62053,75739,.,35540,41180,60169,31973,26724,45768,46938,34060,17568,19961,34147,32601,34902,11676,23439,18176,22577,14772,27244,35181,.,35749,31554,30177,29870,31097,15980,"Brunswick, GA Metro Area",15260
248,34484,51711,54855,65456,47920,60975,52999,68407,56859,46353,39046,70781,50134,35866,50690,61401,38771,16849,24457,55753,31361,67490,11291,17029,14634,27874,24956,29927,41544,10720,42259,41375,31567,35912,29895,25948,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",15380
249,27289,49494,52581,61139,41435,63527,81671,51544,51239,30366,17485,51334,25946,35467,56973,63132,50201,17060,23843,39702,20992,41716,10314,15843,20421,23410,21614,24520,27203,20121,25205,41123,25051,25506,26886,16812,"Burlington, NC Metro Area",15500
250,35060,51377,60158,62185,53522,62747,77434,60263,47125,37324,29975,46250,40450,30871,53990,60712,41691,20293,25446,52953,46825,54052,19967,20823,12337,28416,23335,30852,39181,11619,34963,45304,30658,35742,27813,17813,"Burlington-South Burlington, VT Metro Area",15540
251,44154,66818,74530,76202,67857,95223,74654,98721,102161,43464,43221,41428,51116,25038,45600,51781,40918,24734,30855,37294,35196,65083,20918,23668,16011,33607,33602,33610,41781,.,41059,54554,47143,63721,36538,3262,"California-Lexington Park, MD Metro Area",15680
252,30514,47359,53592,56009,45918,57224,53685,64459,52744,39299,40913,60376,36262,25180,42532,56664,30209,14981,18026,36289,13412,52095,10434,16290,16693,24869,20814,27077,39275,21673,37731,44529,30972,35570,31530,21755,"Canton-Massillon, OH Metro Area",15940
253,26426,42685,45867,49236,41834,51633,41040,60661,50590,36582,27443,60742,35499,31066,51839,61581,34692,18289,21665,32911,18589,41531,14833,17957,18516,23097,23906,22630,25915,15632,22388,31519,24046,26177,27850,20941,"Cape Coral-Fort Myers, FL Metro Area",15980
254,27304,43255,50445,51233,40417,58689,63902,59950,32443,31821,24439,40388,31618,50026,48464,60711,32321,15726,18284,24354,11034,40403,9398,22767,15144,26095,27557,25929,26422,6815,28161,32342,30146,29127,32254,28119,"Cape Girardeau, MO-IL Metro Area",16020
255,28371,40317,44135,51222,36724,46156,31804,72953,32111,36719,41865,40793,34422,19243,36068,42298,29486,16862,18664,42741,24055,44158,10682,22096,11223,21643,17116,22691,46709,10134,52481,41910,30342,30906,37137,18394,"Carbondale-Marion, IL Metro Area",16060
256,31546,57671,56243,67975,43310,62759,71558,58935,.,55203,53125,80807,48371,65756,36466,95425,.,19542,29222,45274,42224,60413,12128,16348,17339,26009,28217,25025,40183,.,41007,40013,27468,29032,39282,23065,"Carson City, NV Metro Area",16180
257,38057,55659,55244,51348,56764,62019,61774,80425,55838,49352,38909,76346,57540,31920,57481,56462,77159,20549,32958,42013,40575,49102,12079,17351,22645,31710,36520,30632,42404,.,45503,41647,40577,44398,37248,35425,"Casper, WY Metro Area",16220
258,35943,51916,57026,58504,54564,70585,67495,80262,45224,41295,49521,48059,40864,35280,41799,48788,31165,17449,23072,51416,31875,65466,10788,22170,15173,27120,26028,27325,41131,35184,40969,45427,32774,35837,26378,27059,"Cedar Rapids, IA Metro Area",16300
259,30220,41501,42624,42100,43900,53453,42263,46588,61182,28532,50048,.,28770,14167,36563,52188,32010,15988,36169,37524,31518,.,10403,27047,4778,24421,23685,25341,32143,27031,22855,43693,31898,33178,33855,30452,"Centralia, WA Micro Area",16500
260,35921,51756,56102,60024,34554,64792,84260,60633,54593,47291,38431,.,50078,68105,50830,65713,35725,18467,29365,41910,23642,48072,15367,22851,10600,27526,26109,28414,37227,25162,42061,40908,35353,37244,30265,31063,"Chambersburg-Waynesboro, PA Metro Area",16540
261,27432,42110,51450,54002,41558,51581,56428,59931,34224,26972,37674,109142,25030,19882,50041,61856,35520,12933,17411,36899,12207,60547,9273,15889,11709,21617,17148,25384,44949,21136,46451,43438,26985,27691,35446,23812,"Champaign-Urbana, IL Metro Area",16580
262,33061,50563,55445,64429,46731,54715,41937,65016,62194,44910,32189,69136,39177,32210,46865,60253,33844,16889,18139,28942,25543,57407,12694,21305,16047,27999,24227,29752,42300,15821,41603,49677,33012,40290,34499,20270,"Charleston, WV Metro Area",16620
263,25650,43807,46085,45246,49315,51838,73667,45299,.,36832,21566,100299,37414,11561,36068,34667,36197,12177,11683,17276,4423,21250,12274,13361,11431,13694,12486,20627,35029,.,38147,33039,32384,36662,30625,27703,"Charleston-Mattoon, IL Micro Area",16660
264,31934,50280,55033,59246,42297,61605,69593,60425,56295,37115,40014,49158,36360,36565,50794,62084,31836,16586,24254,40359,40783,39534,12302,17929,13098,27784,26326,28310,35556,18654,31539,42772,29550,34719,27140,21837,"Charleston-North Charleston, SC Metro Area",16700
265,32518,52100,62377,68898,55581,68563,72113,67233,53380,35672,36235,69729,33777,30906,51595,60848,38959,16590,21038,34139,27405,40397,12498,16939,14642,29566,30211,29230,30701,22510,26121,38606,28017,30229,31608,22062,"Charlotte-Concord-Gastonia, NC-SC Metro Area",16740
266,36362,54751,60613,71250,46661,56541,60676,61042,50000,45477,32833,64038,45930,45730,61698,63620,45266,17526,26384,36856,35744,41571,17050,17310,6755,29126,26538,30524,29643,32104,23951,41791,30333,34798,27121,29920,"Charlottesville, VA Metro Area",16820
267,31193,45117,50576,57097,41809,61102,61209,65847,45216,35943,36480,83579,34613,22349,46368,51316,36849,16055,21128,31493,26447,32059,11355,15797,15013,26082,24267,27429,31870,11938,30381,40781,26500,28040,37978,21093,"Chattanooga, TN-GA Metro Area",16860
268,35622,50948,51939,56462,43689,53865,49679,52319,54858,43580,31339,75335,41940,24004,50970,52034,41362,22823,11475,49107,41011,73579,11710,31059,11814,26648,22125,27802,36009,.,32329,36692,31755,29694,46835,22051,"Cheyenne, WY Metro Area",16940
269,36819,60640,70472,76182,61256,71343,72987,72135,60014,41824,39405,82224,39850,40400,58525,66525,35145,18788,21780,46937,25915,71524,14628,20687,15470,31032,31331,30883,41729,22494,40694,46634,29940,30486,35650,22883,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",16980
270,26469,44925,45078,50051,36316,45839,46625,85234,32522,26424,36268,100414,24396,11929,79310,88742,45491,15094,21061,61230,17269,66737,10512,14987,12417,26168,30854,25420,29821,19973,29418,41339,24224,27313,23294,13007,"Chico, CA Metro Area",17020
271,31885,51203,51359,50864,51754,77699,.,51954,78421,41687,23984,130938,54519,25129,51096,62009,41606,19722,18911,45069,36852,45284,8962,22917,19380,20648,12469,27205,32849,30227,36997,33666,32001,34055,26641,31581,"Chillicothe, OH Micro Area",17060
272,34856,53868,62029,66856,57094,70842,70620,73308,59257,37533,35650,60819,37069,33216,50650,56860,33589,15763,23518,38197,22229,52273,10974,17303,15046,29622,30290,29240,40401,20108,38040,42502,30311,35010,30949,22039,"Cincinnati, OH-KY-IN Metro Area",17140
273,35401,49688,52732,54246,50806,51439,61406,51645,47558,36822,31214,51652,40470,30940,55516,61915,33709,17566,19498,44105,25227,44529,12265,18782,16443,27313,23018,30012,36294,19087,35837,42679,34678,35687,31818,31605,"Claremont-Lebanon, NH-VT Micro Area",17200
274,30216,44084,41735,41096,55863,52360,58403,60137,41880,41990,24627,68975,43164,26250,47705,61903,34826,15460,15462,30941,22176,40778,15216,11551,12423,26093,18187,30309,40082,.,35477,48004,27311,38158,35126,23688,"Clarksburg, WV Micro Area",17220
275,30287,41810,44552,46353,39008,55127,52243,56560,35357,31559,30093,60083,37523,11511,45972,50272,38617,16456,25811,45607,43938,45668,10473,11712,15820,21684,19321,22156,32346,11948,32081,36719,31699,33772,31474,25099,"Clarksville, TN-KY Metro Area",17300
276,28960,37677,36068,36258,35996,71681,71602,106766,61591,43028,45617,.,31304,.,59977,59977,.,16539,30541,40082,14769,55137,11750,15172,16294,25585,18407,30268,41851,18300,49461,51094,31758,40265,22178,13340,"Clearlake, CA Micro Area",17340
277,28885,45048,53484,51875,58947,44008,43720,41829,.,36884,48375,.,35812,7119,47765,55524,40570,16858,18219,40443,41282,24428,15003,13248,20392,26517,27036,26071,35457,21160,17182,46377,26488,25435,45091,22982,"Cleveland, TN Metro Area",17420
278,34821,53208,61605,67670,53447,67310,69063,70555,53084,39078,38279,65248,35837,31870,51141,60885,34856,16489,20966,41090,22681,60565,11400,19362,14258,28906,27760,29384,38742,20878,37762,40632,31226,34360,31642,23158,"Cleveland-Elyria, OH Metro Area",17460
279,31334,45717,45604,45880,41976,49186,46463,67140,48456,35269,31146,21431,36455,31932,52121,70156,34886,16535,24916,36354,35697,55479,13621,12438,17671,23707,21513,27343,36428,48428,33545,38522,25900,25407,35134,16369,"Coeur d'Alene, ID Metro Area",17660
280,25111,41917,50954,45050,61103,44767,55833,70041,37592,32290,40685,41406,29137,31150,55040,56781,31308,12328,17644,41091,41761,33074,10469,12884,9314,19327,15245,21862,27051,25710,26156,44540,24436,27403,23646,21120,"College Station-Bryan, TX Metro Area",17780
281,32595,50645,60871,67114,50135,72201,75374,67404,60854,35509,35409,57193,35851,22135,48549,55089,33835,18664,24037,42330,25795,60590,14773,17698,15034,26602,26015,26902,34496,11656,32369,40197,25886,32193,31468,15568,"Colorado Springs, CO Metro Area",17820
282,26384,41120,44454,42108,52420,45086,47941,43538,42703,31461,30141,55077,31268,35052,42300,51916,22195,10103,17417,21855,6086,37058,7455,17050,6220,22767,14293,25344,30462,16468,31459,31380,17852,26820,14236,15037,"Columbia, MO Metro Area",17860
283,30972,44599,48164,54483,40644,65997,63169,70285,60092,36387,36131,70964,35892,30150,46692,54487,30597,17028,24418,36254,28043,41937,11555,17445,14387,25681,22187,27111,30563,23160,29670,35605,30319,30820,34966,22533,"Columbia, SC Metro Area",17900
284,27544,44462,44684,50310,37661,46803,70887,42331,38711,39964,36275,151236,40870,21955,60594,67030,28331,17100,21227,32466,26035,39316,13493,17914,12368,23321,21071,24577,31456,32669,23901,38583,27178,29958,36288,20774,"Columbus, GA-AL Metro Area",17980
285,35579,57189,67091,77294,59599,62606,51898,64325,65262,21926,34775,.,15588,43033,49918,59467,40319,13859,22949,32933,20570,35915,9523,16182,2499,22728,19847,30203,51646,.,49926,53438,23666,25358,20507,14595,"Columbus, IN Metro Area",18020
286,35117,52722,60117,66724,52249,63961,65413,69320,47326,37078,40348,77348,34842,31797,51693,61134,34083,17340,19177,43123,32529,51671,13512,19343,15727,30636,31470,30220,37121,21087,32466,42059,27207,31437,31411,20875,"Columbus, OH Metro Area",18140
287,37099,51926,61186,65979,52669,71257,72824,80279,43231,38280,31494,70237,39659,31772,47103,60044,33100,21001,22234,41558,19775,54240,13431,30466,15982,30442,30530,30397,41963,14883,35507,50973,30605,36786,24126,24787,"Concord, NH Micro Area",18180
288,24667,40467,41639,41947,36679,58599,36896,58172,74240,36046,36904,75885,35186,23488,40399,52340,32785,11050,14801,30398,11875,60502,7274,14564,6608,22246,21455,22939,29757,30103,28141,31233,30752,24727,35534,30436,"Cookeville, TN Micro Area",18260
