LOGRECNO,B24011_001,B24011_002,B24011_003,B24011_004,B24011_005,B24011_006,B24011_007,B24011_008,B24011_009,B24011_010,B24011_011,B24011_012,B24011_013,B24011_014,B24011_015,B24011_016,B24011_017,B24011_018,B24011_019,B24011_020,B24011_021,B24011_022,B24011_023,B24011_024,B24011_025,B24011_026,B24011_027,B24011_028,B24011_029,B24011_030,B24011_031,B24011_032,B24011_033,B24011_034,B24011_035,B24011_036,NAME,CBSACode
289,25004,41546,45015,48099,28618,30521,.,31250,.,35026,37288,37357,34164,.,78019,79199,30521,17780,21541,38688,38188,.,11959,5698,19924,23028,22902,23250,31283,30888,35192,31319,24934,30410,21183,37593,"Coos Bay, OR Micro Area",18300
290,31372,49134,39818,41460,37440,67188,51670,69483,62329,45919,43375,26250,49523,33370,42569,54712,30567,16534,22905,29936,6764,61792,13792,16546,15604,26170,22794,26580,41378,21108,42018,43481,32444,32488,33958,25000,"Corning, NY Micro Area",18500
291,28405,46164,49098,56474,40596,52130,41399,71271,66670,40282,40800,73428,32052,50713,49408,61601,31383,16684,18034,42176,40319,50836,13697,16476,18140,23232,20209,26717,41291,22555,40271,49420,38009,42579,40577,26684,"Corpus Christi, TX Metro Area",18580
292,26568,41078,42228,41596,49500,50277,51209,82415,30545,32128,41563,36333,30681,21086,51675,67005,13140,7585,28458,70094,30598,.,8520,6851,5634,24825,25394,24182,35981,25212,35057,50911,20554,22163,43344,7593,"Corvallis, OR Metro Area",18700
293,28833,48020,51377,51102,57429,79091,82731,78996,41343,35846,36455,41667,36361,27211,51289,56108,42601,19499,20533,36161,37050,29681,12819,19029,18745,25220,27433,23531,28331,21375,25328,35766,31617,34344,31597,25397,"Crestview-Fort Walton Beach-Destin, FL Metro Area",18880
294,31736,45334,48032,51642,32228,62943,89929,44345,.,42237,39167,32484,42132,70181,40488,55962,26900,17403,36792,52385,.,102750,10943,16807,15064,26300,30086,25501,35838,31407,35577,40513,29291,26802,35032,21597,"Cullman, AL Micro Area",18980
295,26396,40522,41987,44527,35800,57345,56197,66295,.,31539,38612,55434,37300,13500,36973,48234,32674,17770,22195,40329,27262,40354,9432,12292,13919,19767,19088,20230,30584,31289,30366,29111,23364,28871,30665,18732,"Cumberland, MD-WV Metro Area",19060
296,35540,56416,65180,71636,55494,75646,75778,80233,55898,45496,38749,81187,45289,37060,54449,65974,36477,17805,22874,40128,28750,54849,14369,17064,15847,30610,30535,30643,30462,20010,27250,40120,29047,30203,35850,20733,"Dallas-Fort Worth-Arlington, TX Metro Area",19100
297,25842,40173,41688,50710,41228,47154,59861,53689,36537,32407,40333,59698,31553,30021,28424,24072,40000,15772,21834,27808,9987,29790,11438,16711,13414,23662,21335,25963,39620,.,47906,35598,24579,26549,20360,19969,"Dalton, GA Metro Area",19140
298,31272,46312,44652,42352,44836,46939,47469,47034,42685,37368,28092,41250,39234,.,49866,60000,31305,19759,21925,65905,49375,71354,15236,16476,16373,26270,17436,28170,40171,26321,40092,41284,36169,33607,40663,40313,"Danville, IL Metro Area",19180
299,27189,40492,45059,46821,32608,46782,41388,80473,52391,31409,31337,.,32299,6367,46843,60313,36156,15434,18797,32411,30260,40250,7352,10481,20000,21994,20807,22655,28125,16075,30000,32500,30556,31838,35395,20810,"Danville, VA Micro Area",19260
300,27280,46746,50293,51747,41587,51761,83549,56667,46100,36382,38179,90010,40644,30218,57038,59795,32176,15959,23661,34004,32876,36723,14450,21335,6813,24602,23203,25290,32351,47581,35500,31332,27139,25898,32038,18725,"Daphne-Fairhope-Foley, AL Metro Area",19300
301,32195,52410,57427,62428,49965,71198,55908,74921,41597,39852,37530,57421,50239,12490,46562,52177,33495,16710,21855,46449,33576,60866,10932,19787,18846,26137,21167,28700,37666,27538,37283,42316,32144,37052,31501,22349,"Davenport-Moline-Rock Island, IA-IL Metro Area",19340
302,31015,51606,56611,61328,50523,70463,69216,73299,47147,39203,40297,61035,34538,31862,48235,53894,31793,15482,21331,26921,19129,54464,10791,16934,14768,24418,21558,25522,40483,20783,32186,45460,26212,27312,27284,20942,"Dayton, OH Metro Area",19380
303,27809,49015,58371,67836,37123,65297,62349,70359,53125,40094,55589,70611,36824,34153,40743,45742,33889,15394,20243,41321,33644,55534,10147,21563,8033,19912,15442,25637,30042,19198,25953,60143,35093,40068,40090,19052,"Decatur, AL Metro Area",19460
304,30613,48443,61179,61420,61109,51068,45818,65393,41644,32716,34500,45503,32008,29384,44714,66297,30520,13057,17066,61185,41530,62271,10392,16100,11354,23708,17215,29381,45106,4359,42040,50214,31820,34349,30805,23433,"Decatur, IL Metro Area",19500
305,26820,41890,50707,52470,42389,46197,45625,56280,31438,37716,38714,36724,38543,33355,40859,47592,24891,18476,20709,41885,31382,45701,14106,20178,15759,23056,21512,24386,26753,20446,25322,30370,27284,31358,25649,16844,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",19660
306,37835,57533,63517,70055,56421,74227,76809,76453,52014,39377,40215,71920,35210,36681,55701,63294,39387,20156,25882,51422,31647,72339,16385,17987,16468,31844,35167,30953,36054,21891,34243,42668,31007,34212,31841,20210,"Denver-Aurora-Lakewood, CO Metro Area",19740
307,36551,52911,60140,64804,55856,64516,66057,61962,55988,42444,41224,62655,41503,45313,47338,55373,35198,17507,27053,45883,34272,60949,12006,17156,12762,31749,31025,31972,36527,26969,35061,42386,30759,31039,31850,26820,"Des Moines-West Des Moines, IA Metro Area",19780
308,34963,60411,66011,72966,57537,75599,67357,82758,54555,41468,40257,61659,40216,40308,52133,62103,35507,15962,21543,45697,24563,70427,11636,17809,13645,28578,26679,29719,38968,15018,36496,45019,30574,31848,30307,23068,"Detroit-Warren-Dearborn, MI Metro Area",19820
309,28082,43651,46589,47849,44932,66597,70886,64432,48142,36280,40280,31094,36631,34243,45366,50265,35426,15350,17596,48421,42955,50230,11255,13312,15959,23608,22415,24084,31667,25986,31190,39489,26572,26794,36906,20717,"Dothan, AL Metro Area",20020
310,32492,50211,55447,56571,51200,61037,61123,70962,59022,40881,35792,42285,41447,31786,51200,53293,40062,15527,21475,36324,10229,54263,11918,17469,12689,30191,24461,31878,37338,9879,35014,42053,30832,24474,35465,29480,"Dover, DE Metro Area",20100
311,26135,37543,36747,31287,45478,30625,38421,17316,.,35575,26018,60776,39872,27862,41198,54329,30717,14390,16411,50249,50640,46250,9180,18746,7387,21679,20873,22597,40029,16791,40214,40900,30146,28593,42097,21622,"DuBois, PA Micro Area",20180
312,30134,46996,52116,55548,50233,57100,42392,76022,55927,32193,50127,51799,33291,22417,45350,50797,30475,15673,18803,50207,21197,52097,11670,21296,14590,25604,27070,25200,36100,7490,41142,43023,30348,31420,40377,25628,"Dubuque, IA Metro Area",20220
313,29837,46582,50896,58439,44016,51902,50841,50353,59588,34478,32099,51012,39288,21030,51358,62013,31296,14857,18796,41762,30372,62123,10624,15272,13815,24489,21192,26178,41962,27042,43209,41913,31049,33214,37321,15046,"Duluth, MN-WI Metro Area",20260
314,31461,45276,47525,48723,44792,56303,63000,55519,.,37525,48188,105938,36019,16012,52204,69013,45548,17751,16731,36024,35239,55000,12402,21426,15667,30158,22142,31411,36750,18072,30947,46414,22339,20870,24947,23141,"Dunn, NC Micro Area",20380
315,33638,54427,61274,63790,57078,69209,78584,70385,49576,38233,42223,43500,35725,41391,61119,67461,40338,15906,25615,33819,28864,41758,11714,19549,11311,25895,24764,26886,24841,11017,20921,35498,27187,27479,31874,18610,"Durham-Chapel Hill, NC Metro Area",20500
316,30981,52804,57263,61341,46393,67041,71608,67232,41535,37371,37136,81235,42471,30396,51457,60671,45801,19042,23320,30597,25702,45648,15134,22458,18491,21169,16925,23564,42461,.,47972,41745,31897,41556,40396,28285,"East Stroudsburg, PA Metro Area",20700
317,29974,46243,46956,45230,48750,55893,55461,72131,52739,30592,36146,41250,31811,6080,51761,60326,42217,13887,18081,26380,17430,48804,10657,13862,10460,26349,29288,25550,31910,26030,32017,36250,30231,30205,33882,28339,"Eau Claire, WI Metro Area",20740
318,26448,47407,48607,51694,39290,75881,77862,76712,61875,36913,35201,.,40349,.,65110,66740,20502,20421,17702,62475,21843,80468,10583,24974,7232,24060,20963,29528,21344,13736,22214,37168,27117,34169,31846,18687,"El Centro, CA Metro Area",20940
319,28447,40076,46507,51444,35143,89210,87996,92230,.,30956,31193,32716,32418,20694,28417,46870,17386,11367,21519,33042,34927,27150,9900,7417,9455,21697,14295,26912,31293,8571,30750,40319,29608,46119,35556,11244,"Elizabeth City, NC Micro Area",21020
320,28216,42313,47221,60189,40303,51625,68447,41140,.,35530,23086,.,38517,33553,46030,54411,33123,13820,12377,36412,31887,40739,11744,23750,11260,20882,13040,26145,29071,23393,22123,36259,28308,28415,40016,18333,"Elizabethtown-Fort Knox, KY Metro Area",21060
321,29086,44006,51237,61305,37393,43394,24461,51932,54543,35740,26506,119022,38864,22233,42938,45781,37383,13061,19925,41396,34647,.,9008,15697,12009,25496,25447,25557,35584,.,31995,39765,29362,30972,25639,21685,"Elkhart-Goshen, IN Metro Area",21140
322,34900,51011,50073,50337,48083,65434,80315,60513,84647,47377,48466,185915,47730,44745,56299,57433,37263,16992,17662,57195,56213,72083,12063,23826,12549,22354,20531,27694,32238,.,31177,34539,36201,39317,31215,16957,"Elmira, NY Metro Area",21300
323,23273,44413,45159,47325,39789,47956,42579,51157,52636,40001,35301,62025,41466,23571,48932,56787,30875,14920,16730,42457,22732,60732,12316,12269,11464,20596,19278,21441,24128,7016,23135,30642,20921,19190,26880,17602,"El Paso, TX Metro Area",21340
324,28832,45267,48849,50795,47902,51887,60586,61187,25985,37048,32336,51149,38634,32423,46318,51233,29901,14618,20355,43790,23563,63642,9213,15720,20106,24443,19784,26183,32160,31138,31526,37197,30456,36501,22442,22926,"Erie, PA Metro Area",21500
325,26719,41394,45403,45122,45993,47147,49560,45639,40076,30155,30778,44792,30850,25755,54193,63333,34579,14156,26408,22095,20093,61014,10273,15419,12346,23975,23102,24508,30715,16500,31969,38862,24664,26087,22820,22477,"Eugene, OR Metro Area",21660
326,26463,39487,39479,38269,40708,39036,57448,20446,38214,35124,36151,37083,35423,16376,66106,71858,37411,16187,13604,37425,33601,60855,15146,16371,15216,24060,23163,25355,30776,15663,29317,38091,21573,31364,31787,13376,"Eureka-Arcata-Fortuna, CA Micro Area",21700
327,31227,45839,53903,60289,47005,57342,68304,60938,48273,35703,34223,71439,35848,24159,41265,49081,32449,15913,21754,36401,29344,41633,9577,19591,10238,24759,22012,25534,40254,.,32144,50279,32062,36937,31103,26001,"Evansville, IN-KY Metro Area",21780
328,40164,49515,56449,75230,40987,60886,45428,80985,50461,34038,24856,74144,35559,30629,45944,92156,41448,16609,16881,85046,85033,.,16718,11649,19940,37280,37568,37163,60997,.,53115,65342,20200,61139,53467,3302,"Fairbanks, AK Metro Area",21820
329,30773,44113,51627,60078,40170,53059,63134,51921,38557,32286,35485,43596,32481,30186,44800,50997,24195,14237,20687,35465,30879,37165,10330,13950,13806,27502,30344,26594,30751,18306,27039,41917,30112,31735,32194,21448,"Fargo, ND-MN Metro Area",22020
330,30997,45897,56946,60383,47304,54464,57383,29228,60109,21465,21741,76806,31845,4268,51400,63779,15982,11013,17946,50161,.,50286,4911,17211,10130,22107,21250,23663,45665,26684,40752,50527,36353,36409,41250,26380,"Faribault-Northfield, MN Micro Area",22060
331,25369,35558,51853,66250,30397,24314,24076,.,24375,33043,21979,.,35498,4922,35924,38412,26473,18972,18582,36400,.,36085,11403,21611,15208,16883,13382,19701,40631,.,32295,44061,32539,35421,30202,21420,"Farmington, MO Micro Area",22100
332,30508,45328,48611,48403,52674,72636,54233,76497,51757,41211,40234,52976,41676,13056,50354,61923,18642,17408,24171,34209,33851,46657,16640,12186,10784,22773,17707,26493,50523,30429,44181,51404,28421,30479,35791,20597,"Farmington, NM Metro Area",22140
333,27423,43489,50600,51669,46116,57803,58083,42301,57805,36677,41069,31228,36069,28488,45767,57039,32373,15382,22460,32492,26899,35237,11989,12486,11478,23013,18126,27387,29732,19677,27857,37493,26027,29110,24259,22964,"Fayetteville, NC Metro Area",22180
334,30174,50112,51886,53899,46911,62117,67571,70865,32366,36491,33995,62056,35671,31398,52278,61207,37401,15012,20866,40386,40549,37215,11804,16338,12179,27224,27062,27294,29119,17200,26073,36130,26423,26390,26946,25712,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22220
335,33189,52190,61810,72083,49917,52085,51719,61239,42093,31225,37223,.,20964,30377,51337,54459,28838,12169,26614,25646,6615,26354,6802,17413,10469,34184,36962,33841,40869,.,34721,46022,28806,35589,14841,20699,"Findlay, OH Micro Area",22300
336,29435,41724,54365,57103,53169,51875,27495,70493,21400,30387,23743,91330,32369,4905,51875,60088,32298,18376,20063,45080,32292,47737,12372,29107,24802,21051,15123,24029,35667,.,23968,43906,31378,37740,26107,11556,"Flagstaff, AZ Metro Area",22380
337,27914,47155,46985,51948,40393,57360,44917,68092,57364,37201,31523,67321,44227,29254,50092,60525,33136,14478,21676,36750,21635,56564,9242,15525,12767,20889,16428,23503,39111,25263,40712,40154,31128,32894,28333,21519,"Flint, MI Metro Area",22420
338,28576,39389,39605,47932,35563,49913,40517,81146,37691,31793,29055,38649,31820,29764,41736,56567,31744,16357,17155,29655,18158,36750,11334,20308,12973,24586,16238,26984,31601,16669,30177,40069,28863,29597,30983,23094,"Florence, SC Metro Area",22500
339,29584,40753,46970,50143,37572,54533,43621,68048,80763,40214,32196,56729,43827,41175,33506,41060,24417,16086,17180,42446,50022,42438,8079,16148,20958,24151,21789,26312,40479,31507,35130,47932,29387,37708,36758,20663,"Florence-Muscle Shoals, AL Metro Area",22520
340,32200,47129,50490,51237,46268,62105,80313,70074,47058,45231,45865,31968,45565,40793,44085,50366,33831,15912,22876,45545,90370,40000,6185,26882,10114,24879,25952,24633,37155,21156,41397,45645,32257,36294,24203,30316,"Fond du Lac, WI Metro Area",22540
341,28582,41529,46125,49410,41829,49522,46585,72027,.,29645,28356,.,30704,.,54748,61943,35754,16778,17334,38750,29368,40668,7093,11668,16750,18526,9107,20012,21081,.,18889,31750,30265,30278,31992,23663,"Forest City, NC Micro Area",22580
342,31956,49745,60188,61796,52393,56034,53042,76944,41752,33681,35059,31978,35401,20289,50290,51545,32141,16542,25601,51047,40700,69115,14672,16031,7022,27479,28750,26835,31623,21019,31945,33171,28757,31762,37036,16947,"Fort Collins, CO Metro Area",22660
343,26672,42655,50505,51422,36014,50873,46235,52216,52069,37914,36871,61549,37398,39630,46686,53592,33910,13708,19556,28945,24670,29985,11550,15869,9889,21486,18232,24097,32640,32427,31739,39881,26328,24206,40213,22091,"Fort Smith, AR-OK Metro Area",22900
344,31070,45066,51334,56221,45078,55609,47607,57401,42991,37031,36737,55909,36203,30543,41296,46813,32393,14816,19263,44536,36594,53903,9586,17594,11116,24892,24469,25039,36241,21413,32411,41474,31311,32278,35795,25014,"Fort Wayne, IN Metro Area",23060
345,34058,42506,45226,47796,41787,51230,57534,.,50403,39966,37747,57579,39536,46473,29309,28679,35284,15975,26691,64816,68297,.,12032,13424,21719,30104,28256,31771,31239,.,31822,30850,35715,36942,30883,27308,"Frankfort, KY Micro Area",23180
346,26612,50303,50196,52263,41133,56190,62064,52037,55294,41748,42426,51065,40727,30557,67254,80797,43875,16376,21674,45076,26619,78841,12906,17288,11148,26426,25053,27330,20294,11955,27442,36247,25833,25565,35207,18886,"Fresno, CA Metro Area",23420
347,30182,42920,50021,53690,25720,43534,45966,41607,19933,40822,35849,65026,41673,20833,41596,51141,31982,16813,32913,35050,19210,39032,11596,17018,4051,22804,19257,23893,28529,26953,26244,36258,30764,31349,31552,27583,"Gadsden, AL Metro Area",23460
348,26696,40775,42423,46879,40275,42449,48862,52059,29632,29256,31207,57470,26595,21714,53998,64447,38713,18823,20725,36549,21572,37541,15764,15872,15090,21127,17554,23759,27407,18288,25883,31757,25248,35953,20760,15392,"Gainesville, FL Metro Area",23540
349,26506,50198,51718,52188,46687,75456,93201,76233,32604,42598,25050,73750,43866,41941,50709,60533,21625,16653,21649,37794,32219,38306,12122,15784,16214,26546,30803,24209,23067,18179,24379,24138,21678,21496,31931,20371,"Gainesville, GA Metro Area",23580
350,23249,34913,41468,47313,36339,39320,.,38662,.,16913,40692,.,17117,2499,52031,52469,32124,17338,23727,31563,25923,31807,14387,13939,10150,23359,19614,24458,23674,21765,30054,23352,16356,12276,21853,13344,"Gallup, NM Micro Area",23700
351,32806,48893,60789,63601,51958,57051,76010,49732,44474,41539,39107,73514,42825,7390,50488,57292,28958,16862,24113,49923,51538,48495,10951,20828,12786,26224,16473,28417,39499,15798,45390,42209,32641,41437,36521,24341,"Gettysburg, PA Metro Area",23900
352,31173,47237,56505,51776,61394,70678,62180,75811,66638,37518,40627,60346,35230,8041,42500,55987,35372,19419,23108,55144,15590,60482,16109,22294,18981,25953,23702,26825,31698,19217,31887,36131,32838,36157,36008,21320,"Glens Falls, NY Metro Area",24020
353,36921,49309,54968,53479,58645,63315,22115,81192,.,37957,39022,.,39299,18777,62400,86368,22237,19712,41059,4620,17435,4007,16807,14082,30390,35860,40070,31742,40522,.,45494,36402,30831,27365,29737,31415,"Glenwood Springs, CO Micro Area",24060
354,26290,40238,47485,48797,34211,47137,46502,46811,.,30998,36942,33814,30775,25151,39567,50248,29747,13466,26233,39620,39596,42536,9428,11035,6347,22954,17232,26098,29695,11331,25375,33795,21612,20850,26250,23363,"Goldsboro, NC Metro Area",24140
355,30011,46536,52281,57167,42079,51169,50571,58315,51920,33688,41582,35016,36736,11826,45671,50238,29680,10783,11629,51659,35331,70057,5969,16651,9043,23948,20458,26114,40074,36424,40002,41585,29893,36141,31352,16696,"Grand Forks, ND-MN Metro Area",24220
356,30608,47412,54629,63082,37158,60351,60696,37159,.,43125,45557,68500,42899,30453,41877,44786,39107,19324,23603,49000,25104,50217,17060,13529,11019,26437,29065,25448,30512,26250,26206,39018,29861,28157,50082,26174,"Grand Island, NE Metro Area",24260
357,30574,38106,39210,36679,41330,84695,83957,85596,90249,33775,42098,36585,33118,32978,37929,53837,26835,12995,20408,51721,31356,102481,11180,19216,6877,29479,31355,26637,41432,17216,50189,31844,29750,22071,42073,6960,"Grand Junction, CO Metro Area",24300
358,30739,47891,51825,55253,47452,57271,57203,61046,41763,37656,39480,68535,39021,24632,44856,51193,32112,13828,20305,47159,25020,60282,11069,11822,13107,26778,29168,26259,33441,15911,32368,41379,28276,29250,33284,22615,"Grand Rapids-Wyoming, MI Metro Area",24340
359,27768,51329,53051,55719,41565,63017,50452,.,250001,31754,27439,60750,43713,37661,50194,52135,33630,13743,20664,57321,47817,75662,10380,8983,10536,25718,28196,25157,28625,4406,42587,27329,25750,25272,40528,13320,"Grants Pass, OR Metro Area",24420
360,26287,41958,47153,46908,50125,56971,55827,69028,54824,35398,30068,72904,36880,17076,40869,55805,26109,12985,14457,48399,36535,49252,11792,7585,11749,23946,22289,24615,26681,17250,26532,30526,21664,25784,23109,21041,"Great Falls, MT Metro Area",24500
361,32438,48836,53262,55653,51209,70541,73180,72107,37614,30954,36149,66313,29425,31075,52317,60203,40115,18345,22189,41585,35511,55688,12617,22042,12342,30186,28718,30822,41563,16079,42065,48898,31101,36662,35905,25150,"Greeley, CO Metro Area",24540
362,31406,48543,51933,53714,48485,61192,64209,58385,46033,33284,36884,40518,35454,21609,49024,56923,38954,16092,19037,43616,44342,43510,8758,16597,16864,26680,25853,27039,32022,21203,33642,40881,31803,35999,35496,22844,"Green Bay, WI Metro Area",24580
363,26153,41216,40722,43255,35440,44652,.,41891,.,37295,22419,.,42266,37996,50003,51081,34980,15939,16191,35371,36387,30530,9297,21050,17648,22823,18163,25964,27540,.,25000,30449,26962,26252,35929,25800,"Greeneville, TN Micro Area",24620
364,35280,52227,55268,57516,52549,66971,63606,76667,46975,46688,34715,150166,51331,41274,47171,57000,32117,21019,21178,47681,42126,65244,14569,27034,21071,24696,32386,22765,32017,15882,31370,45919,37284,45096,17894,12241,"Greenfield Town, MA Micro Area",24640
365,30336,47337,54179,60562,47454,57447,57421,60975,50733,37038,36454,65893,33265,36227,42089,50413,35051,15658,20474,38307,25097,46401,12685,19348,12952,27595,25689,29163,27208,19499,21793,35854,26307,26666,32150,18741,"Greensboro-High Point, NC Metro Area",24660
366,27374,47121,50582,54424,28314,60532,66905,59563,27475,36260,47500,66184,31121,35251,51745,64105,40096,14082,14858,36696,18832,37639,11647,14645,14519,23312,17297,24969,30042,6877,26145,35200,21003,28799,15888,4839,"Greenville, NC Metro Area",24780
367,30308,46888,52100,57075,49472,61944,51667,74023,31787,36933,33132,42095,36366,41806,50854,61528,31736,15767,22167,35274,30805,36938,11366,17879,10812,26101,25878,26150,31177,31902,26683,39702,27444,30707,26863,22020,"Greenville-Anderson-Mauldin, SC Metro Area",24860
368,26008,42479,45891,50278,45320,47451,70645,46250,41581,40413,30925,51298,40161,77774,32015,49675,27102,13429,17897,38042,27242,39184,10766,11850,11202,19400,15500,21817,35466,.,26127,52375,26837,26806,51136,17212,"Greenwood, SC Micro Area",24940
369,28403,43841,41160,42372,38915,58487,61426,59817,39250,37952,43554,67277,37307,30219,50304,61077,40825,17191,21771,33186,32860,33929,13949,15011,21848,24647,23101,25229,36189,11042,37218,36832,29760,33051,27000,23263,"Gulfport-Biloxi-Pascagoula, MS Metro Area",25060
370,34414,52150,52318,63337,50544,70648,80615,83048,60742,46287,44354,64912,48139,42062,50476,72085,36489,21168,25227,50685,40683,51764,12342,21392,13654,26949,26229,27118,40811,11685,39452,42587,32051,37877,32896,19463,"Hagerstown-Martinsburg, MD-WV Metro Area",25180
371,27930,50512,50962,51741,47008,54245,77096,51731,.,35667,34800,.,41664,26062,56113,55551,60578,13885,22768,7362,.,21415,10202,11206,11641,21645,25297,21359,41386,.,41097,44837,24192,26504,23335,21968,"Hammond, LA Metro Area",25220
372,27563,46011,47608,48534,46156,51286,50885,74118,.,36065,21774,71170,31298,31993,70389,90244,29289,18087,11931,65967,17362,81155,12136,20471,16582,21846,12510,26620,25982,23501,28596,44028,31932,40975,35881,19390,"Hanford-Corcoran, CA Metro Area",25260
373,35226,52735,60828,62406,54468,58937,61787,60070,43116,42321,39693,60926,41151,40380,51525,61829,38415,15916,25729,40729,30995,55717,11458,15331,14453,29231,26736,30222,40126,25735,40090,41945,32070,35501,36648,27466,"Harrisburg-Carlisle, PA Metro Area",25420
374,25747,40411,42000,42146,41650,37304,66071,74531,4107,37441,35346,14393,40140,30978,44883,46847,37750,12282,17198,15354,7097,32426,10192,12950,23293,21358,18762,22266,32023,26280,31292,42202,24981,23376,31569,24081,"Harrisonburg, VA Metro Area",25500
375,41945,65178,75955,81687,65944,75731,77096,77837,56812,48679,44289,99031,46259,45045,60059,67078,44336,19282,25905,52108,20996,72755,12402,21392,15282,32657,30542,34532,44323,16096,42333,47437,32460,40722,31231,20594,"Hartford-West Hartford-East Hartford, CT Metro Area",25540
376,24914,36139,44588,39385,61154,60462,52157,61650,66422,25641,26131,41574,20013,6429,48980,52492,25198,8685,9909,30908,30773,31276,5701,16130,5943,21426,12484,24937,26541,16340,39723,22353,24773,22803,38152,22838,"Hattiesburg, MS Metro Area",25620
377,33809,50565,50917,53416,46886,59468,48462,64079,67135,41013,32409,100469,40337,35302,51780,57788,39792,17455,24911,47301,36679,75121,14793,11605,18053,25067,20883,26757,32338,19427,35040,35652,20755,19762,40502,9362,"Helena, MT Micro Area",25740
378,28948,47157,48172,42894,56804,61418,60376,130107,32116,40402,45350,24286,41263,36898,48841,67045,24536,16636,20401,38712,24383,61944,12139,20183,13475,23919,19059,26777,30259,21473,34706,41243,28136,28311,41479,18812,"Hermiston-Pendleton, OR Micro Area",25840
379,27042,40957,44640,46888,39441,55546,75551,55349,50000,31290,37543,38387,27778,29533,41229,42380,30441,15465,20178,32186,27069,37998,11464,20071,14037,25563,24077,26054,29929,13431,25493,35265,26734,26159,33769,25290,"Hickory-Lenoir-Morganton, NC Metro Area",25860
380,26249,40762,41701,40023,50268,46737,16856,53496,48313,31512,41398,87525,28366,28005,68599,67724,69375,20458,19560,46377,43592,61165,12260,21048,15887,23686,21612,25320,26497,25833,22491,32484,22438,21381,23540,22244,"Hilo, HI Micro Area",25900
381,28393,43463,51791,50956,56496,59629,37211,67185,.,34224,33040,45776,28653,37788,52311,60223,46429,17674,31254,34167,30390,42229,16477,13788,15687,28108,27724,28250,26463,26231,25983,30266,20723,15263,21426,23986,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",25940
382,29393,40382,41361,41158,46985,37264,37259,.,64882,32234,31244,85759,40351,13449,40443,56250,31902,16285,25635,30593,28778,31281,15437,10315,18514,31291,35119,30575,25597,26589,17226,28145,19968,21905,15075,21548,"Hinesville, GA Metro Area",25980
383,37421,51198,55791,60433,48603,41497,.,37113,40888,42148,23359,30261,55052,42315,58779,57645,.,16185,21250,50426,40149,70014,14203,12078,11181,22970,17076,26231,41425,22423,42013,51327,49399,42164,48530,60446,"Hobbs, NM Micro Area",26020
384,31698,51815,60088,60444,53506,61025,52266,56623,100733,45967,50348,49801,45814,31655,36719,56523,30500,16050,18000,42020,41709,67588,10419,27391,18273,21951,14364,26032,33345,28496,31728,40858,32200,32174,38247,28252,"Holland, MI Micro Area",26090
385,27649,42223,42120,43492,36022,96750,.,.,.,21463,22340,35771,15582,6549,61024,64454,47136,17131,23561,40316,40648,40043,10645,21139,16875,24997,22739,27042,36863,.,29167,44628,30804,31077,30939,29798,"Homosassa Springs, FL Metro Area",26140
386,30096,49597,61667,72754,23724,55921,71296,75122,32097,37603,37279,.,37857,50346,50878,67181,31000,15132,14349,45236,.,45619,12436,11696,15236,24188,24908,23304,37241,.,35204,41972,29222,27506,48565,11829,"Hot Springs, AR Metro Area",26300
387,35852,48677,56345,61013,49608,55788,56524,44006,52286,36229,30727,101903,40040,36536,50450,66423,23781,16118,25710,41348,29128,45338,10302,18531,15177,25613,21944,26282,50702,21473,55137,51068,41296,40271,48716,32138,"Houma-Thibodaux, LA Metro Area",26380
388,35350,59917,68188,71914,61187,80686,71125,86421,75068,45125,40396,71926,44045,39699,60612,71201,35921,16665,21449,37169,25886,50816,14089,16128,14110,29946,27462,30295,30560,20736,27867,36266,30709,31964,35019,21113,"Houston-The Woodlands-Sugar Land, TX Metro Area",26420
389,30815,46709,52110,56655,50233,60672,51409,66906,50018,40330,31450,70018,39949,50067,46176,59698,25540,16440,22353,26540,25739,41921,11999,20484,12729,22077,21104,22494,41630,.,40799,43890,39750,45490,42634,24600,"Huntington-Ashland, WV-KY-OH Metro Area",26580
390,34440,59530,65080,75996,56994,90639,84092,92662,71635,39042,41258,56295,40627,22460,42391,51138,26992,14057,22093,30381,27441,31101,10492,15640,11348,25967,22341,26897,30834,25131,27478,35858,25305,27094,25256,13915,"Huntsville, AL Metro Area",26620
391,26235,40982,41394,41833,39558,77816,78161,.,.,32284,20227,46399,32115,55565,49137,60412,39000,14930,14304,23315,22357,23338,12459,15979,2499,25029,9800,26073,28667,.,80640,28840,26007,24863,19918,29928,"Huntsville, TX Micro Area",26660
392,29912,39566,38902,41265,34098,55867,65452,48462,.,32270,41158,111761,19123,30573,48333,52233,16518,18991,19772,36905,36217,40931,8390,19250,18156,22039,20522,25166,41640,14368,42296,36932,29858,31034,26732,27140,"Hutchinson, KS Micro Area",26740
393,30768,46017,49241,51285,39481,62434,50310,76298,67313,34265,36800,65447,25882,20921,46206,49549,31325,13679,12109,36962,35927,42298,16531,11236,8384,24357,25558,23650,32553,16893,35060,55201,24539,27131,20684,21699,"Idaho Falls, ID Metro Area",26820
